SAL_CODE_2021,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
SAL51299,31,12,140,69,26,16,14,26,0,332,0,0,0,0,0,0,0,3,0,8,7,16,9,9,3,3,6,6,4,63,13,18,17,10,17,6,9,17,26,137,573,1528,750,590,525,265,231,277,59,4808
SAL51300,3,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,42,46,44,27,18,8,11,14,3,214
SAL51301,32,9,102,64,23,26,20,23,5,309,0,0,0,4,0,8,0,3,0,12,8,3,12,16,8,6,14,5,5,74,14,15,33,28,17,7,8,24,26,164,451,757,903,733,457,210,249,316,87,4162
SAL51302,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,6,8,3,28
SAL51303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,7,0,23
SAL51305,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,15,15,24,13,4,8,8,0,89
SAL51306,0,0,4,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,11,27,44,29,24,12,3,8,20,0,168
SAL51307,3,0,4,0,0,0,3,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,12,0,0,3,0,0,0,0,3,0,8,53,64,103,35,37,3,25,19,3,338
SAL51308,13,8,32,23,14,6,12,9,0,106,0,0,0,0,0,0,3,0,0,0,5,9,5,6,5,3,3,0,0,28,7,5,14,0,7,7,3,0,12,65,395,703,517,265,276,128,105,90,30,2514
SAL51309,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,17,10,7,0,0,10,0,70
SAL51310,0,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,6,6,5,8,0,0,8,0,61
SAL51311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SAL51312,3,0,13,9,7,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,9,4,3,0,0,0,0,0,0,8,17,222,574,106,94,124,48,22,24,21,1232
SAL51313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,16,19,0,0,0,11,9,4,70
SAL51314,3,0,13,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,6,18,22,8,4,0,10,0,87
SAL51315,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,5,7,3,3,0,4,3,0,33
SAL51316,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,28,28,10,3,0,5,3,0,80
SAL51317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,14
SAL51318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8,0,0,0,0,3,0,21
SAL51319,9,3,30,20,11,17,9,14,4,109,0,0,0,0,0,0,0,0,0,3,5,4,8,7,0,0,4,3,0,39,4,5,20,11,3,0,11,9,14,81,231,519,507,349,235,98,151,149,32,2278
SAL51320,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,3,0,3,0,0,0,0,39
SAL51321,6,0,5,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,6,5,0,0,7,0,0,0,0,18,4,3,5,0,0,0,0,0,0,14,214,473,78,61,126,42,21,18,13,1035
SAL51322,0,0,9,4,4,0,0,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,5,0,0,0,4,3,8,0,24,80,230,106,78,67,37,24,26,7,660
SAL51323,3,0,6,10,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,52,82,62,33,29,20,9,7,3,300
SAL51324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,10,0,0,0,3,0,5,5,5,26
SAL51327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,3,0,0,4,5,0,33
SAL51328,0,0,8,5,4,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,12,40,88,81,36,32,12,21,14,4,331
SAL51329,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,0,0,5,0,0,0,7,0,37
SAL51330,38,17,121,65,50,21,17,21,3,350,0,0,0,0,3,0,0,0,0,6,25,27,9,18,11,3,4,5,4,106,19,24,30,24,9,13,11,10,41,194,1323,3284,1140,853,824,373,238,321,131,8493
SAL51331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51332,3,0,5,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,60,44,19,18,17,9,5,22,0,187
SAL51333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,6,0,0,0,0,3,0,4,0,17
SAL51334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,4,0,21
SAL51335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,4,0,3,0,3,0,0,27
SAL51336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,14
SAL51337,38,11,93,61,41,33,10,26,3,316,0,0,0,0,0,0,0,0,0,6,18,9,14,7,4,3,7,6,3,75,10,7,33,10,22,3,14,8,20,117,595,1011,1027,712,456,220,228,236,70,4568
SAL51338,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,11,10,3,10,4,5,0,65
SAL51339,3,0,12,14,8,3,3,6,0,49,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,10,5,0,5,0,0,3,0,8,8,33,98,144,215,87,96,36,51,42,26,797
SAL51340,18,6,53,39,31,20,19,38,0,223,0,0,0,0,0,5,0,5,0,9,6,5,11,19,4,7,11,12,0,65,11,0,14,13,12,5,22,9,16,113,217,506,708,577,379,159,333,268,39,3186
SAL51341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,5,6,4,6,0,0,27
SAL51342,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,46,68,37,24,22,3,5,16,5,224
SAL51343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6
SAL51344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51345,4,0,15,7,8,0,5,4,0,57,0,0,0,0,0,0,0,0,0,0,0,11,3,0,3,0,0,0,0,26,0,3,3,0,0,0,0,5,6,23,298,813,185,130,205,93,42,68,20,1850
SAL51346,0,0,6,3,3,0,0,6,0,20,0,0,0,0,0,0,0,0,0,0,5,12,3,0,4,0,0,0,0,22,3,4,0,4,5,0,0,0,3,26,314,1125,78,112,141,59,18,44,18,1908
SAL51347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51348,3,4,20,16,4,3,3,8,7,68,0,0,0,0,0,0,0,0,0,0,0,6,10,3,5,0,0,0,0,26,3,8,11,4,0,8,9,3,0,47,151,313,281,182,132,80,66,83,22,1311
SAL51349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,3,0,0,0,0,22
SAL51351,9,0,7,3,0,3,3,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,54,106,96,56,33,22,21,24,3,420
SAL51352,9,3,23,8,19,8,0,5,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,15,0,0,4,9,3,3,0,0,7,38,117,255,250,167,131,71,59,73,27,1163
SAL51353,3,0,13,9,5,3,0,6,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,15,19,34,55,23,28,12,22,21,5,215
SAL51354,8,7,30,14,11,4,5,8,0,88,0,0,0,0,0,0,0,0,0,0,3,0,6,4,0,0,10,0,0,28,0,0,5,6,0,5,4,6,6,46,153,341,355,206,129,59,83,79,32,1433
SAL51355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5,0,12
SAL51356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51357,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,6,0,29
SAL51358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51359,4,0,28,6,18,0,12,3,0,87,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,3,4,0,12,6,0,11,5,3,0,10,0,6,41,195,380,404,144,148,48,150,62,18,1543
SAL51360,11,3,13,21,12,6,0,4,0,81,0,0,0,0,0,0,0,0,0,0,7,11,7,3,5,0,0,0,0,35,9,11,3,3,4,5,0,5,7,49,592,1103,319,274,299,145,50,74,36,2891
SAL51361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,6
SAL51362,0,0,7,0,3,4,5,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,13,26,25,81,21,13,16,40,21,5,237
SAL51363,9,0,44,29,25,9,12,13,0,150,0,5,0,0,0,0,0,0,0,6,0,10,8,4,4,0,7,0,0,31,9,9,19,5,5,3,9,12,12,79,313,869,581,341,340,153,175,171,38,2969
SAL51364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7
SAL51365,4,0,0,4,3,0,3,7,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,3,0,0,14,31,47,38,36,27,20,20,22,7,245
SAL51366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,8
SAL51367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,14
SAL51368,7,4,7,8,0,3,3,0,0,33,0,0,0,0,0,0,0,0,0,0,9,12,3,0,5,0,0,6,0,35,0,0,5,0,0,0,0,0,0,12,239,694,118,119,109,43,34,49,12,1411
SAL51369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL51370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,8,0,0,0,0,4,0,27
SAL51371,7,4,29,18,10,11,5,4,0,82,0,0,0,0,0,0,0,0,0,4,0,0,0,6,4,0,0,0,0,18,4,5,4,0,3,0,4,0,5,24,219,439,248,152,195,69,72,58,17,1464
SAL51372,17,12,38,15,22,12,24,24,4,162,0,0,0,0,0,0,5,0,0,5,3,8,20,5,3,5,12,8,5,72,8,10,47,14,4,3,23,26,38,171,256,543,1099,318,330,119,352,252,100,3370
SAL51373,9,3,16,11,11,5,13,12,0,85,0,0,0,0,0,0,0,0,0,0,3,6,10,5,0,0,8,0,0,31,0,0,14,8,0,0,7,10,8,50,103,181,384,144,122,44,168,93,11,1248
SAL51374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAL51375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,4,0,0,0,0,3,0,20
SAL51376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51377,8,0,47,16,13,3,4,13,0,118,0,0,0,5,0,0,0,0,0,7,0,0,3,0,3,5,0,4,0,23,0,6,12,9,9,0,4,14,8,62,172,458,402,241,230,93,133,147,31,1905
SAL51378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10
SAL51379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,5,0,12
SAL51380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,10
SAL51381,22,4,72,29,30,11,7,11,0,186,0,0,0,0,0,0,0,0,0,0,19,27,4,6,12,5,3,0,4,76,18,18,7,11,14,4,7,5,13,86,944,2511,451,441,581,247,112,162,83,5523
SAL51382,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,7,8,3,4,0,0,3,0,31
SAL51383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,13
SAL51384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7
SAL51385,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,0,3,5,0,3,3,0,42
SAL51386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,9
SAL51387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
SAL51388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
SAL51390,4,6,20,17,5,12,6,8,0,72,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,11,0,0,10,5,0,5,7,3,3,36,130,171,237,115,91,64,96,61,14,989
SAL51391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,4,0,0,0,9,0,0,34
SAL51392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,3,0,0,27
SAL51393,0,0,8,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,11,22,14,32,21,12,10,8,17,3,141
SAL51394,29,12,87,36,35,30,19,24,0,265,0,0,0,0,0,0,0,0,0,3,8,8,6,12,11,5,9,5,0,56,9,8,14,8,4,8,13,5,14,94,567,1447,755,556,572,244,238,251,58,4699
SAL51395,3,0,9,5,3,3,4,4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,12,23,41,77,59,32,21,31,34,5,331
SAL51396,25,7,91,54,25,24,8,22,0,252,0,0,4,0,0,0,0,0,0,3,4,5,4,4,6,0,9,6,0,43,12,4,34,8,8,10,11,20,25,131,408,887,775,478,402,194,193,248,65,3637
SAL51397,5,6,24,12,7,9,3,10,5,74,0,0,0,0,0,0,0,6,0,6,0,3,0,4,0,4,0,5,0,15,0,0,8,5,3,4,0,6,6,36,76,237,165,186,79,65,39,77,18,936
SAL51398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,0,3,0,3,0,0,29
SAL51399,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,29,8,3,6,7,4,0,82
SAL51400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51401,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,28,9,17,5,6,3,12,6,85
SAL51402,10,7,36,16,9,3,3,8,0,98,0,0,0,0,0,0,0,0,0,0,0,5,7,3,5,0,3,0,0,29,0,3,11,5,0,0,3,7,15,43,245,701,302,265,221,96,104,165,33,2132
SAL51403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,11,0,0,0,4,0,0,0,21
SAL51404,0,0,0,6,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,36,42,26,23,10,10,11,5,192
SAL51405,24,3,70,27,26,19,5,11,3,184,0,0,0,0,0,0,0,0,0,0,13,5,5,7,4,4,3,3,5,47,8,15,10,12,12,5,4,0,9,77,623,1465,496,319,474,208,94,117,53,3838
SAL51406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,7,4,3,0,4,6,0,50
SAL51407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL51408,3,0,14,8,5,4,7,9,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,8,0,0,4,0,0,0,5,5,27,106,225,183,93,92,31,40,50,19,843
SAL51409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL51410,0,0,7,4,4,0,8,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,44,86,104,40,31,24,24,31,4,397
SAL51411,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,40,89,71,29,25,9,18,16,0,300
SAL51412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL51413,7,0,12,10,7,10,0,12,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,13,3,4,0,4,3,0,3,3,7,32,55,116,169,132,102,71,60,57,19,779
SAL51414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8
SAL51415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,8,0,6,0,0,3,0,29
SAL51416,11,5,44,19,9,4,4,4,0,101,0,0,0,5,0,0,0,0,0,6,17,23,5,0,8,4,0,0,0,67,8,15,12,8,10,4,0,5,9,70,794,2583,264,292,446,179,40,102,55,4760
SAL51417,29,8,86,40,34,27,16,17,3,253,0,0,0,3,0,0,0,0,0,3,5,9,11,8,8,0,4,8,3,57,11,11,28,20,11,8,10,7,11,109,510,1338,815,596,574,201,205,232,48,4525
SAL51418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,8,8,0,0,0,0,0,42
SAL51419,3,0,15,0,3,0,0,6,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,4,3,0,3,0,0,0,7,15,45,131,103,84,50,21,33,33,4,509
SAL51420,16,3,49,38,15,12,6,15,0,155,0,0,0,0,0,0,0,0,0,3,4,7,11,7,4,3,5,4,3,42,8,8,10,9,4,0,13,9,16,71,240,478,507,345,269,118,128,132,45,2262
SAL51421,9,0,5,8,4,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,15,4,7,3,3,0,0,0,0,0,25,444,917,72,136,158,64,20,26,20,1844
