SAL_CODE_2021,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
SAL50042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL50043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,4,0,0,10
SAL50044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,4
SAL50045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,3,0,0,0,4,0,17
SAL50046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
SAL50047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50048,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,17,8,5,0,10,0,6,11,0,59
SAL50049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL50050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,14
SAL50051,0,0,5,3,4,0,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,12,30,67,78,56,32,20,26,19,9,328
SAL50052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,8,0,0,0,3,0,38
SAL50053,29,3,84,39,33,20,16,19,3,243,0,0,0,4,0,0,0,0,0,9,3,11,6,6,5,4,6,5,6,49,12,12,18,6,17,3,5,8,21,97,448,1122,640,462,497,232,191,251,60,3909
SAL50054,94,33,264,175,108,75,72,71,7,901,0,0,0,0,0,3,0,3,0,13,17,21,46,32,10,14,26,14,7,189,33,21,51,46,32,19,41,33,54,329,1352,2589,2771,1972,1434,585,803,717,179,12391
SAL50055,28,9,133,60,31,18,41,51,7,376,0,0,0,5,0,0,3,3,0,9,5,3,12,10,5,3,9,13,0,59,6,3,27,23,12,10,21,36,35,165,264,713,667,858,380,241,416,478,100,4111
SAL50056,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,43,37,32,18,7,10,11,14,4,178
SAL50057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,8
SAL50058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,9,9,0,6,0,5,0,0,0,24
SAL50060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50061,26,14,120,66,40,36,23,42,7,375,0,0,0,0,0,6,0,0,0,6,9,15,15,16,9,9,6,9,0,94,16,4,25,12,19,12,8,22,33,152,517,1125,1137,799,677,329,373,383,92,5440
SAL50062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9
SAL50063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10
SAL50064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,4,0,0,15
SAL50065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,4,0,5,0,0,16
SAL50066,5,0,0,0,3,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,26,22,17,16,10,11,5,3,117
SAL50067,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,8,18,5,0,0,26,0,3,59
SAL50068,11,0,8,4,8,5,4,0,0,26,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,8,18,85,131,103,45,58,31,30,18,10,517
SAL50069,24,9,101,45,44,29,22,33,3,306,0,0,0,0,0,0,0,0,0,5,3,4,15,9,4,0,7,0,0,42,7,0,17,15,24,13,15,20,34,151,353,787,819,649,487,236,257,298,77,3960
SAL50070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,17
SAL50072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,8
SAL50073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,12
SAL50074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,4,0,0,0,0,12
SAL50075,0,0,7,3,6,0,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,31,47,77,35,24,13,21,15,0,268
SAL50076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
SAL50077,4,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,31,17,3,11,7,0,4,4,94
SAL50078,25,10,59,31,35,20,0,17,0,192,0,0,0,0,0,0,0,0,0,0,9,16,8,4,8,12,5,6,6,68,9,9,12,16,11,5,11,8,13,92,569,1489,596,462,480,216,142,159,46,4159
SAL50079,7,4,12,9,7,6,3,0,0,41,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,16,0,0,3,4,6,8,0,0,0,19,214,660,162,132,176,52,35,41,12,1494
SAL50080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50081,13,0,17,19,13,6,5,3,0,76,0,0,0,0,0,0,0,0,0,0,5,7,7,4,3,0,3,0,0,31,0,5,12,3,6,0,3,3,10,45,257,433,414,191,183,46,95,74,34,1724
SAL50082,5,3,27,21,11,7,5,6,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,4,3,9,0,0,3,7,3,33,97,222,189,162,121,72,52,74,12,1001
SAL50083,37,5,93,58,24,16,14,17,0,270,0,0,0,0,0,0,0,0,0,5,23,34,6,23,17,4,0,5,0,117,11,15,14,11,12,5,19,5,19,123,989,2481,767,657,707,242,200,229,71,6341
SAL50084,3,0,9,4,0,3,0,4,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,3,0,3,0,3,5,11,49,159,84,64,42,22,22,28,5,478
SAL50085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,4,0,33
SAL50086,12,0,41,11,15,7,4,7,0,94,0,0,0,0,0,0,0,0,0,0,0,16,0,11,3,0,0,0,0,40,9,10,10,7,0,0,0,4,5,39,327,890,288,213,176,70,40,68,25,2102
SAL50087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,8,6,0,0,0,0,0,3,0,18
SAL50089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,5,0,0,0,0,19
SAL50090,18,3,98,36,11,20,29,26,0,251,0,0,0,0,0,0,0,0,0,3,10,4,4,12,4,6,12,9,0,51,5,12,17,14,9,8,7,17,18,102,248,713,603,501,343,166,269,283,54,3177
SAL50091,20,3,21,20,13,9,3,8,0,100,0,0,0,0,0,0,0,0,0,4,4,5,9,0,6,5,0,0,0,38,5,6,8,3,5,0,3,8,0,37,360,890,275,215,265,103,55,84,15,2264
SAL50092,3,0,18,3,7,4,6,11,0,54,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,0,4,0,3,6,0,0,8,27,162,247,270,115,149,40,54,43,22,1097
SAL50093,16,4,59,40,16,10,17,15,0,170,0,0,0,0,0,0,0,0,0,13,0,7,12,5,3,0,3,7,0,38,10,4,19,14,9,4,13,3,19,90,200,409,579,427,295,138,175,214,55,2497
SAL50094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,11,7,6,0,7,0,0,48
SAL50095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,9,4,0,0,0,0,0,13,3,30
SAL50096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9
SAL50097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,8,0,4,0,7,7,3,32
SAL50098,27,8,69,31,26,21,15,21,3,218,0,5,0,0,0,0,0,0,0,3,6,6,17,6,10,0,9,0,0,53,10,0,16,14,8,0,6,5,16,70,394,865,712,390,392,157,178,178,48,3306
SAL50099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,13
SAL50100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,3,0,3,0,4,9,0,28
SAL50101,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,4,8,4,4,5,3,0,46
SAL50102,9,0,26,23,15,15,4,14,5,107,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,3,4,0,0,16,4,4,8,7,5,5,5,0,7,41,152,391,341,174,192,65,67,90,23,1497
SAL50103,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,21,26,19,5,16,7,3,0,0,91
SAL50104,5,0,4,8,6,3,4,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,0,0,0,0,8,0,19,53,94,117,68,37,19,38,33,4,464
SAL50105,18,9,81,24,9,16,14,13,6,196,0,0,0,0,0,0,0,0,0,0,5,6,6,4,6,6,4,8,0,34,5,5,16,15,12,0,11,8,24,84,275,662,479,339,293,117,169,169,48,2550
SAL50106,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,19,5,12,6,4,0,3,4,0,51
SAL50107,0,0,3,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,13,15,6,10,6,3,3,0,70
SAL50108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,0,0,0,0,0,7
SAL50109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,16,11,3,4,6,4,3,8,0,51
SAL50110,10,5,37,26,11,11,12,7,0,117,0,0,0,0,5,0,0,0,0,3,0,3,3,5,7,0,8,0,0,33,10,6,11,8,0,8,12,12,19,81,179,399,320,278,241,128,140,117,37,1835
SAL50111,6,6,70,34,21,12,11,31,3,195,0,0,0,0,0,0,0,0,0,8,4,3,3,3,0,7,12,14,0,45,6,7,14,8,6,6,8,17,29,101,185,743,368,493,250,211,243,414,73,2980
SAL50112,0,4,11,3,0,3,0,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,3,0,0,0,0,3,5,8,61,137,84,59,50,32,23,34,7,488
SAL50113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,5,0,0,0,0,21
SAL50114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50115,9,0,54,34,22,14,26,14,0,170,0,0,0,0,0,0,0,0,0,3,0,0,15,6,9,5,15,11,0,57,5,8,7,13,10,12,12,10,13,87,164,355,447,325,269,120,196,154,30,2062
SAL50116,0,0,0,3,0,0,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,8,48,37,38,27,16,9,15,20,7,217
