SAL_CODE_2021,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
SAL50011,14,12,0,0,3,0,23,0,0,0,0,0,0,3,4,0,4,0,0,0,6,5,3,0,0,0,0,9,8,0,0,0,0,3,17,11,10,5,6,11,0,41,15,21,10,3,5,0,43,32,49,11,13,11,0,108,41,70,16,21,11,9,164,65,119,23,18,17,3,235,59,100,13,12,11,0,197,66,144,32,22,7,4,268,46,92,22,4,4,0,170,18,65,11,4,3,0,99,30,107,40,8,6,0,195,20,64,20,5,0,0,117,14,23,3,4,0,0,41,8,14,3,0,0,0,27,22,43,21,14,8,7,105,474,935,221,122,102,19,1868
SAL50012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50013,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,5,0,6,3,0,0,0,5,0,5,0,0,0,0,10,4,0,0,0,0,0,6,0,4,7,0,0,0,11,0,4,4,0,0,0,11,0,4,0,0,0,0,5,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,4,6,0,0,0,0,0,8,3,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,26,31,18,6,6,0,82
SAL50014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,5
SAL50015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,0,3,4,5,0,0,0,0,10,0,6,0,0,0,0,10,0,0,0,0,0,0,0,3,3,3,0,0,0,6,4,6,3,0,0,0,14,0,3,0,0,0,0,10,0,5,0,0,0,0,4,0,8,0,0,0,0,15,6,4,3,0,0,0,12,0,3,0,0,0,0,5,0,0,0,0,0,0,3,0,0,3,0,0,0,6,28,45,19,8,4,0,102
SAL50017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50019,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,5,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,11,15,6,0,0,0,31
SAL50020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
SAL50021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50022,18,16,7,0,0,0,43,3,0,0,0,0,0,8,4,0,3,0,3,0,4,6,5,0,0,0,0,8,0,4,3,0,0,0,3,4,0,0,0,0,0,9,5,3,6,0,0,0,19,3,3,0,0,0,0,15,9,6,0,0,0,0,18,12,3,0,0,0,0,15,4,3,4,0,0,0,12,19,17,11,0,0,0,43,0,4,0,0,0,0,5,10,10,0,0,0,0,16,13,19,4,0,0,0,38,22,42,20,4,0,0,86,17,33,10,0,0,0,57,32,75,37,7,4,3,161,13,19,10,0,0,0,49,179,275,121,22,16,4,614
SAL50023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50024,10,7,0,4,4,0,27,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,4,4,0,0,0,0,0,13,6,5,3,0,0,0,8,0,3,10,0,3,0,10,0,10,0,5,0,0,14,3,10,3,0,0,0,18,3,5,10,0,4,0,24,0,9,3,0,6,0,13,5,22,0,3,4,0,45,5,8,0,0,0,0,18,0,13,6,0,0,0,24,8,20,7,4,4,0,39,22,72,15,3,3,0,118,9,34,15,3,0,0,61,11,20,17,3,0,0,54,4,15,0,0,3,0,23,106,261,101,26,32,4,529
SAL50025,4,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,4,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,6,4,0,0,0,0,0,7,3,0,0,0,0,0,3,0,0,0,0,0,0,6,0,3,3,0,0,0,10,7,8,0,0,0,0,16,3,3,0,0,0,0,10,0,3,0,0,0,0,9,3,0,0,0,0,0,13,6,9,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,45,36,10,0,10,0,104
SAL50026,10,3,5,0,10,3,29,0,0,0,0,6,0,7,11,3,7,0,5,0,31,10,7,6,4,4,0,29,37,14,7,4,18,0,84,46,38,25,16,15,0,140,39,56,15,7,13,3,135,66,68,21,22,21,5,207,44,65,23,15,20,0,168,34,47,14,13,16,4,131,14,31,10,10,0,0,63,19,17,8,4,0,0,46,11,4,0,0,0,0,13,0,0,0,0,4,0,12,6,4,0,0,3,0,13,6,3,3,0,0,0,16,3,4,3,0,0,0,8,4,0,0,0,0,0,6,27,13,6,9,10,0,65,384,384,149,110,146,24,1196
SAL50027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SAL50031,3,4,7,0,0,0,14,0,0,0,0,0,0,4,7,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,10,8,0,0,0,0,0,4,6,5,4,0,3,0,17,5,6,4,0,0,0,15,6,5,8,0,0,0,14,8,9,3,0,0,0,23,10,0,0,0,0,0,10,11,12,4,3,3,0,36,11,11,0,0,3,0,15,6,7,0,0,0,0,13,9,10,4,0,0,0,21,17,23,12,0,0,0,55,8,3,8,3,0,0,24,3,5,0,0,0,3,13,4,7,3,0,0,0,16,125,98,58,12,13,11,314
SAL50032,4,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,3,5,0,0,8,3,0,0,0,0,0,4,0,0,0,0,0,0,3,0,7,0,0,0,0,8,0,4,0,0,0,0,12,3,5,5,4,3,0,19,10,19,5,0,0,0,40,19,30,7,3,3,0,67,14,28,3,4,5,0,55,13,28,8,0,0,0,50,4,16,7,0,0,0,29,3,5,3,0,0,0,16,3,22,5,0,4,0,33,10,13,6,0,0,0,30,4,0,3,0,0,0,6,3,0,3,0,0,0,6,5,4,3,0,4,0,27,109,191,65,28,24,0,417
SAL50033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50034,4,0,0,0,0,0,6,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,0,5,0,0,0,9,0,0,0,0,0,0,0,0,4,4,0,6,0,15,9,5,3,0,0,0,11,4,3,0,0,0,0,6,4,9,0,0,0,0,12,8,14,0,0,0,0,23,0,3,0,0,0,0,5,3,9,0,0,0,0,8,3,6,7,4,0,0,14,6,9,0,0,0,0,17,4,4,0,0,0,0,7,0,4,0,0,0,0,0,4,0,0,0,0,0,11,48,69,20,3,7,0,155
SAL50035,12,11,9,0,0,0,42,3,0,0,0,4,0,13,0,0,0,0,0,0,8,5,0,0,0,0,0,8,0,5,0,0,0,0,5,0,9,3,0,0,0,11,13,5,7,0,0,0,19,10,9,8,0,0,0,30,11,10,6,0,4,0,25,7,17,9,0,0,0,31,12,6,3,0,3,0,23,12,20,8,6,3,0,47,5,10,0,0,0,0,22,4,21,7,5,0,0,33,10,33,8,4,0,0,53,22,74,25,6,0,0,123,13,61,18,4,3,0,102,9,57,28,3,3,0,108,8,14,16,3,6,0,47,158,367,163,22,30,7,746
