SAL_CODE_2021,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
SAL50428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,15
SAL50429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,17
SAL50430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,3,0,14,3,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,17,9,4,0,0,0,0,3,0,35
SAL50431,0,3,16,40,9,44,6,39,0,154,6,14,44,44,20,46,19,34,0,233,33,55,103,51,31,28,28,55,4,400,52,64,70,69,56,31,50,48,4,443,74,80,108,78,71,41,70,60,12,607,63,87,85,89,93,47,74,64,10,619,20,20,12,18,23,18,33,19,4,160,5,0,5,0,4,7,5,4,3,30,0,0,0,0,0,0,0,0,6,3,257,322,442,396,305,261,292,319,50,2641
SAL50432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,8,0,0,17
SAL50433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10
SAL50434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,17
SAL50435,0,0,3,0,0,5,0,0,0,9,0,0,0,0,0,0,6,0,0,8,4,3,7,0,0,0,0,0,0,15,0,4,3,5,0,0,3,0,0,12,7,0,8,5,0,0,7,6,0,29,5,7,7,3,4,3,3,0,0,35,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,21,21,13,17,8,19,6,0,121
SAL50436,3,0,3,0,0,5,0,0,3,17,0,0,0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,0,0,9,4,3,0,4,0,0,0,0,0,13,6,0,5,0,3,0,0,6,0,18,11,4,3,0,4,0,5,3,0,24,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,13,10,8,14,5,9,9,3,94
SAL50437,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,5,4,3,5,4,4,0,4,3,0,25,4,0,5,3,0,0,0,3,0,18,0,0,6,4,0,3,4,4,0,23,7,3,5,6,0,0,4,3,0,33,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,20,11,16,15,12,9,14,17,3,117
SAL50438,7,7,44,119,19,185,25,138,5,553,18,97,84,100,65,99,25,54,0,552,97,394,157,83,116,40,32,41,19,974,372,766,221,138,235,79,53,48,29,1940,459,697,238,176,273,77,46,47,17,2033,215,398,167,115,220,59,48,53,13,1289,73,138,55,31,87,32,24,20,5,466,5,21,7,3,10,3,5,6,0,66,0,0,0,0,0,0,0,0,0,3,1244,2522,965,771,1027,590,248,413,93,7877
SAL50439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
SAL50441,0,0,32,55,0,54,3,41,3,201,7,6,44,32,7,16,4,20,8,136,68,102,133,80,35,23,21,63,9,523,127,201,203,75,85,60,28,63,15,860,120,164,144,74,78,55,38,72,12,751,72,98,72,40,48,48,27,51,10,458,34,30,21,12,26,24,14,15,3,162,8,4,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,424,609,643,366,284,282,120,323,54,3109
SAL50442,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,5,0,23,0,4,0,3,0,0,0,3,0,16,3,0,3,0,5,0,0,0,0,12,5,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,13,9,5,0,0,15,0,70
SAL50443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,3,0,0,0,0,22
SAL50444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,19
SAL50446,0,0,0,5,0,0,0,5,0,14,0,0,0,0,0,0,0,0,0,9,0,8,8,11,3,3,7,8,0,41,7,0,7,0,0,0,14,5,0,39,4,12,6,3,8,0,5,11,3,55,7,8,3,5,0,0,15,0,0,53,8,5,3,0,3,0,0,5,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,28,27,34,37,23,6,38,29,7,237
SAL50447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,0,5,4,3,0,0,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,0,3,3,0,0,0,0,42
SAL50448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,11
SAL50449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,17
SAL50450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,3,5,0,17,4,0,0,0,0,0,0,0,0,7,3,0,0,0,5,0,0,0,0,13,3,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,16,8,0,0,6,0,3,8,0,53
SAL50451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,5,0,0,4,0,0,0,0,21
SAL50452,0,4,12,16,4,52,8,22,0,115,6,15,49,38,12,25,13,24,0,184,35,61,81,54,31,28,22,44,0,361,35,58,72,31,27,25,32,50,6,320,33,54,63,58,59,36,40,53,7,388,41,49,43,40,58,29,45,51,6,356,10,21,13,11,17,9,13,12,0,110,3,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,167,254,335,249,208,194,170,259,25,1854
SAL50453,0,0,8,12,4,56,4,28,0,114,12,41,83,71,29,70,29,62,8,399,72,245,170,147,109,74,123,144,26,1116,82,195,121,112,114,34,68,68,18,812,35,66,102,49,65,30,53,61,5,482,14,36,54,39,60,23,44,49,5,320,12,14,12,5,10,3,5,16,0,72,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,231,608,546,444,390,280,333,423,68,3319
SAL50454,0,0,4,5,0,5,0,0,0,15,0,4,4,0,6,0,0,0,0,14,0,9,16,8,9,3,6,4,8,69,9,8,15,11,14,10,10,9,0,83,12,7,15,5,13,4,8,3,6,74,8,13,16,14,10,0,5,7,0,76,5,0,4,4,0,0,9,7,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,45,60,37,54,31,40,37,15,359
SAL50455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,19
SAL50456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
SAL50457,3,10,20,88,10,63,9,49,0,250,16,58,25,83,35,50,17,33,0,317,83,249,65,68,46,27,15,24,9,592,174,357,53,39,75,30,4,22,10,763,248,409,64,60,117,54,18,21,6,993,202,305,81,54,96,43,12,22,12,820,41,111,13,11,27,24,6,11,6,255,6,15,4,0,4,0,0,9,0,32,0,0,0,0,0,0,0,0,0,0,772,1509,318,408,408,290,78,188,43,4016
SAL50458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,6
SAL50459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,7,8,0,25
SAL50460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,6,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,3,4,0,0,3,0,25
SAL50463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,8
SAL50464,6,7,14,29,10,31,6,18,0,111,31,155,72,183,71,78,18,69,9,677,272,1143,255,333,276,114,85,196,37,2714,299,640,178,121,147,51,58,72,20,1585,196,290,87,64,143,52,41,41,11,935,196,247,73,45,132,33,28,38,13,817,66,88,21,10,45,21,8,9,4,269,13,17,0,0,11,4,0,3,0,50,0,3,0,0,0,0,0,0,0,3,1075,2583,692,792,839,389,249,451,97,7173
SAL50465,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,4,0,4,0,0,3,0,6,0,0,0,0,17,11,5,3,0,0,0,0,0,0,23,14,0,0,4,4,3,3,0,0,28,17,0,0,0,0,0,0,3,0,27,7,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,64,10,7,4,11,3,5,14,0,123
SAL50466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
SAL50467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,5,0,0,12,3,0,5,4,0,3,12,7,0,29,0,3,3,9,0,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,13,6,3,16,16,5,75
SAL50468,8,5,12,65,7,68,0,55,0,217,23,110,77,139,69,83,28,66,7,603,166,749,202,215,165,95,87,123,19,1820,249,577,166,104,160,49,48,74,25,1455,215,359,100,105,145,39,47,68,10,1086,105,202,79,60,97,32,44,40,10,663,24,38,23,15,28,13,13,17,0,163,0,4,0,0,8,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,782,2044,663,707,680,365,266,447,81,6036
SAL50469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6,15
SAL50470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,13
SAL50471,0,0,0,3,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,4,3,0,0,0,0,0,4,0,8,5,0,5,0,0,0,0,0,0,14,11,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,33,3,0,4,6,3,4,10,0,70
SAL50472,0,0,30,36,8,109,14,66,5,267,19,15,72,51,32,50,29,86,6,361,61,100,179,84,85,89,95,89,16,796,81,122,173,113,99,49,105,108,14,865,70,109,155,111,118,76,102,91,15,838,40,79,107,84,87,52,117,71,11,653,12,15,20,19,16,7,26,11,4,133,0,0,0,0,4,4,4,8,0,17,0,0,0,0,0,0,0,0,0,0,284,448,742,490,445,437,495,519,64,3929
SAL50473,0,0,5,17,3,21,10,25,0,89,4,18,29,24,12,19,3,22,0,133,36,106,83,43,52,31,20,32,13,418,40,107,91,39,62,34,29,30,14,442,46,59,63,38,49,17,25,31,10,343,30,40,45,38,51,26,17,40,0,289,11,8,10,3,18,3,7,10,0,66,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,177,349,322,205,255,147,120,179,36,1792
SAL50474,0,5,16,27,7,47,0,18,0,116,3,25,27,30,18,36,3,22,0,164,51,111,95,45,56,27,19,26,9,431,74,179,98,58,80,20,18,28,4,557,86,127,82,50,59,25,28,30,7,492,57,112,64,52,98,16,24,28,8,465,13,25,24,11,27,16,9,9,3,135,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,277,583,402,272,353,183,100,162,39,2370
SAL50475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,4,4,26
SAL50476,0,0,9,18,0,30,0,15,0,82,6,18,32,52,26,25,9,25,0,199,54,94,140,106,86,55,66,58,10,676,46,99,80,70,59,25,39,33,9,453,44,47,55,35,52,21,27,27,10,311,13,25,19,18,23,13,11,10,0,135,4,9,3,6,6,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,284,347,306,253,170,155,174,26,1888
SAL50477,0,0,0,0,0,0,4,0,0,5,3,0,0,0,0,0,9,5,0,17,0,0,0,0,0,0,4,12,0,22,3,0,0,0,4,0,0,0,0,11,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,0,9,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,0,6,5,13,23,0,71
SAL50478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,5,0,0,0,0,9
SAL50479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4
SAL50480,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,7,0,6,0,0,0,0,0,0,15,7,0,0,4,6,0,0,0,0,15,9,3,0,0,0,0,3,0,0,19,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3,9,9,6,3,6,0,0,69
SAL50481,0,0,0,0,0,9,0,4,0,12,0,0,0,0,0,0,0,0,0,3,5,0,7,5,0,6,0,6,0,18,3,0,6,7,0,4,0,0,0,27,3,9,5,8,9,0,5,0,0,46,7,4,12,5,8,3,3,8,0,41,11,3,4,0,4,0,0,5,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,16,33,28,16,20,10,13,3,175
SAL50482,14,15,110,126,24,289,47,205,20,848,49,71,209,198,103,183,100,169,30,1111,181,333,500,395,347,195,267,276,55,2559,355,438,531,404,496,209,360,241,52,3079,305,382,381,366,402,168,263,210,37,2515,139,171,178,175,233,115,189,137,15,1349,17,34,35,23,49,20,37,22,6,253,0,3,0,0,3,4,0,8,3,19,0,0,0,0,0,0,0,0,0,5,1059,1446,1955,1697,1660,1181,1268,1260,219,11737
SAL50483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,8,0,16
SAL50484,0,0,7,11,0,25,0,14,0,66,5,20,19,27,21,26,7,20,8,154,55,164,74,61,47,33,24,27,6,491,77,123,76,50,60,16,24,52,10,478,41,67,63,35,57,17,23,26,7,340,33,35,36,12,31,4,19,35,3,219,8,11,4,6,3,7,5,0,0,44,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,213,424,287,205,226,128,110,175,29,1796
SAL50485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,11
SAL50486,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,6,3,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,3,3,3,5,0,0,0,0,0,17,6,3,5,5,0,0,0,0,0,23,11,5,0,0,5,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,12,11,7,5,8,5,11,0,80
SAL50487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,10,3,0,0,0,0,0,5,7,0,16,5,0,0,0,0,0,0,3,0,9,6,4,0,0,0,0,0,4,0,11,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,5,0,0,0,11,20,0,56
SAL50488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
