SAL_CODE_2021,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_149_Family_households,HI_1_149_Non_family_hseholds,HI_1_149_Tot,HI_150_299_Family_households,HI_150_299_Non_fam_househlds,HI_150_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_499_Family_households,HI_400_499_Non_fam_househlds,HI_400_499_Tot,HI_500_649_Family_households,HI_500_649_Non_fam_househlds,HI_500_649_Tot,HI_650_799_Family_households,HI_650_799_Non_fam_househlds,HI_650_799_Tot,HI_800_999_Fam_households,HI_800_999_Non_fam_hsehlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1749_Fam_households,HI_1500_1749_Non_fam_hsehlds,HI_1500_1749_Tot,HI_1750_1999_Fam_households,HI_1750_1999_Non_fam_hsehlds,HI_1750_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
SAL50042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL50043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4,3,0,3,0,0,0,11,0,16
SAL50044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,13
SAL50045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,9,0,15
SAL50046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,8,0,8
SAL50047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SAL50048,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,3,4,8,3,0,3,0,3,3,0,0,5,6,0,9,0,0,0,7,0,8,3,0,3,0,0,4,0,0,0,3,0,3,5,0,5,0,0,0,36,12,45
SAL50049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SAL50050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,15,0,14
SAL50051,5,0,7,0,0,3,0,7,11,5,5,10,5,15,19,6,12,20,32,3,31,16,3,25,28,6,33,24,4,30,13,7,23,8,3,14,39,7,47,17,0,17,18,4,23,15,0,15,41,7,43,59,6,59,8,0,6,346,82,426
SAL50052,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,0,3,0,4,0,5,5,3,0,3,0,0,4,3,0,3,9,0,9,5,0,5,0,0,3,5,0,5,4,0,0,5,0,5,0,0,0,39,14,50
SAL50053,36,51,87,11,19,26,13,69,83,13,135,144,63,339,404,52,128,176,173,96,269,138,104,245,155,155,311,202,136,340,162,128,284,165,105,268,405,126,532,286,17,300,229,35,267,158,0,156,320,43,358,211,26,238,38,66,104,2817,1784,4594
SAL50054,68,62,131,26,14,45,29,46,77,32,95,129,91,235,324,168,216,387,419,128,545,367,169,533,432,235,672,524,230,751,520,206,725,582,159,746,1372,270,1646,1045,35,1079,936,67,1005,645,4,653,1266,54,1318,1428,70,1500,91,49,147,10039,2361,12397
SAL50055,31,71,99,19,21,34,28,79,103,28,144,170,81,294,374,101,170,268,233,120,359,239,178,425,273,229,505,361,170,533,239,114,354,249,92,341,445,144,588,246,25,267,173,39,206,85,13,96,126,33,158,268,59,331,39,53,94,3270,2044,5313
SAL50056,0,8,5,0,7,13,0,0,0,0,9,9,3,32,37,6,18,17,18,4,21,14,7,24,14,12,25,16,0,13,9,3,10,3,0,3,18,5,22,12,0,12,4,0,4,5,0,5,14,0,16,21,0,21,0,3,0,154,105,254
SAL50057,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,4,11
SAL50058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50059,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,6,0,6,0,0,0,0,0,0,4,0,4,8,0,8,0,0,0,23,12,37
SAL50060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50061,49,52,99,17,20,36,16,45,65,18,84,105,75,201,279,97,94,193,276,74,353,283,102,382,351,118,472,355,107,458,314,79,393,305,65,368,680,86,766,514,12,529,353,8,362,258,8,263,455,17,471,456,29,486,50,30,82,4930,1252,6177
SAL50062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,15
SAL50063,0,0,0,0,0,0,0,6,6,3,0,0,0,6,6,0,0,3,0,0,7,0,5,6,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,21,39
SAL50064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,17,0,21
SAL50065,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,18,5,24
SAL50066,0,0,0,4,0,4,0,0,0,0,0,0,0,6,3,0,0,0,5,0,3,4,3,10,8,0,8,0,0,6,0,4,6,8,0,9,16,4,18,8,0,8,9,0,9,5,0,5,15,3,17,16,0,16,0,4,4,104,26,125
SAL50067,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8
SAL50068,3,8,13,0,0,0,0,4,3,8,3,9,3,10,16,0,6,3,18,7,19,13,6,11,15,7,27,21,7,23,14,3,17,16,5,15,33,8,39,34,0,30,41,3,42,18,0,19,95,0,99,43,3,49,0,0,4,382,72,452
SAL50069,20,16,36,9,6,15,11,17,24,12,38,49,33,57,96,43,39,83,101,39,144,137,72,211,155,91,251,201,88,292,188,58,249,227,52,283,520,69,590,346,13,351,268,16,289,142,5,149,237,15,253,333,20,354,27,24,46,3013,739,3754
SAL50070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,4,0,4,5,0,5,0,0,0,5,0,5,3,0,3,0,0,0,22,3,23
SAL50072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10
SAL50073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,6
SAL50074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,14
SAL50075,5,0,8,3,0,0,0,0,0,3,6,11,3,6,10,0,3,7,12,0,14,8,10,18,11,7,17,13,0,13,11,5,16,6,0,6,17,6,27,34,0,34,23,0,23,11,0,11,42,0,43,38,0,42,0,0,0,242,54,294
SAL50076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50077,5,0,6,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,0,4,4,4,0,7,0,0,4,9,0,9,0,0,3,5,0,5,10,4,15,7,0,7,4,0,10,0,0,0,20,0,20,13,0,12,0,0,0,93,16,112
SAL50078,13,48,64,12,18,31,16,45,58,26,108,134,33,257,286,46,151,196,135,96,233,133,118,249,163,118,278,158,98,261,128,110,238,132,78,217,354,161,516,305,17,320,265,30,291,206,6,218,477,25,497,247,26,269,17,36,59,2869,1542,4406
SAL50079,5,10,13,9,5,10,0,5,10,8,16,26,17,28,44,19,29,44,48,14,61,43,20,57,53,21,69,53,17,70,49,15,62,48,10,62,99,22,122,86,3,88,93,3,97,66,0,68,273,15,288,75,3,81,10,0,11,1036,240,1276
SAL50080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50081,7,0,5,0,0,0,0,3,7,0,0,8,10,5,9,0,0,6,3,7,9,6,6,11,16,15,31,7,20,20,14,32,48,29,30,58,77,82,157,84,5,90,125,23,149,101,3,102,422,25,448,113,16,129,4,8,13,1019,279,1296
SAL50082,13,18,24,5,6,8,7,8,17,10,22,24,17,55,72,17,42,60,84,33,120,71,21,97,74,28,103,81,13,93,65,14,83,47,11,57,118,12,125,97,0,98,58,0,53,28,0,26,58,6,64,70,0,74,9,8,16,926,308,1231
SAL50083,25,49,74,19,24,42,6,57,68,21,110,128,58,311,368,65,171,240,161,91,258,136,154,289,174,146,324,212,139,353,169,126,297,224,113,330,401,214,615,419,29,443,424,40,467,326,18,343,916,79,991,347,55,404,26,59,84,4121,1986,6111
SAL50084,3,8,13,0,0,3,3,18,16,0,36,42,5,48,59,8,31,39,15,17,38,26,22,43,19,18,40,29,19,39,22,16,36,18,12,33,33,26,58,38,0,36,23,5,27,15,0,16,29,0,34,36,0,36,4,14,18,330,300,627
SAL50085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,3,4,0,0,0,5,0,5,0,0,3,0,0,0,3,0,0,0,0,5,6,0,6,6,0,6,0,0,0,34,20,47
SAL50086,16,17,36,3,11,19,16,25,39,12,50,59,24,131,148,23,64,90,71,40,108,67,39,113,77,43,122,70,45,116,61,23,85,62,32,97,128,48,182,127,14,139,129,12,138,96,0,101,318,21,342,127,17,145,16,21,34,1429,667,2096
SAL50087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,22
SAL50089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,11,3,17
SAL50090,25,34,63,4,7,13,8,37,38,17,53,71,25,129,155,45,62,106,143,50,197,116,69,187,124,113,243,175,75,255,149,83,236,133,43,182,335,75,411,269,12,286,178,15,192,98,9,107,212,21,230,201,34,228,22,21,45,2283,957,3242
SAL50091,20,34,56,12,7,18,12,25,34,4,44,47,25,96,125,22,47,69,70,43,105,74,44,119,69,40,107,81,46,129,61,21,80,78,27,103,161,67,230,148,9,154,167,15,184,126,5,125,348,23,368,108,13,121,15,13,24,1595,615,2212
SAL50092,5,0,8,6,0,5,3,6,3,4,3,4,9,15,23,5,8,17,26,7,29,35,6,37,35,10,46,45,8,51,24,8,32,42,3,45,80,8,84,61,0,66,92,4,93,64,0,64,225,3,230,89,0,94,7,0,8,860,95,950
SAL50093,35,39,70,15,19,29,15,45,60,20,72,88,43,158,199,48,77,119,154,62,211,141,75,220,189,91,284,212,69,277,175,43,220,165,28,199,301,54,352,249,5,254,129,14,145,83,4,84,137,13,144,211,19,230,31,27,59,2354,896,3250
SAL50094,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,5,0,5,5,0,5,0,0,0,0,0,0,8,0,8,7,0,7,0,0,0,0,0,0,3,0,3,4,0,4,0,0,3,36,15,46
SAL50095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
SAL50096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,7,0,13
