SAL_CODE_2021,POL_Tamil_UOLSE_NWorNAA,POL_Tamil_UOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_UOLSE_VWorW,POL_Thai_UOLSE_NWorNAA,POL_Thai_UOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_UOLSE_VWorW,POL_Turkish_UOLSE_NWorNAA,POL_Turkish_UOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_UOLSE_VWorW,POL_Vietnamese_UOLSE_NWorNAA,POL_Vietnamese_UOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_UOLSE_VWorW,POL_Oth_UOLSE_NWorNAA,POL_Oth_UOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_UOLSE_VWorW,POL_Tot_UOLSE_NWorNAA,POL_Tot_UOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LUatH_NS_SEO,P_LUatH_NS_UOLSE_VWorW,P_LUatH_NS_UOLSE_NWorNAA,P_LUatH_NS_UOLSE_Tot,P_LUatH_NS_NS,P_LUatH_NS_Tot,P_Tot_SEO,P_Tot_UOLSE_VWorW,P_Tot_UOLSE_NWorNAA,P_Tot_UOLSE_Tot,P_Tot_NS,P_Tot_Tot
SAL50040,3,63,0,63,..,25,5,25,0,25,..,0,0,0,0,0,..,71,13,85,0,83,..,640,52,697,14,709,..,2838,238,3081,38,3114,..,73,3,81,432,511,10371,2910,247,3157,471,13998
SAL50041,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,5,0,0,0,0,5
SAL50042,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,12,0,0,0,0,12
SAL50043,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,21,21,41,0,0,0,21,56
SAL50044,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,6,6,12,0,0,0,6,17
SAL50045,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,38,0,0,0,0,37
SAL50046,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,25,0,0,0,0,25
SAL50047,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,4,4,9,0,0,0,4,11
SAL50048,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,5,0,7,..,20,7,25,0,22,..,0,0,0,22,22,123,20,7,25,28,173
SAL50049,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,8,8,18,0,0,0,8,26
SAL50050,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,6,6,40,8,0,8,6,54
SAL50051,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,32,0,32,0,32,..,0,0,0,140,144,1106,30,0,30,140,1276
SAL50052,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,4,3,137,0,0,0,4,144
SAL50053,0,6,0,11,..,33,12,44,0,44,..,11,0,10,0,10,..,115,33,154,6,158,..,359,64,426,9,433,..,3144,494,3638,72,3710,..,68,10,74,467,544,6558,3208,501,3715,539,10813
SAL50054,0,85,0,90,..,80,8,92,0,92,..,11,0,11,0,14,..,50,8,58,3,63,..,981,81,1064,21,1084,..,3787,305,4089,40,4130,..,150,8,158,1744,1900,31662,3937,310,4249,1784,37697
SAL50055,3,28,0,26,..,59,8,69,0,69,..,7,0,6,0,6,..,388,225,608,3,613,..,1685,480,2158,34,2193,..,4960,1154,6106,69,6174,..,129,42,168,1191,1364,6324,5084,1192,6282,1261,13864
SAL50056,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,20,0,20,0,20,..,0,0,0,33,33,516,20,0,20,33,565
SAL50057,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,21,0,0,0,0,21
SAL50058,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,5,5,0,0,0,0,5,8
SAL50059,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,4,0,4,0,4,..,0,0,0,10,10,80,4,0,4,10,93
SAL50060,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
SAL50061,0,56,0,61,..,48,12,60,0,60,..,4,0,7,0,7,..,826,428,1254,9,1263,..,1032,294,1327,9,1336,..,4432,1152,5583,39,5624,..,126,31,162,675,835,11998,4565,1180,5745,717,18459
SAL50062,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,3,3,30,0,0,0,3,33
SAL50063,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,4,4,54,0,0,0,4,58
SAL50064,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,16,16,43,0,0,0,16,54
SAL50065,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,53,7,0,7,0,60
SAL50066,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,10,0,10,0,10,..,0,0,0,35,35,341,10,0,10,35,383
SAL50067,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,15,0,15,..,20,0,20,0,20,..,0,0,0,156,156,103,20,0,20,156,275
SAL50068,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,12,..,210,18,230,4,230,..,6,0,6,27,33,1113,213,18,233,34,1377
SAL50069,7,43,0,43,..,39,0,42,0,42,..,8,0,8,0,8,..,89,37,127,7,135,..,540,70,608,10,624,..,2254,248,2501,29,2531,..,61,8,74,372,445,8384,2315,260,2575,399,11351
SAL50070,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
SAL50071,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,3,3,63,0,0,0,3,72
SAL50072,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,11,0,0,0,0,17
SAL50073,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,16,0,0,0,0,16
SAL50074,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,7,7,42,0,0,0,7,47
SAL50075,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,5,0,3,..,19,5,19,0,24,..,6,0,6,53,57,862,23,5,24,56,940
SAL50076,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,38,38,8,0,0,0,38,45
SAL50077,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,22,3,23,0,23,..,0,0,0,11,11,270,22,3,23,11,302
SAL50078,0,14,0,14,..,25,6,31,0,31,..,6,0,6,0,6,..,52,14,65,0,69,..,220,18,228,6,242,..,1162,146,1307,21,1329,..,34,0,33,503,536,8962,1195,146,1341,528,10837
SAL50079,0,46,0,44,..,20,3,22,0,25,..,8,0,8,0,8,..,18,0,18,0,18,..,58,3,60,0,60,..,1024,122,1145,11,1155,..,14,0,19,100,113,2564,1040,122,1161,112,3832
SAL50080,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
SAL50081,0,13,0,13,..,13,4,17,0,17,..,3,0,3,0,3,..,9,3,9,0,9,..,127,15,138,3,144,..,463,39,501,6,504,..,17,0,17,519,538,3449,477,42,514,527,4496
SAL50082,0,0,0,0,..,0,0,5,0,5,..,0,0,0,0,0,..,7,0,7,0,7,..,47,3,52,0,52,..,146,12,166,0,166,..,4,0,4,130,132,2977,156,12,168,130,3272
SAL50083,0,25,0,25,..,25,3,29,0,33,..,7,0,7,0,7,..,174,68,244,0,239,..,313,43,356,17,370,..,2175,346,2522,40,2559,..,63,5,75,545,623,12108,2240,356,2593,584,15288
SAL50084,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,13,4,14,5,19,..,108,7,109,5,112,..,11,0,13,113,122,1162,114,5,124,122,1400
SAL50085,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,4,0,4,0,4,..,0,0,0,12,12,108,4,0,4,12,123
SAL50086,0,0,0,0,..,11,0,11,0,16,..,7,0,7,0,7,..,9,3,12,0,14,..,99,6,106,4,110,..,729,116,847,10,861,..,11,0,12,231,244,4219,740,120,862,242,5315
SAL50087,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
SAL50088,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,0,0,0,..,3,0,0,0,0,..,0,0,0,8,8,47,3,0,0,8,54
SAL50089,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,54,0,0,0,0,53
SAL50090,3,49,0,49,..,40,7,47,0,47,..,72,11,87,0,87,..,61,11,72,0,72,..,642,138,787,9,797,..,3505,589,4095,46,4142,..,81,16,96,504,597,4353,3588,607,4189,554,9092
SAL50091,0,7,0,7,..,9,0,9,0,9,..,3,0,11,0,11,..,112,34,144,3,148,..,151,27,173,0,180,..,1075,193,1277,15,1287,..,21,8,28,171,203,4233,1097,203,1302,185,5716
SAL50092,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,55,0,56,0,56,..,172,5,176,0,176,..,13,0,13,88,101,2765,190,5,193,88,3038
SAL50093,8,68,0,68,..,45,12,55,0,55,..,4,5,9,0,9,..,319,146,469,0,469,..,527,149,674,11,684,..,2122,563,2688,18,2701,..,65,17,81,458,536,5870,2182,578,2762,478,9112
SAL50094,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,4,5,116,0,0,0,4,128
SAL50095,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,18,6,27,0,27,..,0,0,0,6,12,22,18,5,27,6,58
SAL50096,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,20,20,41,0,0,0,20,56
SAL50097,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,15,15,106,0,0,0,15,126
SAL50098,0,10,0,10,..,18,6,20,0,20,..,7,0,4,0,4,..,9,0,9,0,9,..,195,28,222,8,233,..,1639,170,1812,22,1831,..,40,4,41,299,336,6452,1680,172,1853,315,8617
SAL50099,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,3,3,38,0,0,0,3,41
SAL50100,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,6,7,99,0,0,0,8,109
SAL50101,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,12,12,143,0,0,0,12,157
SAL50102,0,5,0,5,..,15,5,28,0,28,..,0,0,0,0,0,..,4,0,4,0,4,..,68,8,82,0,78,..,353,43,397,3,403,..,9,0,18,139,158,3534,370,46,416,147,4094
SAL50103,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,22,0,21,0,21,..,0,0,0,0,0,239,22,0,21,0,264
SAL50104,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,8,0,8,0,8,..,23,4,21,0,21,..,137,10,150,0,149,..,5,0,5,74,79,1283,143,10,156,73,1514
SAL50105,0,13,0,13,..,33,17,52,0,52,..,10,3,14,0,14,..,65,19,81,0,81,..,305,51,359,4,361,..,1798,288,2081,22,2102,..,29,10,36,455,485,4364,1826,291,2119,474,6959
SAL50106,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,20,20,178,0,0,3,20,203
SAL50107,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,0,6,10,137,15,0,17,6,159
SAL50108,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,23,0,0,0,0,23
SAL50109,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,18,18,125,0,0,0,18,143
SAL50110,0,39,3,42,..,19,3,23,0,23,..,0,3,3,0,3,..,308,172,477,0,480,..,612,173,790,12,800,..,2398,539,2932,24,2956,..,52,16,69,182,255,2717,2452,550,3001,209,5929
SAL50111,3,50,0,50,..,37,10,47,0,47,..,18,8,29,0,30,..,89,22,117,0,112,..,709,63,766,13,780,..,3439,414,3854,45,3904,..,96,10,110,963,1072,4083,3542,425,3965,1008,9051
SAL50112,0,6,0,6,..,8,5,11,0,11,..,0,0,0,0,0,..,23,0,21,0,21,..,13,0,13,0,13,..,142,7,152,0,152,..,0,0,0,107,109,1206,141,7,150,107,1463
SAL50113,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,7,7,30,0,0,0,7,38
SAL50114,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
SAL50115,0,20,0,20,..,25,4,29,0,29,..,0,0,0,0,0,..,6,0,8,0,8,..,192,11,205,3,211,..,1488,160,1645,11,1660,..,25,5,28,252,282,4256,1514,162,1674,271,6196
SAL50116,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,4,0,0,0,..,0,0,3,0,3,..,37,3,40,0,40,..,4,0,3,115,119,951,39,10,48,115,1109
SAL50117,0,14,0,14,..,9,0,6,0,6,..,0,0,0,0,0,..,15,6,21,0,21,..,87,11,98,7,103,..,752,90,844,9,854,..,13,0,17,220,239,4803,771,87,861,228,5892
SAL50118,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,25,0,29,0,29,..,0,0,0,15,19,667,29,0,28,15,713
SAL50119,0,3,0,3,..,13,0,21,0,21,..,0,0,0,0,0,..,8,0,10,0,10,..,78,3,84,0,84,..,546,54,598,9,603,..,20,3,15,276,299,6061,561,58,615,287,6961
SAL50120,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,12,0,0,0,0,20
SAL50121,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,6,..,0,0,0,15,15,204,5,0,5,13,225
SAL50122,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,18,0,0,0,0,18
SAL50123,0,0,0,0,..,0,0,3,0,3,..,7,0,6,0,6,..,5,0,5,0,5,..,50,0,48,3,55,..,162,9,168,3,173,..,25,0,25,180,201,1163,181,9,191,184,1540
SAL50124,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
SAL50125,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,58,3,0,3,0,59
