SAL_CODE_2021,POL_Tamil_UOLSE_NWorNAA,POL_Tamil_UOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_UOLSE_VWorW,POL_Thai_UOLSE_NWorNAA,POL_Thai_UOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_UOLSE_VWorW,POL_Turkish_UOLSE_NWorNAA,POL_Turkish_UOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_UOLSE_VWorW,POL_Vietnamese_UOLSE_NWorNAA,POL_Vietnamese_UOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_UOLSE_VWorW,POL_Oth_UOLSE_NWorNAA,POL_Oth_UOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_UOLSE_VWorW,POL_Tot_UOLSE_NWorNAA,POL_Tot_UOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LUatH_NS_SEO,P_LUatH_NS_UOLSE_VWorW,P_LUatH_NS_UOLSE_NWorNAA,P_LUatH_NS_UOLSE_Tot,P_LUatH_NS_NS,P_LUatH_NS_Tot,P_Tot_SEO,P_Tot_UOLSE_VWorW,P_Tot_UOLSE_NWorNAA,P_Tot_UOLSE_Tot,P_Tot_NS,P_Tot_Tot
SAL50823,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,21,0,0,0,0,16
SAL50824,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,7,0,0,0,0,7
SAL50825,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,17,0,0,0,0,17
SAL50826,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,5,5,72,0,0,0,5,76
SAL50827,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
SAL50828,0,0,0,0,..,11,5,16,0,17,..,0,0,0,0,0,..,16,3,14,0,14,..,147,12,161,0,166,..,664,49,710,11,722,..,22,0,26,248,266,5186,682,51,736,254,6171
SAL50829,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,39,9,42,0,45,..,172,17,180,5,185,..,6,0,3,114,120,1727,177,15,188,118,2036
SAL50830,0,0,0,0,..,3,0,11,0,11,..,0,0,0,0,0,..,0,5,5,0,5,..,29,6,38,0,42,..,78,45,124,3,129,..,3,0,3,64,69,592,80,45,123,74,786
SAL50831,0,46,0,52,..,54,8,65,0,65,..,16,6,23,0,23,..,579,221,797,6,800,..,961,129,1088,19,1107,..,4930,708,5642,50,5693,..,101,17,119,354,473,9232,5032,726,5761,409,15401
SAL50832,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,36,0,36,0,36,..,0,0,0,17,16,349,36,0,36,17,394
SAL50833,28,107,4,111,..,27,6,29,0,29,..,10,3,15,0,15,..,44,16,57,0,58,..,371,86,461,0,461,..,2090,527,2615,24,2642,..,54,20,72,342,409,2455,2147,540,2686,362,5505
SAL50834,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,22,26,29,3,0,3,22,61
SAL50835,0,0,0,0,..,5,4,5,0,5,..,0,0,0,0,0,..,28,4,24,0,24,..,80,7,90,3,97,..,590,59,652,10,661,..,18,0,19,131,151,2891,603,62,668,137,3699
SAL50836,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,115,0,119,0,119,..,144,3,151,0,151,..,5,0,5,305,303,458,144,3,146,305,907
SAL50837,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,15,15,14,0,0,0,15,25
SAL50838,0,0,0,0,..,4,6,8,0,8,..,0,0,0,0,0,..,13,3,21,0,21,..,87,9,95,4,97,..,408,40,447,7,455,..,14,3,10,208,221,2526,423,36,458,214,3202
SAL50839,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,14,0,14,..,0,0,0,17,17,199,14,0,14,17,231
SAL50840,0,6,0,6,..,5,0,5,0,5,..,0,0,0,0,0,..,41,7,49,0,48,..,51,7,60,3,65,..,488,61,552,9,561,..,9,0,9,201,217,2911,500,61,564,215,3686
SAL50841,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,42,45,303,4,0,4,42,351
SAL50842,0,65,0,66,..,17,3,26,0,26,..,0,0,0,0,0,..,29,11,42,0,42,..,118,14,134,0,135,..,1976,257,2231,19,2249,..,27,0,25,180,206,8422,1997,260,2256,198,10883
SAL50843,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,4,0,0,0,0,4
SAL50844,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,19,0,19,0,19,..,63,0,62,5,64,..,0,0,0,200,200,451,63,0,62,199,716
SAL50845,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,6,6,0,6,..,0,0,0,0,4,..,14,8,18,0,21,..,0,0,0,15,15,179,14,8,18,12,209
SAL50846,0,0,0,0,..,8,0,12,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,68,4,68,0,66,..,101,5,110,3,110,..,0,0,4,149,151,397,106,8,111,148,657
SAL50847,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,27,4,29,0,34,..,96,5,107,0,106,..,7,0,7,111,119,2841,104,5,109,110,3058
SAL50848,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
SAL50849,0,0,0,0,..,26,6,26,0,26,..,0,0,0,0,0,..,5,0,9,0,9,..,90,5,97,0,98,..,546,35,582,0,579,..,22,5,23,223,243,7584,567,36,601,227,8413
SAL50850,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,26,8,0,8,0,30
SAL50851,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,16,0,0,0,0,16
SAL50852,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,5,0,5,..,0,0,0,0,0,56,4,0,5,0,64
SAL50853,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,7,0,7,..,43,0,49,0,49,..,3,0,3,46,47,1414,47,0,50,46,1508
SAL50854,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,4,0,4,..,0,0,0,12,12,19,3,0,4,12,34
SAL50855,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,5,0,0,0,0,5
SAL50856,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,3,0,0,0,0,3
SAL50857,0,0,0,5,..,8,0,8,0,8,..,6,0,6,0,6,..,76,48,120,0,120,..,162,47,208,4,212,..,657,155,818,5,827,..,29,14,40,213,249,2248,691,166,852,220,3322
SAL50858,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,35,25,57,0,57,..,113,33,146,0,144,..,0,0,0,89,92,1057,117,33,146,90,1298
SAL50859,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,17,5,0,5,0,19
SAL50860,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
SAL50861,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,55,3,0,3,0,60
SAL50862,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,4,0,4,0,4,..,0,0,0,17,17,145,4,0,4,17,165
SAL50863,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,20,0,20,0,23,..,93,0,93,5,97,..,8,0,8,157,167,2149,100,0,107,161,2408
SAL50864,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,11,0,0,0,0,13
SAL50865,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,63,3,68,0,66,..,4,0,4,102,107,1718,63,3,68,106,1890
SAL50866,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,9,0,9,0,9,..,4,0,4,7,11,134,9,0,9,7,149
SAL50867,0,0,0,0,..,0,4,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,4,11,0,11,..,0,0,0,5,5,114,7,4,11,5,132
SAL50868,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,8,8,70,0,0,0,8,86
SAL50869,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,17,0,0,0,0,17
SAL50870,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,32,0,0,0,0,31
SAL50871,9,50,0,48,..,16,0,16,0,16,..,7,3,11,0,11,..,21,10,29,0,29,..,137,22,160,5,160,..,1147,225,1378,13,1391,..,33,5,40,115,157,1995,1184,234,1414,134,3541
SAL50872,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,3,3,9,0,0,0,3,19
SAL50873,30,218,3,218,..,35,9,38,0,38,..,26,5,25,0,30,..,36,17,58,0,58,..,1178,391,1570,24,1595,..,4152,791,4940,57,4999,..,110,38,142,778,926,6493,4263,828,5087,835,12419
SAL50874,0,10,0,10,..,20,4,22,0,24,..,4,0,4,0,4,..,92,39,131,0,127,..,215,22,236,5,239,..,1685,186,1876,11,1887,..,39,3,50,175,223,4694,1729,191,1921,186,6805
SAL50875,0,0,0,0,..,9,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,30,0,33,0,31,..,227,12,238,5,237,..,13,0,13,156,163,3426,235,12,246,155,3830
SAL50876,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
SAL50877,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,22,0,0,0,0,22
SAL50878,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,20,0,0,0,0,20
SAL50879,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,8,0,8,..,33,0,30,0,30,..,0,0,0,35,35,765,33,0,30,35,829
SAL50880,0,0,0,0,..,0,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,8,0,8,..,55,6,62,0,62,..,0,0,0,57,57,689,55,6,62,57,806
SAL50881,4,4,0,4,..,15,0,19,0,19,..,0,0,0,0,0,..,7,0,7,0,7,..,47,12,58,0,61,..,302,25,324,3,329,..,8,0,8,142,149,4024,309,25,333,144,4499
SAL50882,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,4,0,4,0,4,..,0,0,0,0,0,10,4,0,4,0,12
SAL50883,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,9,9,38,0,0,0,9,51
SAL50884,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,4,4,12,0,0,3,4,25
SAL50885,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,3,..,0,0,0,0,3,..,0,0,0,0,0,38,0,0,0,0,39
SAL50886,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,30,0,0,0,0,30
SAL50887,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
SAL50888,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,3,3,17,0,0,0,3,20
SAL50889,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,24,0,29,0,29,..,0,0,0,9,9,93,24,0,29,10,128
SAL50890,0,4,0,4,..,34,8,40,0,40,..,0,0,0,0,0,..,11,6,18,0,18,..,110,5,110,5,118,..,685,79,769,9,773,..,34,4,34,966,1001,7028,716,81,802,977,8804
SAL50891,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,73,12,91,0,91,..,244,39,279,6,280,..,10,5,16,227,237,3758,247,40,290,228,4279
SAL50892,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,4,4,35,0,0,0,4,42
SAL50893,0,7,0,7,..,11,0,10,0,10,..,20,5,24,0,24,..,6,3,5,0,5,..,108,19,128,5,133,..,663,108,770,15,781,..,22,5,28,127,156,3281,687,111,791,142,4219
SAL50894,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,103,4,104,0,104,..,103,4,104,0,104,..,0,0,5,3,6,7,104,6,105,3,124
SAL50895,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,9,9,140,0,0,0,9,149
SAL50896,0,13,0,13,..,39,3,42,0,42,..,4,0,4,0,4,..,713,462,1173,8,1186,..,525,121,650,7,662,..,2853,912,3766,28,3795,..,90,21,111,484,594,6095,2943,931,3878,513,10483
SAL50897,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,9,9,50,0,0,0,9,60
SAL50898,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,26,0,26,0,26,..,3,0,3,26,32,427,30,0,30,26,487
SAL50899,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,140,7,142,0,142,..,183,10,187,0,190,..,0,0,0,274,274,458,183,10,187,276,927
SAL50900,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,10,10,27,7,0,7,10,45
SAL50901,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,12,..,3,0,3,12,13,421,18,0,18,12,446
SAL50902,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,8,3,14,..,66,15,79,3,79,..,0,0,0,366,372,162,73,15,83,370,609
SAL50903,0,0,0,0,..,19,3,21,0,21,..,0,0,0,0,0,..,7,3,14,0,14,..,91,61,152,3,152,..,758,123,886,12,891,..,26,3,26,606,635,7384,789,123,909,621,8918
SAL50904,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,15,8,16,0,16,..,0,0,0,0,0,..,72,9,87,0,87,..,3,0,3,49,57,738,76,9,84,49,876
SAL50905,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,12,..,121,5,130,0,126,..,3,0,3,67,71,2195,127,5,134,67,2390
SAL50906,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,10,0,0,0,0,10
SAL50907,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,14,0,0,0,0,17
SAL50908,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,56,0,0,0,0,58
SAL50909,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,4,0,0,0,0,4
SAL50910,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,4,0,0,0,0,4
SAL50911,0,13,0,13,..,12,0,10,0,10,..,6,0,6,0,6,..,0,0,0,0,0,..,93,13,101,0,101,..,325,33,359,0,355,..,5,0,6,141,148,1346,333,32,361,144,1854
SAL50912,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,6,3,6,0,6,..,0,0,0,42,42,73,6,3,6,42,120
SAL50913,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,6,5,0,5,..,9,6,13,0,13,..,0,0,0,18,20,194,11,6,14,18,229
SAL50914,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
SAL50915,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,22,0,0,0,0,20
SAL50916,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,11,11,158,3,0,3,11,174
SAL50917,3,41,0,41,..,58,12,65,0,64,..,7,0,5,0,5,..,157,53,210,0,209,..,466,62,527,8,536,..,2763,367,3133,46,3179,..,53,10,58,708,766,9254,2815,379,3189,752,13199
SAL50918,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,9,9,64,0,0,0,9,70
SAL50919,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,5,8,..,0,0,0,5,8,..,0,0,0,0,0,20,0,0,0,3,32
SAL50920,0,0,0,0,..,6,0,6,0,6,..,5,0,5,0,5,..,5,0,4,0,4,..,77,31,110,0,110,..,331,46,374,0,373,..,11,5,16,136,154,3440,336,50,389,144,3970
SAL50921,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,3,3,4,0,0,0,3,3
SAL50922,0,13,0,13,..,23,0,23,0,23,..,4,0,4,0,4,..,18,5,18,0,18,..,169,11,178,8,186,..,894,69,962,10,975,..,43,0,45,449,491,7695,936,73,1006,459,9160
SAL50923,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,27,27,207,0,0,0,27,232
SAL50924,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,3,3,12,0,0,0,3,17
SAL50925,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,5,11,0,11,..,46,9,55,3,63,..,184,26,211,3,213,..,21,0,21,151,170,1873,201,26,230,157,2260
SAL50926,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,64,9,75,3,71,..,108,13,123,3,127,..,0,0,0,168,172,552,114,14,128,166,849
SAL50927,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,10,0,0,0,0,10
SAL50928,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,3,9,157,7,0,7,3,174
SAL50929,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,29,0,0,0,0,29
SAL50930,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,12,12,150,7,0,7,12,159
SAL50931,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
SAL50932,0,12,0,12,..,8,0,8,0,8,..,0,0,0,0,0,..,8,0,8,0,8,..,77,9,79,0,79,..,583,30,613,0,616,..,31,0,36,236,270,5322,610,38,650,237,6204
SAL50933,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,17,0,17,0,17,..,47,0,52,0,48,..,298,21,318,0,318,..,7,0,11,104,113,2260,302,26,327,107,2691
SAL50934,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,18,0,18,0,15,..,26,0,26,0,22,..,0,0,0,14,14,64,26,0,26,15,103
SAL50935,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,13,0,0,0,0,13
SAL50936,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,14,14,73,0,0,0,14,87
SAL50937,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,53,6,0,6,0,57
SAL50938,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,3,4,4,0,4,..,32,0,37,0,37,..,132,6,142,0,139,..,4,5,11,272,283,2179,132,14,151,279,2604
SAL50939,0,7,0,7,..,18,6,21,0,21,..,0,0,0,0,0,..,8,6,17,0,17,..,166,30,194,7,195,..,592,95,683,7,692,..,23,3,28,365,394,4501,614,99,711,372,5587
SAL50940,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,186,186,29,0,0,0,186,219
SAL50941,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,18,0,19,0,19,..,0,0,4,27,33,218,21,3,20,27,263
SAL50942,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,3,3,35,0,0,0,3,35
SAL50943,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,4,4,11,0,0,0,4,17
SAL50944,0,19,0,19,..,5,0,4,0,4,..,0,0,0,0,0,..,16,3,15,0,15,..,94,17,110,4,115,..,548,77,627,5,632,..,20,0,19,157,176,2039,569,78,646,164,2852
SAL50945,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,4,6,0,6,..,0,0,0,19,17,198,8,4,12,19,232
SAL50946,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,13,..,29,0,29,0,26,..,4,0,4,35,38,697,31,0,31,35,759
SAL50947,0,35,0,36,..,18,6,23,0,23,..,0,0,0,0,0,..,25,6,39,0,39,..,251,27,274,4,284,..,1238,183,1425,18,1443,..,33,4,34,671,710,4178,1271,185,1458,690,6335
SAL50948,0,8,0,8,..,14,0,15,0,15,..,0,0,0,0,0,..,5,4,14,0,14,..,85,8,95,3,97,..,606,58,665,7,673,..,17,0,15,173,191,1423,618,61,676,187,2283
SAL50949,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,15,15,84,0,0,0,15,101
SAL50950,0,0,0,0,..,21,3,21,0,21,..,0,0,0,0,0,..,3,0,3,0,3,..,45,3,50,0,50,..,260,29,290,0,290,..,19,0,23,276,300,1515,280,28,308,280,2104
SAL50951,0,9,0,9,..,12,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,66,7,74,3,77,..,294,22,318,3,325,..,9,0,14,66,82,2328,304,24,329,77,2736
SAL50952,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,19,19,261,0,0,0,19,284
SAL50953,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,4,0,4,..,50,3,56,0,53,..,0,0,0,11,11,424,50,3,56,14,490
SAL50954,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,12,12,26,0,0,0,12,39
SAL50955,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,5,0,0,0,0,5
SAL50956,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,16,0,0,0,0,16
