SAL_CODE_2021,All_inc_NS_Emp_AW,All_inc_NS_E_T,All_inc_NS_UnE_lfw_FTW,All_inc_NS_UnE_lfw_PTW,All_inc_NS_UnE_lfw_Tot,All_inc_NS_T_LF,All_inc_NS_Notin_LF,All_inc_NS_LF_sta_NS,All_inc_NS_Tot,Tot_Emp_WFT,Tot_Emp_WPT,Tot_Emp_AW,Tot_E_T,Tot_UnE_lfw_FTW,Tot_UnE_lfw_PTW,Tot_UnE_lfw_Tot,Tot_T_LF,Tot_Notin_LF,Tot_LF_sta_NS,Tot_Tot
SAL50590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50591,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,3,10,0,13
SAL50592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50593,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,5,0,0,3
SAL50594,0,0,0,0,0,0,0,0,0,30,14,4,49,0,0,0,54,12,0,66
SAL50595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50599,0,4,0,0,0,4,0,0,4,54,32,3,89,0,3,3,93,16,0,114
SAL50600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50602,0,0,0,0,0,0,0,3,10,15,7,7,35,0,3,0,37,100,12,147
SAL50603,0,0,0,0,0,0,4,3,7,196,174,32,401,16,20,36,435,203,4,641
SAL50604,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,0,8
SAL50605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50607,0,0,0,0,0,0,0,4,7,88,61,8,157,0,4,4,164,69,4,237
SAL50608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50609,0,0,0,0,0,0,0,9,13,204,194,19,418,9,28,38,452,261,17,727
SAL50610,0,0,0,0,0,0,0,0,0,141,84,9,225,6,3,6,231,46,0,281
SAL50611,0,0,0,0,0,0,0,0,0,42,12,5,58,0,3,3,63,20,0,84
SAL50612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
SAL50613,0,0,0,0,0,0,0,0,0,179,100,10,291,3,6,11,296,62,0,362
SAL50614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50615,0,0,0,0,0,0,0,0,4,37,31,0,70,4,8,10,78,56,5,137
SAL50616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50618,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,7,3,0,10
SAL50619,0,0,0,0,0,0,0,0,0,37,26,0,58,0,0,0,61,20,0,82
SAL50620,0,0,0,0,0,0,0,0,0,12,13,0,18,3,0,3,24,10,0,35
SAL50621,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,0,0,5
SAL50622,0,0,0,0,0,0,0,0,3,106,100,16,221,8,11,16,242,134,4,376
SAL50623,0,0,0,0,0,0,0,0,3,56,18,3,86,3,0,4,86,33,0,127
SAL50624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAL50625,0,0,0,0,0,0,0,0,3,31,22,4,54,0,4,5,59,36,0,93
SAL50626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50628,0,0,0,0,0,0,0,0,0,14,10,0,31,0,0,0,30,29,0,60
SAL50629,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,3,0,0,15
SAL50630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50633,0,0,0,0,0,0,4,4,9,258,160,19,443,14,14,25,470,187,0,660
SAL50634,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,7
SAL50635,0,0,0,0,0,0,0,0,0,18,11,9,34,3,0,5,45,18,0,59
SAL50636,0,0,0,0,0,0,0,0,0,63,45,8,118,0,3,3,125,53,0,182
SAL50637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50638,0,0,0,0,0,0,4,0,9,158,86,15,256,11,7,16,271,87,3,357
SAL50639,0,0,0,0,0,0,0,0,3,37,21,4,61,0,4,8,70,60,0,130
SAL50640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50641,0,0,0,0,0,0,0,4,5,60,65,12,132,9,4,15,147,87,6,242
SAL50642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50645,0,5,0,0,0,4,0,3,8,121,76,12,205,5,6,11,218,66,4,288
SAL50646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAL50647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50653,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,6,0,0,10
SAL50654,0,0,0,0,0,0,0,0,0,9,6,3,18,0,0,0,19,16,0,35
SAL50655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50657,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,9,8,0,14
SAL50658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50661,0,0,0,0,0,0,3,0,9,152,126,19,293,7,10,19,310,158,0,472
SAL50662,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,6,3,0,12
SAL50663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50664,0,0,0,0,0,0,0,0,0,54,34,4,97,0,6,4,99,27,0,123
SAL50665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50668,0,0,0,0,0,0,0,0,0,86,28,7,121,7,3,12,130,55,0,191
SAL50669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50670,0,0,0,0,0,0,0,6,3,165,111,13,284,8,8,15,299,143,4,448
SAL50671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50672,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SAL50673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,9
SAL50674,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SAL50675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50676,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,5
SAL50677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50680,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
SAL50681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,12
SAL50682,0,0,0,0,0,0,0,0,0,29,24,4,52,0,0,3,57,16,0,76
SAL50683,0,3,0,0,0,3,0,0,0,65,39,13,117,6,8,10,126,33,0,157
SAL50684,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,3
SAL50685,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,4,0,0,4
SAL50686,0,0,0,0,0,0,0,0,0,12,11,0,24,0,0,0,24,16,0,41
SAL50687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50688,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,3
SAL50689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50692,0,0,0,0,0,0,0,0,0,5,5,0,4,0,0,0,6,0,0,12
SAL50693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50694,0,0,0,0,0,0,0,0,0,0,5,0,5,4,3,8,10,25,0,36
SAL50695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50696,0,0,0,0,0,0,0,0,0,50,33,8,91,3,6,6,98,26,0,124
SAL50697,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,6,0,0,6
SAL50698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50700,0,0,0,0,0,0,0,0,0,14,9,0,28,0,0,0,22,5,0,32
SAL50701,6,4,0,0,0,4,0,0,4,153,104,20,283,15,13,18,297,95,3,405
SAL50702,0,0,0,0,0,0,0,0,3,86,44,5,135,4,4,6,136,67,0,207
SAL50703,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,4,0,8
SAL50704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50705,0,0,0,0,0,0,0,0,0,19,15,5,36,0,7,8,43,12,5,61
SAL50706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50707,0,0,0,0,0,0,4,0,8,73,69,18,152,5,0,10,164,92,0,254
SAL50708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50709,0,0,0,0,0,0,0,0,0,5,12,3,21,0,0,0,22,12,0,32
SAL50710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50711,0,0,0,0,0,0,0,0,0,7,3,0,13,0,0,0,13,6,0,19
SAL50712,0,0,0,0,0,0,0,5,6,52,26,5,80,0,0,0,91,21,8,119
SAL50713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50714,0,0,0,0,0,0,0,0,0,58,46,6,113,3,5,9,116,44,0,164
SAL50715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50716,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,7,30,0,33
SAL50717,0,0,0,0,0,0,0,0,0,9,0,0,13,0,0,0,13,10,0,18
SAL50718,0,0,0,0,0,0,0,0,0,29,11,8,45,3,3,3,50,22,0,73
SAL50719,0,0,0,0,0,0,0,0,0,0,10,0,7,0,0,0,7,7,0,13
SAL50720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SAL50724,0,0,0,0,0,0,0,0,0,7,13,4,28,4,4,10,38,32,0,67
SAL50725,0,0,0,0,0,0,0,5,3,123,94,8,225,0,11,7,235,110,3,347
SAL50726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50727,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,4
SAL50728,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,4,0,10
SAL50729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50730,0,0,0,0,0,0,0,0,0,0,3,0,14,3,0,5,13,16,3,34
SAL50731,0,0,0,0,0,0,0,0,0,31,28,3,57,0,4,5,61,18,0,86
SAL50732,0,0,0,0,0,0,0,0,0,6,3,0,5,0,0,0,5,0,0,10
SAL50733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50739,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,5,0,9
SAL50740,0,0,0,0,0,0,0,4,4,100,76,4,182,5,3,8,186,101,4,290
SAL50741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50742,0,0,0,0,0,0,0,5,4,26,29,3,58,5,13,13,79,72,5,148
SAL50743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50745,0,0,0,0,0,0,0,0,0,19,15,0,36,0,0,0,36,4,0,43
SAL50746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50747,0,0,0,0,0,0,0,0,3,11,3,0,12,0,0,0,12,22,0,35
SAL50748,0,0,0,0,3,7,5,3,10,176,136,14,320,24,24,43,366,243,4,615
SAL50749,0,0,0,0,0,0,0,0,0,8,14,0,21,0,0,0,22,15,0,38
SAL50750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50752,0,0,0,0,0,0,0,5,5,37,42,6,85,6,0,3,92,53,5,144
SAL50753,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3
SAL50754,0,0,0,0,0,0,6,3,6,66,45,3,115,11,8,19,132,114,0,255
SAL50755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50756,0,0,0,0,0,0,0,0,7,86,61,10,161,9,3,11,178,124,8,308
SAL50757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
SAL50758,0,0,0,0,0,0,0,0,0,30,21,0,55,0,3,4,60,32,0,92
SAL50759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50760,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,5,0,0,9
SAL50761,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,6
SAL50762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50763,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,6,0,6
SAL50764,0,3,0,0,0,3,4,0,5,176,134,11,323,5,4,11,332,117,3,451
SAL50765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50766,0,0,0,0,0,0,0,4,5,110,74,13,195,3,7,8,202,81,4,291
SAL50767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50768,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,4,0,8
SAL50769,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SAL50770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50771,0,0,0,0,0,0,0,0,0,9,8,0,16,0,4,6,18,13,0,36
SAL50772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50773,0,0,0,0,0,0,0,0,0,5,3,0,4,0,0,0,8,8,0,14
SAL50774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50781,0,0,0,0,0,0,3,5,4,35,35,10,82,11,5,14,100,156,5,263
SAL50782,0,0,0,0,0,0,0,0,0,21,19,3,46,4,4,7,53,27,3,80
SAL50783,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,3,0,0,4
SAL50784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL50786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50787,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,8,6,0,13
SAL50788,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,5,0,0,3
SAL50789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL50791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50792,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,8
SAL50793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50796,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,8,0,11
SAL50797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL50799,0,4,0,0,0,4,6,9,17,79,30,4,116,3,4,9,123,98,6,230
SAL50800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50806,0,0,0,0,0,0,0,0,0,16,8,0,27,0,3,3,32,10,0,40
SAL50807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50808,0,0,0,0,0,0,0,0,0,4,0,0,11,0,0,0,8,55,0,66
SAL50809,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,8,0,10
SAL50810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50815,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,10,11,3,21
SAL50816,0,0,0,0,0,0,0,0,0,62,51,8,125,0,4,9,132,56,0,190
SAL50817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50819,0,0,0,0,0,0,0,0,0,4,5,0,8,0,0,0,8,0,0,12
SAL50820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50828,0,0,0,0,0,0,4,0,4,112,94,13,217,6,13,17,231,90,0,318
SAL50829,0,0,0,0,0,0,0,0,0,32,18,0,48,0,0,3,49,20,0,68
SAL50830,0,0,0,0,0,0,0,0,0,3,3,3,10,0,0,0,10,3,0,15
SAL50831,5,5,0,0,0,4,0,0,0,193,116,16,324,6,11,20,345,119,0,467
SAL50832,0,0,0,0,0,0,0,0,0,4,5,0,5,0,0,0,5,0,0,11
SAL50833,0,0,0,0,0,4,3,0,7,77,58,11,142,6,10,21,157,139,0,305
SAL50834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50835,0,0,0,0,0,0,0,0,0,50,21,4,77,0,0,3,86,25,0,113
SAL50836,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,5,15,0,18
SAL50837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50838,0,0,0,0,0,0,4,0,4,56,39,10,101,6,6,14,113,99,0,212
SAL50839,0,0,0,0,0,0,0,0,0,4,5,0,5,0,0,0,5,0,0,6
SAL50840,0,0,0,0,0,0,0,0,0,66,18,0,85,0,0,7,85,24,0,109
SAL50841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5
SAL50842,3,3,0,0,0,3,0,0,6,133,67,13,221,4,10,10,232,108,0,343
SAL50843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50844,0,0,0,0,0,0,0,0,0,12,0,0,8,0,0,0,8,0,0,8
SAL50845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9
SAL50846,0,0,0,0,0,0,0,0,0,6,3,0,13,0,0,0,13,8,0,23
SAL50847,0,0,0,0,0,0,5,0,5,23,15,5,39,0,3,5,44,17,0,58
SAL50848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50849,0,0,0,0,0,0,0,0,0,105,77,12,192,3,4,6,198,65,0,260
SAL50850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50853,0,0,0,0,0,0,0,0,0,15,17,0,30,0,0,0,30,10,0,44
SAL50854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50857,0,0,0,0,0,0,0,0,8,84,33,6,122,8,7,16,137,106,4,247
SAL50858,0,0,0,0,0,0,0,0,5,12,32,3,47,5,0,5,46,40,3,94
SAL50859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50863,0,0,0,0,0,0,0,0,0,25,20,3,47,0,0,0,44,17,0,58
SAL50864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50865,0,0,0,0,0,0,0,0,0,24,17,3,44,0,4,3,43,28,0,70
SAL50866,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SAL50867,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,5
SAL50868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50871,0,0,0,0,0,0,0,0,0,45,29,3,80,3,3,7,88,59,0,153
SAL50872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50873,0,4,0,0,0,4,3,0,5,146,117,12,273,16,20,35,312,264,8,585
SAL50874,0,0,0,0,0,0,0,0,0,111,56,15,177,5,4,10,191,58,0,244
SAL50875,0,0,0,0,0,0,0,0,0,48,32,0,82,7,3,11,89,43,0,128
SAL50876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50879,0,0,0,0,0,0,0,0,0,10,9,0,12,0,0,4,14,11,0,21
SAL50880,0,0,0,0,0,0,0,0,0,23,6,0,30,5,0,4,36,21,0,49
SAL50881,0,0,0,0,0,0,0,0,3,72,38,4,116,6,5,7,124,61,0,183
SAL50882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
