SAL_CODE_2021,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SAL50609,0,0,12,16,22,41,117,169,118,502,0,3,3,7,11,17,12,29,26,112,21,55,139,114,111,98,98,99,73,811,259,723,1775,1700,1489,1317,1109,636,320,9322
SAL50610,0,0,8,0,3,3,10,5,0,36,0,0,0,0,0,0,0,0,4,3,11,27,68,67,20,8,7,0,0,205,131,445,1407,1514,706,397,221,54,15,4882
SAL50611,0,0,0,0,0,6,6,11,0,30,0,0,0,0,0,3,0,0,0,10,5,15,25,17,11,13,9,5,0,104,49,145,422,373,296,246,143,55,13,1738
SAL50612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,4,3,10,16,21,12,0,0,76
SAL50613,0,0,0,12,12,16,29,21,9,93,0,0,4,6,6,11,5,5,4,40,10,20,58,76,31,29,22,8,0,256,225,509,1777,2715,1249,768,457,130,29,7852
SAL50614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,12,0,8,4,3,4,12,5,3,0,43
SAL50615,0,0,0,8,12,13,36,68,39,178,0,0,9,3,0,0,3,7,4,22,9,11,24,32,36,28,34,38,32,251,77,146,440,409,454,412,394,292,138,2760
SAL50616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,12,4,0,0,0,29
SAL50617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50618,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,4,6,6,5,5,4,0,41,15,11,29,45,61,109,83,35,4,399
SAL50619,6,0,0,0,6,3,4,3,0,23,0,0,0,0,3,4,3,0,0,10,3,0,23,17,4,0,4,0,0,56,64,162,590,438,238,104,65,16,3,1676
SAL50620,0,0,0,0,0,3,11,16,9,47,0,0,0,0,0,0,0,5,0,7,0,5,22,3,10,11,9,10,4,69,19,43,130,85,117,143,148,76,27,792
SAL50621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,6,12,13,13,16,4,0,66
SAL50622,0,0,8,4,9,11,29,14,7,91,0,0,0,0,0,3,0,5,0,14,19,18,48,64,48,38,27,20,11,291,155,382,1155,1154,810,735,624,233,71,5318
SAL50623,0,0,3,0,5,4,16,31,11,69,0,0,3,4,0,0,0,0,0,10,4,0,20,25,19,24,25,19,4,146,106,250,499,457,521,550,532,308,65,3280
SAL50624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,7,9,9,3,5,3,0,29
SAL50625,5,0,0,7,8,8,8,11,6,48,0,0,4,0,0,0,0,3,0,8,11,3,9,14,14,11,12,10,5,87,95,160,236,302,400,373,232,110,24,1932
SAL50626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,6,13,11,23,30,26,4,0,110
SAL50627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50628,0,0,0,0,5,10,18,15,8,48,0,0,0,0,0,0,0,5,5,11,4,6,3,6,20,8,14,16,3,74,37,79,158,163,221,223,225,108,28,1240
SAL50629,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,7,0,0,27,8,22,27,46,74,84,51,40,4,368
SAL50630,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,8,13,9,16,16,8,0,75
SAL50631,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,8,0,0,10,18,17,14,20,3,0,87
SAL50632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,6,3,0,0,0,19
SAL50633,4,0,10,9,21,39,69,87,29,266,0,0,5,8,14,16,10,8,3,62,24,30,117,75,66,80,43,63,50,549,354,712,1727,1675,1556,1490,1050,678,246,9485
SAL50634,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,6,5,0,0,0,0,21,3,9,23,31,42,48,25,18,0,197
SAL50635,0,0,0,0,0,5,11,11,3,41,0,0,0,0,0,7,0,5,7,21,0,14,65,25,23,14,7,8,0,161,24,177,749,399,260,227,163,76,22,2085
SAL50636,0,0,8,3,3,3,8,4,0,35,0,0,0,0,0,0,3,0,0,4,5,3,60,47,19,14,4,4,0,148,86,284,1006,679,405,258,128,48,3,2901
SAL50637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,4,7,5,11,9,15,17,13,0,84
SAL50638,0,0,4,0,6,10,16,33,27,98,0,0,3,0,0,7,5,8,0,13,10,13,41,42,34,57,49,34,19,299,326,623,870,1327,1626,1769,1466,547,162,8713
SAL50639,0,0,0,0,8,9,9,21,11,57,0,0,0,0,0,0,0,0,0,3,9,8,28,14,12,4,3,13,4,90,59,85,201,232,223,232,230,121,33,1412
SAL50640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,14,0,0,0,12,4,11,11,17,0,60
SAL50641,0,0,0,6,9,12,22,34,29,116,0,0,3,0,3,5,0,3,4,19,16,11,55,41,47,22,41,52,80,363,108,216,607,703,557,461,344,218,175,3378
SAL50642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,3,10,9,3,0,0,39
SAL50643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,6,0,7,12,10,14,13,4,0,57
SAL50644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,8,12,15,4,3,4,53
SAL50645,0,0,5,6,4,21,24,29,5,109,0,0,3,5,5,8,3,5,3,38,16,13,48,50,31,18,24,14,0,222,196,392,987,1223,934,654,458,174,30,5059
SAL50646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,10,4,6,6,13,30,34,23,10,0,116
SAL50647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,4,0,3,29
SAL50648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,8
SAL50650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,5,0,0,9,8,12,3,0,0,0,37
SAL50651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,0,0,0,3,7,6,4,0,22
SAL50652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,6,8,0,4,0,0,43
SAL50653,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,15,7,15,25,31,48,51,36,26,4,241
SAL50654,0,0,0,0,3,0,11,14,5,33,0,0,0,0,0,0,0,0,0,0,4,4,18,13,17,24,16,8,0,99,10,30,146,134,140,172,153,84,16,894
SAL50655,0,0,0,0,0,0,5,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,0,8,0,10,9,17,18,29,29,24,5,129
SAL50656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50657,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,7,7,3,0,38,23,33,56,51,118,140,95,57,5,575
SAL50658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,3,0,5,13,25,17,17,5,0,91
SAL50659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,14,8,0,0,0,33
SAL50660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,4,0,0,3,4,6,6,0,0,22
SAL50661,3,6,16,14,23,21,45,24,16,163,0,0,11,11,23,9,13,8,8,79,17,20,66,64,54,42,34,29,6,328,266,593,1242,1390,1197,919,716,240,72,6635
SAL50662,0,0,0,0,4,0,9,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,5,13,4,11,7,6,5,49,3,15,31,63,60,48,45,21,14,301
SAL50663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,0,8
SAL50664,0,3,0,0,4,4,16,3,6,37,0,0,5,0,0,4,0,0,0,10,9,14,10,10,29,31,16,3,4,120,195,393,324,550,1116,1102,521,165,46,4413
SAL50665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,4,0,16
SAL50666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,15
SAL50667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,17
SAL50668,0,0,0,3,3,17,13,23,26,79,0,0,0,4,0,5,0,4,11,25,4,23,36,26,37,30,47,42,30,274,129,381,854,932,809,766,527,228,125,4747
SAL50669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,0,13
SAL50670,0,0,4,12,9,14,38,69,56,201,0,0,3,6,9,7,8,7,4,41,10,28,143,88,49,45,61,97,121,647,141,567,2325,1651,923,877,756,511,329,8085
SAL50671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,4
SAL50672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,4,0,3,15,13,20,20,0,3,83
SAL50673,0,0,0,0,3,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,15,6,10,20,14,31,5,3,0,0,96
SAL50674,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,3,0,3,15,12,20,7,0,59
SAL50675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,7,0,0,9,8,8,10,10,3,0,44
SAL50677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,4,7,9,9,3,0,0,45
SAL50678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,10,3,4,6,22,5,12,0,0,0,47
SAL50679,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,6,0,28,0,0,8,9,15,34,44,25,3,144
SAL50680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,5,12,3,0,0,0,25
SAL50681,0,0,0,0,0,0,10,8,0,15,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,4,4,0,14,5,21,18,25,43,50,56,29,0,246
SAL50682,0,0,0,0,6,4,14,7,3,34,0,0,3,6,0,4,3,0,0,16,4,8,6,14,17,14,13,12,3,77,69,152,262,285,381,382,338,125,33,2034
SAL50683,0,5,4,0,4,9,20,19,10,70,0,0,0,0,4,5,0,0,0,7,0,7,22,11,26,14,5,4,6,99,118,234,461,452,603,559,270,125,32,2853
SAL50684,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,4,11,24,19,23,27,0,4,118
SAL50685,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,3,3,0,0,0,26
SAL50686,0,0,0,0,0,3,9,6,0,22,0,0,0,0,0,0,0,0,0,3,3,0,5,15,20,14,3,6,0,66,34,45,106,154,205,194,95,68,16,912
SAL50687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,10
SAL50688,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,14,0,3,3,21,30,15,28,15,0,121
SAL50689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,6,12,4,8,0,0,47
SAL50690,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,9,10,9,8,16,3,0,55
SAL50691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,8,3,0,0,0,29,5,20,50,25,41,17,4,4,6,164
SAL50692,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,7,5,11,0,0,44,9,24,46,43,42,59,29,8,0,262
SAL50693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5,0,4,27
SAL50694,0,0,0,0,0,0,0,0,0,12,0,0,0,0,4,3,0,0,0,10,0,0,3,0,5,0,0,0,0,6,30,10,52,38,28,22,10,0,0,190
SAL50695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,10,0,12,3,7,0,37
SAL50696,0,0,0,4,6,0,5,4,0,27,0,0,0,0,0,0,0,0,0,3,8,12,17,20,27,14,8,3,0,107,144,272,526,589,709,502,232,68,7,3055
SAL50697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,4,8,10,9,16,5,0,0,54
SAL50698,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,0,12,5,7,6,19,20,24,13,3,0,100
SAL50699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,5,12,11,0,0,44
SAL50700,0,0,0,0,0,5,3,3,18,27,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,5,12,13,3,51,23,88,204,154,152,114,203,230,149,1314
SAL50701,0,0,0,12,6,13,23,36,16,97,0,0,0,3,6,6,0,4,0,21,22,47,91,66,75,70,82,107,134,690,262,917,1461,1139,1139,1265,906,431,246,7759
SAL50702,0,0,5,5,4,14,27,56,35,149,0,0,0,0,0,0,3,0,6,22,8,15,55,42,42,35,15,15,16,249,81,261,1130,961,668,540,371,238,173,4431
SAL50703,0,0,0,4,5,4,6,0,0,17,0,0,0,0,0,0,0,0,0,0,4,0,4,7,13,19,10,7,0,60,9,14,20,36,63,92,62,35,8,347
SAL50704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50705,0,0,0,0,4,3,17,15,7,56,0,0,0,0,0,0,0,0,0,8,4,7,15,25,25,28,38,21,3,171,29,61,183,216,259,345,387,148,36,1668
SAL50706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,3,7,3,8,0,0,28
SAL50707,3,0,0,3,10,4,32,45,32,131,0,0,0,0,0,0,5,4,8,13,10,17,28,37,39,42,31,56,33,278,169,337,500,779,991,982,1022,740,284,5798
SAL50708,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,5,0,0,0,21,3,3,9,29,28,28,11,5,0,119
SAL50709,0,0,0,0,0,6,14,12,3,35,0,0,0,0,0,0,0,3,0,7,9,8,15,23,31,37,40,17,8,191,34,52,128,149,198,301,275,109,27,1272
SAL50710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50711,0,0,0,0,0,0,3,3,0,10,0,0,0,0,0,0,0,0,0,0,9,0,5,3,3,10,6,3,0,39,34,38,59,89,129,124,110,53,3,622
SAL50712,0,0,3,9,8,21,14,18,12,91,0,0,4,0,3,5,3,0,4,21,11,29,73,48,57,42,36,35,28,373,92,311,749,500,494,455,225,127,70,3033
SAL50713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,8,12,14,15,8,6,0,71
SAL50714,0,0,0,0,4,4,13,25,21,62,0,0,0,0,0,0,6,6,0,13,7,6,25,24,30,29,23,23,12,173,126,315,445,625,764,746,728,344,123,4210
SAL50715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,5,0,0,18,0,3,15,14,12,7,16,4,0,63
SAL50716,4,0,0,0,4,8,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,7,0,0,22,40,42,45,53,49,38,11,3,0,283
SAL50717,0,0,0,3,0,3,3,3,0,14,0,0,0,0,0,0,0,0,0,0,16,23,50,44,38,33,20,4,0,223,38,58,121,114,117,100,57,12,4,621
SAL50718,0,0,3,6,3,10,12,0,0,45,0,0,0,0,0,0,0,0,0,9,21,20,39,52,41,26,19,8,6,232,54,106,213,242,244,230,115,33,11,1249
SAL50719,0,0,0,0,0,4,0,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,6,5,0,27,10,9,28,54,68,99,105,46,3,417
SAL50720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,10
SAL50721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50722,0,0,0,0,0,0,4,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,0,17,0,3,7,14,32,42,80,17,6,210
SAL50723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,9,0,5,3,0,0,40
SAL50724,4,0,0,0,0,3,7,0,0,20,0,0,0,0,9,0,9,0,0,19,11,23,27,8,19,14,10,5,0,115,118,287,293,193,208,209,163,63,14,1544
SAL50725,0,0,0,0,11,25,55,73,48,216,0,0,0,5,0,0,11,6,0,27,17,25,52,45,32,53,46,24,18,315,238,686,1252,1096,1087,1369,1091,580,190,7592
SAL50726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,4,15,3,0,8,0,5,0,37
SAL50727,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,5,0,0,4,5,0,3,4,0,16,3,4,12,10,21,13,9,11,5,80
SAL50728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,6,8,4,49,50,34,29,3,0,0,177
SAL50729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,4,6,0,26
SAL50730,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,3,4,0,0,9,8,12,25,12,9,15,6,0,0,94,25,24,68,61,52,69,47,5,4,350
SAL50731,0,0,0,3,4,0,5,6,0,25,0,0,0,0,4,0,0,0,0,5,10,0,18,21,16,14,12,3,0,98,66,111,413,258,233,187,140,48,15,1470
SAL50732,0,0,0,0,0,0,3,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,8,19,43,41,55,48,59,26,7,308
SAL50733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,4,0,0,0,18,0,0,13,0,0,7,0,0,0,22
SAL50734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,5,11,14,17,30,33,19,4,7,141
SAL50735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,0,13,0,0,8,7,0,7,3,0,0,33
SAL50736,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,19,6,10,3,0,63
SAL50737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,16,4,16,29,18,10,18,3,0,0,95
SAL50738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,13,6,3,0,0,0,43,8,18,43,36,34,22,5,0,0,160
SAL50739,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,3,0,14,6,14,21,39,48,57,47,16,0,256
SAL50740,0,0,4,4,4,8,25,54,53,151,0,0,0,5,0,7,4,10,5,30,8,9,52,43,42,32,34,44,28,288,209,472,874,1419,1405,1082,945,723,297,7419
SAL50741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50742,0,3,19,24,25,20,36,39,29,209,0,4,7,11,22,18,33,15,5,121,33,19,57,64,46,49,57,38,19,384,125,229,485,428,426,454,375,219,91,2826
SAL50743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,7,8,12,12,4,0,49
SAL50744,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,7,0,0,4,6,5,15,16,5,0,56
SAL50745,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,12,5,0,8,4,0,37,18,79,248,170,95,79,74,29,4,798
SAL50746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,4,3,3,0,0,30
SAL50747,0,0,0,0,0,13,11,14,11,50,0,0,0,0,0,0,0,0,0,5,8,4,12,3,23,18,16,29,11,120,38,25,73,85,108,158,125,90,45,749
SAL50748,7,0,7,30,21,29,66,57,37,255,0,0,11,10,9,10,7,6,5,57,43,49,105,94,112,103,73,86,79,747,306,649,1380,1363,1372,1346,1139,608,239,8390
SAL50749,0,0,0,0,3,9,7,10,0,26,0,0,0,0,0,0,0,0,0,0,4,0,4,16,14,18,16,14,0,89,36,23,60,87,142,203,205,98,7,863
SAL50750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,5,5,5,0,0,21
SAL50751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50752,0,0,0,0,0,6,11,13,10,33,0,0,0,0,0,0,5,0,0,6,12,11,36,26,28,18,18,19,19,182,159,288,565,646,737,501,391,154,62,3502
SAL50753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,6,3,6,8,18,13,26,10,6,5,96
SAL50754,0,5,16,32,35,33,30,27,13,184,0,4,28,17,15,26,17,8,3,116,18,25,59,55,43,39,28,17,3,291,148,390,850,854,721,620,437,245,52,4315
SAL50755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50756,3,6,16,22,19,19,33,82,35,237,0,4,12,10,16,3,8,9,3,70,15,33,86,66,47,47,36,25,17,377,148,456,1296,1177,880,734,572,371,142,5772
SAL50757,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,6,0,7,6,4,6,0,0,19,8,14,11,33,38,48,45,19,3,224
SAL50758,0,0,5,3,5,10,11,4,3,53,0,0,0,0,4,3,9,0,0,19,0,8,9,10,5,11,6,5,3,60,44,125,268,195,220,289,177,87,22,1418
SAL50759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,3,0,3,0,0,20,0,7,15,14,7,8,3,0,0,52
SAL50760,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,17,4,13,12,7,7,3,0,0,62,24,22,55,41,27,26,9,0,0,201
SAL50761,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,11,0,0,27,4,18,18,29,44,45,50,15,3,229
SAL50762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,4,0,13,0,3,0,0,4,12,13,8,4,48
