SAL_CODE_2021,P_650_799_15_19_yrs,P_650_799_20_24_yrs,P_650_799_25_34_yrs,P_650_799_35_44_yrs,P_650_799_45_54_yrs,P_650_799_55_64_yrs,P_650_799_65_74_yrs,P_650_799_75_84_yrs,P_650_799_85ov,P_650_799_Tot,P_800_999_15_19_yrs,P_800_999_20_24_yrs,P_800_999_25_34_yrs,P_800_999_35_44_yrs,P_800_999_45_54_yrs,P_800_999_55_64_yrs,P_800_999_65_74_yrs,P_800_999_75_84_yrs,P_800_999_85ov,P_800_999_Tot,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_3499_15_19_yrs,P_3000_3499_20_24_yrs,P_3000_3499_25_34_yrs,P_3000_3499_35_44_yrs,P_3000_3499_45_54_yrs,P_3000_3499_55_64_yrs,P_3000_3499_65_74_yrs,P_3000_3499_75_84_yrs,P_3000_3499_85ov,P_3000_3499_Tot,P_3500_more_15_19_yrs,P_3500_more_20_24_yrs,P_3500_more_25_34_yrs,P_3500_more_35_44_yrs,P_3500_more_45_54_yrs,P_3500_more_55_64_yrs,P_3500_more_65_74_yrs,P_3500_more_75_84_yrs,P_3500_more_85ov,P_3500_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SAL50048,0,0,3,3,0,3,0,0,0,15,0,0,3,4,0,0,3,0,0,11,0,0,10,4,0,0,0,0,0,16,0,0,4,5,0,3,0,0,0,13,0,0,0,0,6,6,0,0,0,12,0,0,0,3,3,0,0,0,0,9,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,8,3,4,4,0,0,24,3,3,37,26,26,24,22,8,0,150
SAL50049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,3,0,0,6,5,0,0,22
SAL50050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,4,0,7,4,3,12,7,3,0,42
SAL50051,0,13,4,10,14,5,12,0,0,68,3,10,13,10,14,3,6,0,0,55,0,0,11,11,32,9,4,6,0,73,0,0,6,24,8,18,3,0,0,62,0,0,5,9,12,18,10,4,0,57,0,0,4,4,4,9,0,0,0,25,0,0,14,22,36,16,8,0,0,91,0,0,3,6,6,9,0,0,0,21,0,0,0,8,12,0,3,0,0,23,13,3,11,30,18,18,14,7,0,112,73,42,108,167,186,165,192,72,9,1023
SAL50052,0,0,0,0,0,0,4,0,0,7,0,0,0,0,4,4,0,0,0,9,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,3,0,0,0,7,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,5,3,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,3,0,0,0,0,0,6,0,0,8,15,9,13,12,28,22,19,10,0,126
SAL50053,8,58,123,95,86,64,83,51,14,576,15,75,176,152,112,90,64,25,9,711,0,63,246,197,163,125,38,11,4,839,0,43,227,171,130,87,37,8,0,707,0,11,186,172,107,74,25,7,0,575,0,6,136,128,82,52,23,4,3,436,0,11,157,242,132,78,23,4,0,646,0,5,26,51,28,26,4,0,0,136,0,0,33,57,48,26,9,10,0,170,21,44,131,100,90,69,54,86,118,714,462,558,1805,1707,1282,1095,975,813,436,9133
SAL50054,73,248,423,363,213,142,155,78,18,1714,61,259,568,453,305,191,103,41,9,1981,33,246,743,624,472,277,91,22,0,2508,14,181,691,563,362,217,44,8,0,2072,10,97,591,538,427,238,43,6,0,1962,9,46,435,455,337,191,22,6,0,1498,4,66,789,949,740,357,60,3,0,2966,0,12,152,245,199,85,16,0,0,709,3,4,103,223,183,100,12,0,0,628,129,131,438,369,286,180,113,85,10,1733,2432,2116,6423,6035,4389,2955,1986,1073,169,27574
SAL50055,15,123,252,162,114,83,52,29,3,840,9,135,373,242,189,85,47,16,6,1101,0,96,460,281,172,134,33,8,0,1182,0,52,302,227,134,73,10,5,0,803,0,23,184,149,70,40,15,0,0,493,0,10,132,103,69,37,3,0,0,352,0,14,120,148,67,41,18,0,0,406,0,4,18,27,11,6,0,0,0,58,0,0,22,14,3,5,0,3,0,47,72,125,265,238,160,94,59,41,24,1084,577,1029,2990,2207,1444,1125,908,522,129,10943
SAL50056,3,0,0,4,3,8,16,0,0,35,0,0,3,0,6,3,6,3,0,23,0,0,3,4,9,10,12,0,0,34,0,4,5,5,6,3,3,0,0,22,0,0,0,4,5,5,0,0,0,19,0,0,0,0,0,7,0,0,0,15,0,0,6,3,10,13,4,0,0,33,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,6,0,6,6,5,3,8,9,0,0,40,27,9,38,49,67,107,138,50,16,499
SAL50057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,7,0,0,18
SAL50058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8
SAL50059,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9,5,4,6,13,14,17,15,5,0,76
SAL50060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50061,30,134,178,155,161,205,92,36,12,997,26,149,275,246,293,221,91,17,11,1330,19,140,302,275,308,350,108,12,0,1521,9,77,246,209,242,234,53,0,0,1065,0,43,161,180,195,215,38,5,0,837,0,9,116,120,136,154,26,0,0,567,0,23,142,197,228,251,28,9,0,888,0,0,27,47,29,35,7,0,0,149,0,5,9,44,49,39,20,4,0,166,65,62,145,117,115,119,73,41,17,753,1307,1309,2363,2234,2481,2824,1544,658,198,14916
SAL50062,0,0,0,0,0,0,3,0,0,8,0,0,0,4,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,7,0,5,6,7,0,26
SAL50063,0,0,0,0,0,0,9,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,16,18,12,0,58
SAL50064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,13,0,0,3,9,6,11,11,3,0,45
SAL50065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,4,11,3,13,15,5,0,0,52
SAL50066,0,4,0,3,3,3,7,4,0,19,0,0,5,7,0,8,3,0,0,23,0,0,7,5,5,6,3,0,0,20,0,0,3,0,6,5,0,0,0,25,0,0,8,0,4,9,0,0,0,18,0,0,0,0,5,7,0,0,0,14,0,0,3,9,12,3,0,0,0,30,0,0,0,0,4,3,0,0,0,6,0,0,0,4,0,4,0,0,0,8,6,4,6,0,9,9,6,3,0,35,23,6,44,52,55,59,34,25,0,291
SAL50067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,10,0,3,0,0,0,5,0,0,0,12,0,6,19,11,10,11,0,0,0,50,0,0,4,4,3,0,0,0,0,10,0,0,0,0,6,6,0,0,0,8,0,15,41,37,34,19,3,0,0,157,0,28,74,69,65,39,3,0,0,275
SAL50068,3,20,5,7,13,19,19,3,0,92,5,15,18,10,11,8,10,3,0,79,0,13,10,11,11,16,11,0,0,79,0,4,17,13,14,13,5,0,0,67,0,0,20,13,20,22,8,0,0,80,0,3,14,16,6,19,0,0,0,73,0,0,19,18,27,19,12,0,0,96,0,0,3,9,14,9,0,0,0,32,0,0,9,19,26,14,11,0,0,74,7,3,6,6,7,10,10,3,0,54,96,109,165,148,193,219,155,62,18,1174
SAL50069,33,96,163,141,76,52,19,3,5,581,8,108,281,198,130,76,24,7,0,828,8,76,337,248,148,108,20,3,0,950,0,29,272,244,137,60,11,0,0,769,0,30,197,197,112,50,8,0,0,580,0,4,140,142,101,39,4,0,0,427,0,15,182,255,138,49,10,0,0,637,0,0,31,42,26,10,0,0,0,103,0,0,16,31,23,12,0,0,0,85,42,37,104,85,63,41,16,10,0,392,751,706,2262,2018,1239,753,365,107,19,8221
SAL50070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,5,0,0,0,0,0,3,0,0,7,12,19,7,6,4,0,51
SAL50072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,17
SAL50073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,14
SAL50074,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,7,0,0,8,4,0,10,5,0,0,40
SAL50075,0,9,3,6,11,12,11,0,0,55,0,7,4,13,11,9,7,4,0,52,0,3,5,11,18,16,4,7,0,60,0,4,9,0,12,9,3,0,0,37,0,0,0,12,13,6,4,0,0,37,0,0,0,6,5,6,0,0,0,24,0,0,7,17,31,16,5,0,0,75,0,0,0,0,6,9,0,0,0,16,0,4,0,7,14,7,6,0,0,28,3,3,14,9,13,12,9,8,0,68,81,52,75,106,165,131,105,69,12,798
SAL50076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12,9,10,0,0,0,42,0,3,13,10,12,8,0,0,0,45
SAL50077,0,0,0,4,4,0,3,3,0,20,0,0,0,4,3,3,3,0,0,15,0,4,5,4,4,4,4,4,0,24,0,0,0,4,3,4,3,6,0,16,0,0,0,0,4,7,0,0,0,12,0,0,0,0,5,0,0,0,0,13,0,0,3,3,0,8,0,0,0,21,0,0,0,3,0,0,0,5,0,11,0,0,0,4,0,0,0,0,0,9,0,0,0,0,7,3,0,0,0,18,24,14,13,35,54,50,41,30,3,257
SAL50078,6,61,71,75,70,81,90,60,15,533,11,72,121,107,97,107,62,14,8,616,6,61,181,166,133,142,62,19,3,766,0,38,156,150,142,96,36,3,3,622,0,24,159,150,133,119,35,6,0,623,0,3,94,125,131,84,20,3,0,454,0,15,181,285,293,178,40,4,0,998,0,0,37,68,53,39,7,0,0,196,0,0,36,79,96,53,10,0,0,269,16,45,91,82,94,77,56,48,23,536,472,585,1448,1619,1520,1392,1069,566,267,8938
SAL50079,0,17,13,27,15,17,31,27,10,166,0,19,29,36,24,25,31,12,3,184,0,22,38,47,54,28,35,11,4,233,0,14,38,40,42,38,24,8,0,209,0,14,31,53,44,32,9,0,0,185,0,3,19,33,40,29,14,0,5,138,0,9,59,86,94,83,24,0,0,348,0,0,14,37,29,21,0,0,0,97,0,0,14,53,60,26,10,3,0,164,10,11,15,12,25,8,17,7,3,112,265,220,368,512,540,450,413,248,101,3128
SAL50080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50081,9,15,24,18,15,6,0,0,0,92,13,13,24,38,22,6,0,0,0,120,9,19,58,58,38,19,5,0,0,199,8,18,55,51,30,19,8,0,0,186,0,18,82,56,60,24,5,0,0,242,0,11,69,69,59,20,3,0,0,234,0,25,157,198,149,61,7,0,0,597,0,0,42,68,40,12,3,0,0,173,0,0,40,122,75,24,0,0,0,274,37,25,94,112,93,28,10,3,0,402,293,169,753,922,636,264,65,4,0,3115
SAL50082,9,23,31,33,32,32,44,31,5,236,3,29,45,33,37,32,27,10,0,230,3,22,54,46,47,37,26,5,0,240,0,5,41,41,36,38,12,4,0,171,0,5,31,36,40,33,7,6,0,145,0,0,24,28,29,24,8,0,0,114,0,3,16,30,52,35,6,0,0,146,0,0,3,8,7,4,0,0,0,30,0,0,0,8,4,7,0,0,0,27,4,9,19,24,16,18,23,30,3,143,208,145,347,377,405,397,411,264,73,2628
SAL50083,17,90,123,142,91,90,84,50,36,722,9,92,202,145,145,135,98,36,17,878,7,87,274,186,179,172,84,21,6,1030,4,65,273,189,156,129,59,7,0,886,0,19,269,211,210,174,39,4,4,931,0,15,175,213,169,104,35,5,5,713,0,14,342,538,409,215,66,0,0,1586,0,0,67,134,109,68,4,0,0,375,0,0,83,189,168,66,14,0,0,533,29,32,108,114,93,75,77,76,80,684,701,773,2361,2434,2102,1780,1346,740,428,12668
SAL50084,0,7,13,9,10,12,12,8,0,72,3,13,31,24,18,21,5,3,0,107,0,0,16,19,23,20,7,0,0,82,0,3,24,14,9,8,4,0,0,64,0,3,22,21,27,5,0,0,0,82,0,0,15,8,13,6,0,0,0,50,0,0,32,15,19,18,4,0,0,91,0,0,3,0,0,7,0,0,0,15,0,0,0,4,7,4,0,0,0,14,5,0,16,13,25,19,19,10,16,126,67,53,204,162,214,212,154,104,41,1202
SAL50085,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,3,0,0,10,0,0,0,0,0,0,0,0,0,9,0,0,5,0,4,0,0,0,3,9,0,0,0,6,0,0,0,0,0,4,0,0,3,4,0,0,0,0,0,7,0,0,0,0,3,3,0,0,0,12,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,9,0,3,11,20,24,24,14,5,3,98
SAL50086,3,38,43,27,35,31,51,21,10,253,7,12,53,53,37,43,37,15,4,266,0,15,63,63,66,64,35,18,3,328,0,15,66,56,67,54,17,8,4,288,0,10,56,71,71,40,24,3,0,274,0,3,45,48,50,26,17,3,0,198,0,3,79,148,137,105,15,8,0,500,0,0,14,34,46,23,6,0,0,129,0,0,18,64,67,41,3,5,0,201,13,21,34,44,50,33,23,27,6,251,267,270,602,749,788,678,551,336,147,4381
SAL50087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50088,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,6,7,16,7,0,0,48
SAL50089,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,4,6,9,13,0,0,0,0,44
SAL50090,11,69,132,101,85,51,36,14,4,497,10,96,207,150,120,64,20,14,0,690,5,80,256,233,129,65,30,11,0,810,0,47,191,146,103,59,20,3,0,571,0,16,134,144,92,58,6,3,0,457,0,6,68,101,60,32,11,0,0,280,0,11,107,179,85,59,14,0,0,457,0,3,14,34,10,8,5,0,0,77,0,0,0,26,12,10,0,0,0,56,46,47,143,92,66,36,33,30,12,504,438,729,1743,1568,1031,735,648,330,101,7319
SAL50091,9,25,44,45,40,30,43,22,4,257,5,37,74,60,50,39,24,16,6,305,4,28,66,75,78,70,27,0,0,352,0,19,69,86,75,61,23,3,3,334,0,4,99,66,75,57,11,5,0,320,0,3,64,66,75,34,10,0,0,265,0,7,102,177,128,97,19,0,0,530,0,0,16,48,38,13,3,0,0,118,0,0,18,78,56,36,3,0,0,197,19,19,30,35,22,27,24,10,9,195,287,321,751,915,789,685,504,271,114,4631
SAL50092,10,14,14,24,19,18,15,18,3,137,11,22,18,17,35,29,15,9,0,153,3,40,24,27,32,43,23,11,0,209,3,12,23,29,50,37,23,5,0,170,0,4,23,28,51,39,7,4,0,163,0,3,11,22,43,29,8,5,0,125,0,0,22,77,92,60,13,0,0,269,0,4,0,21,19,14,0,0,0,66,0,0,3,23,60,33,3,9,0,138,7,11,4,24,34,11,9,6,0,105,242,185,222,383,536,459,272,144,29,2460
SAL50093,17,77,98,99,77,91,86,26,4,572,8,72,141,140,117,106,51,5,0,647,4,67,160,150,148,125,42,6,0,709,7,32,107,131,98,106,28,0,0,503,0,14,81,88,72,71,24,4,0,351,0,8,58,48,61,51,11,0,0,241,0,5,65,86,90,76,18,0,0,340,0,0,8,15,15,8,4,0,0,58,0,0,10,14,15,3,0,0,0,47,35,37,95,69,61,64,44,37,13,453,545,591,1197,1221,1131,1283,930,356,114,7371
SAL50094,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,6,0,0,0,0,0,10,0,0,0,0,9,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,5,3,7,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,9,13,7,0,21,23,19,9,3,5,99
SAL50095,0,0,10,0,0,0,5,0,0,15,0,4,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,11,0,5,24,8,3,4,9,0,0,56
SAL50096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,15,4,0,3,5,9,8,5,6,0,44
SAL50097,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,5,4,0,0,7,0,0,0,0,0,5,0,0,0,12,0,0,0,0,0,4,0,0,0,6,0,0,0,0,5,0,0,0,0,10,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,5,0,4,6,0,0,16,4,3,11,12,14,23,22,8,0,101
SAL50098,17,59,88,102,79,51,42,14,4,462,14,69,128,107,92,60,30,3,0,495,5,74,175,151,123,104,29,3,4,680,0,33,147,133,128,83,21,0,0,540,0,18,137,135,124,74,16,5,0,510,0,8,103,120,98,42,9,0,0,386,0,5,161,251,187,71,9,0,0,695,0,0,36,49,29,22,4,0,0,132,0,0,24,69,59,31,7,0,0,187,25,30,74,66,57,45,20,4,3,322,561,525,1350,1447,1224,847,489,172,53,6653
SAL50099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,8,0,0,10,3,0,0,31
SAL50100,0,0,0,0,0,0,3,0,0,6,0,0,0,0,5,5,0,0,0,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,3,4,0,0,10,6,3,12,5,21,15,14,10,0,85
SAL50101,0,0,0,0,3,0,5,0,0,6,0,0,0,4,7,0,0,0,0,8,0,0,5,3,0,3,0,0,0,8,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,3,0,0,0,8,0,0,0,0,3,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,0,0,0,0,14,6,6,8,18,37,26,14,4,0,124
