SAL_CODE_2021,Sme_Usl_ad_1_yr_ago_as_2021_M,Sme_Usl_ad_1_yr_ago_as_2021_F,Sme_Usl_ad_1_yr_ago_as_2021_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SAL50012,7,10,13,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,3,3,8,0,0,0,11,9,19
SAL50013,262,251,511,12,4,17,0,0,0,0,0,0,0,0,0,0,0,0,18,20,37,0,0,0,0,0,0,0,0,0,0,0,0,18,20,37,0,0,0,0,0,0,31,30,61,13,4,16,300,285,588
SAL50014,51,38,89,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,9,4,12,0,0,0,0,0,0,9,4,12,12,4,16,68,44,116
SAL50015,7,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,15
SAL50016,239,231,470,7,5,17,0,0,0,0,0,0,0,0,0,0,0,0,17,12,32,0,0,0,0,0,0,0,0,0,0,0,0,20,14,38,0,0,0,0,0,4,29,29,59,20,18,32,283,277,560
SAL50017,34,22,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,4,6,5,35,29,72
SAL50018,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3
SAL50019,123,95,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,18,43,0,0,0,0,0,0,0,0,0,0,0,0,21,18,43,0,0,0,0,0,0,21,21,44,5,9,14,157,124,280
SAL50020,21,21,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4,3,4,12,24,26,53
SAL50021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50022,2718,2969,5687,140,146,285,22,25,44,14,19,33,5,4,11,0,4,3,362,389,745,0,0,0,0,0,0,4,0,6,0,0,0,406,437,845,50,63,114,11,7,10,606,655,1258,122,110,231,3443,3733,7179
SAL50023,30,19,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,33,21,51
SAL50024,1791,1960,3744,66,67,131,3,6,10,10,5,19,0,4,4,5,0,5,208,254,460,0,0,0,3,0,6,0,0,0,0,0,0,228,272,497,19,13,35,0,3,6,315,359,667,61,70,135,2160,2386,4546
SAL50025,231,257,484,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,24,23,42,0,0,0,0,0,0,0,0,0,0,0,0,23,23,41,0,0,0,0,0,0,27,23,49,21,15,34,276,295,565
SAL50026,4973,5273,10248,165,213,380,6,13,23,12,14,26,13,23,40,8,4,11,547,615,1156,0,3,4,0,0,0,0,0,8,0,0,0,590,675,1263,25,26,54,17,21,39,800,936,1736,653,607,1257,6420,6820,13245
SAL50027,18,13,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,12,26,19,47
SAL50028,3,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,11,3,17
SAL50029,27,20,51,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,3,3,6,0,0,0,37,25,63
SAL50030,34,30,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,32,32,66
SAL50031,1108,1094,2207,31,32,63,6,4,7,14,7,23,3,6,11,3,0,6,178,193,370,0,0,0,0,0,6,0,0,0,0,0,0,205,216,424,5,15,22,0,0,10,247,264,514,163,187,350,1518,1551,3062
SAL50032,1117,1273,2393,10,11,30,0,3,3,0,0,7,0,0,0,0,0,0,114,134,243,0,0,0,0,5,5,0,0,0,0,0,0,117,141,258,11,5,17,0,0,0,140,163,301,60,56,115,1314,1489,2811
SAL50033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL50034,540,544,1084,20,18,36,0,0,4,0,0,0,0,0,0,0,0,0,68,75,146,0,0,0,0,0,0,0,0,0,0,0,0,78,74,152,0,3,7,3,0,3,96,94,188,56,40,95,695,676,1376
SAL50035,2568,2872,5443,81,103,181,12,9,25,17,22,40,10,10,21,0,5,4,278,312,584,0,0,0,0,3,7,0,0,0,0,0,0,315,354,676,40,39,74,5,0,8,444,497,944,113,94,198,3122,3464,6584
SAL50036,3895,3982,7878,98,126,221,12,10,30,3,4,11,7,4,11,12,12,21,327,355,680,0,0,0,0,0,0,3,0,5,0,0,0,364,388,753,26,42,69,8,5,15,494,563,1059,139,119,259,4529,4668,9191
SAL50037,2744,2914,5661,87,93,183,9,7,14,11,14,22,8,8,8,3,0,7,254,307,562,3,0,9,0,3,6,0,0,0,0,0,0,285,339,628,30,29,59,6,3,9,400,470,874,97,68,162,3238,3457,6699
SAL50038,525,577,1100,49,48,102,0,0,0,0,0,0,0,0,0,0,0,0,58,56,112,0,0,0,0,0,0,0,0,0,4,0,7,62,60,121,0,0,0,0,0,0,114,110,224,63,62,126,701,754,1452
SAL50039,6269,6626,12895,343,380,728,20,17,33,15,14,25,14,12,28,5,5,11,561,654,1214,7,9,20,5,5,15,5,3,7,0,0,0,624,722,1343,26,27,49,21,8,33,1017,1135,2155,418,312,733,7701,8077,15779
SAL50040,5426,5828,11257,180,193,371,7,11,22,26,21,42,26,33,58,5,0,7,642,761,1399,0,0,0,4,4,7,0,4,4,0,0,0,705,832,1539,37,44,73,25,14,33,944,1072,2018,256,197,451,6621,7103,13723
SAL50041,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5
SAL50042,4,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,14
SAL50043,17,19,38,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,9,21,33,28,56
SAL50044,9,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,9,7,17
SAL50045,18,19,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20,40
SAL50046,12,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,25
SAL50047,3,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,11
SAL50048,72,47,125,6,4,10,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,15,0,0,0,0,0,0,11,8,15,17,9,27,103,63,171
SAL50049,3,10,15,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,5,4,4,8,9,17,26
SAL50050,23,16,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,3,4,10,28,21,49
SAL50051,479,502,975,16,13,29,6,3,10,0,0,4,0,0,0,0,0,0,52,40,93,0,0,0,0,0,0,0,0,0,0,0,0,54,49,109,4,3,7,0,0,3,76,64,141,72,69,142,629,641,1268
SAL50052,62,62,124,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,6,12,4,3,8,67,69,140
SAL50053,4130,4638,8773,80,89,174,11,15,25,22,19,41,6,9,17,0,0,4,504,519,1019,7,6,7,8,0,8,0,0,0,0,0,0,546,559,1109,30,38,66,11,14,25,669,705,1373,272,266,536,5075,5608,10680
SAL50054,14330,15203,29530,611,669,1277,97,86,184,91,74,168,69,88,157,19,29,52,1617,1884,3497,11,8,19,21,21,39,10,8,12,0,0,0,1928,2194,4132,107,117,222,35,46,78,2685,3032,5711,1065,761,1827,18074,18994,37066
SAL50055,5254,5238,10490,196,170,361,16,17,36,35,19,53,14,12,25,0,0,5,622,619,1240,6,7,9,7,3,6,0,3,3,0,0,0,691,679,1375,73,57,132,25,16,40,983,924,1905,660,579,1242,6899,6736,13638
SAL50056,226,242,473,9,6,11,0,0,0,0,3,3,0,0,0,0,0,0,14,20,36,0,0,0,0,0,0,0,0,0,0,0,0,16,26,41,0,0,0,0,0,0,23,31,54,28,15,39,278,285,562
SAL50057,4,12,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,21
SAL50058,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,8
SAL50059,33,35,69,5,5,9,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,7,8,16,5,3,10,44,51,93
SAL50060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50061,7982,8112,16093,128,128,254,9,13,19,10,12,19,11,12,24,5,5,11,492,505,998,0,3,4,7,0,12,0,0,0,0,0,0,536,559,1093,53,52,109,27,22,45,745,761,1505,363,299,662,9097,9164,18263
SAL50062,11,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,15,16,34
SAL50063,27,18,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,6,0,5,4,0,4,39,19,58
SAL50064,22,22,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,16,32,27,54
SAL50065,30,25,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,4,0,3,0,0,0,33,27,60
SAL50066,166,158,319,9,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,13,15,28,17,8,28,195,181,376
SAL50067,78,18,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,23,0,0,0,0,0,0,0,0,0,0,0,0,21,9,30,3,0,3,0,0,0,24,9,27,135,19,155,235,43,275
SAL50068,574,575,1150,9,8,20,0,0,0,0,6,3,7,0,4,0,0,0,62,64,119,0,0,0,0,0,0,0,0,0,0,0,0,64,59,131,3,0,3,4,0,4,81,74,157,32,20,50,687,668,1357
SAL50069,4431,4851,9276,154,205,363,13,6,22,9,14,21,11,21,34,0,0,0,465,473,941,0,0,0,5,6,10,0,0,0,0,0,0,508,523,1029,23,28,54,11,15,27,703,765,1472,211,175,387,5336,5786,11131
SAL50070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50071,32,25,61,0,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,4,5,8,3,0,3,41,33,69
SAL50072,6,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,17
SAL50073,4,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,16
SAL50074,18,17,37,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,7,25,26,47
SAL50075,397,377,775,6,6,10,0,0,0,0,0,0,0,0,0,0,0,0,38,38,80,0,0,0,0,0,0,0,0,0,0,0,0,39,39,78,0,9,7,0,3,5,46,54,95,39,29,67,481,459,936
SAL50076,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,5,42,43,7,45
SAL50077,132,130,267,3,0,4,5,6,9,0,0,0,0,0,0,0,0,0,3,9,16,0,0,0,0,0,0,0,0,0,0,0,0,11,11,22,0,0,0,0,0,0,15,13,33,4,4,9,151,150,302
SAL50078,4278,4569,8842,124,137,258,6,4,12,20,12,33,5,8,17,0,0,3,440,452,899,0,0,0,0,4,6,0,0,0,0,0,0,482,481,961,32,38,73,4,8,10,640,661,1302,319,234,557,5237,5469,10701
SAL50079,1572,1636,3207,25,24,49,5,3,8,0,3,3,3,6,10,0,0,0,169,190,363,0,0,0,0,0,0,0,0,0,0,0,0,179,208,382,20,29,49,0,0,0,225,258,485,57,54,114,1859,1953,3810
SAL50080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50081,1416,1389,2803,249,227,481,0,7,10,9,10,23,26,18,43,11,16,26,215,211,425,0,0,0,5,3,11,0,0,0,0,0,0,274,270,541,9,13,25,15,16,34,559,521,1080,277,254,535,2252,2167,4421
SAL50082,1267,1390,2656,39,38,78,0,0,0,0,5,5,0,0,3,0,4,7,165,171,332,0,4,3,0,0,0,0,0,0,0,0,0,167,180,350,9,0,14,0,0,0,218,228,443,78,67,139,1557,1676,3237
SAL50083,6122,6434,12559,136,161,295,26,18,48,18,15,36,24,20,38,8,9,12,652,710,1366,4,0,6,0,8,10,3,0,9,0,0,0,731,793,1522,29,40,70,18,18,31,909,1004,1915,336,277,610,7368,7716,15085
SAL50084,506,525,1032,25,31,57,0,0,0,0,3,3,5,3,0,0,0,0,59,87,144,0,0,3,0,0,0,0,0,0,0,0,0,65,89,154,5,6,12,0,0,3,92,131,220,67,65,129,666,717,1389
SAL50085,58,40,96,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,7,12,0,0,0,0,0,0,0,0,0,0,0,0,4,7,12,0,0,0,0,0,0,10,7,17,5,5,10,69,55,120
SAL50086,2106,2236,4342,39,56,97,13,9,21,10,15,30,5,4,10,4,0,0,224,236,465,0,0,0,0,4,3,0,0,0,0,0,0,255,270,526,24,21,43,0,10,7,317,348,668,130,114,245,2552,2703,5257
SAL50087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50088,20,20,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,3,0,5,8,5,4,32,24,56
SAL50089,21,17,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,3,0,4,0,0,0,30,21,53
SAL50090,3611,3444,7059,117,97,217,15,9,25,10,11,26,14,14,30,4,3,4,467,445,914,3,9,8,3,3,7,0,0,0,0,0,0,526,499,1017,42,42,84,18,10,25,706,638,1338,291,247,540,4604,4337,8937
SAL50091,2272,2436,4709,69,71,134,8,3,11,6,5,10,0,4,6,3,0,3,246,272,520,0,0,0,0,4,3,0,0,0,0,0,0,265,289,557,15,16,26,3,4,4,354,375,728,106,91,194,2734,2896,5636
SAL50092,1303,1300,2607,23,21,44,0,3,3,0,0,0,0,4,3,0,0,0,113,125,242,0,0,0,0,0,0,0,0,0,0,0,0,122,135,252,4,8,8,7,6,14,155,165,325,50,42,88,1509,1509,3021
SAL50093,3851,3807,7660,76,80,150,0,7,8,4,7,13,6,8,19,3,3,10,314,301,619,0,0,0,0,0,0,0,0,0,0,0,0,335,330,670,22,33,57,9,4,13,440,449,887,246,243,482,4539,4491,9032
SAL50094,52,51,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,9,0,0,0,0,0,0,0,0,0,0,0,0,7,4,9,0,0,0,0,0,0,7,7,9,4,3,9,66,62,128
SAL50095,18,20,36,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,9,6,11,0,0,3,0,0,0,8,7,14,4,3,6,31,28,58
SAL50096,15,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,17,29,25,56
SAL50097,53,47,101,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,12,64,53,119
SAL50098,3409,3545,6950,84,87,167,14,13,19,18,19,31,11,12,24,0,3,9,444,453,903,3,0,4,4,0,4,3,0,0,0,0,0,491,513,997,24,22,41,4,3,16,599,624,1225,162,144,309,4166,4311,8482
SAL50099,13,18,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,5,3,4,4,3,15,22,35
SAL50100,44,43,89,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,9,5,0,11,59,51,104
SAL50101,66,69,127,6,4,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,5,10,16,12,5,12,80,77,157
SAL50102,1689,1744,3429,21,26,42,0,0,0,8,3,7,0,0,0,0,3,3,158,199,360,0,0,0,0,0,0,0,5,5,0,0,0,164,213,380,6,7,17,7,3,9,199,253,450,83,64,151,1968,2064,4029
SAL50103,111,117,229,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,10,11,20,0,0,0,0,0,0,0,0,0,0,0,0,10,7,23,4,0,3,0,0,0,20,13,31,0,3,3,132,138,265
