SAL_CODE_2021,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
SAL50762,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,5,0,14,6,0,0,7,11,4,7,0,35
SAL50763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,3,3,0,0,11,4,5,0,7,13,6,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,9,6,11,10,6,3,0,51,0,0,0,0,0,0,0,0,0,8,0,0,9,12,7,4,0,40,15,11,5,27,27,23,12,0,113
SAL50764,146,113,70,42,10,4,453,4,38,79,86,68,46,11,4,323,119,340,572,364,292,182,51,14,1949,43,118,231,230,271,214,54,30,1186,164,253,381,330,365,323,111,51,1973,48,6,11,20,21,11,0,0,117,12,12,24,46,47,50,18,14,220,222,274,420,405,432,380,131,65,2318,3,4,12,14,8,32,13,9,86,30,54,60,87,77,86,61,74,525,416,879,1526,1295,1213,980,336,202,6846
SAL50765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7
SAL50766,37,46,41,12,0,0,160,0,26,23,27,17,12,0,0,106,65,164,198,222,105,45,19,5,829,30,83,138,170,135,48,13,0,607,134,201,233,306,239,103,28,9,1249,42,7,13,8,4,5,0,0,85,5,12,7,40,25,17,4,0,112,183,226,255,351,269,127,40,9,1453,0,3,6,9,8,4,7,0,40,38,37,50,63,45,30,21,22,295,323,567,713,886,614,268,98,32,3495
SAL50767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7
SAL50768,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,5,0,3,0,0,0,10,4,0,5,0,0,0,0,0,8,6,4,3,7,3,4,0,0,29,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,7,6,5,3,11,7,9,0,0,40,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,6,11,5,17,16,14,11,0,0,74
SAL50769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
SAL50770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,3,4,3,0,0,11
SAL50771,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,8,5,21,35,16,13,12,9,3,108,0,10,14,5,10,9,5,0,56,17,30,32,16,24,12,0,0,130,10,4,0,0,0,0,0,0,13,0,0,0,0,3,3,0,0,6,20,35,32,23,27,12,0,0,153,0,0,0,0,0,0,0,7,9,5,16,10,16,16,8,22,21,123,31,77,96,63,72,46,40,27,456
SAL50772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,0,0,0,4,0,0,0,0,3,0,0,0,0,9,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,3,3,6,0,0,10,0,6,8,3,9,14,0,0,52
SAL50773,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,10,4,4,0,0,22,0,7,5,0,4,3,0,0,17,0,11,6,12,11,3,4,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,11,12,13,3,4,0,58,0,0,0,0,0,0,0,0,0,9,7,3,0,6,4,4,0,26,11,25,16,24,25,15,10,0,123
SAL50774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,7,0,8,6,0,0,0,19
SAL50775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,4,0,0,0,5,0,3,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,18,4,6,5,12,8,0,0,0,36
SAL50776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,15
SAL50777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,4,9,6,4,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,6,9,0,0,0,0,25,0,0,0,0,0,0,0,0,0,4,6,4,4,6,6,0,0,21,9,17,14,15,3,3,0,0,64
SAL50778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6
SAL50779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,0,0,10,0,0,4,4,0,0,0,0,7,0,13,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,5,10,3,10,6,4,0,0,48,6,29,11,21,8,3,0,0,78
SAL50780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,8,3,0,7,0,5,3,0,0,22
SAL50781,18,4,5,3,0,0,53,0,0,10,3,0,0,0,0,23,21,63,54,29,11,16,3,0,207,19,47,36,32,26,17,10,0,186,75,96,91,75,70,49,24,5,485,28,20,12,5,4,3,0,0,76,12,10,10,16,9,8,3,0,59,116,124,111,100,84,64,28,5,625,0,0,4,5,0,7,3,0,28,46,49,47,46,30,40,19,4,276,202,300,286,217,159,138,71,10,1387
SAL50782,4,4,0,0,0,0,7,0,0,4,0,5,0,0,0,13,4,24,9,6,10,3,0,0,55,3,12,5,12,9,4,4,0,55,21,50,41,26,22,14,8,0,183,3,4,3,0,0,3,0,0,16,4,0,0,0,4,6,0,0,13,32,57,44,25,24,22,10,0,216,0,5,0,0,0,0,3,0,8,18,14,16,13,13,14,4,0,99,60,111,81,61,55,50,19,6,451
SAL50783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,5,0,0,0,0,6,0,4,3,4,10,9,4,0,34,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,5,0,10,3,10,11,12,4,0,41,0,0,0,0,0,0,0,0,3,4,0,0,3,3,7,4,0,19,3,11,6,23,14,14,8,0,84
SAL50784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,0,0,0,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,9,0,8,4,3,6,7,0,0,32
SAL50785,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,3,6,3,0,0,9,0,0,0,4,0,5,0,0,17,0,5,4,3,14,4,0,0,27,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,5,6,14,9,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,0,0,17,0,7,5,18,24,20,11,0,87
SAL50786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,9,5,0,7,4,0,0,28
SAL50787,0,0,0,0,0,0,4,0,0,0,4,5,0,0,0,5,0,6,8,14,19,4,0,0,42,0,0,3,10,13,11,4,0,38,3,3,7,7,10,9,0,0,38,0,0,3,0,4,0,0,0,7,0,0,0,0,0,0,0,0,3,5,3,13,7,16,9,3,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,12,8,5,28,32,46,29,7,0,156
SAL50788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,0,0,13,0,0,4,0,0,3,0,0,6,0,0,3,0,12,3,0,0,21,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,3,4,8,3,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,6,0,5,11,4,14,8,4,0,55
SAL50789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,3,7,0,4,0,0,20
SAL50790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,4,7,7,0,3,0,0,0,25
SAL50791,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,16,0,0,0,0,6,0,0,0,5,0,0,6,0,4,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,7,6,4,3,5,3,0,22,0,0,0,0,0,0,0,0,0,3,5,0,4,5,6,0,0,29,3,14,10,16,16,10,6,0,73
SAL50792,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,7,13,3,5,0,0,0,31,0,4,0,0,6,4,0,0,16,0,6,7,11,9,6,0,0,49,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0,0,0,10,0,13,9,14,12,11,0,0,61,0,0,0,0,0,0,0,0,0,4,7,6,5,8,7,5,6,36,8,26,32,23,25,16,6,3,147
SAL50793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,0,0,3,0,5,0,0,0,7,0,3,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,6,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,5,12,8,10,0,0,0,40
SAL50794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6
SAL50795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,7,3,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,11,4,0,0,0,0,25,0,0,0,0,0,0,0,0,0,8,6,8,10,0,0,0,0,31,9,20,17,13,4,4,0,0,69
SAL50796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,5,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,4,8,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,7,8,11,8,4,3,0,0,0,28
SAL50797,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,3,3,0,0,18
SAL50798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,6,5,9,0,0,21
SAL50799,40,24,28,4,0,0,140,5,29,20,19,14,0,0,0,89,37,201,129,95,68,18,9,0,571,10,71,70,59,76,23,0,0,308,58,167,161,171,107,46,15,0,722,17,18,8,4,6,8,0,0,56,9,7,10,9,10,4,3,0,56,84,190,173,190,120,54,18,0,828,0,14,3,3,4,3,0,0,27,143,216,152,167,114,73,24,14,902,282,762,591,552,435,177,49,14,2865
SAL50800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,0,3,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,3,3,3,3,0,0,15,6,3,3,7,7,8,0,0,30
SAL50801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3
SAL50802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,9,0,0,0,0,17
SAL50803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,8
SAL50805,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,8,0,0,0,0,4,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,7,10,0,0,24
SAL50806,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,10,3,16,28,10,0,6,0,0,70,3,9,14,6,4,3,0,0,46,14,12,25,16,12,0,0,0,86,3,0,3,0,0,0,0,0,4,0,0,0,4,0,4,0,0,6,22,16,26,24,12,8,0,0,98,0,0,0,0,0,0,0,0,4,3,3,7,8,3,0,0,0,23,32,52,82,46,19,12,3,0,250
SAL50807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,0,0,9
SAL50808,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,11,7,7,0,0,0,0,29,0,0,0,0,4,0,0,0,5,11,19,3,4,6,0,0,0,42,6,4,0,0,6,0,0,0,12,6,3,0,0,0,0,0,0,13,19,18,8,12,13,0,3,0,69,0,0,0,0,0,0,0,0,0,8,16,4,11,5,0,0,0,58,30,50,22,35,21,6,3,0,169
SAL50809,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,3,4,0,0,0,15,0,3,4,0,5,0,0,0,9,6,12,9,6,5,0,0,0,33,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,9,14,10,5,5,0,0,0,48,0,0,0,0,0,0,0,0,0,0,7,6,0,5,4,0,0,24,9,35,24,7,19,9,0,0,101
SAL50810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,11,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,6,0,0,12,5,5,11,3,4,6,4,0,27
SAL50812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,4,0,0,0,0,6
SAL50813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9
SAL50814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10
SAL50815,0,0,4,0,0,0,7,0,0,0,3,6,0,0,0,5,0,6,15,5,18,4,0,0,48,0,5,10,10,12,11,3,0,55,13,27,41,30,31,13,10,0,165,4,0,4,0,0,0,0,0,9,0,0,0,0,4,5,6,0,16,23,24,44,36,36,18,7,0,193,0,0,0,0,0,0,0,0,0,11,4,14,16,13,11,6,0,82,39,39,88,80,82,41,24,3,399
SAL50816,29,22,19,4,0,0,86,0,21,7,27,11,3,0,0,75,39,159,177,77,44,24,9,3,536,16,81,106,97,58,35,7,0,405,79,201,196,180,134,72,27,6,891,15,6,6,7,8,8,0,0,47,3,9,15,12,17,11,0,0,67,95,216,217,200,161,87,27,6,1003,0,4,3,12,0,3,0,0,22,21,48,49,29,32,25,27,0,231,169,543,581,466,329,177,69,11,2350
SAL50817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,3,0,0,0,0,6,0,3,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,18,53,33,17,13,3,0,0,132,24,64,38,21,15,5,0,0,157
SAL50818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50819,0,4,0,0,0,0,3,0,0,0,5,0,0,0,0,0,5,14,19,3,5,0,0,0,42,0,7,7,5,5,4,0,0,27,11,21,20,19,12,3,4,5,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,27,20,19,17,3,6,5,98,0,0,0,0,0,0,0,0,0,4,0,0,0,5,10,7,0,26,23,49,45,29,36,20,8,6,210
SAL50820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,4,0,0,0,8
SAL50821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,9,0,3,10,0,0,0,0,0,13
SAL50822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,4,3,0,0,0,0,0,6,0,0,4,4,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,9,7,4,11,6,9,5,0,0,38
SAL50823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6
