POW_LGA_CODE_2021,Pro_500_649_A_25_34,Pro_500_649_A_35_44,Pro_500_649_A_45_54,Pro_500_649_A_55_64,Pro_500_649_A_65_74,Pro_500_649_A_75ov,Pro_500_649_Tot,Pro_650_799_A_15_19,Pro_650_799_A_20_24,Pro_650_799_A_25_34,Pro_650_799_A_35_44,Pro_650_799_A_45_54,Pro_650_799_A_55_64,Pro_650_799_A_65_74,Pro_650_799_A_75ov,Pro_650_799_Tot,Pro_800_999_A_15_19,Pro_800_999_A_20_24,Pro_800_999_A_25_34,Pro_800_999_A_35_44,Pro_800_999_A_45_54,Pro_800_999_A_55_64,Pro_800_999_A_65_74,Pro_800_999_A_75ov,Pro_800_999_Tot,Pro_1000_1249_A_15_19,Pro_1000_1249_A_20_24,Pro_1000_1249_A_25_34,Pro_1000_1249_A_35_44,Pro_1000_1249_A_45_54,Pro_1000_1249_A_55_64,Pro_1000_1249_A_65_74,Pro_1000_1249_A_75ov,Pro_1000_1249_Tot,Pro_1250_1499_A_15_19,Pro_1250_1499_A_20_24,Pro_1250_1499_A_25_34,Pro_1250_1499_A_35_44,Pro_1250_1499_A_45_54,Pro_1250_1499_A_55_64,Pro_1250_1499_A_65_74,Pro_1250_1499_A_75ov,Pro_1250_1499_Tot,Pro_1500_1749_A_15_19,Pro_1500_1749_A_20_24,Pro_1500_1749_A_25_34,Pro_1500_1749_A_35_44,Pro_1500_1749_A_45_54,Pro_1500_1749_A_55_64,Pro_1500_1749_A_65_74,Pro_1500_1749_A_75ov,Pro_1500_1749_Tot,Pro_1750_1999_A_15_19,Pro_1750_1999_A_20_24,Pro_1750_1999_A_25_34,Pro_1750_1999_A_35_44,Pro_1750_1999_A_45_54,Pro_1750_1999_A_55_64,Pro_1750_1999_A_65_74,Pro_1750_1999_A_75ov,Pro_1750_1999_Tot,Pro_2000_2999_A_15_19,Pro_2000_2999_A_20_24,Pro_2000_2999_A_25_34,Pro_2000_2999_A_35_44,Pro_2000_2999_A_45_54,Pro_2000_2999_A_55_64,Pro_2000_2999_A_65_74,Pro_2000_2999_A_75ov,Pro_2000_2999_Tot,Pro_3000_3499_A_15_19,Pro_3000_3499_A_20_24,Pro_3000_3499_A_25_34,Pro_3000_3499_A_35_44,Pro_3000_3499_A_45_54,Pro_3000_3499_A_55_64,Pro_3000_3499_A_65_74,Pro_3000_3499_A_75ov,Pro_3000_3499_Tot,Pro_3500mo_A_15_19,Pro_3500mo_A_20_24,Pro_3500mo_A_25_34,Pro_3500mo_A_35_44,Pro_3500mo_A_45_54,Pro_3500mo_A_55_64,Pro_3500mo_A_65_74,Pro_3500mo_A_75ov,Pro_3500mo_Tot,Pro_PINS_A_15_19,Pro_PINS_A_20_24,Pro_PINS_A_25_34,Pro_PINS_A_35_44,Pro_PINS_A_45_54,Pro_PINS_A_55_64,Pro_PINS_A_65_74,Pro_PINS_A_75ov,Pro_PINS_Tot,Pro_Tot_A_15_19,Pro_Tot_A_20_24,Pro_Tot_A_25_34,Pro_Tot_A_35_44,Pro_Tot_A_45_54,Pro_Tot_A_55_64,Pro_Tot_A_65_74,Pro_Tot_A_75ov,Pro_Tot_Tot,TaTW_NNI_A_15_19,TaTW_NNI_A_20_24,TaTW_NNI_A_25_34,TaTW_NNI_A_35_44,TaTW_NNI_A_45_54,TaTW_NNI_A_55_64,TaTW_NNI_A_65_74,TaTW_NNI_A_75ov,TaTW_NNI_Tot,TaTW_1_149_A_15_19,TaTW_1_149_A_20_24,TaTW_1_149_A_25_34,TaTW_1_149_A_35_44,TaTW_1_149_A_45_54,TaTW_1_149_A_55_64,TaTW_1_149_A_65_74,TaTW_1_149_A_75ov,TaTW_1_149_Tot,TaTW_150_299_A_15_19,TaTW_150_299_A_20_24,TaTW_150_299_A_25_34,TaTW_150_299_A_35_44,TaTW_150_299_A_45_54,TaTW_150_299_A_55_64,TaTW_150_299_A_65_74,TaTW_150_299_A_75ov,TaTW_150_299_Tot,TaTW_300_399_A_15_19,TaTW_300_399_A_20_24,TaTW_300_399_A_25_34,TaTW_300_399_A_35_44,TaTW_300_399_A_45_54,TaTW_300_399_A_55_64,TaTW_300_399_A_65_74,TaTW_300_399_A_75ov,TaTW_300_399_Tot,TaTW_400_499_A_15_19,TaTW_400_499_A_20_24,TaTW_400_499_A_25_34,TaTW_400_499_A_35_44,TaTW_400_499_A_45_54,TaTW_400_499_A_55_64,TaTW_400_499_A_65_74,TaTW_400_499_A_75ov,TaTW_400_499_Tot,TaTW_500_649_A_15_19,TaTW_500_649_A_20_24,TaTW_500_649_A_25_34,TaTW_500_649_A_35_44,TaTW_500_649_A_45_54,TaTW_500_649_A_55_64,TaTW_500_649_A_65_74,TaTW_500_649_A_75ov,TaTW_500_649_Tot,TaTW_650_799_A_15_19,TaTW_650_799_A_20_24,TaTW_650_799_A_25_34,TaTW_650_799_A_35_44,TaTW_650_799_A_45_54,TaTW_650_799_A_55_64,TaTW_650_799_A_65_74,TaTW_650_799_A_75ov,TaTW_650_799_Tot,TaTW_800_999_A_15_19,TaTW_800_999_A_20_24,TaTW_800_999_A_25_34,TaTW_800_999_A_35_44,TaTW_800_999_A_45_54,TaTW_800_999_A_55_64,TaTW_800_999_A_65_74,TaTW_800_999_A_75ov,TaTW_800_999_Tot,TaTW_1000_1249_A_15_19,TaTW_1000_1249_A_20_24,TaTW_1000_1249_A_25_34,TaTW_1000_1249_A_35_44,TaTW_1000_1249_A_45_54,TaTW_1000_1249_A_55_64,TaTW_1000_1249_A_65_74,TaTW_1000_1249_A_75ov,TaTW_1000_1249_Tot,TaTW_1250_1499_A_15_19,TaTW_1250_1499_A_20_24,TaTW_1250_1499_A_25_34,TaTW_1250_1499_A_35_44,TaTW_1250_1499_A_45_54,TaTW_1250_1499_A_55_64,TaTW_1250_1499_A_65_74,TaTW_1250_1499_A_75ov,TaTW_1250_1499_Tot,TaTW_1500_1749_A_15_19,TaTW_1500_1749_A_20_24,TaTW_1500_1749_A_25_34,TaTW_1500_1749_A_35_44
LGA52450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,13,0,0,7,0,0,0,0,0,15,0,0,0,0,3,0,0,0,7,0,0,0,0,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,9,14,13,5,3,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,0,8,0,3,0,3,0,0,11,0,4,3,9,0,4,0,0,18,0,0,0,4,3,0,0,0,11,0,4,4,3
LGA52520,6,0,3,0,0,0,10,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,7,0,0,9,3,0,0,0,0,13,0,0,0,0,0,0,0,0,5,0,0,3,5,0,0,0,0,14,0,0,0,3,3,0,0,0,5,0,0,6,3,6,0,0,0,16,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,39,23,18,11,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,0,5,5,0,0,0,0,0,5,0,3,0,4,0,0,0,0,8,0,3,0,4,3,0,0,0,18,0,6,5,5,5,5,0,0,20,0,0,0,3
LGA52590,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,7,0,4,6,3,0,0,0,0,10,0,0,7,3,6,0,0,0,16,0,3,7,4,0,3,0,0,20,0,3,15,4,3,3,0,0,19,0,0,3,3,6,7,0,0,15,0,0,14,6,9,15,0,0,42,0,0,0,0,4,0,0,0,10,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,41,42,35,30,11,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,7,0,0,0,0,0,3,0,0,8,4,0,0,0,5,3,0,0,12,4,3,0,4,6,0,0,0,15,0,5,5,3,4,7,0,0,22,5,0,0,3,6,8,3,0,29,0,0,4,0,4,4,0,0,21,0,0,9,4,5,5,0,0,25,0,0,3,0
LGA52660,3,0,4,3,7,0,16,0,0,3,11,7,4,3,0,28,0,4,12,11,8,9,3,0,42,0,0,8,17,3,9,0,0,49,0,4,17,16,15,10,0,0,57,0,0,19,10,17,10,0,0,58,0,0,5,18,17,15,0,0,54,0,0,11,18,25,22,0,0,87,0,0,0,3,8,0,0,0,12,0,0,0,8,5,10,0,0,17,0,0,0,0,0,0,0,0,0,0,6,98,131,113,85,30,0,462,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,13,3,0,0,0,0,3,0,0,11,4,0,0,4,0,0,5,0,14,3,3,5,5,0,0,5,0,26,9,4,8,6,3,5,7,0,35,3,8,11,5,4,3,0,0,31,5,6,16,9,10,9,4,0,49,0,10,17,12,14,7,4,0,54,0,5,19,6,10,7,3,0,49,0,7,13,10
LGA52730,4,3,8,5,4,0,15,0,0,4,0,6,4,0,0,20,0,0,3,7,6,9,4,0,27,0,0,9,10,19,9,6,0,45,0,0,6,12,18,3,5,0,46,0,0,8,14,17,10,4,0,49,0,0,4,11,12,10,0,0,42,0,0,4,18,15,7,0,0,48,0,0,0,8,4,7,0,0,11,0,0,0,6,4,0,0,0,15,0,0,0,0,0,0,0,0,5,0,6,49,86,112,79,29,4,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,6,4,0,0,18,4,0,0,0,0,5,0,0,15,6,0,3,6,3,6,0,0,28,5,7,4,9,7,8,4,0,41,0,4,3,8,9,4,4,0,29,0,5,13,8,6,9,0,0,41,0,3,12,5,10,8,0,0,29,0,0,3,11
LGA52800,3,5,6,0,6,0,15,0,4,4,0,0,0,0,0,9,0,7,5,0,0,8,0,0,20,0,3,17,12,6,4,0,0,43,0,9,29,7,4,7,4,0,69,0,13,37,18,13,9,5,0,94,0,8,28,18,14,15,3,0,89,0,3,32,25,28,34,11,0,130,0,0,4,6,4,0,0,0,19,0,0,3,5,9,9,0,0,31,0,0,4,3,0,0,0,0,10,4,54,181,110,90,96,32,0,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,3,7,0,0,0,0,9,5,0,0,0,0,3,0,0,5,0,0,4,3,3,8,3,0,18,0,0,0,0,0,4,0,0,8,0,0,4,5,3,10,0,0,22,0,4,10,7,0,4,4,0,26,0,3,13,0,3,3,4,0,28,0,3,6,0,3,0,3,0,22,0,0,4,0
LGA52870,0,0,0,9,0,0,7,0,0,0,6,4,0,6,0,15,0,0,0,5,4,5,0,0,21,0,6,6,5,4,5,0,0,16,0,0,3,7,3,5,0,0,15,0,0,6,9,6,0,0,0,22,0,0,0,3,9,5,0,0,20,0,0,4,13,6,8,5,0,35,0,0,0,5,3,0,0,0,5,0,0,0,3,3,4,0,0,16,0,0,0,0,0,0,0,0,0,0,11,21,55,54,45,21,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,5,0,0,4,7,0,4,3,0,5,5,0,23,3,0,3,0,3,4,0,0,14,0,3,6,5,3,4,6,0,24,0,0,6,3,6,10,0,0,24,0,7,7,6,9,11,0,0,36,0,3,6,9,3,4,0,0,24,0,0,4,3
LGA52940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,5,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,7,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,8,0,0,0,0
LGA53080,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,4,0,0,0,0,0,3,0,0,6,0,4,4,0,0,0,0,0,15,0,3,15,5,12,0,0,0,33,0,0,7,10,3,4,0,0,22,0,0,3,0,6,0,0,0,10,0,0,0,0,0,0,0,0,4,0,11,35,18,24,15,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,5,0,0,0,0,15,0,0,0,0,0,0,0,0,3,0,0,0,0
LGA53150,0,3,5,4,0,0,14,0,0,8,3,3,6,0,0,22,0,3,8,3,5,7,4,0,33,0,9,11,6,6,6,0,0,45,0,6,27,12,7,7,7,0,71,0,7,24,13,20,15,7,0,84,0,0,17,8,14,8,3,0,52,0,5,15,25,26,19,9,0,94,0,0,0,3,11,7,0,0,26,0,0,4,10,18,8,6,0,52,0,0,0,0,3,0,0,0,4,10,35,127,102,135,96,39,3,544,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,11,0,4,0,3,0,0,0,0,9,9,3,4,0,3,0,0,0,17,0,0,7,4,4,5,0,0,24,0,5,10,5,9,3,0,0,33,0,0,18,15,3,3,0,0,39,0,0,9,8,3,8,0,0,34,0,3,5,4
LGA53220,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,6,0,0,11,4,0,0,0,0,13,0,5,8,15,3,0,3,0,38,0,17,25,0,10,8,4,0,56,0,15,37,14,9,11,0,0,89,0,3,59,33,21,22,7,0,148,0,34,247,144,103,68,13,0,615,0,13,125,113,79,45,6,0,380,0,6,107,128,96,51,3,0,399,0,0,7,0,6,0,0,0,18,11,105,654,468,339,214,39,0,1830,0,0,0,4,0,0,0,0,9,0,0,0,3,0,0,0,0,8,0,0,0,6,3,0,0,0,8,0,0,0,0,4,0,0,0,3,0,0,0,0,3,0,0,0,10,0,13,5,4,0,4,0,0,26,0,5,5,13,5,4,0,0,37,3,10,16,10,13,5,0,0,54,8,17,39,19,16,19,4,0,122,7,34,71,56,35,16,8,0,235,3,40,119,91
LGA53290,5,3,4,3,3,3,24,0,0,13,14,4,6,0,0,44,0,9,19,10,10,10,4,0,53,0,9,22,25,7,16,11,0,87,0,12,28,27,20,9,4,0,109,0,8,36,25,19,26,4,0,106,0,0,29,15,19,20,5,0,92,0,0,17,49,62,33,10,0,174,0,0,8,0,11,7,0,0,30,0,0,3,7,15,14,4,0,47,0,0,4,0,0,0,0,0,9,0,43,192,184,180,153,48,7,805,0,0,0,5,3,4,0,0,7,4,0,0,0,0,0,0,0,4,4,0,0,0,0,3,0,0,5,7,0,5,0,3,3,0,0,16,8,0,3,3,5,9,0,0,27,27,16,0,5,5,5,3,0,58,16,27,12,4,19,6,3,0,81,3,21,31,18,12,15,0,0,98,6,15,32,35,30,27,3,0,143,0,13,20,23,23,9,5,0,93,0,9,27,26
LGA53360,5,3,5,0,0,0,16,0,0,9,5,0,0,0,0,20,0,0,5,7,0,6,0,0,14,0,0,18,8,9,0,0,0,34,0,0,11,8,8,0,4,0,34,0,0,8,12,6,0,0,0,27,0,0,9,12,5,6,0,0,25,0,0,3,6,8,12,7,0,36,0,0,4,0,0,0,0,0,8,0,0,0,3,4,4,4,0,12,0,0,0,0,0,0,0,0,0,0,10,65,67,59,31,9,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,13,3,8,7,0,0,0,0,0,18,0,4,10,7,3,3,0,0,30,0,8,11,4,0,3,0,0,35,0,0,13,16,7,5,0,0,47,0,4,8,9
LGA53430,46,39,38,30,24,0,201,0,24,53,82,37,38,36,8,281,0,28,120,143,73,58,39,6,469,0,54,201,170,116,100,45,5,695,0,44,217,177,173,117,36,3,770,0,26,282,259,191,153,43,9,956,0,7,182,231,216,145,51,8,840,0,9,266,437,451,300,85,11,1562,0,0,29,60,78,56,11,4,237,0,0,24,108,129,91,44,8,409,0,3,3,11,8,5,0,0,35,26,268,1500,1787,1575,1154,444,62,6814,0,0,0,6,5,3,0,0,13,9,4,6,0,7,6,0,0,29,8,8,9,0,3,8,6,0,43,21,20,11,10,9,12,9,0,91,32,36,22,9,12,16,0,0,126,28,56,40,21,34,28,12,0,220,17,83,82,28,33,32,14,5,290,11,79,149,88,62,48,18,0,453,0,71,235,137,107,67,13,0,620,4,34,122,105,91,60,18,0,433,0,9,101,99
LGA53570,0,0,0,3,0,0,11,0,0,0,8,0,0,0,0,9,0,0,4,3,0,4,0,0,14,0,0,5,0,4,3,0,0,15,0,0,0,0,0,5,0,0,16,0,0,0,0,6,4,0,0,12,0,0,4,4,0,0,8,0,17,0,0,4,10,4,9,0,0,25,0,0,0,0,0,0,5,0,6,0,0,0,4,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,29,30,28,34,16,3,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,6,0,9,0,3,0,4,3,0,0,0,11,5,3,0,0,3,0,3,0,17,0,0,3,5,0,3,3,0,17,0,3,9,0,0,0,0,0,14,0,0,14,6,8,6,0,0,34,0,4,9,0,4,6,0,0,23,0,0,10,0
LGA53640,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,4,0,0,0,10,0,0,4,6,0,8,0,0,14,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,12,11,11,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,6,3,0,0,0,14,0,3,0,3,0,4,0,0,5,0,0,0,0
LGA53710,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,7,11,12,0,4,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,7,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,5,0,0,0,0
LGA53780,37,40,27,28,11,4,159,6,27,72,59,47,35,14,9,264,3,20,102,84,51,57,14,5,336,0,28,155,136,94,60,33,4,509,0,36,166,127,117,78,28,0,555,0,14,220,165,137,100,32,0,676,0,9,146,141,135,101,40,0,568,0,3,127,222,242,194,51,0,850,0,0,16,39,30,19,12,0,101,0,0,20,58,56,41,17,0,194,0,0,3,5,3,4,0,0,15,50,197,1129,1138,980,751,280,30,4556,0,3,6,8,0,0,0,0,21,7,0,3,3,6,6,5,0,35,8,9,14,8,7,11,10,0,76,17,12,17,28,15,22,9,0,121,43,35,23,35,23,19,11,4,196,78,63,40,49,46,30,19,0,318,44,122,76,71,58,39,16,0,439,22,127,160,117,109,64,15,0,625,7,74,236,155,139,80,15,0,712,0,31,171,170,114,74,25,0,589,5,23,129,132
LGA53800,12,22,18,7,12,6,80,3,6,29,37,24,18,12,0,137,0,8,37,48,40,39,15,0,186,0,30,83,59,60,49,12,0,289,0,39,113,101,81,58,17,0,408,0,26,141,93,129,68,19,0,483,0,3,100,115,117,77,12,0,427,0,0,89,165,228,121,27,0,642,0,0,8,17,29,19,3,0,78,0,0,17,45,55,35,15,0,168,0,0,0,3,6,3,0,0,15,18,126,664,747,811,516,151,16,3053,0,0,0,0,3,4,0,0,11,9,0,0,3,0,3,0,0,14,4,3,3,3,6,13,4,0,37,13,7,6,5,7,12,7,5,53,33,11,8,6,18,6,3,0,88,65,48,20,16,20,22,7,0,197,49,56,32,20,28,21,9,0,223,19,66,62,33,48,62,6,0,295,7,47,101,65,62,58,6,0,346,3,36,95,62,58,46,17,0,316,3,23,78,71
LGA53920,0,0,3,4,0,0,5,0,0,4,0,0,0,0,0,7,0,3,4,0,3,0,0,0,9,0,3,4,6,0,6,0,0,12,0,7,10,0,3,0,0,0,25,0,0,4,3,4,3,3,0,33,0,5,13,6,3,3,4,0,31,0,4,17,14,12,18,9,0,73,0,0,0,3,4,0,6,0,14,0,0,6,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,4,25,65,43,46,43,13,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,3,6,0,0,0,9,0,0,3,0,0,0,0,0,3,0,3,0,3,3,0,0,0,8,0,0,4,3,4,4,0,0,21,0,0,0,4,3,6,0,0,10,0,0,3,4
LGA53990,4,13,3,6,4,0,37,0,4,9,25,9,8,9,0,62,0,0,17,18,16,13,0,0,68,0,4,16,21,20,16,6,0,88,0,4,48,36,10,20,0,0,113,0,8,51,18,40,29,6,0,145,0,0,33,24,41,30,5,0,136,0,0,30,72,72,58,14,0,243,0,0,8,23,8,12,0,0,58,0,0,4,17,22,13,3,0,69,0,0,0,0,0,3,0,0,3,6,36,251,287,260,227,61,3,1121,0,0,0,0,3,0,0,0,11,0,0,0,3,5,0,0,0,10,0,0,4,4,9,3,0,0,16,0,0,6,11,0,5,0,0,22,8,4,9,0,3,4,0,0,33,19,7,9,7,11,13,7,0,75,9,15,17,9,15,8,6,0,85,9,30,30,21,17,14,0,0,116,4,30,45,35,29,25,3,0,171,0,13,46,29,33,29,3,0,145,0,14,39,39
LGA54060,0,6,0,0,0,0,9,0,0,0,0,0,5,0,0,9,0,0,0,6,0,3,0,0,8,0,0,0,4,0,0,0,0,15,0,0,4,4,0,5,0,0,20,0,0,4,3,8,0,0,0,15,0,0,0,3,5,7,4,0,19,0,0,0,4,3,8,0,0,20,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,14,30,31,36,5,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,3,0,3,0,0,7,4,0,3,0,0,6,0,0,12,0,6,0,0,0,3,0,0,11,0,3,0,4,3,3,0,0,14,0,3,8,6,10,6,0,0,39,0,5,3,7,0,4,0,0,16,0,0,4,7
LGA54130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,18,3,7,4,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,12,0,0,0,3,5,0,0,0,4,0,0,4,0,0,0,0,0,6,0,0,4,0,0,0,0,0,8,0,0,0,4
LGA54170,74,95,70,64,48,10,394,0,28,155,157,115,85,54,5,593,0,40,162,214,149,139,64,4,764,0,83,328,336,317,203,74,5,1337,0,90,378,356,323,209,61,0,1428,0,63,541,408,420,279,50,6,1766,0,16,432,417,441,305,54,0,1665,0,3,433,777,838,576,92,7,2735,0,4,39,112,109,87,23,3,383,0,0,50,229,254,202,48,12,799,0,4,18,17,18,14,8,0,76,71,439,2756,3298,3193,2278,630,63,12726,0,6,6,5,4,6,9,0,32,24,0,9,9,0,8,6,0,60,12,9,15,26,19,10,15,3,108,23,19,27,42,37,27,8,0,180,52,27,33,41,45,35,22,0,259,69,75,69,75,78,58,29,6,461,25,106,125,99,90,80,35,0,555,13,105,166,109,110,85,30,6,617,4,85,241,182,170,124,29,0,827,0,29,143,171,156,109,18,3,623,0,22,118,160
LGA54200,21,22,10,19,16,5,92,3,10,26,29,25,14,0,0,109,0,13,44,29,29,26,16,3,158,0,16,56,48,54,42,23,0,239,0,23,99,78,61,57,14,0,324,0,10,116,80,72,49,20,0,345,0,0,89,87,80,67,18,4,343,0,3,76,138,143,86,34,0,486,0,0,14,22,34,15,8,0,93,0,0,13,28,32,27,6,7,114,0,0,0,0,4,3,0,0,13,21,96,584,611,576,438,174,26,2530,0,0,5,0,4,0,0,0,13,4,0,4,4,0,3,0,0,23,5,9,3,6,9,8,0,0,40,9,6,9,10,11,7,3,0,49,25,14,11,11,9,9,14,0,99,31,32,22,16,29,16,10,0,162,28,52,49,24,29,29,13,0,215,7,57,83,58,47,41,18,4,310,4,44,122,72,69,57,5,0,380,0,28,93,83,61,52,13,0,329,0,23,91,86
