POW_LGA_CODE_2021,TaTW_650_799_H_0,TaTW_650_799_H_1_19,TaTW_650_799_H_20_29,TaTW_650_799_H_30_34,TaTW_650_799_H_35_39,TaTW_650_799_H_40_44,TaTW_650_799_H_45_49,TaTW_650_799_H_50ov,TaTW_650_799_H_NS,TaTW_650_799_H_Tot,TaTW_800_999_H_0,TaTW_800_999_H_1_19,TaTW_800_999_H_20_29,TaTW_800_999_H_30_34,TaTW_800_999_H_35_39,TaTW_800_999_H_40_44,TaTW_800_999_H_45_49,TaTW_800_999_H_50ov,TaTW_800_999_H_NS,TaTW_800_999_H_Tot,TaTW_1000_1249_H_0,TaTW_1000_1249_H_1_19,TaTW_1000_1249_H_20_29,TaTW_1000_1249_H_30_34,TaTW_1000_1249_H_35_39,TaTW_1000_1249_H_40_44,TaTW_1000_1249_H_45_49,TaTW_1000_1249_H_50ov,TaTW_1000_1249_H_NS,TaTW_1000_1249_H_Tot,TaTW_1250_1499_H_0,TaTW_1250_1499_H_1_19,TaTW_1250_1499_H_20_29,TaTW_1250_1499_H_30_34,TaTW_1250_1499_H_35_39,TaTW_1250_1499_H_40_44,TaTW_1250_1499_H_45_49,TaTW_1250_1499_H_50ov,TaTW_1250_1499_H_NS,TaTW_1250_1499_H_Tot,TaTW_1500_1749_H_0,TaTW_1500_1749_H_1_19,TaTW_1500_1749_H_20_29,TaTW_1500_1749_H_30_34,TaTW_1500_1749_H_35_39,TaTW_1500_1749_H_40_44,TaTW_1500_1749_H_45_49,TaTW_1500_1749_H_50ov,TaTW_1500_1749_H_NS,TaTW_1500_1749_H_Tot,TaTW_1750_1999_H_0,TaTW_1750_1999_H_1_19,TaTW_1750_1999_H_20_29,TaTW_1750_1999_H_30_34,TaTW_1750_1999_H_35_39,TaTW_1750_1999_H_40_44,TaTW_1750_1999_H_45_49,TaTW_1750_1999_H_50ov,TaTW_1750_1999_H_NS,TaTW_1750_1999_H_Tot,TaTW_2000_2999_H_0,TaTW_2000_2999_H_1_19,TaTW_2000_2999_H_20_29,TaTW_2000_2999_H_30_34,TaTW_2000_2999_H_35_39,TaTW_2000_2999_H_40_44,TaTW_2000_2999_H_45_49,TaTW_2000_2999_H_50ov,TaTW_2000_2999_H_NS,TaTW_2000_2999_H_Tot,TaTW_3000_3499_H_0,TaTW_3000_3499_H_1_19,TaTW_3000_3499_H_20_29,TaTW_3000_3499_H_30_34,TaTW_3000_3499_H_35_39,TaTW_3000_3499_H_40_44,TaTW_3000_3499_H_45_49,TaTW_3000_3499_H_50ov,TaTW_3000_3499_H_NS,TaTW_3000_3499_H_Tot,TaTW_3500mo_H_0,TaTW_3500mo_H_1_19,TaTW_3500mo_H_20_29,TaTW_3500mo_H_30_34,TaTW_3500mo_H_35_39,TaTW_3500mo_H_40_44,TaTW_3500mo_H_45_49,TaTW_3500mo_H_50ov,TaTW_3500mo_H_NS,TaTW_3500mo_H_Tot,TaTW_PINS_H_0,TaTW_PINS_H_1_19,TaTW_PINS_H_20_29,TaTW_PINS_H_30_34,TaTW_PINS_H_35_39,TaTW_PINS_H_40_44,TaTW_PINS_H_45_49,TaTW_PINS_H_50ov,TaTW_PINS_H_NS,TaTW_PINS_H_Tot,TaTW_Tot_H_0,TaTW_Tot_H_1_19,TaTW_Tot_H_20_29,TaTW_Tot_H_30_34,TaTW_Tot_H_35_39,TaTW_Tot_H_40_44,TaTW_Tot_H_45_49,TaTW_Tot_H_50ov,TaTW_Tot_H_NS,TaTW_Tot_H_Tot,CoPSW_NNI_H_0,CoPSW_NNI_H_1_19,CoPSW_NNI_H_20_29,CoPSW_NNI_H_30_34,CoPSW_NNI_H_35_39,CoPSW_NNI_H_40_44,CoPSW_NNI_H_45_49,CoPSW_NNI_H_50ov,CoPSW_NNI_H_NS,CoPSW_NNI_H_Tot,CoPSW_1_149_H_0,CoPSW_1_149_H_1_19,CoPSW_1_149_H_20_29,CoPSW_1_149_H_30_34,CoPSW_1_149_H_35_39,CoPSW_1_149_H_40_44,CoPSW_1_149_H_45_49,CoPSW_1_149_H_50ov,CoPSW_1_149_H_NS,CoPSW_1_149_H_Tot,CoPSW_150_299_H_0,CoPSW_150_299_H_1_19,CoPSW_150_299_H_20_29,CoPSW_150_299_H_30_34,CoPSW_150_299_H_35_39,CoPSW_150_299_H_40_44,CoPSW_150_299_H_45_49,CoPSW_150_299_H_50ov,CoPSW_150_299_H_NS,CoPSW_150_299_H_Tot,CoPSW_300_399_H_0,CoPSW_300_399_H_1_19,CoPSW_300_399_H_20_29,CoPSW_300_399_H_30_34,CoPSW_300_399_H_35_39,CoPSW_300_399_H_40_44,CoPSW_300_399_H_45_49,CoPSW_300_399_H_50ov,CoPSW_300_399_H_NS,CoPSW_300_399_H_Tot,CoPSW_400_499_H_0,CoPSW_400_499_H_1_19,CoPSW_400_499_H_20_29,CoPSW_400_499_H_30_34,CoPSW_400_499_H_35_39,CoPSW_400_499_H_40_44,CoPSW_400_499_H_45_49,CoPSW_400_499_H_50ov,CoPSW_400_499_H_NS,CoPSW_400_499_H_Tot,CoPSW_500_649_H_0,CoPSW_500_649_H_1_19,CoPSW_500_649_H_20_29,CoPSW_500_649_H_30_34,CoPSW_500_649_H_35_39,CoPSW_500_649_H_40_44,CoPSW_500_649_H_45_49,CoPSW_500_649_H_50ov,CoPSW_500_649_H_NS,CoPSW_500_649_H_Tot,CoPSW_650_799_H_0,CoPSW_650_799_H_1_19,CoPSW_650_799_H_20_29,CoPSW_650_799_H_30_34,CoPSW_650_799_H_35_39,CoPSW_650_799_H_40_44,CoPSW_650_799_H_45_49,CoPSW_650_799_H_50ov,CoPSW_650_799_H_NS,CoPSW_650_799_H_Tot,CoPSW_800_999_H_0,CoPSW_800_999_H_1_19,CoPSW_800_999_H_20_29,CoPSW_800_999_H_30_34,CoPSW_800_999_H_35_39,CoPSW_800_999_H_40_44,CoPSW_800_999_H_45_49,CoPSW_800_999_H_50ov,CoPSW_800_999_H_NS,CoPSW_800_999_H_Tot,CoPSW_1000_1249_H_0,CoPSW_1000_1249_H_1_19,CoPSW_1000_1249_H_20_29,CoPSW_1000_1249_H_30_34,CoPSW_1000_1249_H_35_39,CoPSW_1000_1249_H_40_44,CoPSW_1000_1249_H_45_49,CoPSW_1000_1249_H_50ov,CoPSW_1000_1249_H_NS,CoPSW_1000_1249_H_Tot
LGA50840,3,4,4,0,0,5,0,0,0,18,3,4,0,4,6,8,3,10,0,29,0,0,0,6,7,12,3,8,3,40,0,0,0,0,9,19,6,6,0,39,3,0,4,0,0,10,5,24,0,47,0,0,0,0,5,8,3,15,0,37,7,3,0,0,4,20,11,50,0,96,0,0,0,0,0,0,0,27,0,25,0,0,0,0,0,4,0,11,0,17,0,0,0,0,0,0,0,3,0,12,22,28,14,10,37,92,36,162,4,410,0,0,0,0,0,0,0,0,0,0,5,14,0,0,0,0,0,0,0,18,0,6,0,0,0,0,0,0,0,9,0,7,4,0,0,0,0,0,0,16,0,10,7,0,0,0,0,0,0,16,5,13,15,4,0,0,0,0,0,31,0,4,11,3,7,7,0,4,0,26,6,0,8,9,6,0,3,0,6,39,3,0,4,4,6,0,0,0,0,17
LGA50910,0,0,4,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,11,7,9,4,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,0,3,5,0,0,0,0,0,0,13,0,0,4,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,7,0,0,3,0,4,0,0,0,0,10
LGA50980,0,12,6,10,13,10,0,11,0,63,4,3,9,10,21,21,7,11,0,91,3,6,5,3,35,42,15,23,7,141,5,0,4,4,22,36,23,24,0,123,7,7,5,5,23,32,11,36,6,129,6,0,7,0,12,26,12,36,0,91,10,0,3,0,16,39,19,59,4,146,6,0,0,0,6,3,0,22,0,34,5,0,0,0,8,5,5,47,0,67,0,0,0,0,0,0,0,4,3,5,49,58,53,50,169,221,91,278,23,994,0,0,0,0,0,0,0,0,0,0,3,31,0,0,0,0,0,0,0,39,0,19,3,0,0,0,0,4,0,28,0,12,7,3,0,0,0,0,0,17,3,13,6,6,3,0,0,0,0,28,5,15,20,16,10,5,0,5,5,79,6,10,29,18,26,8,5,4,0,114,11,8,22,34,51,23,10,19,3,194,6,4,13,27,59,45,12,19,4,193
LGA51080,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,5,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51120,0,0,0,0,0,3,0,4,0,6,0,0,0,0,0,5,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,5,0,0,0,0,4,0,0,6,0,16,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,5,11,7,34,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5
LGA51190,7,19,44,27,70,78,29,24,6,297,19,16,27,24,120,113,31,39,3,396,32,16,26,33,156,174,57,78,16,580,16,8,11,21,117,161,69,80,12,498,11,12,4,11,72,120,59,117,3,407,8,5,6,5,45,96,59,107,6,336,23,5,8,9,56,125,44,207,4,483,0,0,0,0,3,18,5,46,0,85,0,0,0,0,3,6,6,42,0,69,0,0,0,0,0,12,4,10,9,34,146,241,208,165,737,1003,376,801,67,3743,3,15,0,0,0,0,0,0,0,20,9,111,0,0,0,0,0,0,0,123,9,96,13,0,0,0,0,0,5,124,9,83,28,11,4,5,0,0,0,142,12,99,68,14,13,7,0,5,0,210,23,115,151,53,22,10,8,4,0,393,18,60,168,101,68,35,5,11,11,480,20,37,96,117,137,45,7,19,9,482,35,28,67,88,143,72,19,34,4,494
LGA51260,13,19,39,29,44,50,8,10,5,224,12,19,26,40,100,80,16,26,0,315,21,21,22,37,127,142,35,52,4,460,10,8,12,17,73,131,42,51,0,346,8,5,13,6,48,87,29,38,3,224,9,0,0,8,25,56,13,33,0,135,3,3,4,9,9,52,20,54,4,167,0,0,0,3,0,5,0,9,0,26,0,0,0,0,4,0,7,16,0,25,0,0,0,0,0,5,0,6,6,23,86,199,211,192,502,676,186,312,29,2384,0,8,0,0,0,0,0,0,3,11,21,158,0,0,0,0,0,0,4,186,8,90,14,7,0,0,0,0,0,119,3,73,25,0,10,6,0,5,4,124,6,84,50,13,6,0,0,0,0,169,12,62,97,37,23,7,7,0,0,253,22,64,111,95,48,26,0,10,7,384,19,33,83,83,89,40,10,9,9,380,10,27,47,47,78,49,9,20,3,298
LGA51310,4,12,40,18,17,9,3,0,0,114,8,10,21,19,52,40,4,9,5,162,0,13,14,15,81,68,15,17,0,219,4,7,12,10,39,49,12,14,0,151,10,0,3,5,35,45,7,16,0,124,0,4,0,5,8,21,14,12,0,69,0,0,0,0,11,21,7,40,0,88,0,0,0,0,0,3,4,4,0,20,0,0,0,0,0,0,0,16,0,22,0,0,0,0,4,0,0,0,5,15,32,124,151,79,271,290,66,142,17,1170,0,9,0,0,0,0,0,0,0,16,9,180,3,0,0,0,0,0,0,200,7,124,25,7,0,0,0,0,6,164,5,87,22,3,4,0,0,0,0,130,12,86,55,5,4,0,0,0,0,163,11,82,104,32,12,8,0,0,3,255,10,52,116,62,41,12,3,3,4,306,12,32,88,61,94,29,6,13,3,348,13,26,42,51,118,43,12,14,8,320
LGA51330,15,43,122,63,177,180,58,52,12,733,18,48,85,76,388,311,82,88,24,1117,33,40,55,61,538,573,141,178,15,1634,37,39,37,48,382,500,177,228,11,1466,39,19,22,30,273,481,167,242,10,1283,34,11,12,17,141,253,126,287,8,886,61,14,16,22,167,298,206,634,8,1410,18,4,6,0,27,52,28,137,4,276,14,3,0,5,12,25,20,108,0,178,4,0,0,0,10,17,6,18,29,94,301,545,555,390,2271,2863,1054,2033,134,10147,4,19,0,0,0,0,0,0,0,35,12,248,15,0,0,0,5,4,0,282,12,288,38,7,3,0,0,0,3,352,12,195,99,13,12,11,0,5,6,340,11,156,130,24,8,7,0,4,8,353,14,189,239,71,31,19,0,12,12,583,28,80,207,116,87,37,4,9,4,575,23,80,145,162,172,79,14,34,11,716,14,47,79,116,214,121,30,47,8,671
LGA51400,0,5,8,4,10,9,3,3,0,41,0,0,12,9,13,6,7,8,0,59,6,0,3,4,25,29,6,8,0,75,0,0,3,0,8,26,5,12,0,54,0,0,0,4,0,18,3,14,0,43,0,0,0,0,0,17,3,14,0,40,4,3,0,0,7,22,13,20,0,70,0,0,0,0,4,3,0,0,6,7,0,0,0,0,0,3,0,4,0,8,0,0,0,0,0,0,0,0,6,4,16,50,50,27,86,148,43,77,11,505,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,26,0,14,3,0,0,0,0,0,0,19,0,17,0,0,0,0,0,0,0,16,0,15,8,8,0,0,0,0,0,24,0,13,16,7,3,0,0,0,0,49,5,8,20,17,11,6,0,3,6,70,0,8,14,16,25,0,5,5,0,73,4,9,11,3,15,0,0,10,0,47
LGA51470,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,4,0,0,0,4,0,0,0,0,4,0,0,3,0,9,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,3,15,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
LGA51540,0,0,3,0,5,4,0,0,0,12,0,0,0,0,8,12,0,5,0,24,4,0,0,0,4,16,0,3,0,36,0,0,0,0,10,13,3,8,0,35,0,0,0,0,6,8,0,13,0,33,0,0,0,0,5,3,3,12,0,22,0,0,0,0,7,8,6,23,0,51,0,0,0,0,0,4,7,8,0,21,3,0,0,0,0,0,5,8,0,10,0,0,0,0,0,0,0,0,0,0,16,19,12,5,48,77,23,72,5,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,8,0,3,3,0,0,0,0,0,0,10,5,0,9,0,4,0,0,0,0,22,9,0,12,13,3,7,0,0,0,41,0,0,0,7,18,9,0,7,0,49,4,0,3,7,10,18,4,4,0,47
LGA51610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,9,0,3,10,16,5,6,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51680,0,0,0,5,6,7,4,7,0,19,3,0,5,4,6,6,3,4,0,29,0,3,0,0,9,19,3,5,0,41,0,0,0,0,6,9,4,3,0,29,0,0,5,0,0,8,4,11,0,29,0,0,0,0,0,5,0,10,0,21,4,0,0,0,3,11,9,14,0,48,0,0,0,0,6,7,0,5,0,20,0,0,0,0,0,5,0,4,0,3,0,0,0,0,0,0,0,0,0,3,7,23,29,16,43,70,42,69,4,306,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,5,5,3,5,0,0,0,0,13,0,0,6,5,0,0,0,0,0,8,0,4,8,0,5,0,0,0,0,15,0,0,0,0,3,0,0,0,0,8
LGA51710,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,4,0,16,3,0,0,0,8,4,0,0,0,15,0,0,0,0,8,6,0,3,0,22,3,0,0,0,3,4,4,3,0,21,0,4,0,0,9,6,6,6,4,28,0,0,0,0,10,5,6,3,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,11,13,0,4,39,34,17,32,3,146,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,6,0,3,0,0,0,0,0,0,10,0,5,3,0,0,0,0,0,0,6,0,3,0,0,4,0,0,0,0,9,0,0,0,0,5,5,8,9,0,28
LGA51750,5,9,12,6,10,3,0,0,3,51,0,3,13,10,34,18,0,4,0,82,0,8,10,12,31,29,5,10,0,105,0,3,3,13,19,25,12,5,0,89,0,3,5,0,9,26,7,10,0,55,0,3,0,0,11,16,5,3,0,37,0,4,0,0,0,13,3,9,0,32,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,13,83,73,49,144,129,42,51,10,598,0,0,0,0,0,0,0,0,0,5,10,105,0,0,0,0,0,0,0,114,7,115,12,0,0,0,0,0,0,132,8,61,17,0,0,0,0,0,0,88,6,48,36,4,0,4,0,0,3,96,3,39,44,15,4,0,0,4,0,108,3,31,33,25,28,3,4,0,0,132,4,19,29,22,22,12,0,8,0,113,0,6,17,17,18,21,9,4,0,93
LGA51820,15,48,90,76,169,192,46,56,8,698,25,51,84,100,272,293,65,89,9,987,44,56,37,84,413,533,129,207,11,1513,41,31,33,54,332,518,157,271,15,1446,32,24,18,46,271,486,176,338,15,1403,33,22,22,29,152,381,154,317,16,1111,61,20,17,30,216,504,206,623,14,1698,12,3,3,4,37,64,33,140,4,293,15,8,4,3,5,38,17,106,0,191,0,5,5,0,21,24,4,18,23,94,307,598,490,501,2026,3205,1029,2235,133,10524,3,3,5,0,3,0,0,7,3,22,12,271,11,0,0,0,0,0,3,296,27,260,34,9,0,0,3,0,0,330,23,210,79,16,0,3,6,3,5,340,7,170,138,24,7,7,0,8,7,362,22,168,251,82,40,26,3,5,3,607,30,106,235,128,110,40,16,25,15,701,36,65,172,166,217,68,19,35,8,776,29,36,91,98,217,89,21,51,5,643
LGA51860,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,6,0,6,0,0,0,0,4,4,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,3,11,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8
LGA51890,4,0,11,3,7,13,0,12,0,50,0,0,3,7,12,9,8,7,0,48,4,0,4,0,13,27,0,13,0,64,8,0,4,0,11,28,5,15,0,67,6,0,5,0,21,33,11,25,0,104,10,0,3,0,17,48,13,36,0,138,35,5,10,10,56,201,77,110,9,511,14,0,4,5,22,47,26,37,0,145,9,0,3,0,20,29,21,24,0,105,0,0,0,0,0,3,0,4,0,9,93,44,67,30,195,443,165,284,19,1342,0,0,0,0,0,0,0,0,0,0,6,14,0,0,0,0,0,0,0,17,5,11,3,0,0,0,0,0,0,20,0,15,7,0,0,0,0,0,4,27,0,14,9,0,0,0,0,0,0,26,0,26,19,13,4,5,0,7,0,67,7,8,27,5,8,0,0,0,4,59,0,3,12,17,13,3,0,3,0,60,0,3,5,4,7,10,7,3,3,38
LGA51960,0,0,0,0,0,6,0,0,0,8,0,0,0,0,3,0,0,4,0,17,0,0,0,0,0,4,3,5,0,22,0,0,0,0,5,10,0,18,4,29,0,3,0,0,5,0,5,32,0,50,4,0,0,6,0,3,3,26,4,40,24,6,5,3,12,8,18,167,4,252,12,3,0,0,0,7,13,81,0,116,10,7,3,0,4,10,9,75,0,107,0,0,0,0,0,0,0,0,0,4,57,32,18,14,26,51,50,412,10,666,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,8,4,7,0,0,0,0,11,3,0,0,0,4,0,0,0,0,12,0,0,0,0,9,0,0,0,0,16
LGA52030,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,8,3,11,4,13,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA52100,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,5,0,0,0,0,3,3,3,0,0,6,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,4,0,3,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,21,3,15,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,4,4,3,0,0,0,0,11
LGA52170,0,8,5,6,11,10,0,0,0,40,0,0,0,9,16,16,5,5,0,53,0,5,5,5,21,34,3,0,3,78,0,0,4,0,16,20,10,4,0,56,0,0,0,6,9,20,4,6,0,46,0,0,0,0,6,4,0,6,0,20,0,0,0,0,3,10,0,5,0,27,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,8,9,36,26,38,85,104,34,37,8,378,0,10,0,0,0,0,0,0,0,4,3,49,0,0,0,0,0,0,0,52,5,47,5,0,0,0,0,0,0,53,0,41,14,3,0,0,0,0,0,58,0,26,17,0,0,0,0,0,3,50,3,30,32,11,4,0,0,0,0,81,3,8,30,17,4,3,3,5,0,70,0,10,13,12,22,0,4,0,0,65,0,8,5,5,13,22,0,4,0,62
LGA52240,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,10,0,3,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7
LGA52310,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,8,6,0,8,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,3,26,0,35,0,3,0,0,0,0,0,23,0,29,5,0,0,0,0,0,3,8,0,16,0,0,0,0,0,0,0,0,0,0,18,5,0,0,4,5,6,72,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
