POW_LGA_CODE_2021,TaTW_650_799_H_0,TaTW_650_799_H_1_19,TaTW_650_799_H_20_29,TaTW_650_799_H_30_34,TaTW_650_799_H_35_39,TaTW_650_799_H_40_44,TaTW_650_799_H_45_49,TaTW_650_799_H_50ov,TaTW_650_799_H_NS,TaTW_650_799_H_Tot,TaTW_800_999_H_0,TaTW_800_999_H_1_19,TaTW_800_999_H_20_29,TaTW_800_999_H_30_34,TaTW_800_999_H_35_39,TaTW_800_999_H_40_44,TaTW_800_999_H_45_49,TaTW_800_999_H_50ov,TaTW_800_999_H_NS,TaTW_800_999_H_Tot,TaTW_1000_1249_H_0,TaTW_1000_1249_H_1_19,TaTW_1000_1249_H_20_29,TaTW_1000_1249_H_30_34,TaTW_1000_1249_H_35_39,TaTW_1000_1249_H_40_44,TaTW_1000_1249_H_45_49,TaTW_1000_1249_H_50ov,TaTW_1000_1249_H_NS,TaTW_1000_1249_H_Tot,TaTW_1250_1499_H_0,TaTW_1250_1499_H_1_19,TaTW_1250_1499_H_20_29,TaTW_1250_1499_H_30_34,TaTW_1250_1499_H_35_39,TaTW_1250_1499_H_40_44,TaTW_1250_1499_H_45_49,TaTW_1250_1499_H_50ov,TaTW_1250_1499_H_NS,TaTW_1250_1499_H_Tot,TaTW_1500_1749_H_0,TaTW_1500_1749_H_1_19,TaTW_1500_1749_H_20_29,TaTW_1500_1749_H_30_34,TaTW_1500_1749_H_35_39,TaTW_1500_1749_H_40_44,TaTW_1500_1749_H_45_49,TaTW_1500_1749_H_50ov,TaTW_1500_1749_H_NS,TaTW_1500_1749_H_Tot,TaTW_1750_1999_H_0,TaTW_1750_1999_H_1_19,TaTW_1750_1999_H_20_29,TaTW_1750_1999_H_30_34,TaTW_1750_1999_H_35_39,TaTW_1750_1999_H_40_44,TaTW_1750_1999_H_45_49,TaTW_1750_1999_H_50ov,TaTW_1750_1999_H_NS,TaTW_1750_1999_H_Tot,TaTW_2000_2999_H_0,TaTW_2000_2999_H_1_19,TaTW_2000_2999_H_20_29,TaTW_2000_2999_H_30_34,TaTW_2000_2999_H_35_39,TaTW_2000_2999_H_40_44,TaTW_2000_2999_H_45_49,TaTW_2000_2999_H_50ov,TaTW_2000_2999_H_NS,TaTW_2000_2999_H_Tot,TaTW_3000_3499_H_0,TaTW_3000_3499_H_1_19,TaTW_3000_3499_H_20_29,TaTW_3000_3499_H_30_34,TaTW_3000_3499_H_35_39,TaTW_3000_3499_H_40_44,TaTW_3000_3499_H_45_49,TaTW_3000_3499_H_50ov,TaTW_3000_3499_H_NS,TaTW_3000_3499_H_Tot,TaTW_3500mo_H_0,TaTW_3500mo_H_1_19,TaTW_3500mo_H_20_29,TaTW_3500mo_H_30_34,TaTW_3500mo_H_35_39,TaTW_3500mo_H_40_44,TaTW_3500mo_H_45_49,TaTW_3500mo_H_50ov,TaTW_3500mo_H_NS,TaTW_3500mo_H_Tot,TaTW_PINS_H_0,TaTW_PINS_H_1_19,TaTW_PINS_H_20_29,TaTW_PINS_H_30_34,TaTW_PINS_H_35_39,TaTW_PINS_H_40_44,TaTW_PINS_H_45_49,TaTW_PINS_H_50ov,TaTW_PINS_H_NS,TaTW_PINS_H_Tot,TaTW_Tot_H_0,TaTW_Tot_H_1_19,TaTW_Tot_H_20_29,TaTW_Tot_H_30_34,TaTW_Tot_H_35_39,TaTW_Tot_H_40_44,TaTW_Tot_H_45_49,TaTW_Tot_H_50ov,TaTW_Tot_H_NS,TaTW_Tot_H_Tot,CoPSW_NNI_H_0,CoPSW_NNI_H_1_19,CoPSW_NNI_H_20_29,CoPSW_NNI_H_30_34,CoPSW_NNI_H_35_39,CoPSW_NNI_H_40_44,CoPSW_NNI_H_45_49,CoPSW_NNI_H_50ov,CoPSW_NNI_H_NS,CoPSW_NNI_H_Tot,CoPSW_1_149_H_0,CoPSW_1_149_H_1_19,CoPSW_1_149_H_20_29,CoPSW_1_149_H_30_34,CoPSW_1_149_H_35_39,CoPSW_1_149_H_40_44,CoPSW_1_149_H_45_49,CoPSW_1_149_H_50ov,CoPSW_1_149_H_NS,CoPSW_1_149_H_Tot,CoPSW_150_299_H_0,CoPSW_150_299_H_1_19,CoPSW_150_299_H_20_29,CoPSW_150_299_H_30_34,CoPSW_150_299_H_35_39,CoPSW_150_299_H_40_44,CoPSW_150_299_H_45_49,CoPSW_150_299_H_50ov,CoPSW_150_299_H_NS,CoPSW_150_299_H_Tot,CoPSW_300_399_H_0,CoPSW_300_399_H_1_19,CoPSW_300_399_H_20_29,CoPSW_300_399_H_30_34,CoPSW_300_399_H_35_39,CoPSW_300_399_H_40_44,CoPSW_300_399_H_45_49,CoPSW_300_399_H_50ov,CoPSW_300_399_H_NS,CoPSW_300_399_H_Tot,CoPSW_400_499_H_0,CoPSW_400_499_H_1_19,CoPSW_400_499_H_20_29,CoPSW_400_499_H_30_34,CoPSW_400_499_H_35_39,CoPSW_400_499_H_40_44,CoPSW_400_499_H_45_49,CoPSW_400_499_H_50ov,CoPSW_400_499_H_NS,CoPSW_400_499_H_Tot,CoPSW_500_649_H_0,CoPSW_500_649_H_1_19,CoPSW_500_649_H_20_29,CoPSW_500_649_H_30_34,CoPSW_500_649_H_35_39,CoPSW_500_649_H_40_44,CoPSW_500_649_H_45_49,CoPSW_500_649_H_50ov,CoPSW_500_649_H_NS,CoPSW_500_649_H_Tot,CoPSW_650_799_H_0,CoPSW_650_799_H_1_19,CoPSW_650_799_H_20_29,CoPSW_650_799_H_30_34,CoPSW_650_799_H_35_39,CoPSW_650_799_H_40_44,CoPSW_650_799_H_45_49,CoPSW_650_799_H_50ov,CoPSW_650_799_H_NS,CoPSW_650_799_H_Tot,CoPSW_800_999_H_0,CoPSW_800_999_H_1_19,CoPSW_800_999_H_20_29,CoPSW_800_999_H_30_34,CoPSW_800_999_H_35_39,CoPSW_800_999_H_40_44,CoPSW_800_999_H_45_49,CoPSW_800_999_H_50ov,CoPSW_800_999_H_NS,CoPSW_800_999_H_Tot,CoPSW_1000_1249_H_0,CoPSW_1000_1249_H_1_19,CoPSW_1000_1249_H_20_29,CoPSW_1000_1249_H_30_34,CoPSW_1000_1249_H_35_39,CoPSW_1000_1249_H_40_44,CoPSW_1000_1249_H_45_49,CoPSW_1000_1249_H_50ov,CoPSW_1000_1249_H_NS,CoPSW_1000_1249_H_Tot
LGA56090,3,11,28,19,20,27,15,11,0,140,3,13,22,28,49,46,8,16,0,188,5,9,16,12,57,61,20,29,4,213,0,10,6,3,49,54,15,42,3,191,6,5,8,4,21,38,20,41,0,144,3,0,0,0,9,27,20,33,0,93,0,0,6,0,15,21,12,53,0,110,5,0,0,0,3,4,3,9,0,13,3,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,9,7,19,47,157,139,85,264,305,122,275,21,1390,0,0,0,0,0,0,0,0,0,4,3,70,3,0,0,0,0,0,0,79,4,62,8,0,0,0,0,0,0,71,0,38,12,5,0,4,0,0,0,62,0,31,35,3,0,3,0,3,3,82,3,40,69,13,0,8,0,3,0,137,7,29,56,25,19,5,0,4,0,149,6,17,36,33,58,14,4,12,0,178,9,12,18,21,38,17,6,7,4,132
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56230,0,8,14,4,28,14,5,9,0,82,3,7,15,14,43,26,3,11,0,121,0,0,3,12,40,35,7,20,0,123,5,6,0,0,29,30,12,25,0,106,5,0,0,0,38,32,7,34,0,118,6,3,6,5,60,26,14,33,3,149,32,0,18,9,199,81,50,90,3,483,0,0,0,3,51,17,12,28,0,110,6,0,0,0,11,5,13,13,0,53,0,0,4,0,0,0,0,0,4,14,65,80,90,65,522,280,140,283,20,1542,0,3,0,0,0,0,0,0,0,6,4,26,0,0,0,0,0,0,0,30,0,32,7,0,0,0,0,0,0,41,3,24,11,0,0,0,0,0,0,39,0,25,12,0,4,0,0,0,0,47,3,31,35,7,0,0,0,3,0,83,3,12,24,7,20,7,0,0,0,79,0,8,12,11,19,10,0,0,3,71,0,7,15,12,15,8,0,5,0,67
LGA56300,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,3,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,4,3,3,9,0,43,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,6,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,8,0,0,3,5,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3
LGA56370,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,3,3,11,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4
LGA56460,0,3,8,0,15,4,3,0,0,40,0,0,5,9,10,9,4,8,0,41,3,0,0,0,9,20,5,8,0,52,0,0,0,0,6,15,0,6,0,27,0,0,0,0,4,8,4,9,0,28,0,0,0,0,0,10,0,9,0,21,0,0,0,0,6,4,0,14,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,24,17,14,52,91,21,48,3,280,0,4,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,4,0,16,5,7,16,4,6,0,0,4,0,37,3,11,18,11,3,4,0,4,0,53,5,4,6,22,9,7,8,6,0,64,0,0,5,12,14,13,0,6,0,48
LGA56580,3,10,15,18,29,12,6,4,0,101,5,5,18,18,55,28,8,6,0,146,8,11,13,14,74,62,15,14,4,213,7,4,5,19,59,66,17,22,0,199,0,0,5,8,59,62,8,16,0,171,7,0,3,6,24,40,16,16,0,116,6,4,3,5,32,48,13,28,3,137,0,0,0,5,4,8,0,9,0,19,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,3,0,0,4,8,43,122,99,91,366,353,84,131,11,1300,6,4,3,0,0,0,0,0,0,13,3,126,4,0,0,0,0,5,0,143,7,109,11,4,0,0,0,0,0,133,4,71,26,4,0,0,0,0,3,111,9,73,44,5,3,3,0,0,4,135,4,79,87,22,16,9,0,0,4,207,13,54,86,31,30,10,3,8,0,240,13,31,62,69,63,30,7,12,0,283,3,20,46,46,107,67,14,18,0,313
LGA56620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3
LGA56730,0,3,5,14,5,12,4,11,0,52,5,7,5,7,24,20,3,9,0,70,0,0,6,3,36,36,15,6,0,108,0,3,0,0,22,35,7,20,0,93,3,0,0,0,20,26,8,13,4,69,0,0,0,0,6,20,6,8,0,45,0,0,0,0,7,11,0,17,0,49,0,0,0,0,4,0,0,3,0,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,8,20,45,34,39,154,188,54,104,12,637,0,4,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,6,0,20,0,0,0,0,0,0,0,19,0,11,7,0,0,0,0,0,0,22,3,9,4,3,0,0,0,0,0,29,5,15,19,5,8,0,0,0,0,56,3,3,24,11,4,0,0,0,0,61,10,6,18,18,20,12,5,4,0,92,10,9,16,19,30,21,4,10,0,114
LGA56790,0,0,5,7,0,0,0,0,0,17,0,0,3,4,0,6,0,3,0,10,0,3,0,0,0,4,0,0,0,12,0,0,0,3,5,0,0,0,0,14,0,0,0,0,0,3,0,3,0,8,0,0,3,0,0,0,0,0,0,5,5,0,0,3,0,0,0,10,0,20,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,14,16,9,15,20,5,27,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,3,0,0,0,0,5,0,9,0,5,5,0,0,0,0,0,0,9,3,6,6,5,0,0,0,0,0,20,0,0,7,0,0,0,0,0,0,11,3,0,0,4,8,3,0,3,0,22,0,0,0,3,5,3,0,3,0,11
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,6,0,0,0,0,6,9,0,0,0,12,0,0,5,0,6,0,0,0,0,14,0,0,0,0,0,5,0,0,0,8,0,0,3,0,0,0,0,3,0,10,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,7,20,13,4,12,0,76,0,0,0,0,0,0,0,0,0,0,7,22,0,0,0,0,0,0,0,31,0,23,0,0,0,0,0,0,0,23,0,3,3,0,0,0,0,0,0,11,0,8,0,0,0,0,0,0,0,12,0,3,10,0,0,0,0,0,0,18,0,3,0,3,0,0,0,0,0,8,0,0,0,0,3,3,0,0,0,20,0,0,0,9,9,4,0,0,0,23
LGA57000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,5,3,0,5,4,0,0,0,0,0,0,13,0,10,0,4,0,0,0,0,0,11,0,19,12,4,4,3,4,7,9,63,0,110,8,0,3,0,0,0,0,32,0,42,0,0,0,0,0,0,0,15,0,24,0,0,0,0,0,0,0,0,0,4,25,7,10,3,11,8,13,138,5,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57080,12,54,167,93,140,50,15,23,13,571,26,50,120,107,286,168,46,55,17,878,40,49,84,107,526,402,106,107,19,1444,51,37,59,70,507,428,102,132,10,1390,51,27,41,49,394,356,96,204,18,1237,74,18,20,30,253,289,81,235,14,1022,207,44,45,64,373,735,248,714,30,2463,86,14,16,6,91,279,126,326,3,954,222,29,21,15,111,284,126,519,15,1330,4,4,5,3,17,26,0,11,46,108,819,705,832,619,2792,3104,960,2356,214,12400,12,17,3,0,4,5,0,5,4,48,25,248,16,0,0,0,0,0,3,289,44,453,62,11,0,3,0,4,13,585,28,411,124,19,9,8,0,0,14,613,24,336,248,31,18,14,5,8,10,694,39,310,471,114,56,31,9,13,28,1072,50,190,423,227,160,59,19,30,26,1188,52,127,301,262,338,163,38,55,20,1354,63,81,210,208,459,384,105,117,13,1646
LGA57140,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,4,0,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,7
LGA57210,4,0,0,3,3,5,4,3,0,21,0,6,0,0,7,6,4,5,0,29,4,3,0,0,6,16,8,5,0,43,0,0,0,0,3,6,3,8,0,24,0,0,0,0,3,6,17,6,0,31,0,0,0,0,0,6,4,3,0,9,0,0,0,0,0,0,3,3,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19,13,11,32,50,50,41,4,234,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,3,4,5,0,0,0,0,0,0,15,0,4,5,0,0,5,3,0,0,15,0,0,7,3,3,0,0,0,0,21,0,0,3,5,7,4,0,4,0,29
LGA57280,10,0,5,5,6,6,0,12,0,55,5,3,6,10,11,18,3,15,0,66,5,0,5,8,19,21,6,41,3,101,7,5,0,10,19,24,14,60,5,138,15,3,7,8,20,35,20,98,4,201,18,14,3,5,18,31,21,135,3,252,95,16,24,7,46,74,80,497,13,853,60,10,14,0,22,39,61,277,4,495,48,13,11,0,12,39,55,257,0,438,0,0,0,0,0,6,0,4,7,23,257,89,94,46,191,302,265,1405,49,2700,0,0,0,0,0,0,0,0,0,5,0,14,0,0,0,0,0,0,0,14,0,26,4,0,0,0,0,0,0,30,0,20,0,0,0,0,0,0,0,25,0,15,6,0,0,0,0,0,0,25,3,11,21,5,4,6,0,5,0,48,5,12,15,6,8,4,0,9,0,56,7,3,3,19,18,24,0,7,0,79,6,4,10,15,28,21,6,12,0,105
LGA57350,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,0,7,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,3,0,0,0,4
LGA57420,0,4,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,3,0,12,0,0,0,0,0,4,0,7,0,18,0,3,0,0,3,0,0,6,0,17,0,0,0,0,4,4,4,18,0,33,7,0,0,0,5,0,0,32,0,43,16,4,3,5,4,8,7,118,4,158,3,0,4,0,0,0,3,54,0,75,7,0,0,0,3,0,3,24,0,29,0,0,0,3,0,0,0,7,0,16,34,16,13,19,23,20,16,279,9,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,3,0,3,3,0,0,0,0,9,0,0,0,0,9,0,0,0,0,11
LGA57490,16,42,88,71,100,74,20,24,4,439,20,19,58,68,191,134,30,47,8,564,21,24,34,43,214,216,54,79,11,690,16,12,6,18,170,245,55,113,5,653,25,14,18,17,113,219,68,145,11,625,14,17,9,15,64,138,45,123,10,430,28,5,7,18,80,183,52,243,4,623,3,0,0,0,5,24,12,50,4,106,0,0,0,0,4,8,11,24,7,61,0,3,0,0,8,12,0,7,19,52,192,425,395,318,1062,1347,368,903,90,5097,9,28,0,3,0,0,0,3,0,42,13,244,16,3,0,0,0,3,5,283,19,231,48,7,0,0,0,3,4,316,19,188,86,15,6,4,0,8,3,335,14,171,133,28,22,10,3,7,0,398,36,186,298,91,42,20,5,17,12,713,43,123,297,160,133,51,10,21,16,866,42,66,196,232,239,108,18,36,3,937,30,50,91,146,244,159,20,67,10,813
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57700,9,7,7,9,26,16,5,7,0,82,0,9,10,13,29,34,9,13,4,123,3,3,7,12,34,42,27,29,4,157,4,0,3,6,25,36,15,20,0,114,0,4,4,5,20,39,14,41,4,130,0,0,0,3,4,14,5,24,0,50,0,0,0,0,11,17,20,26,3,79,0,0,0,0,0,0,0,9,0,17,0,0,0,0,0,0,0,18,0,25,0,0,0,5,3,8,0,0,3,19,29,102,77,78,180,234,108,190,18,1033,0,0,0,0,0,0,0,0,0,6,7,49,0,0,0,0,0,0,0,56,4,47,7,0,0,0,0,0,0,61,0,45,17,0,0,0,0,0,0,61,0,31,24,3,0,0,0,0,5,67,3,29,40,26,15,0,0,3,5,119,8,13,46,38,34,9,0,0,4,149,7,9,30,25,40,10,0,7,0,132,4,0,16,28,36,23,0,3,0,109
LGA57770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,13,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,4,0,0,10,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,11,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,6,3,0,6,14,10,10,35,0,74,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,3,0,0,0,3,0,0,15,0,0,7,3,0,6,0,0,0,12,0,0,0,4,5,7,4,0,0,10
LGA57840,3,17,36,11,38,18,9,11,0,141,4,24,36,21,52,37,10,10,9,204,10,11,15,18,86,79,24,19,4,260,16,8,11,10,67,73,24,31,0,233,10,9,3,7,55,37,14,25,4,163,3,0,0,5,31,23,8,19,0,85,6,0,4,4,9,20,12,38,0,90,5,0,0,0,0,4,0,7,0,23,4,0,3,0,0,0,0,13,0,25,0,0,0,0,5,0,0,0,0,5,69,155,164,101,360,317,97,180,21,1449,0,8,0,0,0,6,0,0,0,13,5,129,7,0,0,0,0,0,0,146,10,162,21,4,4,0,0,4,3,199,13,110,33,4,0,0,0,0,7,158,9,102,60,16,3,0,0,0,4,191,4,93,133,26,12,4,0,5,3,290,7,70,140,68,52,23,5,8,0,375,19,49,92,104,95,40,10,19,5,426,8,18,37,44,112,63,9,21,5,313
LGA57910,26,80,139,102,245,209,59,60,16,932,32,61,132,147,485,367,95,95,12,1427,45,61,105,136,653,667,155,175,20,2015,49,23,39,75,469,653,148,216,23,1703,30,21,28,51,316,595,174,249,16,1488,30,12,16,29,148,339,131,213,10,933,40,12,22,32,137,326,146,418,10,1152,6,4,3,0,21,64,18,81,3,199,7,4,11,8,9,39,24,91,5,188,0,12,4,0,22,18,5,15,46,124,359,815,836,678,2732,3514,995,1682,179,11789,14,33,14,3,4,0,0,0,5,67,31,484,21,0,0,0,0,4,6,551,30,470,68,15,4,5,0,3,8,592,29,400,150,20,9,0,0,6,3,631,20,413,258,44,19,9,4,8,8,788,57,377,570,159,77,30,7,15,19,1313,62,230,512,286,203,84,22,34,15,1437,68,163,389,324,443,160,33,72,24,1666,55,93,190,254,488,225,62,100,19,1480
LGA57980,0,9,18,20,29,13,0,3,0,95,3,11,27,21,48,49,0,7,3,175,5,3,24,12,80,97,15,29,0,273,3,6,7,7,57,82,21,13,3,211,6,4,6,7,37,75,15,28,0,188,3,3,4,3,33,34,21,17,4,121,6,3,0,10,29,45,24,96,0,218,3,0,0,0,5,6,7,17,0,40,6,3,0,3,0,3,7,22,0,41,0,0,0,0,3,4,0,3,4,20,48,134,135,89,357,439,123,247,19,1582,0,7,0,0,0,0,0,0,0,11,5,101,3,0,0,0,0,0,0,109,7,98,20,0,0,0,0,0,0,130,8,101,35,3,0,0,0,0,0,153,7,71,46,5,9,0,4,0,0,142,12,96,93,16,6,12,0,0,0,244,11,61,81,61,37,19,4,3,0,285,12,27,58,53,91,31,6,11,0,290,8,24,39,37,54,49,6,27,0,253
