POW_LGA_CODE_2021,CL_nfd_650_799_Mng,CL_nfd_650_799_Pro,CL_nfd_650_799_TecTW,CL_nfd_650_799_CoPSW,CL_nfd_650_799_ClAW,CL_nfd_650_799_SWks,CL_nfd_650_799_MaOpDv,CL_nfd_650_799_Lab,CL_nfd_650_799_IDNS,CL_nfd_650_799_Tot,CL_nfd_800_999_Mng,CL_nfd_800_999_Pro,CL_nfd_800_999_TecTW,CL_nfd_800_999_CoPSW,CL_nfd_800_999_ClAW,CL_nfd_800_999_SWks,CL_nfd_800_999_MaOpDv,CL_nfd_800_999_Lab,CL_nfd_800_999_IDNS,CL_nfd_800_999_Tot,CL_nfd_1000_1249_Mng,CL_nfd_1000_1249_Pro,CL_nfd_1000_1249_TecTW,CL_nfd_1000_1249_CoPSW,CL_nfd_1000_1249_ClAW,CL_nfd_1000_1249_SWks,CL_nfd_1000_1249_MaOpDv,CL_nfd_1000_1249_Lab,CL_nfd_1000_1249_IDNS,CL_nfd_1000_1249_Tot,CL_nfd_1250_1499_Mng,CL_nfd_1250_1499_Pro,CL_nfd_1250_1499_TecTW,CL_nfd_1250_1499_CoPSW,CL_nfd_1250_1499_ClAW,CL_nfd_1250_1499_SWks,CL_nfd_1250_1499_MaOpDv,CL_nfd_1250_1499_Lab,CL_nfd_1250_1499_IDNS,CL_nfd_1250_1499_Tot,CL_nfd_1500_1749_Mng,CL_nfd_1500_1749_Pro,CL_nfd_1500_1749_TecTW,CL_nfd_1500_1749_CoPSW,CL_nfd_1500_1749_ClAW,CL_nfd_1500_1749_SWks,CL_nfd_1500_1749_MaOpDv,CL_nfd_1500_1749_Lab,CL_nfd_1500_1749_IDNS,CL_nfd_1500_1749_Tot,CL_nfd_1750_1999_Mng,CL_nfd_1750_1999_Pro,CL_nfd_1750_1999_TecTW,CL_nfd_1750_1999_CoPSW,CL_nfd_1750_1999_ClAW,CL_nfd_1750_1999_SWks,CL_nfd_1750_1999_MaOpDv,CL_nfd_1750_1999_Lab,CL_nfd_1750_1999_IDNS,CL_nfd_1750_1999_Tot,CL_nfd_2000_2999_Mng,CL_nfd_2000_2999_Pro,CL_nfd_2000_2999_TecTW,CL_nfd_2000_2999_CoPSW,CL_nfd_2000_2999_ClAW,CL_nfd_2000_2999_SWks,CL_nfd_2000_2999_MaOpDv,CL_nfd_2000_2999_Lab,CL_nfd_2000_2999_IDNS,CL_nfd_2000_2999_Tot,CL_nfd_3000_3499_Mng,CL_nfd_3000_3499_Pro,CL_nfd_3000_3499_TecTW,CL_nfd_3000_3499_CoPSW,CL_nfd_3000_3499_ClAW,CL_nfd_3000_3499_SWks,CL_nfd_3000_3499_MaOpDv,CL_nfd_3000_3499_Lab,CL_nfd_3000_3499_IDNS,CL_nfd_3000_3499_Tot,CL_nfd_3500mo_Mng,CL_nfd_3500mo_Pro,CL_nfd_3500mo_TecTW,CL_nfd_3500mo_CoPSW,CL_nfd_3500mo_ClAW,CL_nfd_3500mo_SWks,CL_nfd_3500mo_MaOpDv,CL_nfd_3500mo_Lab,CL_nfd_3500mo_IDNS,CL_nfd_3500mo_Tot,CL_nfd_PINS_Mng,CL_nfd_PINS_Pro,CL_nfd_PINS_TecTW,CL_nfd_PINS_CoPSW,CL_nfd_PINS_ClAW,CL_nfd_PINS_SWks,CL_nfd_PINS_MaOpDv,CL_nfd_PINS_Lab,CL_nfd_PINS_IDNS,CL_nfd_PINS_Tot,CL_nfd_Tot_Mng,CL_nfd_Tot_Pro,CL_nfd_Tot_TecTW,CL_nfd_Tot_CoPSW,CL_nfd_Tot_ClAW,CL_nfd_Tot_SWks,CL_nfd_Tot_MaOpDv,CL_nfd_Tot_Lab,CL_nfd_Tot_IDNS,CL_nfd_Tot_Tot,CIII_IV_NNI_Mng,CIII_IV_NNI_Pro,CIII_IV_NNI_TecTW,CIII_IV_NNI_CoPSW,CIII_IV_NNI_ClAW,CIII_IV_NNI_SWks,CIII_IV_NNI_MaOpDv,CIII_IV_NNI_Lab,CIII_IV_NNI_IDNS,CIII_IV_NNI_Tot,CIII_IV_1_149_Mng,CIII_IV_1_149_Pro,CIII_IV_1_149_TecTW,CIII_IV_1_149_CoPSW,CIII_IV_1_149_ClAW,CIII_IV_1_149_SWks,CIII_IV_1_149_MaOpDv,CIII_IV_1_149_Lab,CIII_IV_1_149_IDNS,CIII_IV_1_149_Tot,CIII_IV_150_299_Mng,CIII_IV_150_299_Pro,CIII_IV_150_299_TecTW,CIII_IV_150_299_CoPSW,CIII_IV_150_299_ClAW,CIII_IV_150_299_SWks,CIII_IV_150_299_MaOpDv,CIII_IV_150_299_Lab,CIII_IV_150_299_IDNS,CIII_IV_150_299_Tot,CIII_IV_300_399_Mng,CIII_IV_300_399_Pro,CIII_IV_300_399_TecTW,CIII_IV_300_399_CoPSW,CIII_IV_300_399_ClAW,CIII_IV_300_399_SWks,CIII_IV_300_399_MaOpDv,CIII_IV_300_399_Lab,CIII_IV_300_399_IDNS,CIII_IV_300_399_Tot,CIII_IV_400_499_Mng,CIII_IV_400_499_Pro,CIII_IV_400_499_TecTW,CIII_IV_400_499_CoPSW,CIII_IV_400_499_ClAW,CIII_IV_400_499_SWks,CIII_IV_400_499_MaOpDv,CIII_IV_400_499_Lab,CIII_IV_400_499_IDNS,CIII_IV_400_499_Tot,CIII_IV_500_649_Mng,CIII_IV_500_649_Pro,CIII_IV_500_649_TecTW,CIII_IV_500_649_CoPSW,CIII_IV_500_649_ClAW,CIII_IV_500_649_SWks,CIII_IV_500_649_MaOpDv,CIII_IV_500_649_Lab,CIII_IV_500_649_IDNS,CIII_IV_500_649_Tot,CIII_IV_650_799_Mng,CIII_IV_650_799_Pro,CIII_IV_650_799_TecTW,CIII_IV_650_799_CoPSW,CIII_IV_650_799_ClAW,CIII_IV_650_799_SWks,CIII_IV_650_799_MaOpDv,CIII_IV_650_799_Lab,CIII_IV_650_799_IDNS,CIII_IV_650_799_Tot,CIII_IV_800_999_Mng,CIII_IV_800_999_Pro,CIII_IV_800_999_TecTW,CIII_IV_800_999_CoPSW,CIII_IV_800_999_ClAW,CIII_IV_800_999_SWks,CIII_IV_800_999_MaOpDv,CIII_IV_800_999_Lab,CIII_IV_800_999_IDNS,CIII_IV_800_999_Tot,CIII_IV_1000_1249_Mng,CIII_IV_1000_1249_Pro,CIII_IV_1000_1249_TecTW,CIII_IV_1000_1249_CoPSW,CIII_IV_1000_1249_ClAW,CIII_IV_1000_1249_SWks,CIII_IV_1000_1249_MaOpDv,CIII_IV_1000_1249_Lab,CIII_IV_1000_1249_IDNS,CIII_IV_1000_1249_Tot
LGA56090,0,0,3,5,3,3,0,3,0,25,0,4,0,7,9,0,0,0,0,21,7,0,6,3,11,0,3,3,0,37,0,0,4,6,5,3,3,0,0,23,4,0,0,10,0,0,0,0,0,14,0,0,0,3,0,0,0,5,0,14,5,3,3,5,4,4,3,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,18,48,42,19,16,21,3,213,7,0,4,0,0,0,0,0,0,16,6,4,5,10,4,7,0,0,0,33,0,9,0,17,4,14,0,10,4,59,8,0,16,9,8,7,5,13,0,65,6,8,23,31,8,6,5,18,0,93,9,9,44,50,20,12,9,13,0,161,9,9,72,52,29,23,11,27,0,221,14,6,84,69,26,15,17,30,0,261,17,13,135,46,36,19,30,41,6,333
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5
LGA56230,0,3,0,3,3,0,0,4,0,13,0,0,0,0,3,0,0,0,0,9,0,0,0,0,4,0,0,3,0,17,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,5,0,0,4,0,3,5,0,0,0,7,0,0,13,4,0,6,0,0,0,11,0,0,26,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,13,12,19,9,14,7,23,18,3,105,5,0,4,0,0,0,0,0,0,17,0,0,0,4,8,4,0,0,0,19,3,0,6,9,3,7,0,3,0,37,7,0,9,11,6,11,0,3,0,46,0,0,12,16,4,13,0,7,0,55,4,3,32,33,19,10,3,12,0,120,0,0,30,35,15,9,6,15,0,105,13,4,48,28,19,5,6,14,7,153,12,6,69,30,17,4,12,12,5,168
LGA56300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,11,3,0,4,6,4,0,0,0,0,16,4,0,3,0,0,0,0,0,0,12,3,0,6,0,0,0,4,3,0,20
LGA56370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,3,0,0,0,0,0,0,4,3,0,5,4,0,0,0,5,0,13,3,0,0,0,0,0,0,0,0,10
LGA56460,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,4,0,6,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,8,6,0,0,5,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,5,0,5,5,6,4,0,0,0,22,3,0,10,8,3,5,5,5,0,41,0,0,9,15,11,8,3,3,0,56,3,8,24,23,7,8,0,10,0,81,8,4,30,14,12,4,14,4,0,97
LGA56580,0,0,4,9,8,0,5,4,0,27,0,0,0,10,7,0,0,0,0,18,0,0,0,7,11,0,3,0,3,33,0,4,0,4,16,0,0,0,0,21,3,0,0,0,7,0,0,0,0,20,5,0,0,0,0,0,0,0,0,13,10,4,0,0,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,25,14,14,44,56,12,9,12,0,194,3,0,0,0,0,0,0,0,3,7,0,0,0,10,0,0,0,0,0,16,0,0,9,4,0,0,0,9,0,23,7,4,8,13,5,0,0,3,0,39,0,3,10,26,5,7,0,7,0,60,0,5,19,40,20,0,0,6,6,101,7,6,25,51,24,3,5,17,0,144,8,8,40,67,29,7,4,17,0,181,20,12,80,61,52,7,10,15,5,256
LGA56620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,4
LGA56730,0,0,0,4,3,0,0,0,0,14,0,0,0,0,0,6,0,0,0,11,0,0,0,3,0,0,6,0,0,9,0,0,3,4,0,0,0,0,0,12,0,0,0,4,3,0,3,0,0,10,0,0,0,4,0,5,0,0,0,10,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,7,19,13,20,14,14,0,96,0,0,4,0,3,0,0,0,0,13,0,0,3,0,3,3,0,0,0,11,3,0,0,9,0,0,3,3,0,16,0,0,3,4,0,3,3,7,0,26,3,5,11,4,3,3,0,7,0,30,7,0,14,21,7,6,0,0,0,55,3,0,20,25,13,17,7,13,0,90,9,8,44,31,14,18,8,18,0,151,23,14,48,40,24,17,15,20,7,195
LGA56790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,6,0,7,3,0,5,0,0,0,0,0,0,12,0,0,5,9,3,4,0,0,0,29,7,0,5,6,0,0,0,3,0,22,12,0,6,5,0,0,0,3,0,33,9,0,6,3,3,0,0,11,0,35
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5
LGA56930,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,6,4,0,0,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,6,0,0,5,0,0,0,0,5,0,8,0,0,3,4,3,0,0,0,0,15,0,0,3,3,6,0,0,4,0,13
LGA57000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,6
LGA57080,5,10,12,21,50,8,0,20,0,133,9,11,15,24,103,10,6,16,4,193,12,19,18,47,143,14,8,9,4,281,32,41,18,28,164,7,8,10,5,312,29,60,9,18,116,5,5,8,4,261,22,56,16,22,62,12,8,5,0,212,69,86,33,25,88,19,13,12,3,343,26,29,12,0,13,5,11,0,0,92,63,39,12,0,10,10,3,0,3,145,0,0,0,0,8,0,0,0,0,17,273,371,162,244,814,118,69,118,35,2201,0,0,15,8,10,5,0,6,9,46,0,7,4,29,15,22,0,13,0,91,3,7,18,61,31,27,4,31,13,198,9,11,32,88,43,38,8,38,8,274,10,9,52,88,78,47,5,46,8,342,18,29,91,176,160,46,5,98,15,624,34,59,141,243,290,70,15,85,19,963,71,76,239,247,516,76,40,91,14,1383,120,189,397,357,820,87,61,95,32,2162
LGA57140,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,7,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,4,3,0,12,0,0,4,0,0,0,0,4,0,7,4,0,0,0,0,0,3,0,0,8
LGA57210,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,8,6,7,0,9,7,0,51,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,3,0,16,3,0,0,0,7,0,0,5,0,19,6,0,4,0,0,0,0,8,0,23,11,0,6,5,3,5,3,3,0,38,7,0,10,0,7,5,0,12,0,53,13,0,13,17,10,3,0,21,4,78,12,0,21,14,7,0,5,20,8,92
LGA57280,0,0,0,4,0,0,0,0,0,11,0,0,3,0,0,4,0,0,0,11,0,0,0,0,4,0,3,0,0,15,0,0,0,3,4,0,0,3,0,17,3,0,10,0,8,0,0,0,0,16,0,5,3,0,0,0,0,5,0,11,3,5,4,0,0,0,11,4,3,30,0,6,3,0,0,0,3,4,0,18,3,5,4,0,0,0,20,0,0,38,0,0,0,0,0,0,0,0,0,3,15,19,27,23,26,14,37,13,7,181,0,0,4,0,0,0,0,0,0,13,0,0,0,4,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,11,0,0,6,0,3,0,0,0,0,13,0,0,0,5,0,0,0,4,0,22,0,0,10,13,6,3,4,14,0,51,5,0,16,10,8,3,0,14,3,64,8,0,21,28,16,10,0,6,4,99,8,11,47,27,33,20,18,25,0,182
LGA57350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,10,7,0,3,0,0,0,0,5,0,15
LGA57420,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,7,0,3,0,4,0,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,5,0,0,3,0,4,0,0,3,0,15,0,0,7,9,3,0,0,0,0,17,7,0,3,0,0,0,0,0,0,15,9,0,0,3,8,0,9,0,3,29
LGA57490,4,7,13,38,11,10,0,5,0,87,10,3,12,33,16,14,0,5,3,92,3,11,6,24,25,7,3,8,0,95,7,3,8,9,12,7,7,5,0,53,16,0,6,10,5,0,4,4,0,46,3,4,4,0,0,3,6,0,0,29,7,0,4,4,8,5,3,0,0,32,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,6,5,0,0,11,0,0,0,0,0,0,0,0,0,8,63,39,65,194,112,91,43,62,7,675,11,0,8,12,6,0,4,5,4,52,8,11,11,29,4,28,0,22,0,124,8,7,45,81,16,70,14,58,0,296,13,11,57,111,31,70,5,39,0,343,11,14,89,133,31,87,13,59,4,432,29,26,136,251,77,101,24,75,6,723,40,21,200,346,109,77,15,75,8,889,79,40,282,378,118,104,42,100,13,1149,101,49,416,304,153,63,70,80,23,1259
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0
LGA57700,0,0,0,7,3,0,0,4,0,14,0,0,0,4,3,0,0,6,0,14,0,0,5,3,0,0,4,0,0,16,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,6,9,27,21,13,10,14,0,118,0,0,5,0,0,0,0,3,5,18,0,5,4,9,5,5,0,3,0,34,5,3,14,8,13,11,0,11,0,51,9,4,11,20,3,7,3,12,0,69,9,0,20,26,11,7,0,9,0,82,5,4,44,38,19,12,4,20,0,149,8,4,40,61,24,10,6,27,0,182,15,6,63,45,14,13,16,26,0,196,24,4,80,42,23,7,15,37,3,238
LGA57770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,3,0,3,0,5,0,0,0,5,5,0,0,0,0,6,0,0,4,6,5,0,0,4,0,13,5,6,6,0,0,0,0,0,0,14
LGA57840,3,0,0,14,5,6,0,0,0,28,0,0,3,9,3,5,0,0,0,27,0,4,6,15,16,0,0,4,0,46,6,3,0,9,4,4,0,0,0,25,0,9,4,8,11,5,0,0,0,34,0,6,3,0,0,0,0,0,0,13,6,0,3,0,3,3,3,3,0,21,0,0,3,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,24,21,32,75,54,30,8,22,4,271,0,0,3,0,0,0,0,4,0,3,0,0,0,7,0,5,0,8,0,25,0,3,3,27,6,4,0,14,4,59,4,7,10,14,12,3,0,5,0,58,3,3,19,36,7,4,0,8,0,79,0,7,29,72,16,15,4,18,4,168,6,5,50,99,26,18,6,23,4,229,14,3,65,94,38,16,0,20,3,256,20,20,92,68,44,12,8,20,0,274
LGA57910,7,4,13,54,30,16,5,15,0,151,8,19,22,67,58,28,5,16,6,224,27,23,33,45,72,22,14,16,5,244,26,20,22,33,51,17,12,8,0,184,23,24,24,13,24,13,5,3,0,137,20,6,13,8,12,8,4,4,0,77,38,30,21,8,18,6,0,7,0,126,9,5,7,0,4,3,0,0,0,26,19,11,3,0,6,4,0,0,0,46,0,0,3,0,3,0,0,5,0,13,198,152,185,318,354,201,56,113,15,1578,7,3,17,9,4,5,4,6,0,52,3,15,13,41,12,39,11,28,10,164,8,16,46,74,25,71,6,57,4,310,17,21,73,106,51,84,13,56,7,424,14,20,125,171,52,69,27,63,11,563,27,30,210,331,113,131,25,106,4,982,58,49,315,389,179,144,49,112,13,1303,128,86,530,496,276,126,92,141,27,1889,194,125,935,398,370,123,133,164,28,2466
LGA57980,0,0,0,8,15,0,0,4,0,30,0,0,5,9,11,3,0,0,0,29,0,3,3,16,20,0,0,4,0,54,7,6,0,3,13,3,0,0,0,38,4,9,6,7,13,0,0,0,0,29,6,3,0,0,4,4,0,3,0,25,8,6,0,0,3,3,0,0,0,25,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,29,31,24,57,84,31,8,19,3,281,0,0,0,6,0,0,0,0,0,3,0,3,0,7,3,0,0,3,0,22,3,5,3,18,3,8,0,7,0,53,0,4,3,29,12,14,0,8,0,70,0,8,19,26,18,10,0,8,0,90,4,13,25,59,23,15,0,9,3,164,10,10,39,61,41,16,5,14,0,193,18,9,68,68,53,11,3,17,0,253,24,25,104,50,79,16,10,31,0,342
