POW_LGA_CODE_2021,CL_nfd_650_799_Mng,CL_nfd_650_799_Pro,CL_nfd_650_799_TecTW,CL_nfd_650_799_CoPSW,CL_nfd_650_799_ClAW,CL_nfd_650_799_SWks,CL_nfd_650_799_MaOpDv,CL_nfd_650_799_Lab,CL_nfd_650_799_IDNS,CL_nfd_650_799_Tot,CL_nfd_800_999_Mng,CL_nfd_800_999_Pro,CL_nfd_800_999_TecTW,CL_nfd_800_999_CoPSW,CL_nfd_800_999_ClAW,CL_nfd_800_999_SWks,CL_nfd_800_999_MaOpDv,CL_nfd_800_999_Lab,CL_nfd_800_999_IDNS,CL_nfd_800_999_Tot,CL_nfd_1000_1249_Mng,CL_nfd_1000_1249_Pro,CL_nfd_1000_1249_TecTW,CL_nfd_1000_1249_CoPSW,CL_nfd_1000_1249_ClAW,CL_nfd_1000_1249_SWks,CL_nfd_1000_1249_MaOpDv,CL_nfd_1000_1249_Lab,CL_nfd_1000_1249_IDNS,CL_nfd_1000_1249_Tot,CL_nfd_1250_1499_Mng,CL_nfd_1250_1499_Pro,CL_nfd_1250_1499_TecTW,CL_nfd_1250_1499_CoPSW,CL_nfd_1250_1499_ClAW,CL_nfd_1250_1499_SWks,CL_nfd_1250_1499_MaOpDv,CL_nfd_1250_1499_Lab,CL_nfd_1250_1499_IDNS,CL_nfd_1250_1499_Tot,CL_nfd_1500_1749_Mng,CL_nfd_1500_1749_Pro,CL_nfd_1500_1749_TecTW,CL_nfd_1500_1749_CoPSW,CL_nfd_1500_1749_ClAW,CL_nfd_1500_1749_SWks,CL_nfd_1500_1749_MaOpDv,CL_nfd_1500_1749_Lab,CL_nfd_1500_1749_IDNS,CL_nfd_1500_1749_Tot,CL_nfd_1750_1999_Mng,CL_nfd_1750_1999_Pro,CL_nfd_1750_1999_TecTW,CL_nfd_1750_1999_CoPSW,CL_nfd_1750_1999_ClAW,CL_nfd_1750_1999_SWks,CL_nfd_1750_1999_MaOpDv,CL_nfd_1750_1999_Lab,CL_nfd_1750_1999_IDNS,CL_nfd_1750_1999_Tot,CL_nfd_2000_2999_Mng,CL_nfd_2000_2999_Pro,CL_nfd_2000_2999_TecTW,CL_nfd_2000_2999_CoPSW,CL_nfd_2000_2999_ClAW,CL_nfd_2000_2999_SWks,CL_nfd_2000_2999_MaOpDv,CL_nfd_2000_2999_Lab,CL_nfd_2000_2999_IDNS,CL_nfd_2000_2999_Tot,CL_nfd_3000_3499_Mng,CL_nfd_3000_3499_Pro,CL_nfd_3000_3499_TecTW,CL_nfd_3000_3499_CoPSW,CL_nfd_3000_3499_ClAW,CL_nfd_3000_3499_SWks,CL_nfd_3000_3499_MaOpDv,CL_nfd_3000_3499_Lab,CL_nfd_3000_3499_IDNS,CL_nfd_3000_3499_Tot,CL_nfd_3500mo_Mng,CL_nfd_3500mo_Pro,CL_nfd_3500mo_TecTW,CL_nfd_3500mo_CoPSW,CL_nfd_3500mo_ClAW,CL_nfd_3500mo_SWks,CL_nfd_3500mo_MaOpDv,CL_nfd_3500mo_Lab,CL_nfd_3500mo_IDNS,CL_nfd_3500mo_Tot,CL_nfd_PINS_Mng,CL_nfd_PINS_Pro,CL_nfd_PINS_TecTW,CL_nfd_PINS_CoPSW,CL_nfd_PINS_ClAW,CL_nfd_PINS_SWks,CL_nfd_PINS_MaOpDv,CL_nfd_PINS_Lab,CL_nfd_PINS_IDNS,CL_nfd_PINS_Tot,CL_nfd_Tot_Mng,CL_nfd_Tot_Pro,CL_nfd_Tot_TecTW,CL_nfd_Tot_CoPSW,CL_nfd_Tot_ClAW,CL_nfd_Tot_SWks,CL_nfd_Tot_MaOpDv,CL_nfd_Tot_Lab,CL_nfd_Tot_IDNS,CL_nfd_Tot_Tot,CIII_IV_NNI_Mng,CIII_IV_NNI_Pro,CIII_IV_NNI_TecTW,CIII_IV_NNI_CoPSW,CIII_IV_NNI_ClAW,CIII_IV_NNI_SWks,CIII_IV_NNI_MaOpDv,CIII_IV_NNI_Lab,CIII_IV_NNI_IDNS,CIII_IV_NNI_Tot,CIII_IV_1_149_Mng,CIII_IV_1_149_Pro,CIII_IV_1_149_TecTW,CIII_IV_1_149_CoPSW,CIII_IV_1_149_ClAW,CIII_IV_1_149_SWks,CIII_IV_1_149_MaOpDv,CIII_IV_1_149_Lab,CIII_IV_1_149_IDNS,CIII_IV_1_149_Tot,CIII_IV_150_299_Mng,CIII_IV_150_299_Pro,CIII_IV_150_299_TecTW,CIII_IV_150_299_CoPSW,CIII_IV_150_299_ClAW,CIII_IV_150_299_SWks,CIII_IV_150_299_MaOpDv,CIII_IV_150_299_Lab,CIII_IV_150_299_IDNS,CIII_IV_150_299_Tot,CIII_IV_300_399_Mng,CIII_IV_300_399_Pro,CIII_IV_300_399_TecTW,CIII_IV_300_399_CoPSW,CIII_IV_300_399_ClAW,CIII_IV_300_399_SWks,CIII_IV_300_399_MaOpDv,CIII_IV_300_399_Lab,CIII_IV_300_399_IDNS,CIII_IV_300_399_Tot,CIII_IV_400_499_Mng,CIII_IV_400_499_Pro,CIII_IV_400_499_TecTW,CIII_IV_400_499_CoPSW,CIII_IV_400_499_ClAW,CIII_IV_400_499_SWks,CIII_IV_400_499_MaOpDv,CIII_IV_400_499_Lab,CIII_IV_400_499_IDNS,CIII_IV_400_499_Tot,CIII_IV_500_649_Mng,CIII_IV_500_649_Pro,CIII_IV_500_649_TecTW,CIII_IV_500_649_CoPSW,CIII_IV_500_649_ClAW,CIII_IV_500_649_SWks,CIII_IV_500_649_MaOpDv,CIII_IV_500_649_Lab,CIII_IV_500_649_IDNS,CIII_IV_500_649_Tot,CIII_IV_650_799_Mng,CIII_IV_650_799_Pro,CIII_IV_650_799_TecTW,CIII_IV_650_799_CoPSW,CIII_IV_650_799_ClAW,CIII_IV_650_799_SWks,CIII_IV_650_799_MaOpDv,CIII_IV_650_799_Lab,CIII_IV_650_799_IDNS,CIII_IV_650_799_Tot,CIII_IV_800_999_Mng,CIII_IV_800_999_Pro,CIII_IV_800_999_TecTW,CIII_IV_800_999_CoPSW,CIII_IV_800_999_ClAW,CIII_IV_800_999_SWks,CIII_IV_800_999_MaOpDv,CIII_IV_800_999_Lab,CIII_IV_800_999_IDNS,CIII_IV_800_999_Tot,CIII_IV_1000_1249_Mng,CIII_IV_1000_1249_Pro,CIII_IV_1000_1249_TecTW,CIII_IV_1000_1249_CoPSW,CIII_IV_1000_1249_ClAW,CIII_IV_1000_1249_SWks,CIII_IV_1000_1249_MaOpDv,CIII_IV_1000_1249_Lab,CIII_IV_1000_1249_IDNS,CIII_IV_1000_1249_Tot
LGA50840,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,3,7,7,8,8,0,44,0,0,0,0,0,0,0,0,0,3,0,0,7,4,0,0,0,4,0,13,5,0,0,4,4,4,0,7,3,21,3,0,4,9,0,0,0,0,0,20,3,0,3,4,0,9,0,3,0,21,0,0,3,15,4,9,0,0,0,28,7,0,13,10,9,3,0,4,0,40,6,0,21,17,5,7,8,11,0,67,8,5,23,8,7,0,6,12,0,76
LGA50910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,3,5,0,0,0,0,9,0,0,0,4,0,0,0,0,0,13,0,0,3,0,4,0,0,0,0,6,0,0,4,4,0,0,0,5,0,15
LGA50980,0,5,0,3,3,3,0,4,0,17,3,0,0,10,4,0,0,0,0,17,0,0,0,5,3,0,0,0,0,13,0,0,5,3,3,0,0,5,0,13,4,8,4,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,17,21,10,31,25,12,0,14,0,132,0,0,7,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,5,0,5,3,0,0,4,0,18,0,0,4,0,3,4,0,7,0,34,4,5,7,6,11,0,4,7,0,43,5,0,18,18,14,8,6,12,3,87,9,3,24,21,14,14,4,15,0,115,11,11,44,40,21,8,15,23,3,179,20,17,78,41,40,18,15,32,3,254
LGA51080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,8,0,0,3,0,0,0,3,0,12,4,0,0,0,0,0,0,5,0,10,5,0,0,0,0,0,0,6,0,11
LGA51120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,15,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,5,0,0,0,3,0,0,0,0,11,0,0,4,0,7,0,4,3,0,16,7,0,0,0,0,0,0,0,0,10
LGA51190,5,5,0,16,15,8,0,11,0,60,6,7,4,20,26,10,6,6,0,85,6,6,7,14,30,13,9,10,0,81,5,0,7,6,21,3,6,0,0,51,5,4,4,6,14,5,8,4,0,44,4,3,0,6,7,0,3,0,0,28,8,5,6,0,3,0,10,0,0,36,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,3,0,0,0,5,41,30,40,111,143,64,37,52,5,527,3,0,7,4,7,3,0,0,3,29,0,0,17,17,7,21,0,12,0,71,0,6,11,34,17,28,9,17,0,128,4,10,31,37,30,27,3,20,0,162,6,12,51,85,42,46,3,31,3,281,21,17,78,165,84,65,17,67,0,523,26,28,116,193,108,80,23,63,3,631,34,33,209,187,172,67,58,105,5,873,81,60,355,191,193,71,69,99,6,1123
LGA51260,6,4,6,14,3,12,0,0,3,43,5,0,3,19,11,10,3,8,0,61,9,3,11,14,5,4,3,8,0,63,7,0,0,9,13,3,0,5,0,34,4,0,0,0,3,3,0,3,0,17,0,0,0,0,0,0,0,0,0,13,4,9,0,0,0,0,4,0,0,16,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,55,22,26,87,54,43,14,48,0,356,5,0,8,3,4,0,0,5,0,25,4,3,9,7,5,13,0,8,0,56,12,7,9,24,6,18,5,20,0,102,12,4,19,35,7,20,4,26,0,128,7,0,48,45,23,22,9,34,6,187,23,14,78,84,52,40,18,60,0,362,30,16,94,130,56,53,18,65,3,477,44,17,143,140,67,33,29,72,7,547,77,24,249,106,91,37,30,54,8,682
LGA51310,0,0,3,9,6,4,0,6,0,28,0,8,0,6,13,0,0,5,0,44,3,3,10,12,10,0,0,0,0,38,0,0,3,4,15,0,0,0,0,28,6,5,0,5,10,0,0,0,0,23,0,0,0,0,0,5,0,0,0,10,4,4,0,0,0,0,0,0,0,15,3,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,25,26,23,64,71,18,3,17,3,254,0,0,0,3,0,0,0,0,0,6,0,0,0,13,0,4,0,5,0,22,0,0,8,17,9,3,0,8,0,49,0,0,11,22,11,9,0,3,0,47,4,0,9,17,11,3,0,5,0,58,5,3,31,47,20,8,0,20,0,129,3,3,35,80,26,9,5,9,0,176,5,9,62,81,34,14,3,11,0,226,14,19,95,67,55,8,19,19,0,293
LGA51330,7,0,0,19,25,12,13,23,0,100,10,3,12,24,30,12,34,17,4,144,11,4,21,20,53,17,37,16,0,175,11,7,16,3,35,12,21,5,0,113,15,8,16,6,22,8,13,7,0,99,20,9,13,3,8,0,9,0,0,56,19,13,7,4,11,4,10,0,0,81,13,0,3,0,0,4,0,0,0,23,13,0,3,0,0,5,3,0,0,30,0,0,3,0,4,0,0,0,0,6,125,55,111,122,222,108,152,106,6,1014,4,5,13,0,5,8,3,0,4,39,7,0,7,23,10,31,7,14,5,99,10,3,24,49,20,48,10,26,0,197,9,11,43,45,16,44,21,40,3,222,15,12,60,72,44,65,35,42,5,344,18,23,139,143,65,67,69,63,4,589,27,23,233,163,103,88,111,108,6,860,83,42,380,220,251,91,319,181,17,1581,146,70,771,169,336,105,373,166,31,2162
LGA51400,0,0,0,4,0,0,0,0,0,8,0,0,0,4,4,0,0,0,0,11,0,0,0,4,0,0,0,0,0,12,0,0,0,0,3,5,0,3,0,9,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,4,18,12,7,7,11,0,66,0,0,0,0,0,0,0,0,0,5,0,0,6,4,0,3,0,5,0,16,0,0,4,5,0,3,0,5,0,27,0,0,7,3,0,5,0,5,0,30,4,0,10,11,11,7,0,7,0,47,3,3,14,12,5,12,0,13,0,59,7,6,14,29,9,3,3,12,0,80,13,0,31,25,11,6,6,14,0,105,10,6,44,19,12,4,6,14,0,121
LGA51470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,4,0,0,0,4,0,0,6
LGA51540,0,0,0,3,0,0,0,8,0,8,0,0,0,4,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,11,3,3,0,13,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,12,0,4,3,0,3,3,0,6,0,20,4,0,0,5,0,0,4,0,0,5,3,4,5,4,0,5,3,3,0,23,4,3,4,13,3,9,6,11,0,53,4,5,13,12,5,6,3,14,0,68,22,0,20,20,16,0,4,13,4,99
LGA51610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,5,0,0,0,3,0,12,0,0,3,0,0,0,5,0,0,8,4,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,3,0,10,3,0,4,0,0,0,0,0,0,11
LGA51680,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,6,3,4,0,5,12,0,38,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,3,0,3,0,0,3,0,6,4,0,0,5,8,0,0,3,0,19,4,0,5,0,0,0,0,5,0,15,4,0,11,0,3,3,0,7,0,29,6,0,5,4,3,3,0,5,0,25,4,6,12,8,5,0,0,3,0,40,4,0,17,5,7,0,10,11,0,52
LGA51710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,0,3,7,3,0,0,0,3,0,18,0,6,6,7,3,0,0,5,0,31
LGA51750,0,0,0,0,0,3,0,0,0,7,0,0,0,10,5,0,0,0,0,18,4,0,0,0,4,3,0,4,0,15,3,0,0,4,4,4,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,0,4,0,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,9,19,20,26,0,12,0,110,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,4,8,0,7,0,5,0,34,0,0,8,8,0,8,0,5,0,30,0,0,7,4,5,10,0,3,0,38,0,3,14,17,5,15,0,11,0,73,9,0,14,22,10,9,0,7,0,73,11,6,34,14,13,17,5,10,0,111,25,0,46,13,14,13,5,10,0,126
LGA51820,3,0,3,20,14,5,8,17,0,86,5,6,14,29,19,12,16,11,6,112,15,9,13,22,40,7,21,17,4,148,14,0,13,9,34,3,10,9,5,93,8,5,18,0,15,3,8,3,0,65,13,5,8,0,4,5,12,3,3,52,25,12,27,3,11,4,3,4,0,98,15,0,3,0,0,0,0,0,0,26,10,7,3,0,0,0,0,0,0,24,0,0,4,0,0,0,0,0,0,3,108,48,141,133,172,78,90,83,14,871,9,0,15,12,11,3,5,10,4,59,3,0,11,24,5,25,3,24,0,98,9,15,29,63,28,30,13,34,0,215,6,11,72,61,37,56,17,41,3,304,23,10,75,101,33,56,26,47,4,374,23,24,157,178,89,62,34,81,3,648,45,27,228,234,110,64,57,112,7,887,68,28,390,234,165,63,145,111,10,1215,116,65,762,196,236,85,211,150,18,1839
LGA51860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,5,7,0,0,0,0,0,0,11
LGA51890,0,0,0,3,3,0,0,0,0,10,0,0,0,0,3,0,0,0,0,7,0,0,4,7,0,0,4,0,0,7,0,0,0,0,3,0,0,0,0,6,0,0,4,0,0,0,3,4,0,8,0,0,0,0,0,0,0,0,0,12,0,4,3,0,0,0,0,4,0,18,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,15,11,11,16,11,3,13,7,5,93,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,0,5,0,14,0,0,3,0,3,3,0,6,0,25,0,0,6,13,5,3,0,6,0,35,0,0,13,11,6,3,0,9,0,50,3,0,20,27,3,5,4,8,0,69,3,0,19,30,11,7,5,12,0,91,6,7,28,23,16,6,11,15,0,103,5,9,33,16,25,9,18,13,3,122
LGA51960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,6,0,7,0,0,0,0,5,0,5,0,0,13,0,0,5,0,0,0,3,0,0,3,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,6,4,0,0,11,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,6,0,12,0,0,9,4,0,5,0,5,0,20,0,0,6,12,7,3,3,4,0,32
LGA52030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,3,4,0,10,4,0,3,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,7,0,0,6,0,0,0,0,3,0,14
LGA52100,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,3,0,14,0,0,4,0,4,3,0,3,0,16,5,0,4,6,0,0,0,3,0,20
LGA52170,0,0,4,3,0,0,0,0,0,6,4,0,0,3,4,0,0,0,0,10,4,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,4,16,4,9,0,5,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,9,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,9,0,0,6,3,3,0,0,6,0,14,0,0,9,8,0,6,0,0,0,26,0,0,6,16,0,6,0,0,0,32,0,0,18,10,3,4,0,5,0,46,7,0,32,8,8,6,0,0,0,65
LGA52240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,5,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,6,5,0,0,5,0,0,0,0,0,8,0,0,3,5,0,0,0,7,0,18,3,0,0,7,0,0,0,6,0,18
LGA52310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,3,5,0,6,0,0,0,0,0,0,0,3,0,6,0,0,5,0,0,0,4,0,0,6
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,3,0,0,0,3,0,0,7
