POW_LGA_CODE_2021,SW_300_399_Tot,SW_400_499_A_15_19,SW_400_499_A_20_24,SW_400_499_A_25_34,SW_400_499_A_35_44,SW_400_499_A_45_54,SW_400_499_A_55_64,SW_400_499_A_65_74,SW_400_499_A_75ov,SW_400_499_Tot,SW_500_649_A_15_19,SW_500_649_A_20_24,SW_500_649_A_25_34,SW_500_649_A_35_44,SW_500_649_A_45_54,SW_500_649_A_55_64,SW_500_649_A_65_74,SW_500_649_A_75ov,SW_500_649_Tot,SW_650_799_A_15_19,SW_650_799_A_20_24,SW_650_799_A_25_34,SW_650_799_A_35_44,SW_650_799_A_45_54,SW_650_799_A_55_64,SW_650_799_A_65_74,SW_650_799_A_75ov,SW_650_799_Tot,SW_800_999_A_15_19,SW_800_999_A_20_24,SW_800_999_A_25_34,SW_800_999_A_35_44,SW_800_999_A_45_54,SW_800_999_A_55_64,SW_800_999_A_65_74,SW_800_999_A_75ov,SW_800_999_Tot,SW_1000_1249_A_15_19,SW_1000_1249_A_20_24,SW_1000_1249_A_25_34,SW_1000_1249_A_35_44,SW_1000_1249_A_45_54,SW_1000_1249_A_55_64,SW_1000_1249_A_65_74,SW_1000_1249_A_75ov,SW_1000_1249_Tot,SW_1250_1499_A_15_19,SW_1250_1499_A_20_24,SW_1250_1499_A_25_34,SW_1250_1499_A_35_44,SW_1250_1499_A_45_54,SW_1250_1499_A_55_64,SW_1250_1499_A_65_74,SW_1250_1499_A_75ov,SW_1250_1499_Tot,SW_1500_1749_A_15_19,SW_1500_1749_A_20_24,SW_1500_1749_A_25_34,SW_1500_1749_A_35_44,SW_1500_1749_A_45_54,SW_1500_1749_A_55_64,SW_1500_1749_A_65_74,SW_1500_1749_A_75ov,SW_1500_1749_Tot,SW_1750_1999_A_15_19,SW_1750_1999_A_20_24,SW_1750_1999_A_25_34,SW_1750_1999_A_35_44,SW_1750_1999_A_45_54,SW_1750_1999_A_55_64,SW_1750_1999_A_65_74,SW_1750_1999_A_75ov,SW_1750_1999_Tot,SW_2000_2999_A_15_19,SW_2000_2999_A_20_24,SW_2000_2999_A_25_34,SW_2000_2999_A_35_44,SW_2000_2999_A_45_54,SW_2000_2999_A_55_64,SW_2000_2999_A_65_74,SW_2000_2999_A_75ov,SW_2000_2999_Tot,SW_3000_3499_A_15_19,SW_3000_3499_A_20_24,SW_3000_3499_A_25_34,SW_3000_3499_A_35_44,SW_3000_3499_A_45_54,SW_3000_3499_A_55_64,SW_3000_3499_A_65_74,SW_3000_3499_A_75ov,SW_3000_3499_Tot,SW_3500mo_A_15_19,SW_3500mo_A_20_24,SW_3500mo_A_25_34,SW_3500mo_A_35_44,SW_3500mo_A_45_54,SW_3500mo_A_55_64,SW_3500mo_A_65_74,SW_3500mo_A_75ov,SW_3500mo_Tot,SW_PINS_A_15_19,SW_PINS_A_20_24,SW_PINS_A_25_34,SW_PINS_A_35_44,SW_PINS_A_45_54,SW_PINS_A_55_64,SW_PINS_A_65_74,SW_PINS_A_75ov,SW_PINS_Tot,SW_Tot_A_15_19,SW_Tot_A_20_24,SW_Tot_A_25_34,SW_Tot_A_35_44,SW_Tot_A_45_54,SW_Tot_A_55_64,SW_Tot_A_65_74,SW_Tot_A_75ov,SW_Tot_Tot,MaOpD_NNI_A_15_19,MaOpD_NNI_A_20_24,MaOpD_NNI_A_25_34,MaOpD_NNI_A_35_44,MaOpD_NNI_A_45_54,MaOpD_NNI_A_55_64,MaOpD_NNI_A_65_74,MaOpD_NNI_A_75ov,MaOpD_NNI_Tot,MaOpD_1_149_A_15_19,MaOpD_1_149_A_20_24,MaOpD_1_149_A_25_34,MaOpD_1_149_A_35_44,MaOpD_1_149_A_45_54,MaOpD_1_149_A_55_64,MaOpD_1_149_A_65_74,MaOpD_1_149_A_75ov,MaOpD_1_149_Tot,MaOpD_150_299_A_15_19,MaOpD_150_299_A_20_24,MaOpD_150_299_A_25_34,MaOpD_150_299_A_35_44,MaOpD_150_299_A_45_54,MaOpD_150_299_A_55_64,MaOpD_150_299_A_65_74,MaOpD_150_299_A_75ov,MaOpD_150_299_Tot,MaOpD_300_399_A_15_19,MaOpD_300_399_A_20_24,MaOpD_300_399_A_25_34,MaOpD_300_399_A_35_44,MaOpD_300_399_A_45_54,MaOpD_300_399_A_55_64,MaOpD_300_399_A_65_74,MaOpD_300_399_A_75ov,MaOpD_300_399_Tot,MaOpD_400_499_A_15_19,MaOpD_400_499_A_20_24,MaOpD_400_499_A_25_34,MaOpD_400_499_A_35_44,MaOpD_400_499_A_45_54,MaOpD_400_499_A_55_64,MaOpD_400_499_A_65_74,MaOpD_400_499_A_75ov,MaOpD_400_499_Tot,MaOpD_500_649_A_15_19,MaOpD_500_649_A_20_24,MaOpD_500_649_A_25_34,MaOpD_500_649_A_35_44,MaOpD_500_649_A_45_54,MaOpD_500_649_A_55_64,MaOpD_500_649_A_65_74,MaOpD_500_649_A_75ov,MaOpD_500_649_Tot,MaOpD_650_799_A_15_19,MaOpD_650_799_A_20_24,MaOpD_650_799_A_25_34,MaOpD_650_799_A_35_44,MaOpD_650_799_A_45_54,MaOpD_650_799_A_55_64,MaOpD_650_799_A_65_74,MaOpD_650_799_A_75ov,MaOpD_650_799_Tot,MaOpD_800_999_A_15_19,MaOpD_800_999_A_20_24,MaOpD_800_999_A_25_34,MaOpD_800_999_A_35_44,MaOpD_800_999_A_45_54,MaOpD_800_999_A_55_64,MaOpD_800_999_A_65_74,MaOpD_800_999_A_75ov,MaOpD_800_999_Tot,MaOpD_1000_1249_A_15_19,MaOpD_1000_1249_A_20_24,MaOpD_1000_1249_A_25_34,MaOpD_1000_1249_A_35_44,MaOpD_1000_1249_A_45_54,MaOpD_1000_1249_A_55_64,MaOpD_1000_1249_A_65_74,MaOpD_1000_1249_A_75ov,MaOpD_1000_1249_Tot,MaOpD_1250_1499_A_15_19
LGA50840,3,4,0,4,3,0,3,0,0,17,4,0,10,5,7,7,0,0,23,0,0,0,0,4,5,0,0,15,0,4,7,5,6,4,0,0,22,0,0,0,3,4,9,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,11,22,20,20,29,10,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,9,8,0,7,9,3,0,37,0,5,3,3,7,8,0,0,30,0
LGA50910,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,4,0,0,0,0,6,0
LGA50980,29,3,0,0,4,7,0,0,0,20,8,8,4,6,8,15,3,0,51,8,9,19,14,14,14,5,0,78,4,7,13,12,9,12,0,0,66,3,12,16,15,20,16,9,0,84,0,6,11,6,10,11,4,0,47,0,0,14,9,3,0,0,0,30,0,0,6,7,5,6,0,0,17,0,0,4,5,5,3,3,0,25,0,0,0,0,6,3,0,0,7,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,129,47,100,83,92,82,33,7,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,5,0,9,0,3,0,4,0,3,0,0,15,0,5,8,0,0,6,0,0,16,0,3,15,13,8,0,3,0,43,5,0,7,3,8,12,3,0,51,0
LGA51080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,6,0
LGA51120,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,3,0,0,4,0,0,0,12,0,0,0,6,0,0,0,0,4,0
LGA51190,154,40,33,28,23,29,22,8,0,179,30,52,60,32,47,44,19,5,291,29,57,62,47,61,44,18,0,314,5,45,73,50,66,46,12,0,307,0,22,55,46,57,50,9,3,247,0,3,19,18,34,24,8,0,105,0,0,13,20,19,15,3,0,77,0,0,9,11,13,14,0,0,55,0,0,3,11,20,18,8,0,63,0,0,0,9,7,3,0,0,16,0,0,6,8,5,4,3,0,30,10,0,0,3,0,0,0,0,18,568,263,378,332,396,330,97,9,2368,0,0,0,0,0,0,5,0,9,11,0,0,0,0,0,0,0,17,16,8,0,0,0,6,0,0,27,3,8,0,3,0,9,8,0,33,10,0,3,6,8,14,3,4,49,12,4,15,9,9,17,8,0,78,4,8,17,15,21,25,22,0,121,3,42,27,39,49,44,15,5,220,0,24,41,53,67,70,25,3,284,0
LGA51260,95,25,13,12,16,19,29,8,0,127,37,25,27,37,54,35,19,5,232,18,39,43,37,58,53,22,0,273,11,20,24,40,39,48,16,0,199,3,17,32,36,37,33,7,0,163,0,7,13,18,23,21,5,0,80,0,0,11,20,29,15,4,0,70,0,0,3,9,11,12,0,0,32,0,0,0,15,20,4,4,0,46,0,0,3,6,9,8,6,0,23,0,0,0,3,9,9,0,0,28,4,0,0,0,4,0,3,0,14,479,139,191,262,336,297,112,8,1824,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,10,9,0,0,0,5,4,4,0,20,0,4,0,0,0,0,9,0,22,0,0,4,3,5,9,8,0,26,3,4,5,9,15,14,16,6,60,6,8,8,7,18,19,11,0,73,0,4,14,13,30,33,19,0,110,5,9,16,19,42,31,13,3,127,0
LGA51310,72,11,19,8,4,6,9,3,0,58,12,29,14,9,10,16,0,0,88,3,21,22,13,12,9,7,0,81,0,12,17,19,11,12,9,0,82,0,3,23,14,10,11,0,0,72,0,3,19,11,5,3,6,0,44,0,0,3,8,3,5,0,0,30,0,0,9,3,8,6,0,0,20,0,0,3,3,8,9,5,3,32,0,0,0,0,3,4,0,0,5,0,0,3,10,14,4,5,0,42,0,0,0,0,4,0,0,0,3,218,144,133,100,101,103,31,12,847,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,14,5,0,0,0,0,0,0,0,11,0,0,0,0,3,0,0,0,10,5,0,0,0,0,0,3,0,13,0,8,4,0,0,0,0,0,18,0,0,3,5,3,4,0,0,16,0,0,5,5,3,0,0,0,27,0,5,12,14,8,5,0,0,37,0
LGA51330,468,86,190,82,60,52,59,12,0,538,63,196,132,70,61,69,16,3,620,17,153,142,81,73,76,15,0,567,17,137,174,101,92,86,15,3,624,8,77,172,137,106,74,29,0,601,7,30,109,117,99,75,23,0,454,3,13,61,89,86,80,20,0,346,0,8,32,54,64,47,15,0,211,0,3,49,80,102,58,14,4,317,0,0,12,15,30,14,0,0,67,0,0,16,10,35,15,6,0,82,5,5,6,8,7,5,0,0,41,1152,1196,1102,909,867,695,201,15,6135,4,4,0,3,5,4,0,0,16,26,16,8,0,4,7,0,0,64,51,15,13,12,8,5,8,4,117,42,32,29,16,11,13,5,5,147,35,44,57,19,24,19,11,0,208,31,72,82,45,55,36,36,4,361,46,118,139,104,93,89,28,0,618,52,220,447,300,279,248,48,3,1611,31,160,501,456,408,336,67,0,1972,8
LGA51400,19,8,5,0,3,4,0,0,0,22,3,4,6,7,3,3,0,0,26,0,4,7,6,8,6,0,0,32,0,4,3,3,8,0,0,0,17,0,0,0,0,8,5,0,0,17,0,0,0,7,0,0,0,0,7,0,0,0,0,3,0,0,0,9,0,0,0,0,4,0,0,0,3,0,0,0,0,5,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,107,28,31,31,34,20,11,0,259,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,3,0,0,0,0,4,0,0,0,4,3,0,0,0,0,4,0,0,10,3,3,3,0,0,4,3,0,21,4,5,3,3,4,4,0,0,27,0,0,9,5,6,3,5,0,28,0
LGA51470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,0,0,11,0
LGA51540,15,0,0,0,0,0,0,0,0,7,4,4,0,7,3,12,0,0,37,3,3,3,5,5,3,0,0,29,0,6,5,6,9,9,0,0,29,0,0,8,9,5,0,0,0,19,0,5,4,4,0,0,0,0,11,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,5,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,29,26,20,36,25,30,10,5,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,0,4,0,0,4,0,3,8,3,0,17,0,0,3,0,0,6,3,0,19,0,0,5,3,9,7,0,0,25,0
LGA51610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,5,0,0,4,0,0,9,0
LGA51680,6,3,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,8,0,6,0,0,0,0,0,0,4,0,5,3,0,5,0,0,0,9,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,17,5,7,8,8,3,0,74,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,14,0,0,8,3,6,4,0,0,27,0
LGA51710,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,4,0,0,10,0
LGA51750,119,12,38,21,14,14,11,6,0,109,9,49,28,8,18,21,6,0,137,0,27,35,8,14,18,10,0,106,0,39,40,16,14,22,3,3,139,0,16,44,11,4,11,3,0,95,0,9,18,7,16,9,0,0,52,0,0,6,0,8,6,0,0,30,0,0,0,0,3,5,0,0,12,0,0,6,4,11,6,3,0,27,0,0,0,0,0,0,5,0,4,0,0,0,8,11,10,6,0,37,0,0,0,0,0,0,0,0,8,232,282,217,93,123,130,41,10,1134,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,11,10,0,0,0,0,0,0,0,12,0,4,0,3,0,0,0,0,7,0,3,5,0,0,0,3,0,10,0,7,0,0,0,0,0,0,8,0,4,0,0,0,4,0,0,10,0,4,7,0,5,7,0,0,16,0,0,7,6,0,0,0,0,19,0
LGA51820,338,62,101,59,42,44,45,14,0,363,51,138,68,46,65,54,14,5,438,25,107,88,62,67,41,15,3,405,18,72,90,63,60,53,12,0,368,9,45,80,81,82,56,20,0,373,0,13,66,51,44,24,11,0,211,0,4,29,36,42,31,15,0,163,0,0,10,29,30,20,10,0,99,0,0,12,28,55,35,7,0,142,0,0,7,11,10,3,0,0,29,0,0,5,12,11,5,6,0,45,5,8,3,0,5,8,3,0,38,1072,697,597,510,565,434,139,8,4015,0,0,0,0,0,0,0,0,4,28,7,4,3,0,0,0,0,55,37,20,4,3,4,9,4,0,79,30,19,10,14,6,15,5,4,102,17,30,16,8,11,17,5,5,110,21,42,27,27,27,25,19,0,191,20,77,64,49,43,44,16,0,313,22,127,198,136,127,129,33,3,776,24,111,215,192,191,213,37,5,985,3
LGA51860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA51890,21,3,3,8,4,3,3,0,0,30,3,3,7,9,5,10,0,0,36,0,5,5,4,7,6,0,0,29,0,4,7,8,6,0,0,0,24,0,5,0,0,5,5,0,0,16,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,57,27,34,46,43,38,5,0,249,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,4,0,5,0,5,3,0,10,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,5,4,14,0,0,0,9,0,3,5,0,14,0,0,3,8,4,12,0,0,33,4,14,16,11,5,15,5,0,70,0
LGA51960,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,4,4,0,15,0,0,0,0,5,0,0,0,5,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,10,17,6,3,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,6,0,4,0,3,5,3,0,0,17,0
LGA52030,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,4,0,0,3,0,0,5,0,0,3,0,0,0,6,0,4,0,0,9,0
LGA52100,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,5,0,4,4,0,0,0,0,0,7,0,0,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,4,9,10,6,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,0
LGA52170,28,3,8,0,0,7,4,0,0,24,0,20,6,6,11,0,0,3,50,0,4,14,0,0,9,0,0,32,0,10,10,4,7,4,0,0,34,0,3,11,7,0,4,4,0,27,0,0,4,0,0,5,0,0,15,0,0,0,0,4,0,0,0,11,0,0,3,0,3,4,3,0,12,0,0,3,3,6,3,0,0,16,0,0,0,0,3,0,0,3,9,0,0,0,5,3,0,3,0,18,0,0,0,0,0,0,0,0,4,53,79,57,31,48,47,23,7,346,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0
LGA52240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,4,3,3,0,0,0,15,0
LGA52310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,3,0,0,0,3,0,0,8,0
LGA52450,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,6,7,4,6,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,6,0
