POW_LGA_CODE_2021,M_EWFT_15_19_E,M_EWFT_15_19_OM_IE,M_EWFT_15_19_OM_UIE,M_EWFT_15_19_CFW,M_EWFT_15_19_ES_NS,M_EWFT_15_19_Tot,M_EWFT_20_24_E,M_EWFT_20_24_OM_IE,M_EWFT_20_24_OM_UIE,M_EWFT_20_24_CFW,M_EWFT_20_24_ES_NS,M_EWFT_20_24_Tot,M_EWFT_25_29_E,M_EWFT_25_29_OM_IE,M_EWFT_25_29_OM_UIE,M_EWFT_25_29_CFW,M_EWFT_25_29_ES_NS,M_EWFT_25_29_Tot,M_EWFT_30_34_E,M_EWFT_30_34_OM_IE,M_EWFT_30_34_OM_UIE,M_EWFT_30_34_CFW,M_EWFT_30_34_ES_NS,M_EWFT_30_34_Tot,M_EWFT_35_39_E,M_EWFT_35_39_OM_IE,M_EWFT_35_39_OM_UIE,M_EWFT_35_39_CFW,M_EWFT_35_39_ES_NS,M_EWFT_35_39_Tot,M_EWFT_40_44_E,M_EWFT_40_44_OM_IE,M_EWFT_40_44_OM_UIE,M_EWFT_40_44_CFW,M_EWFT_40_44_ES_NS,M_EWFT_40_44_Tot,M_EWFT_45_49_E,M_EWFT_45_49_OM_IE,M_EWFT_45_49_OM_UIE,M_EWFT_45_49_CFW,M_EWFT_45_49_ES_NS,M_EWFT_45_49_Tot,M_EWFT_50_54_E,M_EWFT_50_54_OM_IE,M_EWFT_50_54_OM_UIE,M_EWFT_50_54_CFW,M_EWFT_50_54_ES_NS,M_EWFT_50_54_Tot,M_EWFT_55_59_E,M_EWFT_55_59_OM_IE,M_EWFT_55_59_OM_UIE,M_EWFT_55_59_CFW,M_EWFT_55_59_ES_NS,M_EWFT_55_59_Tot,M_EWFT_60_64_E,M_EWFT_60_64_OM_IE,M_EWFT_60_64_OM_UIE,M_EWFT_60_64_CFW,M_EWFT_60_64_ES_NS,M_EWFT_60_64_Tot,M_EWFT_65_69_E,M_EWFT_65_69_OM_IE,M_EWFT_65_69_OM_UIE,M_EWFT_65_69_CFW,M_EWFT_65_69_ES_NS,M_EWFT_65_69_Tot,M_EWFT_70_74_E,M_EWFT_70_74_OM_IE,M_EWFT_70_74_OM_UIE,M_EWFT_70_74_CFW,M_EWFT_70_74_ES_NS,M_EWFT_70_74_Tot,M_EWFT_75ov_E,M_EWFT_75ov_OM_IE,M_EWFT_75ov_OM_UIE,M_EWFT_75ov_CFW,M_EWFT_75ov_ES_NS,M_EWFT_75ov_Tot,M_EWFT_Tot_E,M_EWFT_Tot_OM_IE,M_EWFT_Tot_OM_UIE,M_EWFT_Tot_CFW,M_EWFT_Tot_ES_NS,M_EWFT_Tot_Tot,M_EWPT_15_19_E,M_EWPT_15_19_OM_IE,M_EWPT_15_19_OM_UIE,M_EWPT_15_19_CFW,M_EWPT_15_19_ES_NS,M_EWPT_15_19_Tot,M_EWPT_20_24_E,M_EWPT_20_24_OM_IE,M_EWPT_20_24_OM_UIE,M_EWPT_20_24_CFW,M_EWPT_20_24_ES_NS,M_EWPT_20_24_Tot,M_EWPT_25_29_E,M_EWPT_25_29_OM_IE,M_EWPT_25_29_OM_UIE,M_EWPT_25_29_CFW,M_EWPT_25_29_ES_NS,M_EWPT_25_29_Tot,M_EWPT_30_34_E,M_EWPT_30_34_OM_IE,M_EWPT_30_34_OM_UIE,M_EWPT_30_34_CFW,M_EWPT_30_34_ES_NS,M_EWPT_30_34_Tot,M_EWPT_35_39_E,M_EWPT_35_39_OM_IE,M_EWPT_35_39_OM_UIE,M_EWPT_35_39_CFW,M_EWPT_35_39_ES_NS,M_EWPT_35_39_Tot,M_EWPT_40_44_E,M_EWPT_40_44_OM_IE,M_EWPT_40_44_OM_UIE,M_EWPT_40_44_CFW,M_EWPT_40_44_ES_NS,M_EWPT_40_44_Tot,M_EWPT_45_49_E,M_EWPT_45_49_OM_IE,M_EWPT_45_49_OM_UIE,M_EWPT_45_49_CFW,M_EWPT_45_49_ES_NS,M_EWPT_45_49_Tot,M_EWPT_50_54_E,M_EWPT_50_54_OM_IE,M_EWPT_50_54_OM_UIE,M_EWPT_50_54_CFW,M_EWPT_50_54_ES_NS,M_EWPT_50_54_Tot,M_EWPT_55_59_E,M_EWPT_55_59_OM_IE,M_EWPT_55_59_OM_UIE,M_EWPT_55_59_CFW,M_EWPT_55_59_ES_NS,M_EWPT_55_59_Tot,M_EWPT_60_64_E,M_EWPT_60_64_OM_IE,M_EWPT_60_64_OM_UIE,M_EWPT_60_64_CFW,M_EWPT_60_64_ES_NS,M_EWPT_60_64_Tot,M_EWPT_65_69_E,M_EWPT_65_69_OM_IE,M_EWPT_65_69_OM_UIE,M_EWPT_65_69_CFW,M_EWPT_65_69_ES_NS,M_EWPT_65_69_Tot,M_EWPT_70_74_E,M_EWPT_70_74_OM_IE,M_EWPT_70_74_OM_UIE,M_EWPT_70_74_CFW,M_EWPT_70_74_ES_NS,M_EWPT_70_74_Tot,M_EWPT_75ov_E,M_EWPT_75ov_OM_IE,M_EWPT_75ov_OM_UIE,M_EWPT_75ov_CFW,M_EWPT_75ov_ES_NS,M_EWPT_75ov_Tot,M_EWPT_Tot_E,M_EWPT_Tot_OM_IE,M_EWPT_Tot_OM_UIE,M_EWPT_Tot_CFW,M_EWPT_Tot_ES_NS,M_EWPT_Tot_Tot,M_EAFW_E,M_EAFW_OM_IE,M_EAFW_OM_UIE,M_EAFW_CFW,M_EAFW_ES_NS,M_EAFW_Tot,M_H_NS_E,M_H_NS_OM_IE,M_H_NS_OM_UIE,M_H_NS_CFW,M_H_NS_ES_NS,M_H_NS_Tot,M_Tot_E,M_Tot_OM_IE,M_Tot_OM_UIE,M_Tot_CFW,M_Tot_ES_NS,M_Tot_Tot,F_EWFT_15_19_E,F_EWFT_15_19_OM_IE,F_EWFT_15_19_OM_UIE,F_EWFT_15_19_CFW,F_EWFT_15_19_ES_NS,F_EWFT_15_19_Tot,F_EWFT_20_24_E,F_EWFT_20_24_OM_IE,F_EWFT_20_24_OM_UIE,F_EWFT_20_24_CFW,F_EWFT_20_24_ES_NS,F_EWFT_20_24_Tot,F_EWFT_25_29_E,F_EWFT_25_29_OM_IE
LGA54280,234,0,0,0,0,236,661,4,0,0,5,665,896,14,13,0,0,921,835,39,15,0,3,889,867,63,23,0,0,955,721,53,13,0,0,796,673,82,22,4,7,782,603,81,22,3,6,708,579,69,25,0,0,685,440,47,29,0,0,512,177,15,11,3,3,211,41,6,8,0,0,50,9,5,0,0,0,14,6736,466,184,17,23,7429,213,0,0,3,0,215,88,0,0,0,0,93,93,0,0,0,0,90,72,0,0,0,0,69,62,0,3,4,0,67,58,5,5,6,0,68,46,4,5,0,0,56,45,0,5,0,0,55,51,8,17,4,0,75,53,3,11,3,0,70,35,12,6,0,0,52,22,9,4,0,0,33,6,10,0,3,0,15,835,46,56,16,5,961,412,4,8,5,8,436,190,6,0,0,9,215,8175,529,247,47,49,9044,145,0,0,0,0,145,448,0,0,0,0,449,517,3
LGA54310,124,3,0,0,0,125,384,0,3,0,0,395,678,10,0,0,0,695,893,30,11,0,0,929,1065,37,27,3,0,1131,920,40,10,0,3,974,870,41,10,0,0,926,722,28,12,7,0,772,605,29,15,0,4,658,382,19,6,0,4,408,124,10,3,0,0,143,27,4,3,6,0,36,0,0,0,0,0,0,6794,252,99,18,21,7190,186,0,0,4,0,189,70,0,0,0,0,70,63,0,0,0,0,65,76,0,3,0,0,86,91,0,5,0,0,99,65,4,0,0,0,71,61,0,6,0,0,75,55,4,3,0,0,62,52,3,6,0,0,59,33,8,4,0,0,48,9,0,0,0,0,13,4,0,0,0,0,6,7,0,0,0,0,8,776,22,29,7,4,841,797,16,6,0,5,816,146,0,0,0,3,160,8514,292,141,32,32,9006,59,0,0,0,0,59,271,0,0,0,0,268,401,0
LGA54340,28,0,0,0,0,28,59,0,0,0,0,59,69,0,4,0,0,77,62,3,7,3,0,69,55,5,4,0,0,66,45,3,11,0,0,64,45,6,13,0,0,65,47,9,4,0,5,67,59,13,12,0,0,82,39,5,14,0,0,57,19,5,5,0,0,29,0,3,0,0,0,9,5,0,0,0,0,4,525,54,83,8,6,675,23,0,0,0,0,23,10,0,0,0,0,10,16,0,0,0,0,16,9,0,0,0,0,9,5,3,0,0,0,12,13,0,4,0,0,14,3,0,0,0,0,8,7,0,0,0,0,14,8,0,0,0,0,15,18,0,0,0,0,21,8,0,6,0,0,15,0,0,0,0,0,6,4,0,0,4,0,6,134,7,17,7,0,167,30,0,4,0,0,35,20,0,0,0,3,31,715,69,102,19,16,911,13,0,0,0,0,13,46,0,0,0,0,47,40,0
LGA54410,3,0,0,0,0,8,3,0,0,0,0,7,8,0,0,0,0,8,14,0,0,0,0,18,15,0,0,0,0,17,8,0,0,4,0,16,8,0,6,0,0,16,11,9,5,0,0,27,13,0,5,0,0,23,13,0,3,0,0,21,3,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,101,33,28,3,0,163,4,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,3,0,0,15,0,0,0,0,0,0,0,0,0,4,0,7,0,0,3,0,0,5,30,0,8,6,0,44,0,0,0,0,0,0,7,0,0,5,0,7,134,34,39,11,5,222,4,0,0,0,0,4,7,0,0,0,0,7,6,0
LGA54480,0,0,0,0,0,0,11,0,0,0,0,13,10,0,0,0,0,10,13,0,0,0,0,11,0,4,0,0,0,14,5,5,8,0,0,21,0,6,4,7,0,20,8,0,0,0,0,21,3,0,0,0,0,9,4,0,4,0,0,13,0,0,5,0,3,8,0,0,0,0,0,0,0,0,5,0,0,0,67,24,28,15,4,138,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,8,0,3,0,0,15,0,0,0,5,0,9,0,0,0,3,0,6,76,30,32,21,8,168,0,0,0,0,0,0,6,0,0,0,0,6,4,0
LGA54550,3,0,0,0,0,3,27,0,0,0,0,33,25,0,4,0,0,33,7,3,0,0,0,16,18,15,3,0,0,41,12,10,11,0,3,45,15,3,11,3,0,28,16,7,9,6,0,41,22,9,14,4,0,52,15,0,15,5,0,39,8,5,13,4,0,29,0,6,6,5,0,6,0,3,0,0,0,12,175,62,91,38,10,379,3,0,0,0,0,5,7,0,0,0,0,7,3,0,0,0,0,4,7,0,0,0,0,9,7,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,6,4,0,0,0,0,10,8,0,3,0,0,13,6,0,0,0,0,11,4,0,4,3,0,17,0,0,0,5,0,11,0,0,0,7,0,8,51,6,21,20,3,100,14,3,0,3,0,27,9,4,0,0,0,13,253,73,109,59,19,512,6,0,0,0,0,6,20,0,0,0,0,20,12,0
LGA54620,11,0,0,0,0,15,29,0,4,0,0,28,35,0,0,0,0,34,40,0,3,0,0,47,31,6,9,0,0,42,32,8,7,0,0,45,28,8,5,0,0,47,24,3,3,4,0,45,30,5,8,0,0,37,17,9,6,3,0,31,6,4,0,0,0,11,6,3,0,4,0,7,0,4,0,6,0,10,287,41,49,13,5,401,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,11,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,0,0,5,0,0,4,0,0,7,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,10,33,7,3,5,0,47,26,4,0,0,0,30,10,0,0,0,0,16,360,53,57,20,7,499,0,0,0,0,0,0,8,0,0,0,0,8,9,0
LGA54690,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,5,0,0,0,9,5,0,0,0,0,3,0,0,0,0,0,7,3,0,4,6,0,12,7,4,0,0,0,11,0,0,0,0,0,8,7,0,0,0,0,10,11,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,46,17,19,6,5,90,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,8,0,0,6,0,11,0,0,0,0,0,4,0,0,0,0,0,3,58,18,24,11,5,114,0,0,0,0,0,0,5,0,0,0,0,5,6,0
LGA54760,7,0,0,0,0,7,6,0,0,0,0,13,9,0,0,0,0,11,3,4,7,3,0,13,6,9,3,0,0,19,10,11,4,0,0,28,9,4,4,0,0,25,3,3,8,5,0,20,7,4,7,4,0,24,7,7,3,0,0,19,0,0,3,3,0,13,0,0,4,0,0,6,0,0,0,0,0,3,79,45,44,26,5,186,3,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,6,8,3,3,8,4,23,8,0,5,3,0,16,6,0,0,0,0,7,98,49,50,28,8,230,0,0,0,0,0,0,3,0,0,0,0,3,7,0
LGA54830,197,0,0,0,0,194,502,0,6,0,0,507,802,13,29,0,4,845,996,33,41,0,3,1076,1051,51,40,0,0,1142,1047,39,38,11,6,1141,1076,48,34,4,0,1159,1072,47,27,7,3,1155,966,47,37,0,7,1051,664,40,29,0,4,744,227,15,7,0,0,252,29,8,0,5,0,45,4,3,4,0,0,8,8630,340,301,21,28,9315,250,0,3,0,3,256,182,0,7,0,0,191,120,0,13,0,0,130,85,0,17,0,0,110,79,9,11,0,0,104,79,5,11,3,0,100,71,4,12,4,0,94,79,6,12,0,0,96,75,5,23,0,0,106,62,5,14,3,0,85,53,4,17,0,0,74,30,6,6,5,0,38,10,5,0,5,0,20,1167,49,150,21,10,1404,411,4,15,0,3,427,155,4,13,6,14,184,10368,398,473,47,49,11339,48,0,0,0,0,48,225,0,0,0,0,230,320,0
LGA54900,13,0,0,0,0,13,21,0,0,0,0,22,22,0,8,0,0,30,24,7,3,0,4,37,15,10,3,5,0,32,22,11,3,3,0,37,15,10,16,6,0,46,22,9,8,0,0,39,9,5,8,3,0,31,19,9,11,3,0,41,10,3,11,3,0,26,5,0,7,0,0,13,0,6,5,9,0,9,186,65,90,31,9,377,4,0,0,0,0,7,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,7,0,0,3,0,0,3,0,6,0,0,0,7,0,0,0,0,0,3,0,0,3,0,0,9,27,9,14,9,0,53,12,0,3,3,0,17,6,0,0,0,0,7,225,70,101,42,9,459,0,0,0,0,0,0,12,0,0,0,0,12,8,0
LGA54970,14,0,0,0,0,14,141,0,0,0,0,141,201,0,0,0,0,205,287,0,0,0,6,291,277,0,0,0,0,278,231,0,0,0,0,234,256,0,3,0,0,261,241,3,0,0,0,247,206,0,0,0,0,210,134,5,8,0,0,144,53,4,0,0,0,57,3,0,0,0,0,3,0,0,0,0,0,0,2056,17,9,0,3,2091,4,0,0,0,0,4,9,0,0,0,0,9,21,0,0,0,0,21,26,0,0,0,0,26,26,0,0,0,0,26,19,0,0,0,0,18,17,0,0,0,0,17,14,0,0,0,0,13,20,0,0,0,0,20,13,0,0,0,0,11,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,169,304,0,0,0,0,314,60,0,5,0,0,63,2585,21,15,5,11,2628,3,0,0,0,0,3,50,0,0,0,0,50,72,0
LGA55040,16,0,0,0,0,16,122,0,0,0,0,128,236,0,0,0,0,235,281,0,0,0,0,285,293,4,0,0,0,296,243,6,0,0,0,252,217,0,0,0,0,224,200,3,3,0,0,207,168,7,0,0,0,175,118,0,0,0,0,121,32,0,0,0,0,35,4,0,4,0,0,6,0,0,0,0,0,0,1930,16,15,0,4,1973,6,0,0,0,0,6,11,0,4,0,0,9,14,0,0,0,0,14,22,0,0,0,0,22,29,4,0,0,0,30,18,0,0,0,0,23,22,0,0,0,0,24,9,0,0,0,0,13,15,0,0,0,0,15,7,0,0,0,0,10,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,157,3,4,5,0,170,258,0,0,0,8,264,52,0,5,0,0,58,2397,24,31,4,7,2462,8,0,0,0,0,8,48,0,0,0,0,48,83,0
LGA55110,219,0,0,0,0,220,434,3,13,0,0,450,452,24,40,4,0,520,444,46,61,5,4,556,434,79,69,6,3,592,412,74,72,5,0,558,406,101,79,4,3,592,401,96,92,0,6,587,373,104,100,3,4,582,263,70,62,6,3,404,99,34,17,4,0,156,27,21,9,3,0,62,7,9,0,0,0,13,3961,650,624,50,25,5313,781,0,7,6,4,793,448,0,12,4,0,467,215,0,26,0,0,242,139,3,23,4,0,171,101,8,30,7,0,147,101,15,23,0,0,143,91,17,35,7,0,152,92,23,43,3,0,163,109,25,46,10,3,190,140,25,64,7,0,242,90,36,54,14,3,193,63,18,32,8,0,121,35,10,10,10,0,65,2415,186,400,72,18,3090,234,15,30,6,6,299,159,9,17,3,31,216,6773,857,1071,138,82,8919,128,0,0,0,0,128,430,0,14,0,0,448,556,22
LGA55180,73,0,0,0,0,78,121,0,3,0,0,121,111,8,3,0,0,124,90,14,11,0,0,118,107,17,8,4,0,137,88,22,16,3,0,132,106,22,15,9,0,153,108,28,38,9,7,188,120,32,31,11,7,193,93,23,29,12,3,154,40,9,21,4,4,83,8,10,19,4,0,39,0,5,6,0,0,17,1054,189,204,61,23,1529,64,0,0,0,0,69,20,0,0,0,0,20,34,0,0,0,0,36,15,0,0,0,0,21,16,0,0,0,0,21,15,0,4,0,0,27,31,0,0,0,0,28,27,0,8,0,0,32,17,0,12,5,0,38,36,4,9,6,0,59,28,0,11,5,0,55,12,0,14,8,0,37,12,5,10,6,0,26,330,17,71,34,9,467,70,10,11,3,0,93,26,3,4,8,4,41,1476,226,290,102,32,2128,29,0,0,0,0,29,57,0,3,0,0,53,57,0
LGA55250,11,0,0,0,0,11,57,0,0,0,0,57,118,0,0,0,0,120,126,3,0,0,0,137,117,0,0,0,0,117,111,7,5,0,0,115,98,3,0,0,0,101,107,0,7,0,0,111,80,8,0,0,0,92,46,0,6,0,0,60,30,4,5,3,0,37,11,0,0,0,0,13,0,0,0,0,0,3,903,24,21,7,0,970,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,5,5,10,0,0,0,0,10,17,0,0,0,0,17,9,0,0,0,0,12,9,0,0,0,0,9,9,0,0,0,0,7,13,0,0,0,0,13,9,0,0,5,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,86,0,5,5,5,94,119,3,0,0,0,116,16,0,0,0,0,25,1126,32,26,11,4,1200,0,0,0,0,0,0,23,0,0,0,0,23,45,0
LGA55320,158,0,3,0,0,166,685,12,15,0,0,713,1129,34,54,0,5,1221,1376,89,66,4,3,1532,1353,152,77,5,4,1590,1229,190,99,3,0,1528,1068,219,106,5,3,1410,1019,224,101,19,7,1364,743,190,89,7,5,1036,572,135,81,8,4,807,201,75,52,8,0,342,50,28,18,0,0,106,6,14,3,4,0,32,9591,1363,776,67,43,11842,1003,0,14,8,0,1029,926,8,24,3,0,965,415,6,25,4,0,457,277,15,43,6,3,350,202,37,43,4,0,282,167,21,50,6,0,244,161,47,42,8,0,261,152,28,63,10,0,248,160,35,65,11,3,267,177,62,92,12,0,346,169,59,87,18,0,330,82,45,66,30,0,220,37,35,40,20,0,136,3931,404,649,131,14,5135,468,21,27,9,6,533,241,25,22,8,30,322,14232,1806,1476,214,101,17822,111,0,0,0,0,112,896,0,11,0,0,912,1534,11
LGA55390,6,0,0,0,0,6,40,0,0,0,0,40,83,0,0,0,0,83,99,0,0,0,0,99,97,0,0,0,0,101,88,0,0,0,0,86,84,0,4,0,0,87,84,0,0,0,0,86,63,0,5,0,0,65,28,0,0,0,0,30,15,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,688,7,3,0,0,700,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,9,6,0,0,0,0,6,7,0,0,0,0,8,10,0,0,0,0,10,0,0,0,0,0,0,8,0,0,0,0,8,3,0,0,0,0,3,4,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,51,3,0,0,0,57,86,0,0,0,0,86,16,0,0,0,4,25,850,10,8,0,4,867,0,0,0,0,0,0,22,0,0,0,0,22,13,0
LGA55460,14,0,0,0,0,16,53,0,0,0,0,53,44,0,5,6,0,51,52,3,3,0,0,57,37,8,8,4,0,51,36,11,4,3,0,55,30,12,12,4,0,52,43,12,14,0,0,71,42,4,12,6,0,62,36,8,5,0,0,54,17,4,0,0,0,19,3,3,0,0,0,11,0,0,0,0,0,0,410,68,54,23,4,558,15,0,0,3,0,22,18,0,0,0,0,18,9,0,4,0,0,15,15,0,0,0,0,15,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,13,4,0,4,3,0,3,11,0,3,0,0,14,6,3,3,0,0,12,7,0,0,0,0,8,0,0,0,3,0,8,103,8,9,10,0,125,14,0,3,3,0,24,8,3,0,0,0,16,534,76,70,34,0,724,13,0,0,0,0,13,29,0,0,0,0,29,40,0
LGA55530,0,0,0,0,0,0,12,0,0,0,0,11,5,0,0,0,0,8,5,3,4,0,0,14,9,3,0,0,0,10,3,4,0,0,0,9,5,4,3,0,0,17,4,0,6,0,0,8,10,0,0,0,0,17,12,0,9,0,0,16,0,5,0,4,0,8,0,0,0,0,0,5,0,0,0,0,0,0,75,21,26,3,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,12,4,0,0,0,0,5,0,0,0,0,0,0,88,21,27,9,0,145,0,0,0,0,0,0,3,0,0,0,0,3,0,0
LGA55600,15,0,0,0,0,12,26,0,0,0,0,31,27,0,4,0,0,35,27,4,0,0,0,31,26,7,5,0,0,36,18,17,7,0,0,42,24,16,13,0,0,56,26,5,8,6,0,48,31,10,9,8,0,62,26,9,7,3,0,52,5,0,12,0,0,24,9,9,0,0,0,11,4,0,0,0,0,7,265,74,66,26,11,438,14,0,0,0,0,11,4,0,0,0,0,4,0,0,0,0,0,8,7,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,8,7,0,0,0,0,9,8,0,5,0,0,11,10,0,6,0,0,15,3,0,0,0,0,8,0,0,4,0,0,14,55,3,15,8,0,86,5,0,8,5,0,15,7,0,0,0,0,14,336,82,91,38,9,556,5,0,0,0,0,3,22,0,0,0,0,22,23,0
LGA55670,5,0,0,0,0,5,7,0,0,0,0,11,6,0,0,3,0,10,7,5,3,0,0,13,4,9,0,0,0,12,10,0,0,0,0,10,8,7,3,0,0,13,14,3,3,0,0,22,8,0,4,5,0,19,6,0,3,3,0,14,5,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,90,29,19,10,0,146,0,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,4,3,0,29,9,0,0,0,0,4,4,0,0,0,0,6,115,27,28,11,0,181,0,0,0,0,0,0,4,0,0,0,0,4,8,0
LGA55740,0,0,0,0,0,6,32,0,4,0,0,40,52,0,4,0,0,57,39,19,6,0,0,66,47,9,0,0,0,59,55,17,0,0,0,72,39,17,9,0,0,63,41,25,14,0,0,78,31,7,11,0,0,49,25,5,3,3,0,38,5,8,5,0,0,17,3,0,4,0,0,7,0,3,0,0,0,8,370,108,63,6,3,550,60,0,0,0,0,60,79,0,4,0,0,80,31,0,5,0,0,35,19,4,7,0,0,34,14,5,7,0,0,27,17,4,5,3,0,23,19,3,3,0,0,26,7,9,4,0,0,24,5,4,3,5,0,14,10,10,11,3,0,30,17,11,13,3,0,40,9,5,3,0,0,17,0,3,5,4,0,17,284,55,60,13,0,418,22,0,0,0,0,26,13,0,3,0,0,19,693,160,125,29,4,1013,9,0,0,0,0,9,47,0,0,0,0,47,103,0
LGA55810,0,0,0,0,0,0,22,0,0,0,0,22,39,0,0,0,0,45,54,0,0,0,0,61,55,0,0,0,0,55,43,0,0,0,0,42,36,0,4,0,0,41,32,0,3,0,0,38,35,3,0,0,0,40,35,0,0,0,0,34,12,0,0,0,0,15,0,4,0,0,0,5,0,0,0,0,0,0,374,10,10,4,0,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,20,0,0,0,0,26,48,0,0,0,0,47,16,0,0,0,0,16,462,7,10,4,0,484,0,0,0,0,0,0,6,0,0,0,0,6,16,0
LGA55880,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,11,3,4,0,0,15,3,0,0,0,0,8,3,5,0,0,0,8,4,5,4,0,0,10,4,4,6,0,0,17,6,5,0,0,0,13,7,8,0,3,0,11,3,0,3,0,0,8,0,0,0,0,0,5,0,0,0,5,0,7,46,27,26,15,4,118,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,11,3,0,3,0,0,5,0,0,0,0,0,0,55,29,36,14,4,133,0,0,0,0,0,0,4,0,0,0,0,9,3,0
LGA55950,3,0,0,0,0,3,4,0,0,0,0,4,11,0,0,0,0,9,7,0,4,0,0,8,5,0,3,0,0,12,3,0,3,0,0,9,8,0,7,0,0,14,5,4,0,0,0,6,6,0,8,0,0,9,3,5,3,0,0,13,4,0,3,0,0,8,0,0,0,0,0,4,0,0,6,0,0,3,63,14,26,13,3,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,5,0,8,4,0,19,0,0,0,0,0,0,7,0,0,0,0,3,73,14,36,17,5,144,0,0,0,0,0,0,3,0,0,0,0,3,3,0
