POW_LGA_CODE_2021,M_EWFT_15_19_E,M_EWFT_15_19_OM_IE,M_EWFT_15_19_OM_UIE,M_EWFT_15_19_CFW,M_EWFT_15_19_ES_NS,M_EWFT_15_19_Tot,M_EWFT_20_24_E,M_EWFT_20_24_OM_IE,M_EWFT_20_24_OM_UIE,M_EWFT_20_24_CFW,M_EWFT_20_24_ES_NS,M_EWFT_20_24_Tot,M_EWFT_25_29_E,M_EWFT_25_29_OM_IE,M_EWFT_25_29_OM_UIE,M_EWFT_25_29_CFW,M_EWFT_25_29_ES_NS,M_EWFT_25_29_Tot,M_EWFT_30_34_E,M_EWFT_30_34_OM_IE,M_EWFT_30_34_OM_UIE,M_EWFT_30_34_CFW,M_EWFT_30_34_ES_NS,M_EWFT_30_34_Tot,M_EWFT_35_39_E,M_EWFT_35_39_OM_IE,M_EWFT_35_39_OM_UIE,M_EWFT_35_39_CFW,M_EWFT_35_39_ES_NS,M_EWFT_35_39_Tot,M_EWFT_40_44_E,M_EWFT_40_44_OM_IE,M_EWFT_40_44_OM_UIE,M_EWFT_40_44_CFW,M_EWFT_40_44_ES_NS,M_EWFT_40_44_Tot,M_EWFT_45_49_E,M_EWFT_45_49_OM_IE,M_EWFT_45_49_OM_UIE,M_EWFT_45_49_CFW,M_EWFT_45_49_ES_NS,M_EWFT_45_49_Tot,M_EWFT_50_54_E,M_EWFT_50_54_OM_IE,M_EWFT_50_54_OM_UIE,M_EWFT_50_54_CFW,M_EWFT_50_54_ES_NS,M_EWFT_50_54_Tot,M_EWFT_55_59_E,M_EWFT_55_59_OM_IE,M_EWFT_55_59_OM_UIE,M_EWFT_55_59_CFW,M_EWFT_55_59_ES_NS,M_EWFT_55_59_Tot,M_EWFT_60_64_E,M_EWFT_60_64_OM_IE,M_EWFT_60_64_OM_UIE,M_EWFT_60_64_CFW,M_EWFT_60_64_ES_NS,M_EWFT_60_64_Tot,M_EWFT_65_69_E,M_EWFT_65_69_OM_IE,M_EWFT_65_69_OM_UIE,M_EWFT_65_69_CFW,M_EWFT_65_69_ES_NS,M_EWFT_65_69_Tot,M_EWFT_70_74_E,M_EWFT_70_74_OM_IE,M_EWFT_70_74_OM_UIE,M_EWFT_70_74_CFW,M_EWFT_70_74_ES_NS,M_EWFT_70_74_Tot,M_EWFT_75ov_E,M_EWFT_75ov_OM_IE,M_EWFT_75ov_OM_UIE,M_EWFT_75ov_CFW,M_EWFT_75ov_ES_NS,M_EWFT_75ov_Tot,M_EWFT_Tot_E,M_EWFT_Tot_OM_IE,M_EWFT_Tot_OM_UIE,M_EWFT_Tot_CFW,M_EWFT_Tot_ES_NS,M_EWFT_Tot_Tot,M_EWPT_15_19_E,M_EWPT_15_19_OM_IE,M_EWPT_15_19_OM_UIE,M_EWPT_15_19_CFW,M_EWPT_15_19_ES_NS,M_EWPT_15_19_Tot,M_EWPT_20_24_E,M_EWPT_20_24_OM_IE,M_EWPT_20_24_OM_UIE,M_EWPT_20_24_CFW,M_EWPT_20_24_ES_NS,M_EWPT_20_24_Tot,M_EWPT_25_29_E,M_EWPT_25_29_OM_IE,M_EWPT_25_29_OM_UIE,M_EWPT_25_29_CFW,M_EWPT_25_29_ES_NS,M_EWPT_25_29_Tot,M_EWPT_30_34_E,M_EWPT_30_34_OM_IE,M_EWPT_30_34_OM_UIE,M_EWPT_30_34_CFW,M_EWPT_30_34_ES_NS,M_EWPT_30_34_Tot,M_EWPT_35_39_E,M_EWPT_35_39_OM_IE,M_EWPT_35_39_OM_UIE,M_EWPT_35_39_CFW,M_EWPT_35_39_ES_NS,M_EWPT_35_39_Tot,M_EWPT_40_44_E,M_EWPT_40_44_OM_IE,M_EWPT_40_44_OM_UIE,M_EWPT_40_44_CFW,M_EWPT_40_44_ES_NS,M_EWPT_40_44_Tot,M_EWPT_45_49_E,M_EWPT_45_49_OM_IE,M_EWPT_45_49_OM_UIE,M_EWPT_45_49_CFW,M_EWPT_45_49_ES_NS,M_EWPT_45_49_Tot,M_EWPT_50_54_E,M_EWPT_50_54_OM_IE,M_EWPT_50_54_OM_UIE,M_EWPT_50_54_CFW,M_EWPT_50_54_ES_NS,M_EWPT_50_54_Tot,M_EWPT_55_59_E,M_EWPT_55_59_OM_IE,M_EWPT_55_59_OM_UIE,M_EWPT_55_59_CFW,M_EWPT_55_59_ES_NS,M_EWPT_55_59_Tot,M_EWPT_60_64_E,M_EWPT_60_64_OM_IE,M_EWPT_60_64_OM_UIE,M_EWPT_60_64_CFW,M_EWPT_60_64_ES_NS,M_EWPT_60_64_Tot,M_EWPT_65_69_E,M_EWPT_65_69_OM_IE,M_EWPT_65_69_OM_UIE,M_EWPT_65_69_CFW,M_EWPT_65_69_ES_NS,M_EWPT_65_69_Tot,M_EWPT_70_74_E,M_EWPT_70_74_OM_IE,M_EWPT_70_74_OM_UIE,M_EWPT_70_74_CFW,M_EWPT_70_74_ES_NS,M_EWPT_70_74_Tot,M_EWPT_75ov_E,M_EWPT_75ov_OM_IE,M_EWPT_75ov_OM_UIE,M_EWPT_75ov_CFW,M_EWPT_75ov_ES_NS,M_EWPT_75ov_Tot,M_EWPT_Tot_E,M_EWPT_Tot_OM_IE,M_EWPT_Tot_OM_UIE,M_EWPT_Tot_CFW,M_EWPT_Tot_ES_NS,M_EWPT_Tot_Tot,M_EAFW_E,M_EAFW_OM_IE,M_EAFW_OM_UIE,M_EAFW_CFW,M_EAFW_ES_NS,M_EAFW_Tot,M_H_NS_E,M_H_NS_OM_IE,M_H_NS_OM_UIE,M_H_NS_CFW,M_H_NS_ES_NS,M_H_NS_Tot,M_Tot_E,M_Tot_OM_IE,M_Tot_OM_UIE,M_Tot_CFW,M_Tot_ES_NS,M_Tot_Tot,F_EWFT_15_19_E,F_EWFT_15_19_OM_IE,F_EWFT_15_19_OM_UIE,F_EWFT_15_19_CFW,F_EWFT_15_19_ES_NS,F_EWFT_15_19_Tot,F_EWFT_20_24_E,F_EWFT_20_24_OM_IE,F_EWFT_20_24_OM_UIE,F_EWFT_20_24_CFW,F_EWFT_20_24_ES_NS,F_EWFT_20_24_Tot,F_EWFT_25_29_E,F_EWFT_25_29_OM_IE
LGA50840,14,0,0,0,0,14,66,0,0,0,0,64,78,0,3,4,0,80,81,6,6,0,0,91,76,6,4,0,0,87,89,0,3,0,0,99,83,10,10,3,0,113,91,3,13,6,0,109,80,8,14,4,0,101,67,8,9,3,3,84,25,8,15,4,0,47,3,3,8,4,0,13,0,0,6,3,0,13,750,52,89,26,12,928,19,0,0,0,0,26,8,0,0,0,0,8,3,0,0,0,0,0,8,0,0,0,0,13,4,0,0,0,0,9,8,0,0,0,0,9,10,0,0,0,0,15,14,0,0,0,0,13,13,0,6,0,0,19,18,3,11,5,0,32,6,4,8,4,0,28,9,0,4,4,0,19,0,0,0,3,0,10,125,6,42,25,3,197,60,3,4,6,0,68,21,0,6,9,0,33,955,64,139,59,18,1233,10,0,0,0,0,10,28,0,0,0,0,28,19,0
LGA50910,10,0,0,0,0,10,4,0,0,0,0,7,9,0,0,0,0,12,7,0,4,0,0,11,4,0,0,0,0,9,6,0,3,3,0,16,9,3,7,0,0,20,13,6,4,0,0,30,16,8,0,0,0,25,9,0,11,0,0,18,3,3,6,0,0,10,0,0,0,3,0,3,0,0,3,0,0,3,89,31,37,17,0,170,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,4,0,5,0,0,5,0,0,9,0,0,0,0,0,0,23,4,9,7,6,41,3,0,0,0,0,8,7,0,0,0,0,5,119,34,46,31,5,231,5,0,0,0,0,5,5,0,0,0,0,5,12,0
LGA50980,49,0,0,0,0,49,174,0,4,0,0,181,262,7,7,0,0,274,357,19,11,0,3,384,335,34,17,0,4,392,261,40,20,5,4,323,244,38,25,7,3,318,281,39,30,0,0,354,193,31,17,0,3,247,122,25,17,6,0,168,69,9,12,0,4,96,11,3,4,0,0,23,3,4,0,4,0,6,2364,252,159,22,14,2815,109,0,0,0,0,111,39,0,0,0,4,47,47,0,0,0,0,50,48,0,5,0,0,48,33,3,4,0,0,43,47,5,3,0,0,60,37,0,6,0,0,46,33,10,9,0,0,48,44,8,7,0,0,60,32,3,7,0,0,41,36,4,4,0,0,50,9,4,10,0,0,17,4,0,0,5,0,7,524,39,62,15,3,642,161,5,3,0,4,174,69,8,4,3,16,97,3113,304,227,41,41,3726,56,0,0,0,0,63,168,0,0,0,0,169,333,3
LGA51080,0,0,0,0,0,0,15,0,0,0,0,15,11,0,0,0,4,13,5,4,3,0,0,13,7,7,8,0,0,28,3,6,3,0,0,17,11,4,4,0,0,25,3,9,9,0,3,22,9,0,11,0,3,26,0,4,11,3,0,22,0,3,10,0,0,13,0,0,0,0,0,4,0,0,0,4,0,4,66,41,60,13,9,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,6,10,0,10,3,0,21,3,0,3,0,0,12,3,0,0,0,0,3,84,55,69,17,7,230,0,0,0,0,0,0,3,0,0,0,0,6,5,0
LGA51120,10,0,0,0,0,10,16,0,0,0,0,18,14,0,3,0,0,22,22,4,5,3,0,29,10,0,0,3,0,20,13,3,3,0,0,19,18,6,5,4,0,30,12,3,0,0,0,23,7,5,7,3,0,20,5,7,4,3,0,14,0,3,3,5,0,12,0,0,5,0,0,4,0,0,0,0,0,5,129,32,35,17,0,222,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,4,0,0,0,6,0,4,0,0,0,0,0,0,16,0,7,4,0,28,3,0,0,0,0,8,8,0,0,0,0,8,160,39,40,23,0,261,0,0,0,0,0,0,4,0,0,0,0,4,7,0
LGA51190,310,0,0,0,0,312,733,4,3,0,4,748,771,16,22,3,4,818,845,29,42,0,0,925,849,67,36,4,0,957,813,72,50,3,0,941,812,91,63,3,5,974,877,99,70,5,4,1059,759,87,60,7,0,909,577,73,55,4,8,710,181,35,26,3,3,246,37,18,17,3,4,67,11,0,0,3,0,20,7571,585,450,39,30,8684,423,0,0,0,0,429,246,0,4,0,0,250,154,0,4,0,0,168,162,0,7,0,0,168,101,6,15,0,0,126,100,11,13,3,5,128,106,0,12,0,0,128,111,8,15,0,3,133,101,10,19,0,0,137,144,15,29,0,0,195,123,14,31,3,0,169,42,15,21,12,0,87,25,6,5,5,0,45,1849,90,187,27,9,2166,423,15,17,4,5,471,161,3,10,6,20,197,10006,698,667,78,73,11523,171,0,3,0,0,174,532,0,6,0,3,537,632,7
LGA51260,151,0,0,0,0,149,297,0,10,5,0,314,310,7,21,0,0,342,377,52,55,0,8,491,368,62,63,8,0,499,395,89,87,6,3,576,381,99,96,12,5,592,350,101,85,10,0,548,277,95,87,9,3,475,201,60,69,12,8,343,80,16,42,5,4,147,12,16,10,14,0,49,3,6,9,4,0,24,3205,599,633,73,38,4548,445,0,5,0,0,458,142,0,0,5,0,143,90,0,5,0,0,100,90,9,13,0,0,122,81,11,26,0,0,121,72,10,19,0,0,110,80,10,40,3,4,131,72,13,43,6,3,134,115,22,35,5,0,179,100,36,54,6,5,207,98,15,38,26,0,188,50,23,25,7,4,105,22,4,11,8,0,43,1461,156,319,80,21,2034,224,29,39,20,0,304,93,6,12,5,9,132,4980,795,999,171,72,7017,118,0,0,0,0,116,217,0,0,0,0,216,284,3
LGA51310,23,0,0,0,0,26,187,0,8,0,0,201,330,6,18,0,0,352,388,38,25,0,0,456,345,60,18,0,0,423,304,63,34,5,0,408,249,104,41,3,4,399,224,99,49,6,0,374,170,99,50,6,0,325,136,49,31,0,0,219,48,33,18,0,0,97,15,7,4,0,0,29,4,6,8,3,0,18,2413,578,312,20,5,3326,281,0,3,0,0,285,255,0,12,0,0,269,151,0,9,0,0,162,101,11,9,0,0,111,69,9,16,0,0,88,55,11,13,0,0,77,54,14,8,0,0,78,51,21,10,5,0,89,46,22,28,3,0,95,56,23,38,5,0,121,53,27,26,3,0,105,37,15,16,0,0,71,10,12,9,16,0,46,1212,160,204,39,7,1607,117,9,10,0,0,134,63,10,6,0,4,81,3802,752,530,58,14,5155,29,0,0,0,0,29,286,0,0,0,0,293,513,10
LGA51330,605,0,4,0,0,615,2106,11,27,0,3,2151,2879,55,65,0,5,3006,3178,211,109,10,10,3521,3419,266,135,10,10,3834,2938,264,110,16,6,3338,2821,268,124,12,9,3241,2689,284,126,14,8,3125,2351,275,150,16,12,2803,1590,186,102,3,11,1893,554,129,57,3,4,743,118,44,16,10,0,193,16,24,7,4,0,56,25272,2025,1022,106,93,28506,1111,4,8,11,0,1134,1426,10,51,3,4,1506,717,19,58,0,0,800,531,32,59,3,7,629,381,33,51,4,0,479,304,29,48,4,0,388,284,29,33,6,5,354,276,36,52,8,0,382,277,45,69,6,0,397,323,54,72,5,0,449,225,58,74,15,0,370,121,25,42,14,3,202,52,22,20,14,5,116,6030,393,645,109,32,7215,863,32,22,9,8,945,495,32,33,12,49,622,32664,2481,1729,238,185,37291,157,0,0,0,0,158,953,3,0,4,0,963,1434,19
LGA51400,46,0,0,0,0,46,67,0,0,0,0,74,80,0,7,0,0,91,86,4,5,0,0,102,90,10,12,0,0,116,105,17,16,0,0,132,99,15,21,6,0,139,83,16,20,3,0,123,79,17,16,0,0,106,49,14,19,8,0,83,17,8,14,4,0,41,7,0,8,0,0,14,6,0,0,5,0,5,806,105,136,23,0,1072,114,0,4,5,0,119,23,0,4,0,0,26,18,0,0,0,0,26,11,0,3,0,0,12,12,0,0,0,0,16,16,0,5,0,0,21,13,0,4,0,0,20,11,4,0,0,0,13,15,3,8,0,0,27,19,5,5,0,0,34,16,0,14,3,0,36,3,3,8,6,0,16,3,0,0,5,0,11,272,21,64,14,0,370,49,6,12,3,0,63,22,0,4,0,0,30,1145,136,221,42,3,1543,20,0,0,0,0,20,42,0,0,0,0,44,46,0
LGA51470,5,0,0,0,0,5,15,0,0,0,0,15,6,0,0,0,0,8,11,0,0,0,0,10,8,4,3,0,0,14,10,0,0,0,0,8,10,3,3,0,0,10,16,0,5,0,0,15,7,3,3,0,0,11,10,3,0,0,0,18,0,3,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,6,95,18,20,4,0,142,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,3,0,0,0,0,0,0,10,0,4,3,0,21,3,0,0,0,0,7,3,0,0,0,0,4,108,21,22,13,5,172,0,0,0,0,0,0,5,0,0,0,0,5,6,0
LGA51540,26,0,0,0,0,26,52,0,0,0,0,54,100,3,5,0,0,105,74,3,4,0,0,84,78,11,8,4,0,96,74,5,10,3,0,95,57,18,13,7,0,101,77,28,6,0,3,114,64,10,19,3,0,86,50,15,18,5,0,90,18,3,13,4,0,41,0,0,11,5,0,15,0,0,3,0,0,3,664,88,115,29,8,906,15,0,0,0,0,16,11,0,0,0,0,17,14,0,5,0,0,21,21,0,0,0,0,19,7,0,0,0,0,11,9,0,0,0,0,6,17,0,5,0,0,27,19,3,0,0,3,23,21,4,0,0,0,24,10,0,3,6,0,19,12,4,0,7,0,21,13,0,3,0,0,15,0,0,3,4,0,6,178,13,19,15,5,231,44,0,3,0,0,51,33,3,0,0,4,40,919,108,137,45,18,1231,18,0,0,0,0,18,57,0,0,0,0,67,66,0
LGA51610,4,0,0,0,0,7,10,0,0,0,0,10,12,0,4,0,0,14,7,0,0,0,0,15,3,5,0,0,0,13,8,3,3,0,0,21,12,9,0,8,0,25,12,8,4,0,0,24,6,5,3,0,0,13,6,5,0,9,0,18,4,0,4,0,0,9,4,5,0,0,0,7,3,0,0,0,0,5,84,42,35,10,4,173,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,4,5,0,0,0,0,5,0,0,3,0,0,11,0,0,0,4,0,6,0,0,0,0,0,7,0,0,3,0,0,3,19,0,9,7,0,35,11,0,0,0,0,8,0,0,0,0,0,0,111,46,40,14,6,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51680,17,0,0,0,0,15,42,0,0,0,0,46,45,0,3,0,0,48,33,3,8,0,0,48,38,3,7,0,0,48,47,9,13,0,0,66,48,10,5,4,0,63,54,10,12,3,0,84,50,7,14,0,6,71,38,14,15,3,3,66,12,5,10,0,0,26,3,0,4,4,0,11,6,0,3,6,0,13,428,67,87,20,11,609,12,0,0,0,0,15,16,0,0,0,0,14,10,0,0,0,0,13,13,0,0,0,0,10,3,0,0,0,0,8,7,4,3,0,0,12,5,0,0,0,0,8,10,0,0,0,0,16,6,4,4,0,0,19,6,0,3,8,0,21,11,0,3,0,0,23,0,4,4,5,0,9,0,0,6,6,0,17,98,19,33,15,5,170,36,0,6,0,0,40,15,0,0,0,8,24,575,83,126,35,23,843,6,0,0,0,0,6,26,0,0,0,0,26,23,0
LGA51710,8,0,0,0,0,8,17,0,0,0,0,17,36,0,0,0,0,36,44,3,5,0,0,45,38,5,0,0,0,43,38,0,0,0,0,38,37,6,0,0,0,40,36,7,0,0,0,48,37,0,4,0,0,43,29,0,0,0,0,30,32,0,3,0,0,36,9,4,0,0,0,16,0,0,0,0,0,0,353,18,15,0,3,389,6,0,0,0,0,9,0,0,0,0,0,0,6,0,0,0,0,6,10,0,0,0,0,10,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,15,3,0,0,0,0,4,7,0,0,0,0,6,7,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,49,0,6,0,5,59,16,0,3,0,0,17,15,0,3,0,0,17,422,20,24,4,4,479,5,0,0,0,0,5,4,0,0,0,0,4,20,0
LGA51750,21,0,0,0,0,23,95,0,0,0,0,97,152,9,4,0,0,164,184,17,10,0,0,211,145,31,7,0,0,189,126,30,14,0,0,171,123,45,16,0,0,182,78,37,17,3,0,143,82,27,15,0,0,125,67,29,17,0,0,114,30,7,14,0,0,52,3,9,10,0,0,24,4,7,4,0,0,15,1110,244,120,7,3,1495,230,0,0,0,0,231,270,0,0,0,0,275,98,0,7,0,0,107,57,0,6,0,0,61,31,4,0,0,0,43,32,8,3,0,0,39,18,0,8,0,0,30,14,12,0,0,0,24,28,0,10,5,0,42,29,12,7,0,0,48,35,19,18,0,0,73,19,8,8,0,0,45,15,18,11,5,0,46,870,80,88,19,4,1059,43,3,0,0,0,49,32,0,5,5,5,36,2053,327,215,33,15,2639,15,0,0,0,0,15,138,0,3,0,0,144,229,3
LGA51820,587,0,0,0,0,589,1787,4,27,3,8,1825,2263,61,72,6,7,2410,2478,181,118,7,6,2784,2722,250,130,9,17,3135,2327,276,133,13,4,2758,2239,282,149,16,10,2693,2060,246,177,19,5,2504,1782,261,160,11,11,2218,1149,178,110,17,9,1458,403,81,34,6,4,527,72,39,16,14,0,141,22,17,10,5,0,56,19900,1885,1134,114,74,23110,1024,0,10,4,4,1036,969,3,24,5,0,1008,475,13,34,0,0,526,311,24,52,3,0,388,264,28,50,4,4,353,248,33,53,4,3,350,199,25,47,8,5,284,171,37,58,7,5,273,177,36,85,15,0,307,216,48,79,18,7,360,197,36,64,11,0,306,68,33,29,18,0,145,29,23,17,10,3,84,4344,334,604,113,29,5417,749,21,29,8,5,817,372,15,37,7,28,466,25365,2253,1802,248,140,29804,154,0,5,0,0,161,780,0,16,0,0,805,1105,12
LGA51860,0,0,0,0,0,0,5,0,0,0,0,5,15,0,0,0,0,15,0,0,0,0,0,0,11,0,0,0,0,13,5,0,0,0,0,5,8,0,6,0,0,9,3,0,0,0,0,5,14,0,0,0,0,15,12,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,5,9,0,0,88,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,4,5,0,0,0,0,5,3,0,0,0,0,3,5,0,0,0,0,5,3,0,0,0,0,3,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,31,3,0,0,0,0,5,0,0,0,0,0,0,108,8,5,0,4,124,0,0,0,0,0,0,8,0,0,0,0,8,4,0
LGA51890,56,0,0,0,0,58,142,0,0,0,0,142,168,3,0,0,3,172,220,0,0,0,0,221,279,4,6,0,0,289,331,7,3,0,0,346,323,4,5,0,0,339,349,10,0,0,0,359,282,6,6,4,4,297,154,14,5,0,0,169,47,5,8,0,0,62,7,0,0,0,0,8,0,4,3,0,0,7,2345,47,45,8,10,2459,50,0,0,0,0,54,31,0,0,0,0,32,33,0,0,0,0,35,30,0,0,0,0,36,24,0,0,0,0,24,10,0,0,0,0,16,17,0,0,0,0,19,19,0,3,0,0,24,21,0,0,0,0,25,26,3,11,0,0,30,19,4,0,4,0,22,5,0,0,0,0,10,3,0,0,0,0,7,293,9,21,10,5,333,178,8,0,0,0,184,60,0,0,4,4,71,2874,65,71,17,16,3043,23,0,0,0,0,24,64,0,4,0,0,69,72,0
LGA51960,25,0,0,0,0,25,85,0,0,0,0,85,177,6,0,0,0,179,190,0,0,0,0,190,173,0,0,0,0,179,144,9,4,0,0,151,134,0,4,0,0,136,163,4,4,0,0,172,109,4,0,0,0,121,122,3,0,0,0,128,28,0,0,0,0,33,5,0,0,0,0,5,0,0,0,0,0,5,1348,24,16,3,4,1404,6,0,0,0,0,6,14,0,0,0,0,14,9,0,0,0,0,9,22,0,0,0,0,22,16,0,0,0,0,16,10,0,0,0,0,12,15,0,0,0,0,16,19,0,0,0,0,24,10,0,0,0,0,12,5,0,0,0,0,8,7,0,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,0,135,0,9,0,0,146,127,0,0,0,0,131,48,3,0,0,0,50,1658,32,21,4,8,1727,7,0,0,0,0,7,48,0,0,0,0,50,47,0
LGA52030,0,0,0,0,0,0,10,0,0,0,0,11,11,0,0,0,0,11,5,5,6,4,0,16,6,0,0,3,0,10,7,4,0,0,0,12,6,3,10,0,0,19,4,4,3,0,0,16,7,8,6,0,0,19,9,9,7,4,0,25,0,0,0,3,0,7,0,3,0,0,0,7,0,4,0,4,0,5,72,28,38,18,0,159,6,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,4,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,21,0,15,6,0,40,4,0,0,0,0,8,0,0,0,0,0,0,95,33,51,25,0,208,0,0,0,0,0,0,0,0,0,0,0,0,4,0
LGA52100,11,0,0,0,0,11,19,0,0,0,0,26,22,0,0,0,0,20,13,0,3,0,0,21,14,8,5,0,0,30,11,5,5,0,0,19,4,0,0,3,0,11,11,4,8,8,0,30,5,3,0,0,0,18,11,7,5,0,0,23,4,5,5,0,0,17,0,0,3,0,0,6,0,0,0,6,0,5,129,38,50,19,3,238,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,5,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,19,3,7,4,0,33,11,0,0,0,0,14,3,0,0,0,0,3,163,43,53,21,4,289,3,0,0,0,0,3,12,0,0,0,0,12,14,0
LGA52170,11,0,0,0,0,11,30,0,0,0,0,30,53,4,3,0,0,60,83,8,10,0,0,102,63,16,13,0,0,88,53,16,11,0,0,83,53,18,3,0,0,78,49,32,8,0,0,88,37,33,14,0,0,82,23,16,12,0,0,53,8,6,4,0,0,20,5,5,0,0,0,9,0,3,0,0,0,10,472,167,70,10,0,723,79,0,0,0,0,82,90,0,3,0,0,96,39,5,0,0,0,45,22,0,3,0,0,25,10,3,5,0,0,15,13,10,0,0,0,19,8,5,0,0,0,12,3,15,0,0,0,25,15,9,6,7,0,33,11,8,9,6,0,31,9,17,9,9,0,42,8,11,6,0,0,27,3,3,8,7,0,19,311,89,65,16,7,483,28,0,0,0,0,35,8,5,0,4,0,15,819,258,141,32,9,1254,12,0,0,0,0,12,59,0,0,0,0,56,86,0
LGA52240,3,0,0,0,0,3,14,0,5,0,0,17,12,0,3,0,0,19,12,0,0,0,0,13,13,6,6,0,0,24,14,8,9,3,0,26,17,6,11,7,0,33,19,5,7,4,0,29,18,4,10,0,4,32,19,3,9,0,0,35,0,3,5,6,0,11,0,0,0,4,0,9,0,0,6,0,0,8,140,33,64,30,0,269,5,0,0,4,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,0,3,5,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,3,0,0,4,3,0,10,0,0,3,0,0,3,22,6,7,12,0,43,3,0,3,3,0,9,7,0,0,4,0,12,174,36,82,38,6,336,0,0,0,0,0,0,9,0,0,0,0,9,11,0
LGA52310,3,0,0,0,0,3,9,0,0,0,0,9,10,0,0,0,0,11,8,0,0,3,0,14,11,0,0,0,0,13,5,0,0,0,0,7,9,5,3,0,4,23,3,10,8,0,0,21,6,7,3,0,0,13,3,0,4,0,0,10,6,0,3,0,0,8,0,0,3,0,0,3,0,0,0,0,0,0,79,25,23,6,5,134,4,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,19,5,9,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,94,31,32,13,3,174,0,0,0,0,0,0,0,0,0,0,0,0,3,0
LGA52380,4,0,0,0,0,4,22,0,0,0,0,22,32,0,0,0,0,32,48,0,0,0,0,50,26,0,0,0,0,26,20,0,0,0,0,24,28,0,0,0,0,28,34,0,0,0,0,34,26,0,0,0,0,27,26,0,0,0,0,26,4,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,278,6,0,0,0,283,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,4,0,29,37,0,0,0,0,39,13,0,0,0,0,13,354,6,0,3,6,361,0,0,0,0,0,0,10,0,0,0,0,10,14,0
