POW_LGA_CODE_2021,MaOpD_1250_1499_A_20_24,MaOpD_1250_1499_A_25_34,MaOpD_1250_1499_A_35_44,MaOpD_1250_1499_A_45_54,MaOpD_1250_1499_A_55_64,MaOpD_1250_1499_A_65_74,MaOpD_1250_1499_A_75ov,MaOpD_1250_1499_Tot,MaOpD_1500_1749_A_15_19,MaOpD_1500_1749_A_20_24,MaOpD_1500_1749_A_25_34,MaOpD_1500_1749_A_35_44,MaOpD_1500_1749_A_45_54,MaOpD_1500_1749_A_55_64,MaOpD_1500_1749_A_65_74,MaOpD_1500_1749_A_75ov,MaOpD_1500_1749_Tot,MaOpD_1750_1999_A_15_19,MaOpD_1750_1999_A_20_24,MaOpD_1750_1999_A_25_34,MaOpD_1750_1999_A_35_44,MaOpD_1750_1999_A_45_54,MaOpD_1750_1999_A_55_64,MaOpD_1750_1999_A_65_74,MaOpD_1750_1999_A_75ov,MaOpD_1750_1999_Tot,MaOpD_2000_2999_A_15_19,MaOpD_2000_2999_A_20_24,MaOpD_2000_2999_A_25_34,MaOpD_2000_2999_A_35_44,MaOpD_2000_2999_A_45_54,MaOpD_2000_2999_A_55_64,MaOpD_2000_2999_A_65_74,MaOpD_2000_2999_A_75ov,MaOpD_2000_2999_Tot,MaOpD_3000_3499_A_15_19,MaOpD_3000_3499_A_20_24,MaOpD_3000_3499_A_25_34,MaOpD_3000_3499_A_35_44,MaOpD_3000_3499_A_45_54,MaOpD_3000_3499_A_55_64,MaOpD_3000_3499_A_65_74,MaOpD_3000_3499_A_75ov,MaOpD_3000_3499_Tot,MaOpD_3500mo_A_15_19,MaOpD_3500mo_A_20_24,MaOpD_3500mo_A_25_34,MaOpD_3500mo_A_35_44,MaOpD_3500mo_A_45_54,MaOpD_3500mo_A_55_64,MaOpD_3500mo_A_65_74,MaOpD_3500mo_A_75ov,MaOpD_3500mo_Tot,MaOpD_PINS_A_15_19,MaOpD_PINS_A_20_24,MaOpD_PINS_A_25_34,MaOpD_PINS_A_35_44,MaOpD_PINS_A_45_54,MaOpD_PINS_A_55_64,MaOpD_PINS_A_65_74,MaOpD_PINS_A_75ov,MaOpD_PINS_Tot,MaOpD_Tot_A_15_19,MaOpD_Tot_A_20_24,MaOpD_Tot_A_25_34,MaOpD_Tot_A_35_44,MaOpD_Tot_A_45_54,MaOpD_Tot_A_55_64,MaOpD_Tot_A_65_74,MaOpD_Tot_A_75ov,MaOpD_Tot_Tot,Lab_NNI_A_15_19,Lab_NNI_A_20_24,Lab_NNI_A_25_34,Lab_NNI_A_35_44,Lab_NNI_A_45_54,Lab_NNI_A_55_64,Lab_NNI_A_65_74,Lab_NNI_A_75ov,Lab_NNI_Tot,Lab_1_149_A_15_19,Lab_1_149_A_20_24,Lab_1_149_A_25_34,Lab_1_149_A_35_44,Lab_1_149_A_45_54,Lab_1_149_A_55_64,Lab_1_149_A_65_74,Lab_1_149_A_75ov,Lab_1_149_Tot,Lab_150_299_A_15_19,Lab_150_299_A_20_24,Lab_150_299_A_25_34,Lab_150_299_A_35_44,Lab_150_299_A_45_54,Lab_150_299_A_55_64,Lab_150_299_A_65_74,Lab_150_299_A_75ov,Lab_150_299_Tot,Lab_300_399_A_15_19,Lab_300_399_A_20_24,Lab_300_399_A_25_34,Lab_300_399_A_35_44,Lab_300_399_A_45_54,Lab_300_399_A_55_64,Lab_300_399_A_65_74,Lab_300_399_A_75ov,Lab_300_399_Tot,Lab_400_499_A_15_19,Lab_400_499_A_20_24,Lab_400_499_A_25_34,Lab_400_499_A_35_44,Lab_400_499_A_45_54,Lab_400_499_A_55_64,Lab_400_499_A_65_74,Lab_400_499_A_75ov,Lab_400_499_Tot,Lab_500_649_A_15_19,Lab_500_649_A_20_24,Lab_500_649_A_25_34,Lab_500_649_A_35_44,Lab_500_649_A_45_54,Lab_500_649_A_55_64,Lab_500_649_A_65_74,Lab_500_649_A_75ov,Lab_500_649_Tot,Lab_650_799_A_15_19,Lab_650_799_A_20_24,Lab_650_799_A_25_34,Lab_650_799_A_35_44,Lab_650_799_A_45_54,Lab_650_799_A_55_64,Lab_650_799_A_65_74,Lab_650_799_A_75ov,Lab_650_799_Tot,Lab_800_999_A_15_19,Lab_800_999_A_20_24,Lab_800_999_A_25_34,Lab_800_999_A_35_44,Lab_800_999_A_45_54,Lab_800_999_A_55_64,Lab_800_999_A_65_74,Lab_800_999_A_75ov,Lab_800_999_Tot,Lab_1000_1249_A_15_19,Lab_1000_1249_A_20_24,Lab_1000_1249_A_25_34,Lab_1000_1249_A_35_44,Lab_1000_1249_A_45_54,Lab_1000_1249_A_55_64,Lab_1000_1249_A_65_74,Lab_1000_1249_A_75ov,Lab_1000_1249_Tot,Lab_1250_1499_A_15_19,Lab_1250_1499_A_20_24,Lab_1250_1499_A_25_34,Lab_1250_1499_A_35_44,Lab_1250_1499_A_45_54,Lab_1250_1499_A_55_64,Lab_1250_1499_A_65_74,Lab_1250_1499_A_75ov,Lab_1250_1499_Tot,Lab_1500_1749_A_15_19,Lab_1500_1749_A_20_24,Lab_1500_1749_A_25_34,Lab_1500_1749_A_35_44,Lab_1500_1749_A_45_54,Lab_1500_1749_A_55_64,Lab_1500_1749_A_65_74,Lab_1500_1749_A_75ov,Lab_1500_1749_Tot,Lab_1750_1999_A_15_19,Lab_1750_1999_A_20_24,Lab_1750_1999_A_25_34,Lab_1750_1999_A_35_44,Lab_1750_1999_A_45_54,Lab_1750_1999_A_55_64,Lab_1750_1999_A_65_74,Lab_1750_1999_A_75ov,Lab_1750_1999_Tot,Lab_2000_2999_A_15_19,Lab_2000_2999_A_20_24,Lab_2000_2999_A_25_34,Lab_2000_2999_A_35_44,Lab_2000_2999_A_45_54,Lab_2000_2999_A_55_64,Lab_2000_2999_A_65_74,Lab_2000_2999_A_75ov,Lab_2000_2999_Tot,Lab_3000_3499_A_15_19,Lab_3000_3499_A_20_24,Lab_3000_3499_A_25_34,Lab_3000_3499_A_35_44,Lab_3000_3499_A_45_54,Lab_3000_3499_A_55_64,Lab_3000_3499_A_65_74,Lab_3000_3499_A_75ov,Lab_3000_3499_Tot,Lab_3500mo_A_15_19,Lab_3500mo_A_20_24,Lab_3500mo_A_25_34
LGA50840,4,16,14,12,4,0,0,49,0,7,16,9,16,10,4,0,61,0,3,8,14,13,12,3,0,57,0,0,17,8,16,13,4,0,59,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,23,67,61,68,71,16,0,312,0,0,0,0,0,0,0,0,4,16,0,0,0,0,3,0,0,22,0,4,7,4,0,3,4,0,19,0,0,6,0,3,7,0,0,18,0,0,4,0,5,0,0,0,17,3,0,0,3,4,9,3,0,29,4,0,5,0,5,4,3,0,24,0,4,10,13,8,15,3,0,48,0,3,0,0,9,8,0,0,33,0,5,0,5,0,0,0,0,10,0,5,0,5,0,5,4,0,19,0,0,0,4,3,4,0,0,11,0,6,0,10,10,0,0,0,27,0,0,0,0,0,0,0,0,6,0,0,0
LGA50910,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,6,9,3,3,46,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,8,0,0,0,0,6,0,0,0,9,0,0,0,0,4,3,0,0,6,0,0,3,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
LGA50980,0,10,12,9,10,0,0,41,0,3,6,0,10,10,0,0,32,0,0,4,12,4,7,3,0,30,0,0,9,14,8,5,3,0,37,0,0,0,4,0,3,0,0,6,0,0,0,4,0,0,0,0,4,0,0,5,3,0,0,0,0,5,12,21,57,68,59,68,26,5,310,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,42,12,0,4,3,8,6,0,0,34,11,3,4,3,8,3,0,0,31,8,8,10,8,7,9,3,0,44,6,3,5,11,4,8,3,0,45,7,13,27,18,14,10,3,0,86,5,18,50,24,16,9,5,0,128,6,16,40,23,29,19,6,0,140,0,13,25,18,11,16,7,0,84,0,3,11,12,8,7,4,0,39,0,0,6,5,4,0,0,0,19,0,0,14,0,12,9,0,0,30,0,0,0,0,3,0,0,0,9,0,0,0
LGA51080,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,0,0,9,4,5,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,5,0,0,0,5,3,0,0,0,5,0,3,4,0,0,5,0,0,16,0,3,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51120,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,3,8,9,7,3,0,37,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,12,0,0,0,0,5,4,0,0,13,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
LGA51190,15,41,44,56,59,12,0,228,0,6,32,61,54,58,7,0,221,0,3,31,36,55,39,5,0,170,0,7,35,66,79,63,12,0,261,0,0,6,0,5,4,0,0,17,0,0,0,3,3,0,0,0,10,0,3,0,4,0,5,0,0,8,63,132,261,336,415,406,123,13,1747,7,0,0,3,0,0,3,0,20,135,4,10,7,0,5,3,0,167,64,14,11,14,23,9,3,0,143,24,15,21,28,24,29,6,0,154,23,14,31,35,35,39,21,3,190,31,41,48,48,55,59,16,0,299,33,57,85,52,62,45,20,0,346,25,89,138,88,98,60,20,0,515,8,50,115,73,84,54,9,0,390,5,15,55,47,44,30,7,0,191,0,10,27,37,29,25,4,0,128,0,0,17,17,14,22,4,0,66,0,5,17,24,15,13,6,0,79,0,0,0,6,5,3,3,0,17,0,0,0
LGA51260,9,8,9,36,25,8,0,102,0,5,8,8,16,18,4,0,64,0,5,3,9,12,10,0,0,35,0,3,3,10,12,9,3,0,40,0,0,0,5,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,5,3,0,0,0,10,28,38,71,102,185,179,88,7,705,8,3,0,0,0,3,0,0,16,130,0,4,9,3,6,4,0,163,53,17,12,21,10,16,4,0,131,22,12,22,23,22,26,13,3,143,14,17,28,30,34,41,19,3,190,17,31,36,31,60,56,23,3,263,19,42,56,42,55,66,21,5,304,13,39,73,61,57,49,5,0,299,10,24,45,48,40,40,6,0,223,0,0,23,22,35,19,8,0,113,0,0,16,7,17,9,0,0,58,0,4,4,13,13,7,3,0,43,0,0,4,11,9,0,0,0,29,0,0,0,0,3,0,0,0,9,0,0,5
LGA51310,4,5,6,0,3,4,0,11,0,0,0,3,3,0,0,0,12,0,0,0,0,0,3,0,0,4,0,0,4,4,4,4,0,0,18,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,24,23,38,35,25,30,14,0,193,0,0,3,0,0,0,0,0,6,69,8,0,0,0,0,0,0,87,19,11,3,5,5,0,0,0,50,6,12,14,3,4,10,6,0,49,17,13,20,12,6,8,3,0,86,3,15,20,19,12,14,16,0,101,0,14,16,19,22,17,10,0,90,0,9,33,18,10,13,9,0,91,0,4,24,18,24,15,3,0,98,0,0,12,10,13,6,0,4,44,0,0,5,3,4,3,0,0,19,0,0,0,0,0,0,0,0,7,0,0,0,3,4,5,0,0,15,0,0,0,0,0,0,0,0,4,0,0,0
LGA51330,59,284,274,232,188,38,4,1091,3,16,173,163,190,149,27,0,732,0,22,91,117,111,94,20,0,457,0,25,132,147,144,104,19,0,576,0,3,19,27,19,14,3,0,83,0,4,12,23,11,11,0,0,60,0,5,3,3,17,6,0,0,45,332,816,2002,1719,1601,1329,333,22,8161,14,3,8,0,5,8,0,0,46,271,44,26,28,21,23,7,0,428,150,87,48,31,31,38,12,5,399,70,79,64,49,35,39,17,0,360,49,100,89,64,72,57,32,4,469,61,137,150,109,88,84,27,0,663,46,124,181,115,152,121,38,10,789,46,155,304,212,199,131,46,0,1089,29,99,253,181,194,138,23,3,909,11,35,121,109,93,67,17,5,445,3,24,82,65,57,43,10,0,284,0,25,44,40,50,23,6,0,183,4,16,61,58,32,23,0,0,188,0,0,8,7,9,5,0,0,33,0,6,5
LGA51400,4,4,9,6,9,0,0,27,0,4,4,10,4,8,0,0,27,0,0,4,8,9,12,0,0,34,0,0,4,7,9,14,0,0,32,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,10,14,18,32,44,48,55,18,0,234,0,0,0,0,0,0,0,0,4,60,0,0,0,0,3,0,0,68,13,4,0,4,6,6,0,0,32,8,0,3,6,0,6,3,0,32,4,0,4,7,4,11,0,0,34,7,8,0,3,12,13,0,0,54,13,10,13,11,11,7,6,0,71,6,18,12,11,12,9,0,0,76,0,7,15,17,16,6,0,0,61,0,8,8,11,7,8,0,0,38,0,0,0,8,3,6,3,0,24,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
LGA51470,0,0,0,0,3,0,0,0,0,0,0,4,0,5,0,0,14,0,0,0,0,0,0,0,0,4,0,0,0,0,5,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,12,15,9,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51540,0,0,4,5,5,0,0,15,0,0,9,4,5,6,4,0,25,0,0,8,4,4,8,0,0,25,0,0,12,16,13,7,4,0,49,0,0,3,0,0,0,0,0,9,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,5,38,37,37,50,16,0,189,0,0,0,0,0,0,4,0,6,8,0,0,0,0,3,0,0,8,4,0,0,5,0,0,0,0,9,0,3,4,3,3,12,5,0,26,0,0,0,5,0,0,0,0,13,5,6,9,3,10,7,10,0,39,3,12,27,9,11,9,0,0,68,7,7,25,12,15,13,4,0,81,0,3,16,13,11,6,9,0,60,7,0,4,5,6,4,0,0,23,0,0,4,4,4,4,0,0,18,0,0,0,0,0,0,0,0,4,0,0,0,3,8,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
LGA51610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,10,11,7,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,3,0,0,0,3,3,0,0,0,7,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51680,0,0,0,3,3,6,0,14,0,0,9,0,8,6,0,0,24,0,0,4,3,0,5,0,0,15,0,0,5,8,16,14,3,0,52,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,28,27,41,41,17,0,166,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,12,4,4,0,5,0,3,0,0,23,5,0,4,4,3,5,3,0,16,0,4,0,5,6,5,0,0,16,5,0,7,4,6,3,0,0,33,0,4,7,4,5,8,0,0,21,5,9,8,9,5,5,0,0,38,0,4,0,4,3,4,0,0,24,0,3,0,4,0,0,0,0,19,0,0,4,0,3,7,0,0,11,0,0,0,0,0,0,0,0,4,0,0,0,0,5,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
LGA51710,0,0,6,3,0,0,0,6,0,0,0,0,0,0,5,0,14,0,0,3,5,3,5,5,0,14,0,0,0,3,0,0,0,0,17,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,16,14,15,16,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,8,0,0,0,3,3,3,0,0,11,0,0,6,0,4,0,4,0,19,0,0,3,4,0,3,5,0,16,0,0,4,6,0,5,0,0,14,0,0,0,0,3,0,0,0,7,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
LGA51750,0,4,0,0,3,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,31,25,17,13,15,7,0,128,0,0,0,0,0,0,0,0,4,32,4,0,0,0,0,0,0,42,25,12,3,0,3,9,0,0,46,6,14,12,0,0,5,0,0,38,5,9,8,0,0,5,5,0,41,5,6,13,12,6,15,6,0,61,0,10,18,12,9,4,4,0,63,0,9,19,9,9,7,5,0,66,0,4,12,8,7,4,3,0,43,0,4,10,10,0,3,0,0,30,0,0,0,0,0,4,0,0,10,0,0,0,0,4,0,0,0,6,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
LGA51820,42,169,135,136,129,29,0,646,0,25,96,117,122,92,21,0,480,0,7,57,90,93,67,9,0,324,0,9,81,123,104,73,12,0,401,0,4,15,15,20,19,3,0,68,0,0,9,15,12,15,0,0,56,0,0,9,5,3,0,4,0,30,210,523,971,942,904,847,207,20,4618,11,4,5,5,3,12,7,0,46,291,21,5,8,7,12,3,0,353,152,58,18,16,18,20,12,0,291,68,51,30,41,44,27,12,4,281,49,67,61,47,38,39,17,7,335,63,82,91,75,99,77,29,6,515,43,115,121,113,102,95,21,0,621,32,121,208,138,120,108,17,0,754,20,93,197,144,137,89,20,5,708,9,39,88,95,73,58,12,3,383,0,27,63,66,51,27,6,0,242,0,6,48,52,43,23,10,0,188,4,8,57,74,50,34,8,0,231,0,3,8,11,6,6,0,0,35,0,0,0
LGA51860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,5,3,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51890,10,14,27,20,11,4,0,93,0,14,36,36,27,25,0,0,138,0,7,26,47,44,30,5,0,160,0,0,36,86,88,72,7,0,291,0,0,6,6,9,7,0,0,24,0,0,0,0,4,4,0,0,16,0,0,0,3,0,0,0,0,3,8,48,152,231,213,189,34,4,884,4,0,0,0,0,0,0,0,3,33,0,0,3,0,0,0,0,37,14,0,0,4,0,0,0,0,18,6,0,3,4,6,6,6,0,38,6,6,8,3,6,8,5,0,45,0,4,11,3,13,8,4,0,44,0,4,12,4,10,11,0,0,50,4,14,6,5,10,13,0,0,51,5,3,13,10,8,10,7,0,57,3,0,11,9,13,5,0,0,45,3,4,12,11,8,12,0,0,41,0,5,12,10,13,4,0,0,50,0,6,7,16,16,11,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0
LGA51960,7,4,7,4,13,0,0,40,4,14,19,16,12,13,3,0,82,0,12,25,25,20,15,3,0,97,4,19,90,82,69,66,5,0,327,0,0,20,20,15,10,3,0,75,0,0,11,13,16,6,0,0,49,0,4,5,0,3,0,0,0,11,8,58,179,174,157,136,22,0,726,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,8,3,0,0,0,0,4,5,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,0,0,3,0,5,3,0,0,13,0,0,0,3,7,0,0,0,8,0,0,0,4,3,4,0,0,15,0,3,8,6,7,3,5,0,33,0,0,3,3,4,6,0,0,24,0,0,11,4,3,0,0,0,27,0,0,7,7,3,0,0,0,18,0,0,3,3,0,4,0,0,20,0,0,4,6,4,0,0,0,10,0,0,0
LGA52030,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,7,14,8,3,0,37,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,6,0,3,0,0,3,6,0,9,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,5,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52100,0,3,0,0,0,0,0,3,0,0,3,0,4,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,12,5,3,0,42,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,7,3,0,0,0,0,0,0,0,9,0,4,4,0,0,0,0,0,12,0,0,3,5,4,3,0,0,17,3,5,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,5,7,4,0,29,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,12,3,5,0,0,0,0,0,0,6,5,3,5,0,0,0,0,0,16,0,0,5,6,0,0,3,0,16,0,0,9,0,0,9,0,3,28,0,6,10,4,0,7,0,0,27,0,5,3,3,6,3,0,0,27,4,4,5,3,3,3,0,0,19,0,0,0,0,3,4,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52240,4,0,0,3,4,0,0,11,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,6,9,19,18,3,0,65,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,5,0,5,0,0,0,0,0,12,0,3,0,0,0,0,0,0,3,0,0,5,3,0,4,0,0,14,0,7,7,0,3,4,0,0,22,0,3,3,3,3,5,0,0,24,0,0,0,0,0,5,0,0,6,0,6,0,4,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52310,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,6,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
LGA52380,0,0,0,0,0,0,0,6,0,0,0,7,3,3,0,0,12,0,3,9,6,8,6,3,0,27,0,5,9,9,14,13,5,0,65,0,0,4,9,4,0,0,0,13,0,0,6,6,6,4,0,0,17,0,0,0,0,0,0,0,0,0,0,9,36,32,41,29,9,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,3,0,0,0,7,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,5,0,0,0,0,0,5,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
