POW_LGA_CODE_2021,MaOpD_1250_1499_A_20_24,MaOpD_1250_1499_A_25_34,MaOpD_1250_1499_A_35_44,MaOpD_1250_1499_A_45_54,MaOpD_1250_1499_A_55_64,MaOpD_1250_1499_A_65_74,MaOpD_1250_1499_A_75ov,MaOpD_1250_1499_Tot,MaOpD_1500_1749_A_15_19,MaOpD_1500_1749_A_20_24,MaOpD_1500_1749_A_25_34,MaOpD_1500_1749_A_35_44,MaOpD_1500_1749_A_45_54,MaOpD_1500_1749_A_55_64,MaOpD_1500_1749_A_65_74,MaOpD_1500_1749_A_75ov,MaOpD_1500_1749_Tot,MaOpD_1750_1999_A_15_19,MaOpD_1750_1999_A_20_24,MaOpD_1750_1999_A_25_34,MaOpD_1750_1999_A_35_44,MaOpD_1750_1999_A_45_54,MaOpD_1750_1999_A_55_64,MaOpD_1750_1999_A_65_74,MaOpD_1750_1999_A_75ov,MaOpD_1750_1999_Tot,MaOpD_2000_2999_A_15_19,MaOpD_2000_2999_A_20_24,MaOpD_2000_2999_A_25_34,MaOpD_2000_2999_A_35_44,MaOpD_2000_2999_A_45_54,MaOpD_2000_2999_A_55_64,MaOpD_2000_2999_A_65_74,MaOpD_2000_2999_A_75ov,MaOpD_2000_2999_Tot,MaOpD_3000_3499_A_15_19,MaOpD_3000_3499_A_20_24,MaOpD_3000_3499_A_25_34,MaOpD_3000_3499_A_35_44,MaOpD_3000_3499_A_45_54,MaOpD_3000_3499_A_55_64,MaOpD_3000_3499_A_65_74,MaOpD_3000_3499_A_75ov,MaOpD_3000_3499_Tot,MaOpD_3500mo_A_15_19,MaOpD_3500mo_A_20_24,MaOpD_3500mo_A_25_34,MaOpD_3500mo_A_35_44,MaOpD_3500mo_A_45_54,MaOpD_3500mo_A_55_64,MaOpD_3500mo_A_65_74,MaOpD_3500mo_A_75ov,MaOpD_3500mo_Tot,MaOpD_PINS_A_15_19,MaOpD_PINS_A_20_24,MaOpD_PINS_A_25_34,MaOpD_PINS_A_35_44,MaOpD_PINS_A_45_54,MaOpD_PINS_A_55_64,MaOpD_PINS_A_65_74,MaOpD_PINS_A_75ov,MaOpD_PINS_Tot,MaOpD_Tot_A_15_19,MaOpD_Tot_A_20_24,MaOpD_Tot_A_25_34,MaOpD_Tot_A_35_44,MaOpD_Tot_A_45_54,MaOpD_Tot_A_55_64,MaOpD_Tot_A_65_74,MaOpD_Tot_A_75ov,MaOpD_Tot_Tot,Lab_NNI_A_15_19,Lab_NNI_A_20_24,Lab_NNI_A_25_34,Lab_NNI_A_35_44,Lab_NNI_A_45_54,Lab_NNI_A_55_64,Lab_NNI_A_65_74,Lab_NNI_A_75ov,Lab_NNI_Tot,Lab_1_149_A_15_19,Lab_1_149_A_20_24,Lab_1_149_A_25_34,Lab_1_149_A_35_44,Lab_1_149_A_45_54,Lab_1_149_A_55_64,Lab_1_149_A_65_74,Lab_1_149_A_75ov,Lab_1_149_Tot,Lab_150_299_A_15_19,Lab_150_299_A_20_24,Lab_150_299_A_25_34,Lab_150_299_A_35_44,Lab_150_299_A_45_54,Lab_150_299_A_55_64,Lab_150_299_A_65_74,Lab_150_299_A_75ov,Lab_150_299_Tot,Lab_300_399_A_15_19,Lab_300_399_A_20_24,Lab_300_399_A_25_34,Lab_300_399_A_35_44,Lab_300_399_A_45_54,Lab_300_399_A_55_64,Lab_300_399_A_65_74,Lab_300_399_A_75ov,Lab_300_399_Tot,Lab_400_499_A_15_19,Lab_400_499_A_20_24,Lab_400_499_A_25_34,Lab_400_499_A_35_44,Lab_400_499_A_45_54,Lab_400_499_A_55_64,Lab_400_499_A_65_74,Lab_400_499_A_75ov,Lab_400_499_Tot,Lab_500_649_A_15_19,Lab_500_649_A_20_24,Lab_500_649_A_25_34,Lab_500_649_A_35_44,Lab_500_649_A_45_54,Lab_500_649_A_55_64,Lab_500_649_A_65_74,Lab_500_649_A_75ov,Lab_500_649_Tot,Lab_650_799_A_15_19,Lab_650_799_A_20_24,Lab_650_799_A_25_34,Lab_650_799_A_35_44,Lab_650_799_A_45_54,Lab_650_799_A_55_64,Lab_650_799_A_65_74,Lab_650_799_A_75ov,Lab_650_799_Tot,Lab_800_999_A_15_19,Lab_800_999_A_20_24,Lab_800_999_A_25_34,Lab_800_999_A_35_44,Lab_800_999_A_45_54,Lab_800_999_A_55_64,Lab_800_999_A_65_74,Lab_800_999_A_75ov,Lab_800_999_Tot,Lab_1000_1249_A_15_19,Lab_1000_1249_A_20_24,Lab_1000_1249_A_25_34,Lab_1000_1249_A_35_44,Lab_1000_1249_A_45_54,Lab_1000_1249_A_55_64,Lab_1000_1249_A_65_74,Lab_1000_1249_A_75ov,Lab_1000_1249_Tot,Lab_1250_1499_A_15_19,Lab_1250_1499_A_20_24,Lab_1250_1499_A_25_34,Lab_1250_1499_A_35_44,Lab_1250_1499_A_45_54,Lab_1250_1499_A_55_64,Lab_1250_1499_A_65_74,Lab_1250_1499_A_75ov,Lab_1250_1499_Tot,Lab_1500_1749_A_15_19,Lab_1500_1749_A_20_24,Lab_1500_1749_A_25_34,Lab_1500_1749_A_35_44,Lab_1500_1749_A_45_54,Lab_1500_1749_A_55_64,Lab_1500_1749_A_65_74,Lab_1500_1749_A_75ov,Lab_1500_1749_Tot,Lab_1750_1999_A_15_19,Lab_1750_1999_A_20_24,Lab_1750_1999_A_25_34,Lab_1750_1999_A_35_44,Lab_1750_1999_A_45_54,Lab_1750_1999_A_55_64,Lab_1750_1999_A_65_74,Lab_1750_1999_A_75ov,Lab_1750_1999_Tot,Lab_2000_2999_A_15_19,Lab_2000_2999_A_20_24,Lab_2000_2999_A_25_34,Lab_2000_2999_A_35_44,Lab_2000_2999_A_45_54,Lab_2000_2999_A_55_64,Lab_2000_2999_A_65_74,Lab_2000_2999_A_75ov,Lab_2000_2999_Tot,Lab_3000_3499_A_15_19,Lab_3000_3499_A_20_24,Lab_3000_3499_A_25_34,Lab_3000_3499_A_35_44,Lab_3000_3499_A_45_54,Lab_3000_3499_A_55_64,Lab_3000_3499_A_65_74,Lab_3000_3499_A_75ov,Lab_3000_3499_Tot,Lab_3500mo_A_15_19,Lab_3500mo_A_20_24,Lab_3500mo_A_25_34
LGA56090,3,15,19,17,32,8,0,106,0,5,7,23,24,23,3,0,81,0,3,11,5,10,10,7,0,55,0,0,15,21,16,13,3,0,70,0,0,0,4,0,0,0,0,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,3,33,53,114,138,133,156,47,4,675,0,0,0,0,0,0,0,0,9,96,6,6,5,0,4,0,0,112,57,11,9,6,6,11,4,3,99,12,9,0,11,14,11,6,0,60,14,9,7,7,8,9,0,4,60,7,11,11,15,20,23,8,0,86,9,10,18,7,19,20,11,0,103,17,14,25,24,27,23,10,0,137,7,14,38,30,28,31,11,0,148,0,5,20,11,19,11,4,0,70,0,6,13,10,10,6,0,0,44,0,0,3,5,5,5,0,0,19,0,0,8,4,3,3,0,0,26,0,0,0,3,3,0,0,0,6,0,0,0
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56230,7,12,24,20,16,8,0,83,0,7,29,20,28,36,4,0,127,0,3,28,27,44,32,0,0,129,0,9,66,93,136,103,3,0,417,0,0,6,15,8,12,0,0,36,0,0,0,0,4,5,0,0,12,0,0,0,0,0,5,0,0,7,23,40,163,204,265,248,39,4,981,4,3,0,0,0,4,0,0,12,49,0,5,0,3,0,4,0,58,12,0,0,5,10,8,0,0,32,6,4,0,7,8,8,3,0,34,4,12,3,11,8,9,5,0,56,9,15,8,7,16,21,8,0,89,11,12,10,10,19,7,9,0,84,7,13,11,7,20,11,0,0,76,0,10,23,19,14,15,5,0,85,0,5,15,8,5,12,0,0,47,0,0,6,15,11,10,0,0,42,0,4,4,12,4,13,3,0,39,0,0,11,19,15,11,5,0,59,0,0,0,3,0,3,0,0,8,0,0,0
LGA56300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,4,4,11,7,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,4,0,0,10,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,6,0,0,6,0,0,5,0,0,8,0,0,0,0,3,3,0,0,13,6,0,0,0,3,8,0,0,19,0,0,3,4,0,3,0,0,11,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56370,0,0,4,0,0,0,0,5,0,0,0,0,0,0,4,0,4,0,0,3,0,4,0,0,0,10,0,0,0,0,3,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,9,15,3,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,6,0,0,4,0,0,4,0,0,7,0,0,6,0,0,0,0,0,14,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56460,0,4,3,0,0,0,0,9,0,5,0,3,5,6,0,0,13,0,0,3,3,4,4,0,0,12,0,0,0,0,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,23,18,22,36,16,0,139,0,0,0,0,0,5,0,0,3,7,0,0,0,0,0,0,0,12,3,3,3,3,0,6,0,0,17,7,0,0,0,4,7,0,3,24,0,0,0,6,5,0,4,0,22,3,0,8,5,4,7,3,0,34,3,3,7,8,3,5,0,0,34,3,4,4,6,14,9,0,0,42,0,5,8,7,7,6,6,0,33,0,0,4,3,7,0,0,0,11,0,0,4,3,0,6,0,0,13,0,4,0,0,0,3,0,0,8,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
LGA56580,0,12,16,12,19,0,0,67,0,4,3,10,4,11,3,0,33,0,0,5,8,5,3,3,0,26,0,0,0,3,13,4,0,0,25,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,19,42,58,76,67,66,22,4,352,0,0,0,0,0,0,0,0,0,41,11,3,3,0,3,0,0,69,17,5,5,8,4,3,3,0,35,9,14,0,0,7,11,3,0,50,7,8,12,9,4,9,7,0,59,0,5,22,17,16,14,12,0,83,0,13,24,20,19,26,5,0,106,4,14,11,20,21,23,0,0,101,0,5,21,22,20,23,7,0,95,0,0,7,10,9,11,0,0,41,0,4,4,7,4,0,3,0,25,0,0,6,0,4,3,0,0,14,0,0,0,3,5,4,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0
LGA56620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56730,5,5,6,9,9,5,0,41,0,0,7,5,8,9,3,0,31,0,0,8,0,8,0,0,0,24,0,0,6,3,13,11,0,0,39,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,6,22,49,36,75,76,30,5,292,0,0,0,0,0,0,0,0,8,26,4,0,0,0,5,0,0,32,11,9,3,4,8,0,0,0,34,9,4,9,5,6,12,3,0,42,6,4,7,5,9,11,9,0,47,9,6,9,8,13,13,6,0,55,6,10,13,18,17,13,0,0,77,3,20,18,18,18,19,3,0,100,0,15,30,21,19,29,6,0,120,0,4,11,11,14,3,0,0,47,0,4,4,4,5,3,5,0,25,0,0,0,0,5,0,0,0,13,0,0,0,0,4,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
LGA56790,0,3,4,4,3,0,0,16,0,0,4,0,0,5,0,0,12,0,0,4,3,0,3,0,0,17,0,0,0,0,3,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,12,15,22,4,0,67,0,0,0,0,0,0,3,0,0,6,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,13,0,4,3,4,3,9,0,0,23,0,0,0,0,0,0,0,0,11,0,0,0,3,4,4,5,0,24,0,4,3,6,0,8,4,3,31,0,0,0,8,8,10,4,0,27,0,0,3,5,0,10,5,0,28,0,0,3,0,10,5,0,0,19,0,0,3,0,0,4,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,12,4,0,0,9,0,0,0,0,10,0,0,0,0,0,0,0,0,5,0,3,6,0,0,0,0,0,8,0,4,6,0,0,4,0,0,9,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57000,0,0,4,4,0,0,0,6,0,3,6,4,5,5,0,0,30,0,8,7,8,7,3,0,0,29,4,3,32,25,27,28,0,0,119,0,3,4,8,5,0,0,0,31,0,0,0,10,0,6,0,0,17,0,0,0,0,0,0,0,0,0,5,14,59,57,59,55,4,0,258,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,7,0,3,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,0,4,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
LGA57080,12,54,49,64,50,12,3,242,0,8,58,70,57,48,7,0,250,3,22,90,96,83,75,11,0,381,7,40,275,316,255,117,7,0,1016,0,0,56,89,72,45,6,0,273,0,4,36,80,76,50,8,0,256,3,6,7,8,12,10,0,0,47,55,186,744,860,741,532,94,7,3226,11,8,9,8,4,3,0,0,31,115,45,15,12,4,10,4,0,211,84,80,45,37,20,27,15,0,303,44,84,90,41,38,36,12,5,355,44,101,131,76,64,37,21,9,487,30,120,219,143,106,76,32,0,724,19,89,205,161,120,88,37,4,723,18,84,215,149,116,120,36,8,740,6,58,190,154,126,114,47,8,695,5,21,93,75,58,54,14,0,321,5,19,71,64,43,46,7,0,251,0,12,54,48,32,24,7,0,171,4,28,97,102,76,47,8,0,354,0,0,18,29,14,4,0,0,65,0,3,13
LGA57140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,0,0,22,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,5,0,11,0,0,0,0,0,3,0,0,5,0,0,0,0,4,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57210,3,0,0,9,6,0,0,19,0,0,4,4,7,3,0,0,16,0,0,5,3,7,0,0,0,20,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19,29,39,40,17,3,151,0,0,4,0,0,0,0,0,9,9,0,0,0,0,0,0,0,21,5,0,0,0,7,7,0,0,18,4,6,5,0,0,6,0,0,15,7,5,6,3,7,3,3,0,33,3,0,0,6,0,12,4,3,34,6,16,8,12,7,9,0,0,66,16,31,23,25,7,12,7,4,119,8,12,42,30,26,14,0,0,132,0,4,11,13,18,8,0,0,55,0,0,0,8,7,0,0,0,14,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0
LGA57280,7,28,17,28,19,3,0,107,3,12,57,38,41,41,0,0,196,0,10,59,47,53,48,8,0,231,0,20,123,162,159,122,22,4,610,0,3,47,62,65,46,5,0,231,0,0,40,48,78,78,13,0,257,0,3,6,3,5,6,0,0,12,24,68,392,409,460,391,62,4,1812,0,0,3,0,3,0,0,0,10,23,0,0,0,0,0,0,0,26,22,0,4,0,0,3,0,0,34,7,3,4,3,3,3,0,0,32,4,5,6,10,5,0,0,0,28,10,0,12,13,7,3,5,0,57,0,5,15,22,15,11,0,0,70,6,4,27,15,8,10,3,0,69,8,16,23,30,22,15,5,0,113,3,19,30,19,28,22,9,0,125,3,27,37,15,8,20,3,0,118,0,12,14,24,21,6,4,0,81,4,22,53,57,34,29,3,0,191,0,0,9,23,18,4,0,0,60,0,0,14
LGA57350,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,4,3,6,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,7,0,0,4,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
LGA57420,8,11,0,0,6,0,0,23,0,6,12,11,18,8,0,0,55,0,14,14,8,13,14,0,0,72,3,13,31,37,28,23,4,0,137,0,0,3,3,8,3,0,0,17,0,0,5,0,0,0,0,0,3,0,0,0,0,0,4,0,0,4,4,34,92,59,74,73,15,6,359,0,0,0,0,0,0,0,0,3,7,0,0,0,3,4,0,0,7,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,4,5,0,0,3,3,0,0,0,13,0,4,0,3,3,3,0,0,12,0,3,0,3,0,0,0,0,18,0,4,6,0,6,8,0,0,21,6,0,3,11,3,8,0,0,27,4,0,10,0,0,5,0,0,23,0,5,3,0,0,0,0,0,16,0,0,14,4,6,3,0,0,32,0,0,0,0,0,0,0,0,8,0,0,0
LGA57490,3,33,47,50,55,9,0,204,0,8,28,48,39,41,10,0,171,3,0,19,35,31,34,10,0,137,0,0,53,66,66,49,7,0,238,0,0,5,11,11,7,0,0,37,0,0,0,9,3,0,0,0,15,0,3,5,0,3,4,4,0,15,108,134,302,355,349,351,96,8,1710,14,4,0,7,5,8,0,0,40,358,15,8,11,7,10,4,0,421,202,51,31,29,25,23,14,0,368,84,42,27,44,34,33,15,9,282,50,59,49,41,42,57,21,0,313,39,73,53,63,84,66,27,3,415,22,67,56,73,87,71,24,0,399,16,38,105,77,85,76,16,5,424,19,31,82,69,77,74,15,4,368,8,14,45,36,32,21,3,0,158,0,4,31,25,30,21,4,0,119,0,3,8,18,14,14,0,0,63,0,0,20,27,21,11,0,0,87,0,0,0,0,3,0,0,0,8,0,0,4
LGA57630,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57700,5,11,18,22,17,11,0,81,0,6,9,10,19,13,4,0,58,0,0,4,4,15,6,7,0,41,0,0,4,9,10,6,0,0,36,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,6,26,24,83,88,113,116,42,3,493,9,0,0,6,0,0,0,0,13,80,4,0,4,0,0,0,0,87,36,7,3,7,4,8,3,0,61,15,9,7,14,11,13,5,5,69,5,11,11,10,12,8,7,0,69,8,22,11,17,13,11,8,0,88,10,26,30,28,21,22,3,6,141,20,20,37,30,22,20,8,0,155,3,17,32,25,24,19,3,0,119,0,3,21,16,7,10,0,0,64,0,0,11,4,10,4,0,0,27,0,0,5,3,4,6,4,0,21,0,4,3,3,0,5,0,0,15,0,0,0,0,0,0,0,0,4,0,0,0
LGA57770,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,0,0,4,0,3,0,0,0,8,0,0,4,6,5,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,12,6,3,0,43,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,0,8,0,0,0,3,0,3,0,0,11,0,5,4,0,0,4,0,0,16,0,6,6,0,0,3,0,0,16,0,3,12,5,0,0,0,0,18,0,0,9,0,4,6,0,0,19,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57840,3,3,3,6,7,0,0,22,0,0,3,10,0,5,0,0,23,0,0,6,0,0,0,0,0,11,0,0,8,5,3,7,3,0,31,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,12,16,52,39,44,35,14,0,208,6,3,0,0,4,0,0,0,10,61,9,0,5,0,0,0,0,82,41,25,6,8,6,6,3,0,97,22,16,7,9,6,5,0,0,68,5,14,28,12,6,4,3,0,78,0,21,24,24,21,23,7,0,129,0,18,15,27,26,21,8,3,120,0,12,32,28,21,16,13,0,124,3,4,21,25,15,12,6,0,92,0,0,4,5,18,12,3,0,43,0,0,0,9,4,8,0,0,23,0,0,7,9,5,3,0,0,19,0,0,3,3,5,0,0,0,16,0,0,0,3,0,4,0,0,6,0,0,0
LGA57910,17,89,97,76,77,17,0,376,0,16,48,80,67,55,11,0,269,3,3,30,53,27,24,12,0,161,0,13,34,40,35,21,11,0,156,0,3,0,3,7,8,0,0,23,0,0,0,9,3,4,0,0,23,0,5,6,6,4,4,0,0,24,158,391,722,701,603,590,178,12,3362,24,10,6,6,0,5,5,0,59,446,36,27,21,17,21,12,3,574,219,86,44,41,49,56,17,0,520,74,103,62,58,49,65,28,6,445,59,116,107,94,86,70,38,10,580,41,145,157,117,129,132,45,10,787,29,103,198,165,157,138,65,7,868,30,112,281,220,228,160,61,8,1095,13,65,227,206,194,159,42,10,919,7,32,135,99,98,93,21,0,476,0,16,72,69,71,49,16,4,298,0,9,39,44,38,24,7,0,153,0,6,50,47,47,28,8,0,185,0,0,9,4,9,7,3,0,30,0,0,7
LGA57980,0,8,6,4,8,0,0,28,0,6,5,8,0,6,0,0,15,0,3,3,13,3,10,0,0,29,0,0,16,22,16,10,0,0,69,0,0,4,4,4,4,0,0,13,0,0,0,0,4,4,0,0,6,0,0,0,0,0,0,0,0,3,11,28,57,61,52,44,16,0,266,0,0,0,0,0,0,0,0,7,80,5,5,3,0,0,0,0,98,38,18,13,0,5,0,0,0,80,14,26,8,6,6,14,0,0,75,7,13,18,14,12,12,5,0,73,4,16,22,17,22,12,5,0,90,0,16,23,12,14,15,0,0,80,3,8,26,15,18,16,6,0,88,8,12,33,25,20,18,6,0,119,0,4,6,8,9,10,4,0,40,5,0,13,15,12,9,6,0,51,0,8,0,5,5,3,3,0,25,0,0,10,3,8,4,0,0,30,0,0,4,0,0,0,0,0,5,0,0,0
