POW_LGA_CODE_2021,NS_2000_2999_Mng,NS_2000_2999_Pro,NS_2000_2999_TecTW,NS_2000_2999_CoPSW,NS_2000_2999_ClAW,NS_2000_2999_SWks,NS_2000_2999_MaOpDv,NS_2000_2999_Lab,NS_2000_2999_IDNS,NS_2000_2999_Tot,NS_3000_3499_Mng,NS_3000_3499_Pro,NS_3000_3499_TecTW,NS_3000_3499_CoPSW,NS_3000_3499_ClAW,NS_3000_3499_SWks,NS_3000_3499_MaOpDv,NS_3000_3499_Lab,NS_3000_3499_IDNS,NS_3000_3499_Tot,NS_3500mo_Mng,NS_3500mo_Pro,NS_3500mo_TecTW,NS_3500mo_CoPSW,NS_3500mo_ClAW,NS_3500mo_SWks,NS_3500mo_MaOpDv,NS_3500mo_Lab,NS_3500mo_IDNS,NS_3500mo_Tot,NS_PINS_Mng,NS_PINS_Pro,NS_PINS_TecTW,NS_PINS_CoPSW,NS_PINS_ClAW,NS_PINS_SWks,NS_PINS_MaOpDv,NS_PINS_Lab,NS_PINS_IDNS,NS_PINS_Tot,NS_Tot_Mng,NS_Tot_Pro,NS_Tot_TecTW,NS_Tot_CoPSW,NS_Tot_ClAW,NS_Tot_SWks,NS_Tot_MaOpDv,NS_Tot_Lab,NS_Tot_IDNS,NS_Tot_Tot,Tot_NNI_Mng,Tot_NNI_Pro,Tot_NNI_TecTW,Tot_NNI_CoPSW,Tot_NNI_ClAW,Tot_NNI_SWks,Tot_NNI_MaOpDv,Tot_NNI_Lab,Tot_NNI_IDNS,Tot_NNI_Tot,Tot_1_149_Mng,Tot_1_149_Pro,Tot_1_149_TecTW,Tot_1_149_CoPSW,Tot_1_149_ClAW,Tot_1_149_SWks,Tot_1_149_MaOpDv,Tot_1_149_Lab,Tot_1_149_IDNS,Tot_1_149_Tot,Tot_150_299_Mng,Tot_150_299_Pro,Tot_150_299_TecTW,Tot_150_299_CoPSW,Tot_150_299_ClAW,Tot_150_299_SWks,Tot_150_299_MaOpDv,Tot_150_299_Lab,Tot_150_299_IDNS,Tot_150_299_Tot,Tot_300_399_Mng,Tot_300_399_Pro,Tot_300_399_TecTW,Tot_300_399_CoPSW,Tot_300_399_ClAW,Tot_300_399_SWks,Tot_300_399_MaOpDv,Tot_300_399_Lab,Tot_300_399_IDNS,Tot_300_399_Tot,Tot_400_499_Mng,Tot_400_499_Pro,Tot_400_499_TecTW,Tot_400_499_CoPSW,Tot_400_499_ClAW,Tot_400_499_SWks,Tot_400_499_MaOpDv,Tot_400_499_Lab,Tot_400_499_IDNS,Tot_400_499_Tot,Tot_500_649_Mng,Tot_500_649_Pro,Tot_500_649_TecTW,Tot_500_649_CoPSW,Tot_500_649_ClAW,Tot_500_649_SWks,Tot_500_649_MaOpDv,Tot_500_649_Lab,Tot_500_649_IDNS,Tot_500_649_Tot,Tot_650_799_Mng,Tot_650_799_Pro,Tot_650_799_TecTW,Tot_650_799_CoPSW,Tot_650_799_ClAW,Tot_650_799_SWks,Tot_650_799_MaOpDv,Tot_650_799_Lab,Tot_650_799_IDNS,Tot_650_799_Tot,Tot_800_999_Mng,Tot_800_999_Pro,Tot_800_999_TecTW,Tot_800_999_CoPSW,Tot_800_999_ClAW,Tot_800_999_SWks,Tot_800_999_MaOpDv,Tot_800_999_Lab,Tot_800_999_IDNS,Tot_800_999_Tot,Tot_1000_1249_Mng,Tot_1000_1249_Pro,Tot_1000_1249_TecTW,Tot_1000_1249_CoPSW,Tot_1000_1249_ClAW,Tot_1000_1249_SWks,Tot_1000_1249_MaOpDv,Tot_1000_1249_Lab,Tot_1000_1249_IDNS,Tot_1000_1249_Tot,Tot_1250_1499_Mng,Tot_1250_1499_Pro,Tot_1250_1499_TecTW,Tot_1250_1499_CoPSW,Tot_1250_1499_ClAW,Tot_1250_1499_SWks,Tot_1250_1499_MaOpDv,Tot_1250_1499_Lab,Tot_1250_1499_IDNS,Tot_1250_1499_Tot,Tot_1500_1749_Mng,Tot_1500_1749_Pro,Tot_1500_1749_TecTW,Tot_1500_1749_CoPSW,Tot_1500_1749_ClAW,Tot_1500_1749_SWks,Tot_1500_1749_MaOpDv,Tot_1500_1749_Lab,Tot_1500_1749_IDNS,Tot_1500_1749_Tot,Tot_1750_1999_Mng,Tot_1750_1999_Pro,Tot_1750_1999_TecTW,Tot_1750_1999_CoPSW,Tot_1750_1999_ClAW,Tot_1750_1999_SWks,Tot_1750_1999_MaOpDv,Tot_1750_1999_Lab,Tot_1750_1999_IDNS,Tot_1750_1999_Tot,Tot_2000_2999_Mng,Tot_2000_2999_Pro,Tot_2000_2999_TecTW,Tot_2000_2999_CoPSW,Tot_2000_2999_ClAW,Tot_2000_2999_SWks,Tot_2000_2999_MaOpDv,Tot_2000_2999_Lab,Tot_2000_2999_IDNS,Tot_2000_2999_Tot,Tot_3000_3499_Mng,Tot_3000_3499_Pro,Tot_3000_3499_TecTW,Tot_3000_3499_CoPSW,Tot_3000_3499_ClAW,Tot_3000_3499_SWks,Tot_3000_3499_MaOpDv,Tot_3000_3499_Lab,Tot_3000_3499_IDNS,Tot_3000_3499_Tot,Tot_3500mo_Mng,Tot_3500mo_Pro,Tot_3500mo_TecTW,Tot_3500mo_CoPSW,Tot_3500mo_ClAW,Tot_3500mo_SWks,Tot_3500mo_MaOpDv,Tot_3500mo_Lab,Tot_3500mo_IDNS,Tot_3500mo_Tot
LGA55040,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,6,0,5,3,0,0,0,4,13,33,0,0,0,0,0,3,3,0,0,8,0,0,0,0,4,0,3,3,0,14,4,3,0,5,0,3,0,3,0,19,0,4,0,3,0,0,0,7,3,14,0,0,4,3,6,0,0,8,3,20,0,4,4,5,3,0,0,7,3,30,3,0,3,20,3,3,9,12,0,48,5,0,3,4,0,3,8,15,0,49,13,4,31,13,17,0,15,52,6,137,9,13,35,9,25,4,48,46,4,185,13,27,59,11,22,0,70,42,3,257,10,23,97,0,23,0,179,55,0,393,43,189,363,20,22,0,459,41,15,1158,27,74,160,0,6,0,103,9,7,390,101,53,96,3,0,0,94,7,0,355
LGA55110,0,0,0,0,0,0,3,0,4,8,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,0,3,47,64,3,10,34,19,8,14,21,25,156,294,25,13,23,17,29,27,6,21,13,178,12,39,39,279,51,493,40,304,13,1266,32,64,69,296,80,411,51,264,14,1283,61,67,102,303,133,334,53,218,8,1293,48,103,165,382,178,365,42,265,19,1566,100,152,312,618,265,471,90,369,32,2416,153,219,338,761,347,432,118,355,27,2749,257,356,366,777,413,352,133,296,27,2975,350,517,582,626,478,267,141,231,33,3219,270,500,344,273,281,122,110,107,28,2042,226,630,259,187,161,76,99,59,20,1715,186,490,134,121,80,47,74,36,15,1166,330,790,187,118,95,59,78,37,24,1711,82,102,37,6,12,19,14,13,9,295,132,226,32,13,25,48,7,5,8,497
LGA55180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,6,0,0,0,4,9,37,65,34,0,0,4,0,0,0,8,3,64,10,0,10,19,5,46,3,45,4,139,21,6,15,23,13,33,7,43,4,173,36,10,18,13,19,18,0,55,7,174,41,18,25,35,21,28,7,44,5,220,68,23,47,58,47,45,16,110,11,426,61,20,49,72,59,42,15,114,7,453,101,44,64,70,74,52,43,179,7,635,106,64,97,70,87,30,66,82,5,612,89,64,70,18,41,12,49,47,3,395,96,68,58,15,25,9,48,22,0,349,62,53,18,3,17,5,28,21,6,201,102,92,23,17,3,3,21,10,0,281,21,3,3,4,0,0,0,3,3,34,26,18,0,0,5,5,0,4,0,54
LGA55250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,4,0,0,0,0,5,11,20,3,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,4,0,10,0,0,0,4,0,0,0,4,0,8,0,0,0,0,4,0,0,4,0,11,8,3,4,3,0,0,3,0,0,25,0,3,6,6,3,0,0,7,0,23,8,5,7,4,3,10,3,9,0,48,13,10,7,15,13,3,11,20,0,99,9,6,17,13,11,5,13,25,0,107,8,12,54,9,17,0,62,17,0,174,14,23,32,0,8,0,78,17,5,184,33,87,167,10,10,5,165,17,3,486,7,31,66,0,0,0,44,0,0,158,45,31,48,0,0,0,41,0,0,175
LGA55320,0,7,0,0,3,0,0,0,3,17,0,0,3,0,0,0,0,0,7,8,0,7,0,4,0,0,0,0,0,12,0,5,6,4,0,5,5,0,55,80,11,51,38,37,16,3,17,26,212,402,32,42,32,21,38,24,7,24,25,253,28,149,50,333,97,665,30,376,21,1744,47,201,87,382,167,607,26,276,17,1815,50,221,125,354,188,448,36,270,21,1700,77,252,199,412,241,430,47,246,21,1927,125,428,320,677,424,498,82,340,33,2920,174,535,403,778,518,466,117,418,30,3439,323,807,594,813,698,404,224,557,50,4465,508,1363,764,839,1001,332,290,502,75,5673,402,1770,646,383,755,223,190,177,50,4598,418,2199,511,219,504,137,133,121,45,4303,274,1799,280,142,241,86,76,45,26,2975,928,3096,444,153,287,109,118,60,44,5245,298,596,96,18,62,39,36,14,21,1175,740,1337,91,28,83,85,23,17,31,2417
LGA55390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,11,0,0,5,0,0,0,0,5,0,6,0,6,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,3,5,11,0,0,5,5,0,0,0,0,4,15,0,3,6,3,3,0,6,11,0,39,3,0,15,6,12,0,16,14,4,67,3,11,21,0,15,0,22,11,0,89,6,9,31,0,6,0,64,9,0,131,18,76,116,3,4,0,175,13,0,407,3,35,59,0,0,0,49,5,0,154,34,21,51,0,0,0,14,0,3,124
LGA55460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,3,0,0,4,0,9,18,10,0,0,0,0,5,0,3,0,15,5,0,6,8,0,15,6,12,0,48,4,0,0,5,3,9,0,5,0,32,4,6,9,10,4,9,0,3,0,39,5,0,5,18,7,9,4,12,0,52,23,4,19,20,22,8,5,10,0,109,16,11,20,15,17,25,4,19,0,127,23,15,20,26,19,20,21,19,0,171,31,18,24,31,35,15,22,15,6,199,26,28,21,18,19,4,12,18,3,146,22,43,21,6,10,5,13,3,3,128,39,23,14,3,5,0,20,6,4,112,44,39,35,11,4,3,26,0,0,171,7,3,9,5,0,0,8,0,0,27,19,11,5,0,0,0,0,0,0,41
LGA55530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,3,0,5,6,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,13,0,0,0,3,3,4,3,9,0,20,9,0,0,0,0,3,3,3,0,19,8,3,0,4,6,0,0,10,0,31,10,0,3,3,0,0,3,8,0,28,13,0,3,0,0,0,0,3,0,27,10,0,3,0,0,0,3,3,0,22,9,5,4,0,0,0,4,0,0,26,8,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,8
LGA55600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,3,13,10,0,0,0,0,0,0,0,0,14,0,0,5,5,0,0,0,7,0,23,6,0,6,8,4,0,3,7,0,26,3,0,0,11,0,0,0,18,0,41,9,0,5,8,6,9,0,3,0,30,15,3,10,6,12,6,4,9,3,74,16,10,15,19,13,5,5,12,0,102,16,13,18,20,20,11,13,25,0,124,33,12,20,22,17,10,19,19,3,158,29,23,11,7,14,7,17,17,4,121,27,13,20,4,17,10,14,6,0,111,31,24,9,3,7,0,9,3,0,84,40,28,12,3,8,0,6,0,4,106,13,4,0,0,0,0,0,0,0,23,17,6,0,0,0,4,0,0,0,34
LGA55670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,14,3,0,0,0,0,5,0,4,0,7,6,0,5,0,4,0,0,0,0,14,10,0,4,6,3,0,0,7,0,32,6,0,0,4,3,0,0,3,0,21,14,4,0,6,4,0,4,6,0,34,20,4,5,6,3,0,0,4,0,46,8,0,3,3,4,0,0,8,0,31,6,7,4,0,3,0,5,0,0,28,8,3,5,0,0,0,5,4,0,25,18,7,5,0,0,0,4,3,0,41,6,0,4,0,0,0,0,0,0,9,11,4,3,0,0,0,0,0,0,19
LGA55740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,0,0,3,12,24,0,4,0,3,0,0,0,3,0,10,0,7,0,33,0,35,0,16,0,104,4,12,0,35,9,31,3,17,0,116,0,30,10,42,18,20,3,17,0,140,3,22,10,36,9,28,4,26,0,137,5,22,13,77,20,15,0,26,0,184,16,33,27,95,31,23,0,18,5,258,20,63,42,109,35,17,9,23,4,319,40,96,46,112,35,19,3,14,6,375,19,86,39,45,26,4,0,3,9,235,29,120,17,27,23,9,0,4,0,228,16,97,12,15,17,0,0,0,3,167,63,164,15,18,9,4,0,0,4,283,12,24,6,0,3,5,0,0,4,55,56,49,0,0,7,3,0,3,5,132
LGA55810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,4,0,0,0,0,10,10,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,6,6,13,0,0,0,0,4,0,0,5,0,12,0,0,0,0,8,3,4,3,0,18,4,0,5,0,3,0,4,3,0,21,0,4,3,0,0,4,5,16,0,36,3,4,5,3,4,0,9,6,0,36,3,4,11,0,9,0,13,0,0,48,9,5,21,0,7,0,35,9,0,91,9,29,69,9,6,0,96,11,0,226,4,15,30,0,0,0,12,0,0,70,17,9,17,0,0,0,14,4,0,67
LGA55880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,7,3,0,0,0,3,0,0,0,0,11,3,0,0,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,10,0,0,0,3,0,0,3,0,22,11,0,0,0,0,0,0,3,0,14,10,0,0,0,0,0,0,5,0,21,18,7,0,0,5,0,6,5,0,36,9,3,0,0,3,0,4,3,0,24,11,4,3,0,0,0,0,3,0,24,0,0,0,0,0,0,5,0,0,16,24,0,3,0,5,0,0,0,0,31,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA55950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,4,6,0,0,0,0,0,0,3,0,14,6,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,3,0,5,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,16,9,0,6,3,0,0,0,0,0,20,12,5,0,0,5,0,0,0,0,23,14,0,6,0,0,3,3,3,0,34,11,0,0,0,5,0,3,3,0,27,7,3,6,0,0,0,3,0,0,22,14,6,4,0,0,0,0,0,0,25,9,6,4,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,14
LGA56090,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,30,8,3,11,6,3,0,3,4,75,111,23,14,8,4,8,4,0,9,4,81,14,24,20,79,24,139,9,112,5,421,16,48,18,71,38,95,11,99,3,404,29,33,47,62,45,62,19,60,6,364,31,54,61,82,63,71,23,60,4,448,38,67,105,137,112,104,37,86,10,700,41,90,140,149,104,85,37,103,11,761,73,115,188,178,121,94,86,137,17,1007,108,163,213,132,196,74,125,148,21,1176,107,177,191,98,122,47,106,70,16,926,111,220,144,196,86,29,81,44,12,926,94,222,93,143,38,17,55,19,16,700,232,309,110,89,51,28,70,26,10,920,54,57,13,4,16,6,14,6,4,166,74,88,11,3,14,9,3,4,8,213
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,3,0,15,5,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA56230,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,15,3,4,5,13,5,5,6,7,36,75,20,4,7,6,7,5,9,12,0,66,5,10,16,30,13,83,9,58,4,226,9,14,18,41,14,66,9,32,0,202,24,14,27,39,16,41,11,34,4,210,16,12,38,47,10,45,10,56,5,245,34,24,74,83,41,64,17,89,0,428,30,22,82,79,53,45,27,84,12,430,39,31,121,71,61,37,32,76,5,482,61,50,123,67,76,21,54,85,11,548,48,63,106,11,66,14,83,47,4,436,59,85,118,16,41,0,127,42,6,501,37,82,149,13,27,3,129,39,7,483,128,216,483,26,39,8,417,59,28,1404,57,58,110,0,8,7,36,8,6,294,93,55,53,0,9,4,12,9,6,242
LGA56300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,4,0,4,10,8,0,0,0,0,0,0,0,0,8,4,0,0,3,0,0,0,0,0,6,3,6,0,5,0,4,3,10,0,22,7,0,3,5,0,0,0,6,0,34,12,5,0,0,0,0,0,6,0,26,15,0,8,8,3,8,0,8,0,51,14,3,4,4,8,7,7,13,0,61,16,4,3,3,5,0,5,19,0,56,20,0,7,3,13,0,15,11,0,73,14,16,3,4,7,0,0,6,0,45,12,8,8,0,0,0,0,5,4,35,9,12,0,0,0,0,0,0,0,26,12,12,0,0,0,0,0,0,0,28,3,0,0,0,0,0,0,0,0,3,9,3,0,0,0,0,0,5,0,16
LGA56370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,10,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,3,0,0,0,3,4,0,0,3,0,14,7,0,0,0,3,0,0,0,0,13,12,0,0,6,7,0,0,5,0,27,15,7,3,0,0,0,0,6,0,33,22,0,7,5,3,0,7,7,0,52,28,4,4,4,4,0,4,14,0,65,8,9,8,0,0,4,5,6,0,40,16,0,0,0,6,0,4,5,3,45,14,4,0,0,0,0,10,0,0,20,12,9,4,4,0,0,10,0,0,42,4,0,0,0,0,0,0,0,0,11,12,8,0,0,0,0,0,0,0,16
LGA56460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,3,0,0,0,3,20,27,12,3,0,3,0,0,0,3,0,22,0,5,0,9,6,13,5,12,0,50,5,0,0,7,3,13,0,17,0,52,9,3,0,0,8,4,0,24,0,50,13,15,20,16,17,12,0,22,3,110,23,16,24,37,19,22,4,34,4,191,20,15,40,53,34,28,16,34,3,243,27,43,41,64,28,30,20,42,0,300,38,53,52,48,70,18,34,33,7,348,32,62,27,25,29,9,9,11,0,216,37,75,28,19,25,11,13,13,0,214,33,64,21,3,14,7,12,8,0,154,60,97,24,19,15,7,12,3,0,246,16,14,0,3,3,4,0,0,0,42,10,28,5,3,0,5,0,3,0,54
LGA56580,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,21,21,10,14,3,10,3,3,4,12,58,117,11,15,3,13,11,3,0,0,8,64,12,36,8,143,18,48,14,69,9,352,11,50,25,133,49,35,15,35,13,372,26,60,21,111,44,25,15,50,9,372,25,71,38,135,69,35,11,59,13,457,47,141,81,207,132,45,24,83,9,770,40,157,101,240,168,54,21,106,14,898,67,256,146,283,206,43,30,101,24,1155,125,426,213,313,339,44,64,95,28,1641,131,576,199,214,311,42,67,41,18,1600,134,650,171,127,208,23,33,25,14,1387,139,600,116,102,90,26,26,14,14,1132,404,966,137,175,122,46,25,15,20,1906,134,157,19,29,21,11,3,0,0,378,267,531,12,15,19,40,4,4,19,895
LGA56620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,0,3,0,4,0,0,0,0,0,9,3,0,0,4,0,0,0,5,0,20,4,0,0,3,3,0,0,0,0,12,15,8,0,8,4,0,0,3,0,35,10,5,0,7,6,0,0,5,0,32,4,6,0,0,0,0,0,0,0,24,16,30,0,8,0,0,3,0,0,56,3,0,0,5,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,4
LGA56730,0,0,3,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,9,13,4,9,8,3,0,0,0,3,41,70,18,3,6,3,5,0,0,8,4,39,7,0,11,6,12,50,0,32,0,124,11,13,11,19,9,36,10,34,3,146,17,0,13,22,20,22,11,42,4,141,21,21,29,29,29,41,6,47,3,217,33,18,62,56,50,51,3,55,3,327,25,27,52,61,54,56,17,77,3,379,51,42,70,92,94,67,30,100,15,572,73,90,108,114,108,45,67,120,18,744,50,109,93,72,107,11,41,47,8,537,64,123,69,69,51,9,31,25,4,445,63,116,45,45,33,11,24,13,3,356,143,225,49,67,23,6,39,8,4,570,28,24,9,7,3,0,4,0,0,83,34,38,0,0,4,0,5,0,3,93
LGA56790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,14,14,20,0,0,0,0,0,0,0,5,28,4,0,3,0,0,11,0,8,0,20,12,0,8,9,4,12,0,13,0,51,17,3,0,9,3,9,3,23,0,72,21,6,12,9,3,3,0,11,0,68,16,0,7,20,20,11,0,24,4,100,27,6,17,11,8,15,0,31,0,118,28,9,10,22,12,11,0,27,5,129,47,6,12,11,26,8,11,28,0,151,22,16,14,9,5,4,16,19,0,102,28,20,8,0,5,0,12,12,4,86,8,15,5,3,0,0,17,3,0,56,23,20,20,3,7,0,5,0,0,76,16,0,9,0,0,3,0,0,0,24,16,5,3,0,0,0,0,0,0,30
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,3,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,3,0,12,6,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,4,0,0,0,0,6,0,8,0,31,3,6,0,0,0,54,0,22,3,23,3,0,0,12,0,60,0,11,0,11,5,5,0,10,0,43,0,9,5,12,5,11,0,5,0,45,5,12,3,18,9,10,0,8,0,67,8,10,0,8,5,7,0,9,3,58,8,14,6,20,17,11,0,3,0,81,7,26,12,23,20,4,3,8,0,102,18,36,14,14,9,12,0,5,0,103,17,38,8,5,15,0,0,0,0,87,16,32,10,8,4,0,0,0,0,71,24,85,4,6,4,7,0,0,5,140,9,10,0,4,0,0,0,0,0,26,33,33,0,0,3,9,0,0,5,83
LGA57000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,8,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,3,0,4,3,0,0,0,4,0,5,0,0,15,7,0,0,4,3,5,0,4,0,22,9,0,7,0,0,0,4,10,0,33,16,6,3,0,7,0,9,7,0,45,8,3,5,4,4,0,6,11,0,48,12,3,10,0,9,0,30,10,0,83,6,8,19,0,0,0,29,4,0,66,16,38,110,5,8,0,119,11,5,307,10,12,42,0,0,0,31,0,0,101,23,9,24,0,0,0,17,0,0,69
