POW_LGA_CODE_2021,TaTW_1500_1749_A_45_54,TaTW_1500_1749_A_55_64,TaTW_1500_1749_A_65_74,TaTW_1500_1749_A_75ov,TaTW_1500_1749_Tot,TaTW_1750_1999_A_15_19,TaTW_1750_1999_A_20_24,TaTW_1750_1999_A_25_34,TaTW_1750_1999_A_35_44,TaTW_1750_1999_A_45_54,TaTW_1750_1999_A_55_64,TaTW_1750_1999_A_65_74,TaTW_1750_1999_A_75ov,TaTW_1750_1999_Tot,TaTW_2000_2999_A_15_19,TaTW_2000_2999_A_20_24,TaTW_2000_2999_A_25_34,TaTW_2000_2999_A_35_44,TaTW_2000_2999_A_45_54,TaTW_2000_2999_A_55_64,TaTW_2000_2999_A_65_74,TaTW_2000_2999_A_75ov,TaTW_2000_2999_Tot,TaTW_3000_3499_A_15_19,TaTW_3000_3499_A_20_24,TaTW_3000_3499_A_25_34,TaTW_3000_3499_A_35_44,TaTW_3000_3499_A_45_54,TaTW_3000_3499_A_55_64,TaTW_3000_3499_A_65_74,TaTW_3000_3499_A_75ov,TaTW_3000_3499_Tot,TaTW_3500mo_A_15_19,TaTW_3500mo_A_20_24,TaTW_3500mo_A_25_34,TaTW_3500mo_A_35_44,TaTW_3500mo_A_45_54,TaTW_3500mo_A_55_64,TaTW_3500mo_A_65_74,TaTW_3500mo_A_75ov,TaTW_3500mo_Tot,TaTW_PINS_A_15_19,TaTW_PINS_A_20_24,TaTW_PINS_A_25_34,TaTW_PINS_A_35_44,TaTW_PINS_A_45_54,TaTW_PINS_A_55_64,TaTW_PINS_A_65_74,TaTW_PINS_A_75ov,TaTW_PINS_Tot,TaTW_Tot_A_15_19,TaTW_Tot_A_20_24,TaTW_Tot_A_25_34,TaTW_Tot_A_35_44,TaTW_Tot_A_45_54,TaTW_Tot_A_55_64,TaTW_Tot_A_65_74,TaTW_Tot_A_75ov,TaTW_Tot_Tot,CoPSW_NNI_A_15_19,CoPSW_NNI_A_20_24,CoPSW_NNI_A_25_34,CoPSW_NNI_A_35_44,CoPSW_NNI_A_45_54,CoPSW_NNI_A_55_64,CoPSW_NNI_A_65_74,CoPSW_NNI_A_75ov,CoPSW_NNI_Tot,CoPSW_1_149_A_15_19,CoPSW_1_149_A_20_24,CoPSW_1_149_A_25_34,CoPSW_1_149_A_35_44,CoPSW_1_149_A_45_54,CoPSW_1_149_A_55_64,CoPSW_1_149_A_65_74,CoPSW_1_149_A_75ov,CoPSW_1_149_Tot,CoPSW_150_299_A_15_19,CoPSW_150_299_A_20_24,CoPSW_150_299_A_25_34,CoPSW_150_299_A_35_44,CoPSW_150_299_A_45_54,CoPSW_150_299_A_55_64,CoPSW_150_299_A_65_74,CoPSW_150_299_A_75ov,CoPSW_150_299_Tot,CoPSW_300_399_A_15_19,CoPSW_300_399_A_20_24,CoPSW_300_399_A_25_34,CoPSW_300_399_A_35_44,CoPSW_300_399_A_45_54,CoPSW_300_399_A_55_64,CoPSW_300_399_A_65_74,CoPSW_300_399_A_75ov,CoPSW_300_399_Tot,CoPSW_400_499_A_15_19,CoPSW_400_499_A_20_24,CoPSW_400_499_A_25_34,CoPSW_400_499_A_35_44,CoPSW_400_499_A_45_54,CoPSW_400_499_A_55_64,CoPSW_400_499_A_65_74,CoPSW_400_499_A_75ov,CoPSW_400_499_Tot,CoPSW_500_649_A_15_19,CoPSW_500_649_A_20_24,CoPSW_500_649_A_25_34,CoPSW_500_649_A_35_44,CoPSW_500_649_A_45_54,CoPSW_500_649_A_55_64,CoPSW_500_649_A_65_74,CoPSW_500_649_A_75ov,CoPSW_500_649_Tot,CoPSW_650_799_A_15_19,CoPSW_650_799_A_20_24,CoPSW_650_799_A_25_34,CoPSW_650_799_A_35_44,CoPSW_650_799_A_45_54,CoPSW_650_799_A_55_64,CoPSW_650_799_A_65_74,CoPSW_650_799_A_75ov,CoPSW_650_799_Tot,CoPSW_800_999_A_15_19,CoPSW_800_999_A_20_24,CoPSW_800_999_A_25_34,CoPSW_800_999_A_35_44,CoPSW_800_999_A_45_54,CoPSW_800_999_A_55_64,CoPSW_800_999_A_65_74,CoPSW_800_999_A_75ov,CoPSW_800_999_Tot,CoPSW_1000_1249_A_15_19,CoPSW_1000_1249_A_20_24,CoPSW_1000_1249_A_25_34,CoPSW_1000_1249_A_35_44,CoPSW_1000_1249_A_45_54,CoPSW_1000_1249_A_55_64,CoPSW_1000_1249_A_65_74,CoPSW_1000_1249_A_75ov,CoPSW_1000_1249_Tot,CoPSW_1250_1499_A_15_19,CoPSW_1250_1499_A_20_24,CoPSW_1250_1499_A_25_34,CoPSW_1250_1499_A_35_44,CoPSW_1250_1499_A_45_54,CoPSW_1250_1499_A_55_64,CoPSW_1250_1499_A_65_74,CoPSW_1250_1499_A_75ov,CoPSW_1250_1499_Tot,CoPSW_1500_1749_A_15_19,CoPSW_1500_1749_A_20_24,CoPSW_1500_1749_A_25_34,CoPSW_1500_1749_A_35_44,CoPSW_1500_1749_A_45_54,CoPSW_1500_1749_A_55_64,CoPSW_1500_1749_A_65_74,CoPSW_1500_1749_A_75ov,CoPSW_1500_1749_Tot,CoPSW_1750_1999_A_15_19,CoPSW_1750_1999_A_20_24,CoPSW_1750_1999_A_25_34,CoPSW_1750_1999_A_35_44,CoPSW_1750_1999_A_45_54,CoPSW_1750_1999_A_55_64,CoPSW_1750_1999_A_65_74,CoPSW_1750_1999_A_75ov,CoPSW_1750_1999_Tot,CoPSW_2000_2999_A_15_19,CoPSW_2000_2999_A_20_24,CoPSW_2000_2999_A_25_34,CoPSW_2000_2999_A_35_44,CoPSW_2000_2999_A_45_54,CoPSW_2000_2999_A_55_64,CoPSW_2000_2999_A_65_74,CoPSW_2000_2999_A_75ov,CoPSW_2000_2999_Tot,CoPSW_3000_3499_A_15_19,CoPSW_3000_3499_A_20_24,CoPSW_3000_3499_A_25_34,CoPSW_3000_3499_A_35_44,CoPSW_3000_3499_A_45_54,CoPSW_3000_3499_A_55_64,CoPSW_3000_3499_A_65_74,CoPSW_3000_3499_A_75ov,CoPSW_3000_3499_Tot,CoPSW_3500mo_A_15_19,CoPSW_3500mo_A_20_24,CoPSW_3500mo_A_25_34,CoPSW_3500mo_A_35_44,CoPSW_3500mo_A_45_54,CoPSW_3500mo_A_55_64,CoPSW_3500mo_A_65_74,CoPSW_3500mo_A_75ov,CoPSW_3500mo_Tot,CoPSW_PINS_A_15_19,CoPSW_PINS_A_20_24,CoPSW_PINS_A_25_34,CoPSW_PINS_A_35_44,CoPSW_PINS_A_45_54,CoPSW_PINS_A_55_64
LGA54280,67,48,4,0,347,6,29,109,78,64,36,11,0,335,0,78,273,289,191,146,19,0,1005,0,16,125,104,60,37,4,0,342,0,7,63,68,61,32,5,0,248,3,4,13,3,3,5,0,0,30,209,417,933,767,610,426,78,0,3441,0,0,3,0,0,0,0,0,10,41,3,6,9,3,5,0,0,55,15,4,4,6,5,8,0,0,44,8,4,11,10,6,3,0,0,42,8,7,13,19,10,9,0,0,66,6,22,34,32,15,19,5,0,126,10,33,40,36,31,19,5,0,180,12,33,51,45,39,26,5,0,212,3,17,47,46,45,32,5,0,197,0,11,21,35,24,30,5,0,128,0,5,44,32,35,21,3,0,142,0,3,23,29,23,15,0,0,93,0,3,21,43,33,19,9,0,124,0,0,0,4,8,8,0,0,22,0,0,9,3,3,0,0,0,14,0,6,4,0,0,0
LGA54310,64,37,0,0,270,0,13,97,94,62,43,12,0,315,0,45,309,321,241,156,13,0,1090,0,17,161,185,132,76,11,0,579,0,8,179,356,250,135,8,0,935,0,4,11,6,5,9,0,0,39,112,243,1012,1180,854,507,61,3,3968,0,0,0,5,0,0,0,0,6,32,0,3,6,3,0,0,0,47,14,0,6,14,5,0,0,0,41,8,6,11,16,3,0,0,0,46,7,3,8,14,8,3,0,0,39,3,10,15,26,15,9,0,0,71,8,18,26,27,12,11,3,0,94,7,17,28,46,23,8,0,0,133,3,20,47,36,42,17,0,0,167,0,6,25,22,20,15,0,0,91,0,5,17,24,22,15,6,0,92,0,4,20,23,13,11,8,0,79,0,0,29,39,44,24,0,0,129,0,0,5,3,3,5,0,0,23,0,0,0,5,9,4,0,0,17,0,0,0,0,0,5
LGA54340,3,3,0,0,22,0,0,6,3,0,5,0,0,20,0,0,4,7,3,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,21,34,59,44,39,41,15,3,255,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,6,0,0,0,4,3,0,0,0,8,0,0,0,4,0,0,0,0,11,0,0,4,0,0,6,0,0,15,3,0,4,3,7,4,6,0,23,0,3,7,6,8,4,0,0,32,3,5,5,4,10,4,0,0,34,0,7,5,4,0,5,0,0,21,0,0,9,7,4,5,0,0,16,0,0,5,5,0,0,0,0,15,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54410,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12,10,9,13,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,5,3,5,0,0,18,0,0,4,4,5,0,0,0,12,0,0,0,5,0,4,0,0,11,0,0,3,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54480,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54550,0,3,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,13,24,16,9,14,6,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,6,0,0,5,0,4,0,0,0,4,0,0,0,7,4,3,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54620,0,3,0,0,17,0,0,6,0,0,6,0,0,17,0,0,18,17,11,5,0,0,50,0,0,3,4,6,3,0,0,19,0,0,0,6,10,8,0,0,20,0,0,0,0,0,0,0,0,3,3,9,38,36,36,31,3,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,7,0,0,0,0,3,0,0,0,8,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54760,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,5,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54830,110,87,20,0,470,0,13,104,86,97,99,9,0,399,0,24,256,280,275,198,27,0,1061,0,0,61,71,94,61,9,0,296,0,0,33,88,70,57,5,0,252,4,3,9,7,4,3,0,0,31,135,307,905,940,900,706,115,0,4004,0,0,0,0,3,0,0,0,3,36,5,9,5,3,3,0,0,56,19,12,13,16,0,0,0,0,68,11,15,16,15,10,7,4,0,78,12,20,20,21,17,13,5,0,108,19,25,37,45,36,24,8,0,190,7,25,57,53,41,21,8,0,203,5,24,57,55,54,30,6,0,241,0,12,46,50,48,36,7,0,206,0,5,39,40,41,33,7,0,166,0,6,28,51,62,42,13,0,206,0,0,21,40,55,42,10,0,166,0,0,20,47,55,39,5,0,163,0,0,0,3,7,9,0,0,16,0,0,0,0,0,0,0,0,4,4,0,0,0,3,8
LGA54900,0,0,0,0,8,0,0,0,4,0,0,0,0,3,0,0,4,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,10,21,22,10,5,4,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,3,3,6,0,0,10,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54970,15,9,0,0,63,0,10,22,19,8,12,0,0,77,0,23,101,104,122,61,10,0,426,0,3,40,51,38,41,3,0,176,0,0,27,32,24,24,0,0,109,0,5,0,3,0,0,0,0,13,6,73,238,229,221,156,23,0,945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,5,4,0,0,6,0,0,4,0,0,3,0,0,10,0,0,0,0,3,3,0,0,7,0,0,9,4,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,3,7,5,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
LGA55040,10,4,0,0,59,0,11,29,24,18,13,5,0,97,0,19,102,115,73,52,4,0,363,0,0,44,44,35,25,0,0,160,0,0,16,18,25,18,3,0,96,0,0,4,0,0,0,0,0,7,5,57,240,231,181,132,18,0,867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,5,6,3,5,0,0,0,20,0,0,3,0,0,0,0,0,4,0,0,7,0,6,0,0,0,13,0,0,0,4,4,0,0,0,9,0,4,0,0,5,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,5,6,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0
LGA55110,63,36,3,0,259,0,0,29,39,33,28,3,0,134,0,3,36,61,47,29,9,0,187,0,0,9,9,9,7,3,0,37,0,0,9,10,15,9,5,0,32,6,0,7,4,6,8,0,0,28,218,350,718,609,573,450,90,13,3014,4,3,4,0,3,0,0,0,17,188,27,18,26,6,7,0,0,279,104,47,40,49,32,15,4,0,296,53,55,60,56,32,37,9,0,303,35,86,64,63,68,52,17,0,382,30,107,131,111,136,79,20,0,618,19,108,145,170,162,133,23,0,761,18,106,143,159,192,135,19,0,777,4,47,103,132,172,155,11,0,626,5,24,62,64,76,43,3,4,273,0,12,26,52,49,43,4,0,187,0,3,19,37,34,20,0,0,121,0,3,19,27,48,21,0,0,118,0,0,0,5,3,4,0,0,6,0,0,0,4,3,0,0,0,13,6,5,7,10,12,0
LGA55180,17,15,0,0,58,0,0,0,5,4,0,4,0,18,0,0,0,6,4,4,3,0,23,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,51,61,91,75,87,89,38,0,498,4,0,0,0,0,0,0,0,4,14,0,0,0,0,3,0,0,19,11,0,4,0,4,3,3,0,23,0,0,3,4,3,4,0,0,13,4,3,7,8,11,11,0,0,35,5,6,5,7,16,11,10,0,58,9,8,16,9,13,14,6,0,72,4,6,10,12,28,11,5,0,70,0,0,7,11,18,19,3,0,70,0,0,4,0,0,5,0,0,18,0,0,3,9,5,5,0,0,15,0,0,0,0,3,0,0,0,3,0,0,3,5,7,0,0,0,17,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
LGA55250,6,6,0,0,54,0,3,10,11,9,3,0,0,32,0,12,50,46,28,28,3,0,167,0,0,14,23,15,13,0,0,66,0,0,11,12,10,12,0,0,48,0,0,0,0,0,0,0,0,0,3,27,120,108,77,69,9,0,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,4,4,0,0,0,0,4,0,0,3,3,0,4,0,0,15,0,0,4,0,4,0,0,0,13,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,4,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55320,104,80,16,0,511,0,5,69,101,69,31,7,0,280,0,11,92,135,130,58,18,0,444,0,0,20,30,32,7,3,0,96,0,0,16,32,29,9,0,0,91,0,8,12,5,7,0,0,0,30,166,511,1170,1140,871,593,203,12,4672,6,3,0,4,3,3,0,0,21,234,48,10,12,12,5,3,0,333,125,115,38,37,43,23,11,0,382,65,117,55,48,36,36,11,0,354,49,107,82,62,49,45,8,0,412,45,156,122,109,105,97,35,0,677,22,121,208,145,141,104,34,0,778,6,120,193,161,166,137,27,0,813,7,82,216,187,183,139,36,0,839,0,28,85,94,88,74,19,0,383,0,13,54,51,68,38,3,0,219,4,11,27,31,39,33,7,0,142,0,5,35,42,51,17,3,0,153,0,0,3,4,4,3,0,0,18,0,0,4,9,7,3,0,0,28,4,9,9,3,4,6
LGA55390,4,0,0,0,21,0,9,11,9,8,3,0,0,31,0,4,36,30,32,11,0,0,116,0,0,15,14,19,10,0,0,59,0,0,10,9,17,5,0,0,51,0,0,0,0,0,0,0,0,0,3,13,85,78,79,39,6,3,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55460,0,4,0,0,21,0,0,6,11,5,0,0,0,14,0,7,11,9,3,7,0,0,35,0,0,0,9,0,0,0,0,9,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,8,35,49,47,32,25,11,0,210,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,3,0,0,4,0,0,0,0,10,3,0,3,0,0,0,0,0,18,0,0,8,4,0,4,0,0,20,0,3,0,3,4,5,0,0,15,0,6,6,7,4,6,0,0,26,0,5,0,3,10,10,4,0,31,0,0,3,9,0,5,0,0,18,0,0,3,0,0,0,0,0,6,0,0,0,0,0,5,0,0,3,0,0,5,0,3,0,0,0,11,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55530,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,7,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55600,3,5,0,0,20,0,0,0,0,3,0,0,0,9,0,0,4,0,6,9,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,19,18,24,22,3,4,126,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,8,0,0,0,0,4,0,0,0,6,0,0,0,3,8,7,0,0,19,0,0,0,6,6,3,0,0,20,0,0,5,0,5,11,0,0,22,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55670,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,3,4,0,0,0,0,5,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,13,8,7,11,6,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,6,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55740,3,4,0,0,17,0,0,6,0,9,0,3,0,12,0,0,5,4,3,3,0,0,15,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,29,62,54,44,34,13,0,246,0,0,0,0,0,0,0,0,3,21,8,0,0,0,0,0,0,33,13,14,3,4,0,0,0,0,35,5,10,6,6,4,9,3,0,42,0,11,5,5,0,10,7,0,36,0,20,22,9,11,10,0,0,77,0,24,19,16,17,9,4,0,95,0,18,34,16,17,12,6,0,109,5,6,34,34,17,14,4,0,112,0,4,9,13,11,5,3,0,45,0,0,11,8,3,5,0,0,27,0,0,4,4,0,0,0,0,15,0,0,4,7,8,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
LGA55810,3,0,0,0,11,0,0,6,4,3,6,0,0,21,0,6,19,11,18,5,0,0,69,0,0,11,10,3,8,0,0,30,0,0,5,7,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,19,52,37,31,29,3,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55880,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55950,3,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,11,5,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
