POW_LGA_CODE_2021,TaTW_1500_1749_A_45_54,TaTW_1500_1749_A_55_64,TaTW_1500_1749_A_65_74,TaTW_1500_1749_A_75ov,TaTW_1500_1749_Tot,TaTW_1750_1999_A_15_19,TaTW_1750_1999_A_20_24,TaTW_1750_1999_A_25_34,TaTW_1750_1999_A_35_44,TaTW_1750_1999_A_45_54,TaTW_1750_1999_A_55_64,TaTW_1750_1999_A_65_74,TaTW_1750_1999_A_75ov,TaTW_1750_1999_Tot,TaTW_2000_2999_A_15_19,TaTW_2000_2999_A_20_24,TaTW_2000_2999_A_25_34,TaTW_2000_2999_A_35_44,TaTW_2000_2999_A_45_54,TaTW_2000_2999_A_55_64,TaTW_2000_2999_A_65_74,TaTW_2000_2999_A_75ov,TaTW_2000_2999_Tot,TaTW_3000_3499_A_15_19,TaTW_3000_3499_A_20_24,TaTW_3000_3499_A_25_34,TaTW_3000_3499_A_35_44,TaTW_3000_3499_A_45_54,TaTW_3000_3499_A_55_64,TaTW_3000_3499_A_65_74,TaTW_3000_3499_A_75ov,TaTW_3000_3499_Tot,TaTW_3500mo_A_15_19,TaTW_3500mo_A_20_24,TaTW_3500mo_A_25_34,TaTW_3500mo_A_35_44,TaTW_3500mo_A_45_54,TaTW_3500mo_A_55_64,TaTW_3500mo_A_65_74,TaTW_3500mo_A_75ov,TaTW_3500mo_Tot,TaTW_PINS_A_15_19,TaTW_PINS_A_20_24,TaTW_PINS_A_25_34,TaTW_PINS_A_35_44,TaTW_PINS_A_45_54,TaTW_PINS_A_55_64,TaTW_PINS_A_65_74,TaTW_PINS_A_75ov,TaTW_PINS_Tot,TaTW_Tot_A_15_19,TaTW_Tot_A_20_24,TaTW_Tot_A_25_34,TaTW_Tot_A_35_44,TaTW_Tot_A_45_54,TaTW_Tot_A_55_64,TaTW_Tot_A_65_74,TaTW_Tot_A_75ov,TaTW_Tot_Tot,CoPSW_NNI_A_15_19,CoPSW_NNI_A_20_24,CoPSW_NNI_A_25_34,CoPSW_NNI_A_35_44,CoPSW_NNI_A_45_54,CoPSW_NNI_A_55_64,CoPSW_NNI_A_65_74,CoPSW_NNI_A_75ov,CoPSW_NNI_Tot,CoPSW_1_149_A_15_19,CoPSW_1_149_A_20_24,CoPSW_1_149_A_25_34,CoPSW_1_149_A_35_44,CoPSW_1_149_A_45_54,CoPSW_1_149_A_55_64,CoPSW_1_149_A_65_74,CoPSW_1_149_A_75ov,CoPSW_1_149_Tot,CoPSW_150_299_A_15_19,CoPSW_150_299_A_20_24,CoPSW_150_299_A_25_34,CoPSW_150_299_A_35_44,CoPSW_150_299_A_45_54,CoPSW_150_299_A_55_64,CoPSW_150_299_A_65_74,CoPSW_150_299_A_75ov,CoPSW_150_299_Tot,CoPSW_300_399_A_15_19,CoPSW_300_399_A_20_24,CoPSW_300_399_A_25_34,CoPSW_300_399_A_35_44,CoPSW_300_399_A_45_54,CoPSW_300_399_A_55_64,CoPSW_300_399_A_65_74,CoPSW_300_399_A_75ov,CoPSW_300_399_Tot,CoPSW_400_499_A_15_19,CoPSW_400_499_A_20_24,CoPSW_400_499_A_25_34,CoPSW_400_499_A_35_44,CoPSW_400_499_A_45_54,CoPSW_400_499_A_55_64,CoPSW_400_499_A_65_74,CoPSW_400_499_A_75ov,CoPSW_400_499_Tot,CoPSW_500_649_A_15_19,CoPSW_500_649_A_20_24,CoPSW_500_649_A_25_34,CoPSW_500_649_A_35_44,CoPSW_500_649_A_45_54,CoPSW_500_649_A_55_64,CoPSW_500_649_A_65_74,CoPSW_500_649_A_75ov,CoPSW_500_649_Tot,CoPSW_650_799_A_15_19,CoPSW_650_799_A_20_24,CoPSW_650_799_A_25_34,CoPSW_650_799_A_35_44,CoPSW_650_799_A_45_54,CoPSW_650_799_A_55_64,CoPSW_650_799_A_65_74,CoPSW_650_799_A_75ov,CoPSW_650_799_Tot,CoPSW_800_999_A_15_19,CoPSW_800_999_A_20_24,CoPSW_800_999_A_25_34,CoPSW_800_999_A_35_44,CoPSW_800_999_A_45_54,CoPSW_800_999_A_55_64,CoPSW_800_999_A_65_74,CoPSW_800_999_A_75ov,CoPSW_800_999_Tot,CoPSW_1000_1249_A_15_19,CoPSW_1000_1249_A_20_24,CoPSW_1000_1249_A_25_34,CoPSW_1000_1249_A_35_44,CoPSW_1000_1249_A_45_54,CoPSW_1000_1249_A_55_64,CoPSW_1000_1249_A_65_74,CoPSW_1000_1249_A_75ov,CoPSW_1000_1249_Tot,CoPSW_1250_1499_A_15_19,CoPSW_1250_1499_A_20_24,CoPSW_1250_1499_A_25_34,CoPSW_1250_1499_A_35_44,CoPSW_1250_1499_A_45_54,CoPSW_1250_1499_A_55_64,CoPSW_1250_1499_A_65_74,CoPSW_1250_1499_A_75ov,CoPSW_1250_1499_Tot,CoPSW_1500_1749_A_15_19,CoPSW_1500_1749_A_20_24,CoPSW_1500_1749_A_25_34,CoPSW_1500_1749_A_35_44,CoPSW_1500_1749_A_45_54,CoPSW_1500_1749_A_55_64,CoPSW_1500_1749_A_65_74,CoPSW_1500_1749_A_75ov,CoPSW_1500_1749_Tot,CoPSW_1750_1999_A_15_19,CoPSW_1750_1999_A_20_24,CoPSW_1750_1999_A_25_34,CoPSW_1750_1999_A_35_44,CoPSW_1750_1999_A_45_54,CoPSW_1750_1999_A_55_64,CoPSW_1750_1999_A_65_74,CoPSW_1750_1999_A_75ov,CoPSW_1750_1999_Tot,CoPSW_2000_2999_A_15_19,CoPSW_2000_2999_A_20_24,CoPSW_2000_2999_A_25_34,CoPSW_2000_2999_A_35_44,CoPSW_2000_2999_A_45_54,CoPSW_2000_2999_A_55_64,CoPSW_2000_2999_A_65_74,CoPSW_2000_2999_A_75ov,CoPSW_2000_2999_Tot,CoPSW_3000_3499_A_15_19,CoPSW_3000_3499_A_20_24,CoPSW_3000_3499_A_25_34,CoPSW_3000_3499_A_35_44,CoPSW_3000_3499_A_45_54,CoPSW_3000_3499_A_55_64,CoPSW_3000_3499_A_65_74,CoPSW_3000_3499_A_75ov,CoPSW_3000_3499_Tot,CoPSW_3500mo_A_15_19,CoPSW_3500mo_A_20_24,CoPSW_3500mo_A_25_34,CoPSW_3500mo_A_35_44,CoPSW_3500mo_A_45_54,CoPSW_3500mo_A_55_64,CoPSW_3500mo_A_65_74,CoPSW_3500mo_A_75ov,CoPSW_3500mo_Tot,CoPSW_PINS_A_15_19,CoPSW_PINS_A_20_24,CoPSW_PINS_A_25_34,CoPSW_PINS_A_35_44,CoPSW_PINS_A_45_54,CoPSW_PINS_A_55_64
LGA50840,7,10,0,0,47,0,0,7,7,13,7,0,0,37,0,0,21,23,31,21,3,0,96,0,0,8,5,10,6,0,0,25,0,0,9,6,0,5,0,0,17,0,0,0,0,4,0,0,0,12,18,34,84,77,93,85,23,0,410,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,9,0,0,0,6,4,4,3,0,16,3,3,4,3,5,4,5,0,16,3,0,3,3,7,10,3,4,31,0,0,6,3,3,7,0,0,26,0,0,5,9,15,8,0,0,39,0,0,0,0,7,5,0,0,17,0,0,0,0,7,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA50910,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,3,11,5,8,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,9,0,5,0,0,13,3,0,0,0,0,5,0,0,9,0,0,0,4,5,0,0,0,7,0,0,4,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA50980,33,17,4,0,129,0,7,29,23,16,10,3,0,91,0,3,32,49,39,19,0,0,146,0,3,0,9,14,3,0,0,34,0,0,8,26,19,11,0,0,67,0,0,4,4,0,0,0,0,5,33,88,236,249,221,129,44,3,994,0,0,0,0,0,0,0,0,0,30,0,6,0,3,0,0,0,39,10,0,6,7,4,0,0,3,28,4,4,4,3,4,0,4,0,17,9,8,0,3,3,3,0,0,28,5,12,24,12,10,6,0,0,79,11,18,42,21,17,5,0,0,114,7,28,76,39,26,21,4,0,194,0,21,76,39,29,18,6,0,193,4,18,46,37,32,17,4,0,157,0,0,28,32,12,23,3,0,100,0,5,20,22,15,9,5,0,71,0,3,18,35,39,27,0,0,119,0,0,0,3,10,5,0,0,19,0,0,0,3,5,8,3,0,23,0,0,3,0,3,0
LGA51080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,4,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51120,0,0,0,0,16,0,3,4,5,0,0,0,0,9,0,0,5,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,19,18,10,4,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,5,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51190,88,64,6,0,407,0,18,79,81,88,56,12,0,336,0,20,133,131,106,83,18,0,483,0,4,18,22,25,17,0,0,85,0,0,16,25,13,13,3,0,69,3,6,3,3,7,4,0,0,34,266,477,898,792,691,499,111,8,3743,9,0,6,3,5,0,0,0,20,84,10,8,10,8,6,0,0,123,50,18,22,8,16,12,3,0,124,29,24,25,35,16,13,7,0,142,34,31,37,45,34,23,9,0,210,37,56,65,75,80,73,7,0,393,33,59,82,98,120,70,19,0,480,10,70,84,114,107,85,10,0,482,6,60,93,75,138,105,19,5,494,4,20,48,66,73,52,6,0,280,0,5,38,59,63,52,4,0,220,0,0,20,38,52,42,4,0,157,0,0,25,47,41,53,4,0,167,0,0,0,0,0,3,0,0,13,0,0,0,6,4,0,0,0,8,0,6,0,3,3,3
LGA51260,55,41,11,0,224,0,5,37,36,38,24,0,0,135,0,7,49,48,34,20,0,0,167,0,0,6,8,3,3,0,0,26,0,0,0,9,9,5,4,0,25,0,0,0,4,0,8,4,0,23,154,257,535,554,441,342,101,11,2384,8,0,0,0,3,0,0,0,11,169,0,6,8,3,3,0,0,186,65,13,15,13,4,4,12,0,119,21,16,18,25,21,24,5,0,124,24,20,28,37,26,28,5,0,169,23,23,51,55,49,42,10,0,253,27,42,68,82,86,70,10,0,384,19,42,80,78,82,66,9,0,380,7,21,52,68,91,52,11,0,298,0,0,29,31,27,19,6,0,116,0,5,13,13,19,11,4,0,62,0,5,7,7,11,8,0,0,38,0,0,7,17,13,14,3,0,53,0,0,0,0,7,0,0,0,3,0,0,0,0,0,4,0,0,4,0,3,10,4,4,3
LGA51310,30,23,6,0,124,0,5,23,14,11,13,6,0,69,0,3,14,26,26,17,3,0,88,0,0,0,9,10,3,6,0,20,0,0,3,9,3,0,4,0,22,0,0,6,3,3,3,0,0,15,32,150,327,250,209,139,58,3,1170,9,3,0,0,0,0,0,0,16,151,27,0,11,3,8,0,4,200,75,47,14,8,8,5,0,0,164,21,53,16,19,19,3,4,0,130,17,62,32,16,21,12,5,0,163,17,71,67,28,41,23,6,0,255,9,73,80,54,37,37,15,4,306,3,45,99,82,51,48,12,0,348,3,33,92,71,57,45,14,0,320,0,9,57,31,21,25,3,0,155,0,9,33,19,15,7,3,0,94,0,6,14,20,23,13,0,0,79,0,5,21,21,14,19,3,0,89,0,0,0,3,5,0,0,0,12,0,0,9,4,6,0,0,0,24,0,8,3,0,4,0
LGA51330,314,199,35,0,1283,0,32,233,229,214,160,14,0,886,0,56,352,406,356,216,27,0,1410,0,8,60,84,73,40,10,0,276,0,3,41,50,51,30,7,0,178,8,15,19,22,13,21,0,0,94,406,1247,2577,2313,1928,1363,283,24,10147,8,7,5,3,6,3,0,0,35,176,50,10,16,22,7,0,0,282,132,99,44,35,26,22,5,0,352,66,87,66,58,31,22,7,4,340,42,92,83,64,37,23,11,11,353,40,135,128,90,84,80,20,5,583,16,109,131,113,105,71,20,5,575,8,80,173,160,153,117,21,0,716,4,59,168,152,142,120,28,0,671,0,31,85,97,72,51,20,0,362,0,22,76,79,67,53,10,0,297,0,4,50,46,34,29,6,0,167,0,8,29,63,83,26,5,0,215,0,0,0,3,4,0,0,0,10,0,0,4,3,0,0,0,0,10,0,10,7,0,13,3
LGA51400,14,6,0,0,43,0,0,6,17,14,9,0,0,40,0,0,18,25,16,7,0,0,70,0,0,0,0,7,0,0,0,7,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,35,50,103,120,116,68,23,0,505,0,0,0,0,0,0,0,0,0,14,0,5,6,0,0,0,0,26,8,5,0,0,3,0,0,0,19,0,0,3,5,4,0,0,0,16,0,3,9,6,3,5,0,0,24,4,4,5,10,9,5,0,0,49,5,7,9,11,19,15,4,5,70,0,6,19,11,16,10,0,0,73,0,0,9,5,19,13,4,0,47,0,0,0,8,8,5,0,0,19,0,4,3,6,3,3,0,0,15,0,0,5,3,6,0,0,0,13,0,0,0,5,9,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0
LGA51470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,7,8,4,5,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51540,5,5,0,0,33,0,5,3,7,5,4,0,0,22,0,6,11,21,7,9,0,0,51,0,0,0,3,5,3,0,0,21,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,21,33,65,63,51,49,9,0,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,10,0,0,4,0,0,3,0,0,8,0,9,0,0,0,0,0,0,10,4,9,4,9,3,5,0,0,22,4,0,10,5,7,3,4,0,41,0,10,18,6,0,9,0,0,49,0,6,8,14,11,10,0,0,47,0,4,9,4,8,5,0,0,27,0,0,9,5,0,3,0,0,19,0,0,8,3,4,11,0,0,21,0,0,3,10,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0
LGA51610,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,7,5,10,11,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51680,5,11,3,0,29,0,0,7,0,7,0,0,0,21,0,8,15,9,9,7,0,0,48,0,0,5,9,3,0,0,0,20,0,0,0,0,0,4,0,0,3,0,0,0,0,0,3,0,0,3,17,28,65,58,54,66,17,0,306,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,5,0,5,0,0,0,8,0,0,0,0,0,3,0,0,8,0,4,0,4,0,0,0,0,13,0,4,0,0,0,0,0,0,8,0,3,5,7,4,0,0,0,15,0,0,0,4,0,0,0,0,8,0,0,0,0,4,0,0,0,8,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51710,4,4,3,0,21,0,0,3,9,3,4,0,0,28,0,0,4,5,8,3,5,0,26,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,39,28,27,19,23,0,146,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,4,0,0,0,0,0,10,3,0,0,4,0,0,0,0,6,0,4,4,0,4,0,0,0,9,0,0,11,3,7,7,0,0,28,0,0,9,0,3,0,0,0,18,0,0,10,7,4,3,0,0,21,0,0,4,0,3,0,0,0,11,0,0,3,3,9,0,0,0,30,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51750,12,7,9,0,55,0,0,8,11,8,8,0,0,37,0,0,7,10,9,6,0,0,32,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,31,82,167,112,82,86,36,4,598,3,0,0,0,0,0,0,0,5,91,16,5,5,0,0,0,0,114,58,53,10,5,4,7,0,0,132,13,43,9,14,4,8,0,0,88,18,37,21,5,8,7,0,0,96,5,34,26,14,11,8,4,0,108,4,35,25,21,15,17,7,0,132,3,18,39,11,20,17,4,0,113,0,11,22,19,13,19,3,0,93,0,0,20,13,16,11,0,0,60,0,0,9,9,8,5,0,0,32,0,0,4,0,3,4,0,0,18,0,5,3,5,4,6,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,9,0,0,6,0,0,0
LGA51820,302,224,26,4,1403,0,44,268,319,294,161,26,3,1111,0,35,452,526,390,245,45,0,1698,0,0,73,105,70,35,5,0,293,0,0,33,78,46,31,3,0,191,6,16,22,16,15,21,0,0,94,455,1169,2622,2511,2051,1387,307,29,10524,0,5,6,7,0,4,0,0,22,217,25,14,22,7,11,6,0,296,117,76,47,45,22,20,7,0,330,69,97,47,50,39,36,8,0,340,45,91,65,73,47,30,7,0,362,25,131,130,126,107,67,15,0,607,20,142,147,136,167,72,13,0,701,24,105,205,155,158,98,18,0,776,4,78,177,157,140,72,9,0,643,4,33,66,78,58,44,8,0,290,4,26,71,61,49,33,6,0,245,0,11,51,44,22,9,0,0,143,0,7,28,45,74,22,6,0,180,0,4,3,8,10,7,4,0,25,0,6,16,10,4,3,0,0,35,5,11,12,10,11,7
LGA51860,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,3,18,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,4,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,8,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51890,25,17,3,0,104,0,16,36,39,26,18,0,0,138,0,13,106,139,166,79,6,0,511,0,0,18,40,51,31,0,0,145,0,0,10,23,35,30,3,0,105,0,0,5,0,0,0,0,0,9,47,102,256,313,362,226,25,3,1342,0,0,0,0,0,0,0,0,0,10,5,3,4,0,0,0,0,17,4,0,3,4,3,5,0,0,20,4,0,9,6,4,3,0,0,27,4,4,5,6,7,6,6,0,26,5,4,15,18,11,14,0,0,67,0,7,4,14,12,10,4,0,59,0,4,9,8,22,10,0,0,60,0,5,6,12,12,7,0,0,38,0,0,5,0,8,6,0,0,21,0,0,4,0,5,6,0,0,11,0,0,0,4,0,0,0,0,4,0,0,0,5,11,5,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
LGA51960,7,3,0,0,50,0,7,8,13,8,11,5,0,40,0,16,81,61,47,40,4,0,252,0,0,38,33,34,17,0,0,116,0,0,30,21,26,24,0,0,107,0,0,0,0,3,0,0,0,4,14,53,186,148,152,99,9,0,666,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,0,11,0,0,0,3,0,3,0,0,12,0,0,3,0,5,6,0,0,16,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,7,3,4,0,0,16,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52030,0,4,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,3,18,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52100,0,0,0,0,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,15,11,10,5,9,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,4,0,4,4,0,0,11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52170,20,6,0,0,46,0,0,4,3,3,3,3,0,20,0,0,5,8,10,3,0,0,27,0,0,0,4,0,0,0,0,4,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,8,16,31,87,100,76,45,12,3,378,6,0,0,0,0,0,0,0,4,40,10,0,0,0,0,0,0,52,25,22,5,3,0,0,0,0,53,15,26,6,4,0,0,0,0,58,11,23,4,10,5,4,4,0,50,10,31,13,4,8,7,0,0,81,6,24,21,5,10,7,3,0,70,5,10,21,17,9,6,4,0,65,5,12,15,13,10,9,0,0,62,0,3,7,8,3,8,0,0,29,0,0,6,3,3,6,0,0,15,0,0,3,4,5,0,0,0,15,0,0,4,5,3,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0
LGA52240,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,3,5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,0,9,3,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52380,0,0,0,0,7,0,0,7,0,0,0,0,0,9,0,5,11,4,11,4,0,0,35,0,0,6,12,9,8,0,0,29,0,0,3,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,4,12,40,14,21,19,3,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
