POW_LGA_CODE_2021,P_M1_Tram_or_LR_15_24,P_M1_Tram_or_LR_25_34,P_M1_Tram_or_LR_35_44,P_M1_Tram_or_LR_45_54,P_M1_Tram_or_LR_55_64,P_M1_Tram_or_LR_65_74,P_M1_Tram_or_LR_75ov,P_M1_Tram_or_LR_Tot,P_M1_Taxi_or_RSS_15_24,P_M1_Taxi_or_RSS_25_34,P_M1_Taxi_or_RSS_35_44,P_M1_Taxi_or_RSS_45_54,P_M1_Taxi_or_RSS_55_64,P_M1_Taxi_or_RSS_65_74,P_M1_Taxi_or_RSS_75ov,P_M1_Taxi_or_RSS_Tot,P_M1_CarAsDriv_15_24,P_M1_CarAsDriv_25_34,P_M1_CarAsDriv_35_44,P_M1_CarAsDriv_45_54,P_M1_CarAsDriv_55_64,P_M1_CarAsDriv_65_74,P_M1_CarAsDriv_75ov,P_M1_CarAsDriv_Tot,P_M1_CarAsPas_15_24,P_M1_CarAsPas_25_34,P_M1_CarAsPas_35_44,P_M1_CarAsPas_45_54,P_M1_CarAsPas_55_64,P_M1_CarAsPas_65_74,P_M1_CarAsPas_75ov,P_M1_CarAsPas_Tot,P_M1_Truck_15_24,P_M1_Truck_25_34,P_M1_Truck_35_44,P_M1_Truck_45_54,P_M1_Truck_55_64,P_M1_Truck_65_74,P_M1_Truck_75ov,P_M1_Truck_Tot,P_M1_MBikeScoot_15_24,P_M1_MBikeScoot_25_34,P_M1_MBikeScoot_35_44,P_M1_MBikeScoot_45_54,P_M1_MBikeScoot_55_64,P_M1_MBikeScoot_65_74,P_M1_MBikeScoot_75ov,P_M1_MBikeScoot_Tot,P_M1_Bicycle_15_24,P_M1_Bicycle_25_34,P_M1_Bicycle_35_44,P_M1_Bicycle_45_54,P_M1_Bicycle_55_64,P_M1_Bicycle_65_74,P_M1_Bicycle_75ov,P_M1_Bicycle_Tot,P_M1_Other_15_24,P_M1_Other_25_34,P_M1_Other_35_44,P_M1_Other_45_54,P_M1_Other_55_64,P_M1_Other_65_74,P_M1_Other_75ov,P_M1_Other_Tot,P_M1_WlkOnly_15_24,P_M1_WlkOnly_25_34,P_M1_WlkOnly_35_44,P_M1_WlkOnly_45_54,P_M1_WlkOnly_55_64,P_M1_WlkOnly_65_74,P_M1_WlkOnly_75ov,P_M1_WlkOnly_Tot,P_M1_Tot_M1_15_24,P_M1_Tot_M1_25_34,P_M1_Tot_M1_35_44,P_M1_Tot_M1_45_54,P_M1_Tot_M1_55_64,P_M1_Tot_M1_65_74,P_M1_Tot_M1_75ov,P_M1_Tot_M1_Tot,P_M2_TrnBus_15_24,P_M2_TrnBus_25_34,P_M2_TrnBus_35_44,P_M2_TrnBus_45_54,P_M2_TrnBus_55_64,P_M2_TrnBus_65_74,P_M2_TrnBus_75ov,P_M2_TrnBus_Tot,P_M2_TrnFer_15_24,P_M2_TrnFer_25_34,P_M2_TrnFer_35_44,P_M2_TrnFer_45_54,P_M2_TrnFer_55_64,P_M2_TrnFer_65_74,P_M2_TrnFer_75ov,P_M2_TrnFer_Tot,P_M2_TrnTrm_or_LR_15_24,P_M2_TrnTrm_or_LR_25_34,P_M2_TrnTrm_or_LR_35_44,P_M2_TrnTrm_or_LR_45_54,P_M2_TrnTrm_or_LR_55_64,P_M2_TrnTrm_or_LR_65_74,P_M2_TrnTrm_or_LR_75ov,P_M2_TrnTrm_or_LR_Tot,P_M2_TrnCarAsDriv_15_24,P_M2_TrnCarAsDriv_25_34,P_M2_TrnCarAsDriv_35_44,P_M2_TrnCarAsDriv_45_54,P_M2_TrnCarAsDriv_55_64,P_M2_TrnCarAsDriv_65_74,P_M2_TrnCarAsDriv_75ov,P_M2_TrnCarAsDriv_Tot,P_M2_TrnCarAsPas_15_24,P_M2_TrnCarAsPas_25_34,P_M2_TrnCarAsPas_35_44,P_M2_TrnCarAsPas_45_54,P_M2_TrnCarAsPas_55_64,P_M2_TrnCarAsPas_65_74,P_M2_TrnCarAsPas_75ov,P_M2_TrnCarAsPas_Tot,P_M2_TrnOth_15_24,P_M2_TrnOth_25_34,P_M2_TrnOth_35_44,P_M2_TrnOth_45_54,P_M2_TrnOth_55_64,P_M2_TrnOth_65_74,P_M2_TrnOth_75ov,P_M2_TrnOth_Tot,P_M2_Train_and_Tot_15_24,P_M2_Train_and_Tot_25_34,P_M2_Train_and_Tot_35_44,P_M2_Train_and_Tot_45_54,P_M2_Train_and_Tot_55_64,P_M2_Train_and_Tot_65_74,P_M2_Train_and_Tot_75ov,P_M2_Train_and_Tot_Tot,P_M2_BusFer_15_24,P_M2_BusFer_25_34,P_M2_BusFer_35_44,P_M2_BusFer_45_54,P_M2_BusFer_55_64,P_M2_BusFer_65_74,P_M2_BusFer_75ov,P_M2_BusFer_Tot,P_M2_BusTrm_or_LR_15_24,P_M2_BusTrm_or_LR_25_34,P_M2_BusTrm_or_LR_35_44,P_M2_BusTrm_or_LR_45_54,P_M2_BusTrm_or_LR_55_64,P_M2_BusTrm_or_LR_65_74,P_M2_BusTrm_or_LR_75ov,P_M2_BusTrm_or_LR_Tot,P_M2_BusCarAsDriv_15_24,P_M2_BusCarAsDriv_25_34,P_M2_BusCarAsDriv_35_44,P_M2_BusCarAsDriv_45_54,P_M2_BusCarAsDriv_55_64,P_M2_BusCarAsDriv_65_74,P_M2_BusCarAsDriv_75ov,P_M2_BusCarAsDriv_Tot,P_M2_BusCarAsPas_15_24,P_M2_BusCarAsPas_25_34,P_M2_BusCarAsPas_35_44,P_M2_BusCarAsPas_45_54,P_M2_BusCarAsPas_55_64,P_M2_BusCarAsPas_65_74,P_M2_BusCarAsPas_75ov,P_M2_BusCarAsPas_Tot,P_M2_BusOth_15_24,P_M2_BusOth_25_34,P_M2_BusOth_35_44,P_M2_BusOth_45_54,P_M2_BusOth_55_64,P_M2_BusOth_65_74,P_M2_BusOth_75ov,P_M2_BusOth_Tot,P_M2_BusTot_15_24,P_M2_BusTot_25_34,P_M2_BusTot_35_44,P_M2_BusTot_45_54,P_M2_BusTot_55_64,P_M2_BusTot_65_74,P_M2_BusTot_75ov,P_M2_BusTot_Tot,P_M2_Other_M2_15_24,P_M2_Other_M2_25_34,P_M2_Other_M2_35_44,P_M2_Other_M2_45_54,P_M2_Other_M2_55_64,P_M2_Other_M2_65_74,P_M2_Other_M2_75ov,P_M2_Other_M2_Tot,P_M2_Tot_M2_15_24,P_M2_Tot_M2_25_34,P_M2_Tot_M2_35_44,P_M2_Tot_M2_45_54,P_M2_Tot_M2_55_64,P_M2_Tot_M2_65_74,P_M2_Tot_M2_75ov,P_M2_Tot_M2_Tot
LGA50840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,209,270,362,320,90,3,1360,46,21,8,18,12,8,0,114,0,5,3,4,4,0,0,22,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,5,3,0,0,3,0,3,3,12,16,10,5,3,26,14,0,82,179,260,316,404,369,116,10,1655,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,3,0,0,0,3,0,11,0,3,3,4,5,8,0,26
LGA50910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,46,36,56,52,24,0,239,11,0,0,0,0,0,0,12,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,8,6,5,8,11,9,0,42,39,56,50,65,67,35,6,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA50980,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,13,417,1114,1261,1043,683,206,16,4743,176,105,72,74,57,15,0,502,0,4,7,11,11,0,0,32,21,37,28,23,19,0,0,124,28,57,56,32,21,17,0,211,26,39,35,34,16,8,0,154,97,242,125,118,115,32,9,729,780,1613,1596,1343,931,274,24,6563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,6,0,0,0,0,0,8,14,13,17,9,9,0,0,55,11,16,15,12,9,0,0,69
LGA51080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,29,29,28,22,13,0,156,4,4,0,0,0,0,0,3,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,7,5,0,6,15,9,5,0,40,30,38,40,49,36,22,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,50,62,58,29,11,5,241,0,0,3,3,0,0,0,14,0,4,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,4,0,12,5,9,9,11,6,7,0,37,33,65,71,74,41,30,3,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
LGA51190,0,0,0,0,0,0,0,0,8,15,14,5,0,3,0,53,2309,3481,4141,4515,3389,821,58,18729,635,235,163,164,116,28,0,1344,6,30,29,26,28,4,0,118,10,14,4,11,11,4,0,58,26,29,22,32,28,7,0,142,6,23,12,21,13,5,0,77,47,71,43,69,63,32,3,335,3096,3927,4465,4863,3670,903,67,20997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,7,6,18,0,0,52,15,5,0,3,0,0,0,21,0,0,0,0,0,0,0,3,17,18,9,13,18,0,0,79,33,33,23,22,22,4,0,127,46,54,32,34,39,5,0,213
LGA51260,0,0,0,0,0,0,0,0,8,6,8,0,0,0,0,29,1196,1817,2444,2701,1975,479,48,10663,452,103,89,86,53,17,4,803,3,0,10,15,19,9,0,54,0,0,0,3,4,0,0,11,66,28,20,36,35,16,0,201,3,7,19,18,14,3,0,66,55,57,81,67,67,43,10,383,1805,2029,2676,2933,2174,567,56,12236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,14,26,14,10,19,12,0,0,81,29,23,8,26,15,0,0,97
LGA51310,0,0,0,0,0,0,0,0,10,16,5,0,4,0,0,43,1156,1925,1836,1837,1376,406,55,8593,186,107,62,78,69,25,0,523,0,4,0,0,9,0,0,26,8,18,7,5,7,0,0,37,19,21,32,21,22,0,0,119,4,10,13,12,10,0,0,47,68,76,48,43,44,20,3,301,1537,2326,2115,2075,1581,470,65,10173,39,64,44,36,20,9,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,26,27,15,14,0,0,104,3,0,0,4,0,0,0,17,0,5,3,3,0,0,0,12,60,99,78,61,32,12,0,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,7,0,0,0,0,4,0,0,9,4,0,0,3,0,0,0,4,6,3,0,3,4,0,0,26,12,14,5,14,10,0,0,68,81,122,85,74,45,14,0,422
LGA51330,0,0,0,0,0,0,0,3,58,89,51,33,21,10,0,258,5994,10346,10722,9781,7383,1730,152,46111,1209,591,334,346,246,76,9,2808,24,59,73,85,90,27,5,356,15,35,28,40,40,3,0,167,45,37,36,44,38,9,0,213,54,149,110,76,63,19,4,473,113,67,53,54,45,11,4,345,7907,11654,11570,10593,7997,1926,164,51805,131,110,72,56,44,13,3,431,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,16,12,6,8,4,0,0,59,6,6,5,0,3,0,0,26,3,7,7,6,0,0,0,20,159,128,93,77,56,12,4,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,9,4,4,0,0,30,43,14,5,5,0,0,0,68,11,9,8,4,0,0,0,35,57,31,21,19,3,0,0,135,96,97,51,59,35,3,0,354,320,257,173,153,98,18,4,1019
LGA51400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,274,330,481,543,378,97,13,2115,98,27,14,20,16,3,0,168,0,4,3,3,7,0,0,21,3,0,0,0,5,0,0,15,10,4,0,10,0,0,0,18,0,0,6,3,0,0,0,9,17,6,9,16,21,3,4,81,406,372,512,598,429,111,19,2444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,8,6,4,0,0,34,10,12,8,6,4,0,0,37
LGA51470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,35,31,31,36,7,0,165,0,0,3,4,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,4,3,6,5,3,5,3,0,33,32,41,46,41,50,19,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,125,248,222,274,246,72,5,1201,43,34,22,33,18,3,0,150,0,5,6,0,5,0,0,20,0,0,0,0,4,0,0,11,5,11,9,8,12,0,0,47,5,11,21,13,10,0,0,61,51,78,40,45,69,24,7,316,243,405,350,395,377,112,10,1885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,4,3,0,0,20,0,6,8,4,3,0,0,27
LGA51610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,28,33,43,34,11,5,169,0,0,0,5,0,0,0,12,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,4,4,0,6,3,3,6,9,10,3,6,26,17,31,38,57,42,20,9,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,168,173,221,192,45,7,938,24,14,3,19,5,0,0,69,0,3,3,3,5,0,3,18,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,0,11,9,11,14,3,57,159,188,197,248,221,67,21,1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,8,3,4,3,0,0,0,0,9
LGA51710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,104,105,137,105,66,0,556,10,13,16,12,3,6,0,63,0,0,0,0,0,3,0,3,0,0,9,4,0,5,0,15,0,0,0,0,0,0,0,4,3,0,5,7,4,0,0,13,3,6,4,9,0,0,0,26,60,148,159,181,123,84,0,745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,3,0,0,0,0,3,0,0,3,0,4,0,0,11
LGA51750,0,0,0,0,0,0,0,0,5,6,3,0,0,0,0,13,829,999,838,809,694,230,35,4420,132,40,25,23,33,11,0,263,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,6,14,7,3,9,4,0,0,34,0,6,0,8,0,0,0,15,56,22,25,10,19,13,5,154,1163,1155,928,897,788,262,36,5219,31,33,18,11,13,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,6,0,4,3,0,28,3,6,3,0,0,0,0,12,0,6,0,3,0,0,0,4,33,52,27,15,16,6,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,13,15,11,3,4,0,0,0,32,59,66,27,20,21,5,0,204
LGA51820,0,0,0,4,0,0,0,11,42,26,18,9,7,0,0,107,5135,8206,8863,8013,5539,1225,111,37090,1068,430,312,258,169,53,5,2294,10,39,59,68,62,16,9,252,13,26,28,32,23,3,0,127,33,31,46,31,21,5,0,173,10,66,79,58,41,5,0,266,128,94,77,74,72,23,3,468,6653,9065,9599,8636,6000,1336,128,41409,102,69,31,33,9,0,0,246,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,8,10,15,16,7,0,0,62,7,7,0,0,3,0,0,26,0,0,8,0,0,0,0,8,124,95,60,53,28,3,0,351,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,7,3,5,3,0,0,27,36,0,9,4,0,0,0,54,10,6,0,0,0,0,0,17,54,19,14,6,3,4,0,104,84,103,72,75,49,7,0,391,260,210,148,135,78,12,0,840
LGA51860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,11,16,0,0,43,3,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,6,0,4,5,3,0,0,28,0,4,5,0,3,0,0,16,0,3,0,3,3,0,0,7,8,5,6,6,3,0,0,33,24,21,38,33,39,5,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,5,10,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,5,10,0,0,29,0,4,5,0,3,0,0,17,0,12,8,3,17,0,0,47
LGA51890,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,301,565,789,846,591,123,10,3229,91,55,59,69,41,0,0,327,0,0,3,5,4,0,0,16,0,0,0,0,0,0,0,6,4,0,0,0,3,0,0,5,4,4,4,3,0,0,0,17,25,11,7,9,15,3,0,75,432,662,892,959,679,132,15,3770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,10,10,3,0,0,26,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,4,15,9,3,0,0,29,8,9,19,5,5,0,0,50,7,12,32,13,9,0,0,76
LGA51960,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,13,83,187,204,242,184,36,0,949,46,81,45,34,31,4,0,246,0,4,8,4,0,5,0,16,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,11,46,29,28,19,7,0,137,13,14,17,17,9,5,0,76,182,421,399,385,291,60,0,1746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,9,9,6,0,0,48,0,0,0,0,0,0,0,3,0,6,6,3,5,0,0,21,7,18,19,20,14,0,0,68,8,14,18,11,7,0,0,60,16,41,30,24,23,0,0,132
LGA52030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,30,27,46,39,18,0,178,3,4,0,3,8,0,0,13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,3,4,0,0,8,0,8,3,3,16,0,8,38,24,39,31,52,71,23,10,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,4,0,0,0,0,0,7
LGA52100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,59,71,55,55,32,6,314,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,5,9,4,7,10,5,4,48,46,72,81,60,72,43,6,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,3,0,0,0,0,0,0,5
LGA52170,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,355,405,340,372,267,95,20,1854,48,22,14,10,3,3,0,95,0,0,4,0,6,0,0,9,0,0,0,0,0,0,0,4,7,5,0,0,3,6,0,22,0,3,0,0,5,0,0,12,29,4,15,9,18,4,0,81,464,467,389,398,304,113,23,2159,13,12,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,4,6,3,0,0,0,0,6,0,5,0,0,0,0,0,4,19,16,6,8,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,9,27,17,8,7,0,0,0,60
LGA52240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,52,65,68,76,13,4,305,8,8,8,6,3,0,0,25,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,8,11,10,5,0,45,38,59,80,88,85,28,6,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,27,20,33,20,5,3,117,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,10,3,3,0,0,11,4,0,21,13,30,23,35,30,15,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,3,0,0,0,0,0,7
LGA52380,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,10,27,21,24,18,7,0,108,3,19,12,14,3,5,0,50,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,16,16,12,0,0,62,3,6,8,12,11,0,0,33,31,85,64,79,52,15,0,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,10,0,4,0,3,0,0,0,10
