POW_LGA_CODE_2021,NS_ArtsR_Bf_91,NS_ArtsR_91_95,NS_ArtsR_96_00,NS_ArtsR_01_05,NS_ArtsR_06_10,NS_ArtsR_11_15,NS_ArtsR_16_20,NS_ArtsR_2021,NS_ArtsR_NS,NS_ArtsR_Tot,NS_OthSvs_Bf_91,NS_OthSvs_91_95,NS_OthSvs_96_00,NS_OthSvs_01_05,NS_OthSvs_06_10,NS_OthSvs_11_15,NS_OthSvs_16_20,NS_OthSvs_2021,NS_OthSvs_NS,NS_OthSvs_Tot,NS_IDNS_Bf_91,NS_IDNS_91_95,NS_IDNS_96_00,NS_IDNS_01_05,NS_IDNS_06_10,NS_IDNS_11_15,NS_IDNS_16_20,NS_IDNS_2021,NS_IDNS_NS,NS_IDNS_Tot,NS_Tot_Bf_91,NS_Tot_91_95,NS_Tot_96_00,NS_Tot_01_05,NS_Tot_06_10,NS_Tot_11_15,NS_Tot_16_20,NS_Tot_2021,NS_Tot_NS,NS_Tot_Tot,Tot_AGFF_Bf_91,Tot_AGFF_91_95,Tot_AGFF_96_00,Tot_AGFF_01_05,Tot_AGFF_06_10,Tot_AGFF_11_15,Tot_AGFF_16_20,Tot_AGFF_2021,Tot_AGFF_NS,Tot_AGFF_Tot,Tot_Min_Bf_91,Tot_Min_91_95,Tot_Min_96_00,Tot_Min_01_05,Tot_Min_06_10,Tot_Min_11_15,Tot_Min_16_20,Tot_Min_2021,Tot_Min_NS,Tot_Min_Tot,Tot_Mnf_Bf_91,Tot_Mnf_91_95,Tot_Mnf_96_00,Tot_Mnf_01_05,Tot_Mnf_06_10,Tot_Mnf_11_15,Tot_Mnf_16_20,Tot_Mnf_2021,Tot_Mnf_NS,Tot_Mnf_Tot,Tot_EGWWS_Bf_91,Tot_EGWWS_91_95,Tot_EGWWS_96_00,Tot_EGWWS_01_05,Tot_EGWWS_06_10,Tot_EGWWS_11_15,Tot_EGWWS_16_20,Tot_EGWWS_2021,Tot_EGWWS_NS,Tot_EGWWS_Tot,Tot_Const_Bf_91,Tot_Const_91_95,Tot_Const_96_00,Tot_Const_01_05,Tot_Const_06_10,Tot_Const_11_15,Tot_Const_16_20,Tot_Const_2021,Tot_Const_NS,Tot_Const_Tot,Tot_WST_Bf_91,Tot_WST_91_95,Tot_WST_96_00,Tot_WST_01_05,Tot_WST_06_10,Tot_WST_11_15,Tot_WST_16_20,Tot_WST_2021,Tot_WST_NS,Tot_WST_Tot,Tot_RetT_Bf_91,Tot_RetT_91_95,Tot_RetT_96_00,Tot_RetT_01_05,Tot_RetT_06_10,Tot_RetT_11_15,Tot_RetT_16_20,Tot_RetT_2021,Tot_RetT_NS,Tot_RetT_Tot,Tot_AcFd_Bf_91,Tot_AcFd_91_95,Tot_AcFd_96_00,Tot_AcFd_01_05,Tot_AcFd_06_10,Tot_AcFd_11_15,Tot_AcFd_16_20,Tot_AcFd_2021,Tot_AcFd_NS,Tot_AcFd_Tot,Tot_TPW_Bf_91,Tot_TPW_91_95,Tot_TPW_96_00,Tot_TPW_01_05,Tot_TPW_06_10,Tot_TPW_11_15,Tot_TPW_16_20,Tot_TPW_2021,Tot_TPW_NS,Tot_TPW_Tot,Tot_IMT_Bf_91,Tot_IMT_91_95,Tot_IMT_96_00,Tot_IMT_01_05,Tot_IMT_06_10,Tot_IMT_11_15,Tot_IMT_16_20,Tot_IMT_2021,Tot_IMT_NS,Tot_IMT_Tot,Tot_FinIns_Bf_91,Tot_FinIns_91_95,Tot_FinIns_96_00,Tot_FinIns_01_05,Tot_FinIns_06_10,Tot_FinIns_11_15,Tot_FinIns_16_20,Tot_FinIns_2021,Tot_FinIns_NS,Tot_FinIns_Tot,Tot_RHRE_Bf_91,Tot_RHRE_91_95,Tot_RHRE_96_00,Tot_RHRE_01_05,Tot_RHRE_06_10,Tot_RHRE_11_15,Tot_RHRE_16_20,Tot_RHRE_2021,Tot_RHRE_NS,Tot_RHRE_Tot,Tot_ProSTS_Bf_91,Tot_ProSTS_91_95,Tot_ProSTS_96_00,Tot_ProSTS_01_05,Tot_ProSTS_06_10,Tot_ProSTS_11_15,Tot_ProSTS_16_20,Tot_ProSTS_2021,Tot_ProSTS_NS,Tot_ProSTS_Tot,Tot_AdSup_Bf_91,Tot_AdSup_91_95,Tot_AdSup_96_00,Tot_AdSup_01_05,Tot_AdSup_06_10,Tot_AdSup_11_15,Tot_AdSup_16_20,Tot_AdSup_2021,Tot_AdSup_NS,Tot_AdSup_Tot,Tot_PubAS_Bf_91,Tot_PubAS_91_95,Tot_PubAS_96_00,Tot_PubAS_01_05,Tot_PubAS_06_10,Tot_PubAS_11_15,Tot_PubAS_16_20,Tot_PubAS_2021,Tot_PubAS_NS,Tot_PubAS_Tot,Tot_EdTrn_Bf_91,Tot_EdTrn_91_95,Tot_EdTrn_96_00,Tot_EdTrn_01_05,Tot_EdTrn_06_10,Tot_EdTrn_11_15,Tot_EdTrn_16_20,Tot_EdTrn_2021,Tot_EdTrn_NS,Tot_EdTrn_Tot
LGA50840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,5,0,0,0,29,45,6,7,9,17,9,6,0,0,105,11,0,0,3,0,0,0,0,0,15,4,0,0,0,9,0,0,0,0,16,24,0,0,3,8,3,0,0,0,45,5,0,0,0,0,0,0,0,0,5,9,5,0,4,4,0,0,0,0,25,16,0,0,3,8,4,0,0,0,37,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,7,13,0,0,0,4,3,0,0,0,22,3,0,0,0,0,0,0,0,0,9,10,0,0,0,3,3,0,0,0,19,9,0,0,0,3,5,0,0,0,23
LGA50910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,7,4,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,5,3,0,0,0,0,3,0,0,0,4
LGA50980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,11,0,0,6,4,12,44,3,0,83,5,0,0,0,0,4,3,0,0,15,9,0,0,0,10,13,13,0,0,39,5,0,0,0,3,8,0,0,0,17,17,8,3,3,23,9,10,0,5,74,4,0,0,0,8,3,0,0,0,14,39,5,8,17,28,32,42,0,4,172,31,7,6,13,45,66,224,4,8,416,45,4,10,12,28,22,23,0,3,146,4,0,0,0,3,0,0,0,0,10,10,0,0,3,0,5,0,0,0,17,3,3,0,0,5,4,3,0,0,21,20,0,6,7,8,9,3,0,0,47,15,4,5,9,8,17,21,0,0,79,50,7,5,9,27,16,5,0,3,130,57,9,15,23,33,26,19,0,5,179
LGA51080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,8
LGA51120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3
LGA51190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,13,0,0,8,12,7,14,0,0,53,33,0,5,7,25,24,7,0,3,114,101,10,25,35,101,96,101,0,14,479,28,4,5,15,40,18,3,0,3,110,137,20,41,55,112,80,28,0,6,485,33,7,8,12,31,20,5,0,0,112,155,17,20,58,112,110,70,0,11,557,39,4,17,35,97,133,97,0,4,431,97,6,14,27,59,40,25,0,9,279,13,0,3,6,16,10,3,0,0,46,27,0,6,3,12,8,0,0,0,73,32,5,4,8,12,13,9,0,0,83,70,13,10,24,62,47,19,0,5,251,46,8,7,15,38,30,19,0,0,169,160,18,35,44,71,53,11,0,3,400,144,18,41,49,79,65,15,0,8,421
LGA51260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,40,10,8,15,23,32,28,5,9,170,8,0,3,0,0,3,0,0,0,17,73,10,25,20,49,68,53,0,3,311,11,0,0,0,12,8,0,0,0,28,81,16,11,28,30,25,11,0,7,205,27,0,9,3,0,5,4,0,0,47,141,16,21,33,72,62,25,0,3,372,112,24,35,55,133,185,159,0,19,731,47,0,10,5,10,10,0,0,4,85,3,0,0,0,5,0,0,0,0,17,18,5,0,6,9,0,0,0,0,31,22,0,0,13,7,12,6,0,0,58,73,9,20,16,26,27,9,0,0,173,44,9,10,9,20,23,20,0,0,133,45,7,9,12,25,12,7,0,0,110,126,21,27,28,58,26,8,0,3,294
LGA51310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,8,0,5,0,9,4,0,0,0,19,22,3,0,6,9,13,4,0,0,53,34,3,19,14,21,33,26,0,0,143,0,0,0,0,0,0,0,0,0,0,56,17,22,29,40,46,15,0,0,220,9,4,0,9,10,8,5,0,0,48,65,10,20,34,66,46,70,0,0,302,39,19,17,55,93,106,153,0,8,491,4,0,0,0,8,4,5,0,0,21,12,3,3,0,0,0,0,0,0,19,54,9,6,19,29,20,8,0,0,153,26,6,3,9,3,12,4,0,4,69,168,37,57,71,96,84,71,0,0,595,24,10,8,9,16,15,44,0,0,127,34,13,11,15,30,22,10,0,0,129,136,39,48,55,75,61,45,0,3,453
LGA51330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,0,0,8,8,6,5,0,8,33,32,4,4,7,33,31,37,0,0,148,247,68,77,113,266,194,111,5,12,1091,846,183,215,321,913,689,384,4,40,3603,73,18,18,34,65,60,29,0,0,293,453,82,137,216,519,433,211,0,26,2072,586,93,136,189,519,383,246,4,18,2186,522,133,130,309,706,587,443,4,31,2870,147,44,61,116,420,407,499,3,18,1715,511,107,157,241,614,536,518,4,32,2726,24,9,10,26,52,33,22,0,0,171,80,12,28,34,64,28,18,0,4,258,112,29,30,40,101,86,55,0,0,457,262,68,82,137,259,265,153,6,3,1232,129,26,41,77,156,142,192,3,4,768,285,46,64,92,169,106,55,0,6,830,441,87,120,151,275,198,114,0,7,1390
LGA51400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,3,10,3,7,0,0,47,16,3,4,4,12,0,3,0,0,40,4,0,0,6,15,18,10,0,0,61,4,0,0,0,0,0,0,0,0,6,18,4,5,13,11,8,3,0,0,59,3,0,0,0,3,0,3,0,0,12,19,5,0,6,10,12,6,0,0,53,7,0,0,5,11,18,3,0,0,54,6,0,0,0,3,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,8,3,0,0,5,0,0,0,0,0,18,9,0,0,0,11,3,4,0,0,37,3,0,0,0,0,6,0,0,0,19,42,4,13,14,32,18,9,0,4,143
LGA51470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,3
