POW_LGA_CODE_2021,CIII_IV_1250_1499_Mng,CIII_IV_1250_1499_Pro,CIII_IV_1250_1499_TecTW,CIII_IV_1250_1499_CoPSW,CIII_IV_1250_1499_ClAW,CIII_IV_1250_1499_SWks,CIII_IV_1250_1499_MaOpDv,CIII_IV_1250_1499_Lab,CIII_IV_1250_1499_IDNS,CIII_IV_1250_1499_Tot,CIII_IV_1500_1749_Mng,CIII_IV_1500_1749_Pro,CIII_IV_1500_1749_TecTW,CIII_IV_1500_1749_CoPSW,CIII_IV_1500_1749_ClAW,CIII_IV_1500_1749_SWks,CIII_IV_1500_1749_MaOpDv,CIII_IV_1500_1749_Lab,CIII_IV_1500_1749_IDNS,CIII_IV_1500_1749_Tot,CIII_IV_1750_1999_Mng,CIII_IV_1750_1999_Pro,CIII_IV_1750_1999_TecTW,CIII_IV_1750_1999_CoPSW,CIII_IV_1750_1999_ClAW,CIII_IV_1750_1999_SWks,CIII_IV_1750_1999_MaOpDv,CIII_IV_1750_1999_Lab,CIII_IV_1750_1999_IDNS,CIII_IV_1750_1999_Tot,CIII_IV_2000_2999_Mng,CIII_IV_2000_2999_Pro,CIII_IV_2000_2999_TecTW,CIII_IV_2000_2999_CoPSW,CIII_IV_2000_2999_ClAW,CIII_IV_2000_2999_SWks,CIII_IV_2000_2999_MaOpDv,CIII_IV_2000_2999_Lab,CIII_IV_2000_2999_IDNS,CIII_IV_2000_2999_Tot,CIII_IV_3000_3499_Mng,CIII_IV_3000_3499_Pro,CIII_IV_3000_3499_TecTW,CIII_IV_3000_3499_CoPSW,CIII_IV_3000_3499_ClAW,CIII_IV_3000_3499_SWks,CIII_IV_3000_3499_MaOpDv,CIII_IV_3000_3499_Lab,CIII_IV_3000_3499_IDNS,CIII_IV_3000_3499_Tot,CIII_IV_3500mo_Mng,CIII_IV_3500mo_Pro,CIII_IV_3500mo_TecTW,CIII_IV_3500mo_CoPSW,CIII_IV_3500mo_ClAW,CIII_IV_3500mo_SWks,CIII_IV_3500mo_MaOpDv,CIII_IV_3500mo_Lab,CIII_IV_3500mo_IDNS,CIII_IV_3500mo_Tot,CIII_IV_PINS_Mng,CIII_IV_PINS_Pro,CIII_IV_PINS_TecTW,CIII_IV_PINS_CoPSW,CIII_IV_PINS_ClAW,CIII_IV_PINS_SWks,CIII_IV_PINS_MaOpDv,CIII_IV_PINS_Lab,CIII_IV_PINS_IDNS,CIII_IV_PINS_Tot,CIII_IV_Tot_Mng,CIII_IV_Tot_Pro,CIII_IV_Tot_TecTW,CIII_IV_Tot_CoPSW,CIII_IV_Tot_ClAW,CIII_IV_Tot_SWks,CIII_IV_Tot_MaOpDv,CIII_IV_Tot_Lab,CIII_IV_Tot_IDNS,CIII_IV_Tot_Tot,CI_II_NNI_Mng,CI_II_NNI_Pro,CI_II_NNI_TecTW,CI_II_NNI_CoPSW,CI_II_NNI_ClAW,CI_II_NNI_SWks,CI_II_NNI_MaOpDv,CI_II_NNI_Lab,CI_II_NNI_IDNS,CI_II_NNI_Tot,CI_II_1_149_Mng,CI_II_1_149_Pro,CI_II_1_149_TecTW,CI_II_1_149_CoPSW,CI_II_1_149_ClAW,CI_II_1_149_SWks,CI_II_1_149_MaOpDv,CI_II_1_149_Lab,CI_II_1_149_IDNS,CI_II_1_149_Tot,CI_II_150_299_Mng,CI_II_150_299_Pro,CI_II_150_299_TecTW,CI_II_150_299_CoPSW,CI_II_150_299_ClAW,CI_II_150_299_SWks,CI_II_150_299_MaOpDv,CI_II_150_299_Lab,CI_II_150_299_IDNS,CI_II_150_299_Tot,CI_II_300_399_Mng,CI_II_300_399_Pro,CI_II_300_399_TecTW,CI_II_300_399_CoPSW,CI_II_300_399_ClAW,CI_II_300_399_SWks,CI_II_300_399_MaOpDv,CI_II_300_399_Lab,CI_II_300_399_IDNS,CI_II_300_399_Tot,CI_II_400_499_Mng,CI_II_400_499_Pro,CI_II_400_499_TecTW,CI_II_400_499_CoPSW,CI_II_400_499_ClAW,CI_II_400_499_SWks,CI_II_400_499_MaOpDv,CI_II_400_499_Lab,CI_II_400_499_IDNS,CI_II_400_499_Tot,CI_II_500_649_Mng,CI_II_500_649_Pro,CI_II_500_649_TecTW,CI_II_500_649_CoPSW,CI_II_500_649_ClAW,CI_II_500_649_SWks,CI_II_500_649_MaOpDv,CI_II_500_649_Lab,CI_II_500_649_IDNS,CI_II_500_649_Tot,CI_II_650_799_Mng,CI_II_650_799_Pro,CI_II_650_799_TecTW,CI_II_650_799_CoPSW,CI_II_650_799_ClAW,CI_II_650_799_SWks,CI_II_650_799_MaOpDv,CI_II_650_799_Lab,CI_II_650_799_IDNS,CI_II_650_799_Tot,CI_II_800_999_Mng,CI_II_800_999_Pro,CI_II_800_999_TecTW,CI_II_800_999_CoPSW,CI_II_800_999_ClAW,CI_II_800_999_SWks,CI_II_800_999_MaOpDv,CI_II_800_999_Lab,CI_II_800_999_IDNS,CI_II_800_999_Tot,CI_II_1000_1249_Mng,CI_II_1000_1249_Pro,CI_II_1000_1249_TecTW,CI_II_1000_1249_CoPSW,CI_II_1000_1249_ClAW,CI_II_1000_1249_SWks,CI_II_1000_1249_MaOpDv,CI_II_1000_1249_Lab,CI_II_1000_1249_IDNS,CI_II_1000_1249_Tot,CI_II_1250_1499_Mng,CI_II_1250_1499_Pro,CI_II_1250_1499_TecTW,CI_II_1250_1499_CoPSW,CI_II_1250_1499_ClAW,CI_II_1250_1499_SWks,CI_II_1250_1499_MaOpDv,CI_II_1250_1499_Lab,CI_II_1250_1499_IDNS,CI_II_1250_1499_Tot,CI_II_1500_1749_Mng,CI_II_1500_1749_Pro,CI_II_1500_1749_TecTW,CI_II_1500_1749_CoPSW,CI_II_1500_1749_ClAW,CI_II_1500_1749_SWks,CI_II_1500_1749_MaOpDv,CI_II_1500_1749_Lab,CI_II_1500_1749_IDNS,CI_II_1500_1749_Tot,CI_II_1750_1999_Mng,CI_II_1750_1999_Pro,CI_II_1750_1999_TecTW,CI_II_1750_1999_CoPSW,CI_II_1750_1999_ClAW,CI_II_1750_1999_SWks,CI_II_1750_1999_MaOpDv,CI_II_1750_1999_Lab,CI_II_1750_1999_IDNS,CI_II_1750_1999_Tot
LGA50840,5,0,21,5,9,0,18,6,0,60,7,0,34,0,4,0,25,8,0,83,3,4,29,0,0,0,22,0,0,62,4,7,72,5,3,0,27,5,0,125,3,0,19,0,0,0,0,0,0,27,6,0,8,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,6,58,18,269,63,50,32,104,65,10,669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,6,0,11,0,0,0,3,0,0,0,6,0,8,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,5,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
LGA50910,0,0,0,0,0,0,0,0,0,9,4,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,16,5,19,16,11,5,0,13,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA50980,33,19,67,40,48,16,12,23,0,258,30,38,87,30,22,11,14,8,3,245,29,22,71,20,13,5,11,5,4,176,45,24,104,27,8,6,15,10,6,242,15,9,30,0,3,0,0,0,0,56,21,8,52,0,4,0,5,5,0,94,4,0,3,0,4,0,3,0,7,26,227,153,595,258,208,92,106,156,30,1820,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,4,0,5,0,0,0,3,0,0,0,0,0,9,0,0,0,7,0,5,0,4,0,16,0,0,5,8,12,0,0,0,0,18,3,0,0,10,10,4,3,4,0,31,0,0,0,3,10,0,0,0,0,20,0,3,0,4,6,0,0,6,0,23,0,3,0,0,9,6,0,0,0,16,0,0,0,0,0,0,0,0,0,9
LGA51080,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,22,0,8,3,8,0,7,15,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51120,0,0,3,0,0,0,0,6,0,10,9,0,12,0,0,0,4,3,0,23,0,0,9,0,0,0,0,0,0,14,7,0,12,0,0,0,0,3,0,25,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,33,0,43,11,13,0,17,13,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51190,63,58,336,100,118,31,74,56,11,844,72,60,274,92,73,17,64,49,14,710,63,34,241,45,41,14,76,23,6,540,101,49,356,39,49,13,85,36,17,748,30,8,64,6,3,0,4,5,5,124,30,11,53,4,0,7,0,0,4,117,3,6,20,7,3,5,3,8,14,55,544,389,2202,1213,950,492,481,587,99,6956,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,19,0,0,0,5,3,15,0,11,0,39,0,0,4,4,9,6,0,9,0,29,0,0,3,7,8,12,0,14,0,45,0,0,10,15,3,19,5,13,0,79,0,0,18,15,14,23,4,20,0,100,7,0,9,17,28,26,12,26,6,124,7,0,14,12,36,8,9,12,0,103,6,5,11,5,13,7,4,11,0,50,6,5,3,4,9,4,3,4,0,42,6,0,4,0,3,4,0,0,0,13
LGA51260,74,10,234,42,60,14,31,32,3,497,49,12,147,22,29,13,27,23,7,325,28,3,96,7,14,4,16,13,0,180,43,10,120,7,12,8,12,10,8,228,9,0,16,0,6,4,3,0,0,41,16,0,20,0,0,5,0,0,0,45,3,0,14,4,7,0,0,8,4,35,434,124,1303,656,436,284,201,427,51,3923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,0,0,0,5,4,8,0,4,0,20,0,0,3,6,4,5,4,6,0,26,0,0,0,8,5,3,0,3,0,28,6,0,10,14,4,19,4,20,0,76,0,0,3,6,7,15,6,14,0,51,3,3,8,9,13,9,0,13,0,53,10,6,3,4,7,11,4,6,0,48,6,0,0,0,8,0,0,8,0,22,8,0,0,0,0,3,0,0,0,12,0,0,0,0,0,6,0,0,0,5
LGA51310,25,6,57,33,35,7,4,4,4,180,14,14,58,14,19,0,0,5,0,134,24,10,25,11,15,3,0,3,0,82,31,17,37,14,11,3,8,9,0,128,6,4,12,3,3,0,0,0,0,30,8,0,12,3,0,0,3,0,0,31,0,0,9,0,0,0,0,0,0,14,142,89,458,422,244,79,48,102,15,1604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,3,0,0,0,10,0,0,0,5,0,0,0,0,0,9,0,0,0,4,0,3,0,0,0,9,0,0,6,4,7,3,0,5,0,20,6,0,0,4,8,0,0,4,0,21,3,0,0,9,0,0,0,3,0,19,0,0,0,3,4,4,0,3,0,12,0,0,0,0,0,0,0,0,0,4,4,0,0,0,5,0,0,0,0,6,0,0,3,0,3,0,0,0,0,9
LGA51330,146,77,863,91,243,84,222,101,16,1844,216,78,819,72,145,89,156,73,25,1672,173,70,589,38,91,47,155,53,21,1246,432,119,963,42,101,46,189,78,26,1989,119,40,198,0,16,10,31,11,4,430,180,22,118,0,9,10,20,8,3,369,18,8,53,6,11,6,13,6,24,136,1604,607,5257,1127,1458,841,1731,964,198,13793,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,16,0,19,0,53,0,0,0,14,0,27,5,18,0,67,0,0,0,5,3,15,8,12,0,55,0,0,11,9,6,25,8,17,0,75,0,0,20,21,18,30,13,22,0,127,9,0,25,7,25,17,20,29,0,129,11,5,24,14,37,19,43,21,5,177,15,6,27,12,45,19,49,39,0,210,6,6,10,4,15,8,20,13,0,92,9,4,12,3,14,5,17,13,0,78,8,0,8,0,9,4,4,7,0,42
LGA51400,8,6,33,8,13,0,7,12,0,82,13,7,29,3,3,0,14,6,0,75,5,4,32,0,0,0,14,0,0,59,15,3,54,6,5,0,13,4,0,98,4,0,7,0,0,0,0,0,0,10,3,0,3,0,0,0,0,0,0,10,0,0,0,4,0,0,0,0,3,7,75,40,290,132,67,49,66,105,10,838,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,4,0,3,0,9,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,4,0,3,0,9,0,0,5,4,0,0,3,3,0,13,0,0,5,0,3,0,0,9,0,15,4,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,4,8,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
LGA51470,5,0,3,0,0,0,3,0,0,15,3,0,0,0,0,0,8,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,4,0,0,13,3,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,24,0,26,5,0,3,11,7,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51540,13,0,23,11,10,5,3,6,0,65,11,8,21,12,4,0,8,9,0,76,10,3,17,0,0,0,7,0,0,44,9,3,42,0,3,0,22,7,0,88,0,0,11,0,0,0,5,0,0,15,6,0,14,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,4,13,85,33,165,73,55,28,65,76,9,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,4,0,0,0,7,0,0,0,0,4,0,0,4,0,4,0,0,0,0,3,0,0,0,0,5,5,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3
LGA51610,0,0,4,0,0,0,0,0,0,7,0,0,5,0,0,0,5,6,0,16,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,25,3,25,6,6,0,14,11,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51680,0,0,16,0,0,0,0,10,0,31,0,3,18,3,6,4,3,4,0,41,0,0,17,0,4,0,0,0,0,26,3,0,43,0,0,0,12,3,0,71,3,0,14,0,0,0,3,0,0,19,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,40,15,162,27,55,11,34,46,7,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51710,3,0,16,10,3,0,0,7,0,37,3,0,7,5,6,0,5,4,0,31,10,3,23,0,0,0,8,0,0,34,10,3,20,4,0,0,4,3,0,44,6,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,26,16,88,33,23,3,14,24,3,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,0,0,0,0,10,0,0,0,0,0,0,4,6,0,7,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA51750,17,3,46,10,10,3,0,9,0,102,7,9,27,0,0,0,0,3,0,54,8,0,19,3,6,0,0,0,0,42,14,0,19,0,3,0,0,0,0,37,0,0,5,0,0,0,0,0,0,7,0,0,5,0,0,4,0,0,0,12,0,0,0,3,0,0,0,0,0,5,95,25,248,118,82,89,11,68,9,742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,3,0,0,0,5,0,0,0,3,0,0,0,3,0,6,0,0,0,4,0,3,0,3,0,15,0,0,0,0,5,4,0,0,0,11,0,0,0,0,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA51820,120,66,898,77,190,43,168,93,16,1675,133,77,891,79,144,37,136,85,25,1604,149,65,727,40,84,19,89,55,24,1252,353,135,1166,34,124,27,146,90,47,2118,109,23,183,5,18,3,23,14,5,378,138,20,113,3,22,13,17,5,3,342,8,5,56,15,9,10,6,6,19,125,1310,576,5777,1352,1305,594,1091,929,194,13134,0,0,0,0,0,0,0,0,0,5,0,0,0,8,4,14,0,14,0,41,3,3,0,13,3,23,4,20,0,63,0,4,6,17,5,20,4,13,0,66,3,3,8,9,8,21,3,15,0,68,8,0,19,21,13,20,9,20,0,111,4,4,26,20,15,16,11,22,4,124,10,0,24,13,15,17,22,21,0,132,15,7,22,9,23,11,28,18,0,147,4,8,15,4,17,3,17,7,0,73,3,4,11,0,11,3,11,6,0,45,3,9,6,0,10,4,5,0,0,33
LGA51860,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,4,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,16,11,6,0,5,8,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51890,7,4,50,3,14,0,28,22,3,135,6,5,83,3,17,0,51,9,0,178,3,3,119,0,0,0,74,17,7,228,28,17,422,5,11,0,135,15,13,656,6,4,100,0,6,0,11,0,6,136,16,0,57,0,0,0,8,0,3,87,0,0,7,0,0,0,0,0,3,15,99,47,966,147,124,41,351,132,42,1947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,0,0,5,4,3,0,9,0,19,0,0,0,5,0,3,0,0,0,12,0,0,8,6,3,6,0,4,0,14,0,0,0,0,0,0,0,3,0,6,0,0,3,3,5,0,0,0,0,13,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,5,0,3
LGA51960,5,0,17,0,0,0,12,9,0,40,4,0,20,0,6,0,19,5,0,58,0,0,20,0,3,0,37,0,0,69,3,6,196,4,5,0,94,3,0,312,4,3,87,0,0,0,20,3,0,126,15,0,78,0,0,0,17,0,0,105,0,0,5,0,0,0,3,0,0,13,38,17,441,26,25,6,209,39,9,809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,6
LGA52030,0,0,0,0,0,0,0,0,0,5,4,0,3,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,20,0,29,9,4,0,11,17,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52100,3,0,6,0,0,0,4,4,3,19,5,0,3,0,0,0,0,5,0,18,3,0,5,0,0,0,0,0,0,9,3,0,7,0,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,8,32,13,19,7,12,15,3,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52170,6,0,28,7,8,5,0,4,0,49,0,0,27,8,9,0,0,3,0,44,7,0,12,3,4,0,3,0,0,30,4,0,15,0,0,0,0,0,0,29,4,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,42,6,159,84,31,27,3,20,0,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52240,0,0,0,0,0,0,0,3,0,9,5,0,0,0,0,0,4,4,0,12,5,0,0,0,0,0,3,0,0,9,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,42,0,16,10,7,0,9,24,4,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA52310,0,0,3,0,0,0,5,0,0,5,5,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,9,0,0,0,8,14,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52380,0,0,8,0,0,0,3,0,0,7,0,0,5,0,0,0,0,0,0,15,0,0,0,0,0,0,7,0,0,14,0,4,24,0,0,0,14,6,0,48,0,0,19,0,0,0,12,0,0,39,0,0,13,0,0,0,7,0,0,20,0,0,0,0,0,0,0,0,0,0,10,0,71,0,9,0,51,16,6,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
