POW_LGA_CODE_2021,CoPSW_1250_1499_H_0,CoPSW_1250_1499_H_1_19,CoPSW_1250_1499_H_20_29,CoPSW_1250_1499_H_30_34,CoPSW_1250_1499_H_35_39,CoPSW_1250_1499_H_40_44,CoPSW_1250_1499_H_45_49,CoPSW_1250_1499_H_50ov,CoPSW_1250_1499_H_NS,CoPSW_1250_1499_H_Tot,CoPSW_1500_1749_H_0,CoPSW_1500_1749_H_1_19,CoPSW_1500_1749_H_20_29,CoPSW_1500_1749_H_30_34,CoPSW_1500_1749_H_35_39,CoPSW_1500_1749_H_40_44,CoPSW_1500_1749_H_45_49,CoPSW_1500_1749_H_50ov,CoPSW_1500_1749_H_NS,CoPSW_1500_1749_H_Tot,CoPSW_1750_1999_H_0,CoPSW_1750_1999_H_1_19,CoPSW_1750_1999_H_20_29,CoPSW_1750_1999_H_30_34,CoPSW_1750_1999_H_35_39,CoPSW_1750_1999_H_40_44,CoPSW_1750_1999_H_45_49,CoPSW_1750_1999_H_50ov,CoPSW_1750_1999_H_NS,CoPSW_1750_1999_H_Tot,CoPSW_2000_2999_H_0,CoPSW_2000_2999_H_1_19,CoPSW_2000_2999_H_20_29,CoPSW_2000_2999_H_30_34,CoPSW_2000_2999_H_35_39,CoPSW_2000_2999_H_40_44,CoPSW_2000_2999_H_45_49,CoPSW_2000_2999_H_50ov,CoPSW_2000_2999_H_NS,CoPSW_2000_2999_H_Tot,CoPSW_3000_3499_H_0,CoPSW_3000_3499_H_1_19,CoPSW_3000_3499_H_20_29,CoPSW_3000_3499_H_30_34,CoPSW_3000_3499_H_35_39,CoPSW_3000_3499_H_40_44,CoPSW_3000_3499_H_45_49,CoPSW_3000_3499_H_50ov,CoPSW_3000_3499_H_NS,CoPSW_3000_3499_H_Tot,CoPSW_3500mo_H_0,CoPSW_3500mo_H_1_19,CoPSW_3500mo_H_20_29,CoPSW_3500mo_H_30_34,CoPSW_3500mo_H_35_39,CoPSW_3500mo_H_40_44,CoPSW_3500mo_H_45_49,CoPSW_3500mo_H_50ov,CoPSW_3500mo_H_NS,CoPSW_3500mo_H_Tot,CoPSW_PINS_H_0,CoPSW_PINS_H_1_19,CoPSW_PINS_H_20_29,CoPSW_PINS_H_30_34,CoPSW_PINS_H_35_39,CoPSW_PINS_H_40_44,CoPSW_PINS_H_45_49,CoPSW_PINS_H_50ov,CoPSW_PINS_H_NS,CoPSW_PINS_H_Tot,CoPSW_Tot_H_0,CoPSW_Tot_H_1_19,CoPSW_Tot_H_20_29,CoPSW_Tot_H_30_34,CoPSW_Tot_H_35_39,CoPSW_Tot_H_40_44,CoPSW_Tot_H_45_49,CoPSW_Tot_H_50ov,CoPSW_Tot_H_NS,CoPSW_Tot_H_Tot,ClAW_NNI_H_0,ClAW_NNI_H_1_19,ClAW_NNI_H_20_29,ClAW_NNI_H_30_34,ClAW_NNI_H_35_39,ClAW_NNI_H_40_44,ClAW_NNI_H_45_49,ClAW_NNI_H_50ov,ClAW_NNI_H_NS,ClAW_NNI_H_Tot,ClAW_1_149_H_0,ClAW_1_149_H_1_19,ClAW_1_149_H_20_29,ClAW_1_149_H_30_34,ClAW_1_149_H_35_39,ClAW_1_149_H_40_44,ClAW_1_149_H_45_49,ClAW_1_149_H_50ov,ClAW_1_149_H_NS,ClAW_1_149_H_Tot,ClAW_150_299_H_0,ClAW_150_299_H_1_19,ClAW_150_299_H_20_29,ClAW_150_299_H_30_34,ClAW_150_299_H_35_39,ClAW_150_299_H_40_44,ClAW_150_299_H_45_49,ClAW_150_299_H_50ov,ClAW_150_299_H_NS,ClAW_150_299_H_Tot,ClAW_300_399_H_0,ClAW_300_399_H_1_19,ClAW_300_399_H_20_29,ClAW_300_399_H_30_34,ClAW_300_399_H_35_39,ClAW_300_399_H_40_44,ClAW_300_399_H_45_49,ClAW_300_399_H_50ov,ClAW_300_399_H_NS,ClAW_300_399_H_Tot,ClAW_400_499_H_0,ClAW_400_499_H_1_19,ClAW_400_499_H_20_29,ClAW_400_499_H_30_34,ClAW_400_499_H_35_39,ClAW_400_499_H_40_44,ClAW_400_499_H_45_49,ClAW_400_499_H_50ov,ClAW_400_499_H_NS,ClAW_400_499_H_Tot,ClAW_500_649_H_0,ClAW_500_649_H_1_19,ClAW_500_649_H_20_29,ClAW_500_649_H_30_34,ClAW_500_649_H_35_39,ClAW_500_649_H_40_44,ClAW_500_649_H_45_49,ClAW_500_649_H_50ov,ClAW_500_649_H_NS,ClAW_500_649_H_Tot,ClAW_650_799_H_0,ClAW_650_799_H_1_19,ClAW_650_799_H_20_29,ClAW_650_799_H_30_34,ClAW_650_799_H_35_39,ClAW_650_799_H_40_44,ClAW_650_799_H_45_49,ClAW_650_799_H_50ov,ClAW_650_799_H_NS,ClAW_650_799_H_Tot,ClAW_800_999_H_0,ClAW_800_999_H_1_19,ClAW_800_999_H_20_29,ClAW_800_999_H_30_34,ClAW_800_999_H_35_39,ClAW_800_999_H_40_44,ClAW_800_999_H_45_49,ClAW_800_999_H_50ov,ClAW_800_999_H_NS,ClAW_800_999_H_Tot,ClAW_1000_1249_H_0,ClAW_1000_1249_H_1_19,ClAW_1000_1249_H_20_29,ClAW_1000_1249_H_30_34,ClAW_1000_1249_H_35_39,ClAW_1000_1249_H_40_44,ClAW_1000_1249_H_45_49,ClAW_1000_1249_H_50ov,ClAW_1000_1249_H_NS,ClAW_1000_1249_H_Tot,ClAW_1250_1499_H_0,ClAW_1250_1499_H_1_19,ClAW_1250_1499_H_20_29,ClAW_1250_1499_H_30_34,ClAW_1250_1499_H_35_39,ClAW_1250_1499_H_40_44,ClAW_1250_1499_H_45_49,ClAW_1250_1499_H_50ov,ClAW_1250_1499_H_NS,ClAW_1250_1499_H_Tot,ClAW_1500_1749_H_0,ClAW_1500_1749_H_1_19,ClAW_1500_1749_H_20_29,ClAW_1500_1749_H_30_34,ClAW_1500_1749_H_35_39,ClAW_1500_1749_H_40_44,ClAW_1500_1749_H_45_49,ClAW_1500_1749_H_50ov,ClAW_1500_1749_H_NS,ClAW_1500_1749_H_Tot,ClAW_1750_1999_H_0,ClAW_1750_1999_H_1_19,ClAW_1750_1999_H_20_29,ClAW_1750_1999_H_30_34,ClAW_1750_1999_H_35_39,ClAW_1750_1999_H_40_44,ClAW_1750_1999_H_45_49,ClAW_1750_1999_H_50ov,ClAW_1750_1999_H_NS,ClAW_1750_1999_H_Tot
LGA50840,0,0,7,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,52,48,24,23,6,4,9,6,195,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,11,0,7,5,0,0,0,0,0,0,13,0,9,12,0,0,0,0,0,0,17,0,8,6,6,8,0,0,0,0,26,0,0,8,0,9,4,3,0,0,21,0,0,0,0,21,9,0,0,0,34,0,4,0,0,6,7,5,3,0,30,0,0,0,0,4,3,0,0,0,12,0,0,0,0,0,0,0,0,0,10
LGA50910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,16,7,10,3,7,3,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,3,7,0,0,0,7,0,5,0,0,0,7,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA50980,9,8,7,16,50,38,8,17,0,157,9,5,3,6,29,22,8,10,4,100,11,3,0,3,17,19,3,12,0,71,17,3,0,4,20,42,6,28,4,119,0,0,0,0,3,3,0,9,0,19,5,0,0,0,0,5,5,10,0,23,0,0,0,0,0,0,0,0,6,13,73,146,122,135,270,216,68,138,24,1189,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,8,0,3,3,0,0,0,0,0,0,15,0,6,0,0,0,0,0,0,0,11,0,12,4,4,0,3,0,0,0,31,6,17,18,5,8,6,0,6,0,63,9,13,23,15,14,8,0,0,0,80,4,4,20,23,36,14,3,8,0,115,8,7,12,26,79,52,6,8,4,198,6,11,3,18,87,31,6,16,0,183,3,4,4,9,49,23,10,13,0,127,0,0,0,0,28,18,4,9,0,74
LGA51080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51120,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,8,3,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,3,0,0,4,0,3,0,0,0,0,10,0,0,0,0,0,0,5,0,0,7,0,0,3,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
LGA51190,13,12,37,40,81,57,13,38,0,280,10,3,10,14,46,84,20,20,4,220,8,4,4,9,23,63,23,28,0,157,11,7,0,3,20,75,23,31,0,167,0,0,0,0,0,0,0,4,0,13,0,0,0,0,4,0,0,0,0,8,0,3,3,3,0,0,0,0,6,19,185,664,654,457,554,467,119,200,46,3343,3,0,0,0,0,0,0,0,0,10,5,30,4,0,0,0,0,0,0,46,4,45,4,0,4,0,0,0,0,67,3,65,12,4,5,0,0,3,0,93,11,91,34,3,8,3,0,3,3,159,17,79,104,22,34,16,0,0,3,283,23,52,144,57,71,44,9,5,3,403,32,49,115,89,181,96,16,10,0,589,30,39,63,83,268,149,25,32,3,695,28,8,24,44,217,112,36,34,6,501,15,11,14,19,108,77,15,28,0,293,5,4,7,9,39,43,17,40,0,157
LGA51260,0,7,14,20,30,21,3,14,0,116,3,0,4,7,14,18,3,0,0,62,0,0,4,0,6,14,3,4,0,38,3,4,3,0,7,16,7,13,0,53,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,5,0,0,0,0,0,7,27,125,635,469,319,308,205,51,89,33,2232,0,11,0,0,0,0,0,0,0,14,0,18,0,0,0,0,0,0,0,18,4,38,3,0,0,0,0,0,0,42,9,35,9,3,0,3,0,0,0,58,11,36,33,0,5,0,0,0,0,82,5,59,81,8,11,8,0,0,0,176,6,42,73,37,29,15,3,7,0,206,16,27,55,59,66,40,10,0,7,284,15,28,47,31,110,71,17,11,0,333,8,14,21,11,74,42,20,11,4,206,6,19,13,14,30,29,4,11,4,134,0,10,9,4,20,13,0,13,0,67
LGA51310,4,4,24,16,58,22,8,18,0,155,0,3,13,11,21,20,7,14,0,94,4,4,4,5,17,26,6,8,0,79,3,3,0,5,10,34,7,13,3,89,0,0,8,0,0,0,0,0,0,12,3,10,9,0,0,5,0,0,0,24,0,4,0,0,0,0,0,0,8,13,97,708,517,269,383,210,48,96,28,2357,0,4,4,0,0,0,0,0,0,7,4,22,0,0,0,0,0,0,0,28,4,55,4,0,0,0,0,0,0,64,4,37,6,3,0,0,0,0,0,58,0,54,23,4,3,0,0,0,0,85,4,65,63,13,3,0,0,0,0,159,6,33,93,29,24,9,0,0,0,198,14,35,72,65,60,28,3,12,0,290,11,23,51,59,116,68,5,8,3,346,6,7,18,38,124,70,10,9,0,283,6,6,11,16,45,44,5,14,0,150,4,9,12,8,20,30,10,5,0,94
LGA51330,17,18,36,26,107,87,27,38,0,362,13,9,20,17,71,78,33,53,6,297,10,6,7,9,24,58,24,26,3,167,9,5,9,3,27,80,25,47,6,215,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,10,3,0,7,5,0,0,13,40,179,1338,1042,570,761,589,165,278,74,4992,3,17,9,0,0,3,0,3,3,42,4,63,8,3,0,6,0,0,0,90,5,117,22,9,0,3,0,0,0,150,7,129,30,12,5,9,0,0,3,196,8,147,95,18,9,7,0,6,0,288,19,140,234,41,37,25,0,6,0,510,27,99,253,114,125,78,10,20,6,721,39,74,185,153,401,269,47,35,5,1211,48,65,91,144,683,534,102,105,14,1784,28,18,51,77,469,435,121,129,8,1349,18,17,29,22,254,223,93,135,9,802,5,11,9,14,92,114,45,97,0,385
LGA51400,0,3,4,0,4,6,0,4,0,19,0,0,3,0,0,8,0,0,0,15,0,0,0,0,0,7,0,3,0,13,0,0,0,0,0,4,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,14,97,86,45,60,29,9,28,3,379,0,0,5,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,0,8,0,5,5,0,0,0,0,0,0,11,4,9,4,0,3,0,0,4,0,24,0,8,7,0,6,0,0,0,0,20,0,8,4,9,3,0,0,3,0,32,0,8,3,7,12,8,0,0,0,43,0,5,5,6,20,9,0,9,0,53,0,5,0,3,9,6,0,3,0,30,0,0,0,0,5,7,0,0,0,17,0,0,5,3,0,6,3,4,0,16
LGA51470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
LGA51540,0,0,3,7,11,0,3,5,0,27,3,0,0,0,8,9,0,3,0,19,4,0,5,0,4,0,3,3,0,21,0,0,0,0,0,6,4,5,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,24,19,35,38,59,56,14,34,8,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,0,8,7,3,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,7,0,4,4,0,6,0,0,0,0,20,0,3,10,4,3,0,0,0,0,33,0,3,4,7,11,9,0,3,0,32,3,0,0,5,25,12,7,5,0,57,3,0,0,0,21,13,0,0,0,39,0,0,6,0,10,6,6,5,0,29,0,0,0,0,6,3,0,4,0,10
LGA51610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA51680,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,27,14,7,13,5,9,5,5,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,10,0,9,0,0,0,0,0,0,0,17,0,10,0,0,0,0,0,0,0,15,0,0,8,0,0,0,0,0,0,14,0,4,6,0,0,3,0,0,0,14,6,0,3,6,9,0,0,0,0,19,6,0,0,4,7,9,0,0,0,29,0,0,0,0,10,4,4,0,0,16,0,3,0,4,9,0,0,0,0,11,0,0,0,0,0,0,0,3,0,3
LGA51710,0,0,0,5,0,9,0,4,0,18,0,0,0,0,0,9,4,13,0,21,0,0,4,0,0,4,0,3,0,11,0,0,0,0,0,9,0,15,0,30,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,14,5,15,34,9,43,4,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,0,0,9,3,0,0,0,23,0,0,0,0,8,5,0,0,0,14,0,0,0,0,6,5,0,0,0,18,0,0,0,0,6,0,0,0,0,7
LGA51750,4,5,4,6,15,10,0,5,0,60,0,0,3,5,7,8,0,8,0,32,0,0,0,0,0,4,0,3,0,18,0,3,3,0,0,0,0,6,0,24,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,9,0,0,0,0,0,0,0,3,5,10,36,444,217,100,106,63,12,39,5,1023,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,3,0,14,3,0,0,0,0,0,0,21,0,20,3,0,0,0,0,0,0,30,0,22,14,0,3,0,0,0,0,33,3,28,29,10,0,0,0,0,0,67,4,13,32,10,11,0,4,0,0,70,4,4,19,12,20,6,0,3,0,68,3,5,10,23,32,22,3,10,0,106,0,12,9,15,30,26,4,0,0,99,3,0,3,0,25,15,4,7,0,63,0,0,4,4,6,16,0,0,0,29
LGA51820,13,14,35,29,94,50,17,42,3,290,12,17,15,21,59,60,10,44,0,245,11,0,5,9,24,44,15,25,6,143,20,4,6,9,12,66,21,42,0,180,0,0,0,0,4,8,3,7,0,25,0,5,5,9,3,6,0,12,0,35,0,7,9,8,5,3,0,5,19,51,237,1345,1081,594,803,476,141,293,74,5039,7,17,6,0,3,5,0,0,3,45,5,57,0,0,0,0,0,0,0,65,8,109,11,0,0,0,0,0,0,135,8,127,29,3,3,0,0,3,0,176,11,129,65,14,9,8,0,0,0,230,14,115,221,21,28,11,3,3,8,424,23,76,189,83,91,41,8,8,3,514,20,53,140,119,217,178,18,20,11,773,28,46,91,98,431,329,54,44,0,1126,17,34,48,60,301,330,69,59,7,918,17,13,29,31,170,219,71,69,0,627,9,20,19,15,73,109,51,44,0,331
LGA51860,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,7,8,0,0,9,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51890,0,0,0,4,8,7,4,4,0,21,0,0,3,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,10,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,21,85,91,45,40,34,12,34,9,373,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,11,3,9,0,0,0,0,0,0,0,12,0,0,4,0,0,0,0,0,0,5,0,12,6,0,0,0,0,0,0,23,3,11,3,3,0,0,0,0,0,25,4,9,10,6,9,0,0,0,0,28,0,0,6,3,12,3,0,0,0,31,8,6,8,6,17,15,0,6,0,66,3,0,3,4,14,11,0,0,0,39,0,3,5,0,3,16,0,0,0,31,0,0,0,0,8,6,0,3,0,15
LGA51960,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,7,0,16,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,10,5,16,12,0,12,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,4,0,9,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,3,4,4,0,22,0,0,0,0,3,9,0,5,0,23,3,0,0,0,0,0,0,8,0,12,0,0,0,0,0,4,0,8,0,13
LGA52030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,6,0,7,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3
LGA52100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,9,6,4,0,4,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,4,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,0,0,12,0,0,0,6,4,6,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0
LGA52170,3,0,0,0,8,9,0,6,0,29,3,4,0,0,0,3,0,0,0,15,4,0,0,0,0,10,5,0,0,15,0,0,0,3,0,3,0,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,30,226,121,64,51,56,16,22,8,588,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,12,0,13,0,0,0,0,0,0,0,13,0,6,5,0,0,0,0,0,0,11,0,15,0,0,0,0,0,0,0,16,0,9,14,3,0,0,0,0,0,27,0,11,17,0,0,0,0,3,0,37,0,5,12,5,13,4,0,0,0,35,0,0,9,7,20,8,0,0,0,46,0,4,3,7,16,12,0,3,0,47,0,5,3,3,5,11,0,0,0,28,0,4,0,0,5,3,0,4,0,17
LGA52240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,3,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
