POW_LGA_CODE_2021,St_Em_NS_35_39_HW_0,St_Em_NS_35_39_HW_1_19,St_Em_NS_35_39_HW_20_29,St_Em_NS_35_39_HW_30_34,St_Em_NS_35_39_HW_35_39,St_Em_NS_35_39_HW_40_44,St_Em_NS_35_39_HW_45_49,St_Em_NS_35_39_HW_50mor,St_Em_NS_35_39_HW_NS,St_Em_NS_35_39_Tot,St_Em_NS_40_44_HW_0,St_Em_NS_40_44_HW_1_19,St_Em_NS_40_44_HW_20_29,St_Em_NS_40_44_HW_30_34,St_Em_NS_40_44_HW_35_39,St_Em_NS_40_44_HW_40_44,St_Em_NS_40_44_HW_45_49,St_Em_NS_40_44_HW_50mor,St_Em_NS_40_44_HW_NS,St_Em_NS_40_44_Tot,St_Em_NS_45_49_HW_0,St_Em_NS_45_49_HW_1_19,St_Em_NS_45_49_HW_20_29,St_Em_NS_45_49_HW_30_34,St_Em_NS_45_49_HW_35_39,St_Em_NS_45_49_HW_40_44,St_Em_NS_45_49_HW_45_49,St_Em_NS_45_49_HW_50mor,St_Em_NS_45_49_HW_NS,St_Em_NS_45_49_Tot,St_Em_NS_50_54_HW_0,St_Em_NS_50_54_HW_1_19,St_Em_NS_50_54_HW_20_29,St_Em_NS_50_54_HW_30_34,St_Em_NS_50_54_HW_35_39,St_Em_NS_50_54_HW_40_44,St_Em_NS_50_54_HW_45_49,St_Em_NS_50_54_HW_50mor,St_Em_NS_50_54_HW_NS,St_Em_NS_50_54_Tot,St_Em_NS_55_59_HW_0,St_Em_NS_55_59_HW_1_19,St_Em_NS_55_59_HW_20_29,St_Em_NS_55_59_HW_30_34,St_Em_NS_55_59_HW_35_39,St_Em_NS_55_59_HW_40_44,St_Em_NS_55_59_HW_45_49,St_Em_NS_55_59_HW_50mor,St_Em_NS_55_59_HW_NS,St_Em_NS_55_59_Tot,St_Em_NS_60_64_HW_0,St_Em_NS_60_64_HW_1_19,St_Em_NS_60_64_HW_20_29,St_Em_NS_60_64_HW_30_34,St_Em_NS_60_64_HW_35_39,St_Em_NS_60_64_HW_40_44,St_Em_NS_60_64_HW_45_49,St_Em_NS_60_64_HW_50mor,St_Em_NS_60_64_HW_NS,St_Em_NS_60_64_Tot,St_Em_NS_65_69_HW_0,St_Em_NS_65_69_HW_1_19,St_Em_NS_65_69_HW_20_29,St_Em_NS_65_69_HW_30_34,St_Em_NS_65_69_HW_35_39,St_Em_NS_65_69_HW_40_44,St_Em_NS_65_69_HW_45_49,St_Em_NS_65_69_HW_50mor,St_Em_NS_65_69_HW_NS,St_Em_NS_65_69_Tot,St_Em_NS_70_74_HW_0,St_Em_NS_70_74_HW_1_19,St_Em_NS_70_74_HW_20_29,St_Em_NS_70_74_HW_30_34,St_Em_NS_70_74_HW_35_39,St_Em_NS_70_74_HW_40_44,St_Em_NS_70_74_HW_45_49,St_Em_NS_70_74_HW_50mor,St_Em_NS_70_74_HW_NS,St_Em_NS_70_74_Tot,St_Em_NS_75ov_HW_0,St_Em_NS_75ov_HW_1_19,St_Em_NS_75ov_HW_20_29,St_Em_NS_75ov_HW_30_34,St_Em_NS_75ov_HW_35_39,St_Em_NS_75ov_HW_40_44,St_Em_NS_75ov_HW_45_49,St_Em_NS_75ov_HW_50mor,St_Em_NS_75ov_HW_NS,St_Em_NS_75ov_Tot,St_Em_NS_Tot_HW_0,St_Em_NS_Tot_HW_1_19,St_Em_NS_Tot_HW_20_29,St_Em_NS_Tot_HW_30_34,St_Em_NS_Tot_HW_35_39,St_Em_NS_Tot_HW_40_44,St_Em_NS_Tot_HW_45_49,St_Em_NS_Tot_HW_50mor,St_Em_NS_Tot_HW_NS,St_Em_NS_Tot_Tot,Tot_15_19_HW_0,Tot_15_19_HW_1_19,Tot_15_19_HW_20_29,Tot_15_19_HW_30_34,Tot_15_19_HW_35_39,Tot_15_19_HW_40_44,Tot_15_19_HW_45_49,Tot_15_19_HW_50mor,Tot_15_19_HW_NS,Tot_15_19_Tot,Tot_20_24_HW_0,Tot_20_24_HW_1_19,Tot_20_24_HW_20_29,Tot_20_24_HW_30_34,Tot_20_24_HW_35_39,Tot_20_24_HW_40_44,Tot_20_24_HW_45_49,Tot_20_24_HW_50mor,Tot_20_24_HW_NS,Tot_20_24_Tot,Tot_25_29_HW_0,Tot_25_29_HW_1_19,Tot_25_29_HW_20_29,Tot_25_29_HW_30_34,Tot_25_29_HW_35_39,Tot_25_29_HW_40_44,Tot_25_29_HW_45_49,Tot_25_29_HW_50mor,Tot_25_29_HW_NS,Tot_25_29_Tot,Tot_30_34_HW_0,Tot_30_34_HW_1_19,Tot_30_34_HW_20_29,Tot_30_34_HW_30_34,Tot_30_34_HW_35_39,Tot_30_34_HW_40_44,Tot_30_34_HW_45_49,Tot_30_34_HW_50mor,Tot_30_34_HW_NS,Tot_30_34_Tot,Tot_35_39_HW_0,Tot_35_39_HW_1_19,Tot_35_39_HW_20_29,Tot_35_39_HW_30_34,Tot_35_39_HW_35_39,Tot_35_39_HW_40_44,Tot_35_39_HW_45_49,Tot_35_39_HW_50mor,Tot_35_39_HW_NS,Tot_35_39_Tot,Tot_40_44_HW_0,Tot_40_44_HW_1_19,Tot_40_44_HW_20_29,Tot_40_44_HW_30_34,Tot_40_44_HW_35_39,Tot_40_44_HW_40_44,Tot_40_44_HW_45_49,Tot_40_44_HW_50mor,Tot_40_44_HW_NS,Tot_40_44_Tot,Tot_45_49_HW_0,Tot_45_49_HW_1_19,Tot_45_49_HW_20_29,Tot_45_49_HW_30_34,Tot_45_49_HW_35_39,Tot_45_49_HW_40_44,Tot_45_49_HW_45_49,Tot_45_49_HW_50mor,Tot_45_49_HW_NS,Tot_45_49_Tot,Tot_50_54_HW_0,Tot_50_54_HW_1_19,Tot_50_54_HW_20_29,Tot_50_54_HW_30_34,Tot_50_54_HW_35_39,Tot_50_54_HW_40_44,Tot_50_54_HW_45_49,Tot_50_54_HW_50mor,Tot_50_54_HW_NS,Tot_50_54_Tot,Tot_55_59_HW_0,Tot_55_59_HW_1_19,Tot_55_59_HW_20_29,Tot_55_59_HW_30_34,Tot_55_59_HW_35_39,Tot_55_59_HW_40_44,Tot_55_59_HW_45_49,Tot_55_59_HW_50mor,Tot_55_59_HW_NS,Tot_55_59_Tot,Tot_60_64_HW_0,Tot_60_64_HW_1_19,Tot_60_64_HW_20_29,Tot_60_64_HW_30_34,Tot_60_64_HW_35_39,Tot_60_64_HW_40_44,Tot_60_64_HW_45_49,Tot_60_64_HW_50mor,Tot_60_64_HW_NS,Tot_60_64_Tot
LGA50840,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,8,0,8,4,27,8,51,13,0,9,3,7,7,3,98,10,11,9,3,23,30,10,30,7,128,9,10,11,9,12,30,6,47,4,149,17,25,18,3,24,28,12,58,4,180,8,19,18,14,19,36,5,57,5,186,7,21,24,8,34,28,13,63,7,207,12,16,36,21,23,47,16,78,8,261,12,23,22,16,40,39,10,72,5,249,18,32,39,19,30,43,19,59,6,260,13,44,32,19,31,29,12,55,4,243
LGA50910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,5,0,7,0,0,0,18,0,0,3,0,4,5,0,4,0,23,0,3,5,0,7,4,11,3,0,33,3,0,0,0,7,7,0,3,0,28,0,0,6,4,6,0,0,4,0,32,0,8,11,0,7,10,3,11,0,39,6,0,4,3,3,6,6,20,0,44,4,8,3,0,3,12,4,24,0,55,0,0,8,4,3,12,3,16,0,48,0,3,9,0,0,8,0,18,0,38
LGA50980,0,0,0,0,4,0,0,0,4,4,0,4,0,0,4,0,4,0,5,14,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,4,6,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,17,0,7,16,0,3,8,21,71,13,210,32,20,47,25,12,21,17,400,17,37,56,50,123,101,37,88,17,528,34,42,58,80,220,165,64,172,40,875,76,64,74,87,254,210,84,179,24,1056,51,68,83,75,247,214,79,208,20,1041,32,67,95,82,177,178,59,172,17,878,25,41,61,68,173,170,70,187,12,800,42,43,54,64,173,204,54,188,19,833,39,43,58,46,138,159,41,129,10,674,29,51,54,36,105,101,27,98,13,511
LGA51080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,8,0,18,0,0,0,0,0,0,0,0,0,9,0,3,0,4,0,9,0,9,0,26,0,3,0,0,5,4,7,9,0,29,0,0,0,3,3,6,0,12,0,21,0,0,3,0,0,5,5,20,0,35,0,5,4,0,0,4,6,13,0,29,0,0,0,0,0,8,8,8,0,35,5,3,0,0,4,8,4,13,0,49,8,0,3,0,6,4,6,11,0,49,4,5,0,0,0,7,0,20,0,29
LGA51120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,16,0,3,0,0,0,4,4,13,0,28,0,4,5,7,8,4,4,16,0,45,0,4,0,0,4,3,12,17,0,42,0,7,8,5,0,7,3,20,0,45,4,0,4,0,8,6,0,9,0,38,0,9,0,0,5,11,6,21,0,52,4,0,3,4,5,8,8,15,0,45,3,5,0,3,0,13,0,11,0,44,0,5,5,0,4,3,0,11,0,34
LGA51190,0,5,0,0,5,0,0,0,0,9,0,5,0,3,0,0,0,0,0,7,0,0,0,0,7,6,0,0,7,24,0,5,0,5,5,0,0,0,5,14,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,5,0,11,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,3,6,13,16,7,6,15,15,0,17,30,128,81,824,197,79,197,179,42,63,38,1702,86,254,236,181,507,423,150,203,43,2080,122,207,227,158,539,512,143,265,45,2225,149,304,291,184,475,492,167,331,41,2446,126,331,345,249,494,485,177,350,51,2605,71,295,309,259,479,546,186,409,37,2592,94,258,341,258,547,579,219,411,31,2748,108,230,335,241,598,580,225,493,27,2834,137,222,290,228,524,463,196,359,28,2457,162,244,250,227,380,324,109,296,17,2004
LGA51260,0,0,0,0,0,3,0,5,3,14,0,0,0,0,0,0,0,4,4,7,0,3,0,0,0,0,0,4,0,17,0,3,3,0,0,0,0,3,0,7,3,6,0,0,0,3,0,4,3,21,0,0,0,0,0,0,0,3,4,18,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,4,6,7,22,18,14,11,18,0,27,28,143,83,785,131,80,147,87,15,14,31,1382,42,115,150,125,231,190,65,43,24,989,49,137,139,88,264,223,63,97,18,1087,83,189,183,135,241,301,100,151,21,1413,81,277,267,181,256,295,89,170,27,1645,69,251,293,173,290,348,121,209,34,1782,60,239,275,219,303,371,116,269,26,1876,66,199,268,223,300,343,111,251,18,1787,85,232,264,183,267,270,90,214,13,1625,96,242,234,161,168,156,68,163,16,1302
LGA51310,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,7,9,3,5,0,0,0,14,41,30,578,97,29,31,21,6,0,3,794,41,397,243,117,213,194,39,45,20,1307,53,138,187,137,396,311,77,101,18,1431,107,182,226,137,369,347,76,136,24,1602,71,215,291,151,269,292,71,141,23,1531,34,180,250,160,231,287,78,173,11,1403,25,161,272,152,226,268,76,211,13,1403,34,179,201,163,274,265,69,206,11,1406,45,145,225,138,226,217,84,165,11,1264,59,194,202,109,146,123,45,103,9,982
LGA51330,0,5,0,6,0,4,0,0,9,24,4,0,5,4,0,3,0,4,9,28,0,3,0,3,5,3,0,5,9,32,0,0,6,0,4,7,0,3,5,30,3,0,0,0,3,4,0,6,6,29,0,0,0,0,0,3,0,7,0,14,0,4,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,7,8,13,30,29,17,31,38,9,36,78,273,104,1947,465,144,276,310,91,95,57,3492,152,1508,1043,445,1138,1123,327,519,136,6400,204,634,700,394,1579,1565,445,890,163,6583,293,593,681,430,1584,1661,514,1082,143,6979,219,587,711,422,1673,1719,565,1107,115,7125,124,478,566,376,1425,1625,569,978,96,6234,131,470,500,406,1377,1536,548,1100,84,6137,165,388,543,398,1374,1463,514,1097,74,6021,174,441,488,367,1183,1236,493,976,58,5406,167,429,459,298,813,841,289,623,43,3971
LGA51400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,17,17,185,31,17,28,24,7,12,6,331,5,32,35,15,51,33,8,25,8,216,11,30,23,15,39,46,13,39,5,220,18,46,31,24,43,46,24,32,10,262,12,59,31,22,46,62,25,46,4,303,4,52,46,37,42,69,29,70,7,355,10,54,55,26,59,93,34,63,6,402,13,32,50,41,49,74,21,74,5,364,16,40,39,35,56,46,24,50,6,316,22,40,34,31,38,30,19,49,3,264
LGA51470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,5,0,0,0,5,6,6,3,5,0,30,0,4,3,0,5,3,4,3,0,19,0,0,4,0,7,3,0,6,0,22,5,4,4,0,4,5,0,13,0,28,7,0,6,4,6,4,9,10,0,33,0,0,0,0,0,0,0,11,0,19,0,0,0,0,6,8,0,13,0,29,0,0,4,0,3,8,0,6,0,25,0,4,0,3,3,6,0,15,5,42
LGA51540,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,11,9,0,0,6,0,10,6,41,8,32,12,3,21,13,4,3,8,99,14,9,16,17,45,44,11,24,8,181,15,19,21,19,79,46,16,39,13,250,17,14,23,19,51,49,15,49,0,234,19,25,22,17,31,45,15,59,14,236,3,20,13,15,41,40,19,63,4,219,7,21,25,19,48,39,12,75,5,256,10,20,19,16,48,66,21,62,4,268,9,19,28,23,51,45,19,64,6,268,10,24,26,15,39,44,6,45,7,223
LGA51610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,11,0,4,0,0,0,6,0,0,3,16,0,0,0,0,6,4,0,3,0,17,4,0,3,0,0,0,3,11,0,19,0,3,0,0,0,0,3,11,0,22,0,0,0,4,0,9,5,9,0,37,0,4,0,0,0,4,4,18,0,32,0,10,4,4,3,3,5,17,0,40,0,7,3,0,0,6,0,14,0,33,3,3,9,0,0,4,3,6,0,41
LGA51680,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,3,0,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,10,0,7,6,39,7,33,12,8,7,12,4,3,4,90,6,19,10,3,26,19,10,11,3,117,0,19,15,8,20,20,12,24,9,122,7,17,17,3,15,22,10,24,0,117,14,11,16,9,18,23,14,29,3,123,3,28,21,3,27,23,14,32,3,159,9,14,12,11,25,32,14,39,0,157,8,24,19,15,35,22,21,42,0,193,13,21,26,16,27,31,18,34,5,183,5,22,20,5,22,23,8,30,0,139
LGA51710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,10,0,22,3,0,4,3,0,0,0,31,0,4,0,4,13,9,0,6,0,35,5,10,0,3,19,19,5,12,3,75,4,5,8,3,29,23,4,12,5,93,3,12,4,0,29,14,12,16,0,91,0,5,4,9,23,17,5,17,5,83,3,7,0,3,18,20,14,23,4,84,4,13,3,8,27,29,4,24,0,109,6,5,4,0,22,15,8,13,3,80,0,9,0,0,9,11,3,18,0,70
LGA51750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,0,0,6,0,0,5,10,25,22,458,67,18,25,13,5,0,8,617,30,405,212,68,119,81,16,24,12,973,22,103,121,78,165,145,40,48,7,740,39,96,100,63,139,138,60,65,9,708,18,87,107,59,119,108,41,78,4,621,12,85,80,50,94,106,38,79,4,551,12,79,90,53,86,108,50,110,9,584,11,64,114,59,77,79,31,98,11,544,14,94,119,58,100,77,36,62,4,572,18,78,89,51,64,68,12,56,0,446
LGA51820,0,6,0,0,10,6,0,3,5,36,0,0,0,3,5,3,0,4,3,15,4,6,3,0,0,3,5,9,8,35,3,0,0,0,4,3,0,0,0,19,3,6,3,0,5,3,0,0,4,26,0,4,3,0,0,5,0,0,3,17,5,3,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,6,16,28,21,14,25,31,7,31,46,221,94,1864,417,126,294,298,69,88,55,3308,128,1016,766,392,947,1037,261,381,105,5036,192,458,502,325,1092,1336,416,723,107,5150,259,519,584,354,1055,1459,442,917,94,5671,209,575,594,377,1133,1512,493,1059,88,6044,120,510,581,383,1031,1385,397,995,75,5482,119,400,467,396,1034,1291,441,1028,70,5243,162,341,448,337,973,1195,449,930,53,4890,157,350,405,290,859,1023,354,771,41,4261,125,370,333,219,576,648,214,491,28,2999
LGA51860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,6,3,0,7,0,0,10,0,26,0,0,0,3,8,5,0,5,0,25,0,3,0,0,0,0,0,0,0,11,3,5,0,4,6,5,4,8,0,33,0,8,0,0,8,0,0,0,0,19,0,4,0,4,3,4,0,5,0,22,0,4,0,0,5,0,0,5,0,17,0,4,0,0,8,7,4,9,0,34,0,4,5,0,0,3,0,9,0,28
LGA51890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,9,0,0,7,7,30,15,109,19,10,28,30,8,12,6,228,12,43,20,19,47,79,21,61,13,311,18,35,35,14,50,101,38,59,8,367,33,52,37,32,41,123,42,83,16,465,35,45,54,39,64,168,48,103,12,560,24,43,45,31,74,180,59,105,15,564,24,38,44,31,79,181,73,99,14,580,38,37,44,29,98,195,66,111,12,621,45,43,55,21,74,161,49,84,5,535,32,41,38,20,44,68,26,56,7,343
LGA51960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,7,20,7,0,6,8,0,20,3,71,11,5,6,4,13,8,12,99,7,166,29,11,5,3,15,19,15,178,4,283,26,14,13,3,18,22,24,178,13,308,19,19,15,7,14,31,19,148,12,284,17,14,13,10,16,23,19,152,8,259,14,13,13,3,15,36,21,120,0,244,20,15,21,9,15,35,19,147,5,291,18,8,11,14,15,17,11,111,10,208,11,9,9,4,12,17,24,93,6,187
LGA52030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,3,0,0,4,4,0,5,0,21,4,6,6,0,3,0,3,6,0,26,0,4,0,0,5,3,4,8,0,32,0,6,0,6,0,0,0,8,0,27,3,0,0,3,5,0,0,7,0,28,0,0,5,0,0,8,0,11,0,32,4,6,8,0,0,9,0,15,0,36,0,5,0,11,3,4,0,23,0,46,3,8,9,3,4,6,3,22,0,50
LGA52100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,3,3,0,0,3,0,0,0,19,0,6,0,0,10,9,5,12,0,44,3,0,0,0,7,17,0,7,0,50,0,4,5,0,6,16,6,5,0,41,0,3,11,3,5,14,0,19,0,59,0,11,4,3,0,8,0,20,0,48,0,3,10,5,4,4,0,15,0,40,6,0,3,6,5,10,4,19,0,56,3,0,0,4,3,9,0,16,0,42,3,4,5,0,3,15,6,13,0,52
LGA52170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,7,0,0,0,0,6,3,21,8,162,39,12,6,11,0,0,0,240,15,147,98,40,41,36,9,5,3,391,6,34,45,29,60,54,20,24,4,266,8,34,46,33,77,56,31,38,0,321,6,35,36,20,46,63,22,39,3,285,6,46,38,26,37,54,23,33,8,258,6,36,40,26,39,46,22,38,3,257,8,47,49,30,48,59,19,46,9,304,7,51,43,27,34,51,14,42,0,270,10,42,34,18,19,39,4,17,0,182
LGA52240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,7,4,0,0,0,0,0,0,19,4,0,0,0,6,7,5,14,0,35,3,0,0,0,3,12,6,3,0,40,0,6,0,0,3,14,0,13,4,34,0,6,9,0,5,5,0,22,3,47,3,6,6,6,0,20,0,19,0,59,0,3,0,3,9,13,3,19,0,53,4,7,9,6,6,13,8,11,0,68,0,7,3,4,7,8,4,18,3,59,0,6,7,4,7,16,4,16,5,62
LGA52310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,13,0,0,0,0,0,3,0,13,0,19,0,4,0,0,0,6,0,4,0,17,0,0,0,0,0,4,0,12,0,22,0,0,3,4,4,0,0,4,0,19,0,7,5,0,0,6,0,16,0,35,0,0,5,0,0,3,0,14,0,27,0,8,4,0,5,7,0,5,0,26,3,0,0,0,0,3,0,9,0,20
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,4,0,6,3,3,0,0,0,8,3,17,0,35,5,0,3,0,0,0,0,37,0,53,4,3,4,0,0,3,6,46,3,63,5,0,5,0,0,0,3,30,0,43,3,0,5,0,0,0,4,19,0,41,8,0,6,3,5,0,6,32,0,54,6,0,0,0,0,0,5,32,4,46,3,7,0,0,0,0,0,30,0,44,0,3,0,0,0,7,0,21,0,36
