POW_LGA_CODE_2021,St_Em_NS_35_39_HW_0,St_Em_NS_35_39_HW_1_19,St_Em_NS_35_39_HW_20_29,St_Em_NS_35_39_HW_30_34,St_Em_NS_35_39_HW_35_39,St_Em_NS_35_39_HW_40_44,St_Em_NS_35_39_HW_45_49,St_Em_NS_35_39_HW_50mor,St_Em_NS_35_39_HW_NS,St_Em_NS_35_39_Tot,St_Em_NS_40_44_HW_0,St_Em_NS_40_44_HW_1_19,St_Em_NS_40_44_HW_20_29,St_Em_NS_40_44_HW_30_34,St_Em_NS_40_44_HW_35_39,St_Em_NS_40_44_HW_40_44,St_Em_NS_40_44_HW_45_49,St_Em_NS_40_44_HW_50mor,St_Em_NS_40_44_HW_NS,St_Em_NS_40_44_Tot,St_Em_NS_45_49_HW_0,St_Em_NS_45_49_HW_1_19,St_Em_NS_45_49_HW_20_29,St_Em_NS_45_49_HW_30_34,St_Em_NS_45_49_HW_35_39,St_Em_NS_45_49_HW_40_44,St_Em_NS_45_49_HW_45_49,St_Em_NS_45_49_HW_50mor,St_Em_NS_45_49_HW_NS,St_Em_NS_45_49_Tot,St_Em_NS_50_54_HW_0,St_Em_NS_50_54_HW_1_19,St_Em_NS_50_54_HW_20_29,St_Em_NS_50_54_HW_30_34,St_Em_NS_50_54_HW_35_39,St_Em_NS_50_54_HW_40_44,St_Em_NS_50_54_HW_45_49,St_Em_NS_50_54_HW_50mor,St_Em_NS_50_54_HW_NS,St_Em_NS_50_54_Tot,St_Em_NS_55_59_HW_0,St_Em_NS_55_59_HW_1_19,St_Em_NS_55_59_HW_20_29,St_Em_NS_55_59_HW_30_34,St_Em_NS_55_59_HW_35_39,St_Em_NS_55_59_HW_40_44,St_Em_NS_55_59_HW_45_49,St_Em_NS_55_59_HW_50mor,St_Em_NS_55_59_HW_NS,St_Em_NS_55_59_Tot,St_Em_NS_60_64_HW_0,St_Em_NS_60_64_HW_1_19,St_Em_NS_60_64_HW_20_29,St_Em_NS_60_64_HW_30_34,St_Em_NS_60_64_HW_35_39,St_Em_NS_60_64_HW_40_44,St_Em_NS_60_64_HW_45_49,St_Em_NS_60_64_HW_50mor,St_Em_NS_60_64_HW_NS,St_Em_NS_60_64_Tot,St_Em_NS_65_69_HW_0,St_Em_NS_65_69_HW_1_19,St_Em_NS_65_69_HW_20_29,St_Em_NS_65_69_HW_30_34,St_Em_NS_65_69_HW_35_39,St_Em_NS_65_69_HW_40_44,St_Em_NS_65_69_HW_45_49,St_Em_NS_65_69_HW_50mor,St_Em_NS_65_69_HW_NS,St_Em_NS_65_69_Tot,St_Em_NS_70_74_HW_0,St_Em_NS_70_74_HW_1_19,St_Em_NS_70_74_HW_20_29,St_Em_NS_70_74_HW_30_34,St_Em_NS_70_74_HW_35_39,St_Em_NS_70_74_HW_40_44,St_Em_NS_70_74_HW_45_49,St_Em_NS_70_74_HW_50mor,St_Em_NS_70_74_HW_NS,St_Em_NS_70_74_Tot,St_Em_NS_75ov_HW_0,St_Em_NS_75ov_HW_1_19,St_Em_NS_75ov_HW_20_29,St_Em_NS_75ov_HW_30_34,St_Em_NS_75ov_HW_35_39,St_Em_NS_75ov_HW_40_44,St_Em_NS_75ov_HW_45_49,St_Em_NS_75ov_HW_50mor,St_Em_NS_75ov_HW_NS,St_Em_NS_75ov_Tot,St_Em_NS_Tot_HW_0,St_Em_NS_Tot_HW_1_19,St_Em_NS_Tot_HW_20_29,St_Em_NS_Tot_HW_30_34,St_Em_NS_Tot_HW_35_39,St_Em_NS_Tot_HW_40_44,St_Em_NS_Tot_HW_45_49,St_Em_NS_Tot_HW_50mor,St_Em_NS_Tot_HW_NS,St_Em_NS_Tot_Tot,Tot_15_19_HW_0,Tot_15_19_HW_1_19,Tot_15_19_HW_20_29,Tot_15_19_HW_30_34,Tot_15_19_HW_35_39,Tot_15_19_HW_40_44,Tot_15_19_HW_45_49,Tot_15_19_HW_50mor,Tot_15_19_HW_NS,Tot_15_19_Tot,Tot_20_24_HW_0,Tot_20_24_HW_1_19,Tot_20_24_HW_20_29,Tot_20_24_HW_30_34,Tot_20_24_HW_35_39,Tot_20_24_HW_40_44,Tot_20_24_HW_45_49,Tot_20_24_HW_50mor,Tot_20_24_HW_NS,Tot_20_24_Tot,Tot_25_29_HW_0,Tot_25_29_HW_1_19,Tot_25_29_HW_20_29,Tot_25_29_HW_30_34,Tot_25_29_HW_35_39,Tot_25_29_HW_40_44,Tot_25_29_HW_45_49,Tot_25_29_HW_50mor,Tot_25_29_HW_NS,Tot_25_29_Tot,Tot_30_34_HW_0,Tot_30_34_HW_1_19,Tot_30_34_HW_20_29,Tot_30_34_HW_30_34,Tot_30_34_HW_35_39,Tot_30_34_HW_40_44,Tot_30_34_HW_45_49,Tot_30_34_HW_50mor,Tot_30_34_HW_NS,Tot_30_34_Tot,Tot_35_39_HW_0,Tot_35_39_HW_1_19,Tot_35_39_HW_20_29,Tot_35_39_HW_30_34,Tot_35_39_HW_35_39,Tot_35_39_HW_40_44,Tot_35_39_HW_45_49,Tot_35_39_HW_50mor,Tot_35_39_HW_NS,Tot_35_39_Tot,Tot_40_44_HW_0,Tot_40_44_HW_1_19,Tot_40_44_HW_20_29,Tot_40_44_HW_30_34,Tot_40_44_HW_35_39,Tot_40_44_HW_40_44,Tot_40_44_HW_45_49,Tot_40_44_HW_50mor,Tot_40_44_HW_NS,Tot_40_44_Tot,Tot_45_49_HW_0,Tot_45_49_HW_1_19,Tot_45_49_HW_20_29,Tot_45_49_HW_30_34,Tot_45_49_HW_35_39,Tot_45_49_HW_40_44,Tot_45_49_HW_45_49,Tot_45_49_HW_50mor,Tot_45_49_HW_NS,Tot_45_49_Tot,Tot_50_54_HW_0,Tot_50_54_HW_1_19,Tot_50_54_HW_20_29,Tot_50_54_HW_30_34,Tot_50_54_HW_35_39,Tot_50_54_HW_40_44,Tot_50_54_HW_45_49,Tot_50_54_HW_50mor,Tot_50_54_HW_NS,Tot_50_54_Tot,Tot_55_59_HW_0,Tot_55_59_HW_1_19,Tot_55_59_HW_20_29,Tot_55_59_HW_30_34,Tot_55_59_HW_35_39,Tot_55_59_HW_40_44,Tot_55_59_HW_45_49,Tot_55_59_HW_50mor,Tot_55_59_HW_NS,Tot_55_59_Tot,Tot_60_64_HW_0,Tot_60_64_HW_1_19,Tot_60_64_HW_20_29,Tot_60_64_HW_30_34,Tot_60_64_HW_35_39,Tot_60_64_HW_40_44,Tot_60_64_HW_45_49,Tot_60_64_HW_50mor,Tot_60_64_HW_NS,Tot_60_64_Tot
LGA54280,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,6,5,0,0,0,0,3,3,0,0,9,9,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6,5,10,4,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,9,19,9,6,0,4,12,8,10,19,84,41,357,94,36,95,114,35,132,8,912,60,97,93,75,235,263,153,461,55,1491,93,97,121,73,259,300,188,706,44,1870,114,164,145,88,196,280,183,656,36,1870,85,129,149,102,228,313,188,677,33,1904,68,89,150,74,208,283,145,571,34,1624,65,95,94,69,236,301,138,608,35,1641,78,74,110,73,202,290,142,527,30,1526,91,82,109,77,213,256,123,479,31,1462,62,84,95,61,133,187,83,332,18,1054
LGA54310,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,4,0,9,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,9,4,9,4,0,19,9,62,28,303,44,25,33,65,17,66,21,613,37,49,48,40,127,154,73,307,18,853,115,71,68,65,181,259,142,524,37,1458,200,126,128,96,188,309,162,683,43,1922,157,171,137,103,243,335,220,775,29,2170,137,114,99,68,181,295,169,686,16,1762,120,90,100,81,210,259,171,646,19,1693,122,55,67,52,149,230,129,600,20,1422,125,41,60,39,121,171,92,472,15,1134,87,35,39,28,72,109,68,292,9,738
LGA54340,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,5,0,8,24,0,45,10,5,21,20,0,6,8,107,9,16,17,10,36,42,14,12,5,165,12,16,14,8,45,47,13,20,5,183,10,26,16,12,35,33,21,28,5,176,6,26,19,21,37,34,7,15,9,161,6,15,24,14,32,28,11,30,0,161,7,14,19,17,33,33,8,29,3,162,11,9,14,19,40,39,10,31,5,181,7,23,21,20,35,42,15,48,3,211,4,27,15,10,22,45,3,22,5,156
LGA54410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,9,0,4,3,0,0,0,21,0,0,0,0,4,8,0,8,0,20,3,4,7,0,4,9,3,0,0,25,0,0,8,0,3,4,5,13,0,37,0,10,7,9,5,5,0,6,0,43,0,5,5,4,5,4,0,9,3,35,0,3,0,3,3,12,5,4,0,41,5,0,0,0,7,14,7,14,0,47,0,11,4,3,4,11,0,15,0,55,0,8,10,3,10,9,3,14,0,50
LGA54480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,4,0,16,0,0,0,0,4,4,4,4,0,16,0,0,3,0,0,8,0,8,0,26,0,5,0,3,3,0,3,6,0,25,0,9,6,0,4,8,3,17,0,46,0,0,3,0,0,6,0,20,0,28,3,0,0,0,0,3,3,9,0,28,4,0,0,0,0,3,4,9,0,23,0,0,0,0,3,8,0,5,0,17
LGA54550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,6,0,25,0,4,5,3,3,7,0,0,3,31,0,3,4,3,13,13,11,14,3,65,11,3,4,0,12,12,8,19,0,72,9,6,14,6,5,5,4,15,0,58,5,12,10,11,12,10,10,27,0,97,0,10,11,3,11,19,0,36,5,91,4,12,5,4,6,15,7,20,0,72,3,9,15,6,13,19,10,24,4,99,7,8,17,15,18,23,0,40,7,132,3,15,19,9,12,13,9,21,6,102
LGA54620,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,7,16,0,4,0,0,7,5,4,4,5,16,3,4,5,4,9,4,5,25,0,47,4,3,6,4,4,4,6,37,0,61,7,10,3,5,5,5,8,32,0,71,3,11,10,5,0,4,7,35,4,73,7,4,5,0,0,6,11,41,0,70,0,3,10,5,4,8,8,35,0,80,4,0,0,4,6,14,10,42,4,81,4,3,4,0,0,9,3,36,0,71,9,3,0,0,3,10,12,21,4,66
LGA54690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,4,0,0,0,0,0,3,0,12,0,0,0,0,0,3,4,4,0,12,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,7,0,3,0,20,0,3,3,0,0,4,0,3,0,15,0,4,0,0,0,3,6,5,0,12,0,0,0,0,4,3,4,13,0,23,0,4,0,0,3,4,3,7,0,23,0,0,0,0,4,3,0,5,0,18,0,4,5,0,3,7,0,7,0,26
LGA54760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,10,0,3,0,0,0,0,0,5,0,12,0,0,0,0,0,7,5,3,0,14,4,4,0,3,6,8,3,0,0,25,6,4,0,4,0,3,0,9,0,33,3,8,3,0,9,4,0,13,0,43,0,0,4,5,0,12,0,21,0,47,0,3,0,3,5,5,3,12,0,41,3,8,5,0,0,6,0,14,0,42,0,8,6,6,7,8,8,22,0,54,5,3,5,0,0,11,0,18,0,41
LGA54830,0,0,0,0,0,0,0,0,3,9,0,3,0,0,0,3,0,0,3,14,0,6,0,0,4,0,0,0,3,12,0,0,3,0,0,0,0,0,3,11,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,4,0,0,0,8,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,4,3,13,5,4,9,11,4,5,25,84,18,441,97,36,101,81,33,34,13,852,53,184,135,78,224,263,93,162,27,1215,76,118,140,106,318,384,156,307,48,1658,111,161,169,103,334,471,194,401,41,1975,76,166,171,126,394,492,226,409,28,2091,57,161,168,111,363,532,208,430,34,2067,69,130,147,128,379,515,237,445,26,2078,84,102,150,99,369,492,225,430,30,1983,84,94,109,91,333,426,170,395,15,1714,81,72,78,71,229,284,139,251,14,1220
LGA54900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,10,0,15,0,3,0,0,3,7,0,5,0,29,4,0,4,6,7,12,5,13,0,49,0,6,0,0,3,14,4,14,0,52,9,10,7,4,5,8,8,24,3,76,0,15,12,4,4,13,9,23,0,81,3,4,4,3,8,24,5,21,0,76,0,6,3,0,11,8,4,44,0,85,4,5,14,4,3,14,5,31,0,83,5,0,11,0,11,17,13,23,0,77,9,8,8,5,10,23,6,24,0,84
LGA54970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,17,5,3,0,0,0,0,0,15,5,34,32,3,9,0,9,6,5,162,12,248,35,9,14,10,15,14,27,226,12,352,41,15,15,0,19,17,37,279,8,440,45,19,11,3,19,11,44,255,12,416,38,16,10,11,8,14,33,218,10,352,61,13,7,6,17,20,36,225,3,383,45,12,7,5,14,13,40,237,9,372,32,11,4,0,12,19,36,191,4,311,26,4,8,3,7,17,16,132,6,222
LGA55040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,5,21,3,5,0,0,3,0,7,16,0,36,18,6,9,0,8,11,13,141,9,218,44,17,13,3,20,31,28,237,16,413,48,18,17,7,25,18,51,275,5,465,35,21,23,6,16,20,43,256,13,434,26,12,15,4,15,13,32,225,5,353,44,18,17,10,13,24,44,196,8,362,29,10,10,4,10,22,21,200,9,306,26,12,6,0,8,13,19,180,8,277,22,12,3,0,5,13,15,112,9,186
LGA55110,0,0,0,0,5,0,0,0,3,8,0,4,4,0,0,0,0,0,0,11,5,0,4,0,0,4,0,0,0,23,0,0,0,0,0,0,0,3,6,24,3,0,0,5,0,4,0,5,6,18,3,6,0,0,0,0,5,0,0,18,0,3,0,0,0,0,0,0,4,8,0,3,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,8,11,14,35,16,11,13,10,3,16,47,165,73,1511,322,106,171,124,21,29,44,2401,75,649,450,269,439,297,81,87,55,2406,98,352,340,164,472,378,106,163,60,2127,132,426,365,204,400,338,110,195,51,2221,110,413,430,253,473,393,110,218,41,2434,72,373,403,233,455,400,119,243,31,2326,88,322,411,292,508,473,137,295,43,2571,85,344,433,298,531,444,115,328,26,2606,113,326,401,294,453,364,137,273,34,2388,113,363,325,256,313,222,87,173,18,1863
LGA55180,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,6,0,0,0,0,4,0,0,0,0,7,0,0,4,0,0,0,0,0,0,4,0,3,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,6,9,4,8,3,10,4,51,9,126,24,22,39,46,9,12,8,298,17,22,28,25,59,66,19,35,6,271,16,42,26,33,72,70,18,32,9,314,13,51,38,30,53,66,15,48,8,316,13,39,45,30,59,60,23,51,3,333,15,48,37,30,47,86,16,72,5,366,14,44,53,51,65,89,31,83,3,428,22,48,59,59,72,111,38,81,7,488,34,67,66,38,85,108,29,94,6,529,41,57,82,41,60,70,30,75,7,450
LGA55250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,10,3,8,0,0,0,0,0,13,0,20,7,3,0,0,6,6,4,61,4,101,21,14,0,8,18,20,18,111,7,211,20,8,4,0,14,13,18,122,8,203,16,4,11,0,8,0,15,106,5,172,15,8,0,4,15,8,9,121,3,179,14,7,6,8,11,12,9,98,0,166,9,3,0,0,9,8,13,110,6,164,21,6,4,4,8,8,11,98,0,153,11,5,3,3,4,9,5,54,0,102
LGA55320,6,0,0,0,0,0,0,0,3,10,4,5,0,0,0,0,0,4,5,19,5,0,4,0,4,3,0,3,4,16,4,0,3,0,0,4,0,9,6,27,6,3,3,0,0,0,0,0,6,24,3,4,0,0,4,3,0,0,0,19,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,6,11,18,19,20,11,13,14,3,18,51,175,106,2105,317,99,123,96,25,28,32,2925,153,1393,756,369,772,588,110,154,86,4386,212,542,512,398,1098,986,276,451,85,4555,327,558,614,459,1054,1053,291,531,81,4980,272,622,743,466,1008,1017,250,513,80,4970,129,551,734,462,896,1054,247,566,50,4693,118,469,638,505,880,960,298,634,41,4553,141,442,586,447,936,901,326,637,56,4470,206,462,595,487,743,683,221,522,39,3962,150,520,511,340,493,515,168,338,27,3072
LGA55390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,0,16,15,0,5,0,7,0,6,48,5,81,19,3,10,0,7,5,15,77,3,137,18,3,7,0,4,5,14,88,11,154,10,8,5,3,5,7,18,85,3,137,18,5,8,4,5,5,17,70,0,130,11,4,0,3,8,6,8,85,0,112,12,4,3,0,7,3,15,80,0,126,8,5,0,0,6,4,12,68,3,110,3,3,0,0,0,7,3,31,0,55
LGA55460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,0,4,7,49,8,3,9,15,0,9,3,97,3,12,9,9,19,28,7,23,0,121,14,24,8,8,29,27,17,24,0,150,11,16,13,4,12,27,9,30,4,134,4,21,16,5,23,14,10,30,3,135,0,14,9,7,15,34,15,21,3,117,5,13,17,10,23,24,12,32,0,137,3,11,12,15,20,32,15,38,0,155,12,20,12,9,25,26,7,37,3,151,8,21,12,12,27,28,3,27,0,137
LGA55530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,4,0,7,0,19,0,0,0,0,0,0,3,3,0,14,0,0,0,0,0,5,3,6,0,17,0,3,4,0,0,4,4,7,0,31,0,5,0,0,0,4,0,6,0,23,0,4,0,0,4,4,4,13,0,27,0,0,5,0,0,3,4,13,4,26,0,4,0,0,3,9,4,11,0,27,0,3,0,0,3,6,4,10,0,27
LGA55600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,0,20,4,0,0,7,0,4,0,49,4,4,6,3,9,13,9,19,0,69,0,4,3,3,19,14,7,16,0,78,6,14,3,3,3,14,0,21,0,69,5,5,14,5,16,19,8,20,0,84,0,12,14,10,11,13,15,30,6,108,0,10,6,12,12,29,10,44,5,119,7,6,17,7,17,28,6,34,0,125,8,8,9,16,10,26,12,37,4,128,3,21,11,10,20,29,13,23,0,125
LGA55670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,12,0,0,0,3,0,0,11,9,0,21,0,0,0,4,0,8,0,6,0,27,3,8,4,0,0,6,0,9,0,30,0,0,5,0,0,11,0,8,0,27,0,0,0,4,3,4,0,0,0,24,0,0,5,0,5,7,0,13,0,37,3,4,5,0,3,11,0,19,0,45,0,3,3,0,4,5,9,13,3,43,3,4,0,3,6,10,0,6,0,37
LGA55740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,11,3,137,13,7,4,3,0,0,0,173,9,104,55,31,34,23,9,14,3,287,3,39,40,24,71,49,14,23,3,259,12,28,59,21,58,43,15,31,4,276,11,38,45,35,52,37,12,35,7,282,7,36,38,18,47,55,13,36,0,243,9,29,44,35,43,52,17,36,4,268,11,42,44,36,54,55,19,52,0,318,9,31,43,34,46,31,18,33,0,247,8,41,34,23,23,22,9,25,4,194
LGA55810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,4,27,5,48,7,0,0,0,0,4,9,42,3,72,3,0,3,0,8,9,5,53,0,84,6,0,0,0,5,3,10,44,6,80,4,0,3,0,5,4,3,38,7,65,6,3,0,5,7,0,5,42,0,66,6,0,0,3,0,4,6,39,6,66,11,0,0,0,4,12,4,40,0,71,8,0,4,5,5,7,4,30,0,58
LGA55880,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,12,0,0,0,0,0,8,0,0,0,10,0,3,4,0,0,0,6,9,0,26,0,3,0,4,0,0,0,8,0,20,0,0,0,0,0,7,0,6,0,18,4,5,0,0,4,12,7,8,0,34,5,0,4,3,0,0,9,7,0,25,0,0,0,6,8,0,3,12,0,36,3,0,0,0,5,6,0,10,0,24
LGA55950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,5,0,13,0,0,0,0,0,4,0,0,0,11,0,4,0,0,4,4,0,4,0,14,3,3,0,0,9,0,0,8,0,20,0,5,5,0,0,3,6,3,0,24,0,0,8,0,3,0,0,6,0,21,0,0,0,0,0,6,3,9,0,24,0,0,0,0,0,5,0,6,0,16,0,0,0,0,3,4,3,9,0,19,3,3,7,0,0,3,0,9,0,30
