POW_LGA_CODE_2021,IE_AgFF_OMOE_Nil_em,IE_AgFF_OMOE_1_19_em,IE_AgFF_OMOE_20mo_em,IE_AgFF_OMOE_NE_NS,IE_AgFF_Tot,IE_Min_OMOE_Nil_em,IE_Min_OMOE_1_19_em,IE_Min_OMOE_20mo_em,IE_Min_OMOE_NE_NS,IE_Min_Tot,IE_Mnf_OMOE_Nil_em,IE_Mnf_OMOE_1_19_em,IE_Mnf_OMOE_20mo_em,IE_Mnf_OMOE_NE_NS,IE_Mnf_Tot,IE_EGWWS_OMOE_Nil_em,IE_EGWWS_OMOE_1_19_em,IE_EGWWS_OMOE_20mo_em,IE_EGWWS_OMOE_NE_NS,IE_EGWWS_Tot,IE_Const_OMOE_Nil_em,IE_Const_OMOE_1_19_em,IE_Const_OMOE_20mo_em,IE_Const_OMOE_NE_NS,IE_Const_Tot,IE_WST_OMOE_Nil_em,IE_WST_OMOE_1_19_em,IE_WST_OMOE_20mo_em,IE_WST_OMOE_NE_NS,IE_WST_Tot,IE_RetT_OMOE_Nil_em,IE_RetT_OMOE_1_19_em,IE_RetT_OMOE_20mo_em,IE_RetT_OMOE_NE_NS,IE_RetT_Tot,IE_AcFd_OMOE_Nil_em,IE_AcFd_OMOE_1_19_em,IE_AcFd_OMOE_20mo_em,IE_AcFd_OMOE_NE_NS,IE_AcFd_Tot,IE_TPW_OMOE_Nil_em,IE_TPW_OMOE_1_19_em,IE_TPW_OMOE_20mo_em,IE_TPW_OMOE_NE_NS,IE_TPW_Tot,IE_IMT_OMOE_Nil_em,IE_IMT_OMOE_1_19_em,IE_IMT_OMOE_20mo_em,IE_IMT_OMOE_NE_NS,IE_IMT_Tot,IE_FinIns_OMOE_Nil_em,IE_FinIns_OMOE_1_19_em,IE_FinIns_OMOE_20mo_em,IE_FinIns_OMOE_NE_NS,IE_FinIns_Tot,IE_RHRE_OMOE_Nil_em,IE_RHRE_OMOE_1_19_em,IE_RHRE_OMOE_20mo_em,IE_RHRE_OMOE_NE_NS,IE_RHRE_Tot,IE_ProSTS_OMOE_Nil_em,IE_ProSTS_OMOE_1_19_em,IE_ProSTS_OMOE_20mo_em,IE_ProSTS_OMOE_NE_NS,IE_ProSTS_Tot,IE_AdSup_OMOE_Nil_em,IE_AdSup_OMOE_1_19_em,IE_AdSup_OMOE_20mo_em,IE_AdSup_OMOE_NE_NS,IE_AdSup_Tot,IE_PubAS_OMOE_Nil_em,IE_PubAS_OMOE_1_19_em,IE_PubAS_OMOE_20mo_em,IE_PubAS_OMOE_NE_NS,IE_PubAS_Tot,IE_EdTrn_OMOE_Nil_em,IE_EdTrn_OMOE_1_19_em,IE_EdTrn_OMOE_20mo_em,IE_EdTrn_OMOE_NE_NS,IE_EdTrn_Tot,IE_HC_SA_OMOE_Nil_em,IE_HC_SA_OMOE_1_19_em,IE_HC_SA_OMOE_20mo_em,IE_HC_SA_OMOE_NE_NS,IE_HC_SA_Tot,IE_ArtsR_OMOE_Nil_em,IE_ArtsR_OMOE_1_19_em,IE_ArtsR_OMOE_20mo_em,IE_ArtsR_OMOE_NE_NS,IE_ArtsR_Tot,IE_OthSvs_OMOE_Nil_em,IE_OthSvs_OMOE_1_19_em,IE_OthSvs_OMOE_20mo_em,IE_OthSvs_OMOE_NE_NS,IE_OthSvs_Tot,IE_IDNS_OMOE_Nil_em,IE_IDNS_OMOE_1_19_em,IE_IDNS_OMOE_20mo_em,IE_IDNS_OMOE_NE_NS,IE_IDNS_Tot,IE_Tot_OMOE_Nil_em,IE_Tot_OMOE_1_19_em,IE_Tot_OMOE_20mo_em,IE_Tot_OMOE_NE_NS,IE_Tot_Tot,UIE_AgFF_OMOE_Nil_em,UIE_AgFF_OMOE_1_19_em,UIE_AgFF_OMOE_20mo_em,UIE_AgFF_OMOE_NE_NS,UIE_AgFF_Tot,UIE_Min_OMOE_Nil_em,UIE_Min_OMOE_1_19_em,UIE_Min_OMOE_20mo_em,UIE_Min_OMOE_NE_NS,UIE_Min_Tot,UIE_Mnf_OMOE_Nil_em,UIE_Mnf_OMOE_1_19_em,UIE_Mnf_OMOE_20mo_em,UIE_Mnf_OMOE_NE_NS,UIE_Mnf_Tot,UIE_EGWWS_OMOE_Nil_em,UIE_EGWWS_OMOE_1_19_em,UIE_EGWWS_OMOE_20mo_em,UIE_EGWWS_OMOE_NE_NS,UIE_EGWWS_Tot,UIE_Const_OMOE_Nil_em,UIE_Const_OMOE_1_19_em,UIE_Const_OMOE_20mo_em,UIE_Const_OMOE_NE_NS,UIE_Const_Tot,UIE_WST_OMOE_Nil_em,UIE_WST_OMOE_1_19_em,UIE_WST_OMOE_20mo_em,UIE_WST_OMOE_NE_NS,UIE_WST_Tot,UIE_RetT_OMOE_Nil_em,UIE_RetT_OMOE_1_19_em,UIE_RetT_OMOE_20mo_em,UIE_RetT_OMOE_NE_NS,UIE_RetT_Tot,UIE_AcFd_OMOE_Nil_em,UIE_AcFd_OMOE_1_19_em,UIE_AcFd_OMOE_20mo_em,UIE_AcFd_OMOE_NE_NS,UIE_AcFd_Tot,UIE_TPW_OMOE_Nil_em,UIE_TPW_OMOE_1_19_em,UIE_TPW_OMOE_20mo_em,UIE_TPW_OMOE_NE_NS,UIE_TPW_Tot,UIE_IMT_OMOE_Nil_em,UIE_IMT_OMOE_1_19_em,UIE_IMT_OMOE_20mo_em,UIE_IMT_OMOE_NE_NS,UIE_IMT_Tot,UIE_FinIns_OMOE_Nil_em,UIE_FinIns_OMOE_1_19_em,UIE_FinIns_OMOE_20mo_em,UIE_FinIns_OMOE_NE_NS,UIE_FinIns_Tot,UIE_RHRE_OMOE_Nil_em,UIE_RHRE_OMOE_1_19_em,UIE_RHRE_OMOE_20mo_em,UIE_RHRE_OMOE_NE_NS,UIE_RHRE_Tot,UIE_ProSTS_OMOE_Nil_em,UIE_ProSTS_OMOE_1_19_em,UIE_ProSTS_OMOE_20mo_em,UIE_ProSTS_OMOE_NE_NS,UIE_ProSTS_Tot,UIE_AdSup_OMOE_Nil_em,UIE_AdSup_OMOE_1_19_em,UIE_AdSup_OMOE_20mo_em,UIE_AdSup_OMOE_NE_NS,UIE_AdSup_Tot,UIE_PubAS_OMOE_Nil_em,UIE_PubAS_OMOE_1_19_em,UIE_PubAS_OMOE_20mo_em,UIE_PubAS_OMOE_NE_NS,UIE_PubAS_Tot,UIE_EdTrn_OMOE_Nil_em,UIE_EdTrn_OMOE_1_19_em,UIE_EdTrn_OMOE_20mo_em,UIE_EdTrn_OMOE_NE_NS,UIE_EdTrn_Tot,UIE_HC_SA_OMOE_Nil_em,UIE_HC_SA_OMOE_1_19_em,UIE_HC_SA_OMOE_20mo_em,UIE_HC_SA_OMOE_NE_NS,UIE_HC_SA_Tot,UIE_ArtsR_OMOE_Nil_em,UIE_ArtsR_OMOE_1_19_em,UIE_ArtsR_OMOE_20mo_em,UIE_ArtsR_OMOE_NE_NS,UIE_ArtsR_Tot,UIE_OthSvs_OMOE_Nil_em,UIE_OthSvs_OMOE_1_19_em,UIE_OthSvs_OMOE_20mo_em,UIE_OthSvs_OMOE_NE_NS,UIE_OthSvs_Tot
LGA50840,7,18,0,0,32,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,5,6,0,0,15,0,0,0,0,0,0,4,0,0,7,3,5,0,0,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,3,3,0,0,9,0,4,0,0,4,0,0,0,0,0,0,0,0,0,4,5,0,0,0,3,0,0,0,0,0,0,4,0,0,3,0,0,0,4,4,35,59,3,4,103,47,16,0,0,61,0,5,0,0,3,0,3,0,0,9,0,0,0,0,0,25,9,0,3,40,0,0,0,0,0,18,12,0,0,29,6,11,0,0,15,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,5,0,0,13,4,0,0,0,7,0,0,0,0,0,6,0,0,0,9,21,6,0,0,24,9,0,0,0,12,24,7,0,0,27
LGA50910,15,14,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,30,0,0,46,15,26,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
LGA50980,0,13,0,0,13,4,0,0,0,3,0,15,0,0,21,3,3,0,0,4,33,82,5,0,117,5,3,0,0,6,4,33,8,0,44,8,29,15,0,49,11,19,3,0,27,0,4,0,0,6,0,0,0,0,7,0,15,0,0,14,10,22,0,0,30,7,26,6,0,35,0,4,0,0,8,0,0,0,0,5,0,14,0,0,20,0,0,0,0,3,8,25,0,0,37,9,16,0,0,23,112,310,41,5,464,4,0,3,0,9,5,0,0,0,4,9,9,0,0,16,0,0,0,0,0,44,21,0,0,64,0,0,0,0,0,25,17,0,0,39,19,7,0,0,23,19,0,0,0,22,0,0,0,0,0,3,0,0,0,3,4,0,0,0,6,53,7,0,0,60,19,3,0,0,24,0,0,0,0,0,10,4,0,0,16,34,9,0,0,44,23,10,0,0,29,24,15,0,0,39
LGA51080,15,44,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,46,0,0,63,25,50,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
LGA51120,19,26,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,36,0,0,59,17,17,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,5,0,0,0,5,3,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,4,0,0,0
LGA51190,0,5,5,0,12,5,0,0,0,10,14,45,10,0,73,0,8,0,0,10,49,118,27,4,194,3,15,5,0,28,8,98,17,0,122,0,37,12,0,52,10,30,10,0,45,3,4,0,0,11,24,38,6,0,68,7,25,7,0,33,38,66,17,0,124,3,17,4,0,25,4,11,4,0,19,5,6,0,0,17,27,78,5,0,107,3,5,0,0,11,8,59,5,0,69,8,25,10,0,40,220,707,135,3,1066,3,3,0,0,8,4,0,0,0,4,38,25,0,0,60,0,0,0,0,5,130,61,3,0,200,8,10,0,0,18,41,53,0,0,91,18,28,5,0,50,31,8,0,0,40,3,0,0,0,3,19,8,0,0,23,5,5,0,0,15,69,24,3,0,97,49,12,0,0,60,0,3,0,0,8,36,9,0,0,44,119,48,0,0,164,27,3,0,0,33,93,73,0,0,170
LGA51260,29,53,4,0,80,9,7,0,0,19,24,66,6,0,102,0,4,0,0,4,68,173,4,5,246,13,19,0,0,28,7,87,5,0,107,16,80,48,0,139,13,20,0,0,33,0,0,0,0,4,15,31,0,0,46,11,28,6,0,48,54,66,4,0,116,13,34,13,0,57,0,0,0,0,0,7,4,0,0,18,26,36,3,0,61,6,12,0,0,19,20,46,0,0,66,18,36,0,0,50,336,798,111,5,1247,92,54,5,3,147,8,0,0,0,5,82,34,0,0,119,0,0,0,0,0,279,113,0,0,392,12,11,0,0,20,49,57,8,0,111,71,49,6,0,129,37,6,0,0,48,7,0,0,0,4,12,0,0,0,12,9,5,0,0,21,167,29,0,0,200,103,26,3,0,137,10,0,0,0,9,49,8,0,0,55,131,40,7,0,177,36,5,0,0,40,127,41,0,0,174
LGA51310,0,0,0,0,0,19,11,3,0,37,7,15,3,0,31,0,0,0,0,3,41,58,8,0,113,11,4,3,0,20,10,32,6,0,43,3,39,14,0,64,0,7,5,0,8,7,6,0,0,10,46,47,0,0,103,35,33,4,0,67,129,131,32,0,293,13,17,6,0,47,3,5,0,0,3,19,19,0,0,38,45,114,23,0,187,6,3,3,0,14,15,20,0,0,38,26,22,3,0,50,441,597,116,0,1154,4,0,0,0,7,5,0,0,0,7,16,0,0,0,17,0,0,0,0,0,81,18,0,0,105,0,0,0,0,0,36,16,0,0,48,11,29,0,0,41,7,0,0,0,12,10,0,0,0,15,23,10,0,0,34,10,9,0,0,23,154,17,0,0,171,45,8,0,0,54,3,0,0,0,3,66,11,0,0,72,198,94,10,5,303,45,5,0,0,47,61,16,0,0,77
LGA51330,13,15,5,0,25,33,32,27,0,83,44,184,90,0,318,10,22,5,0,37,125,290,37,0,453,26,174,50,0,254,62,189,32,0,281,10,110,24,0,152,182,148,20,0,350,10,25,0,0,30,34,37,0,0,78,27,70,15,0,108,126,162,19,0,309,24,59,6,0,87,9,16,3,0,26,18,36,5,0,60,54,94,24,0,175,9,17,3,0,26,63,169,14,0,248,72,161,35,4,275,955,2008,389,11,3369,6,4,0,0,6,20,0,0,0,23,95,46,5,0,144,7,0,0,0,6,270,62,7,0,336,27,22,5,0,55,92,57,10,0,160,46,57,3,0,108,434,20,6,0,460,18,0,0,0,22,31,7,0,0,36,22,10,0,0,37,177,26,4,0,204,130,15,0,0,146,8,0,0,0,10,156,17,0,0,176,234,55,7,0,298,42,3,4,0,48,233,79,0,0,311
LGA51400,9,14,0,5,25,0,4,3,0,8,4,0,3,0,6,0,0,0,0,0,7,32,4,0,47,0,5,0,0,8,0,12,5,0,14,0,9,4,0,10,6,6,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,12,4,0,0,16,3,5,0,0,12,0,0,0,0,0,7,0,0,0,4,8,7,0,0,13,0,6,0,0,7,0,4,0,0,3,0,0,0,0,3,70,119,15,5,205,38,22,0,0,67,0,0,0,0,0,6,7,0,0,10,0,0,0,0,5,55,17,0,0,80,3,0,0,0,4,15,4,0,0,16,7,4,0,0,18,11,0,0,0,7,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,26,5,0,0,32,26,10,0,0,36,0,0,0,0,0,18,4,0,0,24,29,3,0,0,30,20,8,0,0,24,29,9,0,0,34
LGA51470,0,10,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,6,19,0,0,28,15,7,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51540,17,31,0,0,54,0,0,0,0,6,3,4,0,0,5,0,0,0,0,0,6,28,0,0,33,0,3,0,0,3,4,11,0,0,17,5,14,0,0,10,4,4,0,0,8,0,0,0,0,0,0,0,0,0,5,0,4,0,0,7,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,3,5,0,0,12,0,5,0,0,5,44,126,6,0,175,78,48,0,3,129,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,12,6,0,0,20,0,0,0,0,0,5,8,0,0,18,3,9,0,0,12,4,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,3,11,5,0,0,13
LGA51610,11,25,4,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,15,45,4,0,60,25,15,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,3,0,0,0,3,4,0,0,0,4
LGA51680,10,11,0,0,23,0,4,0,0,4,10,0,3,0,12,0,0,0,0,0,13,25,0,0,39,3,3,0,0,3,0,0,0,0,8,0,0,0,0,0,3,3,0,0,12,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,9,9,0,0,13,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,3,0,5,0,5,0,0,0,0,0,6,6,0,0,8,6,3,0,0,5,56,71,7,0,138,60,25,0,3,85,0,0,0,0,0,12,3,0,0,11,0,0,0,0,0,20,7,0,0,29,0,0,0,0,3,4,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,0,0,3,8,0,0,0,8,0,0,0,0,0,10,3,0,0,11,12,0,0,0,12,6,4,0,0,6,10,0,0,0,11
LGA51710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,11,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,7,19,3,0,29,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,7,0,0,0,0,4,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,3,4,0,0,3
LGA51750,3,4,0,0,3,7,0,3,0,5,0,3,4,0,10,3,0,0,0,3,24,20,3,0,43,0,6,0,0,10,16,46,3,0,68,0,30,0,0,30,0,6,0,0,4,3,0,0,0,6,27,17,3,0,42,14,20,3,0,40,54,45,3,0,108,11,5,0,0,13,0,0,0,0,0,7,8,0,0,14,14,38,5,0,59,0,3,0,0,4,3,16,0,0,23,11,7,0,0,16,195,277,32,0,507,4,3,0,0,5,8,0,0,0,5,10,3,0,0,10,0,0,0,0,0,38,12,0,0,48,3,0,0,0,3,12,14,0,0,32,0,3,0,0,9,3,0,0,0,3,3,0,0,0,3,10,7,0,0,15,12,3,0,0,13,67,18,5,0,81,14,0,0,0,18,6,0,0,0,6,31,7,0,0,35,58,14,0,0,75,17,0,0,0,21,32,12,0,0,47
LGA51820,3,12,10,0,26,24,30,13,0,68,62,276,63,0,400,9,14,5,0,31,195,420,49,0,666,27,82,22,0,135,53,132,34,0,223,14,103,20,0,136,82,104,23,0,204,15,6,0,0,22,35,31,5,0,71,23,58,3,0,88,119,143,24,0,287,29,42,13,0,93,10,8,3,0,20,30,35,8,0,67,44,81,15,0,146,11,16,6,0,33,72,104,7,0,183,51,131,28,0,215,914,1844,349,5,3114,27,13,0,0,38,12,4,3,0,19,167,69,0,0,235,8,0,0,0,8,418,144,0,0,562,21,16,0,0,39,96,43,6,0,141,51,45,0,0,104,154,29,0,0,186,21,0,0,0,26,36,6,0,0,43,24,14,0,0,42,275,35,4,0,315,182,29,3,0,214,11,9,0,0,19,166,19,0,0,189,292,32,6,0,327,80,6,0,0,91,348,67,0,0,415
LGA51860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6
LGA51890,5,5,0,0,3,3,9,0,0,8,0,3,0,0,3,0,0,0,0,3,0,6,5,0,11,0,4,0,0,4,0,10,0,0,11,0,5,0,0,8,3,8,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,13,0,0,12,0,3,0,0,5,22,65,14,0,91,4,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,12,5,0,0,16,0,0,0,0,0,3,18,0,0,22,5,8,0,0,15,11,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,9,13,0,0,0,17,3,0,0,0,3,7,0,0,0,7,6,3,0,0,10,0,0,0,0,4,8,8,0,0,20
LGA51960,0,0,0,0,0,13,3,3,0,20,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,18,3,0,43,0,0,0,0,0,14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
LGA52030,6,23,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,34,0,0,45,22,13,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,4,4,0,0,5
LGA52100,15,27,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,18,33,4,0,62,29,21,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52170,0,0,0,0,8,5,4,0,0,10,5,6,0,0,11,4,0,0,0,4,16,17,0,0,35,0,0,0,0,5,4,26,0,0,35,0,12,8,0,22,3,0,0,0,3,6,3,0,0,9,25,21,4,0,47,16,10,0,0,23,53,51,3,0,105,6,3,0,0,9,0,5,0,0,4,0,0,0,0,3,3,14,3,0,25,5,3,0,0,5,3,4,0,0,11,9,10,0,0,22,160,197,29,0,388,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,35,11,0,0,46,0,0,0,0,0,14,8,0,0,19,6,3,0,0,13,3,0,0,0,3,5,0,0,0,5,7,5,0,0,9,7,4,0,0,11,51,0,0,0,54,7,0,0,0,14,0,0,0,0,0,20,0,0,0,25,52,5,0,0,62,9,0,0,0,5,27,10,0,0,36
LGA52240,11,23,0,0,35,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,35,5,0,49,30,62,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,4,0,0,0,4,3,0,0,0,3
LGA52310,7,18,0,0,27,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,3,17,33,0,0,45,11,19,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
