POW_LGA_CODE_2021,IE_AgFF_OMOE_Nil_em,IE_AgFF_OMOE_1_19_em,IE_AgFF_OMOE_20mo_em,IE_AgFF_OMOE_NE_NS,IE_AgFF_Tot,IE_Min_OMOE_Nil_em,IE_Min_OMOE_1_19_em,IE_Min_OMOE_20mo_em,IE_Min_OMOE_NE_NS,IE_Min_Tot,IE_Mnf_OMOE_Nil_em,IE_Mnf_OMOE_1_19_em,IE_Mnf_OMOE_20mo_em,IE_Mnf_OMOE_NE_NS,IE_Mnf_Tot,IE_EGWWS_OMOE_Nil_em,IE_EGWWS_OMOE_1_19_em,IE_EGWWS_OMOE_20mo_em,IE_EGWWS_OMOE_NE_NS,IE_EGWWS_Tot,IE_Const_OMOE_Nil_em,IE_Const_OMOE_1_19_em,IE_Const_OMOE_20mo_em,IE_Const_OMOE_NE_NS,IE_Const_Tot,IE_WST_OMOE_Nil_em,IE_WST_OMOE_1_19_em,IE_WST_OMOE_20mo_em,IE_WST_OMOE_NE_NS,IE_WST_Tot,IE_RetT_OMOE_Nil_em,IE_RetT_OMOE_1_19_em,IE_RetT_OMOE_20mo_em,IE_RetT_OMOE_NE_NS,IE_RetT_Tot,IE_AcFd_OMOE_Nil_em,IE_AcFd_OMOE_1_19_em,IE_AcFd_OMOE_20mo_em,IE_AcFd_OMOE_NE_NS,IE_AcFd_Tot,IE_TPW_OMOE_Nil_em,IE_TPW_OMOE_1_19_em,IE_TPW_OMOE_20mo_em,IE_TPW_OMOE_NE_NS,IE_TPW_Tot,IE_IMT_OMOE_Nil_em,IE_IMT_OMOE_1_19_em,IE_IMT_OMOE_20mo_em,IE_IMT_OMOE_NE_NS,IE_IMT_Tot,IE_FinIns_OMOE_Nil_em,IE_FinIns_OMOE_1_19_em,IE_FinIns_OMOE_20mo_em,IE_FinIns_OMOE_NE_NS,IE_FinIns_Tot,IE_RHRE_OMOE_Nil_em,IE_RHRE_OMOE_1_19_em,IE_RHRE_OMOE_20mo_em,IE_RHRE_OMOE_NE_NS,IE_RHRE_Tot,IE_ProSTS_OMOE_Nil_em,IE_ProSTS_OMOE_1_19_em,IE_ProSTS_OMOE_20mo_em,IE_ProSTS_OMOE_NE_NS,IE_ProSTS_Tot,IE_AdSup_OMOE_Nil_em,IE_AdSup_OMOE_1_19_em,IE_AdSup_OMOE_20mo_em,IE_AdSup_OMOE_NE_NS,IE_AdSup_Tot,IE_PubAS_OMOE_Nil_em,IE_PubAS_OMOE_1_19_em,IE_PubAS_OMOE_20mo_em,IE_PubAS_OMOE_NE_NS,IE_PubAS_Tot,IE_EdTrn_OMOE_Nil_em,IE_EdTrn_OMOE_1_19_em,IE_EdTrn_OMOE_20mo_em,IE_EdTrn_OMOE_NE_NS,IE_EdTrn_Tot,IE_HC_SA_OMOE_Nil_em,IE_HC_SA_OMOE_1_19_em,IE_HC_SA_OMOE_20mo_em,IE_HC_SA_OMOE_NE_NS,IE_HC_SA_Tot,IE_ArtsR_OMOE_Nil_em,IE_ArtsR_OMOE_1_19_em,IE_ArtsR_OMOE_20mo_em,IE_ArtsR_OMOE_NE_NS,IE_ArtsR_Tot,IE_OthSvs_OMOE_Nil_em,IE_OthSvs_OMOE_1_19_em,IE_OthSvs_OMOE_20mo_em,IE_OthSvs_OMOE_NE_NS,IE_OthSvs_Tot,IE_IDNS_OMOE_Nil_em,IE_IDNS_OMOE_1_19_em,IE_IDNS_OMOE_20mo_em,IE_IDNS_OMOE_NE_NS,IE_IDNS_Tot,IE_Tot_OMOE_Nil_em,IE_Tot_OMOE_1_19_em,IE_Tot_OMOE_20mo_em,IE_Tot_OMOE_NE_NS,IE_Tot_Tot,UIE_AgFF_OMOE_Nil_em,UIE_AgFF_OMOE_1_19_em,UIE_AgFF_OMOE_20mo_em,UIE_AgFF_OMOE_NE_NS,UIE_AgFF_Tot,UIE_Min_OMOE_Nil_em,UIE_Min_OMOE_1_19_em,UIE_Min_OMOE_20mo_em,UIE_Min_OMOE_NE_NS,UIE_Min_Tot,UIE_Mnf_OMOE_Nil_em,UIE_Mnf_OMOE_1_19_em,UIE_Mnf_OMOE_20mo_em,UIE_Mnf_OMOE_NE_NS,UIE_Mnf_Tot,UIE_EGWWS_OMOE_Nil_em,UIE_EGWWS_OMOE_1_19_em,UIE_EGWWS_OMOE_20mo_em,UIE_EGWWS_OMOE_NE_NS,UIE_EGWWS_Tot,UIE_Const_OMOE_Nil_em,UIE_Const_OMOE_1_19_em,UIE_Const_OMOE_20mo_em,UIE_Const_OMOE_NE_NS,UIE_Const_Tot,UIE_WST_OMOE_Nil_em,UIE_WST_OMOE_1_19_em,UIE_WST_OMOE_20mo_em,UIE_WST_OMOE_NE_NS,UIE_WST_Tot,UIE_RetT_OMOE_Nil_em,UIE_RetT_OMOE_1_19_em,UIE_RetT_OMOE_20mo_em,UIE_RetT_OMOE_NE_NS,UIE_RetT_Tot,UIE_AcFd_OMOE_Nil_em,UIE_AcFd_OMOE_1_19_em,UIE_AcFd_OMOE_20mo_em,UIE_AcFd_OMOE_NE_NS,UIE_AcFd_Tot,UIE_TPW_OMOE_Nil_em,UIE_TPW_OMOE_1_19_em,UIE_TPW_OMOE_20mo_em,UIE_TPW_OMOE_NE_NS,UIE_TPW_Tot,UIE_IMT_OMOE_Nil_em,UIE_IMT_OMOE_1_19_em,UIE_IMT_OMOE_20mo_em,UIE_IMT_OMOE_NE_NS,UIE_IMT_Tot,UIE_FinIns_OMOE_Nil_em,UIE_FinIns_OMOE_1_19_em,UIE_FinIns_OMOE_20mo_em,UIE_FinIns_OMOE_NE_NS,UIE_FinIns_Tot,UIE_RHRE_OMOE_Nil_em,UIE_RHRE_OMOE_1_19_em,UIE_RHRE_OMOE_20mo_em,UIE_RHRE_OMOE_NE_NS,UIE_RHRE_Tot,UIE_ProSTS_OMOE_Nil_em,UIE_ProSTS_OMOE_1_19_em,UIE_ProSTS_OMOE_20mo_em,UIE_ProSTS_OMOE_NE_NS,UIE_ProSTS_Tot,UIE_AdSup_OMOE_Nil_em,UIE_AdSup_OMOE_1_19_em,UIE_AdSup_OMOE_20mo_em,UIE_AdSup_OMOE_NE_NS,UIE_AdSup_Tot,UIE_PubAS_OMOE_Nil_em,UIE_PubAS_OMOE_1_19_em,UIE_PubAS_OMOE_20mo_em,UIE_PubAS_OMOE_NE_NS,UIE_PubAS_Tot,UIE_EdTrn_OMOE_Nil_em,UIE_EdTrn_OMOE_1_19_em,UIE_EdTrn_OMOE_20mo_em,UIE_EdTrn_OMOE_NE_NS,UIE_EdTrn_Tot,UIE_HC_SA_OMOE_Nil_em,UIE_HC_SA_OMOE_1_19_em,UIE_HC_SA_OMOE_20mo_em,UIE_HC_SA_OMOE_NE_NS,UIE_HC_SA_Tot,UIE_ArtsR_OMOE_Nil_em,UIE_ArtsR_OMOE_1_19_em,UIE_ArtsR_OMOE_20mo_em,UIE_ArtsR_OMOE_NE_NS,UIE_ArtsR_Tot,UIE_OthSvs_OMOE_Nil_em,UIE_OthSvs_OMOE_1_19_em,UIE_OthSvs_OMOE_20mo_em,UIE_OthSvs_OMOE_NE_NS,UIE_OthSvs_Tot
LGA54170,14,5,0,0,16,41,20,0,0,59,32,52,4,0,86,6,7,0,0,11,298,380,18,5,698,23,31,4,0,59,81,152,34,0,266,22,138,53,0,213,37,26,0,0,62,24,14,0,0,33,106,79,0,0,185,54,55,10,0,117,319,235,11,0,565,51,62,6,0,111,17,9,0,0,27,42,29,9,0,80,118,187,44,0,345,18,29,0,0,44,78,140,7,0,227,82,78,3,0,170,1450,1729,187,7,3372,13,3,0,0,21,29,0,0,0,29,104,24,0,0,128,9,0,0,0,9,665,159,0,6,830,30,11,0,0,38,157,65,3,0,222,64,84,5,0,147,129,14,0,0,141,35,0,0,0,36,70,10,0,0,77,60,12,0,0,70,502,54,6,0,558,285,33,0,3,323,18,4,0,0,19,243,33,0,0,271,531,101,14,4,648,117,18,0,0,134,504,80,0,0,582
LGA54200,14,21,0,0,35,14,10,7,0,34,13,39,23,0,69,7,9,0,0,18,106,121,9,0,237,9,8,11,0,26,20,60,16,0,97,13,37,12,0,58,97,81,10,0,183,6,0,0,0,9,22,10,0,0,32,5,30,0,0,38,78,60,0,0,137,10,24,0,0,34,3,0,0,0,6,10,4,3,0,18,22,47,10,0,79,7,10,0,0,11,36,37,0,0,70,31,19,4,0,56,514,614,114,0,1253,27,18,0,0,51,13,4,0,0,15,52,10,0,0,63,3,0,0,0,3,186,49,0,0,236,12,5,0,0,18,54,30,0,0,88,14,25,0,0,45,138,20,0,0,155,9,0,0,0,9,13,0,0,0,15,13,4,0,0,18,142,21,0,0,165,91,14,0,0,101,9,0,0,0,9,69,8,0,0,82,129,31,0,0,166,38,5,0,0,39,119,47,0,0,170
LGA54280,0,4,0,0,3,43,70,23,0,141,8,37,3,0,49,0,10,0,0,10,24,98,13,0,135,9,14,0,0,20,14,44,6,0,61,7,23,4,0,35,18,29,0,0,51,0,0,0,0,0,0,10,0,0,8,0,14,4,0,14,20,40,0,0,63,12,9,7,0,23,0,3,0,0,3,5,9,3,0,13,10,21,4,0,32,0,0,0,0,0,19,61,10,0,93,15,19,0,0,38,202,503,84,0,791,0,4,0,0,4,27,6,0,0,35,13,16,0,0,22,0,0,0,0,4,56,23,0,0,84,0,3,0,0,0,17,14,5,0,34,14,18,0,0,34,33,10,0,0,42,0,0,0,0,0,0,0,0,0,0,3,4,3,0,13,25,6,0,0,26,18,7,0,0,32,0,0,0,0,0,9,6,0,0,13,45,0,0,0,47,8,0,0,0,11,46,26,0,0,75
LGA54310,0,0,0,0,4,20,15,4,0,37,10,9,0,0,26,0,0,0,0,0,31,54,10,0,96,0,0,0,0,4,0,18,0,0,18,3,11,4,0,23,22,30,7,0,57,0,0,0,0,0,0,3,0,0,3,0,13,0,0,13,12,20,0,0,28,3,12,7,0,23,0,0,0,0,5,5,0,0,0,5,6,13,0,0,20,0,0,0,0,0,10,27,0,0,38,7,9,3,0,22,138,231,46,0,413,3,3,0,0,7,9,0,0,0,9,7,0,0,0,12,0,0,0,0,0,43,8,0,0,51,3,0,0,0,3,5,11,0,0,14,15,10,0,0,20,16,5,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,22,0,0,0,20,11,10,0,0,21,0,0,0,0,0,6,3,0,0,14,23,4,0,6,31,10,0,0,0,7,49,9,0,0,52
LGA54340,4,22,0,0,31,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,11,0,0,10,0,0,0,0,0,0,11,0,0,8,4,7,0,0,7,0,3,0,0,4,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,5,0,0,8,0,3,0,0,7,20,70,3,0,99,33,31,0,0,59,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,12,5,0,0,17,0,0,0,0,0,8,7,0,0,17,6,6,0,0,6,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,4,0,0,0,0,0,3,0,0,0,3,5,0,0,0,3,0,0,0,0,0,8,11,0,0,19
LGA54410,4,20,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,11,26,0,0,44,14,11,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54480,11,30,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,39,0,0,44,16,28,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54550,25,43,0,5,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,6,0,3,0,0,3,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,5,0,0,9,4,5,0,0,7,37,61,5,5,105,43,71,0,5,117,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,0,0,6,0,6,0,0,6,0,4,0,0,8,0,5,0,0,5,7,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0
LGA54620,12,41,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,8,0,0,0,0,0,0,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,53,0,0,75,20,31,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,7,0,8,0,0,8,8,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,5,0,0,0,0
LGA54690,13,10,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,0,0,26,11,9,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54760,13,36,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,0,0,0,0,16,49,0,0,66,21,33,0,0,61,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8
LGA54830,0,15,0,0,14,3,17,0,0,21,17,32,15,0,59,5,0,6,0,9,44,73,12,0,126,0,0,6,0,11,9,28,0,0,36,3,20,5,0,29,21,20,3,0,49,0,0,0,0,4,7,0,0,0,7,0,18,0,0,18,17,17,0,0,33,4,7,4,0,18,0,4,0,0,5,5,0,0,0,8,14,15,6,0,32,4,4,0,0,5,6,21,0,0,32,20,14,3,0,34,173,308,50,0,534,10,0,0,0,15,9,0,0,0,9,42,13,0,4,48,0,6,0,0,10,144,51,0,0,194,0,4,0,0,3,32,12,0,0,44,6,14,0,0,27,63,5,0,0,71,7,0,0,0,10,4,0,0,0,4,3,4,0,0,7,54,3,0,0,59,69,13,0,0,78,3,0,0,0,4,22,3,0,0,27,47,3,0,0,56,13,0,0,0,18,88,15,0,0,103
LGA54900,16,57,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,9,0,0,0,13,0,3,0,0,3,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,36,73,0,0,103,40,73,0,3,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,11,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,9,0,0,0,9
LGA54970,0,0,0,0,0,3,8,0,0,8,0,0,0,0,0,0,0,0,0,0,4,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,23,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55040,0,0,0,0,0,3,4,0,0,11,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,14,18,6,0,30,4,4,0,4,10,11,0,0,0,12,4,0,0,0,4,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
LGA55110,10,4,0,0,13,9,6,0,0,19,21,60,8,0,88,9,3,0,0,7,98,156,3,0,261,7,19,0,0,25,37,88,21,0,146,8,46,25,0,88,38,26,3,0,64,5,3,0,0,10,29,24,0,0,58,17,31,3,0,57,59,76,4,0,136,14,22,7,0,45,5,11,0,0,15,8,14,0,0,26,43,94,13,0,158,7,20,0,0,25,31,64,4,0,101,33,37,3,3,77,477,813,108,6,1406,18,4,0,0,17,6,0,0,0,7,57,29,0,0,82,0,0,0,0,5,303,123,0,0,428,7,9,0,0,19,80,66,9,0,153,42,47,0,0,88,80,10,0,0,88,6,3,0,0,9,21,0,0,0,25,20,6,0,0,27,119,23,7,0,149,159,25,0,0,188,4,0,0,0,8,81,11,0,0,91,253,31,5,0,288,40,4,0,0,39,222,67,0,0,293
LGA55180,26,89,18,0,139,0,0,0,0,0,4,13,3,0,20,0,0,0,0,0,13,29,0,0,41,0,10,0,0,10,0,17,8,0,29,6,21,0,0,34,9,9,5,0,17,0,0,0,0,0,0,3,0,0,0,0,5,0,0,5,6,10,0,0,18,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,3,8,0,0,12,5,6,0,0,8,68,218,39,0,328,117,71,5,0,184,0,0,0,0,0,15,8,0,0,18,0,0,0,0,3,34,18,0,0,47,5,0,0,0,5,13,23,0,0,34,16,11,5,0,27,11,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,10,22,4,0,0,23,0,0,0,0,0,10,0,0,0,5,22,0,0,0,24,12,0,0,0,12,32,14,0,0,47
LGA55250,0,6,0,0,8,10,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,3,0,0,3,4,4,0,0,8,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,16,0,0,39,8,5,0,0,15,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
LGA55320,7,3,0,0,15,33,27,3,0,69,25,62,3,0,96,4,5,0,0,7,150,220,24,0,392,15,40,0,0,52,62,116,34,0,213,16,110,24,0,145,41,25,6,0,76,13,11,0,0,30,65,66,0,0,127,60,87,3,0,150,267,253,14,0,527,33,39,5,0,76,7,12,0,0,23,41,40,8,0,92,87,248,36,0,364,16,25,6,0,47,55,119,4,0,176,74,62,11,0,145,1068,1567,181,8,2828,9,7,0,0,15,28,3,0,0,29,77,10,0,0,85,3,10,0,0,9,286,52,0,0,339,26,0,0,0,23,95,60,8,0,170,24,53,0,0,79,100,4,0,0,104,32,0,0,0,29,60,21,4,0,81,46,18,0,0,56,369,52,0,0,427,127,18,0,0,146,7,8,0,0,10,197,23,0,0,219,434,110,9,0,554,74,11,0,0,86,268,75,0,0,346
LGA55390,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,0,10,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55460,7,32,0,0,35,0,3,0,0,3,0,4,0,0,4,0,0,0,0,0,6,10,0,0,15,0,0,0,0,5,0,8,0,0,6,0,9,0,0,9,4,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,9,0,0,8,0,5,0,0,3,22,88,0,0,111,15,18,0,0,42,0,0,0,0,0,6,5,0,0,3,0,0,0,0,0,9,9,0,0,15,0,0,0,0,0,3,5,0,0,5,0,3,0,0,5,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,10
LGA55530,3,26,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,27,0,0,31,0,18,0,0,24,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55600,18,37,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,13,0,0,0,0,0,0,7,0,0,13,0,4,0,0,4,0,11,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,27,82,3,0,107,29,26,0,0,62,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,11,0,0,0,15,0,0,0,0,0,0,6,0,0,9,0,0,0,0,6,6,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,5,0,0,0,4
LGA55670,4,25,0,0,25,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,31,3,0,42,17,14,0,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55740,0,3,0,0,3,0,0,0,0,9,0,0,3,0,6,0,0,0,0,0,10,17,5,0,27,4,0,0,0,5,3,9,4,0,9,0,13,7,0,11,5,0,0,0,6,0,0,0,0,0,9,0,0,0,9,13,10,0,0,16,42,16,5,0,64,8,7,0,0,12,0,0,0,0,3,3,0,0,0,3,9,8,0,0,22,0,0,0,0,8,0,8,0,0,10,9,0,0,0,11,120,92,27,0,238,3,0,0,0,6,6,0,0,0,6,5,0,0,0,5,0,0,0,0,0,39,3,0,0,40,5,0,0,0,5,5,4,5,0,7,7,3,0,0,10,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0,0,12,44,3,0,0,51,12,5,0,0,17,3,0,0,0,3,16,0,0,0,16,25,9,0,0,36,5,0,0,0,5,16,0,0,0,20
