POW_LGA_CODE_2021,Tot_16_Other_FT,Tot_16_Other_PT,Tot_16_Other_NS,Tot_16_Other_Tot,Tot_16_Not_Stated,Tot_16_Tot,Tot_17_TertVE_TPTP_FT,Tot_17_TertVE_TPTP_PT,Tot_17_TertVE_TPTP_NS,Tot_17_TertVE_TPTP_Tot,Tot_17_TertUni_or_OHE_FT,Tot_17_TertUni_or_OHE_PT,Tot_17_TertUni_or_OHE_NS,Tot_17_TertUni_or_OHE_Tot,Tot_17_Other_FT,Tot_17_Other_PT,Tot_17_Other_NS,Tot_17_Other_Tot,Tot_17_Not_Stated,Tot_17_Tot,Tot_18_TertVE_TPTP_FT,Tot_18_TertVE_TPTP_PT,Tot_18_TertVE_TPTP_NS,Tot_18_TertVE_TPTP_Tot,Tot_18_TertUni_or_OHE_FT,Tot_18_TertUni_or_OHE_PT,Tot_18_TertUni_or_OHE_NS,Tot_18_TertUni_or_OHE_Tot,Tot_18_Other_FT,Tot_18_Other_PT,Tot_18_Other_NS,Tot_18_Other_Tot,Tot_18_Not_Stated,Tot_18_Tot,Tot_19_TertVE_TPTP_FT,Tot_19_TertVE_TPTP_PT,Tot_19_TertVE_TPTP_NS,Tot_19_TertVE_TPTP_Tot,Tot_19_TertUni_or_OHE_FT,Tot_19_TertUni_or_OHE_PT,Tot_19_TertUni_or_OHE_NS,Tot_19_TertUni_or_OHE_Tot,Tot_19_Other_FT,Tot_19_Other_PT,Tot_19_Other_NS,Tot_19_Other_Tot,Tot_19_Not_Stated,Tot_19_Tot,Tot_20_24_TertVE_TPTP_FT,Tot_20_24_TertVE_TPTP_PT,Tot_20_24_TertVE_TPTP_NS,Tot_20_24_TertVE_TPTP_Tot,Tot_20_24_TertUni_or_OHE_FT,Tot_20_24_TertUni_or_OHE_PT,Tot_20_24_TertUni_or_OHE_NS,Tot_20_24_TertUni_or_OHE_Tot,Tot_20_24_Other_FT,Tot_20_24_Other_PT,Tot_20_24_Other_NS,Tot_20_24_Other_Tot,Tot_20_24_Not_Stated,Tot_20_24_Tot,Tot_25_29_TertVE_TPTP_FT,Tot_25_29_TertVE_TPTP_PT,Tot_25_29_TertVE_TPTP_NS,Tot_25_29_TertVE_TPTP_Tot,Tot_25_29_TertUni_or_OHE_FT,Tot_25_29_TertUni_or_OHE_PT,Tot_25_29_TertUni_or_OHE_NS,Tot_25_29_TertUni_or_OHE_Tot,Tot_25_29_Other_FT,Tot_25_29_Other_PT,Tot_25_29_Other_NS,Tot_25_29_Other_Tot,Tot_25_29_Not_Stated,Tot_25_29_Tot,Tot_30ov_TertVE_TPTP_FT,Tot_30ov_TertVE_TPTP_PT,Tot_30ov_TertVE_TPTP_NS,Tot_30ov_TertVE_TPTP_Tot,Tot_30ov_TertUni_or_OHE_FT,Tot_30ov_TertUni_or_OHE_PT,Tot_30ov_TertUni_or_OHE_NS,Tot_30ov_TertUni_or_OHE_Tot,Tot_30ov_Other_FT,Tot_30ov_Other_PT,Tot_30ov_Other_NS,Tot_30ov_Other_Tot,Tot_30ov_Not_Stated,Tot_30ov_Tot,Tot_Tot_TertVE_TPTP_FT,Tot_Tot_TertVE_TPTP_PT,Tot_Tot_TertVE_TPTP_NS,Tot_Tot_TertVE_TPTP_Tot,Tot_Tot_TertUni_or_OHE_FT,Tot_Tot_TertUni_or_OHE_PT,Tot_Tot_TertUni_or_OHE_NS,Tot_Tot_TertUni_or_OHE_Tot,Tot_Tot_Other_FT,Tot_Tot_Other_PT,Tot_Tot_Other_NS,Tot_Tot_Other_Tot,Tot_Tot_Not_Stated,Tot_Tot_Tot
LGA57280,57,0,0,57,4,66,0,7,0,9,0,0,0,0,42,0,0,42,0,53,3,16,0,20,4,0,0,4,15,0,0,15,0,34,3,9,0,18,0,4,0,4,0,0,0,4,0,20,20,46,0,64,11,8,0,22,3,0,0,3,0,89,6,48,0,58,21,31,0,46,3,4,0,7,0,115,30,190,0,223,30,127,0,159,22,45,0,71,33,483,70,315,0,385,68,167,0,233,205,53,0,257,44,925
LGA57350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,7,0,0,0,0,0,0,0,5,0,12
LGA57420,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,10,0,5,0,5,0,0,0,6,0,0,0,0,0,10,0,22,0,22,3,17,0,21,0,8,0,10,14,70,6,41,0,42,8,21,0,29,9,8,0,19,14,104
LGA57490,478,0,0,478,0,529,14,42,0,59,5,0,0,5,576,0,0,576,0,646,32,62,0,95,180,38,0,216,74,5,0,80,0,390,31,66,0,99,206,24,0,233,6,3,0,12,0,345,114,192,3,306,558,159,0,717,19,19,0,44,11,1080,46,120,0,172,143,136,4,280,14,20,0,35,11,491,93,368,0,458,158,492,0,653,19,156,0,182,76,1373,357,882,9,1241,1250,848,7,2101,1626,214,0,1840,108,5302
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA57700,101,0,0,102,0,107,3,9,0,14,0,0,0,0,96,0,0,96,0,106,12,15,0,26,24,0,0,33,19,0,0,19,0,72,3,12,0,12,32,3,0,34,4,0,0,4,0,46,15,43,0,59,90,23,0,120,0,8,0,8,0,185,16,22,0,37,11,16,0,29,0,5,0,10,0,82,10,76,0,94,28,63,0,92,6,23,0,35,16,226,61,190,0,255,192,111,0,301,314,34,0,351,17,919
LGA57770,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,4,6,0,9,0,9,5,7,0,8,0,0,0,3,8,27,0,12,0,12,7,7,0,13,8,0,0,12,18,45
LGA57840,119,0,0,119,0,124,0,3,0,6,0,0,0,0,115,0,0,115,0,117,12,3,0,15,115,7,0,120,15,0,0,15,0,151,9,10,0,21,158,8,0,164,4,0,0,0,0,187,67,54,0,121,491,80,0,572,19,4,0,23,5,721,42,46,0,80,138,66,0,203,14,16,0,22,3,322,52,171,0,227,127,219,3,350,30,75,0,107,19,707,182,297,0,473,1037,379,3,1418,381,94,0,482,32,2402
LGA57910,628,0,0,628,0,661,14,24,0,39,10,0,0,9,821,0,0,821,0,875,69,88,0,155,526,45,0,577,108,13,0,118,3,852,64,120,0,188,695,73,0,767,16,6,0,22,0,983,361,464,0,831,2241,530,0,2771,70,38,0,105,15,3735,231,252,6,486,571,391,0,967,51,53,0,99,22,1580,353,856,4,1217,617,1061,8,1676,111,392,4,502,126,3531,1104,1832,11,2945,4656,2102,12,6766,2257,506,4,2763,183,12674
LGA57980,103,0,0,103,0,108,0,3,0,9,8,0,0,9,111,0,0,111,0,121,9,11,0,16,101,4,0,103,21,0,0,21,0,141,11,10,0,20,121,19,0,147,5,0,0,5,0,169,44,51,0,99,555,128,0,685,17,16,0,36,6,820,49,46,0,93,134,115,0,251,9,26,0,39,8,394,62,201,0,268,142,376,0,518,26,104,0,131,27,941,182,325,4,510,1067,645,0,1712,380,145,3,531,29,2787
LGA58050,588,4,0,596,0,632,13,30,0,36,6,4,0,11,732,0,0,732,6,778,75,105,0,180,351,41,0,396,137,12,0,148,0,720,70,130,0,195,364,56,0,417,11,6,0,16,5,640,220,354,4,581,1213,313,3,1526,52,29,3,83,11,2213,129,206,0,335,316,219,0,534,34,46,0,81,11,973,190,676,6,874,321,754,5,1076,79,260,4,349,134,2439,721,1525,13,2254,2577,1380,9,3968,2084,365,5,2455,169,8862
LGA58190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4
LGA58260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,7,0,4,3,0,0,4,0,0,0,0,5,14
LGA58330,7,0,0,7,0,12,0,0,0,0,0,0,0,0,4,0,0,4,0,7,0,3,0,5,0,0,0,0,0,0,0,0,0,7,0,8,0,8,0,0,0,0,0,0,0,0,0,8,0,6,0,6,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,16,7,6,0,10,0,6,0,6,5,41,6,30,0,36,3,6,0,16,22,11,0,31,7,85
LGA58400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,7,0,0,0,3,0,9
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,3,0,3,0,0,0,0,0,9,0,6,0,3,0,3,0,3,0,0,0,0,0,7
LGA58510,182,0,0,182,0,186,3,7,0,13,5,0,0,5,211,0,0,211,0,225,26,36,0,52,151,10,0,159,27,0,0,27,0,247,34,30,0,63,256,35,0,296,12,0,0,14,0,371,161,142,0,304,1166,247,0,1418,37,25,0,63,8,1799,128,97,0,225,387,179,3,567,36,22,0,58,4,855,188,373,4,563,343,578,0,923,82,136,3,217,56,1762,539,685,7,1232,2310,1054,7,3368,712,184,4,897,72,5576
LGA58540,6,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,8,0,0,6,3,0,0,3,5,13
LGA58570,149,0,0,149,4,161,8,5,0,6,0,0,0,0,151,0,0,149,0,164,12,14,0,30,129,3,0,137,18,4,0,23,0,185,14,32,0,45,170,20,0,187,3,0,0,7,0,239,116,83,0,199,655,166,0,827,27,23,0,53,3,1085,93,85,0,172,207,132,0,340,30,40,0,68,4,588,142,315,0,460,204,400,3,609,32,137,0,174,35,1274,383,538,0,920,1367,725,8,2095,503,203,6,714,47,3778
LGA58610,6,0,0,6,0,4,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,5,0,0,0,0,0,0,0,7,0,7,0,7,0,0,0,0,0,0,0,5,0,16,6,9,0,19,4,3,0,6,14,4,0,17,4,51
LGA58680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,3,0,0,4,0,8
LGA58760,661,0,0,661,6,693,25,34,0,62,5,0,0,5,725,0,0,728,3,794,64,110,0,176,289,41,0,331,102,11,0,106,0,618,50,125,0,177,342,37,0,385,15,5,0,23,0,585,202,347,0,548,1086,265,0,1348,48,37,0,81,10,1991,113,164,0,272,221,130,0,353,17,45,0,55,11,705,171,542,4,723,251,433,8,686,64,215,3,276,94,1785,646,1349,3,2003,2192,909,6,3108,2139,307,3,2453,139,7709
LGA58820,11,0,0,11,0,17,0,0,0,0,0,0,0,0,13,0,0,13,0,17,0,7,0,12,6,0,0,6,0,0,0,0,0,15,3,11,0,14,0,0,0,0,0,0,0,0,0,13,11,22,0,36,7,4,0,11,0,0,0,0,4,46,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,31,0,30,4,21,0,21,0,8,0,9,11,72,23,69,0,90,16,23,0,36,29,8,0,37,17,180
LGA58890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,3,0,0,0,6,0,0,0,4,0,12
LGA59030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,5,0,0,0,3,0,0,0,0,0,8,4,3,0,8,0,0,0,3,0,0,0,0,0,14
LGA59100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8,0,0,0,0,0,0,0,0,7,16
LGA59170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,9,0,0,0,0,3,16,0,5,0,5,9,3,0,13,3,0,0,3,3,27
LGA59250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,3,3,0,3,0,3,0,3,0,13,6,5,0,7,0,3,0,7,0,0,0,0,4,21,3,18,0,21,0,18,0,18,0,0,0,0,3,45,9,30,0,38,3,22,0,28,9,9,0,12,7,87
LGA59310,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,6,11,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,13,0,14,0,3,0,3,0,0,0,0,0,19,9,25,0,29,0,3,0,7,5,0,0,4,6,37
LGA59320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,5,14
LGA59330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,3,0,3,0,0,0,0,0,5,0,6,0,6,0,3,0,6,0,0,0,0,0,11
LGA59340,19,0,0,19,0,22,0,4,0,11,0,0,0,0,10,0,0,10,0,21,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,9,0,9,6,5,0,10,0,0,0,0,0,20,4,19,0,20,12,14,0,26,0,0,0,0,5,52,5,49,0,51,7,51,0,61,0,11,0,14,6,143,9,86,0,99,27,75,0,103,46,12,0,62,16,282
LGA59350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,3,7,3,0,7,0,3,0,3,0,15,3,7,0,13,4,8,0,14,0,6,0,6,3,29
LGA59360,5,0,0,5,0,5,0,0,0,0,0,0,0,0,8,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,12,0,3,0,3,0,0,0,0,0,0,0,0,0,8,0,12,0,13,0,4,0,4,0,4,0,7,9,34,5,22,0,24,0,11,0,12,10,9,0,17,9,64
LGA59370,8,0,0,8,0,7,0,0,0,0,0,0,0,0,16,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,10,0,0,10,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,7,0,12,0,10,0,10,0,0,0,0,4,29,3,18,0,21,11,17,0,25,37,0,0,36,4,86
LGA59499,142,0,0,146,0,171,6,63,0,66,0,0,0,0,167,0,0,167,6,243,29,95,0,124,127,17,0,143,32,5,0,34,3,307,42,122,0,164,191,20,0,213,0,3,0,3,5,386,207,319,0,530,921,212,0,1131,39,25,0,65,24,1745,137,175,0,315,329,150,0,483,27,39,0,66,15,878,248,674,0,922,334,441,4,785,72,263,4,344,198,2250,681,1467,8,2160,1905,834,7,2751,606,330,5,941,251,6106
LGA59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,0,0,0,0,6,6,19,0,28,0,15,0,15,0,6,0,8,5,57,4,24,0,32,5,20,0,26,3,8,0,12,3,74
