POW_LGA_CODE_2021,Tot_16_Other_FT,Tot_16_Other_PT,Tot_16_Other_NS,Tot_16_Other_Tot,Tot_16_Not_Stated,Tot_16_Tot,Tot_17_TertVE_TPTP_FT,Tot_17_TertVE_TPTP_PT,Tot_17_TertVE_TPTP_NS,Tot_17_TertVE_TPTP_Tot,Tot_17_TertUni_or_OHE_FT,Tot_17_TertUni_or_OHE_PT,Tot_17_TertUni_or_OHE_NS,Tot_17_TertUni_or_OHE_Tot,Tot_17_Other_FT,Tot_17_Other_PT,Tot_17_Other_NS,Tot_17_Other_Tot,Tot_17_Not_Stated,Tot_17_Tot,Tot_18_TertVE_TPTP_FT,Tot_18_TertVE_TPTP_PT,Tot_18_TertVE_TPTP_NS,Tot_18_TertVE_TPTP_Tot,Tot_18_TertUni_or_OHE_FT,Tot_18_TertUni_or_OHE_PT,Tot_18_TertUni_or_OHE_NS,Tot_18_TertUni_or_OHE_Tot,Tot_18_Other_FT,Tot_18_Other_PT,Tot_18_Other_NS,Tot_18_Other_Tot,Tot_18_Not_Stated,Tot_18_Tot,Tot_19_TertVE_TPTP_FT,Tot_19_TertVE_TPTP_PT,Tot_19_TertVE_TPTP_NS,Tot_19_TertVE_TPTP_Tot,Tot_19_TertUni_or_OHE_FT,Tot_19_TertUni_or_OHE_PT,Tot_19_TertUni_or_OHE_NS,Tot_19_TertUni_or_OHE_Tot,Tot_19_Other_FT,Tot_19_Other_PT,Tot_19_Other_NS,Tot_19_Other_Tot,Tot_19_Not_Stated,Tot_19_Tot,Tot_20_24_TertVE_TPTP_FT,Tot_20_24_TertVE_TPTP_PT,Tot_20_24_TertVE_TPTP_NS,Tot_20_24_TertVE_TPTP_Tot,Tot_20_24_TertUni_or_OHE_FT,Tot_20_24_TertUni_or_OHE_PT,Tot_20_24_TertUni_or_OHE_NS,Tot_20_24_TertUni_or_OHE_Tot,Tot_20_24_Other_FT,Tot_20_24_Other_PT,Tot_20_24_Other_NS,Tot_20_24_Other_Tot,Tot_20_24_Not_Stated,Tot_20_24_Tot,Tot_25_29_TertVE_TPTP_FT,Tot_25_29_TertVE_TPTP_PT,Tot_25_29_TertVE_TPTP_NS,Tot_25_29_TertVE_TPTP_Tot,Tot_25_29_TertUni_or_OHE_FT,Tot_25_29_TertUni_or_OHE_PT,Tot_25_29_TertUni_or_OHE_NS,Tot_25_29_TertUni_or_OHE_Tot,Tot_25_29_Other_FT,Tot_25_29_Other_PT,Tot_25_29_Other_NS,Tot_25_29_Other_Tot,Tot_25_29_Not_Stated,Tot_25_29_Tot,Tot_30ov_TertVE_TPTP_FT,Tot_30ov_TertVE_TPTP_PT,Tot_30ov_TertVE_TPTP_NS,Tot_30ov_TertVE_TPTP_Tot,Tot_30ov_TertUni_or_OHE_FT,Tot_30ov_TertUni_or_OHE_PT,Tot_30ov_TertUni_or_OHE_NS,Tot_30ov_TertUni_or_OHE_Tot,Tot_30ov_Other_FT,Tot_30ov_Other_PT,Tot_30ov_Other_NS,Tot_30ov_Other_Tot,Tot_30ov_Not_Stated,Tot_30ov_Tot,Tot_Tot_TertVE_TPTP_FT,Tot_Tot_TertVE_TPTP_PT,Tot_Tot_TertVE_TPTP_NS,Tot_Tot_TertVE_TPTP_Tot,Tot_Tot_TertUni_or_OHE_FT,Tot_Tot_TertUni_or_OHE_PT,Tot_Tot_TertUni_or_OHE_NS,Tot_Tot_TertUni_or_OHE_Tot,Tot_Tot_Other_FT,Tot_Tot_Other_PT,Tot_Tot_Other_NS,Tot_Tot_Other_Tot,Tot_Tot_Not_Stated,Tot_Tot_Tot
LGA50840,20,0,0,20,0,22,0,3,0,3,0,0,0,0,15,0,0,15,0,18,0,5,0,3,5,0,0,0,6,0,0,6,0,8,0,3,0,4,0,0,0,0,0,0,0,0,0,4,3,15,0,15,3,9,0,11,0,0,0,0,0,30,0,3,0,3,4,0,0,7,0,0,0,0,0,12,5,27,0,33,4,12,0,17,4,8,0,7,15,70,6,54,0,63,16,24,0,33,60,6,0,65,15,178
LGA50910,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,5,0,5,0,5,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,9,0,4,0,4,0,0,0,0,0,7,4,9,0,8,3,10,0,8,3,0,0,3,0,27
LGA50980,68,0,0,68,3,76,4,5,0,3,0,0,0,0,68,0,0,68,4,72,0,3,0,9,0,3,0,4,13,0,0,13,0,19,4,6,0,13,5,0,0,9,3,0,0,3,0,23,7,33,0,41,29,21,0,45,0,3,0,4,7,97,11,24,0,32,8,38,0,48,9,5,0,11,12,104,17,150,0,168,58,155,0,210,5,31,0,39,44,461,39,234,0,278,102,218,0,321,217,39,0,252,67,921
LGA51080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,5,13,0,8,0,8,0,3,0,4,4,0,0,4,6,20
LGA51120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,4,0,4,0,7,0,5,0,0,0,0,4,11,5,8,0,15,3,8,0,10,5,0,0,5,4,30
LGA51190,253,0,0,253,0,271,16,32,0,48,0,0,0,0,266,0,0,269,0,316,20,53,0,69,17,13,0,26,40,7,0,46,3,144,24,52,0,77,43,15,0,57,0,0,0,3,3,137,49,158,0,211,139,60,0,194,8,13,0,24,7,433,25,75,0,98,43,69,0,115,4,9,0,13,0,228,81,288,0,372,114,395,0,506,13,87,0,104,71,1047,223,671,0,899,350,547,0,899,751,126,0,877,88,2756
LGA51260,240,0,0,240,0,252,3,14,0,20,0,0,0,0,254,0,0,256,0,284,22,40,0,59,15,0,0,19,43,0,0,43,5,118,7,29,0,40,16,5,0,16,0,0,0,0,4,61,32,92,0,120,72,29,0,105,0,8,0,11,3,234,16,40,0,58,34,30,0,63,5,11,0,21,0,146,59,211,5,279,64,191,0,251,5,76,0,85,52,659,145,438,5,589,194,254,0,451,798,102,3,905,68,2015
LGA51310,115,0,0,115,0,120,3,4,0,4,0,0,0,0,104,0,0,104,0,111,11,8,0,13,129,0,0,135,17,0,0,19,0,161,8,13,0,20,146,15,0,155,0,3,0,3,0,181,45,45,0,92,464,123,0,589,10,4,0,17,0,695,44,32,0,73,100,94,0,194,5,13,0,21,7,296,57,148,0,213,116,263,0,378,12,75,0,84,14,688,178,253,0,422,951,498,0,1453,358,94,0,458,18,2356
LGA51330,381,0,0,381,3,412,15,27,0,37,7,0,0,7,438,0,0,439,0,483,54,68,0,121,395,34,3,431,63,0,0,64,5,623,65,102,0,164,430,54,0,489,4,6,0,11,0,665,293,370,0,662,1551,343,0,1897,52,38,0,91,16,2673,167,206,0,375,352,206,0,558,54,52,0,110,17,1060,233,678,3,917,321,582,0,908,115,250,6,368,111,2305,852,1460,6,2319,3059,1220,13,4285,1408,349,8,1767,148,8525
LGA51400,57,0,0,57,0,61,0,4,0,3,0,0,0,0,53,0,0,53,0,60,0,8,0,16,9,0,0,9,13,0,0,11,0,31,3,6,0,13,3,0,0,5,0,0,0,0,0,20,4,14,0,20,19,6,0,24,0,5,0,5,0,50,5,8,0,10,11,0,0,14,0,3,0,3,0,24,8,48,0,58,9,34,0,44,0,8,0,15,17,134,29,99,0,124,49,44,0,97,175,20,0,191,16,427
LGA51470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,6,0,0,0,0,0,4,5,5,0,12,3,3,0,7,0,0,0,0,0,19
LGA51540,6,0,0,6,4,8,0,0,0,0,0,0,0,0,8,0,0,8,0,8,0,4,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,7,3,4,0,7,0,0,0,0,4,21,0,11,0,15,3,4,0,6,0,0,0,0,0,19,6,21,0,25,6,17,0,29,0,8,0,10,21,88,8,47,0,55,11,34,0,42,30,8,0,40,35,167
LGA51610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,6,5,7,0,7,0,0,0,0,5,0,0,5,4,15
LGA51680,12,0,0,12,0,12,0,4,0,4,0,0,0,0,13,0,0,13,0,14,0,4,0,4,0,0,0,0,3,0,0,3,0,7,0,4,0,4,0,3,0,6,0,0,0,0,0,11,3,8,0,15,16,3,0,19,0,0,0,0,0,34,0,4,0,6,0,4,0,3,0,0,0,6,0,13,3,7,0,12,3,8,0,11,0,0,0,0,5,32,12,30,0,42,22,18,0,38,36,0,0,44,12,133
LGA51710,5,0,0,5,0,5,0,0,0,0,0,0,0,0,6,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,4,0,6,0,0,0,0,0,13,4,0,0,9,3,4,0,11,0,0,0,0,0,15,0,15,0,19,0,3,3,9,0,4,0,11,9,38,4,28,0,30,9,12,3,21,15,8,0,21,9,82
LGA51750,69,0,0,69,0,74,0,3,0,8,5,0,0,5,75,0,0,75,0,81,3,3,0,8,136,5,0,142,7,0,0,7,0,163,4,9,0,13,150,13,0,163,0,3,0,3,0,181,37,32,0,72,479,64,0,550,11,0,0,17,5,634,18,22,0,45,81,50,0,139,4,3,0,8,0,188,31,55,0,88,54,110,0,166,13,25,0,35,13,300,101,125,0,230,909,249,0,1156,229,36,0,268,18,1673
LGA51820,414,0,0,420,4,444,12,36,0,49,10,0,0,10,481,0,0,481,0,537,45,95,0,139,282,30,0,311,77,3,0,89,0,540,48,131,0,179,350,50,0,395,8,5,0,12,0,590,191,356,0,548,1027,251,0,1282,28,36,0,66,14,1914,99,165,0,260,245,175,0,425,21,28,0,52,14,754,132,561,0,695,247,525,3,780,66,195,7,263,86,1825,535,1358,4,1895,2164,1027,9,3203,1408,279,3,1695,113,6908
LGA51860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,4,0,0,0,5,0,9,0,4,0,4,0,4,0,5,6,0,0,3,0,12
LGA51890,30,0,0,32,0,36,0,3,0,9,0,0,0,0,30,0,0,30,0,41,3,8,0,10,0,0,0,0,5,0,0,9,0,20,8,8,0,19,5,0,0,5,0,0,0,0,0,26,11,16,0,23,9,4,0,18,0,0,0,0,0,47,5,6,0,12,7,6,0,16,0,3,0,3,0,29,6,65,0,67,8,46,0,47,4,12,0,14,15,145,37,113,0,152,30,58,0,84,101,21,0,116,22,373
LGA51960,14,0,0,14,0,14,0,0,0,3,0,0,0,0,7,0,0,7,0,7,0,4,0,4,0,0,0,0,0,0,0,0,0,6,0,3,0,6,0,0,0,0,0,0,0,0,0,6,5,15,0,21,5,0,0,10,0,0,0,0,0,29,0,10,0,10,4,7,0,12,0,0,0,0,0,24,0,31,0,31,0,36,0,38,5,4,0,5,15,90,8,57,0,69,16,49,0,63,27,4,0,33,14,178
LGA52030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,3,0,0,4,0,12
LGA52100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,10,0,4,0,4,0,0,0,0,0,0,0,0,0,5,0,9,0,9,0,0,0,0,0,0,0,3,0,13,0,11,0,12,7,0,0,12,8,0,0,10,7,29
LGA52170,31,0,0,31,0,28,0,0,0,0,0,0,0,0,24,0,0,24,0,19,3,3,0,6,39,4,0,46,6,0,0,6,0,63,0,10,0,10,70,0,0,69,0,0,0,0,0,79,6,6,0,16,191,21,0,216,3,0,0,3,0,236,15,4,0,23,32,10,0,46,0,4,0,6,0,68,18,24,0,40,28,37,0,66,5,10,0,14,12,132,45,49,0,92,366,80,0,441,84,16,0,102,11,648
LGA52240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,9,0,4,0,8,0,0,0,0,3,20,0,9,0,12,0,4,0,5,3,4,0,7,6,31
LGA52310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,6,0,6,0,0,0,3,0,0,0,7,0,16
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,7,0,7,0,0,0,0,8,15,0,9,0,8,0,7,0,7,0,0,0,0,6,20
LGA52450,5,0,0,5,0,5,0,0,0,0,0,0,0,0,6,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,6,0,0,0,3,0,0,0,0,0,8,0,8,0,8,0,4,0,8,0,0,0,0,3,18,8,17,0,24,3,8,0,12,11,3,0,12,3,49
LGA52520,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,7,0,3,0,3,0,0,0,0,0,0,0,0,0,7,0,3,0,3,0,6,0,7,0,0,0,0,6,19,4,12,0,16,4,6,0,12,5,0,0,10,4,44
LGA52590,12,0,0,12,0,12,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,6,3,0,6,6,0,0,7,0,0,0,0,0,13,0,3,0,3,0,0,0,0,0,4,0,0,0,12,4,15,0,20,4,9,0,16,0,3,0,5,4,49,3,28,0,37,13,12,0,24,29,9,0,29,8,99
LGA52660,84,0,0,82,0,100,3,8,0,9,0,0,0,0,60,0,0,60,0,75,0,7,0,7,3,5,0,4,15,0,0,15,0,28,3,16,0,14,6,0,0,6,0,0,0,0,0,22,11,21,0,27,18,7,0,27,0,4,0,5,5,62,5,10,0,21,7,9,0,16,0,6,0,6,0,39,10,51,0,66,14,33,0,48,3,9,0,14,17,131,39,114,0,155,48,49,0,102,246,16,0,266,18,538
LGA52730,27,0,0,27,0,32,3,0,0,3,0,0,0,0,31,0,0,30,0,35,3,3,0,8,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,15,4,4,0,4,0,0,0,0,0,22,3,5,0,6,7,6,0,10,0,0,0,0,0,19,3,37,0,45,7,24,0,33,4,11,0,9,21,108,20,63,0,85,16,38,0,47,86,11,0,97,26,253
LGA52800,7,0,0,7,0,9,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,4,5,0,0,7,7,9,0,12,0,0,0,0,4,23,0,9,0,11,5,15,0,16,0,3,0,3,0,29,3,35,0,34,5,28,0,35,4,4,0,11,19,100,7,47,0,55,16,57,0,76,18,12,0,28,24,178
LGA52870,23,0,0,23,0,29,0,3,0,3,0,0,0,0,11,0,0,9,0,17,0,5,0,5,0,0,0,0,9,0,0,9,0,12,0,0,0,3,5,0,0,5,0,0,0,0,0,10,0,8,0,11,9,0,0,10,0,0,0,0,0,11,0,3,0,5,4,0,0,4,0,0,0,0,5,7,5,17,0,19,3,13,0,21,4,0,0,8,5,53,9,39,0,48,14,18,0,35,60,0,0,65,8,152
LGA52940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,0,3,0,3,0,0,0,0,0,3,3,3,0,5,0,3,0,3,5,0,0,4,0,13
LGA53010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,4,0,4,0,0,0,4,0,9
LGA53080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,0,0,0,3,0,0,0,0,0,8,3,0,0,5,0,3,0,6,0,0,0,0,0,9,0,3,0,3,0,12,0,10,0,6,0,5,7,30,4,7,0,15,4,20,0,22,5,4,0,9,7,49
LGA53150,21,0,0,21,0,21,0,0,0,0,0,0,0,0,21,0,0,21,0,23,6,4,0,7,24,3,0,25,3,0,0,3,0,34,0,4,0,3,30,0,0,31,0,0,0,0,0,34,10,15,0,17,93,29,0,122,3,0,0,0,0,145,7,9,0,15,28,3,0,34,0,3,0,5,0,50,7,23,0,32,22,39,0,65,0,11,0,8,5,107,29,54,0,79,193,79,0,270,70,10,0,78,3,437
LGA53220,30,0,0,30,0,31,0,0,0,0,0,0,0,0,15,0,0,15,0,18,0,6,0,5,0,0,0,0,0,0,0,0,0,7,6,6,0,13,3,0,0,3,0,0,0,0,0,16,21,59,0,81,18,15,0,33,3,7,0,3,5,124,16,55,0,67,11,52,0,63,8,5,0,12,8,159,36,199,0,237,27,177,0,210,10,65,0,76,77,599,77,331,0,409,65,248,0,317,84,71,0,158,91,969
