POW_LGA_CODE_2021,BDLA_NNI_Mng,BDLA_NNI_Pro,BDLA_NNI_TecTW,BDLA_NNI_CoPSW,BDLA_NNI_ClAW,BDLA_NNI_SWks,BDLA_NNI_MaOpDv,BDLA_NNI_Lab,BDLA_NNI_IDNS,BDLA_NNI_Tot,BDLA_1_149_Mng,BDLA_1_149_Pro,BDLA_1_149_TecTW,BDLA_1_149_CoPSW,BDLA_1_149_ClAW,BDLA_1_149_SWks,BDLA_1_149_MaOpDv,BDLA_1_149_Lab,BDLA_1_149_IDNS,BDLA_1_149_Tot,BDLA_150_299_Mng,BDLA_150_299_Pro,BDLA_150_299_TecTW,BDLA_150_299_CoPSW,BDLA_150_299_ClAW,BDLA_150_299_SWks,BDLA_150_299_MaOpDv,BDLA_150_299_Lab,BDLA_150_299_IDNS,BDLA_150_299_Tot,BDLA_300_399_Mng,BDLA_300_399_Pro,BDLA_300_399_TecTW,BDLA_300_399_CoPSW,BDLA_300_399_ClAW,BDLA_300_399_SWks,BDLA_300_399_MaOpDv,BDLA_300_399_Lab,BDLA_300_399_IDNS,BDLA_300_399_Tot,BDLA_400_499_Mng,BDLA_400_499_Pro,BDLA_400_499_TecTW,BDLA_400_499_CoPSW,BDLA_400_499_ClAW,BDLA_400_499_SWks,BDLA_400_499_MaOpDv,BDLA_400_499_Lab,BDLA_400_499_IDNS,BDLA_400_499_Tot,BDLA_500_649_Mng,BDLA_500_649_Pro,BDLA_500_649_TecTW,BDLA_500_649_CoPSW,BDLA_500_649_ClAW,BDLA_500_649_SWks,BDLA_500_649_MaOpDv,BDLA_500_649_Lab,BDLA_500_649_IDNS,BDLA_500_649_Tot,BDLA_650_799_Mng,BDLA_650_799_Pro,BDLA_650_799_TecTW,BDLA_650_799_CoPSW,BDLA_650_799_ClAW,BDLA_650_799_SWks,BDLA_650_799_MaOpDv,BDLA_650_799_Lab,BDLA_650_799_IDNS,BDLA_650_799_Tot,BDLA_800_999_Mng,BDLA_800_999_Pro,BDLA_800_999_TecTW,BDLA_800_999_CoPSW,BDLA_800_999_ClAW,BDLA_800_999_SWks,BDLA_800_999_MaOpDv,BDLA_800_999_Lab,BDLA_800_999_IDNS,BDLA_800_999_Tot,BDLA_1000_1249_Mng,BDLA_1000_1249_Pro,BDLA_1000_1249_TecTW,BDLA_1000_1249_CoPSW,BDLA_1000_1249_ClAW,BDLA_1000_1249_SWks,BDLA_1000_1249_MaOpDv,BDLA_1000_1249_Lab,BDLA_1000_1249_IDNS,BDLA_1000_1249_Tot,BDLA_1250_1499_Mng,BDLA_1250_1499_Pro,BDLA_1250_1499_TecTW,BDLA_1250_1499_CoPSW,BDLA_1250_1499_ClAW,BDLA_1250_1499_SWks,BDLA_1250_1499_MaOpDv,BDLA_1250_1499_Lab,BDLA_1250_1499_IDNS,BDLA_1250_1499_Tot,BDLA_1500_1749_Mng,BDLA_1500_1749_Pro,BDLA_1500_1749_TecTW,BDLA_1500_1749_CoPSW,BDLA_1500_1749_ClAW,BDLA_1500_1749_SWks,BDLA_1500_1749_MaOpDv,BDLA_1500_1749_Lab,BDLA_1500_1749_IDNS,BDLA_1500_1749_Tot,BDLA_1750_1999_Mng,BDLA_1750_1999_Pro,BDLA_1750_1999_TecTW,BDLA_1750_1999_CoPSW,BDLA_1750_1999_ClAW,BDLA_1750_1999_SWks,BDLA_1750_1999_MaOpDv,BDLA_1750_1999_Lab,BDLA_1750_1999_IDNS,BDLA_1750_1999_Tot,BDLA_2000_2999_Mng,BDLA_2000_2999_Pro,BDLA_2000_2999_TecTW,BDLA_2000_2999_CoPSW,BDLA_2000_2999_ClAW,BDLA_2000_2999_SWks,BDLA_2000_2999_MaOpDv,BDLA_2000_2999_Lab,BDLA_2000_2999_IDNS,BDLA_2000_2999_Tot,BDLA_3000_3499_Mng,BDLA_3000_3499_Pro,BDLA_3000_3499_TecTW,BDLA_3000_3499_CoPSW,BDLA_3000_3499_ClAW,BDLA_3000_3499_SWks,BDLA_3000_3499_MaOpDv,BDLA_3000_3499_Lab,BDLA_3000_3499_IDNS,BDLA_3000_3499_Tot,BDLA_3500mo_Mng,BDLA_3500mo_Pro,BDLA_3500mo_TecTW,BDLA_3500mo_CoPSW,BDLA_3500mo_ClAW,BDLA_3500mo_SWks,BDLA_3500mo_MaOpDv,BDLA_3500mo_Lab,BDLA_3500mo_IDNS,BDLA_3500mo_Tot,BDLA_PINS_Mng,BDLA_PINS_Pro,BDLA_PINS_TecTW,BDLA_PINS_CoPSW,BDLA_PINS_ClAW,BDLA_PINS_SWks,BDLA_PINS_MaOpDv,BDLA_PINS_Lab,BDLA_PINS_IDNS,BDLA_PINS_Tot,BDLA_Tot_Mng,BDLA_Tot_Pro,BDLA_Tot_TecTW,BDLA_Tot_CoPSW,BDLA_Tot_ClAW,BDLA_Tot_SWks,BDLA_Tot_MaOpDv,BDLA_Tot_Lab,BDLA_Tot_IDNS,BDLA_Tot_Tot,Ad_Dip_NNI_Mng,Ad_Dip_NNI_Pro,Ad_Dip_NNI_TecTW,Ad_Dip_NNI_CoPSW,Ad_Dip_NNI_ClAW,Ad_Dip_NNI_SWks,Ad_Dip_NNI_MaOpDv,Ad_Dip_NNI_Lab,Ad_Dip_NNI_IDNS,Ad_Dip_NNI_Tot,Ad_Dip_1_149_Mng,Ad_Dip_1_149_Pro,Ad_Dip_1_149_TecTW,Ad_Dip_1_149_CoPSW,Ad_Dip_1_149_ClAW,Ad_Dip_1_149_SWks,Ad_Dip_1_149_MaOpDv,Ad_Dip_1_149_Lab,Ad_Dip_1_149_IDNS,Ad_Dip_1_149_Tot,Ad_Dip_150_299_Mng,Ad_Dip_150_299_Pro,Ad_Dip_150_299_TecTW,Ad_Dip_150_299_CoPSW,Ad_Dip_150_299_ClAW,Ad_Dip_150_299_SWks,Ad_Dip_150_299_MaOpDv,Ad_Dip_150_299_Lab,Ad_Dip_150_299_IDNS,Ad_Dip_150_299_Tot
LGA56300,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,13,0,7,0,0,0,0,0,0,0,11,4,9,0,0,0,0,0,0,0,13,0,4,0,0,0,0,0,0,0,10,4,10,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,30,47,0,3,9,4,4,7,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA56370,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,18,27,3,7,7,3,4,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56460,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,6,0,0,0,15,6,5,0,9,5,0,0,4,0,25,0,10,0,7,7,0,0,3,0,25,4,21,0,3,0,3,0,3,0,35,0,34,0,6,9,0,0,7,0,55,5,46,0,0,0,0,0,0,0,59,8,60,0,6,6,0,0,0,0,82,4,48,0,0,0,0,0,0,0,62,21,80,0,4,3,0,0,0,0,114,7,12,0,0,0,0,0,0,0,21,0,30,0,0,0,0,0,0,0,31,0,4,0,0,0,0,0,0,0,4,68,364,9,46,28,8,3,19,6,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
LGA56580,6,14,0,6,4,0,0,0,0,17,7,14,3,14,3,0,0,0,0,44,3,30,5,17,18,8,0,9,3,87,5,41,6,26,17,9,0,13,0,124,10,58,13,40,17,6,4,11,0,165,20,109,14,65,38,13,10,13,0,284,17,122,23,58,35,18,6,20,5,314,33,207,35,72,50,17,3,18,7,449,57,337,38,97,97,17,15,23,5,678,52,479,35,76,91,10,10,3,4,770,53,555,32,46,75,11,9,7,11,796,60,534,10,35,36,6,8,5,6,702,249,844,23,34,60,17,0,4,5,1249,89,150,6,8,9,3,0,0,0,269,220,468,3,4,15,15,4,0,14,739,0,18,0,5,0,0,0,5,4,29,878,3987,248,597,581,150,74,124,73,6716,5,0,0,0,4,0,0,0,0,10,0,4,0,4,0,0,0,4,0,10,0,4,4,10,0,0,0,0,0,19
LGA56620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,14,0,10,0,0,0,0,0,0,0,10,9,29,0,0,0,0,0,0,0,43,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,25,49,0,4,3,0,0,4,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56730,5,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,3,9,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,12,3,8,0,3,0,0,0,0,0,15,5,9,0,5,4,0,0,5,0,29,8,17,0,5,4,4,0,0,0,30,7,28,0,12,3,3,0,8,0,62,13,63,11,12,4,4,3,3,0,114,9,75,12,14,11,0,0,0,0,113,18,93,3,10,6,4,0,0,0,128,19,97,3,9,13,0,0,0,0,137,60,175,0,26,11,0,0,0,0,273,11,15,0,0,0,0,0,0,0,35,17,36,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,173,634,37,92,52,17,7,20,0,1039,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4
LGA56790,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,4,0,16,4,6,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,4,3,0,5,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,12,0,0,3,0,4,3,0,0,0,12,6,7,0,0,0,0,0,0,0,19,9,19,0,0,0,0,0,0,0,27,0,6,0,0,0,0,0,0,0,14,4,19,0,0,0,0,0,0,0,27,6,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,43,79,6,10,13,7,0,12,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56930,0,0,0,0,4,0,0,0,0,5,0,4,0,4,0,0,0,0,0,12,0,3,3,3,3,0,0,3,0,14,0,0,0,8,0,0,0,4,0,9,0,0,0,4,0,0,0,0,0,15,0,10,0,9,3,0,0,6,0,26,0,14,0,3,0,0,0,6,0,20,3,12,0,0,12,3,0,3,0,31,0,28,0,12,11,4,0,0,0,49,0,36,0,3,6,0,0,0,0,47,3,35,0,3,6,4,0,0,0,51,7,36,0,0,0,0,0,0,0,41,18,78,0,3,3,0,0,0,0,108,7,11,0,0,0,0,0,0,0,20,24,33,0,0,4,10,0,0,4,67,0,0,0,0,0,0,0,0,0,4,68,290,7,60,48,22,0,23,7,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
LGA57000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,5,4,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,0,5,3,30,4,0,0,0,3,0,0,43,5,8,0,0,0,0,0,0,0,12,7,5,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,27,53,3,0,8,0,3,5,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA57080,25,62,4,9,28,4,0,4,6,149,19,86,13,41,47,18,0,20,6,238,24,158,27,114,81,45,4,47,9,516,42,241,27,151,135,79,4,87,8,777,45,265,56,174,181,75,5,110,21,935,82,643,94,301,360,151,18,189,24,1873,146,971,131,323,479,137,16,170,23,2383,294,1712,207,379,966,172,43,185,58,3996,554,3813,401,456,1786,161,32,159,89,7456,679,5519,443,321,1880,135,38,59,108,9187,911,7056,336,267,1472,108,25,34,102,10315,965,6548,261,216,969,65,48,24,76,9181,4411,16185,514,446,1847,168,67,38,187,23867,1963,4967,175,53,438,68,24,15,55,7764,7034,10838,332,48,927,147,51,12,138,19519,44,200,4,13,32,9,0,3,98,403,17231,59272,3032,3308,11621,1549,379,1170,1003,98566,5,10,4,8,6,0,0,0,6,52,11,5,5,19,3,3,0,9,0,59,14,9,0,58,28,17,4,22,4,164
LGA57140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,9,3,7,0,0,0,0,0,0,0,10,6,3,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,32,0,3,8,0,0,3,0,61,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57210,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,8,6,0,0,0,4,0,0,0,0,8,0,3,0,0,0,0,0,0,0,7,6,6,0,5,3,0,0,5,0,19,8,7,0,4,5,6,0,3,0,21,13,8,0,3,7,4,0,6,0,37,12,10,5,0,6,0,0,23,0,56,8,16,5,0,6,0,0,3,0,37,7,16,4,0,0,0,0,0,0,30,9,22,0,4,0,0,0,4,0,37,17,39,0,0,0,0,0,0,0,59,8,0,0,0,0,0,0,0,0,5,9,10,0,0,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,102,138,21,14,28,6,0,44,4,356,4,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3
LGA57280,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,4,0,3,0,0,0,0,0,13,0,0,0,6,5,0,0,3,0,13,0,5,0,3,7,7,0,4,0,24,0,19,0,5,3,6,0,9,0,45,4,18,3,4,0,0,0,10,0,43,12,34,14,17,19,11,7,13,0,126,13,72,10,20,29,4,8,7,4,168,8,125,18,5,17,0,10,11,0,204,15,136,16,5,10,7,4,5,0,201,56,292,40,21,45,0,22,12,0,487,30,84,12,3,14,0,4,0,4,155,87,130,34,3,16,3,4,5,0,288,0,4,0,0,0,0,0,0,0,6,231,935,146,107,162,46,65,82,16,1797,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,11
LGA57350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,3,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,8,3,3,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,23,0,3,7,0,0,0,3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,3,4,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,11,7,8,0,0,0,0,7,6,0,24,3,10,0,0,5,0,0,5,0,20,0,10,3,0,0,0,4,0,0,18,4,12,0,0,0,0,3,0,0,23,16,42,9,3,5,0,4,4,0,84,0,16,3,0,0,0,0,0,0,22,19,9,4,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,5,5,55,111,26,9,19,5,22,12,5,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
LGA57490,9,14,6,5,0,3,0,0,6,45,5,23,5,23,9,9,3,3,0,71,5,45,9,27,10,16,0,12,0,118,5,46,11,33,12,20,9,20,0,150,9,56,15,37,17,14,0,18,0,175,24,120,11,66,29,46,0,16,0,312,27,198,25,95,34,44,7,25,4,445,35,283,30,129,50,41,12,31,3,622,76,448,40,120,59,27,22,21,0,816,43,615,28,42,41,11,11,10,10,812,63,814,20,69,40,14,13,3,3,1033,83,781,23,43,25,0,5,5,4,972,324,1115,33,71,30,4,14,5,7,1602,99,147,4,7,11,3,0,0,0,271,127,299,7,4,9,3,0,0,5,454,5,16,0,5,0,0,0,0,14,45,937,5021,258,765,380,253,101,180,55,7946,6,0,0,6,3,3,0,0,0,23,7,8,3,16,3,8,0,0,0,52,6,15,3,40,10,18,3,12,4,112
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57700,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,11,0,8,0,9,0,0,4,0,0,26,3,9,4,10,3,6,4,0,0,36,0,12,0,4,3,10,0,8,0,39,5,29,3,25,6,9,0,6,0,74,10,33,0,12,10,5,0,12,0,96,11,38,6,19,0,9,6,12,0,109,26,70,9,14,12,0,0,15,0,151,12,96,4,8,6,0,0,3,0,136,20,111,8,10,0,3,3,0,0,148,10,114,3,3,0,0,0,0,4,137,50,138,3,8,9,0,0,0,0,206,15,14,0,0,0,0,0,0,0,36,14,28,0,0,0,0,0,0,0,52,0,4,0,0,0,0,0,0,3,11,187,699,49,133,57,48,28,56,10,1274,4,0,0,0,0,0,0,0,0,10,0,0,0,7,0,0,0,0,0,9,0,5,0,7,4,0,0,3,0,22
LGA57770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,5,0,0,0,3,6,0,0,6,0,15,0,4,0,4,0,0,0,8,0,23,3,6,0,3,0,0,0,5,0,20,0,3,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,8,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,16,32,10,20,8,0,0,21,3,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA57840,4,13,0,5,5,0,0,4,0,32,0,23,0,15,3,3,0,4,0,50,10,36,4,38,17,5,0,17,3,126,9,37,12,35,13,20,0,6,0,136,16,51,13,51,17,11,3,25,8,190,21,92,19,79,45,17,5,27,0,303,28,138,24,75,48,15,3,29,0,363,33,231,56,126,64,18,8,20,8,569,54,337,62,93,84,20,4,21,0,670,49,337,67,37,65,23,0,4,3,594,73,433,37,18,62,12,4,4,12,654,74,463,18,18,37,11,0,5,4,635,255,900,22,7,53,9,3,0,0,1252,98,178,3,3,19,6,0,3,0,307,192,303,5,0,20,10,0,0,9,537,4,7,0,0,0,0,0,0,3,19,918,3577,339,607,542,186,39,161,57,6432,0,3,0,0,0,0,0,0,0,14,0,6,0,8,4,0,0,0,0,23,0,5,0,13,3,3,0,3,0,38
LGA57910,24,47,12,19,14,9,8,4,7,137,8,70,7,40,17,21,3,18,5,190,27,138,23,92,60,80,11,52,5,492,44,178,33,120,74,102,23,71,6,659,31,219,40,165,111,153,28,89,10,847,63,368,74,291,147,164,36,115,10,1276,110,505,124,319,204,195,59,151,13,1680,210,812,203,423,321,181,93,184,26,2453,329,1323,270,380,483,168,100,158,34,3243,308,1632,189,236,412,105,57,59,35,3037,403,1782,170,171,258,63,43,42,25,2955,348,1742,88,101,164,48,26,19,27,2564,1175,3187,117,95,257,91,21,24,28,4996,396,547,26,17,55,27,0,7,10,1072,798,975,43,18,72,50,3,11,19,1973,23,70,3,6,5,3,4,4,22,141,4302,13600,1437,2494,2650,1448,512,1010,279,27727,7,7,3,5,8,9,0,0,3,41,9,9,3,24,14,11,0,11,5,75,9,41,13,49,26,37,4,21,7,203
LGA57980,9,13,0,0,4,0,0,0,4,31,6,18,0,13,8,6,0,3,0,49,4,37,7,19,19,6,0,17,3,118,3,49,5,37,26,16,3,21,4,158,21,58,12,33,33,24,0,23,3,206,26,120,15,68,55,30,0,16,3,335,36,187,14,77,61,30,0,13,3,428,36,351,28,80,93,33,3,20,5,647,67,678,57,64,178,35,0,25,15,1113,89,803,52,54,132,33,0,5,13,1173,119,873,32,30,79,23,0,0,7,1170,100,701,25,22,51,17,0,3,8,934,380,1301,22,28,105,37,6,0,6,1885,161,355,5,4,21,10,0,0,0,557,567,859,11,0,38,32,0,0,15,1520,7,24,0,6,0,0,0,0,11,49,1635,6415,297,527,908,323,20,149,96,10373,4,9,0,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,6,0,7,4,13,6,5,0,0,0,32
LGA58050,11,17,4,10,9,7,0,4,4,62,17,42,0,15,15,14,3,9,0,113,16,55,14,54,30,41,12,33,0,249,19,82,28,50,43,53,14,39,3,317,22,96,23,70,57,71,16,57,0,407,38,173,35,137,71,88,24,77,5,652,62,262,63,175,100,97,38,79,7,882,116,393,113,204,159,102,82,107,14,1291,189,701,195,189,258,71,111,76,25,1818,171,901,132,142,178,46,78,34,17,1698,202,1179,88,132,149,32,49,21,11,1873,165,1111,58,82,74,17,34,8,9,1556,593,1830,68,118,100,36,20,13,14,2787,221,251,12,13,16,7,6,0,3,524,351,453,16,7,19,9,4,0,10,867,9,34,3,4,4,0,3,4,11,80,2206,7583,847,1398,1295,676,482,551,142,15172,13,9,5,10,12,4,0,3,0,50,6,10,7,16,6,7,4,0,0,56,10,22,14,46,10,26,0,24,4,155
LGA58190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,20,3,0,0,3,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,14,18,0,0,6,0,3,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
