POW_LGA_CODE_2021,BDLA_NNI_Mng,BDLA_NNI_Pro,BDLA_NNI_TecTW,BDLA_NNI_CoPSW,BDLA_NNI_ClAW,BDLA_NNI_SWks,BDLA_NNI_MaOpDv,BDLA_NNI_Lab,BDLA_NNI_IDNS,BDLA_NNI_Tot,BDLA_1_149_Mng,BDLA_1_149_Pro,BDLA_1_149_TecTW,BDLA_1_149_CoPSW,BDLA_1_149_ClAW,BDLA_1_149_SWks,BDLA_1_149_MaOpDv,BDLA_1_149_Lab,BDLA_1_149_IDNS,BDLA_1_149_Tot,BDLA_150_299_Mng,BDLA_150_299_Pro,BDLA_150_299_TecTW,BDLA_150_299_CoPSW,BDLA_150_299_ClAW,BDLA_150_299_SWks,BDLA_150_299_MaOpDv,BDLA_150_299_Lab,BDLA_150_299_IDNS,BDLA_150_299_Tot,BDLA_300_399_Mng,BDLA_300_399_Pro,BDLA_300_399_TecTW,BDLA_300_399_CoPSW,BDLA_300_399_ClAW,BDLA_300_399_SWks,BDLA_300_399_MaOpDv,BDLA_300_399_Lab,BDLA_300_399_IDNS,BDLA_300_399_Tot,BDLA_400_499_Mng,BDLA_400_499_Pro,BDLA_400_499_TecTW,BDLA_400_499_CoPSW,BDLA_400_499_ClAW,BDLA_400_499_SWks,BDLA_400_499_MaOpDv,BDLA_400_499_Lab,BDLA_400_499_IDNS,BDLA_400_499_Tot,BDLA_500_649_Mng,BDLA_500_649_Pro,BDLA_500_649_TecTW,BDLA_500_649_CoPSW,BDLA_500_649_ClAW,BDLA_500_649_SWks,BDLA_500_649_MaOpDv,BDLA_500_649_Lab,BDLA_500_649_IDNS,BDLA_500_649_Tot,BDLA_650_799_Mng,BDLA_650_799_Pro,BDLA_650_799_TecTW,BDLA_650_799_CoPSW,BDLA_650_799_ClAW,BDLA_650_799_SWks,BDLA_650_799_MaOpDv,BDLA_650_799_Lab,BDLA_650_799_IDNS,BDLA_650_799_Tot,BDLA_800_999_Mng,BDLA_800_999_Pro,BDLA_800_999_TecTW,BDLA_800_999_CoPSW,BDLA_800_999_ClAW,BDLA_800_999_SWks,BDLA_800_999_MaOpDv,BDLA_800_999_Lab,BDLA_800_999_IDNS,BDLA_800_999_Tot,BDLA_1000_1249_Mng,BDLA_1000_1249_Pro,BDLA_1000_1249_TecTW,BDLA_1000_1249_CoPSW,BDLA_1000_1249_ClAW,BDLA_1000_1249_SWks,BDLA_1000_1249_MaOpDv,BDLA_1000_1249_Lab,BDLA_1000_1249_IDNS,BDLA_1000_1249_Tot,BDLA_1250_1499_Mng,BDLA_1250_1499_Pro,BDLA_1250_1499_TecTW,BDLA_1250_1499_CoPSW,BDLA_1250_1499_ClAW,BDLA_1250_1499_SWks,BDLA_1250_1499_MaOpDv,BDLA_1250_1499_Lab,BDLA_1250_1499_IDNS,BDLA_1250_1499_Tot,BDLA_1500_1749_Mng,BDLA_1500_1749_Pro,BDLA_1500_1749_TecTW,BDLA_1500_1749_CoPSW,BDLA_1500_1749_ClAW,BDLA_1500_1749_SWks,BDLA_1500_1749_MaOpDv,BDLA_1500_1749_Lab,BDLA_1500_1749_IDNS,BDLA_1500_1749_Tot,BDLA_1750_1999_Mng,BDLA_1750_1999_Pro,BDLA_1750_1999_TecTW,BDLA_1750_1999_CoPSW,BDLA_1750_1999_ClAW,BDLA_1750_1999_SWks,BDLA_1750_1999_MaOpDv,BDLA_1750_1999_Lab,BDLA_1750_1999_IDNS,BDLA_1750_1999_Tot,BDLA_2000_2999_Mng,BDLA_2000_2999_Pro,BDLA_2000_2999_TecTW,BDLA_2000_2999_CoPSW,BDLA_2000_2999_ClAW,BDLA_2000_2999_SWks,BDLA_2000_2999_MaOpDv,BDLA_2000_2999_Lab,BDLA_2000_2999_IDNS,BDLA_2000_2999_Tot,BDLA_3000_3499_Mng,BDLA_3000_3499_Pro,BDLA_3000_3499_TecTW,BDLA_3000_3499_CoPSW,BDLA_3000_3499_ClAW,BDLA_3000_3499_SWks,BDLA_3000_3499_MaOpDv,BDLA_3000_3499_Lab,BDLA_3000_3499_IDNS,BDLA_3000_3499_Tot,BDLA_3500mo_Mng,BDLA_3500mo_Pro,BDLA_3500mo_TecTW,BDLA_3500mo_CoPSW,BDLA_3500mo_ClAW,BDLA_3500mo_SWks,BDLA_3500mo_MaOpDv,BDLA_3500mo_Lab,BDLA_3500mo_IDNS,BDLA_3500mo_Tot,BDLA_PINS_Mng,BDLA_PINS_Pro,BDLA_PINS_TecTW,BDLA_PINS_CoPSW,BDLA_PINS_ClAW,BDLA_PINS_SWks,BDLA_PINS_MaOpDv,BDLA_PINS_Lab,BDLA_PINS_IDNS,BDLA_PINS_Tot,BDLA_Tot_Mng,BDLA_Tot_Pro,BDLA_Tot_TecTW,BDLA_Tot_CoPSW,BDLA_Tot_ClAW,BDLA_Tot_SWks,BDLA_Tot_MaOpDv,BDLA_Tot_Lab,BDLA_Tot_IDNS,BDLA_Tot_Tot,Ad_Dip_NNI_Mng,Ad_Dip_NNI_Pro,Ad_Dip_NNI_TecTW,Ad_Dip_NNI_CoPSW,Ad_Dip_NNI_ClAW,Ad_Dip_NNI_SWks,Ad_Dip_NNI_MaOpDv,Ad_Dip_NNI_Lab,Ad_Dip_NNI_IDNS,Ad_Dip_NNI_Tot,Ad_Dip_1_149_Mng,Ad_Dip_1_149_Pro,Ad_Dip_1_149_TecTW,Ad_Dip_1_149_CoPSW,Ad_Dip_1_149_ClAW,Ad_Dip_1_149_SWks,Ad_Dip_1_149_MaOpDv,Ad_Dip_1_149_Lab,Ad_Dip_1_149_IDNS,Ad_Dip_1_149_Tot,Ad_Dip_150_299_Mng,Ad_Dip_150_299_Pro,Ad_Dip_150_299_TecTW,Ad_Dip_150_299_CoPSW,Ad_Dip_150_299_ClAW,Ad_Dip_150_299_SWks,Ad_Dip_150_299_MaOpDv,Ad_Dip_150_299_Lab,Ad_Dip_150_299_IDNS,Ad_Dip_150_299_Tot
LGA50840,7,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,4,4,0,4,0,0,0,0,0,14,0,5,0,4,0,0,0,0,0,15,5,4,0,0,6,0,0,3,0,19,7,10,0,5,3,5,0,0,0,24,3,12,0,7,0,4,0,0,0,33,11,20,5,3,0,0,5,0,0,44,5,23,4,0,0,0,0,0,0,38,4,26,0,0,0,0,0,0,0,38,5,20,0,0,0,0,4,0,0,34,15,52,3,0,5,0,0,0,0,79,9,7,0,0,4,0,0,0,0,22,21,9,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,95,210,22,29,21,13,10,8,4,405,0,0,0,0,0,0,0,0,0,0,5,4,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,12
LGA50910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,8,3,10,0,0,0,0,0,0,0,12,0,0,0,0,0,0,3,0,0,6,3,6,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,22,3,7,3,7,7,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA50980,4,5,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,3,0,7,0,5,0,0,0,3,0,17,0,8,0,8,3,0,0,0,3,25,0,11,0,6,4,0,0,4,0,29,3,10,0,16,5,10,0,3,0,53,8,30,6,20,12,14,4,18,0,101,13,51,11,43,13,11,0,30,6,179,28,73,12,51,44,14,0,25,0,247,41,132,14,31,38,7,8,8,0,278,32,203,12,20,28,0,0,4,6,306,30,229,0,13,19,5,0,0,0,299,138,376,14,33,31,8,0,0,7,597,28,46,3,8,8,0,0,0,0,92,41,121,3,10,7,0,0,0,0,185,4,7,0,3,0,0,0,0,5,15,378,1293,85,253,215,65,16,95,28,2439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8
LGA51080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,5,3,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,10,3,4,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,33,13,0,0,0,0,4,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51120,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,4,5,0,0,0,0,0,0,0,7,4,7,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,5,6,6,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,27,32,0,7,3,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51190,0,3,0,0,0,0,0,0,0,14,0,10,5,6,0,0,0,5,0,22,3,19,0,7,5,3,0,4,0,47,0,33,6,12,10,9,4,7,0,81,0,37,0,31,8,5,0,15,0,101,6,82,15,33,27,21,3,15,4,206,19,135,4,50,33,21,3,18,4,289,28,251,24,56,56,18,9,41,3,486,30,354,33,62,59,17,8,26,6,595,43,462,28,53,63,4,11,9,0,686,46,538,30,27,42,11,7,4,7,709,54,464,16,32,44,8,3,3,4,627,219,737,30,51,65,5,12,3,4,1124,71,91,6,10,9,0,0,0,0,183,80,253,0,0,15,3,0,0,0,360,0,11,0,6,0,3,0,0,3,25,612,3473,212,429,440,134,65,156,29,5556,0,4,0,0,3,0,0,0,0,17,0,4,0,10,4,4,0,0,0,19,0,5,5,5,3,0,0,0,0,26
LGA51260,7,0,0,0,0,3,0,0,0,22,6,10,0,4,4,0,0,3,0,34,0,14,0,6,11,7,0,3,0,51,8,17,5,14,4,4,0,13,0,69,9,41,4,19,8,10,0,17,0,106,20,62,4,40,24,21,5,18,0,193,32,106,13,52,34,24,3,26,0,296,40,136,23,51,30,19,3,32,9,342,60,212,33,43,45,20,4,23,3,443,70,242,21,21,35,14,9,19,0,432,55,275,16,14,34,7,4,3,4,411,66,281,4,13,6,7,0,0,0,385,118,395,6,16,11,12,0,0,0,558,42,74,0,0,3,5,0,4,3,132,44,152,0,0,3,3,0,0,0,204,8,16,0,0,0,0,0,0,3,34,584,2033,140,296,267,147,29,169,29,3698,6,0,4,0,0,0,0,0,0,11,0,6,0,5,4,0,0,4,0,21,5,0,3,11,5,6,0,3,0,34
LGA51310,7,16,4,0,4,0,0,0,0,30,0,16,0,10,10,5,0,0,0,49,6,40,0,18,22,7,0,7,0,99,3,52,4,25,13,14,0,12,0,128,14,52,9,41,32,20,3,12,0,180,14,120,12,65,33,19,5,24,0,290,18,168,15,77,56,18,0,15,5,373,43,291,35,85,64,15,3,22,4,562,66,413,37,89,95,16,11,21,9,763,69,457,27,46,81,12,0,14,8,715,82,513,25,36,43,10,0,6,3,715,86,434,7,27,39,3,0,0,3,607,203,772,23,30,48,15,0,5,11,1092,100,174,3,0,10,3,0,0,0,290,230,460,8,7,29,18,0,0,10,764,0,18,0,0,0,0,0,0,7,28,928,4000,214,562,569,178,28,131,64,6683,0,0,0,4,0,0,0,0,0,5,0,0,0,9,4,0,0,0,0,12,5,8,4,11,6,5,0,0,0,38
LGA51330,19,13,0,6,11,10,0,4,3,66,8,24,15,21,13,19,3,14,0,124,13,54,26,52,38,61,18,32,9,294,22,80,18,74,57,85,20,45,5,397,18,80,33,81,54,91,40,75,3,481,52,146,50,127,104,114,57,102,9,763,70,215,77,149,164,107,65,98,13,959,114,354,133,182,204,127,155,173,15,1470,204,663,207,182,358,111,228,121,30,2096,204,747,133,109,266,68,138,62,16,1734,221,911,120,90,171,51,79,31,19,1695,233,733,74,55,81,25,39,17,17,1274,617,1351,127,72,146,59,29,16,20,2425,208,216,27,7,27,16,9,0,5,513,452,375,20,0,31,19,7,0,4,913,14,35,3,4,10,3,8,0,20,90,2460,6002,1052,1209,1739,960,894,797,187,15292,6,0,3,7,9,4,0,4,0,36,0,5,5,18,4,5,0,5,3,54,10,14,16,34,14,26,5,20,0,126
LGA51400,4,3,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,9,0,5,0,0,0,0,0,0,0,11,5,7,0,3,3,0,0,0,0,21,0,11,0,7,5,0,0,0,0,23,4,13,0,6,0,0,0,0,0,23,5,20,4,5,7,0,0,3,0,43,0,28,0,14,5,0,0,0,0,53,4,45,5,4,9,0,0,9,0,79,15,56,3,5,9,0,0,3,0,86,3,64,5,0,0,0,0,3,0,88,8,56,0,4,3,0,0,0,0,78,21,125,6,3,0,0,0,0,0,159,8,19,0,0,0,0,0,0,0,22,8,28,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,90,475,25,46,42,5,15,28,5,728,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11
LGA51470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,3,5,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,3,5,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,0,3,5,0,5,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51540,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,12,0,3,0,0,0,0,0,0,0,6,0,5,3,4,4,5,0,7,0,22,5,3,0,4,7,3,0,5,0,25,7,3,0,5,5,6,0,8,0,33,5,15,0,7,5,0,0,8,3,49,7,31,3,4,6,4,0,0,0,61,7,28,4,0,4,0,0,0,0,46,0,33,0,0,0,0,0,0,0,44,16,55,0,12,4,0,0,0,0,82,6,0,0,0,0,0,0,0,0,13,9,19,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,3,67,195,24,42,41,15,9,34,11,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
LGA51610,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,5,4,9,0,0,4,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51680,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,3,0,6,0,4,0,0,0,0,0,6,0,3,5,0,0,0,0,0,0,9,3,3,0,0,0,0,0,3,0,14,6,0,0,0,0,0,0,3,0,16,4,7,4,3,0,5,0,5,0,26,5,7,0,0,3,4,0,0,0,23,7,20,0,4,0,0,0,0,0,33,7,15,0,0,0,0,0,0,0,17,8,15,0,0,0,0,0,0,0,23,14,30,4,0,0,0,0,0,0,48,7,3,0,0,0,0,0,0,0,11,14,12,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,6,71,123,21,13,15,5,0,14,3,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
LGA51710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,5,0,0,3,3,0,0,0,0,15,3,11,0,0,0,0,0,0,0,14,0,22,0,3,0,0,0,0,0,31,0,11,0,6,4,0,0,0,0,21,12,27,4,7,3,0,0,0,0,51,4,4,0,0,0,0,0,0,0,15,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,32,81,0,26,16,0,0,3,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51750,9,5,0,0,0,0,0,4,0,14,3,10,0,6,0,8,0,0,0,25,3,20,7,20,0,31,0,12,0,86,4,20,4,24,9,26,6,5,0,107,9,27,3,26,13,35,0,13,0,125,12,62,7,37,18,41,7,12,0,192,7,57,11,40,20,38,3,18,0,196,26,102,9,37,15,32,4,19,3,254,36,149,19,32,32,32,8,8,0,319,44,165,14,22,28,14,0,8,0,308,28,169,7,22,21,11,0,5,0,262,24,152,4,7,9,5,0,0,0,198,83,419,8,9,17,7,0,5,0,545,39,78,0,3,3,0,0,0,0,131,84,155,0,5,11,13,0,0,7,271,0,5,0,0,0,0,0,0,3,18,405,1591,101,294,206,297,34,107,25,3054,3,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,14,0,0,3,10,0,3,0,5,0,32
LGA51820,19,22,4,5,10,6,0,0,5,63,9,38,9,22,5,3,5,9,3,98,18,49,12,46,30,30,7,14,5,207,17,48,16,61,31,36,9,34,4,257,19,64,25,68,36,53,14,37,7,323,37,149,35,102,67,54,26,64,3,534,37,207,67,113,77,49,26,67,10,658,86,299,106,167,143,57,69,109,9,1053,126,537,165,171,190,42,71,85,18,1402,124,657,109,69,175,33,65,44,18,1291,149,759,105,58,141,32,28,22,20,1303,157,688,87,53,69,16,20,14,9,1110,564,1221,131,58,123,26,21,28,14,2174,245,229,32,15,42,10,0,4,6,582,428,331,15,11,45,7,7,0,9,847,5,20,3,9,0,4,0,0,8,55,2045,5327,918,1029,1175,454,367,527,125,11964,6,6,0,3,4,4,0,0,0,22,3,4,7,14,4,3,0,3,0,42,9,17,7,35,15,15,0,11,0,103
LGA51860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,4,4,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,24,0,8,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,3,0,5,0,6,0,0,0,0,0,11,0,3,0,3,0,0,0,0,0,8,0,17,0,0,0,0,0,0,0,22,0,21,0,4,0,0,0,0,0,28,6,22,0,0,5,0,0,0,0,45,3,26,0,0,0,0,0,0,0,31,4,46,3,0,0,0,4,0,0,58,6,42,3,0,0,0,3,0,0,57,33,132,10,4,4,0,5,0,0,190,9,42,8,0,3,0,0,0,0,62,41,34,19,3,0,0,0,0,0,97,0,3,0,0,0,0,0,0,0,3,101,391,46,19,24,6,19,10,3,617,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,10
LGA51960,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,9,3,9,0,0,0,0,0,0,0,16,0,10,5,0,0,0,8,0,0,24,0,28,10,0,0,0,4,3,0,52,10,91,14,5,6,0,14,0,0,134,5,45,3,0,0,0,3,0,0,55,45,42,3,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,64,245,33,12,11,0,22,15,5,401,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA52030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,3,0,0,0,0,0,0,0,6,0,8,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,22,4,0,7,4,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52100,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,11,0,9,0,4,0,0,0,0,0,10,0,8,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,4,6,7,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,22,40,0,3,8,5,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
LGA52170,3,0,0,0,0,0,0,0,0,3,0,5,0,3,3,0,0,0,0,14,6,5,0,13,0,7,0,0,0,34,0,5,0,10,6,3,0,7,0,29,4,8,5,10,3,7,0,5,0,43,6,21,5,25,13,15,0,8,0,81,11,18,3,16,10,12,0,6,0,78,3,26,9,15,10,16,0,7,0,88,24,58,11,12,15,5,0,3,7,137,23,49,7,5,17,3,0,0,0,112,27,60,3,8,14,4,0,0,0,109,12,44,0,11,3,3,0,0,5,81,46,76,4,3,8,4,0,0,0,146,19,23,0,0,0,8,0,0,0,58,69,106,0,3,13,7,0,0,10,217,3,3,0,0,0,0,0,0,0,9,258,508,49,132,121,98,3,37,27,1231,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,3,0,4,0,0,0,9
LGA52240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,11,8,5,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,10,5,3,0,0,0,0,0,0,0,6,6,8,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,32,20,0,3,5,3,0,3,0,74,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,23,4,0,0,0,0,0,8,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,10,0,19,5,0,0,0,0,3,0,22,5,6,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,8,32,6,4,0,0,8,4,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,5,0,11,0,3,0,3,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,9,0,15,0,0,0,0,0,0,0,16,0,9,0,0,0,0,0,0,0,9,4,14,0,0,0,0,0,0,0,23,5,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,4,28,52,3,9,3,0,0,4,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
