POW_LGA_CODE_2021,LG_650_799_Mng,LG_650_799_Pro,LG_650_799_TecTW,LG_650_799_CoPSW,LG_650_799_ClAW,LG_650_799_SWks,LG_650_799_MaOpDv,LG_650_799_Lab,LG_650_799_IDNS,LG_650_799_Tot,LG_800_999_Mng,LG_800_999_Pro,LG_800_999_TecTW,LG_800_999_CoPSW,LG_800_999_ClAW,LG_800_999_SWks,LG_800_999_MaOpDv,LG_800_999_Lab,LG_800_999_IDNS,LG_800_999_Tot,LG_1000_1249_Mng,LG_1000_1249_Pro,LG_1000_1249_TecTW,LG_1000_1249_CoPSW,LG_1000_1249_ClAW,LG_1000_1249_SWks,LG_1000_1249_MaOpDv,LG_1000_1249_Lab,LG_1000_1249_IDNS,LG_1000_1249_Tot,LG_1250_1499_Mng,LG_1250_1499_Pro,LG_1250_1499_TecTW,LG_1250_1499_CoPSW,LG_1250_1499_ClAW,LG_1250_1499_SWks,LG_1250_1499_MaOpDv,LG_1250_1499_Lab,LG_1250_1499_IDNS,LG_1250_1499_Tot,LG_1500_1749_Mng,LG_1500_1749_Pro,LG_1500_1749_TecTW,LG_1500_1749_CoPSW,LG_1500_1749_ClAW,LG_1500_1749_SWks,LG_1500_1749_MaOpDv,LG_1500_1749_Lab,LG_1500_1749_IDNS,LG_1500_1749_Tot,LG_1750_1999_Mng,LG_1750_1999_Pro,LG_1750_1999_TecTW,LG_1750_1999_CoPSW,LG_1750_1999_ClAW,LG_1750_1999_SWks,LG_1750_1999_MaOpDv,LG_1750_1999_Lab,LG_1750_1999_IDNS,LG_1750_1999_Tot,LG_2000_2999_Mng,LG_2000_2999_Pro,LG_2000_2999_TecTW,LG_2000_2999_CoPSW,LG_2000_2999_ClAW,LG_2000_2999_SWks,LG_2000_2999_MaOpDv,LG_2000_2999_Lab,LG_2000_2999_IDNS,LG_2000_2999_Tot,LG_3000_3499_Mng,LG_3000_3499_Pro,LG_3000_3499_TecTW,LG_3000_3499_CoPSW,LG_3000_3499_ClAW,LG_3000_3499_SWks,LG_3000_3499_MaOpDv,LG_3000_3499_Lab,LG_3000_3499_IDNS,LG_3000_3499_Tot,LG_3500mo_Mng,LG_3500mo_Pro,LG_3500mo_TecTW,LG_3500mo_CoPSW,LG_3500mo_ClAW,LG_3500mo_SWks,LG_3500mo_MaOpDv,LG_3500mo_Lab,LG_3500mo_IDNS,LG_3500mo_Tot,LG_PINS_Mng,LG_PINS_Pro,LG_PINS_TecTW,LG_PINS_CoPSW,LG_PINS_ClAW,LG_PINS_SWks,LG_PINS_MaOpDv,LG_PINS_Lab,LG_PINS_IDNS,LG_PINS_Tot,LG_Tot_Mng,LG_Tot_Pro,LG_Tot_TecTW,LG_Tot_CoPSW,LG_Tot_ClAW,LG_Tot_SWks,LG_Tot_MaOpDv,LG_Tot_Lab,LG_Tot_IDNS,LG_Tot_Tot,Pvte_NNI_Mng,Pvte_NNI_Pro,Pvte_NNI_TecTW,Pvte_NNI_CoPSW,Pvte_NNI_ClAW,Pvte_NNI_SWks,Pvte_NNI_MaOpDv,Pvte_NNI_Lab,Pvte_NNI_IDNS,Pvte_NNI_Tot,Pvte_1_149_Mng,Pvte_1_149_Pro,Pvte_1_149_TecTW,Pvte_1_149_CoPSW,Pvte_1_149_ClAW,Pvte_1_149_SWks,Pvte_1_149_MaOpDv,Pvte_1_149_Lab,Pvte_1_149_IDNS,Pvte_1_149_Tot,Pvte_150_299_Mng,Pvte_150_299_Pro,Pvte_150_299_TecTW,Pvte_150_299_CoPSW,Pvte_150_299_ClAW,Pvte_150_299_SWks,Pvte_150_299_MaOpDv,Pvte_150_299_Lab,Pvte_150_299_IDNS,Pvte_150_299_Tot,Pvte_300_399_Mng,Pvte_300_399_Pro,Pvte_300_399_TecTW,Pvte_300_399_CoPSW,Pvte_300_399_ClAW,Pvte_300_399_SWks,Pvte_300_399_MaOpDv,Pvte_300_399_Lab,Pvte_300_399_IDNS,Pvte_300_399_Tot,Pvte_400_499_Mng,Pvte_400_499_Pro,Pvte_400_499_TecTW,Pvte_400_499_CoPSW,Pvte_400_499_ClAW,Pvte_400_499_SWks,Pvte_400_499_MaOpDv,Pvte_400_499_Lab,Pvte_400_499_IDNS,Pvte_400_499_Tot,Pvte_500_649_Mng,Pvte_500_649_Pro,Pvte_500_649_TecTW,Pvte_500_649_CoPSW,Pvte_500_649_ClAW,Pvte_500_649_SWks,Pvte_500_649_MaOpDv,Pvte_500_649_Lab,Pvte_500_649_IDNS,Pvte_500_649_Tot,Pvte_650_799_Mng,Pvte_650_799_Pro,Pvte_650_799_TecTW,Pvte_650_799_CoPSW,Pvte_650_799_ClAW,Pvte_650_799_SWks,Pvte_650_799_MaOpDv,Pvte_650_799_Lab,Pvte_650_799_IDNS,Pvte_650_799_Tot,Pvte_800_999_Mng,Pvte_800_999_Pro,Pvte_800_999_TecTW,Pvte_800_999_CoPSW,Pvte_800_999_ClAW,Pvte_800_999_SWks,Pvte_800_999_MaOpDv,Pvte_800_999_Lab,Pvte_800_999_IDNS,Pvte_800_999_Tot,Pvte_1000_1249_Mng,Pvte_1000_1249_Pro,Pvte_1000_1249_TecTW,Pvte_1000_1249_CoPSW,Pvte_1000_1249_ClAW,Pvte_1000_1249_SWks,Pvte_1000_1249_MaOpDv,Pvte_1000_1249_Lab,Pvte_1000_1249_IDNS,Pvte_1000_1249_Tot
LGA50840,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,17,0,0,4,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,8,4,14,0,3,7,0,45,17,0,4,0,0,3,0,0,0,27,11,5,7,18,3,17,0,21,0,78,21,4,5,6,5,10,0,15,0,63,19,5,12,12,7,3,0,18,3,77,15,5,12,18,13,16,0,12,0,87,16,8,16,25,9,23,4,23,0,126,31,12,17,24,22,15,5,14,0,141,31,12,24,24,23,26,33,43,3,215,33,16,35,10,26,10,30,30,0,197
LGA50910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,21,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,9,3,0,0,0,0,6,0,0,0,12,0,0,3,0,0,0,10,6,0,21,9,4,0,0,0,3,3,3,0,24,7,3,0,9,7,0,0,8,0,41,8,0,8,8,0,0,0,9,0,36,8,0,6,5,3,4,7,5,0,35,19,0,8,6,6,0,6,3,0,56
LGA50980,0,0,0,0,5,0,0,0,0,6,0,3,0,3,5,0,0,3,0,14,3,0,0,0,3,0,3,3,0,22,4,3,6,3,11,0,3,5,0,34,5,11,4,3,7,0,0,3,0,42,7,19,0,0,5,0,0,0,0,27,16,13,4,0,6,0,0,0,3,47,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,5,49,53,21,15,46,0,11,17,3,211,9,7,9,0,5,5,0,0,0,25,0,0,8,34,8,68,0,42,0,170,3,13,5,25,4,34,0,29,0,123,13,16,10,20,9,28,8,31,4,136,13,16,24,25,22,13,9,39,3,165,20,24,36,65,54,53,15,44,0,307,29,51,54,95,61,73,16,75,3,467,66,61,81,165,92,62,43,122,7,698,91,94,120,151,132,80,42,122,3,848
LGA51080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,5,0,0,19,8,0,0,0,0,0,0,0,0,10,3,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,10,11,0,0,0,3,0,0,3,0,21,17,0,0,0,0,0,0,5,0,23,27,0,0,0,0,0,4,5,0,46,26,0,0,0,0,0,0,16,0,45
LGA51120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,5,0,9,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,6,7,0,35,9,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,4,0,0,0,12,0,0,3,0,0,0,0,0,0,13,7,0,0,3,0,0,6,6,0,21,6,6,9,3,0,0,4,0,0,23,8,0,3,5,0,0,8,7,0,36,18,0,5,0,3,0,0,10,0,32
LGA51190,5,3,0,3,6,0,0,0,0,19,0,10,3,4,7,0,0,0,0,26,0,7,3,8,12,0,0,16,0,40,5,13,8,0,17,0,8,11,0,64,13,13,7,0,19,0,4,3,5,70,8,6,6,0,11,0,0,0,0,25,7,6,0,0,9,0,0,0,0,26,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,48,61,29,29,81,5,17,32,7,309,16,9,12,18,8,20,6,20,5,115,9,15,43,117,35,303,17,167,9,715,16,35,36,105,64,182,26,137,8,601,16,42,80,126,86,150,30,148,5,679,29,61,119,179,142,174,49,182,6,943,60,97,248,320,237,285,77,279,10,1612,90,150,284,389,322,302,114,323,12,1989,154,255,382,392,465,303,211,487,24,2671,247,382,526,362,476,243,269,363,20,2893
LGA51260,4,0,0,0,6,0,0,3,0,19,3,3,0,3,8,0,0,0,0,23,0,3,11,0,21,0,10,8,0,53,0,13,10,0,23,0,7,3,0,65,6,23,5,0,5,0,4,0,0,47,6,12,4,0,0,0,7,0,0,26,10,12,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,41,71,39,18,74,3,20,24,3,288,33,6,21,10,10,14,0,16,0,113,19,19,28,186,17,267,10,159,0,699,36,26,36,118,41,146,20,132,3,548,42,43,46,114,57,95,22,137,3,558,53,51,113,150,76,131,26,190,7,799,124,86,190,227,158,230,60,252,8,1341,127,126,223,336,189,269,67,283,15,1636,201,164,301,322,250,197,105,293,26,1860,333,239,432,255,268,163,115,200,9,2012
LGA51310,0,3,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,3,0,19,4,5,9,0,7,0,0,0,0,32,0,10,3,3,25,0,0,0,0,39,9,18,10,0,9,0,0,0,0,47,0,18,3,0,6,0,0,0,0,29,11,12,0,0,5,0,0,0,0,27,8,3,0,0,4,0,0,0,0,14,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,44,72,28,16,68,7,0,11,3,257,8,20,7,12,5,8,0,6,0,64,4,27,13,190,28,137,14,83,0,493,15,53,25,159,64,72,11,46,5,441,12,63,30,124,48,71,10,40,0,400,27,69,41,141,76,57,6,78,0,493,49,138,83,230,134,87,18,97,0,829,48,159,109,271,173,79,13,76,7,939,92,282,156,301,256,72,18,81,12,1270,147,430,200,289,310,68,32,77,9,1571
LGA51330,0,3,0,9,10,4,4,0,0,37,5,10,6,10,8,0,3,8,0,55,4,5,13,15,19,0,11,11,0,87,12,15,17,18,30,0,15,10,3,120,14,24,9,11,18,0,3,10,0,94,16,29,4,0,8,0,3,0,0,63,23,43,0,4,12,0,0,0,0,84,13,0,0,0,0,0,0,0,0,12,11,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,90,143,72,148,135,11,45,65,6,719,41,24,21,28,36,48,16,45,10,266,25,81,49,267,84,578,61,414,8,1569,48,101,108,312,144,583,116,382,23,1806,76,108,144,294,185,459,146,335,19,1769,81,115,252,314,265,529,207,439,18,2210,149,194,455,460,464,611,345,632,34,3347,222,269,715,456,648,556,611,748,49,4267,430,432,1072,563,1089,615,1594,1048,77,6917,714,733,1579,532,1540,595,1907,845,108,8553
LGA51400,0,0,3,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,10,0,3,3,0,16,0,0,0,0,22,3,7,6,0,5,0,4,0,0,20,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,25,4,29,0,3,10,0,85,10,3,5,0,8,0,0,4,0,29,6,3,3,23,8,55,9,68,0,177,6,8,16,19,6,33,6,30,0,121,13,12,17,15,11,19,3,35,0,122,15,3,24,24,27,23,4,26,0,141,21,14,36,30,21,31,10,46,3,203,31,22,40,40,29,32,21,64,0,262,47,18,59,48,37,17,27,68,0,321,36,33,63,27,32,17,26,54,4,287
LGA51470,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,8,5,0,18,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,7,0,5,0,0,0,0,5,0,12,0,0,0,0,0,0,0,3,0,9,3,0,9,3,5,0,4,0,0,24,6,3,6,5,6,0,0,3,0,25,6,0,9,0,0,0,6,4,0,28
