POW_LGA_CODE_2021,Mng_NNI_H_0,Mng_NNI_H_1_19,Mng_NNI_H_20_29,Mng_NNI_H_30_34,Mng_NNI_H_35_39,Mng_NNI_H_40_44,Mng_NNI_H_45_49,Mng_NNI_H_50ov,Mng_NNI_H_NS,Mng_NNI_H_Tot,Mng_1_149_H_0,Mng_1_149_H_1_19,Mng_1_149_H_20_29,Mng_1_149_H_30_34,Mng_1_149_H_35_39,Mng_1_149_H_40_44,Mng_1_149_H_45_49,Mng_1_149_H_50ov,Mng_1_149_H_NS,Mng_1_149_H_Tot,Mng_150_299_H_0,Mng_150_299_H_1_19,Mng_150_299_H_20_29,Mng_150_299_H_30_34,Mng_150_299_H_35_39,Mng_150_299_H_40_44,Mng_150_299_H_45_49,Mng_150_299_H_50ov,Mng_150_299_H_NS,Mng_150_299_H_Tot,Mng_300_399_H_0,Mng_300_399_H_1_19,Mng_300_399_H_20_29,Mng_300_399_H_30_34,Mng_300_399_H_35_39,Mng_300_399_H_40_44,Mng_300_399_H_45_49,Mng_300_399_H_50ov,Mng_300_399_H_NS,Mng_300_399_H_Tot,Mng_400_499_H_0,Mng_400_499_H_1_19,Mng_400_499_H_20_29,Mng_400_499_H_30_34,Mng_400_499_H_35_39,Mng_400_499_H_40_44,Mng_400_499_H_45_49,Mng_400_499_H_50ov,Mng_400_499_H_NS,Mng_400_499_H_Tot,Mng_500_649_H_0,Mng_500_649_H_1_19,Mng_500_649_H_20_29,Mng_500_649_H_30_34,Mng_500_649_H_35_39,Mng_500_649_H_40_44,Mng_500_649_H_45_49,Mng_500_649_H_50ov,Mng_500_649_H_NS,Mng_500_649_H_Tot,Mng_650_799_H_0,Mng_650_799_H_1_19,Mng_650_799_H_20_29,Mng_650_799_H_30_34,Mng_650_799_H_35_39,Mng_650_799_H_40_44,Mng_650_799_H_45_49,Mng_650_799_H_50ov,Mng_650_799_H_NS,Mng_650_799_H_Tot,Mng_800_999_H_0,Mng_800_999_H_1_19,Mng_800_999_H_20_29,Mng_800_999_H_30_34,Mng_800_999_H_35_39,Mng_800_999_H_40_44,Mng_800_999_H_45_49,Mng_800_999_H_50ov,Mng_800_999_H_NS,Mng_800_999_H_Tot,Mng_1000_1249_H_0,Mng_1000_1249_H_1_19,Mng_1000_1249_H_20_29,Mng_1000_1249_H_30_34,Mng_1000_1249_H_35_39,Mng_1000_1249_H_40_44,Mng_1000_1249_H_45_49,Mng_1000_1249_H_50ov,Mng_1000_1249_H_NS,Mng_1000_1249_H_Tot,Mng_1250_1499_H_0,Mng_1250_1499_H_1_19,Mng_1250_1499_H_20_29,Mng_1250_1499_H_30_34,Mng_1250_1499_H_35_39,Mng_1250_1499_H_40_44,Mng_1250_1499_H_45_49,Mng_1250_1499_H_50ov,Mng_1250_1499_H_NS,Mng_1250_1499_H_Tot,Mng_1500_1749_H_0,Mng_1500_1749_H_1_19,Mng_1500_1749_H_20_29,Mng_1500_1749_H_30_34,Mng_1500_1749_H_35_39,Mng_1500_1749_H_40_44,Mng_1500_1749_H_45_49,Mng_1500_1749_H_50ov,Mng_1500_1749_H_NS,Mng_1500_1749_H_Tot,Mng_1750_1999_H_0,Mng_1750_1999_H_1_19,Mng_1750_1999_H_20_29,Mng_1750_1999_H_30_34,Mng_1750_1999_H_35_39,Mng_1750_1999_H_40_44,Mng_1750_1999_H_45_49,Mng_1750_1999_H_50ov,Mng_1750_1999_H_NS,Mng_1750_1999_H_Tot,Mng_2000_2999_H_0,Mng_2000_2999_H_1_19,Mng_2000_2999_H_20_29,Mng_2000_2999_H_30_34,Mng_2000_2999_H_35_39,Mng_2000_2999_H_40_44,Mng_2000_2999_H_45_49,Mng_2000_2999_H_50ov,Mng_2000_2999_H_NS,Mng_2000_2999_H_Tot,Mng_3000_3499_H_0,Mng_3000_3499_H_1_19,Mng_3000_3499_H_20_29,Mng_3000_3499_H_30_34,Mng_3000_3499_H_35_39,Mng_3000_3499_H_40_44,Mng_3000_3499_H_45_49,Mng_3000_3499_H_50ov,Mng_3000_3499_H_NS,Mng_3000_3499_H_Tot,Mng_3500mo_H_0,Mng_3500mo_H_1_19,Mng_3500mo_H_20_29,Mng_3500mo_H_30_34,Mng_3500mo_H_35_39,Mng_3500mo_H_40_44,Mng_3500mo_H_45_49,Mng_3500mo_H_50ov,Mng_3500mo_H_NS,Mng_3500mo_H_Tot,Mng_PINS_H_0,Mng_PINS_H_1_19,Mng_PINS_H_20_29,Mng_PINS_H_30_34,Mng_PINS_H_35_39,Mng_PINS_H_40_44,Mng_PINS_H_45_49,Mng_PINS_H_50ov,Mng_PINS_H_NS,Mng_PINS_H_Tot,Mng_Tot_H_0,Mng_Tot_H_1_19,Mng_Tot_H_20_29,Mng_Tot_H_30_34,Mng_Tot_H_35_39,Mng_Tot_H_40_44,Mng_Tot_H_45_49,Mng_Tot_H_50ov,Mng_Tot_H_NS,Mng_Tot_H_Tot,Pro_NNI_H_0,Pro_NNI_H_1_19,Pro_NNI_H_20_29,Pro_NNI_H_30_34,Pro_NNI_H_35_39,Pro_NNI_H_40_44,Pro_NNI_H_45_49,Pro_NNI_H_50ov,Pro_NNI_H_NS,Pro_NNI_H_Tot,Pro_1_149_H_0,Pro_1_149_H_1_19,Pro_1_149_H_20_29,Pro_1_149_H_30_34,Pro_1_149_H_35_39,Pro_1_149_H_40_44,Pro_1_149_H_45_49,Pro_1_149_H_50ov,Pro_1_149_H_NS,Pro_1_149_H_Tot,Pro_150_299_H_0,Pro_150_299_H_1_19,Pro_150_299_H_20_29,Pro_150_299_H_30_34,Pro_150_299_H_35_39,Pro_150_299_H_40_44,Pro_150_299_H_45_49,Pro_150_299_H_50ov,Pro_150_299_H_NS,Pro_150_299_H_Tot
LGA51610,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,5,0,0,0,11,0,0,5,0,3,0,0,5,0,8,0,0,0,0,0,3,0,3,0,8,0,0,6,0,0,0,3,12,0,20,0,0,0,0,0,0,5,8,0,13,0,0,0,0,0,6,0,8,0,11,0,0,3,0,0,0,0,6,0,12,0,0,0,0,0,0,0,11,0,14,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,13,16,3,7,13,13,71,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51680,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,9,0,9,0,3,0,0,3,0,0,8,0,14,0,5,0,6,0,0,0,4,0,16,3,5,3,0,0,3,0,9,0,21,0,0,8,4,0,0,0,7,0,26,0,6,3,0,3,0,0,9,0,24,0,0,0,0,0,9,0,6,0,30,0,0,0,0,0,8,0,6,0,21,0,0,0,0,0,6,3,8,0,29,0,0,3,0,7,6,0,3,0,14,0,0,3,0,0,6,3,18,0,33,0,0,0,0,0,0,3,9,0,20,3,0,0,0,0,5,0,12,0,27,0,0,0,0,0,3,0,0,0,5,8,26,34,15,30,53,19,109,4,304,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4
LGA51710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,6,6,0,11,0,0,0,0,6,4,0,3,0,15,0,0,0,0,3,5,0,0,0,10,0,3,0,0,4,10,9,7,0,33,0,0,0,0,5,0,0,3,0,19,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,4,4,0,3,3,0,29,32,17,21,4,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51750,0,0,0,0,0,4,0,0,0,8,0,6,0,0,0,0,0,0,0,6,0,3,4,0,0,0,0,0,0,11,0,7,0,0,0,0,0,0,0,12,0,5,3,0,0,3,0,0,0,18,3,4,9,9,3,0,0,3,0,29,0,10,16,13,5,4,3,0,0,43,0,3,10,16,23,19,0,10,0,76,0,4,10,13,45,40,10,12,0,128,4,11,5,6,23,24,9,13,0,98,0,3,3,7,17,17,11,10,0,71,0,8,5,6,11,13,6,8,0,59,0,0,3,3,22,34,18,41,0,126,0,3,0,0,7,6,7,25,0,54,0,9,13,4,4,12,13,48,0,106,0,0,0,0,0,4,0,4,0,8,24,79,91,68,163,187,72,172,0,863,0,3,0,0,4,0,0,0,0,7,0,23,0,0,0,0,0,0,0,27,0,33,0,0,0,0,0,0,0,41
LGA51820,3,3,7,4,4,0,6,15,0,44,0,11,5,0,0,0,0,4,0,25,0,29,4,0,0,6,3,8,0,54,0,20,7,3,9,11,0,9,0,58,5,30,22,7,6,12,0,10,0,87,4,28,35,16,19,19,7,21,0,140,9,16,32,21,38,40,7,24,0,181,13,14,38,27,106,73,25,43,0,344,16,23,20,35,158,157,45,97,5,554,13,8,35,35,135,179,61,114,0,571,13,13,14,18,117,195,69,146,0,606,15,13,14,23,105,161,94,166,0,594,32,26,18,28,208,503,206,492,11,1530,15,5,5,8,48,154,68,239,0,543,13,21,17,13,58,201,96,426,3,839,0,0,0,0,3,14,3,17,5,35,161,259,277,244,1009,1725,681,1824,39,6210,3,10,6,0,4,5,0,3,0,35,0,68,8,9,6,0,0,4,0,98,4,80,13,3,4,0,0,3,0,108
LGA51860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,4,5,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,4,12,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51890,0,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,0,10,0,0,7,3,0,0,0,0,0,17,0,0,0,3,0,4,0,5,0,21,3,0,6,0,3,3,0,0,0,20,0,0,4,3,6,8,6,9,0,31,0,0,0,3,5,5,0,7,0,19,3,0,0,0,3,8,0,8,0,26,0,0,0,0,7,7,3,5,0,26,6,3,0,0,5,36,18,17,0,83,0,0,0,0,3,14,4,6,0,31,0,0,0,0,7,17,5,37,0,73,0,0,0,0,0,0,0,0,0,3,20,18,19,19,35,105,39,107,5,373,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8
LGA51960,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,6,4,0,6,0,9,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,4,4,0,13,0,0,0,0,0,4,0,3,0,6,0,0,0,0,0,10,4,10,0,29,0,0,0,0,0,0,4,10,0,15,0,6,6,0,0,3,6,53,0,74,0,0,0,0,0,0,0,0,0,5,0,7,5,0,10,27,14,97,3,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
LGA52030,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,4,0,8,0,0,5,0,0,0,0,4,0,13,0,0,0,0,0,3,0,7,0,11,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,3,0,12,0,16,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,3,0,4,0,4,7,9,4,8,5,78,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52100,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,7,0,10,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,3,0,6,0,17,0,0,0,0,0,3,0,9,0,11,0,0,3,3,0,3,0,10,0,22,0,0,0,0,0,8,0,11,0,19,0,0,0,0,0,3,4,10,0,21,0,0,0,0,0,0,3,12,0,24,0,0,0,0,0,7,0,12,0,22,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,11,0,0,0,0,0,0,0,3,0,3,8,12,11,5,4,37,12,89,4,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52170,0,3,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,3,3,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,11,0,4,6,0,0,0,0,6,0,13,0,5,4,6,3,8,0,0,3,26,6,9,5,12,11,19,3,8,0,62,0,3,3,4,11,11,9,6,0,47,0,0,0,0,7,14,5,13,0,48,6,5,0,0,0,4,3,16,0,32,0,3,4,0,15,27,8,20,0,79,0,0,0,0,4,7,8,6,0,30,0,8,8,9,3,18,16,42,0,98,0,0,0,0,0,0,0,4,0,4,8,46,49,35,58,111,52,110,6,481,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,11,0,17,0,3,0,0,0,0,0,15
LGA52240,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,9,0,5,0,11,0,0,4,0,0,0,4,5,0,11,0,0,5,0,0,0,0,9,0,21,0,0,0,4,0,11,0,5,0,24,0,0,0,3,3,10,3,13,0,31,0,3,0,0,4,8,0,13,0,24,0,0,0,0,0,9,3,8,0,23,0,3,0,0,0,0,0,12,0,21,0,0,0,3,0,8,0,6,0,17,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,4,0,7,0,15,0,0,0,0,0,0,0,4,5,11,10,15,12,19,13,60,17,97,3,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52310,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,3,6,5,0,14,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,3,0,9,0,0,0,0,0,7,0,3,0,14,0,0,0,0,4,8,0,4,0,14,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,3,0,4,0,10,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,3,0,4,10,3,8,23,11,49,4,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,4,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,25,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,10,0,0,0,0,0,0,0,6,0,6,0,0,0,3,0,6,0,13,0,25,0,0,0,0,0,0,0,11,0,13,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,8,0,14,0,0,0,0,0,4,5,4,0,18,0,4,0,3,0,6,3,11,0,32,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,5,0,5,3,14,6,7,3,19,11,84,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52520,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,8,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,9,0,19,0,0,0,0,0,0,0,8,0,20,0,0,0,3,0,7,0,10,0,20,0,0,0,0,0,4,4,16,0,26,0,0,0,0,4,0,4,13,0,29,0,0,0,6,0,0,3,16,0,28,0,4,0,0,0,4,3,19,0,33,0,0,0,0,0,0,0,9,0,18,0,4,0,0,0,4,4,10,0,21,0,0,0,0,0,0,0,3,0,0,0,19,9,16,15,26,23,135,4,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
LGA52590,0,4,0,0,0,4,0,12,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,4,0,8,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,6,0,13,0,3,3,0,0,0,0,5,0,21,3,0,0,0,3,4,0,12,0,30,0,7,0,3,3,8,4,20,0,49,3,0,0,0,12,8,3,18,3,40,0,0,3,0,4,8,0,22,0,42,0,0,0,0,0,4,0,13,0,19,0,0,0,0,3,7,0,21,0,39,5,0,0,0,0,0,0,13,0,14,0,0,0,0,0,3,0,12,0,17,0,0,0,0,0,0,0,0,0,0,16,21,19,13,31,48,13,152,9,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA52660,0,0,4,0,0,3,0,3,0,8,0,0,0,4,0,0,0,0,0,8,0,8,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,5,0,8,9,0,7,4,0,3,0,33,5,3,0,4,5,0,0,5,0,27,0,6,4,3,10,12,0,8,0,49,0,7,0,5,17,16,6,10,0,61,0,0,3,0,3,9,0,14,0,30,0,0,3,5,9,13,10,10,0,39,6,0,0,0,0,8,3,10,0,34,6,0,0,0,0,17,17,31,0,78,0,0,0,0,0,0,0,12,0,19,5,0,3,4,0,8,3,11,0,32,0,0,0,0,0,0,0,5,0,12,20,40,36,28,62,104,45,121,8,463,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,15,0,6,0,0,0,0,0,0,0,7
LGA52730,0,0,8,4,0,5,0,7,0,29,0,0,0,0,0,0,0,3,0,7,0,0,4,0,0,0,0,3,0,16,5,5,5,0,0,4,0,0,0,16,0,9,0,0,0,0,0,4,0,24,5,6,11,7,0,5,0,11,0,39,0,4,12,12,6,8,0,5,0,41,5,5,6,9,7,4,3,7,0,46,0,0,7,6,7,15,0,12,0,46,0,6,5,0,8,14,5,12,0,50,4,0,5,0,3,9,5,14,0,41,0,6,3,0,3,8,0,10,0,30,4,6,0,0,7,5,9,7,0,29,0,0,0,0,0,0,0,4,0,14,0,0,3,0,0,0,3,3,0,16,0,0,0,0,0,0,0,6,0,3,22,53,62,38,39,71,30,117,9,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,11
LGA52800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8,11,0,0,0,25,0,0,5,0,0,4,3,10,0,23,4,0,4,0,10,3,0,14,0,37,4,0,0,0,9,12,4,13,3,44,0,0,0,0,0,6,3,9,0,18,0,4,0,0,12,11,11,24,0,64,0,0,0,0,0,4,5,10,0,22,0,0,0,0,3,5,3,21,0,30,0,0,0,0,0,3,0,0,0,7,13,8,11,4,54,58,29,109,8,289,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,4,4,0,9,0,0,0,0,0,0,13
LGA52870,0,5,0,0,0,0,0,14,0,21,0,0,0,0,6,0,0,3,0,14,5,0,3,0,0,0,0,11,0,25,0,3,5,0,0,5,0,5,5,19,0,4,4,0,0,0,0,14,0,21,0,3,5,0,0,7,3,14,0,39,0,8,12,5,0,5,5,15,3,51,5,0,9,3,3,4,0,9,0,34,0,0,5,7,4,13,4,12,0,51,0,3,0,0,4,17,4,8,3,44,0,0,0,0,3,7,3,8,0,25,0,3,0,0,5,11,3,12,0,31,0,5,4,0,3,5,4,21,0,42,0,0,0,0,0,4,0,0,0,8,0,8,3,0,0,9,5,5,0,23,0,0,0,3,0,0,0,0,0,6,20,53,48,29,31,89,35,145,8,454,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3
LGA52940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,3,0,12,0,0,0,3,0,0,0,3,0,16,0,0,3,0,0,0,0,6,0,5,0,0,0,0,0,0,4,9,0,10,0,0,0,0,0,5,0,7,0,8,0,4,4,0,0,4,7,12,0,21,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,11,0,11,3,0,0,0,0,0,0,0,0,7,4,6,6,10,0,13,11,70,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53010,0,0,0,0,0,3,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,5,0,12,0,0,3,0,5,0,7,3,0,16,0,0,0,4,0,0,0,0,0,11,0,0,0,0,4,4,0,11,0,20,0,3,5,0,0,0,0,10,0,11,0,0,0,0,0,0,0,5,0,9,0,5,0,0,0,0,0,5,0,16,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6,0,6,8,8,5,6,5,23,9,70,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,7,0,0,0,0,0,0,0,3,0,9,3,0,0,0,0,4,7,6,0,17,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,4,13,26,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,5,0,3,5,0,0,0,0,5,0,13,0,3,3,0,10,7,0,0,0,22,0,0,5,6,4,4,4,0,0,20,3,0,0,0,7,6,3,4,0,25,0,0,0,0,5,4,7,5,0,27,0,0,0,0,7,7,3,12,0,37,4,3,0,5,10,26,9,17,0,79,0,0,0,0,3,0,6,8,0,20,0,3,0,3,0,12,0,13,0,31,0,0,0,0,0,0,0,0,0,0,10,29,16,25,37,78,36,66,0,303,0,3,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,9,0,11,4,0,0,0,0,0,0,16
LGA53220,0,0,0,0,0,0,0,5,0,5,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,4,0,9,0,0,0,0,0,4,0,0,0,12,4,0,0,0,7,4,0,6,0,17,8,0,0,0,11,12,9,20,0,59,5,0,0,0,3,11,0,29,0,50,4,0,0,0,5,13,3,35,0,61,4,0,3,0,12,15,20,124,0,177,4,5,0,0,7,7,8,70,0,104,22,7,10,0,12,12,50,315,3,428,0,0,0,0,0,0,0,3,4,3,48,27,14,11,60,63,93,612,12,947,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,15,3,3,10,4,0,0,0,39
LGA53290,0,3,3,0,0,9,4,26,0,50,0,4,0,0,0,4,0,6,0,11,4,4,0,0,0,0,0,7,0,22,0,15,0,4,0,0,0,9,0,33,0,5,4,7,0,4,4,14,0,35,0,3,8,0,3,7,4,9,0,36,6,3,6,0,11,9,6,19,0,57,3,10,8,9,12,28,9,22,0,93,6,11,11,5,14,34,10,52,0,145,6,6,6,3,20,20,9,34,0,102,6,4,13,3,14,28,9,49,0,132,4,7,0,3,15,22,6,33,4,97,11,14,6,8,15,27,13,96,0,183,4,4,3,0,0,12,9,31,0,53,5,11,8,8,0,15,13,38,0,93,0,4,0,0,4,0,0,11,5,24,62,95,71,50,106,224,95,440,18,1158,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,11
