POW_LGA_CODE_2021,Mng_NNI_H_0,Mng_NNI_H_1_19,Mng_NNI_H_20_29,Mng_NNI_H_30_34,Mng_NNI_H_35_39,Mng_NNI_H_40_44,Mng_NNI_H_45_49,Mng_NNI_H_50ov,Mng_NNI_H_NS,Mng_NNI_H_Tot,Mng_1_149_H_0,Mng_1_149_H_1_19,Mng_1_149_H_20_29,Mng_1_149_H_30_34,Mng_1_149_H_35_39,Mng_1_149_H_40_44,Mng_1_149_H_45_49,Mng_1_149_H_50ov,Mng_1_149_H_NS,Mng_1_149_H_Tot,Mng_150_299_H_0,Mng_150_299_H_1_19,Mng_150_299_H_20_29,Mng_150_299_H_30_34,Mng_150_299_H_35_39,Mng_150_299_H_40_44,Mng_150_299_H_45_49,Mng_150_299_H_50ov,Mng_150_299_H_NS,Mng_150_299_H_Tot,Mng_300_399_H_0,Mng_300_399_H_1_19,Mng_300_399_H_20_29,Mng_300_399_H_30_34,Mng_300_399_H_35_39,Mng_300_399_H_40_44,Mng_300_399_H_45_49,Mng_300_399_H_50ov,Mng_300_399_H_NS,Mng_300_399_H_Tot,Mng_400_499_H_0,Mng_400_499_H_1_19,Mng_400_499_H_20_29,Mng_400_499_H_30_34,Mng_400_499_H_35_39,Mng_400_499_H_40_44,Mng_400_499_H_45_49,Mng_400_499_H_50ov,Mng_400_499_H_NS,Mng_400_499_H_Tot,Mng_500_649_H_0,Mng_500_649_H_1_19,Mng_500_649_H_20_29,Mng_500_649_H_30_34,Mng_500_649_H_35_39,Mng_500_649_H_40_44,Mng_500_649_H_45_49,Mng_500_649_H_50ov,Mng_500_649_H_NS,Mng_500_649_H_Tot,Mng_650_799_H_0,Mng_650_799_H_1_19,Mng_650_799_H_20_29,Mng_650_799_H_30_34,Mng_650_799_H_35_39,Mng_650_799_H_40_44,Mng_650_799_H_45_49,Mng_650_799_H_50ov,Mng_650_799_H_NS,Mng_650_799_H_Tot,Mng_800_999_H_0,Mng_800_999_H_1_19,Mng_800_999_H_20_29,Mng_800_999_H_30_34,Mng_800_999_H_35_39,Mng_800_999_H_40_44,Mng_800_999_H_45_49,Mng_800_999_H_50ov,Mng_800_999_H_NS,Mng_800_999_H_Tot,Mng_1000_1249_H_0,Mng_1000_1249_H_1_19,Mng_1000_1249_H_20_29,Mng_1000_1249_H_30_34,Mng_1000_1249_H_35_39,Mng_1000_1249_H_40_44,Mng_1000_1249_H_45_49,Mng_1000_1249_H_50ov,Mng_1000_1249_H_NS,Mng_1000_1249_H_Tot,Mng_1250_1499_H_0,Mng_1250_1499_H_1_19,Mng_1250_1499_H_20_29,Mng_1250_1499_H_30_34,Mng_1250_1499_H_35_39,Mng_1250_1499_H_40_44,Mng_1250_1499_H_45_49,Mng_1250_1499_H_50ov,Mng_1250_1499_H_NS,Mng_1250_1499_H_Tot,Mng_1500_1749_H_0,Mng_1500_1749_H_1_19,Mng_1500_1749_H_20_29,Mng_1500_1749_H_30_34,Mng_1500_1749_H_35_39,Mng_1500_1749_H_40_44,Mng_1500_1749_H_45_49,Mng_1500_1749_H_50ov,Mng_1500_1749_H_NS,Mng_1500_1749_H_Tot,Mng_1750_1999_H_0,Mng_1750_1999_H_1_19,Mng_1750_1999_H_20_29,Mng_1750_1999_H_30_34,Mng_1750_1999_H_35_39,Mng_1750_1999_H_40_44,Mng_1750_1999_H_45_49,Mng_1750_1999_H_50ov,Mng_1750_1999_H_NS,Mng_1750_1999_H_Tot,Mng_2000_2999_H_0,Mng_2000_2999_H_1_19,Mng_2000_2999_H_20_29,Mng_2000_2999_H_30_34,Mng_2000_2999_H_35_39,Mng_2000_2999_H_40_44,Mng_2000_2999_H_45_49,Mng_2000_2999_H_50ov,Mng_2000_2999_H_NS,Mng_2000_2999_H_Tot,Mng_3000_3499_H_0,Mng_3000_3499_H_1_19,Mng_3000_3499_H_20_29,Mng_3000_3499_H_30_34,Mng_3000_3499_H_35_39,Mng_3000_3499_H_40_44,Mng_3000_3499_H_45_49,Mng_3000_3499_H_50ov,Mng_3000_3499_H_NS,Mng_3000_3499_H_Tot,Mng_3500mo_H_0,Mng_3500mo_H_1_19,Mng_3500mo_H_20_29,Mng_3500mo_H_30_34,Mng_3500mo_H_35_39,Mng_3500mo_H_40_44,Mng_3500mo_H_45_49,Mng_3500mo_H_50ov,Mng_3500mo_H_NS,Mng_3500mo_H_Tot,Mng_PINS_H_0,Mng_PINS_H_1_19,Mng_PINS_H_20_29,Mng_PINS_H_30_34,Mng_PINS_H_35_39,Mng_PINS_H_40_44,Mng_PINS_H_45_49,Mng_PINS_H_50ov,Mng_PINS_H_NS,Mng_PINS_H_Tot,Mng_Tot_H_0,Mng_Tot_H_1_19,Mng_Tot_H_20_29,Mng_Tot_H_30_34,Mng_Tot_H_35_39,Mng_Tot_H_40_44,Mng_Tot_H_45_49,Mng_Tot_H_50ov,Mng_Tot_H_NS,Mng_Tot_H_Tot,Pro_NNI_H_0,Pro_NNI_H_1_19,Pro_NNI_H_20_29,Pro_NNI_H_30_34,Pro_NNI_H_35_39,Pro_NNI_H_40_44,Pro_NNI_H_45_49,Pro_NNI_H_50ov,Pro_NNI_H_NS,Pro_NNI_H_Tot,Pro_1_149_H_0,Pro_1_149_H_1_19,Pro_1_149_H_20_29,Pro_1_149_H_30_34,Pro_1_149_H_35_39,Pro_1_149_H_40_44,Pro_1_149_H_45_49,Pro_1_149_H_50ov,Pro_1_149_H_NS,Pro_1_149_H_Tot,Pro_150_299_H_0,Pro_150_299_H_1_19,Pro_150_299_H_20_29,Pro_150_299_H_30_34,Pro_150_299_H_35_39,Pro_150_299_H_40_44,Pro_150_299_H_45_49,Pro_150_299_H_50ov,Pro_150_299_H_NS,Pro_150_299_H_Tot
LGA55180,4,3,5,0,0,11,0,16,0,34,0,6,0,0,4,0,0,0,0,10,0,4,6,4,0,0,3,8,0,21,0,9,7,0,0,3,3,11,3,36,6,8,10,3,0,11,0,6,0,41,3,12,11,3,4,9,5,22,0,68,8,6,9,8,3,8,3,20,0,61,0,3,13,9,15,17,8,30,4,101,5,5,10,3,18,26,11,33,0,106,9,0,9,4,13,15,5,34,0,89,3,4,3,8,12,27,6,28,0,96,0,4,3,4,10,15,7,17,0,62,9,4,3,5,10,33,9,36,0,102,0,0,0,0,0,7,0,8,0,21,0,0,0,5,3,4,3,11,0,26,3,4,5,0,0,0,0,7,0,20,52,71,81,61,91,186,63,279,19,896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,6
LGA55250,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,0,0,0,0,0,7,0,7,0,13,5,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,8,0,8,4,0,0,0,0,6,0,3,0,14,4,0,0,3,5,4,4,18,0,33,0,0,0,0,0,0,0,3,0,7,7,3,3,0,0,0,7,29,0,45,0,0,0,0,0,0,0,0,0,0,17,4,3,4,8,20,13,81,5,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55320,3,6,3,5,0,0,0,6,4,32,0,15,0,0,0,3,0,5,0,28,0,30,5,0,4,3,0,3,0,47,0,28,13,0,0,4,0,0,0,50,3,24,22,7,11,7,0,3,0,77,4,20,42,17,16,10,5,13,0,125,10,13,48,27,25,17,3,24,0,174,4,16,50,35,110,61,16,28,0,323,17,19,43,44,166,132,34,57,0,508,11,15,24,31,107,107,45,63,4,402,15,15,29,27,84,117,44,89,0,418,6,10,11,18,60,79,35,49,3,274,25,20,36,35,175,265,117,248,3,928,6,9,5,11,25,88,36,111,0,298,15,22,17,13,48,173,87,347,3,740,0,4,0,0,4,0,4,9,3,22,132,273,351,263,828,1086,436,1051,28,4447,4,12,0,0,5,3,0,0,3,42,6,121,11,6,0,0,0,0,0,149,14,143,20,8,4,9,3,3,3,201
LGA55390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,3,8,0,18,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,9,21,0,34,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,7,16,47,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55460,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,5,6,0,0,0,0,4,0,6,0,23,4,0,0,4,4,5,0,3,0,16,0,0,3,4,0,3,0,13,0,23,0,3,0,0,0,6,3,10,0,31,0,0,0,0,3,9,3,8,0,26,0,0,0,0,0,6,0,10,0,22,0,0,4,0,3,11,7,13,0,39,4,5,3,0,0,4,8,17,0,44,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,3,0,10,0,19,0,0,0,4,0,0,0,0,0,7,10,25,16,17,20,58,23,96,5,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55530,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,5,0,5,0,8,0,0,0,0,0,6,0,6,0,10,0,0,0,0,0,0,0,7,0,13,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,13,0,9,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,14,6,52,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55600,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,5,0,0,0,7,0,15,0,0,4,0,0,0,4,9,0,16,0,0,3,0,0,0,0,11,0,16,0,0,3,0,0,5,6,19,0,33,0,0,0,0,0,4,0,15,0,29,0,3,0,0,5,6,5,10,0,27,0,0,6,0,0,0,4,22,0,31,0,0,0,3,6,9,0,19,0,40,0,0,0,0,0,0,0,8,0,13,0,4,0,0,0,0,0,11,0,17,0,4,0,0,0,0,0,0,0,9,10,12,19,9,18,36,22,140,3,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55670,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,4,0,4,0,10,0,0,0,0,0,4,3,3,0,6,0,0,0,0,0,3,0,8,0,14,4,0,0,0,0,5,4,10,0,20,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,4,0,7,0,18,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,3,4,6,0,3,18,7,59,3,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,5,0,0,4,5,0,0,0,0,0,16,0,0,4,3,3,7,0,4,0,20,0,0,8,0,11,8,9,0,0,40,0,0,0,0,0,9,0,5,0,19,0,0,0,3,7,8,0,5,0,29,0,0,0,0,3,0,0,5,0,16,3,0,4,6,13,22,4,18,0,63,0,0,0,0,0,0,4,5,0,12,0,0,4,0,6,12,9,24,0,56,0,0,0,0,0,0,0,0,0,0,14,16,29,17,50,67,21,75,3,289,0,0,3,0,0,0,0,0,0,4,6,4,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,12
LGA55810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,16,0,17,0,0,0,0,0,0,0,0,0,0,5,0,0,3,5,7,6,32,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55880,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,0,10,0,0,0,0,0,3,0,0,0,11,0,0,0,0,4,0,0,6,0,10,0,0,0,0,0,5,0,11,0,18,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,3,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,15,0,24,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,5,8,22,15,64,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55950,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,4,0,3,5,12,0,0,0,0,0,0,5,9,0,14,0,4,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,8,0,14,0,0,0,0,0,0,3,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,4,11,12,5,4,13,5,48,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56090,0,4,0,4,0,0,4,5,5,23,0,10,0,0,0,0,0,0,0,14,0,7,5,0,0,0,0,0,0,16,0,11,5,4,3,7,0,3,0,29,0,7,5,5,8,0,3,3,0,31,0,10,8,3,0,3,3,8,0,38,0,4,14,9,6,6,3,3,0,41,0,6,9,10,15,7,5,17,0,73,3,5,7,6,26,33,11,22,0,108,8,8,3,0,17,33,16,17,0,107,5,0,7,5,25,28,8,30,0,111,3,0,3,0,17,26,18,20,0,94,0,8,11,5,27,63,30,82,3,232,0,0,0,3,7,9,3,25,0,54,0,0,3,3,0,12,7,39,0,74,0,0,0,0,0,0,0,5,0,13,25,74,99,60,153,229,110,288,7,1048,0,10,4,0,0,0,0,0,0,14,4,14,4,0,0,0,0,4,0,24,0,29,0,3,0,5,0,4,0,48
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56230,0,4,0,3,0,3,0,3,0,20,0,6,0,0,0,0,0,3,0,5,0,9,0,3,0,0,0,0,0,9,0,12,0,0,0,6,0,3,0,24,0,5,8,0,0,0,0,5,0,16,0,5,10,0,5,7,0,10,0,34,0,5,4,6,0,0,0,6,0,30,0,0,3,4,13,10,0,4,0,39,3,5,4,7,14,24,10,10,0,61,5,0,0,3,9,13,4,11,0,48,0,0,0,5,8,12,6,25,0,59,0,0,0,0,9,10,0,13,0,37,5,0,0,6,26,20,19,48,0,128,0,0,0,0,8,14,10,20,3,57,0,0,5,4,3,22,13,46,0,93,0,0,0,0,0,4,0,0,0,3,18,50,38,43,96,144,66,219,6,683,0,0,0,0,0,3,0,0,0,4,0,10,0,0,0,0,0,0,0,10,5,6,5,0,0,0,0,0,0,14
LGA56300,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,0,6,0,7,0,6,0,0,0,0,0,8,0,12,0,0,5,3,0,0,0,0,0,15,0,3,0,0,0,8,0,4,0,14,0,0,0,3,4,0,0,6,0,16,4,0,0,0,0,3,0,9,0,20,0,0,0,0,0,0,0,11,0,14,3,0,3,0,0,4,0,5,0,12,0,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,5,0,3,0,0,3,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,9,12,18,14,9,21,9,57,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
LGA56370,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,8,0,12,0,0,0,0,0,6,0,5,0,15,0,0,0,3,0,3,0,14,0,22,0,0,0,3,0,3,0,16,0,28,0,0,0,0,0,3,0,8,0,8,0,0,0,0,0,6,0,4,0,16,0,0,0,0,0,0,0,6,0,14,0,0,0,0,0,0,0,3,0,12,0,0,0,4,0,0,0,3,0,4,0,0,0,0,0,0,4,3,0,12,0,0,0,0,0,0,0,0,0,0,0,5,3,11,3,22,14,90,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56460,0,0,0,0,0,4,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,0,0,0,0,9,0,0,5,0,0,0,0,3,0,13,4,6,3,3,0,0,0,5,0,23,0,0,7,0,0,0,3,3,0,20,0,5,5,10,4,6,0,5,0,27,0,3,0,0,7,11,3,12,0,38,0,0,0,0,10,3,5,7,0,32,3,0,0,4,3,10,3,17,0,37,0,0,0,3,0,9,0,14,0,33,0,3,0,0,11,6,10,26,0,60,0,0,0,0,5,0,0,5,0,16,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,5,0,0,0,9,15,26,26,22,41,65,27,113,3,337,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
LGA56580,0,0,0,4,0,5,0,4,0,11,0,6,0,0,0,0,0,0,0,12,0,6,0,0,0,0,0,0,0,11,0,10,3,0,0,4,0,3,0,26,0,12,9,0,0,5,0,0,0,25,4,13,13,7,7,3,0,4,0,47,5,14,10,3,5,0,0,8,0,40,4,14,15,19,8,12,0,4,0,67,6,7,18,16,23,28,3,15,3,125,4,6,11,8,45,34,12,12,0,131,7,7,9,3,39,40,8,28,0,134,6,4,14,4,24,37,13,32,0,139,11,11,3,19,68,138,54,98,0,404,6,6,7,7,14,34,19,46,0,134,3,16,14,16,19,43,26,121,6,267,0,0,0,0,0,0,0,0,0,7,53,129,129,102,254,378,137,374,9,1568,3,0,0,0,0,0,0,0,0,15,0,30,4,0,0,0,0,0,0,36,0,37,7,3,0,0,0,0,0,50
LGA56620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4,3,0,0,0,3,0,4,5,0,15,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,7,0,5,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,11,7,19,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,7
LGA56730,0,0,0,0,3,0,0,9,0,18,0,0,0,0,0,0,0,3,0,7,0,7,0,0,0,0,0,3,0,11,0,4,0,0,0,5,0,4,0,17,0,4,5,0,4,3,0,7,0,21,0,7,4,6,3,0,0,4,0,33,0,0,6,9,0,6,5,11,0,25,0,0,4,4,11,4,3,10,0,51,0,4,7,0,16,20,8,23,0,73,0,6,5,0,9,13,8,13,0,50,7,0,4,5,11,18,6,20,0,64,0,0,0,0,12,20,9,20,0,63,9,3,3,0,17,45,15,40,4,143,0,0,0,0,5,3,5,19,0,28,0,3,0,0,0,7,5,20,0,34,0,0,0,0,0,0,0,9,3,12,25,40,34,34,94,139,63,211,13,655,0,0,6,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,13
LGA56790,0,0,0,0,0,6,0,10,0,20,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,3,0,12,0,0,0,0,0,3,0,7,0,17,0,3,3,0,0,0,0,12,0,21,0,0,0,0,4,6,3,4,0,16,0,0,7,3,0,6,0,8,0,27,0,0,0,5,0,8,0,13,0,28,4,3,0,0,6,7,0,21,0,47,0,0,0,0,4,6,5,16,0,22,0,0,4,0,0,0,3,13,0,28,0,0,0,4,0,0,0,6,0,8,0,0,0,0,0,0,3,9,0,23,0,0,0,0,0,0,0,9,0,16,0,3,0,4,0,0,0,8,0,16,0,0,0,0,0,0,5,0,0,5,6,18,21,25,18,46,19,146,7,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56860,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,13,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,8,0,0,3,3,3,0,0,0,0,8,0,0,0,0,0,3,0,0,0,7,0,0,0,0,6,3,0,0,0,18,0,6,0,0,0,7,0,8,0,17,0,4,0,0,3,3,5,0,0,16,0,0,0,0,0,8,0,9,0,24,0,0,0,0,0,0,5,4,0,9,0,3,9,0,3,6,4,8,0,33,0,0,0,0,0,0,0,0,0,0,0,16,20,11,22,32,10,29,0,138,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,17,3,0,0,0,0,0,0,22
LGA57000,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,7,3,0,0,0,0,0,0,8,0,9,0,0,0,3,5,0,0,7,0,16,0,0,0,0,3,0,0,7,0,8,0,0,0,0,0,0,0,9,0,12,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,12,0,16,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,3,13,0,23,0,0,0,0,0,0,0,0,0,0,6,3,3,6,5,16,13,70,5,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57080,10,4,4,4,6,10,0,10,0,46,0,10,9,0,4,9,0,3,3,41,7,35,7,3,4,5,0,0,0,57,4,37,13,3,3,9,0,13,3,82,4,39,30,10,3,13,4,11,0,114,7,40,70,22,14,25,8,17,5,208,10,53,88,48,63,36,11,15,0,328,17,44,99,83,199,126,29,60,0,663,47,57,101,101,411,282,74,95,14,1178,57,37,115,128,434,386,113,139,6,1424,92,55,104,153,529,485,144,213,15,1778,77,50,80,120,525,545,145,239,10,1782,236,93,162,286,1682,2329,793,1074,10,6674,97,32,43,81,413,942,418,687,6,2716,238,128,123,142,663,2556,1289,3623,19,8783,0,0,0,0,16,16,7,27,25,86,896,720,1050,1190,4955,7766,3044,6227,119,25957,29,20,13,4,5,11,3,10,7,90,14,107,13,5,3,7,0,4,6,165,17,198,20,10,11,6,0,0,0,271
LGA57140,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,6,0,11,0,3,0,0,0,0,0,4,0,12,0,0,0,0,0,3,0,7,0,12,0,0,0,0,0,4,3,4,0,14,0,0,0,0,0,0,3,4,0,10,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,11,0,16,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,6,0,8,0,0,0,0,0,0,0,3,0,5,6,9,4,3,7,22,14,49,4,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
