POW_LGA_CODE_2021,Lab_1_149_H_0,Lab_1_149_H_1_19,Lab_1_149_H_20_29,Lab_1_149_H_30_34,Lab_1_149_H_35_39,Lab_1_149_H_40_44,Lab_1_149_H_45_49,Lab_1_149_H_50ov,Lab_1_149_H_NS,Lab_1_149_H_Tot,Lab_150_299_H_0,Lab_150_299_H_1_19,Lab_150_299_H_20_29,Lab_150_299_H_30_34,Lab_150_299_H_35_39,Lab_150_299_H_40_44,Lab_150_299_H_45_49,Lab_150_299_H_50ov,Lab_150_299_H_NS,Lab_150_299_H_Tot,Lab_300_399_H_0,Lab_300_399_H_1_19,Lab_300_399_H_20_29,Lab_300_399_H_30_34,Lab_300_399_H_35_39,Lab_300_399_H_40_44,Lab_300_399_H_45_49,Lab_300_399_H_50ov,Lab_300_399_H_NS,Lab_300_399_H_Tot,Lab_400_499_H_0,Lab_400_499_H_1_19,Lab_400_499_H_20_29,Lab_400_499_H_30_34,Lab_400_499_H_35_39,Lab_400_499_H_40_44,Lab_400_499_H_45_49,Lab_400_499_H_50ov,Lab_400_499_H_NS,Lab_400_499_H_Tot,Lab_500_649_H_0,Lab_500_649_H_1_19,Lab_500_649_H_20_29,Lab_500_649_H_30_34,Lab_500_649_H_35_39,Lab_500_649_H_40_44,Lab_500_649_H_45_49,Lab_500_649_H_50ov,Lab_500_649_H_NS,Lab_500_649_H_Tot,Lab_650_799_H_0,Lab_650_799_H_1_19,Lab_650_799_H_20_29,Lab_650_799_H_30_34,Lab_650_799_H_35_39,Lab_650_799_H_40_44,Lab_650_799_H_45_49,Lab_650_799_H_50ov,Lab_650_799_H_NS,Lab_650_799_H_Tot,Lab_800_999_H_0,Lab_800_999_H_1_19,Lab_800_999_H_20_29,Lab_800_999_H_30_34,Lab_800_999_H_35_39,Lab_800_999_H_40_44,Lab_800_999_H_45_49,Lab_800_999_H_50ov,Lab_800_999_H_NS,Lab_800_999_H_Tot,Lab_1000_1249_H_0,Lab_1000_1249_H_1_19,Lab_1000_1249_H_20_29,Lab_1000_1249_H_30_34,Lab_1000_1249_H_35_39,Lab_1000_1249_H_40_44,Lab_1000_1249_H_45_49,Lab_1000_1249_H_50ov,Lab_1000_1249_H_NS,Lab_1000_1249_H_Tot,Lab_1250_1499_H_0,Lab_1250_1499_H_1_19,Lab_1250_1499_H_20_29,Lab_1250_1499_H_30_34,Lab_1250_1499_H_35_39,Lab_1250_1499_H_40_44,Lab_1250_1499_H_45_49,Lab_1250_1499_H_50ov,Lab_1250_1499_H_NS,Lab_1250_1499_H_Tot,Lab_1500_1749_H_0,Lab_1500_1749_H_1_19,Lab_1500_1749_H_20_29,Lab_1500_1749_H_30_34,Lab_1500_1749_H_35_39,Lab_1500_1749_H_40_44,Lab_1500_1749_H_45_49,Lab_1500_1749_H_50ov,Lab_1500_1749_H_NS,Lab_1500_1749_H_Tot,Lab_1750_1999_H_0,Lab_1750_1999_H_1_19,Lab_1750_1999_H_20_29,Lab_1750_1999_H_30_34,Lab_1750_1999_H_35_39,Lab_1750_1999_H_40_44,Lab_1750_1999_H_45_49,Lab_1750_1999_H_50ov,Lab_1750_1999_H_NS,Lab_1750_1999_H_Tot,Lab_2000_2999_H_0,Lab_2000_2999_H_1_19,Lab_2000_2999_H_20_29,Lab_2000_2999_H_30_34,Lab_2000_2999_H_35_39,Lab_2000_2999_H_40_44,Lab_2000_2999_H_45_49,Lab_2000_2999_H_50ov,Lab_2000_2999_H_NS,Lab_2000_2999_H_Tot,Lab_3000_3499_H_0,Lab_3000_3499_H_1_19,Lab_3000_3499_H_20_29,Lab_3000_3499_H_30_34,Lab_3000_3499_H_35_39,Lab_3000_3499_H_40_44,Lab_3000_3499_H_45_49,Lab_3000_3499_H_50ov,Lab_3000_3499_H_NS,Lab_3000_3499_H_Tot,Lab_3500mo_H_0,Lab_3500mo_H_1_19,Lab_3500mo_H_20_29,Lab_3500mo_H_30_34,Lab_3500mo_H_35_39,Lab_3500mo_H_40_44,Lab_3500mo_H_45_49,Lab_3500mo_H_50ov,Lab_3500mo_H_NS,Lab_3500mo_H_Tot,Lab_PINS_H_0,Lab_PINS_H_1_19,Lab_PINS_H_20_29,Lab_PINS_H_30_34,Lab_PINS_H_35_39,Lab_PINS_H_40_44,Lab_PINS_H_45_49,Lab_PINS_H_50ov,Lab_PINS_H_NS,Lab_PINS_H_Tot,Lab_Tot_H_0,Lab_Tot_H_1_19,Lab_Tot_H_20_29,Lab_Tot_H_30_34,Lab_Tot_H_35_39,Lab_Tot_H_40_44,Lab_Tot_H_45_49,Lab_Tot_H_50ov,Lab_Tot_H_NS,Lab_Tot_H_Tot,OIDNS_NNI_H_0,OIDNS_NNI_H_1_19,OIDNS_NNI_H_20_29,OIDNS_NNI_H_30_34,OIDNS_NNI_H_35_39,OIDNS_NNI_H_40_44,OIDNS_NNI_H_45_49,OIDNS_NNI_H_50ov,OIDNS_NNI_H_NS,OIDNS_NNI_H_Tot,OIDNS_1_149_H_0,OIDNS_1_149_H_1_19,OIDNS_1_149_H_20_29,OIDNS_1_149_H_30_34,OIDNS_1_149_H_35_39,OIDNS_1_149_H_40_44,OIDNS_1_149_H_45_49,OIDNS_1_149_H_50ov,OIDNS_1_149_H_NS,OIDNS_1_149_H_Tot,OIDNS_150_299_H_0,OIDNS_150_299_H_1_19,OIDNS_150_299_H_20_29,OIDNS_150_299_H_30_34,OIDNS_150_299_H_35_39,OIDNS_150_299_H_40_44,OIDNS_150_299_H_45_49,OIDNS_150_299_H_50ov,OIDNS_150_299_H_NS,OIDNS_150_299_H_Tot,OIDNS_300_399_H_0,OIDNS_300_399_H_1_19,OIDNS_300_399_H_20_29,OIDNS_300_399_H_30_34,OIDNS_300_399_H_35_39,OIDNS_300_399_H_40_44,OIDNS_300_399_H_45_49,OIDNS_300_399_H_50ov,OIDNS_300_399_H_NS,OIDNS_300_399_H_Tot
LGA50840,0,18,0,0,0,0,0,0,3,22,0,10,3,0,0,0,0,3,0,19,0,11,0,4,3,0,0,0,0,18,0,10,4,4,0,0,0,0,0,17,3,10,11,5,3,0,0,0,0,29,0,4,7,3,6,0,0,0,0,24,0,0,3,6,20,7,10,0,0,48,4,4,4,3,10,5,4,9,0,33,0,0,0,0,0,0,0,8,0,10,3,0,3,0,4,5,0,8,0,19,0,0,0,0,0,0,4,8,0,11,6,0,0,0,0,0,0,14,0,27,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,71,37,18,46,20,14,54,3,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,3
LGA50910,0,5,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,8,0,0,3,0,0,3,0,0,0,9,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,9,7,4,7,12,5,7,3,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA50980,0,41,0,0,0,0,0,0,0,42,3,16,0,5,0,5,0,0,0,34,0,14,8,4,0,3,0,0,0,31,0,17,16,3,3,0,0,5,0,44,0,10,17,14,0,3,0,0,0,45,4,8,17,14,19,13,9,8,0,86,4,12,16,12,33,19,10,19,0,128,0,0,6,8,29,35,8,31,0,140,4,0,6,3,17,20,10,29,0,84,0,0,0,0,9,16,0,14,0,39,3,0,0,0,0,5,0,6,0,19,0,0,3,0,4,4,0,18,0,30,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,7,0,15,0,0,0,0,0,0,0,5,3,7,20,128,92,59,113,121,45,144,18,749,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,5,7
LGA51080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,4,0,3,0,5,0,0,0,0,0,7,4,6,0,16,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,19,6,8,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51120,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,12,0,0,0,0,0,0,0,5,0,13,0,0,0,0,0,6,0,5,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,7,0,11,4,12,5,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51190,20,137,10,0,0,0,0,0,0,167,9,112,12,3,0,0,0,0,0,143,7,97,30,6,3,0,0,3,7,154,7,93,62,6,9,5,0,0,4,190,18,73,101,39,33,15,6,4,8,299,23,51,69,68,79,38,9,10,7,346,16,34,45,56,174,134,29,28,4,515,16,19,21,25,103,103,46,52,0,390,5,6,10,6,25,62,22,41,3,191,7,4,7,6,9,21,19,45,3,128,3,3,0,4,9,15,10,29,0,66,3,0,4,4,11,10,6,39,3,79,0,0,0,0,4,0,0,5,0,17,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,11,24,146,646,365,238,465,409,154,271,50,2745,0,0,0,0,0,0,0,3,0,8,0,6,0,0,0,0,0,0,6,13,0,5,0,0,0,0,0,0,3,11,0,6,0,0,0,0,0,0,7,12
LGA51260,10,136,6,0,0,0,0,0,5,163,9,92,18,10,4,0,0,0,4,131,8,87,31,5,3,6,0,0,4,143,4,99,63,10,0,3,0,0,9,190,11,78,104,35,15,5,3,8,3,263,11,56,64,69,58,31,0,3,7,304,4,25,42,47,86,53,21,14,8,299,11,15,19,22,61,59,17,21,3,223,4,12,4,9,27,27,14,22,3,113,6,3,6,0,10,23,3,12,4,58,0,0,3,0,4,7,10,12,0,43,5,0,0,3,0,4,0,12,3,29,0,0,0,0,0,0,0,3,0,9,0,0,4,0,0,4,0,3,3,14,0,7,7,0,4,5,0,4,3,24,85,606,364,212,281,226,76,115,45,2020,3,0,0,0,0,0,0,0,8,11,0,10,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,3,9,0,0,3,0,0,0,0,0,0,7
LGA51310,8,78,0,0,0,0,0,0,0,87,4,44,3,0,0,0,0,0,0,50,0,32,14,0,0,0,0,0,3,49,0,46,37,5,0,3,0,0,0,86,0,31,54,12,3,0,0,0,0,101,6,21,26,29,8,9,0,0,0,90,4,10,13,22,20,16,0,0,3,91,5,8,14,7,26,19,6,11,0,98,4,4,3,7,13,13,4,0,0,44,4,0,6,0,3,6,0,3,0,19,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,3,3,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,11,30,268,173,83,83,65,21,23,13,758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,4,6
LGA51330,17,337,42,5,7,4,0,0,9,428,13,306,52,10,8,4,0,0,5,399,6,221,87,15,10,6,0,3,9,360,6,204,186,30,23,13,4,0,10,469,26,171,256,86,68,29,7,18,4,663,11,119,177,126,218,93,12,18,9,789,16,60,100,104,430,266,52,46,17,1089,28,47,45,50,263,292,75,101,12,909,13,15,25,28,92,117,64,92,9,445,10,7,3,8,44,86,35,83,4,284,7,3,6,4,32,38,25,67,3,183,12,8,4,4,20,38,21,85,5,188,0,0,0,0,0,4,3,12,0,33,0,3,0,0,0,3,0,7,0,19,0,11,3,4,0,5,0,3,15,37,165,1529,1002,477,1218,1001,299,543,100,6331,0,3,0,0,0,0,0,3,8,17,0,21,3,0,0,0,0,0,10,27,0,16,7,0,0,0,0,0,3,35,3,16,5,4,0,0,0,6,9,45
LGA51400,11,61,0,0,0,0,0,0,0,68,0,23,4,0,0,0,0,0,0,32,0,19,8,4,0,0,0,0,0,32,0,13,6,4,3,0,0,0,0,34,8,13,23,0,8,6,0,0,0,54,3,11,7,14,23,9,0,0,0,71,0,5,8,11,18,14,0,3,3,76,0,0,9,8,19,18,0,6,0,61,3,0,0,4,6,12,6,11,0,38,0,3,5,0,0,7,0,6,0,24,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,4,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,32,151,76,42,67,74,15,41,11,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
LGA51470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,4,3,0,7,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51540,0,8,0,0,0,0,0,0,0,8,0,8,4,0,0,0,0,0,0,9,0,7,5,0,4,0,0,0,0,26,0,4,0,0,0,0,0,0,0,13,0,10,9,4,5,4,0,0,0,39,3,5,9,16,17,4,5,4,3,68,3,7,4,4,18,20,0,11,0,81,0,0,4,5,14,11,9,17,0,60,0,3,0,0,0,3,0,15,0,23,0,0,0,4,3,0,0,4,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,4,15,63,49,39,76,49,18,64,11,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,3,3,0,7,3,14,4,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51680,0,8,0,0,0,0,0,0,0,12,0,15,5,0,0,0,0,0,0,23,0,12,3,0,0,0,0,0,0,16,0,13,5,0,0,0,0,0,0,16,0,9,12,4,0,0,0,0,0,33,0,0,9,5,4,0,0,0,0,21,0,0,3,9,16,10,0,4,0,38,0,0,0,0,7,9,0,4,0,24,0,0,0,0,3,6,0,8,0,19,0,0,0,0,0,3,0,3,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,63,39,17,26,29,8,23,3,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51710,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,8,0,3,0,0,7,0,0,0,0,11,4,0,0,0,10,0,3,0,0,19,0,3,0,3,9,0,0,4,0,16,0,0,0,0,13,3,0,0,0,14,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,6,0,35,17,7,8,4,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51750,5,38,0,0,0,0,0,0,0,42,0,43,5,0,0,0,0,0,0,46,0,25,12,0,0,0,0,0,3,38,5,21,16,0,0,0,0,0,0,41,0,16,26,13,5,0,0,0,0,61,5,16,17,15,18,8,0,0,0,63,4,8,12,6,13,10,3,3,5,66,0,3,4,0,8,18,3,3,0,43,0,0,0,0,11,13,0,3,0,30,0,0,0,0,3,0,0,5,0,10,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,168,89,39,64,51,5,10,9,451,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,4
LGA51820,17,316,9,0,0,0,0,0,0,353,8,243,31,5,3,6,0,0,3,291,14,170,78,13,3,4,0,3,0,281,7,147,123,24,21,8,0,11,0,335,14,134,202,71,38,28,3,13,4,515,9,70,141,106,172,72,15,22,15,621,7,55,81,69,263,183,43,37,8,754,15,29,42,48,182,219,74,85,12,708,6,15,19,16,76,114,43,86,4,383,18,4,6,7,32,61,38,78,3,242,9,0,9,6,25,41,19,66,5,188,9,8,7,3,25,41,23,113,7,231,3,0,0,0,3,0,4,19,0,35,0,3,0,0,0,0,0,5,0,14,0,7,7,0,0,4,0,8,17,45,152,1226,757,379,850,784,264,539,80,5026,4,5,0,0,5,0,0,7,15,30,0,12,0,0,0,0,0,0,4,24,3,11,0,0,0,0,0,0,4,20,0,6,4,0,0,4,0,0,12,24
LGA51860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,6,4,0,13,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51890,0,32,0,0,0,0,0,0,0,37,4,11,0,0,0,0,0,0,0,18,0,25,11,0,0,0,0,0,0,38,0,27,17,0,0,3,0,0,0,45,0,17,18,9,3,0,0,0,3,44,0,7,15,12,5,5,0,0,0,50,0,9,6,11,14,12,5,3,0,51,4,3,4,3,14,17,5,4,0,57,0,0,0,0,13,14,8,13,0,45,0,0,0,3,3,9,3,19,0,41,0,0,3,0,3,14,6,16,4,50,7,0,0,0,3,10,9,22,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,24,137,68,40,59,88,40,88,14,557,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,6
LGA51960,0,5,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,0,7,4,0,0,0,0,0,0,13,0,0,0,0,0,3,0,0,0,8,0,4,3,3,0,0,0,4,0,15,4,4,0,0,3,3,3,13,0,33,4,0,0,0,0,0,0,16,0,24,3,0,0,0,0,0,3,14,0,27,0,0,0,0,0,0,0,13,0,18,3,3,0,0,0,3,0,8,0,20,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,11,30,17,10,8,18,9,85,9,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,3,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,6,0,5,0,0,3,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19,0,8,3,0,11,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52100,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,7,0,0,0,12,0,0,0,0,0,0,0,4,0,17,3,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,14,3,10,18,8,16,3,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52170,0,12,0,0,0,0,0,0,0,12,0,9,0,0,0,0,0,0,0,6,0,7,8,0,0,0,0,0,0,16,0,5,7,0,0,0,0,0,0,16,0,12,16,4,0,0,0,0,0,28,0,4,19,3,0,0,0,0,0,27,0,0,7,9,3,6,0,0,0,27,0,0,0,0,8,5,0,0,0,19,0,6,0,0,3,5,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,56,60,16,16,16,0,7,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52240,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,5,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,14,0,5,0,3,4,5,0,0,0,22,0,0,0,0,0,7,7,6,0,24,0,0,0,0,0,3,0,0,0,6,0,0,0,6,0,4,0,6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,10,10,26,21,24,4,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,3,5,5,0,8,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,4,0,5,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,12,6,16,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,0,4,0,0,24,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52450,0,5,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,6,0,0,3,4,0,0,0,0,0,6,0,0,0,0,4,3,0,0,0,16,0,0,0,0,0,5,0,7,0,13,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,8,4,5,14,0,19,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
