POW_LGA_CODE_2021,M_M2_BusTot_15_24,M_M2_BusTot_25_34,M_M2_BusTot_35_44,M_M2_BusTot_45_54,M_M2_BusTot_55_64,M_M2_BusTot_65_74,M_M2_BusTot_75ov,M_M2_BusTot_Tot,M_M2_Other_M2_15_24,M_M2_Other_M2_25_34,M_M2_Other_M2_35_44,M_M2_Other_M2_45_54,M_M2_Other_M2_55_64,M_M2_Other_M2_65_74,M_M2_Other_M2_75ov,M_M2_Other_M2_Tot,M_M2_Tot_M2_15_24,M_M2_Tot_M2_25_34,M_M2_Tot_M2_35_44,M_M2_Tot_M2_45_54,M_M2_Tot_M2_55_64,M_M2_Tot_M2_65_74,M_M2_Tot_M2_75ov,M_M2_Tot_M2_Tot,M_M3_Trn_and_2_oth_Ms_15_24,M_M3_Trn_and_2_oth_Ms_25_34,M_M3_Trn_and_2_oth_Ms_35_44,M_M3_Trn_and_2_oth_Ms_45_54,M_M3_Trn_and_2_oth_Ms_55_64,M_M3_Trn_and_2_oth_Ms_65_74,M_M3_Trn_and_2_oth_Ms_75ov,M_M3_Trn_and_2_oth_Ms_Tot,M_M3_Bus2othMs_ex_tn_15_24,M_M3_Bus2othMs_ex_tn_25_34,M_M3_Bus2othMs_ex_tn_35_44,M_M3_Bus2othMs_ex_tn_45_54,M_M3_Bus2othMs_ex_tn_55_64,M_M3_Bus2othMs_ex_tn_65_74,M_M3_Bus2othMs_ex_tn_75ov,M_M3_Bus2othMs_ex_tn_Tot,M_M3_Other_M3_15_24,M_M3_Other_M3_25_34,M_M3_Other_M3_35_44,M_M3_Other_M3_45_54,M_M3_Other_M3_55_64,M_M3_Other_M3_65_74,M_M3_Other_M3_75ov,M_M3_Other_M3_Tot,M_M3_Tot_M3_15_24,M_M3_Tot_M3_25_34,M_M3_Tot_M3_35_44,M_M3_Tot_M3_45_54,M_M3_Tot_M3_55_64,M_M3_Tot_M3_65_74,M_M3_Tot_M3_75ov,M_M3_Tot_M3_Tot,M_Wkd_at_home_15_24,M_Wkd_at_home_25_34,M_Wkd_at_home_35_44,M_Wkd_at_home_45_54,M_Wkd_at_home_55_64,M_Wkd_at_home_65_74,M_Wkd_at_home_75ov,M_Wkd_at_home_Tot,M_Did_not_go_to_work_15_24,M_Did_not_go_to_work_25_34,M_Did_not_go_to_work_35_44,M_Did_not_go_to_work_45_54,M_Did_not_go_to_work_55_64,M_Did_not_go_to_work_65_74,M_Did_not_go_to_work_75ov,M_Did_not_go_to_work_Tot,M_MT_NS_15_24,M_MT_NS_25_34,M_MT_NS_35_44,M_MT_NS_45_54,M_MT_NS_55_64,M_MT_NS_65_74,M_MT_NS_75ov,M_MT_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75ov,M_Tot_Tot,F_M1_Train_15_24,F_M1_Train_25_34,F_M1_Train_35_44,F_M1_Train_45_54,F_M1_Train_55_64,F_M1_Train_65_74,F_M1_Train_75ov,F_M1_Train_Tot,F_M1_Bus_15_24,F_M1_Bus_25_34,F_M1_Bus_35_44,F_M1_Bus_45_54,F_M1_Bus_55_64,F_M1_Bus_65_74,F_M1_Bus_75ov,F_M1_Bus_Tot,F_M1_Ferry_15_24,F_M1_Ferry_25_34,F_M1_Ferry_35_44,F_M1_Ferry_45_54,F_M1_Ferry_55_64,F_M1_Ferry_65_74,F_M1_Ferry_75ov,F_M1_Ferry_Tot,F_M1_Tram_or_LR_15_24,F_M1_Tram_or_LR_25_34,F_M1_Tram_or_LR_35_44,F_M1_Tram_or_LR_45_54,F_M1_Tram_or_LR_55_64,F_M1_Tram_or_LR_65_74,F_M1_Tram_or_LR_75ov,F_M1_Tram_or_LR_Tot,F_M1_Taxi_or_RSS_15_24,F_M1_Taxi_or_RSS_25_34,F_M1_Taxi_or_RSS_35_44,F_M1_Taxi_or_RSS_45_54,F_M1_Taxi_or_RSS_55_64,F_M1_Taxi_or_RSS_65_74,F_M1_Taxi_or_RSS_75ov,F_M1_Taxi_or_RSS_Tot,F_M1_CarAsDriv_15_24,F_M1_CarAsDriv_25_34,F_M1_CarAsDriv_35_44,F_M1_CarAsDriv_45_54,F_M1_CarAsDriv_55_64,F_M1_CarAsDriv_65_74,F_M1_CarAsDriv_75ov,F_M1_CarAsDriv_Tot,F_M1_CarAsPas_15_24,F_M1_CarAsPas_25_34,F_M1_CarAsPas_35_44,F_M1_CarAsPas_45_54,F_M1_CarAsPas_55_64,F_M1_CarAsPas_65_74,F_M1_CarAsPas_75ov,F_M1_CarAsPas_Tot,F_M1_Truck_15_24,F_M1_Truck_25_34,F_M1_Truck_35_44,F_M1_Truck_45_54,F_M1_Truck_55_64,F_M1_Truck_65_74,F_M1_Truck_75ov,F_M1_Truck_Tot,F_M1_MBikeScoot_15_24,F_M1_MBikeScoot_25_34,F_M1_MBikeScoot_35_44,F_M1_MBikeScoot_45_54,F_M1_MBikeScoot_55_64,F_M1_MBikeScoot_65_74,F_M1_MBikeScoot_75ov,F_M1_MBikeScoot_Tot,F_M1_Bicycle_15_24,F_M1_Bicycle_25_34,F_M1_Bicycle_35_44,F_M1_Bicycle_45_54,F_M1_Bicycle_55_64,F_M1_Bicycle_65_74,F_M1_Bicycle_75ov,F_M1_Bicycle_Tot,F_M1_Other_15_24,F_M1_Other_25_34,F_M1_Other_35_44,F_M1_Other_45_54,F_M1_Other_55_64,F_M1_Other_65_74,F_M1_Other_75ov,F_M1_Other_Tot,F_M1_WlkOnly_15_24,F_M1_WlkOnly_25_34,F_M1_WlkOnly_35_44,F_M1_WlkOnly_45_54,F_M1_WlkOnly_55_64,F_M1_WlkOnly_65_74,F_M1_WlkOnly_75ov,F_M1_WlkOnly_Tot,F_M1_Tot_M1_15_24,F_M1_Tot_M1_25_34,F_M1_Tot_M1_35_44,F_M1_Tot_M1_45_54,F_M1_Tot_M1_55_64,F_M1_Tot_M1_65_74,F_M1_Tot_M1_75ov,F_M1_Tot_M1_Tot,F_M2_TrnBus_15_24,F_M2_TrnBus_25_34,F_M2_TrnBus_35_44,F_M2_TrnBus_45_54,F_M2_TrnBus_55_64,F_M2_TrnBus_65_74,F_M2_TrnBus_75ov,F_M2_TrnBus_Tot
LGA52450,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,7,16,0,9,38,0,0,0,0,7,9,0,20,0,0,0,0,0,0,0,5,52,68,53,57,62,30,6,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,36,28,42,21,6,0,139,3,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,15,37,34,48,26,12,0,162,0,0,0,0,0,0,0,0
LGA52520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,8,6,0,28,5,0,0,0,3,4,0,20,0,0,0,0,0,0,0,4,43,78,91,61,89,40,7,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,47,46,27,31,9,0,184,3,7,0,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,9,3,7,0,0,30,25,54,57,38,37,9,3,232,0,0,0,0,0,0,0,0
LGA52590,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,6,0,3,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,18,17,30,13,88,20,29,27,27,36,9,3,143,0,0,0,0,0,0,0,3,105,161,170,198,213,81,23,967,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,79,94,85,80,17,0,388,13,13,0,3,6,0,0,42,0,3,0,0,0,0,0,3,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,12,9,5,5,4,16,0,0,37,53,102,106,104,108,25,0,492,0,0,0,0,0,0,0,0
LGA52660,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,10,4,8,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,24,21,19,24,9,95,51,17,13,19,28,8,0,143,0,0,0,0,0,0,0,8,310,305,320,313,324,105,28,1702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,189,219,308,308,218,45,3,1293,87,10,5,7,8,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,7,9,3,6,0,38,291,241,326,326,234,51,3,1474,0,0,0,0,0,0,0,0
LGA52730,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,7,3,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,22,41,39,38,16,168,18,7,9,8,18,7,3,80,0,0,0,0,5,3,0,10,125,100,156,204,229,111,32,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,83,139,186,134,37,3,614,20,5,3,5,3,3,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,6,8,5,8,7,21,10,0,62,73,90,156,205,159,49,3,735,0,0,0,0,0,0,0,0
LGA52800,3,0,4,0,0,0,0,3,0,7,10,0,5,0,0,18,3,7,5,0,5,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,3,5,0,0,0,3,3,9,7,10,9,9,0,55,10,25,41,29,30,5,0,136,3,7,3,6,3,0,0,24,144,366,266,263,239,91,6,1374,0,0,0,0,0,0,0,0,7,13,9,11,7,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,117,107,95,90,30,0,493,24,28,15,17,6,4,0,93,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,3,4,0,0,13,8,12,0,7,6,0,0,34,40,91,56,57,50,11,0,308,128,262,200,180,167,44,3,982,0,0,0,0,0,0,0,0
LGA52870,0,0,0,4,0,0,0,7,0,0,0,0,4,0,0,8,0,3,5,3,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,14,31,31,37,16,137,15,8,7,10,17,13,0,67,0,0,3,0,0,0,0,6,109,127,166,188,175,126,32,933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,73,115,130,126,25,7,524,20,3,4,7,13,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,8,4,13,8,10,0,45,82,89,126,152,144,32,3,633,0,0,0,0,0,0,0,0
LGA52940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,7,9,7,4,33,0,5,3,0,8,0,0,11,0,0,0,0,0,0,0,0,16,20,33,36,44,20,8,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,21,10,13,3,0,66,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,15,11,14,23,17,19,7,0,86,0,0,0,0,0,0,0,0
LGA53010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,18,13,0,42,0,0,3,0,3,0,0,7,0,0,0,0,0,0,5,6,11,30,44,29,35,26,3,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,9,18,6,0,49,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,3,0,12,5,13,11,14,21,4,0,67,0,0,0,0,0,0,0,0
LGA53080,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,9,0,7,0,0,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,3,4,3,0,0,0,10,6,30,27,26,10,4,0,106,0,0,0,0,0,0,0,0,35,100,77,109,64,23,5,422,0,0,0,0,0,0,0,0,0,3,8,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,14,4,17,4,0,53,6,7,0,0,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,4,0,4,0,0,0,14,3,0,6,9,10,3,0,35,20,30,29,25,32,8,0,141,0,0,0,0,0,0,0,0
LGA53150,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,5,7,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,6,11,16,38,39,30,0,142,38,15,14,7,9,4,0,89,0,0,0,0,0,0,0,0,164,169,165,167,156,78,8,912,0,4,3,0,0,0,0,4,0,6,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,153,183,151,165,96,18,6,772,13,5,9,5,8,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,4,0,12,5,9,0,36,179,200,164,183,115,27,6,877,5,0,0,0,0,0,0,9
LGA53220,22,87,65,50,31,4,0,260,16,93,99,86,50,0,0,340,39,176,169,140,82,4,0,613,0,0,0,6,0,0,0,9,9,42,36,32,13,3,0,137,7,45,48,28,20,0,0,150,18,90,83,67,39,4,0,301,5,41,67,29,36,8,0,187,159,910,1023,942,619,126,4,3776,7,27,19,22,20,0,0,100,767,3360,3747,3228,2095,336,18,13539,0,0,0,0,0,0,0,0,74,178,97,120,63,5,0,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,5,0,0,0,22,84,250,226,146,89,18,0,812,40,111,51,46,29,0,0,284,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,6,3,0,0,3,0,0,0,14,79,213,121,109,59,7,0,584,65,134,67,66,50,15,0,400,359,895,563,495,293,43,5,2650,0,0,0,0,0,0,0,0
LGA53290,0,0,0,0,0,0,0,3,3,8,5,7,0,0,0,27,5,8,5,13,6,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,8,7,14,33,53,54,31,16,219,43,56,31,58,53,21,6,271,6,11,4,5,3,3,4,31,464,548,605,702,607,198,51,3182,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,246,344,408,461,354,73,6,1896,63,18,13,16,9,0,3,127,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,4,7,6,5,4,0,0,28,0,0,3,7,7,0,0,20,15,27,24,22,28,13,5,126,345,391,454,519,405,97,10,2220,0,0,0,0,0,0,0,0
LGA53360,0,0,4,0,0,0,0,4,3,0,3,3,0,0,0,10,3,0,3,9,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,3,0,0,0,0,7,0,3,13,10,12,9,0,48,9,15,24,21,21,7,0,105,0,5,3,6,4,0,0,19,113,193,199,198,143,31,3,886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,127,91,97,47,19,0,447,15,7,5,5,7,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,22,13,4,3,0,0,56,0,0,3,0,0,0,0,5,22,25,19,22,15,3,0,111,108,192,138,129,72,19,0,660,0,0,0,0,0,0,0,0
LGA53430,17,8,13,4,6,5,0,46,16,17,21,26,14,9,0,103,62,61,68,53,45,15,0,302,11,6,6,3,0,0,0,29,4,0,0,0,0,0,0,9,18,16,8,4,8,0,0,53,36,29,15,11,10,3,0,97,21,98,165,183,181,99,32,783,372,256,239,192,221,77,14,1372,15,18,10,8,11,3,0,67,2069,2851,2884,2749,2239,761,127,13677,34,69,41,25,23,3,0,193,125,103,51,52,57,11,0,394,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,12,0,6,4,0,0,35,1051,1811,1931,1983,1456,353,23,8612,209,116,84,99,118,37,0,671,0,0,0,0,0,0,0,0,3,6,4,4,5,0,0,21,13,37,39,14,30,0,0,137,0,9,11,10,0,0,0,31,73,75,52,62,58,16,0,341,1531,2243,2210,2255,1746,417,29,10439,34,37,21,25,14,5,0,141
LGA53570,0,3,0,0,0,0,0,0,0,6,3,3,0,0,0,14,0,7,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,27,38,28,14,123,18,13,17,18,19,10,7,99,0,0,0,0,0,0,0,9,143,243,205,213,223,106,33,1177,0,0,0,0,0,0,0,0,7,12,9,8,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,111,89,113,112,18,0,495,24,64,18,11,8,4,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,0,3,0,0,0,0,0,5,3,19,10,17,16,0,0,73,82,208,135,153,142,29,6,748,0,0,0,0,0,0,0,0
LGA53640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,4,14,12,5,0,47,5,0,7,0,5,0,0,17,0,0,0,0,0,0,0,0,33,74,61,74,70,50,11,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,26,30,26,21,14,0,126,0,0,4,0,7,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,3,0,6,7,6,8,7,0,31,15,33,33,31,39,16,0,177,0,0,0,0,0,0,0,0
LGA53710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,8,7,0,30,0,0,0,0,3,3,0,9,0,0,0,0,0,0,0,0,13,22,35,30,36,36,6,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,24,21,23,7,0,100,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,10,11,10,29,25,30,13,0,123,0,0,0,0,0,0,0,0
LGA53780,5,0,0,0,0,0,0,8,32,39,21,26,14,4,0,134,61,62,35,31,24,3,0,224,13,11,0,0,0,0,0,30,4,0,0,0,0,0,0,5,20,24,18,11,3,0,0,72,35,28,21,12,5,0,0,106,21,69,156,147,139,79,17,625,306,197,175,154,154,72,4,1064,19,22,16,3,11,9,0,80,2391,3059,3140,2624,2245,738,91,14282,20,12,8,8,0,0,0,53,42,25,12,13,13,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,3,4,7,0,0,37,1135,1832,2208,2147,1456,344,21,9130,318,128,91,120,98,27,6,789,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,4,3,5,0,11,0,19,8,9,7,5,0,38,32,24,27,28,33,12,4,155,1570,2049,2363,2336,1604,386,34,10329,27,21,9,6,3,0,0,71
LGA53800,0,0,0,0,3,0,0,10,9,14,9,3,11,4,0,52,13,15,14,6,12,4,0,62,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,10,3,5,3,0,4,0,26,10,8,5,3,0,4,0,26,12,23,34,58,65,45,10,251,157,125,108,164,161,57,12,781,4,8,6,9,7,3,6,42,1314,1518,1498,1651,1555,484,80,8088,0,0,0,0,0,0,0,0,10,0,3,0,0,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,6,0,0,0,0,15,805,1134,1385,1631,1200,270,12,6442,268,75,51,67,49,13,5,527,0,0,0,0,4,0,0,3,7,0,4,5,0,0,0,8,7,6,10,17,5,0,0,46,10,0,0,5,4,0,0,19,27,34,23,36,46,8,4,184,1127,1265,1483,1763,1319,295,15,7261,0,0,0,0,0,0,0,0
LGA53920,0,0,0,0,0,0,0,5,4,8,4,4,3,0,0,18,4,6,4,4,4,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,0,7,0,3,0,4,3,3,0,16,5,12,18,19,6,0,0,72,0,9,4,0,8,3,3,19,62,136,138,127,111,25,4,609,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,33,27,33,27,10,0,144,10,7,10,7,6,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,12,35,48,33,37,29,9,0,197,65,104,71,81,71,21,0,413,0,0,0,0,0,0,0,0
LGA53990,13,38,52,27,25,4,0,166,5,7,13,3,8,0,0,43,21,45,61,34,33,4,3,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,4,0,0,0,12,3,3,9,4,0,0,0,18,9,10,27,37,68,56,17,226,65,44,61,59,58,30,0,323,4,3,4,5,5,4,0,27,585,834,971,882,791,259,51,4372,0,0,0,0,0,0,0,0,5,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,284,466,597,623,412,65,4,2450,107,60,22,24,13,5,0,238,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,7,3,12,11,4,4,0,0,35,13,16,15,17,10,12,0,87,418,555,658,666,446,84,8,2832,0,0,0,0,0,0,0,0
LGA54060,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,17,9,5,48,11,3,9,11,13,6,0,56,3,0,0,4,0,0,3,12,70,60,88,109,106,48,15,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,25,67,102,82,22,0,350,10,4,0,3,6,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,5,0,0,7,3,9,0,0,26,56,30,79,116,101,29,3,413,0,0,0,0,0,0,0,0
LGA54130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,18,19,8,0,66,6,6,8,3,7,3,0,32,3,0,0,0,0,0,0,3,34,48,69,59,80,29,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,22,27,25,25,7,0,109,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,3,6,6,0,29,15,27,37,26,34,14,0,154,0,0,0,0,0,0,0,0
LGA54170,9,5,0,8,0,0,0,29,30,18,22,15,13,4,0,98,130,93,65,48,39,13,0,384,26,11,9,0,6,3,0,48,0,0,0,0,0,0,0,5,21,16,9,6,3,0,0,63,50,25,12,10,8,7,0,112,50,175,335,483,498,325,51,1927,890,271,204,205,191,107,14,1885,14,20,14,19,7,3,0,79,4174,3471,3298,3233,2780,1126,144,18225,73,54,44,33,31,4,0,241,100,51,18,29,18,5,0,211,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,29,23,7,6,9,0,0,68,3151,3830,4201,5082,3585,658,21,20522,819,163,155,154,177,41,7,1518,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,7,10,0,9,10,5,0,0,36,7,10,6,10,8,5,0,48,102,52,63,63,62,19,0,365,4287,4190,4502,5395,3885,728,25,23019,108,72,38,30,15,0,0,268
LGA54200,3,4,3,0,0,0,0,15,11,20,14,11,8,4,0,69,19,26,16,17,11,3,0,98,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,6,6,0,3,0,0,24,7,12,6,0,3,0,0,27,15,50,103,134,156,86,19,561,198,112,101,96,98,43,7,648,4,11,7,13,5,4,10,51,1312,1791,1885,1814,1530,528,82,8944,0,0,3,0,0,0,0,6,14,9,4,9,4,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,19,655,951,1088,1157,847,206,12,4914,174,66,42,39,42,14,0,369,0,0,4,0,0,0,0,5,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,3,5,8,0,0,0,16,42,11,16,22,31,3,0,129,883,1048,1161,1236,923,225,12,5495,0,0,0,0,0,0,0,6
