POW_LGA_CODE_2021,M_USA_OM_UIE,M_USA_CFW,M_USA_ES_NS,M_USA_Tot,M_Vietnam_E,M_Vietnam_OM_IE,M_Vietnam_OM_UIE,M_Vietnam_CFW,M_Vietnam_ES_NS,M_Vietnam_Tot,M_Elsewhere_E,M_Elsewhere_OM_IE,M_Elsewhere_OM_UIE,M_Elsewhere_CFW,M_Elsewhere_ES_NS,M_Elsewhere_Tot,M_COB_NS_E,M_COB_NS_OM_IE,M_COB_NS_OM_UIE,M_COB_NS_CFW,M_COB_NS_ES_NS,M_COB_NS_Tot,M_Tot_E,M_Tot_OM_IE,M_Tot_OM_UIE,M_Tot_CFW,M_Tot_ES_NS,M_Tot_Tot,F_Australia_E,F_Australia_OM_IE,F_Australia_OM_UIE,F_Australia_CFW,F_Australia_ES_NS,F_Australia_Tot,F_Afghanistan_E,F_Afghanistan_OM_IE,F_Afghanistan_OM_UIE,F_Afghanistan_CFW,F_Afghanistan_ES_NS,F_Afghanistan_Tot,F_Bangladesh_E,F_Bangladesh_OM_IE,F_Bangladesh_OM_UIE,F_Bangladesh_CFW,F_Bangladesh_ES_NS,F_Bangladesh_Tot,F_Canada_E,F_Canada_OM_IE,F_Canada_OM_UIE,F_Canada_CFW,F_Canada_ES_NS,F_Canada_Tot,F_China_E,F_China_OM_IE,F_China_OM_UIE,F_China_CFW,F_China_ES_NS,F_China_Tot,F_Croatia_E,F_Croatia_OM_IE,F_Croatia_OM_UIE,F_Croatia_CFW,F_Croatia_ES_NS,F_Croatia_Tot,F_Egypt_E,F_Egypt_OM_IE,F_Egypt_OM_UIE,F_Egypt_CFW,F_Egypt_ES_NS,F_Egypt_Tot,F_Fiji_E,F_Fiji_OM_IE,F_Fiji_OM_UIE,F_Fiji_CFW,F_Fiji_ES_NS,F_Fiji_Tot,F_Germany_E,F_Germany_OM_IE,F_Germany_OM_UIE,F_Germany_CFW,F_Germany_ES_NS,F_Germany_Tot,F_Greece_E,F_Greece_OM_IE,F_Greece_OM_UIE,F_Greece_CFW,F_Greece_ES_NS,F_Greece_Tot,F_HongKong_E,F_HongKong_OM_IE,F_HongKong_OM_UIE,F_HongKong_CFW,F_HongKong_ES_NS,F_HongKong_Tot,F_India_E,F_India_OM_IE,F_India_OM_UIE,F_India_CFW,F_India_ES_NS,F_India_Tot,F_Indonesia_E,F_Indonesia_OM_IE,F_Indonesia_OM_UIE,F_Indonesia_CFW,F_Indonesia_ES_NS,F_Indonesia_Tot,F_Iran_E,F_Iran_OM_IE,F_Iran_OM_UIE,F_Iran_CFW,F_Iran_ES_NS,F_Iran_Tot,F_Iraq_E,F_Iraq_OM_IE,F_Iraq_OM_UIE,F_Iraq_CFW,F_Iraq_ES_NS,F_Iraq_Tot,F_Ireland_E,F_Ireland_OM_IE,F_Ireland_OM_UIE,F_Ireland_CFW,F_Ireland_ES_NS,F_Ireland_Tot,F_Italy_E,F_Italy_OM_IE,F_Italy_OM_UIE,F_Italy_CFW,F_Italy_ES_NS,F_Italy_Tot,F_Japan_E,F_Japan_OM_IE,F_Japan_OM_UIE,F_Japan_CFW,F_Japan_ES_NS,F_Japan_Tot,F_KoreaSouth_E,F_KoreaSouth_OM_IE,F_KoreaSouth_OM_UIE,F_KoreaSouth_CFW,F_KoreaSouth_ES_NS,F_KoreaSouth_Tot,F_Lebanon_E,F_Lebanon_OM_IE,F_Lebanon_OM_UIE,F_Lebanon_CFW,F_Lebanon_ES_NS,F_Lebanon_Tot,F_Malaysia_E,F_Malaysia_OM_IE,F_Malaysia_OM_UIE,F_Malaysia_CFW,F_Malaysia_ES_NS,F_Malaysia_Tot,F_Nepal_E,F_Nepal_OM_IE,F_Nepal_OM_UIE,F_Nepal_CFW,F_Nepal_ES_NS,F_Nepal_Tot,F_Netherlands_E,F_Netherlands_OM_IE,F_Netherlands_OM_UIE,F_Netherlands_CFW,F_Netherlands_ES_NS,F_Netherlands_Tot,F_NZ_E,F_NZ_OM_IE,F_NZ_OM_UIE,F_NZ_CFW,F_NZ_ES_NS,F_NZ_Tot,F_Pakistan_E,F_Pakistan_OM_IE,F_Pakistan_OM_UIE,F_Pakistan_CFW,F_Pakistan_ES_NS,F_Pakistan_Tot,F_Philippines_E,F_Philippines_OM_IE,F_Philippines_OM_UIE,F_Philippines_CFW,F_Philippines_ES_NS,F_Philippines_Tot,F_Poland_E,F_Poland_OM_IE,F_Poland_OM_UIE,F_Poland_CFW,F_Poland_ES_NS,F_Poland_Tot,F_Singapore_E,F_Singapore_OM_IE,F_Singapore_OM_UIE,F_Singapore_CFW,F_Singapore_ES_NS,F_Singapore_Tot,F_SthAfrica_E,F_SthAfrica_OM_IE,F_SthAfrica_OM_UIE,F_SthAfrica_CFW
LGA50840,0,0,0,7,0,0,0,0,0,0,20,5,8,0,0,28,7,0,3,4,0,13,955,64,139,59,18,1233,572,27,112,24,7,740,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,34,0,3,0,0,39,0,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3
LGA50910,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,5,0,0,0,0,0,8,119,34,46,31,5,231,112,9,12,13,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA50980,0,0,0,25,3,0,0,0,0,3,164,9,3,0,4,181,28,4,0,0,9,34,3113,304,227,41,41,3726,2785,117,136,31,15,3081,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6,0,0,23,54,0,3,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,3,0,0,43,0,0,0,0,0,0,7,0,0,0,0,11,17,0,0,0,0,17,8,0,0,0,0,13,0,0,0,0,0,5,0,0,0,0,0,0,26,0,0,0,0,22,19,0,0,0,0,20,10,0,0,0,4,16,3,0,0,0,0,5,0,0,0,0,0,0,12,0,3,0,0,12,0,0,0,0,0,0,13,0,3,0,0,22,118,9,8,4,0,135,0,0,0,0,0,0,93,0,0,0,0,94,0,0,0,0,0,0,10,0,0,0,0,10,41,0,0,0
LGA51080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,55,69,17,7,230,42,14,22,19,3,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,39,40,23,0,261,93,18,20,19,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51190,3,0,0,37,7,4,0,0,0,17,288,23,22,3,0,335,52,4,7,3,0,61,10006,698,667,78,73,11523,9282,283,356,84,40,10045,0,0,0,0,0,0,8,0,0,0,0,9,24,0,6,0,0,33,49,3,6,0,0,52,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,45,0,3,0,0,47,5,0,0,0,0,5,11,0,0,0,0,10,118,4,3,0,0,130,44,0,0,0,0,49,5,0,0,0,0,5,5,0,0,0,0,5,70,6,4,0,0,74,23,0,0,0,0,28,19,0,0,0,0,19,24,0,0,0,0,30,7,0,0,0,0,11,44,0,6,0,0,45,18,0,0,0,0,18,35,4,0,0,0,41,402,5,11,7,5,432,6,0,0,0,0,5,281,5,6,0,0,292,9,0,5,0,0,14,35,0,4,0,0,35,334,6,9,0
LGA51260,4,0,0,33,9,4,5,0,0,23,142,19,29,0,0,189,32,10,11,9,6,57,4980,795,999,171,72,7017,5538,336,637,150,49,6713,5,0,0,0,0,4,0,0,0,0,0,0,54,0,9,0,0,62,17,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,78,4,6,0,0,92,0,0,0,0,0,0,4,0,4,0,0,6,31,3,0,4,0,34,19,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,39,6,6,0,0,48,20,0,3,0,0,23,20,0,4,0,4,24,20,0,0,0,0,25,0,0,0,0,0,0,17,0,0,0,0,22,9,0,0,0,0,9,14,4,0,0,0,21,226,17,30,4,4,283,6,0,0,0,0,6,61,0,0,0,0,64,3,0,0,0,0,3,13,0,0,0,0,17,123,3,17,0
LGA51310,3,0,0,37,33,8,5,5,0,44,304,41,26,9,0,375,10,0,0,0,0,12,3802,752,530,58,14,5155,4524,249,323,52,17,5160,6,0,0,0,0,6,7,0,0,0,0,10,38,4,8,0,0,48,77,13,7,0,4,97,12,0,0,0,0,12,3,0,0,0,0,6,3,0,0,0,0,7,36,0,4,0,0,42,3,0,0,0,0,5,16,4,6,0,0,26,219,10,6,3,0,242,46,0,0,0,0,51,20,0,0,0,0,22,0,0,0,0,0,0,135,4,0,0,0,139,37,0,8,0,0,48,60,0,7,0,0,63,29,3,0,0,0,30,4,0,0,0,0,4,138,6,12,0,0,158,40,0,0,0,0,44,17,0,0,0,0,15,219,13,11,0,0,242,7,0,0,0,0,12,159,0,3,0,0,165,13,4,5,0,0,23,74,3,5,0,0,83,198,18,15,0
LGA51330,0,0,0,111,265,19,33,0,3,324,2326,151,141,11,12,2649,115,9,3,0,15,143,32664,2481,1729,238,185,37291,11581,399,445,115,33,12569,34,0,0,0,0,32,53,3,4,0,0,67,48,0,6,0,0,48,638,71,68,36,3,818,19,0,0,0,0,26,9,0,0,0,0,9,14,0,0,0,0,14,80,5,3,0,0,91,5,0,0,0,0,4,128,8,10,3,0,153,1040,49,55,10,4,1158,285,17,21,10,5,337,63,5,0,0,0,74,16,0,0,0,0,17,158,4,4,0,0,167,54,10,0,0,0,68,59,3,9,0,0,68,148,20,25,6,3,204,8,0,0,0,0,14,757,45,74,13,3,891,73,0,0,4,0,80,39,0,0,0,0,45,852,18,31,3,9,913,57,3,0,0,0,67,593,3,12,0,4,615,43,0,6,0,0,52,306,23,15,7,0,359,456,19,9,0
LGA51400,0,0,0,7,0,0,0,0,0,5,23,8,6,0,0,39,8,0,0,0,0,10,1145,136,221,42,3,1543,1011,49,135,46,11,1244,0,0,0,0,0,0,5,0,0,0,0,5,7,0,4,0,0,10,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,0,0,12,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,54,4,9,0,0,59,0,0,0,3,0,3,28,0,4,0,0,36,0,0,0,0,0,0,3,0,0,0,0,0,49,5,10,0
LGA51470,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,108,21,22,13,5,172,69,6,11,6,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
LGA51540,0,0,0,5,4,10,22,8,0,42,48,3,13,7,0,71,9,0,0,6,0,12,919,108,137,45,18,1231,675,49,52,14,7,797,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,9,0,0,0,0,15,6,0,4,0,0,10,0,0,0,0,0,0,5,0,0,0,0,5,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,3,0,0,0,0,5,10,0,0,0,0,9,8,0,0,0,0,9,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,0,0,6,0,0,0,0,7,32,0,0,0,0,34,0,0,0,0,0,0,15,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
