POW_LGA_CODE_2021,NFANS_75ov_EWFT,NFANS_75ov_EWPT,NFANS_75ov_EAFW,NFANS_75ov_EHW_NS,NFANS_75ov_Tot,NFANS_Tot_EWFT,NFANS_Tot_EWPT,NFANS_Tot_EAFW,NFANS_Tot_EHW_NS,NFANS_Tot_Tot,Tot_15_19_EWFT,Tot_15_19_EWPT,Tot_15_19_EAFW,Tot_15_19_EHW_NS,Tot_15_19_Tot,Tot_20_24_EWFT,Tot_20_24_EWPT,Tot_20_24_EAFW,Tot_20_24_EHW_NS,Tot_20_24_Tot,Tot_25_29_EWFT,Tot_25_29_EWPT,Tot_25_29_EAFW,Tot_25_29_EHW_NS,Tot_25_29_Tot,Tot_30_34_EWFT,Tot_30_34_EWPT,Tot_30_34_EAFW,Tot_30_34_EHW_NS,Tot_30_34_Tot,Tot_35_39_EWFT,Tot_35_39_EWPT,Tot_35_39_EAFW,Tot_35_39_EHW_NS,Tot_35_39_Tot,Tot_40_44_EWFT,Tot_40_44_EWPT,Tot_40_44_EAFW,Tot_40_44_EHW_NS,Tot_40_44_Tot,Tot_45_49_EWFT,Tot_45_49_EWPT,Tot_45_49_EAFW,Tot_45_49_EHW_NS,Tot_45_49_Tot,Tot_50_54_EWFT,Tot_50_54_EWPT,Tot_50_54_EAFW,Tot_50_54_EHW_NS,Tot_50_54_Tot,Tot_55_59_EWFT,Tot_55_59_EWPT,Tot_55_59_EAFW,Tot_55_59_EHW_NS,Tot_55_59_Tot,Tot_60_64_EWFT,Tot_60_64_EWPT,Tot_60_64_EAFW,Tot_60_64_EHW_NS,Tot_60_64_Tot,Tot_65_69_EWFT,Tot_65_69_EWPT,Tot_65_69_EAFW,Tot_65_69_EHW_NS,Tot_65_69_Tot,Tot_70_74_EWFT,Tot_70_74_EWPT,Tot_70_74_EAFW,Tot_70_74_EHW_NS,Tot_70_74_Tot,Tot_75ov_EWFT,Tot_75ov_EWPT,Tot_75ov_EAFW,Tot_75ov_EHW_NS,Tot_75ov_Tot,Tot_Tot_EWFT,Tot_Tot_EWPT,Tot_Tot_EAFW,Tot_Tot_EHW_NS,Tot_Tot_Tot
LGA50980,0,0,0,0,0,44,18,0,12,73,106,261,13,17,400,351,146,17,17,528,614,182,34,40,875,727,227,76,24,1056,747,223,51,20,1041,584,245,32,17,878,598,166,25,12,800,621,162,42,19,833,470,155,39,10,674,326,142,29,13,511,156,111,20,3,287,36,37,5,4,82,9,17,0,0,29,5351,2071,382,191,7995
LGA51080,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,14,4,0,0,26,24,3,0,0,29,18,0,0,0,21,27,8,0,0,35,15,10,0,0,29,30,3,0,0,35,32,10,5,0,49,37,12,8,0,49,19,5,4,0,29,18,10,0,0,25,4,4,0,0,12,3,6,0,0,8,246,83,23,3,361
LGA51120,0,0,0,0,0,5,0,0,0,5,13,0,0,0,16,22,3,0,0,28,25,10,0,0,45,37,5,0,0,42,34,16,0,0,45,31,4,4,0,38,38,15,0,0,52,34,6,4,0,45,27,12,3,0,44,17,12,0,0,34,17,9,8,0,27,3,10,0,0,9,5,0,0,0,6,304,103,19,8,432
LGA51190,0,0,0,0,0,88,69,7,9,174,483,1092,81,38,1702,1281,675,86,43,2080,1467,596,122,45,2225,1467,785,149,41,2446,1506,923,126,51,2605,1618,863,71,37,2592,1754,865,94,31,2748,1896,801,108,27,2834,1549,747,137,28,2457,1110,720,162,17,2004,344,427,68,10,844,95,182,11,6,290,19,71,7,7,100,14594,8743,1221,376,24932
LGA51260,0,0,0,0,0,48,50,8,9,117,266,996,83,31,1382,535,389,42,24,989,647,369,49,18,1087,799,510,83,21,1413,813,723,81,27,1645,968,721,69,34,1782,1056,736,60,26,1876,1008,686,66,18,1787,841,678,85,13,1625,549,640,96,16,1302,211,410,40,3,666,67,182,13,3,266,34,76,13,6,128,7788,7124,797,242,15954
LGA51310,0,0,0,0,0,35,40,0,7,80,58,706,30,3,794,490,756,41,20,1307,883,462,53,18,1431,931,542,107,24,1602,774,659,71,23,1531,761,590,34,11,1403,781,585,25,13,1403,814,549,34,11,1406,691,511,45,11,1264,420,498,59,9,982,179,316,27,3,524,46,149,7,4,212,27,96,5,5,131,6871,6415,550,161,13993
LGA51330,0,0,0,0,5,243,129,9,32,407,772,2557,104,57,3492,3112,2997,152,136,6400,4479,1734,204,163,6583,4847,1695,293,143,6979,5074,1723,219,115,7125,4589,1419,124,96,6234,4554,1374,131,84,6137,4453,1328,165,74,6021,3887,1289,174,58,5406,2572,1186,167,43,3971,987,760,71,15,1836,244,354,25,9,634,61,177,17,16,273,39627,18607,1850,1005,61088
LGA51400,0,0,0,0,0,11,15,0,3,30,71,236,17,6,331,119,82,5,8,216,134,70,11,5,220,140,100,18,10,262,171,113,12,4,303,211,133,4,7,355,254,128,10,6,402,219,122,13,5,364,176,117,16,6,316,134,105,22,3,264,52,63,6,0,127,21,39,3,0,62,10,17,0,0,30,1718,1320,144,63,3240
LGA51470,0,0,0,0,0,0,0,0,0,3,3,4,0,0,5,20,7,0,0,30,17,6,0,0,19,14,5,0,0,22,20,7,5,0,28,23,10,7,0,33,15,4,0,0,19,24,8,0,0,29,20,3,0,0,25,32,8,0,5,42,12,6,0,0,22,4,3,0,0,9,6,0,0,0,5,201,67,17,5,287
LGA51540,0,0,0,0,0,11,9,0,4,24,41,46,8,8,99,122,44,14,8,181,171,51,15,13,250,162,53,17,0,234,150,61,19,14,236,164,47,3,4,219,176,66,7,5,256,201,48,10,4,268,181,72,9,6,268,140,65,10,7,223,78,27,7,3,112,21,29,0,0,55,6,10,0,3,18,1611,618,113,71,2420
LGA51610,0,0,0,0,0,0,0,0,0,0,5,9,0,0,11,10,4,0,3,16,14,4,0,0,17,11,3,4,0,19,18,4,0,0,22,27,4,0,0,37,28,6,0,0,32,29,12,0,0,40,22,17,0,0,33,25,15,3,0,41,9,6,0,0,15,10,7,0,0,17,8,6,0,0,12,213,93,13,0,323
LGA51680,0,0,0,0,0,13,0,0,0,13,25,52,7,4,90,69,38,6,3,117,74,44,0,9,122,74,31,7,0,117,78,32,14,3,123,99,56,3,3,159,111,34,9,0,157,130,57,8,0,193,109,60,13,5,183,86,45,5,0,139,37,32,0,0,75,20,23,0,0,38,16,17,5,0,38,920,515,73,39,1549
LGA51710,0,0,0,0,0,6,9,0,0,16,3,23,0,0,31,21,9,0,0,35,54,11,5,3,75,70,19,4,5,93,67,20,3,0,91,68,11,0,5,83,76,4,3,4,84,83,24,4,0,109,53,15,6,3,80,51,13,0,0,70,40,13,0,8,63,21,11,3,0,29,0,0,0,0,0,620,179,32,28,854
LGA51750,0,6,0,0,6,11,23,0,0,37,42,543,22,8,617,241,690,30,12,973,399,308,22,7,740,406,254,39,9,708,354,254,18,4,621,319,207,12,4,551,351,219,12,9,584,288,239,11,11,544,286,270,14,4,572,202,222,18,0,446,93,151,12,0,259,36,91,5,3,136,24,62,5,4,94,3030,3516,216,75,6847
LGA51820,0,0,0,0,0,178,83,4,20,298,754,2405,94,55,3308,2632,2171,128,105,5036,3568,1283,192,107,5150,3872,1448,259,94,5671,4202,1545,209,88,6044,3805,1471,120,75,5482,3796,1261,119,70,5243,3544,1134,162,53,4890,3006,1055,157,41,4261,1929,924,125,28,2999,680,581,62,20,1342,166,242,20,7,427,57,121,6,6,192,32006,15639,1651,743,50040
LGA51860,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,14,8,0,0,26,16,7,0,0,25,6,3,0,0,11,28,14,3,0,33,13,5,0,0,19,15,6,0,0,22,17,3,0,0,17,26,8,0,0,34,15,9,0,0,28,4,0,0,0,4,0,0,0,0,5,0,0,0,0,0,153,75,5,0,230
LGA51890,0,0,0,0,0,16,7,0,3,28,78,130,15,6,228,206,79,12,13,311,249,88,18,8,367,288,116,33,16,465,374,137,35,12,560,416,116,24,15,564,426,112,24,14,580,466,110,38,12,621,366,123,45,5,535,198,101,32,7,343,74,58,8,3,150,8,19,4,0,31,16,8,0,3,29,3171,1204,289,115,4774
LGA51960,0,0,0,0,0,4,0,4,5,19,31,32,7,3,71,131,15,11,7,166,231,19,29,4,283,245,31,26,13,308,223,34,19,12,284,207,28,17,8,259,197,23,14,0,244,213,49,20,5,291,148,33,18,10,208,145,21,11,6,187,44,12,3,0,59,5,3,0,0,13,5,0,0,0,4,1836,319,165,69,2385
LGA52030,0,0,0,0,0,3,0,0,0,3,0,5,0,0,7,10,12,0,0,21,17,4,4,0,26,19,10,0,0,32,13,13,0,0,27,13,10,3,0,28,26,4,0,0,32,19,18,4,0,36,31,13,0,0,46,33,16,3,0,50,15,14,0,0,29,9,7,0,0,17,6,7,0,0,18,217,125,16,0,361
LGA52100,0,0,0,0,0,4,0,0,0,4,12,4,0,0,19,36,10,0,0,44,34,4,3,0,50,28,10,0,0,41,35,20,0,0,59,30,17,0,0,48,19,16,0,0,40,41,13,6,0,56,28,4,3,0,42,35,8,3,0,52,29,10,0,0,36,11,8,0,0,21,0,3,0,0,5,360,131,25,7,526
LGA52170,0,0,0,0,0,10,13,0,0,24,17,209,8,0,240,90,281,15,3,391,154,109,6,4,266,190,115,8,0,321,178,91,6,3,285,142,106,6,8,258,143,107,6,3,257,167,126,8,9,304,137,124,7,0,270,82,89,10,0,182,36,91,3,0,132,11,52,6,0,63,9,34,6,4,46,1357,1537,89,42,3021
LGA52240,0,0,0,0,0,0,0,0,0,0,7,10,0,0,19,23,7,4,0,35,32,3,3,0,40,27,6,0,4,34,28,11,0,3,47,41,17,3,0,59,41,14,0,0,53,41,19,4,0,68,38,14,0,3,59,43,18,0,5,62,17,14,0,0,33,11,9,0,4,25,9,3,0,3,18,361,145,24,17,548
LGA52310,0,0,0,0,0,0,5,0,0,5,0,6,0,0,8,10,0,0,0,13,20,3,0,0,19,15,3,0,0,17,20,5,0,0,22,9,5,0,0,19,27,5,0,0,35,25,4,0,0,27,18,9,0,0,26,18,0,3,0,20,8,3,0,0,17,4,8,0,0,12,6,3,0,0,11,169,60,6,7,237
LGA52380,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,26,5,3,0,35,43,3,5,0,53,51,5,4,3,63,32,3,5,0,43,32,8,3,0,41,45,3,8,0,54,37,5,6,4,46,27,3,3,0,44,28,3,0,0,36,6,4,0,0,13,5,0,0,0,10,0,0,0,0,0,341,45,42,13,444
LGA52450,0,0,0,0,0,0,4,0,0,5,20,13,0,0,31,35,3,0,0,38,54,8,5,0,69,31,13,0,0,45,30,17,0,0,45,29,18,0,0,52,42,15,0,0,60,36,19,0,0,57,25,12,6,0,47,31,28,5,4,69,12,10,5,0,26,9,5,4,0,19,7,3,0,0,9,372,161,25,3,564
LGA52520,0,0,0,0,0,10,3,0,0,7,15,5,0,0,23,40,13,0,0,54,61,11,3,4,73,51,25,0,0,81,46,29,0,5,78,61,19,0,3,76,39,17,0,0,52,44,19,0,3,62,68,15,0,0,84,35,21,6,0,62,24,13,5,0,43,9,4,0,0,17,4,10,0,0,19,501,193,18,13,726
LGA52590,0,0,0,0,0,7,3,0,6,16,32,38,4,0,69,69,26,0,4,102,108,37,3,5,155,102,32,11,4,147,102,49,10,0,165,96,36,4,3,142,113,52,9,0,176,113,35,16,0,161,128,69,11,3,208,105,60,10,0,180,40,36,10,0,90,18,28,8,0,49,8,26,3,0,34,1030,522,101,37,1686
LGA52660,0,0,0,0,0,19,12,0,0,33,67,324,18,3,416,150,110,15,9,283,170,93,8,3,273,199,134,20,6,360,183,180,12,0,379,205,152,11,4,370,227,127,9,10,375,211,136,19,3,367,210,116,25,3,356,147,121,23,5,291,44,71,4,0,126,19,49,4,0,67,12,25,4,9,46,1849,1627,167,53,3698
LGA52730,0,0,0,0,0,9,14,0,0,16,22,112,10,4,148,44,25,6,0,76,46,27,10,5,94,71,60,5,4,143,95,73,4,6,178,107,86,7,5,203,115,94,8,5,219,134,115,15,3,263,117,122,14,3,255,88,109,9,0,207,38,64,7,10,113,27,43,8,0,82,13,28,3,0,50,911,971,111,51,2037
LGA52800,0,0,0,0,0,14,9,4,8,31,31,33,3,3,73,144,43,13,13,211,242,43,15,18,314,266,69,15,11,363,194,49,14,4,259,167,39,9,7,229,182,24,18,5,231,183,43,13,4,243,187,31,13,9,235,137,37,16,7,195,69,40,12,0,112,21,9,3,0,35,4,6,0,0,13,1836,477,143,79,2529
LGA52870,0,0,0,0,0,7,7,0,0,12,32,86,0,8,119,55,38,3,0,97,64,34,0,0,98,100,42,9,0,150,101,71,7,4,178,99,50,5,0,157,112,72,9,0,195,111,78,12,4,209,113,67,15,4,200,103,88,9,0,200,60,62,10,3,132,18,48,0,0,70,19,25,4,0,46,978,757,79,39,1851
LGA52940,0,0,0,0,0,0,0,0,0,0,4,4,0,0,5,12,0,0,0,19,11,3,0,0,12,15,6,0,0,23,17,14,0,0,32,26,8,5,0,33,19,12,0,3,30,24,6,0,0,31,22,9,4,0,38,22,11,0,0,31,8,13,0,0,23,0,7,0,0,10,3,4,0,0,12,192,96,3,13,305
LGA53010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,6,0,0,8,18,5,0,0,21,21,11,4,0,27,26,10,4,0,42,21,8,0,0,23,25,5,0,0,28,17,11,0,0,30,22,6,0,0,39,31,7,0,0,38,14,7,4,0,27,6,4,0,0,13,0,3,0,5,3,196,77,18,7,300
LGA53080,0,0,0,0,0,6,0,0,3,7,9,4,0,0,13,34,0,4,9,44,51,8,10,3,78,63,9,4,0,78,49,3,0,4,54,51,3,5,0,65,46,12,6,0,64,55,15,4,0,74,39,13,4,0,63,38,7,9,0,53,16,3,0,0,19,3,3,0,0,9,0,0,0,0,8,456,89,49,26,618
LGA53150,0,0,0,0,0,3,10,0,0,16,13,134,5,3,162,81,156,9,3,253,110,86,3,4,205,128,82,9,0,216,106,81,6,3,203,106,89,0,0,191,137,72,11,0,220,131,83,8,3,227,101,72,9,0,192,58,77,4,0,145,31,51,4,3,90,7,20,0,0,35,0,16,0,0,20,1033,1024,70,30,2159
LGA53220,0,0,0,0,0,89,12,10,17,136,107,91,11,18,220,823,105,108,36,1065,1640,151,167,55,2012,2033,220,299,65,2623,1940,173,267,67,2452,1675,182,220,37,2107,1612,134,237,34,2020,1480,149,262,33,1921,1213,91,209,32,1544,738,73,152,22,994,240,26,56,9,334,41,15,3,7,66,11,4,5,6,21,13557,1416,2001,401,17368
LGA53290,0,0,0,0,0,21,14,0,3,41,158,216,26,18,417,329,117,15,13,474,360,116,37,17,530,309,189,43,12,547,383,200,24,12,620,383,169,22,10,584,462,177,28,15,686,480,181,38,4,704,407,187,48,8,655,288,157,37,10,495,121,107,22,4,258,39,49,3,0,89,35,32,7,5,75,3753,1904,354,134,6141
LGA53360,0,0,0,0,0,11,3,0,5,20,34,65,3,0,100,81,47,3,10,139,129,61,8,3,203,140,56,20,5,226,124,68,12,4,208,137,42,0,0,181,125,44,8,7,187,106,44,10,5,166,90,36,10,0,140,65,40,5,0,113,26,14,6,0,45,5,3,0,0,11,5,4,0,0,4,1064,527,93,48,1727
LGA53430,0,0,0,0,0,91,59,7,11,163,231,1212,54,19,1520,1008,1548,84,50,2691,1634,919,111,53,2709,1947,883,160,50,3042,1868,987,151,47,3049,1742,916,86,31,2772,1850,867,76,19,2812,1903,782,112,36,2834,1661,727,121,21,2531,1109,769,124,19,2018,405,525,54,10,994,114,279,24,5,412,43,124,5,4,180,15508,10535,1163,365,27577
LGA53570,0,0,0,0,0,6,10,0,0,18,27,55,3,0,93,91,46,8,3,147,161,80,3,7,254,154,64,11,3,240,121,56,7,5,183,133,52,8,5,200,137,43,6,4,192,148,60,12,5,228,134,72,10,7,231,105,72,15,3,192,50,45,5,0,105,23,25,4,8,61,12,25,4,4,51,1307,711,100,56,2171
LGA53640,0,0,0,0,0,0,4,0,0,4,8,5,0,0,13,33,6,0,0,42,36,11,3,0,58,50,28,4,0,84,36,13,0,0,58,37,18,0,0,54,43,18,0,0,63,51,14,5,0,65,48,18,4,0,70,29,19,3,0,48,32,16,0,0,47,14,3,0,0,17,0,8,0,0,12,428,162,25,7,627
LGA53710,0,0,0,0,0,0,0,0,0,0,4,5,0,0,12,8,7,0,0,19,12,3,0,0,12,12,3,0,0,22,25,20,0,0,39,20,19,6,0,38,23,13,0,0,35,22,12,0,0,32,19,16,0,0,38,31,9,0,0,34,16,12,0,0,34,8,6,0,0,13,3,5,0,0,8,194,130,13,6,338
LGA53780,0,0,0,0,0,96,58,4,12,164,400,1370,57,21,1849,1249,1239,62,65,2619,1736,873,105,70,2782,1808,906,165,83,2961,1964,1115,123,55,3259,1799,1042,60,39,2937,1789,934,59,41,2818,1768,797,83,35,2680,1559,772,98,35,2466,1034,700,86,26,1841,445,440,52,12,952,116,202,19,5,343,23,109,4,9,145,15700,10497,972,484,27649
LGA53800,0,6,0,0,6,64,44,3,17,127,363,906,38,18,1321,815,495,57,24,1396,993,423,82,26,1520,944,491,114,21,1573,1023,525,65,15,1626,1072,503,50,25,1644,1215,546,60,34,1850,1214,566,75,35,1888,1135,512,99,21,1765,763,518,85,15,1380,308,294,50,3,658,77,141,8,5,228,23,74,4,8,116,9956,5987,783,255,16975
LGA53920,0,0,0,0,0,8,0,0,0,15,26,7,3,3,37,60,27,6,0,96,102,22,10,5,140,96,21,11,4,131,79,29,5,0,119,71,19,16,3,119,76,16,8,4,110,92,23,7,0,123,94,14,8,7,121,43,14,11,8,70,22,11,3,0,36,13,5,0,3,18,0,0,3,0,5,781,211,83,49,1124
LGA53990,0,0,0,0,0,25,19,0,8,56,142,371,22,10,543,380,156,23,13,570,491,191,35,14,736,539,216,28,13,791,605,281,20,16,921,572,264,24,13,867,580,242,31,18,872,530,269,38,9,845,516,221,42,11,787,374,209,37,3,621,134,129,17,10,283,34,59,9,7,109,16,37,3,0,67,4912,2648,329,132,8017
LGA54060,0,0,0,0,0,7,0,0,0,8,13,63,5,4,86,41,24,3,0,61,29,20,7,0,58,28,23,5,0,53,53,34,3,0,94,59,33,3,4,94,75,39,6,0,120,74,40,0,4,125,71,54,6,4,133,57,51,7,0,113,30,29,9,0,65,7,13,3,5,24,9,16,0,4,31,541,429,55,35,1062
LGA54130,0,0,0,0,0,0,0,0,0,4,4,4,0,0,12,29,8,0,3,43,34,9,0,0,43,31,13,9,0,45,51,18,3,0,73,35,22,0,0,56,34,4,0,0,38,45,22,5,0,69,53,20,3,0,77,24,19,6,0,55,19,10,3,0,35,5,6,0,3,16,0,4,0,0,9,372,159,28,8,566
LGA54170,0,0,0,0,0,144,142,10,18,314,425,4303,120,48,4889,1717,3256,120,100,5197,2526,1660,188,74,4440,2430,1792,277,91,4592,2463,2098,250,73,4887,2416,2081,129,51,4681,2783,2110,104,53,5048,2903,2085,171,59,5218,2365,1959,173,45,4542,1563,1767,179,31,3546,546,1000,84,19,1650,147,481,31,4,664,30,175,13,4,223,22321,24772,1830,651,49576
LGA54200,0,0,0,0,0,56,36,0,9,103,191,822,42,11,1070,692,646,36,40,1407,952,442,49,34,1474,1152,454,78,34,1710,1182,548,44,29,1802,1102,494,45,23,1664,1153,498,41,31,1716,1158,490,56,20,1722,987,486,58,16,1545,701,480,51,17,1252,289,303,30,17,638,85,167,5,7,265,32,77,0,7,118,9680,5902,531,274,16385
LGA54280,3,0,0,0,3,74,25,7,12,115,377,486,41,8,912,1117,262,60,55,1491,1450,284,93,44,1870,1317,400,114,36,1870,1401,387,85,33,1904,1215,313,68,34,1624,1284,258,65,35,1641,1165,258,78,30,1526,1073,271,91,31,1462,735,241,62,18,1054,297,146,21,7,467,75,56,6,3,141,21,22,3,0,52,11520,3380,789,321,16013
LGA54310,0,0,0,0,0,75,20,4,5,108,182,378,28,21,613,663,139,37,18,853,1103,200,115,37,1458,1343,342,200,43,1922,1576,408,157,29,2170,1335,274,137,16,1762,1286,267,120,19,1693,1112,175,122,20,1422,853,135,125,15,1134,534,107,87,9,738,188,38,27,6,260,41,18,7,0,68,0,10,0,0,11,10215,2492,1162,230,14098
LGA54340,0,0,0,0,0,14,5,0,5,19,42,65,0,8,107,102,46,9,5,165,120,39,12,5,183,108,51,10,5,176,92,56,6,9,161,105,55,6,0,161,100,50,7,3,162,117,42,11,5,181,142,56,7,3,211,93,54,4,5,156,48,56,6,0,108,13,16,5,0,32,10,11,4,0,25,1093,593,91,44,1820
LGA54410,0,0,0,0,0,9,0,0,0,7,7,10,0,0,21,17,0,0,0,20,11,10,3,0,25,27,8,0,0,37,23,21,0,0,43,19,14,0,3,35,23,10,0,0,41,35,11,5,0,47,29,18,0,0,55,30,17,0,0,50,11,4,0,0,19,4,7,0,0,10,0,5,0,0,10,243,138,17,9,411
LGA54480,0,0,0,0,0,0,0,0,0,5,0,3,0,0,3,16,0,0,0,16,17,0,0,0,16,18,4,0,0,26,15,10,0,0,25,35,11,0,0,46,22,4,0,0,28,20,7,3,0,28,15,3,4,0,23,15,0,0,0,17,12,6,4,0,20,0,5,3,0,10,4,3,0,0,5,188,52,14,8,267
LGA54550,0,0,0,0,0,11,4,0,0,14,13,9,0,3,31,50,11,0,3,65,46,12,11,0,72,30,21,9,0,58,55,33,5,0,97,61,25,0,5,91,44,23,4,0,72,59,30,3,4,99,85,38,7,7,132,56,38,3,6,102,40,26,9,3,80,17,11,4,0,36,11,9,3,0,19,572,293,52,29,945
