POW_LGA_CODE_2021,SG_300_399_Mng,SG_300_399_Pro,SG_300_399_TecTW,SG_300_399_CoPSW,SG_300_399_ClAW,SG_300_399_SWks,SG_300_399_MaOpDv,SG_300_399_Lab,SG_300_399_IDNS,SG_300_399_Tot,SG_400_499_Mng,SG_400_499_Pro,SG_400_499_TecTW,SG_400_499_CoPSW,SG_400_499_ClAW,SG_400_499_SWks,SG_400_499_MaOpDv,SG_400_499_Lab,SG_400_499_IDNS,SG_400_499_Tot,SG_500_649_Mng,SG_500_649_Pro,SG_500_649_TecTW,SG_500_649_CoPSW,SG_500_649_ClAW,SG_500_649_SWks,SG_500_649_MaOpDv,SG_500_649_Lab,SG_500_649_IDNS,SG_500_649_Tot,SG_650_799_Mng,SG_650_799_Pro,SG_650_799_TecTW,SG_650_799_CoPSW,SG_650_799_ClAW,SG_650_799_SWks,SG_650_799_MaOpDv,SG_650_799_Lab,SG_650_799_IDNS,SG_650_799_Tot,SG_800_999_Mng,SG_800_999_Pro,SG_800_999_TecTW,SG_800_999_CoPSW,SG_800_999_ClAW,SG_800_999_SWks,SG_800_999_MaOpDv,SG_800_999_Lab,SG_800_999_IDNS,SG_800_999_Tot,SG_1000_1249_Mng,SG_1000_1249_Pro,SG_1000_1249_TecTW,SG_1000_1249_CoPSW,SG_1000_1249_ClAW,SG_1000_1249_SWks,SG_1000_1249_MaOpDv,SG_1000_1249_Lab,SG_1000_1249_IDNS,SG_1000_1249_Tot,SG_1250_1499_Mng,SG_1250_1499_Pro,SG_1250_1499_TecTW,SG_1250_1499_CoPSW,SG_1250_1499_ClAW,SG_1250_1499_SWks,SG_1250_1499_MaOpDv,SG_1250_1499_Lab,SG_1250_1499_IDNS,SG_1250_1499_Tot,SG_1500_1749_Mng,SG_1500_1749_Pro,SG_1500_1749_TecTW,SG_1500_1749_CoPSW,SG_1500_1749_ClAW,SG_1500_1749_SWks,SG_1500_1749_MaOpDv,SG_1500_1749_Lab,SG_1500_1749_IDNS,SG_1500_1749_Tot,SG_1750_1999_Mng,SG_1750_1999_Pro,SG_1750_1999_TecTW,SG_1750_1999_CoPSW,SG_1750_1999_ClAW,SG_1750_1999_SWks,SG_1750_1999_MaOpDv,SG_1750_1999_Lab,SG_1750_1999_IDNS,SG_1750_1999_Tot,SG_2000_2999_Mng,SG_2000_2999_Pro,SG_2000_2999_TecTW,SG_2000_2999_CoPSW,SG_2000_2999_ClAW,SG_2000_2999_SWks,SG_2000_2999_MaOpDv,SG_2000_2999_Lab,SG_2000_2999_IDNS,SG_2000_2999_Tot,SG_3000_3499_Mng,SG_3000_3499_Pro,SG_3000_3499_TecTW,SG_3000_3499_CoPSW,SG_3000_3499_ClAW,SG_3000_3499_SWks,SG_3000_3499_MaOpDv,SG_3000_3499_Lab,SG_3000_3499_IDNS,SG_3000_3499_Tot,SG_3500mo_Mng,SG_3500mo_Pro,SG_3500mo_TecTW,SG_3500mo_CoPSW,SG_3500mo_ClAW,SG_3500mo_SWks,SG_3500mo_MaOpDv,SG_3500mo_Lab,SG_3500mo_IDNS,SG_3500mo_Tot,SG_PINS_Mng,SG_PINS_Pro,SG_PINS_TecTW,SG_PINS_CoPSW,SG_PINS_ClAW,SG_PINS_SWks,SG_PINS_MaOpDv,SG_PINS_Lab,SG_PINS_IDNS,SG_PINS_Tot,SG_Tot_Mng,SG_Tot_Pro,SG_Tot_TecTW,SG_Tot_CoPSW,SG_Tot_ClAW,SG_Tot_SWks,SG_Tot_MaOpDv,SG_Tot_Lab,SG_Tot_IDNS,SG_Tot_Tot,LG_NNI_Mng,LG_NNI_Pro,LG_NNI_TecTW,LG_NNI_CoPSW,LG_NNI_ClAW,LG_NNI_SWks,LG_NNI_MaOpDv,LG_NNI_Lab,LG_NNI_IDNS,LG_NNI_Tot,LG_1_149_Mng,LG_1_149_Pro,LG_1_149_TecTW,LG_1_149_CoPSW,LG_1_149_ClAW,LG_1_149_SWks,LG_1_149_MaOpDv,LG_1_149_Lab,LG_1_149_IDNS,LG_1_149_Tot,LG_150_299_Mng,LG_150_299_Pro,LG_150_299_TecTW,LG_150_299_CoPSW,LG_150_299_ClAW,LG_150_299_SWks,LG_150_299_MaOpDv,LG_150_299_Lab,LG_150_299_IDNS,LG_150_299_Tot,LG_300_399_Mng,LG_300_399_Pro,LG_300_399_TecTW,LG_300_399_CoPSW,LG_300_399_ClAW,LG_300_399_SWks,LG_300_399_MaOpDv,LG_300_399_Lab,LG_300_399_IDNS,LG_300_399_Tot,LG_400_499_Mng,LG_400_499_Pro,LG_400_499_TecTW,LG_400_499_CoPSW,LG_400_499_ClAW,LG_400_499_SWks,LG_400_499_MaOpDv,LG_400_499_Lab,LG_400_499_IDNS,LG_400_499_Tot,LG_500_649_Mng,LG_500_649_Pro,LG_500_649_TecTW,LG_500_649_CoPSW,LG_500_649_ClAW,LG_500_649_SWks,LG_500_649_MaOpDv,LG_500_649_Lab,LG_500_649_IDNS,LG_500_649_Tot
LGA53430,3,13,3,5,3,0,0,7,0,38,0,14,9,20,11,0,0,8,0,60,4,32,7,48,24,0,0,18,0,133,3,64,12,68,56,0,4,17,4,226,9,145,19,86,56,0,3,19,8,331,15,189,34,115,148,6,14,26,7,555,21,279,25,68,195,0,10,15,11,629,24,384,32,71,131,6,3,8,17,673,43,387,16,72,94,0,0,11,6,634,273,639,38,108,124,3,3,18,14,1220,76,28,0,0,11,0,0,3,0,124,47,52,0,0,0,0,0,0,0,104,0,8,0,0,4,0,0,0,4,16,529,2242,191,678,858,25,40,161,65,4781,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,3,0,4,6,3,0,0,0,13
LGA53570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,11,3,8,4,10,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,34,5,14,5,0,0,6,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA53640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26,0,18,3,0,0,7,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,14,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53780,0,9,5,28,0,0,0,18,0,60,0,18,3,48,3,0,0,20,0,90,5,29,8,71,15,5,0,29,0,160,0,54,13,120,20,0,0,26,0,231,6,73,16,152,34,0,0,27,0,309,0,135,24,140,91,0,3,9,3,407,8,167,19,119,63,0,0,4,7,392,24,241,8,278,17,3,7,0,0,587,12,264,8,179,6,0,0,0,5,474,107,386,4,178,7,0,0,0,0,679,16,13,0,14,0,0,0,0,0,49,5,14,0,4,0,0,0,0,0,33,0,5,0,4,0,0,0,0,0,13,193,1414,98,1352,271,9,20,145,22,3526,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,8,0,0,0,3,3,0,0,0,0,10,0,0,0,4,0,3,0,0,0,14,0,5,0,10,9,0,0,0,0,19
LGA53800,0,4,0,16,3,0,0,12,0,35,0,8,0,12,5,0,0,9,0,42,4,25,6,48,18,0,4,8,0,121,0,39,10,55,23,3,3,19,4,152,3,65,19,99,25,0,0,17,0,230,4,91,18,107,84,0,4,24,4,334,13,156,24,72,76,4,5,4,3,351,19,211,13,92,37,7,6,5,0,390,26,199,12,96,17,0,8,3,7,367,98,262,31,118,21,0,6,4,4,554,29,23,11,10,0,0,0,0,0,70,14,40,0,6,0,0,0,0,0,59,0,4,4,0,0,0,0,0,0,10,218,1140,149,744,327,21,35,112,18,2761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,11
LGA53920,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,8,0,0,0,9,0,0,0,0,0,12,0,0,5,11,0,0,0,0,0,18,0,0,0,3,0,0,0,0,0,7,0,7,0,4,0,0,0,0,0,13,0,11,0,5,0,0,0,0,0,15,3,14,0,11,0,0,0,0,0,37,0,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,14,45,5,59,5,0,0,9,3,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA53990,0,3,0,3,0,0,0,3,0,19,0,5,0,15,4,0,0,7,0,37,0,9,5,23,3,0,0,9,0,55,0,12,0,36,7,0,0,17,0,80,0,20,8,35,11,0,0,6,0,78,3,31,12,32,16,0,0,3,0,97,3,49,3,13,4,0,0,0,0,72,6,65,0,11,0,0,0,0,0,88,7,61,0,9,0,0,0,0,0,78,27,84,0,13,0,0,6,0,0,131,8,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,55,358,41,201,50,0,6,59,0,766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,0,0,0,0,0,0,11
LGA54060,0,0,0,0,0,0,0,4,0,4,0,3,0,6,0,0,0,0,0,10,0,4,0,4,0,0,0,0,0,6,0,3,0,9,0,0,0,0,0,11,0,6,0,6,0,0,0,0,0,14,0,7,3,0,0,0,0,4,0,16,0,6,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,15,0,14,0,0,0,0,0,0,0,15,4,10,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,52,9,32,8,0,0,12,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,7,0,7
LGA54130,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,26,4,11,0,0,0,4,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
LGA54170,4,30,3,35,4,0,0,19,0,98,0,29,8,42,13,0,0,25,0,131,3,64,11,142,25,0,3,34,0,278,8,104,15,153,40,0,0,51,6,380,12,167,27,272,70,0,0,33,5,588,18,261,40,285,147,0,7,30,4,790,30,347,30,119,118,3,3,5,7,655,50,484,16,98,86,5,3,3,6,767,39,541,12,153,33,0,5,0,5,791,232,837,26,252,58,0,7,3,8,1424,61,42,7,4,5,0,0,0,0,115,17,36,0,9,0,0,0,0,0,67,3,11,0,8,9,0,0,3,0,30,484,2981,199,1610,623,15,31,238,49,6213,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,10,0,0,0,11,0,0,0,0,0,13,0,0,0,8,0,0,0,0,0,13,0,0,6,8,0,0,0,0,0,16,0,3,8,8,7,0,0,0,0,34
LGA54200,0,6,0,8,3,0,0,5,0,32,3,7,3,14,3,0,0,15,0,43,0,12,9,33,9,0,0,20,0,81,0,24,4,52,7,0,0,21,0,101,0,47,5,60,16,0,0,15,4,151,5,77,9,60,35,0,5,3,0,190,10,105,7,23,11,0,4,3,0,160,9,120,13,20,8,0,0,0,0,166,4,126,9,15,0,0,0,0,0,156,56,147,28,36,11,0,0,0,4,280,12,9,0,4,0,0,0,0,0,29,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,102,698,101,329,108,0,12,84,9,1445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3
LGA54280,0,9,0,5,0,0,0,6,0,13,0,7,0,7,0,0,0,0,0,23,0,8,0,24,3,0,0,3,0,42,0,8,3,42,12,3,0,10,0,83,6,25,3,53,12,0,0,12,0,108,8,40,9,49,72,0,0,17,0,199,6,71,6,39,44,0,0,3,0,184,16,112,6,78,31,0,0,3,0,241,13,131,9,63,16,0,0,3,0,228,71,167,19,85,18,0,0,0,0,373,6,19,0,13,0,0,0,0,0,41,7,16,0,5,0,0,0,0,0,29,0,6,0,0,0,0,0,0,0,11,138,624,65,458,213,12,7,71,11,1597,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,6,7,0,0,0,0,0,8
LGA54310,0,5,0,6,4,0,0,0,0,11,0,3,0,8,0,0,0,0,0,15,0,5,0,16,4,0,0,0,0,31,0,13,6,19,17,0,0,0,0,54,6,12,3,41,10,0,0,0,0,77,4,37,7,34,32,5,0,6,0,132,0,49,3,18,37,0,0,5,0,116,10,87,4,39,21,0,0,6,6,170,15,109,3,42,13,5,3,0,0,195,76,167,10,83,11,0,9,0,6,358,8,7,4,11,0,0,0,0,0,37,18,14,9,10,0,0,0,0,0,48,0,7,0,0,0,0,0,0,0,7,133,524,58,332,151,8,12,29,10,1260,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA54340,0,0,0,0,4,0,0,0,0,8,0,3,4,0,5,0,0,5,0,11,0,0,0,3,0,0,0,0,0,10,0,4,0,19,3,0,0,3,0,26,0,4,5,13,6,0,0,8,0,29,0,12,3,3,9,0,0,3,0,41,0,18,5,6,4,0,0,4,0,33,0,34,0,10,4,0,0,0,0,48,0,16,5,4,3,0,0,0,0,36,10,26,4,10,0,0,0,0,0,53,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,127,25,62,35,0,4,22,0,298,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA54410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,7,19,3,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA54480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,7,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,4,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,25,5,14,0,0,0,6,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54620,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,8,13,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA54690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA54760,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,3,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,10,0,0,0,5,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA54830,0,0,0,9,0,0,0,7,0,17,0,9,0,10,0,0,0,6,0,22,0,5,6,27,10,0,0,6,0,51,0,26,0,35,5,0,0,16,0,84,4,31,7,62,10,0,0,7,0,124,4,44,5,48,32,0,6,8,0,136,0,62,0,56,21,0,6,4,0,162,5,112,5,162,13,0,6,4,0,296,11,100,7,146,0,0,6,3,0,272,40,125,13,128,8,0,6,9,0,339,6,5,5,13,0,0,0,0,0,31,0,4,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,12,74,523,54,698,104,7,29,63,5,1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,7
LGA54900,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,8,0,7,0,3,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,37,0,18,4,0,0,3,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,13,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,5,0,9,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,4,3,5,0,9,0,0,0,0,0,14,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,3,18,4,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA55110,0,8,0,19,4,0,0,9,0,45,3,9,0,18,7,0,0,11,0,52,4,31,12,50,11,0,0,22,0,119,0,35,7,79,23,0,0,20,0,165,0,66,3,116,22,0,3,14,0,233,3,91,10,87,42,0,8,15,0,260,8,117,6,18,38,4,9,3,0,201,16,169,6,36,13,4,11,0,0,253,11,164,3,57,12,0,27,0,0,272,68,227,6,75,4,0,13,9,3,403,8,15,0,10,0,0,0,0,0,30,0,10,0,0,0,0,0,0,0,18,0,0,0,5,0,0,0,0,0,8,120,939,55,582,191,7,79,116,12,2091,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,8,0,0,0,12,0,0,0,0,0,18,0,0,0,9,3,0,0,0,0,17,0,0,10,8,7,0,0,0,0,29
LGA55180,0,3,0,4,0,0,0,0,0,13,0,4,0,4,0,0,0,0,0,17,0,5,0,6,0,0,0,8,0,21,0,6,0,9,9,3,0,6,0,41,0,21,0,17,5,0,0,5,0,50,0,28,9,18,21,0,4,10,0,89,0,29,6,3,12,0,0,4,0,55,11,40,7,13,6,0,5,4,0,80,5,33,3,3,3,0,0,8,0,48,29,51,0,15,0,0,3,0,0,97,6,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,48,220,38,96,54,3,16,46,5,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5
LGA55250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,6,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,5,3,0,3,0,0,0,0,0,20,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,0,20,5,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
