POW_LGA_CODE_2021,M_NegNilInc_E,M_NegNilInc_OM_IE,M_NegNilInc_OM_UIE,M_NegNilInc_CFW,M_NegNilInc_ES_NS,M_NegNilInc_Tot,M_1_149_E,M_1_149_OM_IE,M_1_149_OM_UIE,M_1_149_CFW,M_1_149_ES_NS,M_1_149_Tot,M_150_299_E,M_150_299_OM_IE,M_150_299_OM_UIE,M_150_299_CFW,M_150_299_ES_NS,M_150_299_Tot,M_300_399_E,M_300_399_OM_IE,M_300_399_OM_UIE,M_300_399_CFW,M_300_399_ES_NS,M_300_399_Tot,M_400_499_E,M_400_499_OM_IE,M_400_499_OM_UIE,M_400_499_CFW,M_400_499_ES_NS,M_400_499_Tot,M_500_649_E,M_500_649_OM_IE,M_500_649_OM_UIE,M_500_649_CFW,M_500_649_ES_NS,M_500_649_Tot,M_650_799_E,M_650_799_OM_IE,M_650_799_OM_UIE,M_650_799_CFW,M_650_799_ES_NS,M_650_799_Tot,M_800_999_E,M_800_999_OM_IE,M_800_999_OM_UIE,M_800_999_CFW,M_800_999_ES_NS,M_800_999_Tot,M_1000_1249_E,M_1000_1249_OM_IE,M_1000_1249_OM_UIE,M_1000_1249_CFW,M_1000_1249_ES_NS,M_1000_1249_Tot,M_1250_1499_E,M_1250_1499_OM_IE,M_1250_1499_OM_UIE,M_1250_1499_CFW,M_1250_1499_ES_NS,M_1250_1499_Tot,M_1500_1749_E,M_1500_1749_OM_IE,M_1500_1749_OM_UIE,M_1500_1749_CFW,M_1500_1749_ES_NS,M_1500_1749_Tot,M_1750_1999_E,M_1750_1999_OM_IE,M_1750_1999_OM_UIE,M_1750_1999_CFW,M_1750_1999_ES_NS,M_1750_1999_Tot,M_2000_2999_E,M_2000_2999_OM_IE,M_2000_2999_OM_UIE,M_2000_2999_CFW,M_2000_2999_ES_NS,M_2000_2999_Tot,M_3000_3499_E,M_3000_3499_OM_IE,M_3000_3499_OM_UIE,M_3000_3499_CFW,M_3000_3499_ES_NS,M_3000_3499_Tot,M_3500mo_E,M_3500mo_OM_IE,M_3500mo_OM_UIE,M_3500mo_CFW,M_3500mo_ES_NS,M_3500mo_Tot,M_PersInc_NS_E,M_PersInc_NS_OM_IE,M_PersInc_NS_OM_UIE,M_PersInc_NS_CFW,M_PersInc_NS_ES_NS,M_PersInc_NS_Tot,M_Tot_E,M_Tot_OM_IE,M_Tot_OM_UIE,M_Tot_CFW,M_Tot_ES_NS,M_Tot_Tot,F_NegNilInc_E,F_NegNilInc_OM_IE,F_NegNilInc_OM_UIE,F_NegNilInc_CFW,F_NegNilInc_ES_NS,F_NegNilInc_Tot,F_1_149_E,F_1_149_OM_IE,F_1_149_OM_UIE,F_1_149_CFW,F_1_149_ES_NS,F_1_149_Tot,F_150_299_E,F_150_299_OM_IE,F_150_299_OM_UIE,F_150_299_CFW,F_150_299_ES_NS,F_150_299_Tot,F_300_399_E,F_300_399_OM_IE,F_300_399_OM_UIE,F_300_399_CFW,F_300_399_ES_NS,F_300_399_Tot,F_400_499_E,F_400_499_OM_IE,F_400_499_OM_UIE,F_400_499_CFW,F_400_499_ES_NS,F_400_499_Tot,F_500_649_E,F_500_649_OM_IE,F_500_649_OM_UIE,F_500_649_CFW,F_500_649_ES_NS,F_500_649_Tot,F_650_799_E,F_650_799_OM_IE,F_650_799_OM_UIE,F_650_799_CFW,F_650_799_ES_NS,F_650_799_Tot,F_800_999_E,F_800_999_OM_IE,F_800_999_OM_UIE,F_800_999_CFW,F_800_999_ES_NS,F_800_999_Tot,F_1000_1249_E,F_1000_1249_OM_IE,F_1000_1249_OM_UIE,F_1000_1249_CFW,F_1000_1249_ES_NS,F_1000_1249_Tot,F_1250_1499_E,F_1250_1499_OM_IE,F_1250_1499_OM_UIE,F_1250_1499_CFW,F_1250_1499_ES_NS,F_1250_1499_Tot,F_1500_1749_E,F_1500_1749_OM_IE,F_1500_1749_OM_UIE,F_1500_1749_CFW,F_1500_1749_ES_NS,F_1500_1749_Tot,F_1750_1999_E,F_1750_1999_OM_IE,F_1750_1999_OM_UIE,F_1750_1999_CFW,F_1750_1999_ES_NS,F_1750_1999_Tot,F_2000_2999_E,F_2000_2999_OM_IE,F_2000_2999_OM_UIE,F_2000_2999_CFW,F_2000_2999_ES_NS,F_2000_2999_Tot,F_3000_3499_E,F_3000_3499_OM_IE,F_3000_3499_OM_UIE,F_3000_3499_CFW,F_3000_3499_ES_NS,F_3000_3499_Tot,F_3500mo_E,F_3500mo_OM_IE,F_3500mo_OM_UIE,F_3500mo_CFW,F_3500mo_ES_NS,F_3500mo_Tot,F_PersInc_NS_E,F_PersInc_NS_OM_IE,F_PersInc_NS_OM_UIE,F_PersInc_NS_CFW,F_PersInc_NS_ES_NS,F_PersInc_NS_Tot,F_Tot_E,F_Tot_OM_IE
LGA57420,0,0,0,3,0,10,7,0,0,0,0,7,3,0,0,0,0,3,8,0,0,3,0,11,4,0,5,0,0,13,10,0,6,3,0,24,15,0,9,0,0,20,33,0,6,0,0,43,51,3,18,0,0,77,70,3,3,6,0,79,95,4,5,0,0,107,118,3,4,0,0,128,369,10,9,0,0,390,119,4,0,0,0,124,73,8,9,0,0,84,24,0,0,0,0,23,996,44,77,21,12,1148,0,0,0,0,0,9,6,0,0,5,0,9,17,0,0,0,0,25,23,0,0,3,0,23,14,0,11,0,0,24,30,0,0,4,0,36,31,0,4,0,0,39,28,0,4,0,0,35,45,0,9,5,0,62,39,0,3,4,0,48,38,0,8,0,0,43,40,0,0,0,0,46,68,8,3,0,0,79,7,0,0,0,0,8,4,4,0,0,0,11,8,0,0,0,0,9,409,18
LGA57490,38,10,10,23,0,85,574,0,17,5,0,600,439,7,31,4,3,480,347,15,56,10,9,430,353,14,56,10,4,440,556,42,86,11,3,694,680,50,110,11,3,858,1041,86,149,10,10,1290,1442,123,197,8,8,1780,1347,109,128,7,7,1602,1321,120,129,8,10,1587,1113,108,89,7,10,1318,2141,142,122,6,9,2428,416,55,31,6,0,507,434,109,63,6,0,614,129,17,18,0,18,182,12367,1018,1289,132,86,14901,105,3,22,59,0,188,924,15,86,28,0,1051,974,13,131,20,8,1141,900,25,119,18,4,1068,1141,27,120,24,3,1317,1841,42,170,19,16,2091,2160,54,159,21,8,2394,2298,65,143,13,3,2511,2208,64,135,15,6,2422,1503,44,78,9,4,1637,1293,67,56,7,8,1426,879,33,34,13,3,959,1101,79,56,0,0,1245,104,21,10,0,0,140,108,40,24,4,0,175,126,5,11,0,11,149,17671,586
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,6,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,3,0,5,0,0,0,3,0,0,0,0,0,0,27,6,4,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
LGA57700,11,4,10,21,0,42,109,0,10,3,0,117,74,0,10,4,0,94,60,10,14,3,4,82,55,10,28,9,0,104,97,13,21,5,0,136,140,22,36,5,3,205,240,32,46,7,5,330,323,46,78,10,0,457,264,28,54,4,3,350,254,51,47,5,0,363,167,27,38,4,3,236,241,50,34,5,0,330,39,21,19,0,0,72,34,37,17,3,0,89,31,0,6,0,4,49,2130,346,456,86,23,3041,13,0,3,22,0,43,180,0,20,12,0,214,155,5,34,11,0,205,160,12,47,7,0,225,173,9,39,11,3,232,292,22,42,18,0,390,394,18,41,8,3,464,335,27,39,5,5,405,289,23,42,14,0,363,178,15,20,3,0,218,143,21,19,8,0,186,112,14,12,4,0,142,136,23,6,0,0,167,9,11,3,0,0,23,12,15,4,0,0,35,18,8,0,0,3,33,2605,205
LGA57770,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,4,3,0,0,0,0,6,7,0,4,0,0,6,7,5,8,0,0,16,11,0,0,0,0,12,29,0,3,0,0,37,26,3,0,0,0,33,19,3,4,0,0,22,20,0,0,0,0,24,15,0,0,0,0,18,43,5,0,0,0,49,4,0,0,0,0,9,10,0,0,0,0,13,11,0,0,0,0,6,195,24,26,10,0,262,3,0,0,0,0,3,3,0,5,0,0,4,8,0,0,0,0,4,7,0,0,0,0,6,11,0,0,0,0,9,17,0,0,0,0,18,33,0,0,0,0,37,35,0,3,0,0,40,36,6,4,0,0,43,17,0,0,0,0,15,11,4,0,0,0,17,10,0,0,0,0,7,11,0,0,0,0,12,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,4,200,14
LGA57840,15,3,4,14,0,37,169,0,8,0,3,187,167,12,14,10,3,202,125,7,16,3,0,153,118,18,19,5,0,159,175,28,32,7,3,245,246,25,45,6,0,320,327,36,64,4,0,433,464,63,70,6,4,605,406,64,56,3,4,526,424,79,48,5,0,557,388,65,35,5,0,495,809,165,65,3,7,1052,182,89,20,0,0,297,281,196,67,4,0,551,40,4,0,0,3,50,4324,867,574,81,35,5879,27,6,4,19,0,53,252,3,31,6,0,293,328,4,22,3,0,361,294,6,44,5,5,358,368,17,38,3,0,433,602,28,46,0,0,685,785,27,48,7,6,876,985,40,54,13,4,1088,952,35,62,0,4,1050,700,37,36,11,0,782,600,50,41,4,4,694,437,33,31,0,0,497,607,63,39,6,0,715,86,30,19,0,0,142,74,52,29,7,0,166,35,0,0,0,0,38,7133,435
LGA57910,98,24,27,57,4,206,1013,9,43,22,0,1088,855,32,94,22,9,1010,731,64,154,18,7,983,956,64,165,19,11,1222,1471,108,240,27,18,1873,1896,160,276,24,13,2378,3092,271,354,21,35,3775,4330,407,478,37,31,5280,3741,377,375,26,16,4534,3443,512,324,17,14,4319,2573,385,237,15,11,3221,4922,814,313,15,19,6088,987,332,122,5,8,1452,1424,829,214,18,11,2497,287,49,27,8,29,407,31834,4439,3448,363,238,40326,156,9,22,86,3,276,1371,10,110,23,3,1516,1683,36,179,39,14,1941,1689,42,175,32,12,1965,2123,53,187,35,12,2408,3303,90,267,45,11,3715,4055,125,229,32,24,4459,5097,158,306,27,28,5615,5437,194,278,34,18,5958,4048,157,228,21,12,4458,3044,191,158,28,6,3432,1978,158,104,13,4,2263,2706,270,201,22,3,3202,328,95,40,7,5,473,380,204,91,15,0,690,274,17,12,14,18,334,37676,1814
LGA57980,16,7,5,11,0,39,170,0,3,0,0,173,149,4,6,5,0,162,141,9,11,0,0,160,150,3,12,0,3,173,218,22,20,3,4,264,242,20,28,0,0,290,340,43,38,6,3,431,698,50,55,0,0,804,628,59,38,7,0,733,640,85,45,0,5,778,542,58,36,5,8,646,1331,193,82,3,0,1610,383,97,36,0,5,521,846,447,141,8,4,1450,60,10,5,0,5,81,6553,1113,552,64,31,8310,31,0,6,7,0,50,238,0,20,4,0,258,321,7,21,5,3,363,322,3,34,5,4,369,392,15,28,8,0,442,660,17,35,3,6,726,824,15,35,8,6,882,1064,30,60,9,6,1168,1463,40,51,7,4,1568,1331,32,37,3,0,1405,1143,55,34,0,0,1238,768,48,25,0,0,842,1107,69,56,5,0,1239,179,39,25,3,3,249,292,86,54,6,0,435,76,3,0,5,7,81,10211,475
LGA58050,91,20,24,61,0,202,787,8,32,15,3,856,725,21,61,21,3,830,607,30,87,27,7,768,742,39,117,14,12,930,1189,95,190,33,13,1518,1651,153,201,28,16,2050,2941,205,287,33,30,3492,4378,352,353,34,27,5141,3549,296,280,21,21,4160,3232,354,243,11,23,3860,2572,264,166,11,6,3019,4467,447,208,13,7,5152,838,175,48,6,8,1070,922,346,100,13,3,1389,278,28,19,8,29,361,28979,2829,2410,367,212,34793,120,0,17,94,4,235,1096,6,87,39,8,1236,1245,25,139,39,5,1458,1243,47,139,49,7,1486,1425,41,158,40,4,1660,2404,68,195,36,6,2716,2873,104,191,31,23,3213,3499,107,185,28,16,3844,3685,122,167,20,6,4001,2478,94,109,11,3,2705,1971,125,98,16,4,2214,1347,72,52,12,4,1485,1687,126,86,14,0,1916,187,45,23,0,3,261,220,73,44,7,0,341,219,11,13,12,27,280,25694,1073
LGA58190,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,3,4,4,0,0,0,16,4,6,4,0,0,14,8,3,0,0,0,15,0,0,0,0,0,10,0,0,6,0,0,10,6,5,4,0,0,13,0,0,0,0,0,4,0,4,0,0,0,4,0,0,0,0,0,0,42,19,19,11,0,92,0,0,0,0,0,0,3,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,5,0,0,0,0,7,4,0,0,0,0,7,7,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,35,6
LGA58260,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,4,0,0,6,3,0,0,0,0,3,6,3,9,0,0,16,11,4,0,0,0,16,18,3,0,0,0,19,19,0,0,0,0,20,12,0,0,0,0,16,25,0,5,0,0,31,0,3,0,0,0,7,0,6,3,0,0,9,0,0,0,0,0,0,99,18,26,14,0,151,0,0,0,3,0,3,0,0,0,0,0,4,4,0,0,0,0,4,6,0,3,0,0,7,3,0,0,0,0,3,6,0,0,0,0,12,8,0,0,0,0,8,12,0,0,0,0,12,16,0,0,0,0,18,17,0,0,0,0,17,3,0,0,0,0,4,7,0,0,0,0,8,10,0,0,0,0,13,0,0,0,0,0,0,0,3,0,5,0,3,0,0,0,0,0,0,89,8
LGA58330,0,0,0,4,0,4,3,0,5,4,0,8,8,0,3,5,0,14,8,0,3,0,0,12,7,3,9,0,0,20,17,5,18,3,0,41,9,3,10,4,0,27,16,0,3,4,0,27,40,10,16,0,6,72,33,6,8,3,0,50,30,5,6,0,0,53,18,4,6,0,0,32,31,11,3,3,0,44,3,0,3,0,0,14,7,4,6,0,0,14,6,3,6,0,0,13,238,62,99,26,5,444,3,0,0,7,0,13,16,0,6,0,0,24,13,0,6,0,0,20,16,0,5,0,0,29,25,4,6,7,0,39,34,5,19,0,0,51,42,0,4,4,0,46,39,0,4,0,0,48,44,5,5,5,0,52,17,5,3,4,0,25,19,3,3,0,0,23,9,0,0,0,0,14,8,0,3,0,0,15,3,0,0,0,0,3,3,0,3,0,0,10,3,0,0,0,0,5,295,37
LGA58400,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,4,0,0,0,0,3,6,0,0,0,0,8,4,0,0,0,0,7,4,0,0,0,0,13,0,0,0,3,0,6,6,0,0,0,0,6,0,0,0,0,0,4,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,15,10,8,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,3,0,0,0,0,8,5,0,0,0,0,6,6,0,0,0,0,13,3,0,0,0,0,9,3,0,0,0,0,4,3,0,0,3,0,8,4,0,0,0,0,4,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,3
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,4,0,4,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,0,4,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,24,4
LGA58510,32,0,4,9,4,50,403,8,11,8,0,432,343,4,34,8,5,393,341,23,34,5,9,409,420,26,47,11,6,511,668,39,79,4,0,789,786,54,69,5,6,916,1173,86,94,8,4,1372,1701,96,114,9,5,1925,1457,92,63,3,6,1618,1405,96,62,3,4,1571,1062,93,44,0,0,1204,1987,166,84,3,3,2241,486,79,23,0,0,592,786,151,40,0,0,983,107,9,10,3,12,138,13168,1014,791,83,76,15131,48,5,3,18,0,78,431,3,18,9,4,471,590,4,37,7,6,641,570,12,47,16,0,647,675,7,36,8,4,729,1243,24,50,14,5,1333,1349,35,63,5,4,1458,1739,42,47,10,0,1837,2147,44,69,3,4,2261,1612,34,42,4,5,1695,1354,52,21,3,0,1426,834,31,19,4,0,888,1241,66,35,4,0,1346,200,25,6,0,0,231,215,50,14,0,0,281,96,0,4,0,9,105,14332,436
LGA58540,0,0,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,3,0,0,0,7,0,8,8,0,0,4,0,9,10,0,0,0,0,15,16,6,0,0,0,23,19,3,11,0,0,34,26,3,0,0,0,37,34,0,4,0,0,46,7,8,3,0,0,19,20,3,7,0,0,39,6,0,0,0,0,4,3,7,3,3,0,17,5,0,4,0,0,9,158,41,39,29,4,272,0,0,0,4,0,4,6,0,0,0,0,9,4,0,0,5,0,4,7,0,0,3,0,11,9,0,3,0,0,12,7,0,0,3,0,10,9,0,0,0,0,10,4,0,0,0,0,17,13,0,9,0,0,18,10,0,0,0,0,17,4,0,0,0,0,10,8,0,0,0,0,10,11,7,0,3,0,14,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,7,95,19
LGA58570,17,5,3,18,0,45,197,0,0,8,0,214,226,8,20,3,0,256,214,9,40,3,0,273,258,19,47,5,0,334,421,43,54,9,3,533,472,55,70,16,8,616,716,63,80,14,3,877,991,104,94,9,3,1204,960,101,82,3,8,1160,910,157,74,4,0,1145,813,103,54,3,5,973,1801,271,98,3,4,2178,436,113,25,0,0,576,529,291,87,6,3,923,70,7,8,0,5,92,9033,1359,845,106,49,11392,34,3,5,26,0,75,332,0,29,8,4,380,448,15,37,8,4,509,456,6,47,12,6,535,543,22,62,4,3,629,909,31,66,13,8,1023,1090,41,73,5,7,1209,1310,70,81,9,6,1475,1565,67,84,4,3,1730,1315,52,55,4,3,1429,1089,74,74,4,5,1246,719,62,47,0,0,829,1123,95,66,0,3,1295,183,42,26,0,0,251,134,94,25,3,3,258,55,3,0,3,3,64,11307,689
LGA58610,0,0,0,3,0,4,6,0,0,0,0,4,3,0,0,0,0,5,4,4,0,0,0,9,8,0,0,0,0,9,3,0,4,4,0,7,7,0,7,3,0,15,13,4,7,0,0,33,40,5,16,3,0,68,28,3,13,0,0,48,23,0,7,0,0,32,12,3,3,3,0,27,17,9,7,0,0,31,4,5,7,0,0,16,4,5,5,0,0,8,0,0,0,0,0,4,180,41,65,25,0,315,3,0,0,0,0,4,10,0,4,5,0,15,12,0,0,0,0,12,15,0,0,5,0,22,17,0,3,0,0,19,26,0,4,4,0,33,35,0,4,5,0,41,38,0,4,0,0,44,30,4,4,0,0,33,14,0,4,0,0,27,7,3,0,0,0,9,11,0,0,3,0,14,10,0,5,4,0,21,0,0,0,0,0,4,6,0,0,3,0,7,0,0,0,0,0,4,228,16
LGA58680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,3,7,0,5,3,0,0,0,0,9,9,0,0,0,0,8,9,0,0,0,0,17,5,3,0,0,0,9,5,3,0,0,0,11,9,3,0,0,0,16,3,3,0,0,0,7,10,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,64,18,12,8,5,106,0,0,0,0,0,0,5,0,0,0,0,5,7,0,0,0,0,4,0,0,0,0,0,0,4,0,0,5,0,10,3,0,0,0,0,9,3,0,0,0,0,6,3,0,0,0,0,3,10,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,39,3
LGA58760,62,18,29,57,0,159,824,18,35,18,0,897,646,22,73,21,5,770,550,42,81,22,7,706,695,47,112,21,6,882,1081,85,202,29,10,1408,1411,162,278,27,11,1885,2532,213,334,25,26,3131,3233,369,471,25,22,4117,2503,330,380,16,20,3242,2228,412,333,8,5,2982,1614,358,229,10,9,2218,2355,558,268,9,12,3207,445,175,70,3,0,697,471,343,135,9,8,964,222,37,41,3,32,339,20861,3182,3073,321,173,27615,87,12,34,104,0,235,1124,18,135,42,12,1329,1118,34,213,31,8,1399,1204,51,212,37,9,1518,1275,61,193,39,6,1573,2289,93,250,47,16,2688,2632,121,236,39,9,3037,2968,143,249,24,17,3402,2607,142,199,29,13,2988,1672,120,139,13,8,1948,1282,153,94,15,0,1546,882,87,71,9,4,1044,1031,116,92,10,0,1248,109,33,26,5,0,179,105,73,60,3,0,245,187,11,21,14,20,250,20570,1254
LGA58820,0,0,0,0,0,6,6,0,0,0,0,8,5,0,3,6,0,14,0,0,0,4,0,3,20,0,3,0,0,28,19,0,5,0,0,34,34,6,5,3,3,54,57,0,0,4,0,72,95,6,13,3,0,108,97,9,8,0,3,122,116,6,3,0,0,124,170,4,9,0,0,181,543,8,6,0,0,564,125,3,0,0,0,135,86,5,10,0,4,107,18,0,0,0,0,25,1405,52,73,27,18,1578,7,0,0,0,3,8,20,0,0,0,0,26,14,0,3,5,0,19,28,0,8,4,0,39,48,0,3,0,0,60,70,0,4,4,0,77,65,4,5,0,0,80,67,0,0,0,0,72,73,0,6,0,0,76,54,7,5,0,0,61,48,3,4,0,0,57,38,5,0,0,0,40,85,3,4,0,0,87,18,0,0,0,0,18,11,3,0,0,0,19,4,0,0,0,0,10,650,28
LGA58890,0,0,0,0,0,3,0,0,3,5,0,7,0,0,0,0,0,3,0,0,4,0,0,7,0,0,0,0,0,5,6,6,5,6,0,18,4,0,0,4,0,12,15,6,3,4,0,22,16,10,8,4,0,41,15,4,0,0,0,18,8,9,6,8,0,28,0,4,3,4,0,13,7,7,3,0,0,19,0,0,0,0,0,7,0,3,5,0,0,4,0,0,0,0,0,0,77,39,51,36,3,207,0,0,0,9,0,6,3,0,0,4,0,6,3,0,0,6,0,13,0,0,0,0,0,0,0,5,0,0,0,5,9,4,6,4,0,13,9,0,0,4,0,15,10,0,0,0,0,14,12,0,8,6,0,22,6,0,6,4,0,11,0,5,0,0,0,10,3,0,0,0,0,3,3,4,0,4,0,13,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,4,60,18
LGA59030,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,4,4,0,0,0,0,6,5,0,0,0,0,11,8,0,0,0,0,9,15,0,0,0,0,20,18,0,4,0,0,26,62,0,0,0,0,65,32,4,0,0,0,36,22,0,0,0,0,25,0,0,0,0,0,3,171,13,10,11,7,208,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,8,5,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,32,5
LGA59100,0,0,3,0,5,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,8,0,0,0,0,13,3,3,3,3,0,11,7,6,3,0,0,26,16,10,5,7,0,33,0,0,5,3,0,9,6,7,0,5,0,17,7,4,8,0,0,16,7,4,4,0,0,10,0,0,0,0,0,5,0,0,4,0,0,10,0,0,0,0,0,0,57,36,34,22,7,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,4,3,0,7,0,0,10,4,0,4,0,0,13,5,0,0,7,0,9,11,3,0,6,0,19,3,0,0,0,0,8,8,0,0,6,0,13,8,0,0,0,0,6,0,0,0,0,0,6,0,5,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,0,0,0,63,13
LGA59170,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,5,0,7,6,0,0,0,0,11,0,0,0,0,3,5,5,0,3,0,0,12,11,0,5,0,0,24,23,5,8,0,0,31,42,4,9,0,0,55,18,4,4,6,0,35,28,13,9,3,0,45,10,5,13,0,0,28,7,6,8,0,0,25,0,4,4,0,0,11,0,3,4,0,0,12,0,0,0,0,0,3,158,41,78,18,7,304,0,0,0,0,0,4,4,0,0,0,0,4,11,0,0,3,0,11,5,5,0,4,0,14,5,0,0,0,0,10,20,0,0,0,0,21,14,3,0,0,0,17,22,0,4,3,0,33,16,0,3,0,0,19,11,4,3,0,0,19,6,0,4,0,0,18,5,0,5,0,0,15,3,0,10,3,0,20,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,125,22
LGA59250,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,6,0,0,0,0,10,14,0,0,0,0,20,33,3,0,0,0,33,52,0,0,0,0,51,84,0,0,0,0,91,157,0,3,0,0,162,406,0,3,0,0,408,157,0,0,0,3,160,141,0,3,0,0,151,11,0,3,0,0,10,1074,13,14,3,8,1116,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,8,0,0,0,0,8,3,0,0,0,0,3,6,0,0,0,0,10,4,0,0,0,0,0,8,0,0,0,0,7,32,0,0,0,0,28,29,0,0,0,0,28,31,0,0,0,0,31,51,0,0,0,0,51,83,0,0,0,0,85,16,0,0,0,0,16,5,0,0,0,0,5,5,0,0,0,0,5,276,0
LGA59310,0,0,0,0,0,4,0,0,0,0,0,4,0,0,5,0,0,3,5,0,6,0,0,5,7,0,0,0,0,9,12,3,4,0,3,26,8,4,8,4,0,22,15,4,3,7,0,27,30,11,14,3,0,51,37,6,7,0,0,53,16,7,8,0,0,33,26,3,6,0,0,29,38,3,8,3,0,48,5,0,0,0,0,10,3,5,0,0,0,12,0,0,0,0,6,3,209,48,63,15,3,347,0,0,0,3,0,5,8,0,0,0,0,12,14,0,0,0,0,19,14,0,0,4,0,14,12,0,0,0,0,14,32,3,4,3,0,38,31,0,7,0,0,36,33,0,0,6,0,41,27,0,3,3,0,38,11,0,0,3,0,16,11,6,0,0,0,19,12,4,4,0,0,17,5,4,0,6,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,214,20
