POW_LGA_CODE_2021,Lab_3500mo_A_35_44,Lab_3500mo_A_45_54,Lab_3500mo_A_55_64,Lab_3500mo_A_65_74,Lab_3500mo_A_75ov,Lab_3500mo_Tot,Lab_PINS_A_15_19,Lab_PINS_A_20_24,Lab_PINS_A_25_34,Lab_PINS_A_35_44,Lab_PINS_A_45_54,Lab_PINS_A_55_64,Lab_PINS_A_65_74,Lab_PINS_A_75ov,Lab_PINS_Tot,Lab_Tot_A_15_19,Lab_Tot_A_20_24,Lab_Tot_A_25_34,Lab_Tot_A_35_44,Lab_Tot_A_45_54,Lab_Tot_A_55_64,Lab_Tot_A_65_74,Lab_Tot_A_75ov,Lab_Tot_Tot,OIDNS_NNI_A_15_19,OIDNS_NNI_A_20_24,OIDNS_NNI_A_25_34,OIDNS_NNI_A_35_44,OIDNS_NNI_A_45_54,OIDNS_NNI_A_55_64,OIDNS_NNI_A_65_74,OIDNS_NNI_A_75ov,OIDNS_NNI_T,OIDNS_1_149_A_15_19,OIDNS_1_149_A_20_24,OIDNS_1_149_A_25_34,OIDNS_1_149_A_35_44,OIDNS_1_149_A_45_54,OIDNS_1_149_A_55_64,OIDNS_1_149_A_65_74,OIDNS_1_149_A_75ov,OIDNS_1_149_T,OIDNS_150_299_A_15_19,OIDNS_150_299_A_20_24,OIDNS_150_299_A_25_34,OIDNS_150_299_A_35_44,OIDNS_150_299_A_45_54,OIDNS_150_299_A_55_64,OIDNS_150_299_A_65_74,OIDNS_150_299_A_75ov,OIDNS_150_299_T,OIDNS_300_399_A_15_19,OIDNS_300_399_A_20_24,OIDNS_300_399_A_25_34,OIDNS_300_399_A_35_44,OIDNS_300_399_A_45_54,OIDNS_300_399_A_55_64,OIDNS_300_399_A_65_74,OIDNS_300_399_A_75ov,OIDNS_300_399_T,OIDNS_400_499_A_15_19,OIDNS_400_499_A_20_24,OIDNS_400_499_A_25_34,OIDNS_400_499_A_35_44,OIDNS_400_499_A_45_54,OIDNS_400_499_A_55_64,OIDNS_400_499_A_65_74,OIDNS_400_499_A_75ov,OIDNS_400_499_T,OIDNS_500_649_A_15_19,OIDNS_500_649_A_20_24,OIDNS_500_649_A_25_34,OIDNS_500_649_A_35_44,OIDNS_500_649_A_45_54,OIDNS_500_649_A_55_64,OIDNS_500_649_A_65_74,OIDNS_500_649_A_75ov,OIDNS_500_649_T,OIDNS_650_799_A_15_19,OIDNS_650_799_A_20_24,OIDNS_650_799_A_25_34,OIDNS_650_799_A_35_44,OIDNS_650_799_A_45_54,OIDNS_650_799_A_55_64,OIDNS_650_799_A_65_74,OIDNS_650_799_A_75ov,OIDNS_650_799_T,OIDNS_800_999_A_15_19,OIDNS_800_999_A_20_24,OIDNS_800_999_A_25_34,OIDNS_800_999_A_35_44,OIDNS_800_999_A_45_54,OIDNS_800_999_A_55_64,OIDNS_800_999_A_65_74,OIDNS_800_999_A_75ov,OIDNS_800_999_T,OIDNS_1000_1249_A_15_19,OIDNS_1000_1249_A_20_24,OIDNS_1000_1249_A_25_34,OIDNS_1000_1249_A_35_44,OIDNS_1000_1249_A_45_54,OIDNS_1000_1249_A_55_64,OIDNS_1000_1249_A_65_74,OIDNS_1000_1249_A_75ov,OIDNS_1000_1249_T,OIDNS_1250_1499_A_15_19,OIDNS_1250_1499_A_20_24,OIDNS_1250_1499_A_25_34,OIDNS_1250_1499_A_35_44,OIDNS_1250_1499_A_45_54,OIDNS_1250_1499_A_55_64,OIDNS_1250_1499_A_65_74,OIDNS_1250_1499_A_75ov,OIDNS_1250_1499_T,OIDNS_1500_1749_A_15_19,OIDNS_1500_1749_A_20_24,OIDNS_1500_1749_A_25_34,OIDNS_1500_1749_A_35_44,OIDNS_1500_1749_A_45_54,OIDNS_1500_1749_A_55_64,OIDNS_1500_1749_A_65_74,OIDNS_1500_1749_A_75ov,OIDNS_1500_1749_T,OIDNS_1750_1999_A_15_19,OIDNS_1750_1999_A_20_24,OIDNS_1750_1999_A_25_34,OIDNS_1750_1999_A_35_44,OIDNS_1750_1999_A_45_54,OIDNS_1750_1999_A_55_64,OIDNS_1750_1999_A_65_74,OIDNS_1750_1999_A_75ov,OIDNS_1750_1999_T,OIDNS_2000_2999_A_15_19,OIDNS_2000_2999_A_20_24,OIDNS_2000_2999_A_25_34,OIDNS_2000_2999_A_35_44,OIDNS_2000_2999_A_45_54,OIDNS_2000_2999_A_55_64,OIDNS_2000_2999_A_65_74,OIDNS_2000_2999_A_75ov,OIDNS_2000_2999_T,OIDNS_3000_3499_A_15_19,OIDNS_3000_3499_A_20_24,OIDNS_3000_3499_A_25_34,OIDNS_3000_3499_A_35_44,OIDNS_3000_3499_A_45_54,OIDNS_3000_3499_A_55_64,OIDNS_3000_3499_A_65_74,OIDNS_3000_3499_A_75ov,OIDNS_3000_3499_T,OIDNS_3500mo_A_15_19,OIDNS_3500mo_A_20_24,OIDNS_3500mo_A_25_34,OIDNS_3500mo_A_35_44,OIDNS_3500mo_A_45_54,OIDNS_3500mo_A_55_64,OIDNS_3500mo_A_65_74,OIDNS_3500mo_A_75ov,OIDNS_3500mo_T,OIDNS_PINS_A_15_19,OIDNS_PINS_A_20_24,OIDNS_PINS_A_25_34,OIDNS_PINS_A_35_44,OIDNS_PINS_A_45_54,OIDNS_PINS_A_55_64,OIDNS_PINS_A_65_74,OIDNS_PINS_A_75ov,OIDNS_PINS_T,OIDNS_Tot_A_15_19,OIDNS_Tot_A_20_24,OIDNS_Tot_A_25_34,OIDNS_Tot_A_35_44,OIDNS_Tot_A_45_54,OIDNS_Tot_A_55_64,OIDNS_Tot_A_65_74,OIDNS_Tot_A_75ov,OIDNS_Tot_Tot,Tot_NNI_A_15_19,Tot_NNI_A_20_24,Tot_NNI_A_25_34,Tot_NNI_A_35_44,Tot_NNI_A_45_54,Tot_NNI_A_55_64,Tot_NNI_A_65_74,Tot_NNI_A_75ov,Tot_NNI_Tot,Tot_1_149_A_15_19,Tot_1_149_A_20_24,Tot_1_149_A_25_34,Tot_1_149_A_35_44,Tot_1_149_A_45_54,Tot_1_149_A_55_64,Tot_1_149_A_65_74,Tot_1_149_A_75ov,Tot_1_149_Tot,Tot_150_299_A_15_19,Tot_150_299_A_20_24,Tot_150_299_A_25_34,Tot_150_299_A_35_44,Tot_150_299_A_45_54
LGA56090,0,0,3,0,0,4,5,0,4,0,0,0,0,0,12,230,97,153,141,157,167,52,4,996,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,3,0,7,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,4,0,3,5,0,0,4,0,0,10,0,0,0,3,0,0,0,0,11,0,0,0,4,0,3,0,0,17,0,0,6,5,11,0,0,0,21,0,0,5,6,5,3,0,0,16,0,0,0,5,5,3,0,0,12,0,0,3,0,5,9,0,0,16,0,0,0,3,5,0,0,0,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,10,3,4,9,3,6,0,0,32,11,18,30,36,40,30,10,4,175,3,6,5,17,16,15,3,3,81,303,23,17,28,23,17,6,3,421,160,52,37,34,43
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56230,4,6,0,0,0,9,0,0,0,0,0,0,0,0,0,97,74,99,133,132,134,41,4,715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,5,0,0,5,0,0,4,0,0,11,0,0,0,0,0,3,0,0,4,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,3,0,7,0,0,0,5,9,4,0,0,28,0,0,3,4,3,0,0,0,6,0,0,0,0,0,5,0,0,6,0,0,0,5,4,6,0,0,15,9,13,16,25,27,21,5,3,117,6,3,3,10,14,13,9,6,66,166,7,12,14,12,10,11,0,226,88,22,21,19,20
LGA56300,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,14,9,21,30,5,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,4,0,0,3,0,0,6,0,0,0,0,3,0,0,0,8,7,0,0,5,0,0,0,0,6,3,0,0,3,3
LGA56370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,16,3,10,9,6,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,9,0,0,0,5,5,6,0,0,8,0,0,0,0,0,0,0,0,6,3,0,0,0,0
LGA56460,0,0,0,0,0,3,0,0,0,0,4,0,0,0,4,28,27,49,46,52,53,6,7,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,6,0,0,3,10,5,4,0,34,6,0,3,0,3,9,0,0,22,39,0,0,7,0,3,0,4,50,9,3,4,9,12
LGA56580,0,0,0,0,0,4,0,0,0,0,0,7,0,0,8,79,79,117,118,122,139,32,3,696,0,0,0,0,0,4,0,0,8,5,0,5,0,0,0,0,0,9,9,3,0,0,3,0,0,0,13,0,9,0,0,0,0,0,0,9,0,0,6,0,3,0,0,0,13,0,3,4,0,0,0,0,0,9,0,3,0,0,4,6,0,0,14,0,4,4,4,4,8,0,0,24,0,0,5,8,8,4,0,0,28,0,3,5,3,3,0,0,0,18,0,0,8,0,0,0,0,0,14,0,4,7,3,4,3,0,0,14,0,0,9,3,4,0,6,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,19,0,4,9,4,6,3,0,0,27,12,35,52,39,50,32,11,8,244,8,5,8,11,14,13,5,3,64,219,61,22,20,7,18,4,0,352,111,123,28,34,19
LGA56620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,5,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
LGA56730,0,0,0,0,0,0,0,5,0,0,3,0,0,0,8,76,73,112,105,118,106,28,0,616,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,5,9,0,4,0,0,15,0,0,0,3,5,4,0,0,18,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,4,0,0,6,0,0,0,12,10,6,15,25,13,10,8,0,92,10,3,0,3,13,10,4,0,39,87,3,3,7,9,7,8,0,124,42,11,12,21,24
LGA56790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,22,29,40,51,21,6,200,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,8,6,0,21,0,3,0,9,8,5,3,3,28,15,0,0,4,0,5,0,0,20,7,5,3,9,10
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,17,9,8,10,4,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,17,0,0,0,6,0,0,0,0,6,40,9,0,0,0,0,0,0,54,19,18,9,4,3
LGA57000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,17,11,15,8,3,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,3,4,3,0,11,0,0,0,0,0,0,0,0,5,0,0,0,0,0
LGA57080,21,31,8,8,0,80,4,6,15,6,11,10,4,0,57,375,765,1484,1113,854,706,244,26,5567,10,3,18,22,7,8,3,0,66,32,14,3,6,0,6,0,0,55,19,12,5,9,3,4,0,3,61,3,17,16,9,6,8,3,3,64,5,19,21,22,4,3,9,3,76,13,23,33,15,20,13,4,6,128,4,20,44,28,17,10,4,4,136,10,28,66,37,40,12,9,0,192,0,25,95,67,49,36,11,6,274,0,30,84,75,41,34,4,0,268,5,6,88,68,64,35,12,0,278,0,0,60,66,53,28,7,0,213,0,7,91,136,104,56,10,0,404,0,0,22,42,35,11,0,0,119,0,3,32,94,75,28,13,3,238,17,48,103,106,66,29,16,16,392,101,254,774,798,577,320,94,50,2962,41,39,98,107,65,51,24,0,427,572,288,115,98,60,58,32,0,1233,508,739,289,204,121
LGA57140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,8,11,8,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,8,5,0,0,0,0,3,0,0,9,3,0,0,0,0
LGA57210,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,65,68,108,97,97,79,15,8,536,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,4,0,0,0,0,3,0,0,0,7,0,0,0,4,6,0,0,0,13,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,4,12,11,7,0,50,3,3,5,4,11,5,0,3,37,28,3,6,5,0,7,7,0,64,10,0,0,5,9
LGA57280,17,7,7,0,0,47,0,0,0,5,0,0,0,0,16,92,122,262,250,179,135,31,0,1072,3,0,3,0,0,0,0,0,5,10,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,0,0,4,0,0,0,0,14,0,4,8,7,0,4,0,0,22,0,4,4,9,3,4,0,0,16,0,0,3,0,4,0,0,0,16,0,5,9,17,11,8,0,0,51,0,0,3,7,3,0,0,0,20,0,0,9,8,9,6,0,0,40,4,7,5,12,11,8,0,0,39,22,16,58,70,49,33,8,0,260,0,3,12,6,14,0,3,0,40,90,0,10,12,5,7,0,0,123,67,8,29,16,7
LGA57350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12,0,4,11,9,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,8,0,0,7,0,0
LGA57420,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,20,25,38,36,34,45,5,0,196,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,7,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,3,0,0,0,0,4,0,0,0,10,0,4,7,5,14,14,5,0,44,0,0,0,0,3,5,0,0,13,11,0,0,0,3,4,0,0,14,0,0,4,3,0
LGA57490,0,0,0,0,0,10,3,0,8,6,3,4,3,0,35,821,404,536,533,539,501,157,19,3511,0,0,0,6,4,4,0,0,21,19,0,0,0,6,0,0,0,24,13,0,0,4,3,3,0,0,24,6,4,3,0,8,0,0,0,14,4,4,3,9,9,0,0,0,25,4,3,0,9,3,12,0,0,34,0,5,3,0,10,6,3,0,27,6,5,13,11,11,15,7,0,57,0,10,19,13,10,5,0,0,63,0,6,19,9,7,8,6,0,46,0,3,7,8,6,3,0,0,32,0,0,7,7,6,0,3,0,27,0,0,11,11,7,9,0,0,41,0,0,0,7,0,0,0,0,8,0,0,4,0,3,0,0,0,16,6,7,28,14,14,6,0,5,84,52,54,112,97,110,72,23,9,528,51,20,43,41,61,44,9,0,270,1261,84,80,98,63,53,11,4,1650,751,199,194,192,118
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57700,0,0,0,0,0,4,0,0,0,4,0,0,0,0,7,193,122,177,162,138,113,39,4,951,4,0,0,4,0,0,0,0,7,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,4,0,7,0,0,6,0,0,5,0,0,8,0,0,4,0,3,0,0,0,17,0,0,4,0,0,5,0,0,6,0,3,0,0,0,0,0,0,9,0,0,6,0,0,0,0,0,6,0,0,0,0,0,3,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,8,0,4,3,0,17,7,12,29,16,21,19,7,5,115,15,0,16,9,18,12,7,3,80,238,18,17,21,19,16,7,3,335,118,21,49,38,33
LGA57770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,39,7,15,21,8,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,8,3,0,3,3,0,13,0,0,0,0,0,0,0,0,7,3,0,0,0,3,5,0,0,10,0,0,5,0,3
LGA57840,0,3,0,0,0,4,0,0,0,0,0,0,0,0,8,146,131,165,154,142,116,49,8,917,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,8,0,5,0,0,0,0,3,0,9,0,0,0,4,0,3,0,0,15,0,5,0,0,0,0,5,4,16,0,0,5,3,4,4,0,0,19,0,4,9,5,4,5,0,0,22,0,4,9,3,4,0,0,0,23,0,0,5,0,3,6,0,0,15,0,0,5,6,6,0,0,0,22,0,0,3,3,4,8,0,0,14,0,0,5,0,3,4,0,0,14,0,0,0,0,0,0,0,0,6,0,0,3,3,4,4,6,0,15,0,6,7,3,0,4,0,0,32,6,31,49,35,42,39,18,10,228,10,11,11,21,15,9,9,4,92,312,65,24,35,22,14,7,0,484,194,146,59,58,41
LGA57910,11,5,0,5,0,28,3,3,7,4,12,0,3,0,40,963,844,1431,1207,1195,1011,365,54,7068,3,0,9,7,6,0,5,3,30,14,7,4,0,5,5,0,0,35,8,10,7,6,0,4,0,0,45,3,4,12,5,6,3,10,9,44,0,11,12,9,5,7,0,0,49,4,11,11,14,6,13,12,0,66,0,11,15,13,16,5,5,3,73,0,18,46,32,18,13,6,3,142,3,14,54,31,16,19,11,0,152,0,11,43,34,35,13,4,0,143,0,0,26,20,30,14,9,4,107,0,0,24,13,26,15,5,0,91,0,0,30,28,27,19,3,3,112,0,0,3,15,7,3,3,0,30,0,0,6,6,10,4,3,4,35,7,26,49,49,37,19,4,3,194,50,138,353,282,257,161,67,37,1346,87,42,88,93,88,53,28,7,481,1811,288,127,126,103,89,53,7,2608,1107,630,290,309,256
LGA57980,0,0,0,0,0,4,4,0,3,0,0,0,0,0,3,162,128,187,127,122,101,31,6,872,0,0,0,0,3,0,0,0,8,6,0,0,0,0,0,0,0,14,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,9,4,0,5,3,0,3,0,0,15,0,0,5,0,4,0,3,5,14,0,0,8,3,0,0,0,0,11,0,3,3,0,8,3,0,0,20,0,5,13,4,10,7,0,0,35,0,0,5,3,5,5,4,0,20,0,0,7,0,3,0,0,0,13,0,0,0,6,7,5,0,0,17,0,0,4,12,10,6,0,0,23,0,0,0,0,4,0,0,0,3,0,0,0,11,4,4,4,5,28,0,0,15,14,8,3,6,0,46,21,17,75,59,66,29,11,12,296,18,5,13,17,18,14,3,0,86,311,62,20,16,8,12,3,0,436,193,134,49,42,46
