POW_LGA_CODE_2021,Lab_3500mo_A_35_44,Lab_3500mo_A_45_54,Lab_3500mo_A_55_64,Lab_3500mo_A_65_74,Lab_3500mo_A_75ov,Lab_3500mo_Tot,Lab_PINS_A_15_19,Lab_PINS_A_20_24,Lab_PINS_A_25_34,Lab_PINS_A_35_44,Lab_PINS_A_45_54,Lab_PINS_A_55_64,Lab_PINS_A_65_74,Lab_PINS_A_75ov,Lab_PINS_Tot,Lab_Tot_A_15_19,Lab_Tot_A_20_24,Lab_Tot_A_25_34,Lab_Tot_A_35_44,Lab_Tot_A_45_54,Lab_Tot_A_55_64,Lab_Tot_A_65_74,Lab_Tot_A_75ov,Lab_Tot_Tot,OIDNS_NNI_A_15_19,OIDNS_NNI_A_20_24,OIDNS_NNI_A_25_34,OIDNS_NNI_A_35_44,OIDNS_NNI_A_45_54,OIDNS_NNI_A_55_64,OIDNS_NNI_A_65_74,OIDNS_NNI_A_75ov,OIDNS_NNI_T,OIDNS_1_149_A_15_19,OIDNS_1_149_A_20_24,OIDNS_1_149_A_25_34,OIDNS_1_149_A_35_44,OIDNS_1_149_A_45_54,OIDNS_1_149_A_55_64,OIDNS_1_149_A_65_74,OIDNS_1_149_A_75ov,OIDNS_1_149_T,OIDNS_150_299_A_15_19,OIDNS_150_299_A_20_24,OIDNS_150_299_A_25_34,OIDNS_150_299_A_35_44,OIDNS_150_299_A_45_54,OIDNS_150_299_A_55_64,OIDNS_150_299_A_65_74,OIDNS_150_299_A_75ov,OIDNS_150_299_T,OIDNS_300_399_A_15_19,OIDNS_300_399_A_20_24,OIDNS_300_399_A_25_34,OIDNS_300_399_A_35_44,OIDNS_300_399_A_45_54,OIDNS_300_399_A_55_64,OIDNS_300_399_A_65_74,OIDNS_300_399_A_75ov,OIDNS_300_399_T,OIDNS_400_499_A_15_19,OIDNS_400_499_A_20_24,OIDNS_400_499_A_25_34,OIDNS_400_499_A_35_44,OIDNS_400_499_A_45_54,OIDNS_400_499_A_55_64,OIDNS_400_499_A_65_74,OIDNS_400_499_A_75ov,OIDNS_400_499_T,OIDNS_500_649_A_15_19,OIDNS_500_649_A_20_24,OIDNS_500_649_A_25_34,OIDNS_500_649_A_35_44,OIDNS_500_649_A_45_54,OIDNS_500_649_A_55_64,OIDNS_500_649_A_65_74,OIDNS_500_649_A_75ov,OIDNS_500_649_T,OIDNS_650_799_A_15_19,OIDNS_650_799_A_20_24,OIDNS_650_799_A_25_34,OIDNS_650_799_A_35_44,OIDNS_650_799_A_45_54,OIDNS_650_799_A_55_64,OIDNS_650_799_A_65_74,OIDNS_650_799_A_75ov,OIDNS_650_799_T,OIDNS_800_999_A_15_19,OIDNS_800_999_A_20_24,OIDNS_800_999_A_25_34,OIDNS_800_999_A_35_44,OIDNS_800_999_A_45_54,OIDNS_800_999_A_55_64,OIDNS_800_999_A_65_74,OIDNS_800_999_A_75ov,OIDNS_800_999_T,OIDNS_1000_1249_A_15_19,OIDNS_1000_1249_A_20_24,OIDNS_1000_1249_A_25_34,OIDNS_1000_1249_A_35_44,OIDNS_1000_1249_A_45_54,OIDNS_1000_1249_A_55_64,OIDNS_1000_1249_A_65_74,OIDNS_1000_1249_A_75ov,OIDNS_1000_1249_T,OIDNS_1250_1499_A_15_19,OIDNS_1250_1499_A_20_24,OIDNS_1250_1499_A_25_34,OIDNS_1250_1499_A_35_44,OIDNS_1250_1499_A_45_54,OIDNS_1250_1499_A_55_64,OIDNS_1250_1499_A_65_74,OIDNS_1250_1499_A_75ov,OIDNS_1250_1499_T,OIDNS_1500_1749_A_15_19,OIDNS_1500_1749_A_20_24,OIDNS_1500_1749_A_25_34,OIDNS_1500_1749_A_35_44,OIDNS_1500_1749_A_45_54,OIDNS_1500_1749_A_55_64,OIDNS_1500_1749_A_65_74,OIDNS_1500_1749_A_75ov,OIDNS_1500_1749_T,OIDNS_1750_1999_A_15_19,OIDNS_1750_1999_A_20_24,OIDNS_1750_1999_A_25_34,OIDNS_1750_1999_A_35_44,OIDNS_1750_1999_A_45_54,OIDNS_1750_1999_A_55_64,OIDNS_1750_1999_A_65_74,OIDNS_1750_1999_A_75ov,OIDNS_1750_1999_T,OIDNS_2000_2999_A_15_19,OIDNS_2000_2999_A_20_24,OIDNS_2000_2999_A_25_34,OIDNS_2000_2999_A_35_44,OIDNS_2000_2999_A_45_54,OIDNS_2000_2999_A_55_64,OIDNS_2000_2999_A_65_74,OIDNS_2000_2999_A_75ov,OIDNS_2000_2999_T,OIDNS_3000_3499_A_15_19,OIDNS_3000_3499_A_20_24,OIDNS_3000_3499_A_25_34,OIDNS_3000_3499_A_35_44,OIDNS_3000_3499_A_45_54,OIDNS_3000_3499_A_55_64,OIDNS_3000_3499_A_65_74,OIDNS_3000_3499_A_75ov,OIDNS_3000_3499_T,OIDNS_3500mo_A_15_19,OIDNS_3500mo_A_20_24,OIDNS_3500mo_A_25_34,OIDNS_3500mo_A_35_44,OIDNS_3500mo_A_45_54,OIDNS_3500mo_A_55_64,OIDNS_3500mo_A_65_74,OIDNS_3500mo_A_75ov,OIDNS_3500mo_T,OIDNS_PINS_A_15_19,OIDNS_PINS_A_20_24,OIDNS_PINS_A_25_34,OIDNS_PINS_A_35_44,OIDNS_PINS_A_45_54,OIDNS_PINS_A_55_64,OIDNS_PINS_A_65_74,OIDNS_PINS_A_75ov,OIDNS_PINS_T,OIDNS_Tot_A_15_19,OIDNS_Tot_A_20_24,OIDNS_Tot_A_25_34,OIDNS_Tot_A_35_44,OIDNS_Tot_A_45_54,OIDNS_Tot_A_55_64,OIDNS_Tot_A_65_74,OIDNS_Tot_A_75ov,OIDNS_Tot_Tot,Tot_NNI_A_15_19,Tot_NNI_A_20_24,Tot_NNI_A_25_34,Tot_NNI_A_35_44,Tot_NNI_A_45_54,Tot_NNI_A_55_64,Tot_NNI_A_65_74,Tot_NNI_A_75ov,Tot_NNI_Tot,Tot_1_149_A_15_19,Tot_1_149_A_20_24,Tot_1_149_A_25_34,Tot_1_149_A_35_44,Tot_1_149_A_45_54,Tot_1_149_A_55_64,Tot_1_149_A_65_74,Tot_1_149_A_75ov,Tot_1_149_Tot,Tot_150_299_A_15_19,Tot_150_299_A_20_24,Tot_150_299_A_25_34,Tot_150_299_A_35_44,Tot_150_299_A_45_54
LGA50840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,34,30,40,62,64,26,5,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,3,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,6,7,9,9,0,0,39,5,0,3,0,9,9,3,3,27,47,0,7,9,8,10,3,6,80,12,4,11,11,7
LGA50910,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,5,6,3,17,9,4,3,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,11,0,0,0,0,0
LGA50980,5,0,0,0,0,15,0,0,4,0,0,3,0,0,7,90,79,194,130,117,97,33,4,749,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,3,0,0,0,7,0,4,0,3,0,3,0,0,15,4,0,5,4,4,4,0,0,22,0,0,4,0,0,0,0,0,4,0,0,4,0,0,0,0,0,9,0,0,3,8,9,0,0,0,13,0,0,0,5,6,0,0,0,18,0,0,0,0,4,0,0,0,0,0,0,0,5,0,3,0,0,8,0,5,10,12,3,3,3,0,40,14,10,33,45,34,27,7,0,171,7,0,5,8,10,4,0,0,32,154,0,7,3,4,3,0,0,179,54,6,27,15,13
LGA51080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,6,10,8,7,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,10,0,0,0,0,0,0,0,0,8,4,0,3,0,4
LGA51120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,14,6,7,12,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,3,0,3,5,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA51190,0,0,0,0,0,7,3,3,0,5,3,6,0,0,24,343,320,578,480,496,402,115,7,2745,0,0,0,0,0,3,0,0,8,7,0,0,0,0,0,0,0,13,6,0,0,0,0,0,0,0,11,0,0,8,4,0,0,0,0,12,0,0,4,0,4,0,3,6,18,3,4,3,4,9,0,0,0,20,0,0,7,3,8,0,0,0,22,0,6,11,15,10,0,0,0,45,0,3,8,4,12,5,0,0,32,3,0,6,0,11,6,0,0,29,0,0,9,9,11,3,0,0,31,0,0,6,9,9,3,0,0,27,0,0,0,6,5,13,0,0,24,0,0,0,0,0,3,0,0,12,0,0,3,0,3,7,0,0,10,8,6,9,17,8,6,0,0,59,27,27,79,80,79,46,16,7,361,26,13,23,23,18,19,15,0,131,564,29,41,36,28,33,15,0,744,270,60,83,65,71
LGA51260,6,0,4,0,0,14,3,0,5,3,0,9,0,0,24,291,192,333,341,371,358,106,22,2020,4,0,0,0,0,0,0,0,11,10,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,9,0,0,5,4,0,0,0,0,7,4,3,0,4,4,0,0,0,19,0,0,3,0,3,3,6,0,14,3,0,3,3,0,9,4,0,18,0,3,8,12,8,9,3,0,40,0,0,4,7,0,3,0,0,21,0,3,3,0,6,9,0,0,22,0,0,3,9,3,0,0,0,24,0,0,0,5,0,0,0,0,7,0,0,0,5,3,0,0,0,6,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,9,7,6,7,0,0,22,22,9,36,54,37,44,14,8,231,25,6,14,18,27,25,9,4,130,580,5,22,42,24,28,8,5,725,232,30,53,82,48
LGA51310,0,0,0,0,0,4,5,0,0,0,0,0,0,0,11,126,88,158,115,110,99,54,7,758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,6,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,12,0,0,5,4,6,3,4,3,17,0,0,3,6,0,6,0,0,15,0,0,4,7,4,3,0,0,19,0,0,0,0,3,0,0,5,12,0,0,4,0,0,0,0,0,13,0,0,0,3,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,9,0,0,10,6,4,0,0,0,19,4,12,36,43,32,35,8,12,172,16,6,8,16,14,7,3,0,72,371,66,15,22,16,10,3,7,511,170,111,56,37,38
LGA51330,8,0,3,0,0,19,4,3,11,5,8,10,0,0,37,754,931,1451,1081,1042,806,236,33,6331,0,0,9,0,3,4,0,0,17,17,3,0,4,0,4,0,0,27,7,8,5,3,4,0,0,0,35,8,9,9,9,6,0,3,0,45,3,4,4,4,6,8,0,0,32,4,13,7,14,4,0,0,0,55,3,19,24,6,12,4,8,4,80,0,19,31,29,22,13,3,0,121,0,12,45,42,35,18,6,4,154,3,10,28,24,19,23,5,0,107,0,7,18,27,24,12,3,0,88,0,5,16,19,24,9,4,0,68,0,3,17,28,16,17,3,0,88,0,0,9,4,6,4,0,0,14,0,0,4,0,3,7,0,0,17,10,24,49,24,24,15,3,0,155,64,127,274,230,208,138,43,14,1100,54,27,51,38,50,52,10,3,286,1084,202,97,96,68,57,28,6,1637,714,457,225,172,139
LGA51400,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,114,52,69,78,85,87,16,0,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,0,0,7,0,0,0,0,3,0,0,0,5,0,0,0,0,0,4,0,0,6,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,5,5,0,0,0,0,9,0,3,5,12,11,9,4,0,54,4,0,3,8,10,5,0,0,32,146,0,7,13,4,5,6,0,182,46,11,5,15,26
LGA51470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,7,10,5,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,3,4,0,0,0,0,0,0,0,4,0,0,6,3,0
LGA51540,0,0,0,3,0,5,0,0,0,4,0,0,0,0,4,19,36,92,54,83,61,29,4,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,4,0,12,4,12,5,7,3,49,0,0,0,0,0,0,6,0,8,22,0,0,4,0,3,0,0,32,11,9,7,13,4
LGA51610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,4,9,12,6,3,4,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,8,0,0,0,0,0
LGA51680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,40,44,42,37,11,6,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,8,0,6,4,3,6,3,0,4,27,0,3,3,0,7,3,8,0,27,27,3,5,0,3,3,4,0,50,17,3,3,7,3
LGA51710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,18,16,27,24,16,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,15,0,0,0,0,0,0,0,0,6,10,0,0,0,0,4,0,0,24,0,0,0,3,6
LGA51750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,75,107,57,45,62,24,0,451,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,4,0,0,0,4,0,0,0,3,6,0,0,0,3,0,0,0,0,3,0,0,0,0,5,7,0,0,11,0,4,4,5,3,0,0,5,18,5,6,9,16,16,19,8,14,92,9,3,8,4,7,3,0,0,34,242,58,6,8,12,8,0,0,333,189,137,32,24,20
LGA51820,3,7,4,3,0,14,9,10,8,7,7,3,4,0,45,762,704,1016,897,814,637,176,30,5026,9,4,4,6,5,0,0,0,30,9,4,3,0,0,0,0,0,24,0,5,4,9,0,3,0,0,20,3,0,5,6,3,3,0,0,24,3,3,4,9,0,0,6,3,27,3,0,6,11,6,8,0,0,41,0,13,18,13,7,8,3,0,60,6,14,17,9,12,14,3,0,71,0,12,26,24,18,18,3,0,105,0,8,26,20,16,13,6,0,82,0,3,29,19,20,13,5,0,81,0,0,19,23,7,6,3,0,53,0,3,19,27,33,16,3,0,105,0,0,0,6,3,4,0,0,16,0,0,0,7,8,4,3,0,23,7,14,32,27,22,14,4,0,122,38,77,209,209,176,134,37,5,876,45,19,54,58,39,48,20,3,286,1119,111,68,70,55,57,17,0,1492,637,319,159,170,113
LGA51860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,9,3,11,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,4,0
LGA51890,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,72,58,101,103,111,92,27,3,557,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,6,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,6,0,0,4,0,0,0,5,0,3,0,0,5,0,0,0,5,6,4,0,0,18,0,0,0,10,4,0,0,0,24,0,0,0,4,4,3,0,0,7,0,0,0,0,7,0,0,0,7,0,0,0,0,7,0,0,0,11,3,6,15,34,30,16,8,4,112,3,0,0,4,5,4,0,0,26,78,3,5,6,6,0,4,0,103,30,9,16,17,11
LGA51960,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,18,16,46,39,34,36,13,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,8,5,3,4,5,12,8,0,0,39,3,0,0,4,0,0,0,0,14,13,0,0,5,4,5,0,0,32,12,0,0,0,0
LGA52030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,8,3,9,11,9,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,13,0,0,0,0,0,0,0,0,3,0,0,3,0,0
LGA52100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,15,10,9,4,4,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,12,0,0,0,3,0,0,0,0,9,3,0,0,0,0,0,0,0,3,0,0,4,3,0
LGA52170,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,22,25,46,23,19,34,7,3,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,6,3,6,3,0,20,0,0,3,0,0,0,0,0,8,4,0,14,11,14,12,13,0,59,8,0,5,4,0,3,3,0,24,85,21,0,0,3,3,4,0,120,56,46,8,4,13
LGA52240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,20,18,16,25,5,3,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,3,0,16,0,0,0,0,4,0,0,3,10,3,0,0,9,0,0,0,0,7,0,0,0,4,6
LGA52310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,13,8,6,8,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,3,5
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,4,12,4,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
