POW_LGA_CODE_2021,IE_Mng_OMEs_Nil_e,IE_Mng_OMEs_1_19_e,IE_Mng_OMEs_20mo_e,IE_Mng_OMEs_NE_NS,IE_Mng_Tot,IE_Pro_OMEs_Nil_e,IE_Pro_OMEs_1_19_e,IE_Pro_OMEs_20mo_e,IE_Pro_OMEs_NE_NS,IE_Pro_Tot,IE_TecTW_OMEs_Nil_e,IE_TecTW_OMEs_1_19_e,IE_TecTW_OMEs_20mo_e,IE_TecTW_OMEs_NE_NS,IE_TecTW_Tot,IE_CoPSW_OMEs_Nil_e,IE_CoPSW_OMEs_1_19_e,IE_CoPSW_OMEs_20mo_e,IE_CoPSW_OMEs_NE_NS,IE_CoPSW_Tot,IE_ClAW_OMEs_Nil_e,IE_ClAW_OMEs_1_19_e,IE_ClAW_OMEs_20mo_e,IE_ClAW_OMEs_NE_NS,IE_ClAW_Tot,IE_SWs_OMEs_Nil_e,IE_SWs_OMEs_1_19_e,IE_SWs_OMEs_20mo_e,IE_SWs_OMEs_NE_NS,IE_SWs_Tot,IE_MaOpD_OMEs_Nil_e,IE_MaOpD_OMEs_1_19_e,IE_MaOpD_OMEs_20mo_e,IE_MaOpD_OMEs_NE_NS,IE_MaOpD_Tot,IE_Lab_OMEs_Nil_e,IE_Lab_OMEs_1_19_e,IE_Lab_OMEs_20mo_e,IE_Lab_OMEs_NE_NS,IE_Lab_Tot,IE_IDNS_OMEs_Nil_e,IE_IDNS_OMEs_1_19_e,IE_IDNS_OMEs_20mo_e,IE_IDNS_OMEs_NE_NS,IE_IDNS_Tot,IE_Tot_OMEs_Nil_e,IE_Tot_OMEs_1_19_e,IE_Tot_OMEs_20mo_e,IE_Tot_OMEs_NE_NS,IE_Tot_Tot,UIE_Mng_OMEs_Nil_e,UIE_Mng_OMEs_1_19_e,UIE_Mng_OMEs_20mo_e,UIE_Mng_OMEs_NE_NS,UIE_Mng_Tot,UIE_Pro_OMEs_Nil_e,UIE_Pro_OMEs_1_19_e,UIE_Pro_OMEs_20mo_e,UIE_Pro_OMEs_NE_NS,UIE_Pro_Tot,UIE_TecTW_OMEs_Nil_e,UIE_TecTW_OMEs_1_19_e,UIE_TecTW_OMEs_20mo_e,UIE_TecTW_OMEs_NE_NS,UIE_TecTW_Tot,UIE_CoPSW_OMEs_Nil_e,UIE_CoPSW_OMEs_1_19_e,UIE_CoPSW_OMEs_20mo_e,UIE_CoPSW_OMEs_NE_NS,UIE_CoPSW_Tot,UIE_ClAW_OMEs_Nil_e,UIE_ClAW_OMEs_1_19_e,UIE_ClAW_OMEs_20mo_e,UIE_ClAW_OMEs_NE_NS,UIE_ClAW_Tot,UIE_SWs_OMEs_Nil_e,UIE_SWs_OMEs_1_19_e,UIE_SWs_OMEs_20mo_e,UIE_SWs_OMEs_NE_NS,UIE_SWs_Tot,UIE_MaOpD_OMEs_Nil_e,UIE_MaOpD_OMEs_1_19_e,UIE_MaOpD_OMEs_20mo_e,UIE_MaOpD_OMEs_NE_NS,UIE_MaOpD_Tot,UIE_Lab_OMEs_Nil_e,UIE_Lab_OMEs_1_19_e,UIE_Lab_OMEs_20mo_e,UIE_Lab_OMEs_NE_NS,UIE_Lab_Tot,UIE_IDNS_OMEs_Nil_e,UIE_IDNS_OMEs_1_19_e,UIE_IDNS_OMEs_20mo_e,UIE_IDNS_OMEs_NE_NS,UIE_IDNS_Tot,UIE_Tot_OMEs_Nil_e,UIE_Tot_OMEs_1_19_e,UIE_Tot_OMEs_20mo_e,UIE_Tot_OMEs_NE_NS,UIE_Tot_Tot,Tot_Mng_OMEs_Nil_e,Tot_Mng_OMEs_1_19_e,Tot_Mng_OMEs_20mo_e,Tot_Mng_OMEs_NE_NS,Tot_Mng_Tot,Tot_Pro_OMEs_Nil_e,Tot_Pro_OMEs_1_19_e,Tot_Pro_OMEs_20mo_e,Tot_Pro_OMEs_NE_NS,Tot_Pro_Tot,Tot_TecTW_OMEs_Nil_e,Tot_TecTW_OMEs_1_19_e,Tot_TecTW_OMEs_20mo_e,Tot_TecTW_OMEs_NE_NS,Tot_TecTW_Tot,Tot_CoPSW_OMEs_Nil_e,Tot_CoPSW_OMEs_1_19_e,Tot_CoPSW_OMEs_20mo_e,Tot_CoPSW_OMEs_NE_NS,Tot_CoPSW_Tot,Tot_ClAW_OMEs_Nil_e,Tot_ClAW_OMEs_1_19_e,Tot_ClAW_OMEs_20mo_e,Tot_ClAW_OMEs_NE_NS,Tot_ClAW_Tot,Tot_SWs_OMEs_Nil_e,Tot_SWs_OMEs_1_19_e,Tot_SWs_OMEs_20mo_e,Tot_SWs_OMEs_NE_NS,Tot_SWs_Tot,Tot_MaOpD_OMEs_Nil_e,Tot_MaOpD_OMEs_1_19_e,Tot_MaOpD_OMEs_20mo_e,Tot_MaOpD_OMEs_NE_NS,Tot_MaOpD_Tot,Tot_Lab_OMEs_Nil_e,Tot_Lab_OMEs_1_19_e,Tot_Lab_OMEs_20mo_e,Tot_Lab_OMEs_NE_NS,Tot_Lab_Tot,Tot_IDNS_OMEs_Nil_e,Tot_IDNS_OMEs_1_19_e,Tot_IDNS_OMEs_20mo_e,Tot_IDNS_OMEs_NE_NS,Tot_IDNS_Tot,Tot_Tot_OMEs_Nil_e,Tot_Tot_OMEs_1_19_e,Tot_Tot_OMEs_20mo_e,Tot_Tot_OMEs_NE_NS,Tot_Tot_Tot
LGA56930,13,20,5,0,40,9,11,0,0,16,3,0,0,0,7,0,0,0,0,0,6,3,0,0,9,0,5,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,35,38,5,0,82,6,3,0,0,5,32,0,3,0,38,10,3,0,0,12,15,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,68,9,3,0,80,16,17,5,0,42,42,15,3,0,62,12,7,0,0,22,15,0,0,0,14,8,3,0,0,9,0,5,3,0,5,0,0,0,0,0,3,0,0,0,0,8,0,0,0,9,102,48,13,0,164
LGA57000,4,23,0,0,27,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,23,0,0,32,13,24,0,0,35,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,23,24,0,0,46,15,47,0,0,64,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,6,0,0,0,6,0,0,0,0,0,31,47,0,0,82
LGA57080,307,948,394,4,1661,660,1112,279,4,2048,117,145,10,0,277,27,42,7,0,78,63,128,27,0,221,42,97,18,0,161,13,10,4,0,28,29,28,7,0,61,32,34,11,0,77,1293,2544,760,4,4607,131,157,25,0,321,962,328,325,0,1622,222,55,3,3,285,138,22,0,0,164,90,20,4,0,114,53,7,3,0,69,54,0,0,0,62,127,26,0,0,154,55,21,4,0,83,1845,640,374,15,2871,442,1113,424,3,1978,1619,1440,602,9,3670,341,200,18,3,562,163,66,9,0,237,156,147,35,0,333,98,111,25,0,228,70,8,4,0,86,158,52,7,0,217,94,49,11,9,160,3137,3183,1135,20,7476
LGA57140,11,17,0,0,29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,17,27,0,0,45,16,19,0,0,38,0,0,0,0,3,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,0,0,46,29,35,0,0,61,0,3,0,0,4,4,3,0,0,7,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,0,0,5,3,0,0,0,3,0,0,0,0,0,43,50,0,0,88
LGA57210,19,58,7,0,81,5,4,0,0,12,3,14,0,4,18,0,0,0,0,0,0,12,0,0,12,0,4,0,0,4,0,3,0,0,4,0,6,0,0,6,0,0,0,0,0,27,96,9,4,131,87,93,0,3,186,12,3,0,0,22,33,4,0,0,36,9,0,0,0,10,6,8,0,0,20,4,0,0,0,4,12,4,0,0,14,21,7,0,0,26,6,0,0,0,3,188,130,0,3,317,101,150,9,3,262,15,12,0,0,32,34,18,0,4,55,9,0,0,0,10,15,22,0,0,31,0,4,0,0,8,10,7,0,0,19,21,7,0,0,28,6,6,0,0,3,212,225,9,5,456
LGA57280,8,64,13,0,86,45,31,15,0,92,27,32,3,0,64,0,0,0,0,4,4,17,0,0,27,0,6,0,0,8,12,14,5,0,28,9,8,0,0,18,0,4,0,0,5,109,180,45,0,332,11,8,0,0,18,51,10,0,0,66,35,9,0,0,49,33,0,0,0,33,9,0,0,0,12,4,4,0,0,5,10,3,0,0,12,24,7,0,0,36,0,0,0,0,0,179,46,0,0,229,18,68,13,0,101,91,38,18,0,147,64,49,3,0,115,35,3,0,0,43,14,24,0,0,37,3,11,0,0,21,24,16,5,0,40,38,15,0,0,53,0,4,0,0,8,292,224,44,3,562
LGA57350,9,18,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,12,21,0,0,30,12,15,0,0,28,3,0,0,0,3,5,3,0,0,10,0,0,0,0,0,5,4,0,0,4,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,27,23,0,0,50,24,35,0,0,55,3,0,0,0,3,6,3,0,0,8,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,3,0,0,3,0,3,0,0,3,0,0,0,0,0,36,43,0,0,82
LGA57420,5,30,0,0,37,0,3,0,0,8,5,4,0,0,6,0,0,0,0,0,4,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,45,0,0,60,26,38,0,0,69,6,0,0,0,8,12,0,0,0,12,5,0,0,0,5,11,0,0,0,9,3,0,4,0,6,7,3,0,0,8,5,4,0,0,7,3,0,0,0,6,64,57,4,4,127,32,70,0,0,101,8,7,0,0,11,17,5,0,0,20,3,0,0,0,3,14,9,0,0,13,3,0,4,0,6,7,3,0,0,8,3,4,0,0,12,3,3,0,0,3,77,101,8,4,187
LGA57490,80,370,83,0,532,137,137,15,0,291,111,174,5,0,293,25,27,10,0,67,73,120,10,0,199,28,45,10,0,77,36,17,0,0,54,25,38,0,0,70,6,13,0,0,22,529,945,129,0,1608,130,125,9,0,261,430,65,5,0,499,569,142,4,0,716,391,25,3,3,419,139,35,0,0,180,70,22,0,0,93,116,13,0,0,129,254,42,0,0,297,30,3,0,0,43,2137,482,18,9,2638,209,497,83,0,797,570,210,16,0,799,686,318,4,0,1009,419,58,11,3,482,212,154,10,0,383,99,68,10,0,175,151,28,0,0,178,279,81,8,0,366,42,16,0,0,62,2666,1428,149,11,4244
LGA57630,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,4,0,0,6,5,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,11,5,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,9,7,0,0,16
LGA57700,47,101,14,5,168,22,42,0,0,61,45,59,0,0,109,12,0,0,0,11,37,48,5,0,93,11,4,0,0,14,25,11,0,0,41,24,12,4,0,33,4,8,0,0,12,220,289,29,4,550,81,50,0,4,130,83,14,0,0,96,196,55,0,0,247,75,6,0,0,83,58,14,0,0,75,22,4,0,0,25,65,6,0,3,74,87,14,0,0,99,14,0,0,0,17,680,161,0,4,845,130,150,23,7,300,105,55,0,0,161,238,113,0,0,355,83,7,0,0,94,94,64,5,0,167,26,9,0,0,40,97,19,0,3,119,105,22,4,0,135,18,9,0,0,32,899,453,33,12,1395
LGA57770,0,13,5,0,13,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,3,0,0,3,4,4,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,5,27,9,0,37,4,3,0,0,6,0,3,0,0,5,3,6,0,0,7,6,0,0,0,9,0,0,0,0,5,5,0,0,0,5,0,0,0,0,0,11,0,0,0,9,0,0,0,0,0,32,13,0,0,49,4,19,5,0,27,0,3,0,0,5,5,6,0,0,18,6,0,0,0,3,0,4,0,0,6,3,4,0,0,7,3,0,0,0,3,11,6,0,0,12,0,0,0,0,5,39,44,9,0,82
LGA57840,102,217,53,0,375,227,270,21,0,517,27,64,0,0,92,19,22,3,0,43,50,48,3,0,107,32,51,6,0,94,8,5,0,0,8,16,8,3,0,35,12,12,5,0,28,494,713,94,3,1297,55,44,5,0,100,416,90,7,0,510,138,28,0,0,167,86,10,0,0,99,58,14,0,0,68,38,5,0,0,46,30,0,0,0,30,60,18,0,0,73,12,0,0,0,14,894,209,7,3,1110,157,260,57,0,471,643,359,24,0,1028,167,92,0,0,260,105,36,3,0,144,107,63,3,4,175,75,59,6,0,138,36,5,0,0,43,75,27,3,0,107,25,14,5,0,41,1382,919,102,7,2404
LGA57910,391,1349,361,3,2110,761,793,99,0,1651,397,509,26,0,935,72,70,6,0,151,192,360,38,0,590,167,180,21,0,373,92,35,7,0,130,86,102,11,0,201,60,37,14,5,110,2218,3434,588,8,6252,315,255,25,0,595,1573,258,27,0,1851,1117,240,5,0,1358,629,49,0,4,682,268,65,3,0,333,181,45,0,0,227,406,15,5,0,423,409,73,0,4,494,59,10,0,0,68,4957,1004,69,13,6039,706,1603,394,5,2702,2332,1045,120,0,3501,1509,751,33,6,2297,703,117,6,4,831,458,420,42,0,923,347,227,22,0,602,492,54,10,0,560,501,181,9,4,697,119,45,11,5,181,7176,4441,655,26,12294
LGA57980,76,314,94,0,482,258,405,99,0,767,29,54,4,0,88,16,17,3,0,33,25,52,7,0,85,29,46,4,0,81,0,3,0,0,5,8,9,0,0,15,16,11,0,0,24,465,913,210,0,1588,50,47,9,0,111,394,134,20,0,544,113,31,0,0,143,91,24,0,0,112,33,12,0,0,45,14,12,0,0,27,9,0,0,0,9,42,9,0,0,48,15,0,0,0,14,758,263,36,0,1056,134,357,104,0,589,650,539,124,0,1311,141,81,4,0,230,109,40,3,0,151,58,64,7,0,131,44,62,7,0,107,13,3,0,0,16,45,18,0,0,67,29,13,3,0,41,1227,1173,248,0,2645
LGA58050,197,982,271,0,1454,170,271,34,0,471,269,412,18,0,703,62,39,10,0,104,141,282,29,4,449,63,106,16,0,187,169,91,13,0,279,75,87,11,0,171,28,29,4,3,70,1178,2303,402,13,3900,297,248,33,4,586,616,107,11,0,738,885,222,5,0,1105,391,37,0,0,427,199,64,0,0,269,100,47,0,0,142,329,24,0,5,363,370,54,0,0,424,46,9,0,0,55,3233,819,54,12,4112,499,1233,308,9,2042,780,381,44,0,1214,1154,635,24,0,1808,455,77,8,0,533,336,354,29,4,720,162,152,16,0,332,499,120,15,4,637,445,141,11,0,599,78,40,4,3,127,4412,3124,462,21,8013
LGA58190,4,21,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,0,0,28,8,9,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,4,20,15,28,0,4,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,32,0,4,51
LGA58260,3,14,0,0,18,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,0,26,4,14,0,0,17,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,15,12,0,0,25,11,26,0,0,35,0,0,0,0,6,4,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,0,0,0,3,3,0,0,0,3,0,6,0,0,6,20,35,0,0,53
LGA58330,15,26,3,0,48,4,4,0,0,6,8,5,0,0,9,0,0,0,0,0,6,8,0,0,14,6,0,0,0,9,7,8,0,0,14,0,0,0,0,3,0,3,0,0,4,47,50,3,0,101,31,14,0,0,46,21,3,0,0,27,34,3,0,0,40,6,5,0,0,5,10,3,0,0,16,0,4,0,0,3,7,0,0,0,11,16,4,0,0,21,3,0,0,0,3,130,38,0,0,166,50,34,3,0,90,29,8,0,0,33,42,5,0,0,44,6,5,0,0,5,10,12,0,0,29,8,5,0,0,13,11,11,0,0,25,15,5,0,0,20,0,3,0,0,4,177,87,3,0,266
LGA58400,4,15,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0,0,17,9,8,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,18,9,18,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19,0,0,34
LGA58470,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,6,0,10,0,0,11,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,0,0,17
LGA58510,77,393,92,0,569,148,177,19,0,338,61,118,4,0,176,17,18,0,0,34,27,78,0,0,107,35,65,12,0,109,49,8,3,0,56,11,23,0,0,30,12,11,0,0,21,430,882,137,0,1455,69,67,3,0,147,283,65,5,0,355,210,58,0,0,271,110,13,0,0,123,62,18,0,0,78,44,14,0,0,56,134,0,0,0,140,84,8,0,0,92,24,7,0,0,34,1026,254,14,6,1301,154,460,101,5,715,432,236,21,0,694,265,180,4,0,444,129,28,0,0,159,87,91,3,0,184,81,82,12,0,165,179,7,4,0,193,97,32,0,0,126,37,20,0,0,60,1457,1141,149,7,2751
LGA58540,13,31,3,0,45,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,18,40,3,0,57,23,22,0,5,46,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,3,5,0,0,0,3,0,0,0,0,0,39,24,0,5,61,37,50,3,5,94,0,3,0,0,5,5,0,0,0,6,0,0,0,0,0,5,0,0,0,3,3,0,0,0,3,3,0,0,0,3,3,0,0,0,9,0,4,0,0,4,52,59,3,5,118
LGA58570,125,484,110,3,722,269,391,45,0,706,79,130,13,0,220,12,48,11,0,63,45,81,9,0,136,25,74,9,0,112,17,3,0,0,21,12,29,0,0,40,15,15,0,0,24,601,1243,193,5,2046,84,67,14,0,161,577,117,7,0,705,234,58,0,0,289,159,18,3,0,176,46,12,0,0,62,52,14,3,0,68,46,0,0,0,44,82,6,0,0,91,13,0,0,0,18,1295,299,30,0,1620,213,557,121,3,889,848,506,55,0,1408,316,184,13,0,512,173,62,6,0,245,93,97,11,0,197,78,85,10,0,179,58,4,0,0,63,92,34,0,0,136,28,12,0,0,46,1898,1547,217,4,3667
LGA58610,6,20,0,0,27,0,0,0,0,0,3,6,0,0,11,0,0,0,0,0,0,8,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,14,38,0,0,56,19,39,0,0,57,0,4,0,0,3,16,4,0,0,15,3,0,0,0,3,3,0,0,0,8,0,4,0,0,3,3,0,0,0,3,0,0,0,0,4,0,0,0,0,0,45,49,0,0,97,24,61,0,0,86,0,3,0,0,7,17,10,0,0,21,3,0,0,0,3,4,11,0,0,13,0,5,0,0,3,3,0,0,0,11,10,0,0,0,8,0,0,0,0,0,63,92,0,0,155
LGA58680,0,18,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,22,0,0,21,9,12,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,0,0,26,9,26,0,0,40,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,16,33,0,0,52
LGA58760,270,1065,248,8,1583,256,298,21,0,567,365,546,25,7,941,48,49,4,0,99,161,310,34,0,517,101,87,7,0,194,136,75,4,0,217,130,118,5,0,254,29,26,4,0,59,1495,2580,354,12,4443,310,251,24,0,591,780,95,12,0,883,1384,305,3,6,1700,552,44,6,3,599,285,74,3,0,361,119,28,0,0,148,334,33,0,4,364,496,89,0,0,590,57,6,0,0,60,4305,921,49,13,5290,578,1322,273,3,2176,1030,388,27,0,1453,1747,855,25,10,2642,600,88,7,3,697,448,388,40,0,874,218,116,9,0,349,466,105,4,4,584,627,215,6,0,844,87,24,7,0,121,5797,3504,404,25,9730
LGA58820,9,24,3,0,38,3,0,0,0,3,5,10,0,0,19,0,0,0,0,0,5,9,0,0,10,0,0,0,0,0,4,7,0,0,9,3,0,0,0,3,0,0,0,0,0,24,46,8,0,79,27,7,0,0,33,7,0,0,0,11,18,6,0,0,26,8,0,0,0,8,3,9,0,0,5,0,0,0,0,4,8,6,0,0,15,10,0,0,0,10,0,0,0,0,0,84,32,0,3,114,35,30,5,0,64,13,3,0,0,15,28,15,0,0,44,8,0,0,0,8,8,12,0,0,17,0,0,0,0,3,11,9,0,0,21,12,0,0,0,15,0,0,0,0,0,110,75,6,3,196
LGA58890,8,32,5,0,42,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,39,5,0,58,40,25,0,0,58,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,46,26,0,0,77,42,56,5,0,105,0,6,0,0,5,3,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,3,0,0,0,5,3,0,0,0,5,0,0,0,0,0,56,66,5,0,131
LGA59030,0,12,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,16,9,5,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,0,20,13,17,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,19,0,0,29
LGA59100,8,26,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,15,35,0,0,47,14,24,0,0,43,0,0,0,0,0,7,0,0,0,7,0,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,26,25,0,0,53,24,53,0,0,76,0,3,0,0,3,7,0,0,0,11,0,0,0,0,4,4,6,0,0,8,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,0,0,41,61,0,0,102
LGA59170,5,34,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,5,3,3,0,0,3,0,0,0,0,0,11,45,0,0,56,45,48,0,0,90,0,0,0,0,0,3,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,5,0,0,0,0,0,56,55,0,0,110,49,81,0,0,137,3,0,0,0,3,3,4,0,0,11,0,0,0,0,0,0,3,0,0,4,0,0,0,0,4,6,6,0,0,3,3,3,0,0,8,0,0,0,0,0,68,101,0,0,169
LGA59250,0,6,0,0,6,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,13,3,0,0,0,3,3,0,0,0,3,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,5,0,0,21,3,6,0,0,8,3,0,0,0,5,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,26,4,0,0,34
LGA59310,10,27,0,0,39,0,3,0,0,3,5,3,0,0,8,0,0,0,0,0,0,5,0,0,6,0,6,0,0,7,5,4,3,0,10,0,0,0,0,0,0,0,0,0,0,17,43,4,0,67,20,33,0,0,55,0,3,0,0,6,5,7,0,0,13,5,0,0,0,5,0,0,0,0,6,0,0,0,0,0,5,0,0,0,6,0,3,0,0,0,0,0,0,0,0,38,55,0,0,93,28,65,0,0,97,0,3,0,0,5,9,10,0,0,18,5,0,0,0,5,3,4,0,0,10,3,6,0,0,5,8,0,3,0,12,0,3,0,0,3,0,0,0,0,0,56,94,4,0,163
LGA59320,9,16,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,20,0,0,28,14,16,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,21,22,0,0,41,20,33,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,3,0,0,0,0,0,26,36,0,0,64
LGA59330,12,19,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,23,0,0,33,6,9,0,0,11,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,22,13,23,0,0,36,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,19,31,0,0,53
