POW_LGA_CODE_2021,SWs_PINS_H_0,SWs_PINS_H_1_19,SWs_PINS_H_20_29,SWs_PINS_H_30_34,SWs_PINS_H_35_39,SWs_PINS_H_40_44,SWs_PINS_H_45_49,SWs_PINS_H_50ov,SWs_PINS_H_NS,SWs_PINS_H_Tot,SWs_Tot_H_0,SWs_Tot_H_1_19,SWs_Tot_H_20_29,SWs_Tot_H_30_34,SWs_Tot_H_35_39,SWs_Tot_H_40_44,SWs_Tot_H_45_49,SWs_Tot_H_50ov,SWs_Tot_H_NS,SWs_Tot_H_Tot,MaOpD_NNI_H_0,MaOpD_NNI_H_1_19,MaOpD_NNI_H_20_29,MaOpD_NNI_H_30_34,MaOpD_NNI_H_35_39,MaOpD_NNI_H_40_44,MaOpD_NNI_H_45_49,MaOpD_NNI_H_50ov,MaOpD_NNI_H_NS,MaOpD_NNI_H_Tot,MaOpD_1_149_H_0,MaOpD_1_149_H_1_19,MaOpD_1_149_H_20_29,MaOpD_1_149_H_30_34,MaOpD_1_149_H_35_39,MaOpD_1_149_H_40_44,MaOpD_1_149_H_45_49,MaOpD_1_149_H_50ov,MaOpD_1_149_H_NS,MaOpD_1_149_H_Tot,MaOpD_150_299_H_0,MaOpD_150_299_H_1_19,MaOpD_150_299_H_20_29,MaOpD_150_299_H_30_34,MaOpD_150_299_H_35_39,MaOpD_150_299_H_40_44,MaOpD_150_299_H_45_49,MaOpD_150_299_H_50ov,MaOpD_150_299_H_NS,MaOpD_150_299_H_Tot,MaOpD_300_399_H_0,MaOpD_300_399_H_1_19,MaOpD_300_399_H_20_29,MaOpD_300_399_H_30_34,MaOpD_300_399_H_35_39,MaOpD_300_399_H_40_44,MaOpD_300_399_H_45_49,MaOpD_300_399_H_50ov,MaOpD_300_399_H_NS,MaOpD_300_399_H_Tot,MaOpD_400_499_H_0,MaOpD_400_499_H_1_19,MaOpD_400_499_H_20_29,MaOpD_400_499_H_30_34,MaOpD_400_499_H_35_39,MaOpD_400_499_H_40_44,MaOpD_400_499_H_45_49,MaOpD_400_499_H_50ov,MaOpD_400_499_H_NS,MaOpD_400_499_H_Tot,MaOpD_500_649_H_0,MaOpD_500_649_H_1_19,MaOpD_500_649_H_20_29,MaOpD_500_649_H_30_34,MaOpD_500_649_H_35_39,MaOpD_500_649_H_40_44,MaOpD_500_649_H_45_49,MaOpD_500_649_H_50ov,MaOpD_500_649_H_NS,MaOpD_500_649_H_Tot,MaOpD_650_799_H_0,MaOpD_650_799_H_1_19,MaOpD_650_799_H_20_29,MaOpD_650_799_H_30_34,MaOpD_650_799_H_35_39,MaOpD_650_799_H_40_44,MaOpD_650_799_H_45_49,MaOpD_650_799_H_50ov,MaOpD_650_799_H_NS,MaOpD_650_799_H_Tot,MaOpD_800_999_H_0,MaOpD_800_999_H_1_19,MaOpD_800_999_H_20_29,MaOpD_800_999_H_30_34,MaOpD_800_999_H_35_39,MaOpD_800_999_H_40_44,MaOpD_800_999_H_45_49,MaOpD_800_999_H_50ov,MaOpD_800_999_H_NS,MaOpD_800_999_H_Tot,MaOpD_1000_1249_H_0,MaOpD_1000_1249_H_1_19,MaOpD_1000_1249_H_20_29,MaOpD_1000_1249_H_30_34,MaOpD_1000_1249_H_35_39,MaOpD_1000_1249_H_40_44,MaOpD_1000_1249_H_45_49,MaOpD_1000_1249_H_50ov,MaOpD_1000_1249_H_NS,MaOpD_1000_1249_H_Tot,MaOpD_1250_1499_H_0,MaOpD_1250_1499_H_1_19,MaOpD_1250_1499_H_20_29,MaOpD_1250_1499_H_30_34,MaOpD_1250_1499_H_35_39,MaOpD_1250_1499_H_40_44,MaOpD_1250_1499_H_45_49,MaOpD_1250_1499_H_50ov,MaOpD_1250_1499_H_NS,MaOpD_1250_1499_H_Tot,MaOpD_1500_1749_H_0,MaOpD_1500_1749_H_1_19,MaOpD_1500_1749_H_20_29,MaOpD_1500_1749_H_30_34,MaOpD_1500_1749_H_35_39,MaOpD_1500_1749_H_40_44,MaOpD_1500_1749_H_45_49,MaOpD_1500_1749_H_50ov,MaOpD_1500_1749_H_NS,MaOpD_1500_1749_H_Tot,MaOpD_1750_1999_H_0,MaOpD_1750_1999_H_1_19,MaOpD_1750_1999_H_20_29,MaOpD_1750_1999_H_30_34,MaOpD_1750_1999_H_35_39,MaOpD_1750_1999_H_40_44,MaOpD_1750_1999_H_45_49,MaOpD_1750_1999_H_50ov,MaOpD_1750_1999_H_NS,MaOpD_1750_1999_H_Tot,MaOpD_2000_2999_H_0,MaOpD_2000_2999_H_1_19,MaOpD_2000_2999_H_20_29,MaOpD_2000_2999_H_30_34,MaOpD_2000_2999_H_35_39,MaOpD_2000_2999_H_40_44,MaOpD_2000_2999_H_45_49,MaOpD_2000_2999_H_50ov,MaOpD_2000_2999_H_NS,MaOpD_2000_2999_H_Tot,MaOpD_3000_3499_H_0,MaOpD_3000_3499_H_1_19,MaOpD_3000_3499_H_20_29,MaOpD_3000_3499_H_30_34,MaOpD_3000_3499_H_35_39,MaOpD_3000_3499_H_40_44,MaOpD_3000_3499_H_45_49,MaOpD_3000_3499_H_50ov,MaOpD_3000_3499_H_NS,MaOpD_3000_3499_H_Tot,MaOpD_3500mo_H_0,MaOpD_3500mo_H_1_19,MaOpD_3500mo_H_20_29,MaOpD_3500mo_H_30_34,MaOpD_3500mo_H_35_39,MaOpD_3500mo_H_40_44,MaOpD_3500mo_H_45_49,MaOpD_3500mo_H_50ov,MaOpD_3500mo_H_NS,MaOpD_3500mo_H_Tot,MaOpD_PINS_H_0,MaOpD_PINS_H_1_19,MaOpD_PINS_H_20_29,MaOpD_PINS_H_30_34,MaOpD_PINS_H_35_39,MaOpD_PINS_H_40_44,MaOpD_PINS_H_45_49,MaOpD_PINS_H_50ov,MaOpD_PINS_H_NS,MaOpD_PINS_H_Tot,MaOpD_Tot_H_0,MaOpD_Tot_H_1_19,MaOpD_Tot_H_20_29,MaOpD_Tot_H_30_34,MaOpD_Tot_H_35_39,MaOpD_Tot_H_40_44,MaOpD_Tot_H_45_49,MaOpD_Tot_H_50ov,MaOpD_Tot_H_NS,MaOpD_Tot_H_Tot,Lab_NNI_H_0,Lab_NNI_H_1_19,Lab_NNI_H_20_29,Lab_NNI_H_30_34,Lab_NNI_H_35_39,Lab_NNI_H_40_44,Lab_NNI_H_45_49,Lab_NNI_H_50ov,Lab_NNI_H_NS,Lab_NNI_H_Tot
LGA56090,0,3,0,0,3,0,0,0,0,16,30,342,151,91,79,107,22,49,4,874,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,11,0,7,4,0,0,0,0,0,0,19,0,9,7,4,3,0,0,0,0,23,0,9,11,7,0,3,0,0,0,37,0,0,4,3,15,5,0,0,0,37,3,8,5,9,28,20,6,9,0,86,4,0,7,7,39,31,15,17,3,125,0,5,5,7,18,34,12,23,0,106,6,0,5,5,14,8,9,35,0,81,3,4,0,0,4,4,7,35,0,55,13,0,3,0,5,9,3,32,0,70,5,0,0,0,0,0,0,8,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,39,57,59,45,131,120,48,168,10,675,0,3,0,0,0,4,0,0,0,9
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,10,0,0,0,0,0,0,0,0,0,0
LGA56230,0,0,0,0,0,3,0,0,0,7,16,205,87,42,52,32,9,12,4,449,0,3,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,11,0,7,0,0,4,0,0,0,0,10,0,0,4,3,4,0,0,3,0,17,0,7,6,0,3,0,0,3,0,27,0,7,0,3,8,16,0,0,0,32,3,6,0,3,16,13,11,6,0,54,4,3,0,3,23,15,10,18,0,83,6,0,5,5,40,6,24,27,0,127,10,0,3,0,49,8,26,30,0,129,32,10,9,4,205,20,78,60,6,417,3,0,0,0,13,6,7,6,0,36,0,0,0,0,0,4,0,7,0,12,0,0,0,0,4,0,0,0,0,7,75,54,39,32,367,87,160,160,10,981,0,8,0,0,0,0,0,4,0,12
LGA56300,0,0,0,0,0,0,0,0,0,0,0,9,3,6,0,3,0,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,7,0,0,0,0,5,0,0,0,0,5,0,0,0,0,7,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,7,0,0,15,4,0,0,0,36,0,0,0,0,0,0,0,0,0,0
LGA56370,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,5,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,4,0,4,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,24,0,41,0,0,0,0,0,0,0,0,0,0
LGA56460,0,0,0,0,0,0,0,0,0,4,12,36,21,15,28,31,18,15,3,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,3,9,0,5,0,0,0,0,16,0,0,0,0,5,7,3,0,0,20,3,4,0,0,7,16,0,7,0,34,0,0,0,3,0,0,0,8,0,9,0,3,0,0,0,8,0,9,0,13,0,0,0,0,0,0,0,9,0,12,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,14,4,15,28,9,41,0,139,0,0,0,0,0,0,0,0,0,3
LGA56580,0,0,0,0,0,0,0,0,0,7,19,163,84,31,74,64,13,67,7,528,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,14,3,10,0,0,0,0,0,0,0,15,0,11,5,0,0,0,0,0,0,15,0,6,5,0,0,0,0,0,0,11,0,4,9,6,0,0,0,0,0,24,0,8,12,4,4,0,0,0,0,21,0,5,3,3,13,0,0,0,6,30,0,5,6,11,15,13,3,3,0,64,0,0,0,8,21,21,8,0,0,67,4,3,0,0,4,14,8,7,0,33,5,0,0,0,5,0,4,6,3,26,0,0,0,0,7,5,0,10,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,13,60,42,23,74,62,39,26,5,352,0,0,0,0,0,0,0,0,0,0
LGA56620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0
LGA56730,0,0,0,0,0,0,0,0,4,9,20,126,77,41,75,44,18,21,8,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,10,0,7,4,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,3,0,4,7,3,0,4,0,0,0,17,0,3,5,6,11,3,6,3,0,30,5,0,0,3,12,22,15,15,0,67,0,0,3,0,4,12,11,13,0,41,0,0,0,0,0,10,0,11,0,31,0,0,0,0,0,9,0,12,0,24,3,0,0,4,5,12,6,9,0,39,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,15,27,21,15,33,71,38,71,4,292,0,4,0,0,0,0,0,0,0,8
LGA56790,0,0,0,0,0,0,0,0,0,0,9,24,14,6,3,9,4,8,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0,0,0,4,0,3,0,16,0,0,0,0,0,4,3,3,0,12,3,0,0,0,0,4,8,0,0,17,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,4,18,15,8,0,67,0,0,0,0,0,0,0,0,0,0
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0
LGA56930,0,0,0,0,0,0,0,0,0,0,5,19,17,7,15,12,3,7,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA57000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,3,0,9,0,0,0,0,0,0,6,0,0,6,7,0,0,0,0,0,7,21,0,30,7,0,0,0,0,0,0,25,0,29,16,7,9,0,0,5,6,73,3,119,3,0,0,0,3,0,0,23,0,31,3,0,0,0,0,0,0,12,0,17,0,0,0,0,0,0,0,0,3,0,41,8,11,0,4,15,16,157,6,258,0,0,0,0,0,0,0,0,0,4
LGA57080,0,3,6,4,0,0,0,0,8,28,217,1201,865,359,1143,854,200,322,77,5238,4,0,0,0,0,0,0,0,0,8,0,16,0,0,0,0,0,0,0,23,6,25,4,0,0,0,0,0,0,38,6,18,11,0,0,0,0,0,4,39,0,13,10,4,0,7,0,0,6,34,0,16,25,9,0,6,0,6,7,62,3,11,24,10,17,7,0,3,3,86,13,10,17,22,49,33,11,24,6,192,19,7,5,17,75,84,15,37,12,273,26,12,5,8,53,43,25,58,13,242,41,3,8,7,16,56,27,95,14,250,51,6,0,6,27,80,27,180,9,381,156,21,32,12,42,78,71,590,16,1016,45,4,10,0,7,20,18,155,3,273,57,4,0,4,12,37,20,118,3,256,6,4,0,0,0,0,0,3,17,47,427,176,159,104,325,443,210,1267,119,3226,8,8,0,0,0,0,0,0,4,31
LGA57140,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,6,0,0,3,0,22,0,0,0,0,0,0,0,0,0,0
LGA57210,0,0,0,0,0,0,0,0,0,0,3,22,21,12,21,9,0,3,6,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,6,0,0,0,15,0,0,3,0,0,0,0,0,0,13,0,0,0,0,3,10,0,4,0,17,0,0,3,6,0,5,6,8,0,30,0,0,0,0,4,6,3,5,0,19,0,0,0,0,0,0,4,12,0,16,0,0,0,0,0,0,0,19,0,20,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,18,6,11,23,15,55,6,151,0,3,0,4,0,0,0,0,0,9
LGA57280,0,3,0,0,0,0,0,0,5,6,21,100,58,35,82,55,28,53,10,447,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,0,0,11,0,0,0,4,3,0,0,0,0,10,0,0,0,4,10,3,4,3,0,22,3,4,0,0,3,3,4,5,3,26,8,0,0,3,20,16,0,35,5,91,13,6,0,0,10,10,8,53,0,107,18,4,5,0,16,24,22,102,8,196,30,8,5,0,18,10,14,137,3,231,83,18,14,0,18,21,35,408,17,610,51,4,0,0,7,7,13,139,6,231,65,3,3,0,4,23,9,144,0,257,0,0,0,0,0,0,6,6,3,12,279,60,39,17,102,120,107,1038,51,1812,4,8,3,0,0,0,0,0,0,10
LGA57350,0,0,0,0,0,0,0,0,0,0,0,5,4,0,5,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,7,0,0,0,19,0,0,0,0,0,0,0,0,0,0
LGA57420,0,0,0,0,0,0,0,0,0,0,0,9,8,5,6,3,0,10,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,9,3,0,0,3,3,4,0,11,0,26,4,0,0,0,0,4,6,10,0,23,7,0,0,0,0,0,0,30,3,55,7,4,0,0,0,0,7,50,0,72,12,4,5,0,4,9,7,96,0,137,0,0,0,0,3,0,0,10,0,17,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,36,14,11,8,19,17,23,224,10,359,0,0,0,0,0,0,0,0,0,3
LGA57490,0,11,3,6,0,5,0,0,10,28,170,1773,898,363,552,292,73,170,42,4325,0,4,0,5,0,3,0,0,0,10,4,26,4,0,0,0,0,0,0,33,0,54,7,0,0,3,0,0,0,72,0,40,12,0,0,0,0,0,0,49,3,17,22,6,0,4,0,0,0,53,0,17,30,13,10,5,0,5,3,90,4,14,27,14,28,16,6,8,5,113,8,9,19,27,70,46,9,9,0,193,13,10,9,17,83,73,32,35,0,269,8,0,10,9,57,46,20,43,0,204,6,8,6,0,28,35,19,59,9,171,7,4,3,3,14,26,21,55,6,137,14,7,3,0,22,30,36,121,5,238,3,0,0,0,0,0,4,22,6,37,0,0,0,0,0,5,0,10,0,15,0,0,7,0,0,0,0,0,6,15,86,203,160,92,325,283,155,364,37,1710,5,20,4,5,3,0,0,4,3,40
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,7,0,0,0,0,0,0,0,0,0,0
LGA57700,0,0,0,0,0,0,0,0,0,7,17,211,99,53,51,30,5,16,8,489,0,0,0,0,5,0,0,0,0,4,0,15,0,0,0,0,0,0,0,17,0,10,3,0,0,0,0,0,0,16,0,8,0,0,0,0,0,0,0,14,0,3,3,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,13,0,3,9,8,9,9,0,8,0,34,4,5,3,12,17,18,3,3,4,67,3,0,4,4,19,25,9,23,3,86,0,0,7,4,8,21,19,24,0,81,4,0,0,0,7,8,16,23,0,58,0,0,0,0,3,3,7,18,0,41,0,0,0,0,0,3,7,20,0,36,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,16,66,26,24,66,93,67,125,9,493,0,6,0,0,0,0,0,7,5,13
LGA57770,0,0,0,0,0,0,0,0,0,0,0,6,3,3,9,0,0,9,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,0,28,0,43,0,0,0,0,0,0,0,0,0,4
LGA57840,0,0,0,0,0,0,0,0,4,4,38,378,162,69,101,125,33,83,16,998,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,3,5,0,0,0,0,0,0,14,0,6,0,3,8,0,0,4,0,20,0,0,0,3,3,3,3,3,0,18,0,0,0,6,10,4,0,5,0,27,0,5,0,4,5,4,3,3,0,22,3,0,0,0,0,4,0,6,0,23,5,0,0,3,0,0,0,0,0,11,4,0,0,0,0,0,3,20,0,31,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,4,5,19,36,23,17,28,24,13,45,8,208,0,5,4,0,0,0,0,0,0,10
LGA57910,0,12,5,5,12,9,0,0,13,49,294,3045,1701,706,1255,998,287,517,98,8915,0,6,5,0,5,0,0,0,0,18,11,44,7,0,0,3,0,0,0,59,0,64,15,4,3,0,0,0,0,91,5,57,31,5,3,0,0,4,3,108,5,72,67,15,11,3,0,4,0,172,7,46,78,33,26,15,5,3,7,224,10,46,84,65,78,46,12,20,11,376,13,35,62,54,244,144,31,34,18,631,12,22,48,40,191,213,58,68,5,656,13,13,17,14,92,113,48,69,5,376,9,5,8,11,45,65,39,73,5,269,6,3,6,7,18,30,18,68,6,161,8,6,3,0,20,25,14,78,7,156,0,0,0,0,0,0,4,16,0,23,6,0,0,0,0,4,4,12,0,23,0,0,5,0,4,0,0,0,14,24,105,438,432,254,733,666,222,441,79,3362,5,29,8,3,0,6,0,0,5,59
LGA57980,0,4,0,0,0,0,0,0,0,12,41,420,187,103,184,194,59,87,12,1282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,12,0,0,4,3,3,0,0,0,0,12,0,0,4,11,4,4,0,6,0,24,0,0,0,4,10,7,6,4,0,30,4,0,0,0,3,7,0,11,0,28,0,0,0,0,0,4,0,6,0,15,8,0,0,0,0,9,4,9,0,29,10,3,0,0,4,3,0,44,0,69,3,0,0,0,0,0,0,10,0,13,4,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,31,22,16,16,24,34,13,98,6,266,0,0,0,0,0,0,0,0,0,7
