POW_LGA_CODE_2021,SWs_PINS_H_0,SWs_PINS_H_1_19,SWs_PINS_H_20_29,SWs_PINS_H_30_34,SWs_PINS_H_35_39,SWs_PINS_H_40_44,SWs_PINS_H_45_49,SWs_PINS_H_50ov,SWs_PINS_H_NS,SWs_PINS_H_Tot,SWs_Tot_H_0,SWs_Tot_H_1_19,SWs_Tot_H_20_29,SWs_Tot_H_30_34,SWs_Tot_H_35_39,SWs_Tot_H_40_44,SWs_Tot_H_45_49,SWs_Tot_H_50ov,SWs_Tot_H_NS,SWs_Tot_H_Tot,MaOpD_NNI_H_0,MaOpD_NNI_H_1_19,MaOpD_NNI_H_20_29,MaOpD_NNI_H_30_34,MaOpD_NNI_H_35_39,MaOpD_NNI_H_40_44,MaOpD_NNI_H_45_49,MaOpD_NNI_H_50ov,MaOpD_NNI_H_NS,MaOpD_NNI_H_Tot,MaOpD_1_149_H_0,MaOpD_1_149_H_1_19,MaOpD_1_149_H_20_29,MaOpD_1_149_H_30_34,MaOpD_1_149_H_35_39,MaOpD_1_149_H_40_44,MaOpD_1_149_H_45_49,MaOpD_1_149_H_50ov,MaOpD_1_149_H_NS,MaOpD_1_149_H_Tot,MaOpD_150_299_H_0,MaOpD_150_299_H_1_19,MaOpD_150_299_H_20_29,MaOpD_150_299_H_30_34,MaOpD_150_299_H_35_39,MaOpD_150_299_H_40_44,MaOpD_150_299_H_45_49,MaOpD_150_299_H_50ov,MaOpD_150_299_H_NS,MaOpD_150_299_H_Tot,MaOpD_300_399_H_0,MaOpD_300_399_H_1_19,MaOpD_300_399_H_20_29,MaOpD_300_399_H_30_34,MaOpD_300_399_H_35_39,MaOpD_300_399_H_40_44,MaOpD_300_399_H_45_49,MaOpD_300_399_H_50ov,MaOpD_300_399_H_NS,MaOpD_300_399_H_Tot,MaOpD_400_499_H_0,MaOpD_400_499_H_1_19,MaOpD_400_499_H_20_29,MaOpD_400_499_H_30_34,MaOpD_400_499_H_35_39,MaOpD_400_499_H_40_44,MaOpD_400_499_H_45_49,MaOpD_400_499_H_50ov,MaOpD_400_499_H_NS,MaOpD_400_499_H_Tot,MaOpD_500_649_H_0,MaOpD_500_649_H_1_19,MaOpD_500_649_H_20_29,MaOpD_500_649_H_30_34,MaOpD_500_649_H_35_39,MaOpD_500_649_H_40_44,MaOpD_500_649_H_45_49,MaOpD_500_649_H_50ov,MaOpD_500_649_H_NS,MaOpD_500_649_H_Tot,MaOpD_650_799_H_0,MaOpD_650_799_H_1_19,MaOpD_650_799_H_20_29,MaOpD_650_799_H_30_34,MaOpD_650_799_H_35_39,MaOpD_650_799_H_40_44,MaOpD_650_799_H_45_49,MaOpD_650_799_H_50ov,MaOpD_650_799_H_NS,MaOpD_650_799_H_Tot,MaOpD_800_999_H_0,MaOpD_800_999_H_1_19,MaOpD_800_999_H_20_29,MaOpD_800_999_H_30_34,MaOpD_800_999_H_35_39,MaOpD_800_999_H_40_44,MaOpD_800_999_H_45_49,MaOpD_800_999_H_50ov,MaOpD_800_999_H_NS,MaOpD_800_999_H_Tot,MaOpD_1000_1249_H_0,MaOpD_1000_1249_H_1_19,MaOpD_1000_1249_H_20_29,MaOpD_1000_1249_H_30_34,MaOpD_1000_1249_H_35_39,MaOpD_1000_1249_H_40_44,MaOpD_1000_1249_H_45_49,MaOpD_1000_1249_H_50ov,MaOpD_1000_1249_H_NS,MaOpD_1000_1249_H_Tot,MaOpD_1250_1499_H_0,MaOpD_1250_1499_H_1_19,MaOpD_1250_1499_H_20_29,MaOpD_1250_1499_H_30_34,MaOpD_1250_1499_H_35_39,MaOpD_1250_1499_H_40_44,MaOpD_1250_1499_H_45_49,MaOpD_1250_1499_H_50ov,MaOpD_1250_1499_H_NS,MaOpD_1250_1499_H_Tot,MaOpD_1500_1749_H_0,MaOpD_1500_1749_H_1_19,MaOpD_1500_1749_H_20_29,MaOpD_1500_1749_H_30_34,MaOpD_1500_1749_H_35_39,MaOpD_1500_1749_H_40_44,MaOpD_1500_1749_H_45_49,MaOpD_1500_1749_H_50ov,MaOpD_1500_1749_H_NS,MaOpD_1500_1749_H_Tot,MaOpD_1750_1999_H_0,MaOpD_1750_1999_H_1_19,MaOpD_1750_1999_H_20_29,MaOpD_1750_1999_H_30_34,MaOpD_1750_1999_H_35_39,MaOpD_1750_1999_H_40_44,MaOpD_1750_1999_H_45_49,MaOpD_1750_1999_H_50ov,MaOpD_1750_1999_H_NS,MaOpD_1750_1999_H_Tot,MaOpD_2000_2999_H_0,MaOpD_2000_2999_H_1_19,MaOpD_2000_2999_H_20_29,MaOpD_2000_2999_H_30_34,MaOpD_2000_2999_H_35_39,MaOpD_2000_2999_H_40_44,MaOpD_2000_2999_H_45_49,MaOpD_2000_2999_H_50ov,MaOpD_2000_2999_H_NS,MaOpD_2000_2999_H_Tot,MaOpD_3000_3499_H_0,MaOpD_3000_3499_H_1_19,MaOpD_3000_3499_H_20_29,MaOpD_3000_3499_H_30_34,MaOpD_3000_3499_H_35_39,MaOpD_3000_3499_H_40_44,MaOpD_3000_3499_H_45_49,MaOpD_3000_3499_H_50ov,MaOpD_3000_3499_H_NS,MaOpD_3000_3499_H_Tot,MaOpD_3500mo_H_0,MaOpD_3500mo_H_1_19,MaOpD_3500mo_H_20_29,MaOpD_3500mo_H_30_34,MaOpD_3500mo_H_35_39,MaOpD_3500mo_H_40_44,MaOpD_3500mo_H_45_49,MaOpD_3500mo_H_50ov,MaOpD_3500mo_H_NS,MaOpD_3500mo_H_Tot,MaOpD_PINS_H_0,MaOpD_PINS_H_1_19,MaOpD_PINS_H_20_29,MaOpD_PINS_H_30_34,MaOpD_PINS_H_35_39,MaOpD_PINS_H_40_44,MaOpD_PINS_H_45_49,MaOpD_PINS_H_50ov,MaOpD_PINS_H_NS,MaOpD_PINS_H_Tot,MaOpD_Tot_H_0,MaOpD_Tot_H_1_19,MaOpD_Tot_H_20_29,MaOpD_Tot_H_30_34,MaOpD_Tot_H_35_39,MaOpD_Tot_H_40_44,MaOpD_Tot_H_45_49,MaOpD_Tot_H_50ov,MaOpD_Tot_H_NS,MaOpD_Tot_H_Tot,Lab_NNI_H_0,Lab_NNI_H_1_19,Lab_NNI_H_20_29,Lab_NNI_H_30_34,Lab_NNI_H_35_39,Lab_NNI_H_40_44,Lab_NNI_H_45_49,Lab_NNI_H_50ov,Lab_NNI_H_NS,Lab_NNI_H_Tot
LGA50840,0,0,0,0,0,0,0,0,0,0,3,39,28,14,20,11,3,14,3,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,4,0,9,0,0,10,0,11,8,0,0,0,37,0,0,3,0,11,0,0,11,0,30,4,0,0,0,4,3,8,34,3,49,8,0,0,0,8,10,6,26,0,61,5,4,0,0,0,3,3,35,4,57,9,3,0,0,4,4,3,37,0,59,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,5,24,10,13,4,41,38,16,144,12,312,0,0,0,0,0,0,0,0,0,4
LGA50910,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,5,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,6,0,3,11,8,7,0,46,0,0,0,0,0,0,0,0,0,0
LGA50980,0,0,0,0,0,0,0,0,6,0,16,148,68,45,123,86,27,52,7,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,9,0,0,6,0,0,4,3,0,0,15,0,0,6,5,5,3,0,3,0,16,0,0,8,5,11,6,0,13,0,43,0,3,0,3,5,18,3,10,0,51,0,0,0,0,7,11,0,18,0,41,0,0,0,0,5,8,6,20,0,32,0,4,0,0,0,4,0,24,0,30,6,4,0,0,0,3,0,27,0,37,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,4,0,4,0,0,0,3,0,0,0,0,0,5,7,13,26,21,36,56,22,120,3,310,0,0,0,0,0,0,0,0,0,0
LGA51080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,6,8,3,0,26,0,0,0,0,0,0,0,0,0,0
LGA51120,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,3,0,12,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,7,0,9,0,37,0,0,0,0,0,0,0,0,0,3
LGA51190,0,4,4,0,0,0,0,3,3,18,112,716,427,210,385,251,83,155,28,2368,0,3,0,0,0,0,0,0,0,9,0,16,0,0,0,0,0,0,0,17,5,16,7,0,0,0,0,0,0,27,0,18,7,3,0,0,0,0,0,33,0,16,16,0,0,8,0,3,0,49,9,20,22,13,9,3,0,3,4,78,3,6,24,14,30,21,3,8,3,121,12,7,17,29,65,54,12,18,0,220,12,8,6,12,58,89,37,49,6,284,8,5,11,10,29,45,42,73,3,228,10,5,6,3,20,48,27,101,3,221,5,3,5,0,9,36,14,98,0,170,29,7,3,0,34,41,31,122,3,261,0,0,0,0,0,5,3,3,0,17,5,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,5,3,8,91,121,139,91,263,349,181,483,31,1747,11,8,0,0,0,0,0,0,0,20
LGA51260,0,8,0,4,0,0,0,0,3,14,86,607,345,189,256,195,43,92,13,1824,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,10,3,0,0,0,0,0,3,20,0,16,0,0,0,0,0,0,0,22,4,14,5,0,0,0,0,0,0,26,3,19,15,8,4,7,0,0,0,60,9,9,23,13,14,10,0,3,0,73,3,9,15,16,23,28,5,8,6,110,12,3,8,14,30,30,13,18,0,127,3,6,8,9,12,23,11,26,0,102,3,0,0,3,9,14,7,26,0,64,0,0,0,0,6,8,0,13,4,35,4,0,0,3,0,3,6,19,0,40,4,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,4,10,41,98,82,64,106,124,50,127,13,705,0,9,3,0,0,0,0,0,0,16
LGA51310,0,0,0,0,0,0,0,0,3,3,25,344,151,73,99,89,17,44,8,847,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,14,0,5,4,0,0,0,0,0,0,11,0,6,0,0,0,0,0,0,0,10,0,3,5,0,0,0,0,0,0,13,0,8,3,0,0,0,0,0,0,18,5,0,11,4,0,0,0,0,0,16,0,4,4,0,5,3,0,0,0,27,0,0,0,9,15,12,0,3,0,37,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,4,0,18,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,14,43,28,18,26,24,7,28,3,193,0,0,0,0,0,0,0,0,0,6
LGA51330,0,5,4,0,0,3,0,6,6,41,201,1890,1013,422,983,859,268,446,60,6135,4,0,3,0,4,0,0,5,3,16,0,48,8,0,0,0,0,4,0,64,7,83,14,5,5,4,0,0,4,117,6,90,34,0,5,4,0,5,3,147,4,90,62,20,12,10,4,5,9,208,6,84,138,49,43,23,0,8,3,361,6,50,131,90,190,100,27,19,18,618,34,66,113,127,658,428,102,62,23,1611,49,43,87,73,621,631,218,234,23,1972,34,20,24,33,238,331,140,254,11,1091,20,15,7,12,109,170,106,275,15,732,25,3,7,10,52,81,51,215,11,457,50,9,6,3,42,70,45,337,8,576,10,0,0,0,3,11,3,54,3,83,0,0,0,0,6,5,7,37,0,60,0,4,0,0,10,13,0,0,12,45,263,605,644,427,1986,1869,705,1510,150,8161,3,19,7,0,10,3,0,0,3,46
LGA51400,0,0,0,0,0,0,0,0,0,0,14,106,46,30,24,24,9,8,4,259,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,6,0,3,5,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,0,10,0,3,0,0,0,7,0,0,0,21,0,0,0,0,4,12,0,8,0,27,4,0,5,0,6,8,3,4,0,28,0,0,0,0,3,4,0,9,0,27,0,0,0,0,0,3,6,12,0,27,3,0,0,0,0,0,8,16,0,34,4,0,0,0,4,0,3,14,0,32,0,0,0,0,0,5,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,23,26,21,6,14,35,32,73,6,234,0,0,0,0,0,0,0,0,0,4
LGA51470,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,5,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,7,6,21,0,44,0,0,0,0,0,0,0,0,0,0
LGA51540,0,0,0,0,0,0,0,0,0,5,5,45,31,20,36,23,15,14,6,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,4,0,0,7,0,0,4,0,3,0,17,0,0,3,4,7,3,0,0,0,19,0,0,0,0,4,9,0,10,0,25,0,0,0,0,0,9,0,10,0,15,0,0,0,0,3,0,3,11,0,25,0,0,0,0,0,5,3,13,0,25,0,0,7,0,6,5,8,29,4,49,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,3,8,10,14,10,17,25,19,81,7,189,0,0,0,0,0,0,0,0,0,6
LGA51610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,5,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,0,4,6,0,9,0,39,0,0,0,0,0,0,0,0,0,0
LGA51680,0,0,0,0,0,0,0,0,0,0,4,25,11,6,15,5,0,0,0,74,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,6,0,0,0,14,6,0,0,0,8,4,3,5,0,27,0,0,0,0,0,0,4,5,0,14,0,0,3,0,0,3,0,16,0,24,3,0,0,0,0,0,6,3,0,15,0,4,0,0,0,4,13,24,0,52,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,11,7,7,16,18,36,59,4,166,0,6,0,0,0,0,0,0,0,0
LGA51710,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,3,0,0,0,10,0,0,0,0,3,0,0,5,0,6,0,0,0,0,0,6,0,5,0,14,0,3,0,0,0,0,0,9,0,14,0,0,0,0,0,0,0,10,0,17,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,20,12,10,23,0,80,0,0,0,0,0,0,0,0,0,0
LGA51750,0,0,0,0,0,0,0,0,0,8,41,459,247,83,132,94,25,46,7,1134,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,11,0,12,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,10,0,4,9,0,0,0,0,0,0,8,0,0,0,3,0,4,0,0,0,10,0,0,0,5,5,4,0,0,0,16,0,0,0,0,7,5,0,0,0,19,0,0,0,4,5,0,4,0,0,11,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,41,15,20,19,16,6,4,0,128,0,0,0,0,0,0,0,0,0,4
LGA51820,0,6,4,3,5,3,0,3,8,38,128,1428,749,298,533,500,125,209,46,4015,3,4,0,0,0,0,0,0,0,4,9,41,0,0,0,0,0,0,0,55,6,61,11,0,0,0,0,0,6,79,7,58,15,4,8,8,0,0,0,102,0,50,36,11,6,8,0,5,0,110,6,37,73,24,23,11,0,4,0,191,8,25,68,44,77,59,6,13,11,313,24,33,63,85,278,192,39,37,17,776,31,23,33,51,287,314,97,128,17,985,19,15,13,37,111,210,89,154,7,646,8,9,11,8,77,108,84,177,4,480,21,9,3,6,32,55,45,149,0,324,34,9,4,13,36,57,25,220,3,401,6,0,0,0,10,9,7,35,5,68,7,4,0,0,3,12,0,32,0,56,0,0,0,0,5,5,4,3,9,30,174,373,327,287,950,1052,406,972,70,4618,0,25,7,7,6,3,0,0,3,46
LGA51860,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,13,0,0,0,0,0,0,0,0,0,0
LGA51890,0,0,0,0,0,0,0,0,0,0,20,95,45,19,35,9,5,8,3,249,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,0,0,0,10,0,3,0,0,0,0,0,0,0,4,0,3,4,4,0,0,0,0,0,14,0,0,3,0,3,3,0,0,0,14,5,3,8,3,3,9,0,3,0,33,0,5,5,0,9,25,11,4,4,70,9,0,3,0,4,39,14,24,0,93,6,4,5,4,16,67,14,25,0,138,18,0,4,0,11,81,20,32,7,160,23,4,8,0,14,126,50,57,6,291,5,0,0,0,0,10,6,9,0,24,3,0,0,0,0,4,3,5,0,16,0,0,0,0,0,0,0,0,0,3,61,31,38,24,64,363,119,162,16,884,0,4,0,0,0,0,0,0,0,3
LGA51960,0,0,0,0,0,0,0,0,0,0,0,15,3,10,10,5,0,8,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,6,3,0,0,0,0,3,3,7,0,17,0,0,3,0,0,3,0,24,0,40,5,5,0,0,6,6,6,53,3,82,3,8,0,0,6,4,6,70,5,97,32,9,10,0,4,14,20,223,4,327,11,0,0,0,0,0,0,56,3,75,4,3,3,0,0,3,4,36,0,49,0,0,0,0,0,0,0,6,4,11,69,33,24,7,21,38,40,477,24,726,0,0,0,0,0,0,0,0,0,7
LGA52030,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,7,6,4,7,5,13,0,37,0,0,0,0,0,0,0,0,0,6
LGA52100,0,0,0,0,0,0,0,0,0,0,3,3,4,4,12,5,0,7,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,10,0,0,0,0,3,0,0,4,0,4,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,16,0,5,0,42,0,0,0,0,0,0,0,0,0,3
LGA52170,0,0,0,0,0,0,0,0,0,4,11,126,80,24,47,33,8,12,3,346,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,4,4,0,8,0,29,0,0,0,0,0,0,0,0,0,4
LGA52240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,6,4,3,0,0,15,0,0,0,5,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,6,3,6,10,17,10,14,0,65,0,0,0,0,0,0,0,0,0,4
LGA52310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,5,9,0,24,0,0,0,0,0,0,0,0,0,0
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,9,0,12,5,0,0,0,0,4,0,18,0,27,4,0,0,0,0,0,0,51,0,65,0,0,0,0,0,0,4,18,0,13,0,0,0,0,0,0,0,14,0,17,0,0,0,0,0,0,0,0,0,0,11,0,3,6,6,5,9,110,3,156,0,0,0,0,0,0,0,0,0,0
