POW_LGA_CODE_2021,Mng_NNI_A_15_19,Mng_NNI_A_20_24,Mng_NNI_A_25_34,Mng_NNI_A_35_44,Mng_NNI_A_45_54,Mng_NNI_A_55_64,Mng_NNI_A_65_74,Mng_NNI_A_75ov,Mng_NNI_Tot,Mng_1_149_A_15_19,Mng_1_149_A_20_24,Mng_1_149_A_25_34,Mng_1_149_A_35_44,Mng_1_149_A_45_54,Mng_1_149_A_55_64,Mng_1_149_A_65_74,Mng_1_149_A_75ov,Mng_1_149_Tot,Mng_150_299_A_15_19,Mng_150_299_A_20_24,Mng_150_299_A_25_34,Mng_150_299_A_35_44,Mng_150_299_A_45_54,Mng_150_299_A_55_64,Mng_150_299_A_65_74,Mng_150_299_A_75ov,Mng_150_299_Tot,Mng_300_399_A_15_19,Mng_300_399_A_20_24,Mng_300_399_A_25_34,Mng_300_399_A_35_44,Mng_300_399_A_45_54,Mng_300_399_A_55_64,Mng_300_399_A_65_74,Mng_300_399_A_75ov,Mng_300_399_Tot,Mng_400_499_A_15_19,Mng_400_499_A_20_24,Mng_400_499_A_25_34,Mng_400_499_A_35_44,Mng_400_499_A_45_54,Mng_400_499_A_55_64,Mng_400_499_A_65_74,Mng_400_499_A_75ov,Mng_400_499_Tot,Mng_500_649_A_15_19,Mng_500_649_A_20_24,Mng_500_649_A_25_34,Mng_500_649_A_35_44,Mng_500_649_A_45_54,Mng_500_649_A_55_64,Mng_500_649_A_65_74,Mng_500_649_A_75ov,Mng_500_649_Tot,Mng_650_799_A_15_19,Mng_650_799_A_20_24,Mng_650_799_A_25_34,Mng_650_799_A_35_44,Mng_650_799_A_45_54,Mng_650_799_A_55_64,Mng_650_799_A_65_74,Mng_650_799_A_75ov,Mng_650_799_Tot,Mng_800_999_A_15_19,Mng_800_999_A_20_24,Mng_800_999_A_25_34,Mng_800_999_A_35_44,Mng_800_999_A_45_54,Mng_800_999_A_55_64,Mng_800_999_A_65_74,Mng_800_999_A_75ov,Mng_800_999_Tot,Mng_1000_1249_A_15_19,Mng_1000_1249_A_20_24,Mng_1000_1249_A_25_34,Mng_1000_1249_A_35_44,Mng_1000_1249_A_45_54,Mng_1000_1249_A_55_64,Mng_1000_1249_A_65_74,Mng_1000_1249_A_75ov,Mng_1000_1249_Tot,Mng_1250_1499_A_15_19,Mng_1250_1499_A_20_24,Mng_1250_1499_A_25_34,Mng_1250_1499_A_35_44,Mng_1250_1499_A_45_54,Mng_1250_1499_A_55_64,Mng_1250_1499_A_65_74,Mng_1250_1499_A_75ov,Mng_1250_1499_Tot,Mng_1500_1749_A_15_19,Mng_1500_1749_A_20_24,Mng_1500_1749_A_25_34,Mng_1500_1749_A_35_44,Mng_1500_1749_A_45_54,Mng_1500_1749_A_55_64,Mng_1500_1749_A_65_74,Mng_1500_1749_A_75ov,Mng_1500_1749_Tot,Mng_1750_1999_A_15_19,Mng_1750_1999_A_20_24,Mng_1750_1999_A_25_34,Mng_1750_1999_A_35_44,Mng_1750_1999_A_45_54,Mng_1750_1999_A_55_64,Mng_1750_1999_A_65_74,Mng_1750_1999_A_75ov,Mng_1750_1999_Tot,Mng_2000_2999_A_15_19,Mng_2000_2999_A_20_24,Mng_2000_2999_A_25_34,Mng_2000_2999_A_35_44,Mng_2000_2999_A_45_54,Mng_2000_2999_A_55_64,Mng_2000_2999_A_65_74,Mng_2000_2999_A_75ov,Mng_2000_2999_Tot,Mng_3000_3499_A_15_19,Mng_3000_3499_A_20_24,Mng_3000_3499_A_25_34,Mng_3000_3499_A_35_44,Mng_3000_3499_A_45_54,Mng_3000_3499_A_55_64,Mng_3000_3499_A_65_74,Mng_3000_3499_A_75ov,Mng_3000_3499_Tot,Mng_3500mo_A_15_19,Mng_3500mo_A_20_24,Mng_3500mo_A_25_34,Mng_3500mo_A_35_44,Mng_3500mo_A_45_54,Mng_3500mo_A_55_64,Mng_3500mo_A_65_74,Mng_3500mo_A_75ov,Mng_3500mo_Tot,Mng_PINS_A_15_19,Mng_PINS_A_20_24,Mng_PINS_A_25_34,Mng_PINS_A_35_44,Mng_PINS_A_45_54,Mng_PINS_A_55_64,Mng_PINS_A_65_74,Mng_PINS_A_75ov,Mng_PINS_Tot,Mng_Tot_A_15_19,Mng_Tot_A_20_24,Mng_Tot_A_25_34,Mng_Tot_A_35_44,Mng_Tot_A_45_54,Mng_Tot_A_55_64,Mng_Tot_A_65_74,Mng_Tot_A_75ov,Mng_Tot_Tot,Pro_NNI_A_15_19,Pro_NNI_A_20_24,Pro_NNI_A_25_34,Pro_NNI_A_35_44,Pro_NNI_A_45_54,Pro_NNI_A_55_64,Pro_NNI_A_65_74,Pro_NNI_A_75ov,Pro_NNI_Tot,Pro_1_149_A_15_19,Pro_1_149_A_20_24,Pro_1_149_A_25_34,Pro_1_149_A_35_44,Pro_1_149_A_45_54,Pro_1_149_A_55_64,Pro_1_149_A_65_74,Pro_1_149_A_75ov,Pro_1_149_Tot,Pro_150_299_A_15_19,Pro_150_299_A_20_24,Pro_150_299_A_25_34,Pro_150_299_A_35_44,Pro_150_299_A_45_54,Pro_150_299_A_55_64,Pro_150_299_A_65_74,Pro_150_299_A_75ov,Pro_150_299_Tot,Pro_300_399_A_15_19,Pro_300_399_A_20_24,Pro_300_399_A_25_34,Pro_300_399_A_35_44,Pro_300_399_A_45_54,Pro_300_399_A_55_64,Pro_300_399_A_65_74,Pro_300_399_A_75ov,Pro_300_399_Tot,Pro_400_499_A_15_19,Pro_400_499_A_20_24,Pro_400_499_A_25_34,Pro_400_499_A_35_44,Pro_400_499_A_45_54,Pro_400_499_A_55_64,Pro_400_499_A_65_74,Pro_400_499_A_75ov,Pro_400_499_Tot,Pro_500_649_A_15_19,Pro_500_649_A_20_24
LGA55180,0,0,0,5,4,13,9,0,34,0,0,5,0,0,0,7,5,10,0,0,0,3,4,4,7,3,21,0,0,4,3,0,10,6,4,36,0,4,4,4,0,8,13,7,41,0,0,9,9,16,14,15,3,68,0,6,8,9,12,20,12,5,61,0,4,17,19,21,28,10,3,101,0,0,18,18,36,26,10,4,106,0,3,12,17,21,20,7,0,89,0,0,8,29,28,16,12,5,96,0,0,8,11,19,15,7,5,62,0,0,3,20,40,31,14,3,102,0,0,4,6,5,6,0,3,21,0,0,4,5,6,6,6,0,26,0,0,0,0,4,6,7,0,20,8,16,92,151,219,225,145,49,896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,3,5,0,0,0,10,0,0,0,7,3,9,0,0,18,0,0
LGA55250,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,4,0,0,5,5,3,13,0,0,0,0,5,3,0,0,9,0,0,0,3,0,0,0,0,8,0,0,0,4,3,0,0,0,14,0,0,0,4,13,8,3,0,33,0,0,0,0,3,4,0,0,7,0,0,4,15,11,14,3,0,45,0,0,0,0,0,0,0,0,0,0,0,16,39,49,36,15,4,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55320,0,0,5,6,7,3,7,0,32,15,4,0,8,5,5,0,0,28,5,4,7,8,4,14,8,0,47,0,6,3,12,7,8,6,0,50,3,11,10,19,16,11,8,0,77,5,11,23,23,24,28,11,4,125,0,24,43,34,29,37,5,3,174,0,41,86,72,54,48,15,4,323,0,48,151,128,79,72,19,6,508,0,16,123,96,83,57,22,3,402,0,3,71,108,125,81,31,3,418,0,0,54,67,86,49,13,0,274,0,3,129,264,281,195,46,3,928,0,0,22,82,113,60,17,0,298,0,0,32,193,278,192,30,8,740,0,0,7,3,9,3,0,0,22,38,170,762,1119,1203,864,248,46,4447,0,5,10,14,3,4,4,0,42,53,27,19,15,17,14,6,0,149,15,42,40,36,20,30,11,3,201,5,32,51,41,40,26,21,0,221,0,33,42,54,46,52,22,3,252,5,40
LGA55390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,6,9,5,4,0,18,0,0,0,0,0,3,0,0,3,0,0,0,20,11,5,0,0,34,0,0,0,0,0,0,0,0,0,0,0,6,25,25,15,9,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
LGA55460,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,5,8,3,5,0,23,0,0,0,8,0,5,0,0,16,0,0,5,3,12,3,0,0,23,0,0,5,4,3,9,3,0,31,0,0,4,9,4,0,0,0,26,0,0,3,3,7,6,3,0,22,0,0,8,11,9,7,4,0,39,0,0,9,7,7,12,0,0,44,0,0,0,0,4,5,0,0,7,0,0,0,5,3,3,3,0,19,0,0,0,0,0,0,0,0,7,3,6,37,49,67,65,26,15,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
LGA55530,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0,0,0,8,0,0,5,3,0,0,0,0,10,0,0,0,3,4,0,0,0,13,0,0,0,0,0,5,0,0,10,0,0,4,3,5,0,0,0,9,0,0,3,0,0,3,0,0,8,0,0,0,0,0,4,5,0,10,0,0,0,0,0,0,0,0,0,0,5,13,21,26,24,11,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55600,0,0,0,0,0,7,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,4,3,9,0,15,0,0,0,4,0,5,4,5,16,0,0,0,0,0,8,0,3,16,0,0,10,0,13,6,4,0,33,0,0,0,7,3,9,3,3,29,0,0,5,8,4,5,7,0,27,0,0,5,16,11,3,0,0,31,0,0,3,3,11,10,6,0,40,0,0,0,0,0,4,3,0,13,0,0,0,4,5,0,3,0,17,0,0,0,0,4,4,0,4,9,0,3,22,52,59,76,39,20,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55670,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,6,0,10,0,0,0,0,3,0,4,0,6,0,0,0,0,4,3,4,0,14,0,0,4,5,7,4,0,0,20,0,0,0,0,0,3,0,0,8,0,0,0,0,0,3,0,0,6,0,0,0,3,4,4,0,0,8,0,0,5,3,9,0,0,0,18,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,3,11,12,39,28,14,7,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,5,0,0,3,9,4,3,0,0,16,0,0,7,9,0,3,0,0,20,0,0,9,6,10,5,7,0,40,0,0,8,4,4,7,5,0,19,0,0,0,0,19,5,0,0,29,0,0,4,4,0,3,0,0,16,0,0,6,18,26,13,0,0,63,0,0,0,3,6,0,0,0,12,0,0,4,11,23,14,3,0,56,0,0,0,0,0,0,0,0,0,0,7,39,64,100,65,17,0,289,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,7,0,0,3,7,3,0,0,0,12,0,7,3,12,3,3,3,0,30,0,0,8,7,4,5,4,0,22,0,0
LGA55810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,3,0,9,0,0,0,0,3,0,0,0,4,0,0,0,4,11,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,4,15,14,14,11,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55880,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,3,0,0,0,11,0,0,0,0,4,5,0,3,10,0,0,3,4,4,5,0,0,18,0,0,0,7,4,0,0,0,9,0,0,0,3,5,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,0,0,24,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,19,33,31,14,3,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55950,0,0,0,0,3,0,6,0,6,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,8,0,0,0,0,3,0,4,0,9,0,0,0,0,0,3,5,0,12,0,0,0,0,4,3,3,0,14,0,0,5,0,0,5,0,3,11,0,0,0,3,0,3,0,0,7,0,0,0,5,3,0,4,0,14,0,0,5,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,12,22,29,24,10,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
LGA56090,0,0,3,5,5,3,0,0,23,0,0,0,5,3,3,0,0,14,0,0,0,0,0,0,5,0,16,0,0,4,0,9,10,6,0,29,0,4,0,7,8,5,5,0,31,0,0,0,4,10,14,3,0,38,0,3,11,6,8,9,0,0,41,0,12,9,12,16,9,13,0,73,0,11,13,32,25,21,12,0,108,0,0,15,17,25,31,8,0,107,0,0,19,30,27,27,8,4,111,0,0,15,18,34,26,7,0,94,0,0,23,56,72,53,16,9,232,0,0,0,13,14,17,0,0,54,0,0,0,12,25,29,4,0,74,0,0,0,6,0,3,0,0,13,4,30,121,218,291,264,90,24,1048,0,0,4,4,3,4,0,0,14,0,5,3,4,3,3,0,0,24,0,4,7,7,11,11,10,0,48,4,0,0,12,4,13,0,0,33,0,3,3,9,4,9,11,6,54,0,5
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56230,0,0,0,3,0,0,3,6,20,0,0,0,4,0,0,4,0,5,0,0,0,0,3,4,4,0,9,0,3,0,3,8,3,3,0,24,0,0,0,7,3,0,3,0,16,0,5,0,3,4,7,10,6,34,0,0,0,6,9,9,6,0,30,0,0,5,8,12,9,4,4,39,3,8,14,15,12,5,5,10,61,0,4,5,8,14,11,6,0,48,0,0,3,13,21,6,7,3,59,0,0,8,11,16,9,0,0,37,0,0,14,30,44,34,11,0,128,0,0,14,15,17,8,3,0,57,0,0,0,23,30,28,5,0,93,0,0,0,0,0,3,0,0,3,3,16,79,155,183,148,67,29,683,0,0,0,0,0,4,0,0,4,0,0,4,5,0,0,0,0,10,5,0,5,6,0,3,4,0,14,0,0,0,0,4,4,4,0,14,0,0,4,6,0,3,4,0,12,0,0
LGA56300,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,3,0,0,0,0,0,5,0,0,7,0,0,0,0,3,0,5,0,12,0,0,3,0,5,0,0,3,15,0,0,0,3,0,4,4,6,14,0,0,0,4,6,3,4,0,16,0,0,0,3,7,3,5,3,20,0,0,0,10,0,6,5,0,14,0,0,0,4,0,0,6,0,12,0,0,0,0,0,0,3,0,9,0,0,0,4,4,5,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,3,3,13,33,29,26,36,14,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
LGA56370,0,0,0,3,5,6,0,0,10,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,4,0,0,3,0,12,0,0,3,0,0,5,0,0,15,0,0,0,0,9,7,0,0,22,0,0,9,4,6,11,0,0,28,0,0,3,0,0,0,0,0,8,0,0,3,4,6,0,0,0,16,0,0,5,0,0,4,0,0,14,0,0,0,4,4,0,0,0,12,0,0,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,28,22,33,40,19,6,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56460,0,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,4,4,0,9,0,0,0,0,3,3,6,3,13,0,0,7,3,0,3,6,0,23,0,0,4,0,3,9,6,0,20,0,0,9,7,4,0,6,5,27,0,0,4,8,5,3,9,0,38,0,0,0,13,8,5,4,0,32,0,0,0,7,10,11,4,0,37,0,0,3,9,11,5,3,0,33,0,0,4,8,21,21,0,0,60,0,0,0,0,6,0,0,0,16,0,0,0,0,3,0,5,0,10,0,0,0,0,0,0,4,0,9,0,0,38,65,87,81,61,12,337,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,4,0,15,0,0
LGA56580,0,0,0,5,3,5,0,3,11,4,0,0,5,0,0,0,0,12,0,0,3,0,0,0,0,0,11,0,4,0,8,8,5,0,0,26,0,3,3,6,0,4,8,0,25,0,4,9,8,3,15,0,0,47,0,6,9,7,9,12,3,0,40,0,3,24,13,12,14,9,0,67,0,11,33,28,20,19,7,0,125,0,5,43,30,27,20,12,0,131,0,0,22,38,27,31,17,0,134,0,0,32,30,42,22,9,0,139,0,0,51,116,133,84,23,0,404,0,0,10,31,42,36,9,0,134,0,0,18,31,99,81,32,7,267,0,0,0,0,0,0,0,0,7,11,40,248,343,435,346,125,16,1568,0,0,4,9,4,0,0,0,15,8,6,3,4,6,0,6,0,36,5,16,6,12,0,6,8,0,50,3,13,11,12,8,13,7,0,60,0,7,13,11,14,8,12,0,71,0,8
LGA56620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,5,6,0,10,0,0,15,0,0,0,0,0,0,5,0,10,0,0,0,3,0,0,0,0,4,0,0,0,3,3,5,0,0,16,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,16,9,18,4,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56730,0,0,0,0,7,3,4,0,18,0,0,0,0,6,0,0,0,7,0,0,0,0,5,3,0,0,11,0,0,0,0,0,3,0,3,17,0,0,0,6,0,5,3,6,21,0,0,3,0,0,6,13,5,33,0,0,0,0,10,7,5,4,25,0,0,9,7,9,21,10,0,51,0,6,13,14,19,18,6,6,73,0,0,14,6,12,20,5,0,50,0,4,9,15,14,15,0,0,64,0,0,9,8,16,22,11,0,63,0,0,12,28,55,38,10,3,143,0,0,0,9,6,15,3,0,28,0,0,0,8,16,6,4,0,34,0,0,0,0,0,3,4,0,12,3,17,70,107,177,177,81,27,655,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,4,10,5,0,0,0,21,0,0
LGA56790,0,0,0,4,10,3,5,3,20,0,0,0,0,0,0,0,0,4,0,3,3,0,0,3,3,0,12,0,0,0,0,3,5,6,5,17,0,0,0,0,8,0,4,3,21,0,0,0,3,0,7,3,0,16,0,0,0,7,9,7,4,4,27,0,3,7,8,8,6,0,0,28,0,0,7,11,9,17,8,0,47,0,0,0,3,5,5,9,0,22,0,0,4,12,5,6,3,0,28,0,0,5,3,0,0,6,0,8,0,0,6,3,7,10,0,0,23,0,0,0,0,7,11,0,0,16,0,0,0,3,0,5,0,0,16,0,0,0,0,0,6,0,0,5,0,9,27,50,66,94,45,18,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,6,0,0
LGA56860,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,9,0,0,0,0,0,4,0,0,6,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,5,4,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,6,0,0,0,3,0,8,0,0,5,0,0,0,0,0,7,0,0,10,6,3,0,0,0,18,0,0,6,6,5,7,4,0,17,0,0,0,4,8,0,0,0,16,0,0,5,3,3,10,0,0,24,0,0,0,0,3,3,0,0,9,0,0,0,3,6,9,8,0,33,0,0,0,0,0,0,0,0,0,0,3,32,24,34,31,11,3,138,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,8,9,10,4,0,0,0,0,0,22,0,7,0,0,4,0,0,0,11,4,4,0,3,0,0,0,0,9,0,3
LGA57000,0,0,0,0,0,4,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,3,0,0,0,0,0,3,0,0,7,0,0,0,0,0,5,4,0,9,0,0,3,3,3,0,3,0,16,0,0,0,6,0,0,3,0,8,0,0,0,0,0,3,0,0,12,0,0,0,0,0,7,0,3,6,0,0,3,3,9,3,0,0,16,0,0,0,4,3,3,0,0,10,0,0,0,9,5,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,10,30,23,30,18,13,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57080,0,0,8,15,12,5,0,0,46,5,10,8,9,12,3,0,0,41,5,10,14,18,4,13,5,0,57,4,12,15,21,14,15,7,4,82,4,19,19,18,13,22,14,6,114,8,28,49,52,37,26,9,5,208,6,29,81,88,54,35,26,0,328,0,82,248,155,90,55,25,3,663,4,101,450,311,177,91,37,7,1178,0,83,508,403,240,146,44,3,1424,0,38,524,566,353,245,56,8,1778,0,14,424,598,447,252,53,3,1782,0,16,1041,2334,2002,1090,177,8,6674,0,0,272,933,961,468,73,9,2716,0,0,395,2851,3531,1697,280,29,8783,0,0,13,31,30,18,0,0,86,39,434,4067,8399,7966,4173,809,69,25957,4,9,23,18,17,13,12,0,90,20,54,23,29,11,21,8,0,165,24,118,47,27,21,21,12,4,271,11,112,95,61,33,37,23,4,373,14,95,100,95,35,44,22,14,418,6,163
LGA57140,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,3,3,0,5,11,0,0,0,0,0,3,0,3,12,0,0,0,0,3,0,3,0,12,0,0,3,4,4,0,5,0,14,0,0,0,0,0,0,5,0,10,0,0,0,0,6,3,3,0,12,0,0,0,0,0,0,0,0,8,0,0,0,3,5,4,0,0,16,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,3,8,0,0,0,4,0,0,0,0,5,0,6,11,19,26,33,17,10,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
