POW_LGA_CODE_2021,AGFF_Bf_91,AGFF_91_95,AGFF_96_00,AGFF_01_05,AGFF_06_10,AGFF_11_15,AGFF_16_20,AGFF_2021,AGFF_NS,AGFF_Tot,Min_Bf_91,Min_91_95,Min_96_00,Min_01_05,Min_06_10,Min_11_15,Min_16_20,Min_2021,Min_NS,Min_Tot,Mnf_Bf_91,Mnf_91_95,Mnf_96_00,Mnf_01_05,Mnf_06_10,Mnf_11_15,Mnf_16_20,Mnf_2021,Mnf_NS,Mnf_Tot,EGWWS_Bf_91,EGWWS_91_95,EGWWS_96_00,EGWWS_01_05,EGWWS_06_10,EGWWS_11_15,EGWWS_16_20,EGWWS_2021,EGWWS_NS,EGWWS_Tot,Const_Bf_91,Const_91_95,Const_96_00,Const_01_05,Const_06_10,Const_11_15,Const_16_20,Const_2021,Const_NS,Const_Tot,WST_Bf_91,WST_91_95,WST_96_00,WST_01_05,WST_06_10,WST_11_15,WST_16_20,WST_2021,WST_NS,WST_Tot,RetT_Bf_91,RetT_91_95,RetT_96_00,RetT_01_05,RetT_06_10,RetT_11_15,RetT_16_20,RetT_2021,RetT_NS,RetT_Tot,AcFd_Bf_91,AcFd_91_95,AcFd_96_00,AcFd_01_05,AcFd_06_10,AcFd_11_15,AcFd_16_20,AcFd_2021,AcFd_NS,AcFd_Tot,TPW_Bf_91,TPW_91_95,TPW_96_00,TPW_01_05,TPW_06_10,TPW_11_15,TPW_16_20,TPW_2021,TPW_NS,TPW_Tot,IMT_Bf_91,IMT_91_95,IMT_96_00,IMT_01_05,IMT_06_10,IMT_11_15,IMT_16_20,IMT_2021,IMT_NS,IMT_Tot,FinIns_Bf_91,FinIns_91_95,FinIns_96_00,FinIns_01_05,FinIns_06_10,FinIns_11_15,FinIns_16_20,FinIns_2021,FinIns_NS,FinIns_Tot,RHRE_Bf_91,RHRE_91_95,RHRE_96_00,RHRE_01_05,RHRE_06_10,RHRE_11_15,RHRE_16_20,RHRE_2021,RHRE_NS,RHRE_Tot,ProSTS_Bf_91,ProSTS_91_95,ProSTS_96_00,ProSTS_01_05,ProSTS_06_10,ProSTS_11_15,ProSTS_16_20,ProSTS_2021,ProSTS_NS,ProSTS_Tot,AdSup_Bf_91,AdSup_91_95,AdSup_96_00,AdSup_01_05,AdSup_06_10,AdSup_11_15,AdSup_16_20,AdSup_2021,AdSup_NS,AdSup_Tot,PubAS_Bf_91,PubAS_91_95,PubAS_96_00,PubAS_01_05,PubAS_06_10,PubAS_11_15,PubAS_16_20,PubAS_2021,PubAS_NS,PubAS_Tot,EducTraining_Bf_91,EducTraining_91_95,EducTraining_96_00,EducTraining_01_05,EducTraining_06_10,EducTraining_11_15,EducTraining_16_20,EducTraining_2021,EducTraining_NS,EducTraining_Tot,HlthCareSocAssist_Bf_91,HlthCareSocAssist_91_95,HlthCareSocAssist_96_00,HlthCareSocAssist_01_05,HlthCareSocAssist_06_10,HlthCareSocAssist_11_15,HlthCareSocAssist_16_20,HlthCareSocAssist_2021,HlthCareSocAssist_NS,HlthCareSocAssist_Tot,ArtsRecreation_Bf_91,ArtsRecreation_91_95,ArtsRecreation_96_00,ArtsRecreation_01_05,ArtsRecreation_06_10,ArtsRecreation_11_15,ArtsRecreation_16_20,ArtsRecreation_2021,ArtsRecreation_NS,ArtsRecreation_Tot,OthServices_Bf_91,OthServices_91_95,OthServices_96_00,OthServices_01_05,OthServices_06_10,OthServices_11_15,OthServices_16_20,OthServices_2021,OthServices_NS,OthServices_Tot,ID_NS_Bf_91,ID_NS_91_95,ID_NS_96_00,ID_NS_01_05,ID_NS_06_10,ID_NS_11_15,ID_NS_16_20,ID_NS_2021,ID_NS_NS,ID_NS_Tot
LGA50840,9,0,0,0,4,5,0,0,0,29,45,6,7,9,17,9,6,0,0,105,11,0,0,3,0,0,0,0,0,15,4,0,0,0,9,0,0,0,0,16,24,0,0,3,8,3,0,0,0,45,5,0,0,0,0,0,0,0,0,5,9,5,0,4,4,0,0,0,0,25,16,0,0,3,8,4,0,0,0,37,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,7,13,0,0,0,4,3,0,0,0,22,3,0,0,0,0,0,0,0,0,9,10,0,0,0,3,3,0,0,0,19,9,0,0,0,3,5,0,0,0,23,34,5,0,5,5,5,3,0,0,65,9,0,0,0,0,0,0,0,0,9,12,0,0,0,6,0,0,0,0,19,8,0,0,0,5,0,0,0,0,13
LGA50910,7,0,0,6,7,4,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,5,3,0,0,0,0,3,0,0,0,4,3,0,0,0,3,5,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA50980,11,0,0,6,4,12,44,3,0,83,5,0,0,0,0,4,3,0,0,15,9,0,0,0,10,13,13,0,0,39,5,0,0,0,3,8,0,0,0,17,17,8,3,3,23,9,10,0,5,74,4,0,0,0,8,3,0,0,0,14,39,5,8,17,28,32,42,0,4,172,31,7,6,13,45,66,224,4,8,416,45,4,10,12,28,22,23,0,3,146,4,0,0,0,3,0,0,0,0,10,10,0,0,3,0,5,0,0,0,17,3,3,0,0,5,4,3,0,0,21,20,0,6,7,8,9,3,0,0,47,15,4,5,9,8,17,21,0,0,79,50,7,5,9,27,16,5,0,3,130,57,9,15,23,33,26,19,0,5,179,91,21,24,38,94,84,44,0,10,393,12,0,0,0,9,0,4,0,0,32,21,0,0,0,13,11,13,3,5,63,10,0,8,4,19,20,18,0,11,84
LGA51080,0,0,4,0,0,0,7,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51120,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51190,13,0,0,8,12,7,14,0,0,53,33,0,5,7,25,24,7,0,3,114,101,10,25,35,101,96,101,0,14,479,28,4,5,15,40,18,3,0,3,110,137,20,41,55,112,80,28,0,6,485,33,7,8,12,31,20,5,0,0,112,155,17,20,58,112,110,70,0,11,557,39,4,17,35,97,133,97,0,4,431,97,6,14,27,59,40,25,0,9,279,13,0,3,6,16,10,3,0,0,46,27,0,6,3,12,8,0,0,0,73,32,5,4,8,12,13,9,0,0,83,70,13,10,24,62,47,19,0,5,251,46,8,7,15,38,30,19,0,0,169,160,18,35,44,71,53,11,0,3,400,144,18,41,49,79,65,15,0,8,421,441,61,97,181,364,311,210,7,25,1691,12,0,3,5,11,8,5,0,0,45,58,10,10,26,50,27,14,0,7,201,48,3,11,18,43,29,22,0,14,187
LGA51260,40,10,8,15,23,32,28,5,9,170,8,0,3,0,0,3,0,0,0,17,73,10,25,20,49,68,53,0,3,311,11,0,0,0,12,8,0,0,0,28,81,16,11,28,30,25,11,0,7,205,27,0,9,3,0,5,4,0,0,47,141,16,21,33,72,62,25,0,3,372,112,24,35,55,133,185,159,0,19,731,47,0,10,5,10,10,0,0,4,85,3,0,0,0,5,0,0,0,0,17,18,5,0,6,9,0,0,0,0,31,22,0,0,13,7,12,6,0,0,58,73,9,20,16,26,27,9,0,0,173,44,9,10,9,20,23,20,0,0,133,45,7,9,12,25,12,7,0,0,110,126,21,27,28,58,26,8,0,3,294,203,37,50,70,120,102,66,0,8,654,22,3,5,6,0,6,3,0,7,49,38,5,11,22,19,24,16,0,0,132,41,9,4,10,24,17,9,0,12,127
LGA51310,8,0,5,0,9,4,0,0,0,19,22,3,0,6,9,13,4,0,0,53,34,3,19,14,21,33,26,0,0,143,0,0,0,0,0,0,0,0,0,0,56,17,22,29,40,46,15,0,0,220,9,4,0,9,10,8,5,0,0,48,65,10,20,34,66,46,70,0,0,302,39,19,17,55,93,106,153,0,8,491,4,0,0,0,8,4,5,0,0,21,12,3,3,0,0,0,0,0,0,19,54,9,6,19,29,20,8,0,0,153,26,6,3,9,3,12,4,0,4,69,168,37,57,71,96,84,71,0,0,595,24,10,8,9,16,15,44,0,0,127,34,13,11,15,30,22,10,0,0,129,136,39,48,55,75,61,45,0,3,453,609,145,213,254,506,407,296,9,15,2451,21,5,7,24,30,22,14,0,0,125,44,12,17,17,30,29,28,0,0,176,32,14,20,35,30,35,40,0,13,218
LGA51330,32,4,4,7,33,31,37,0,0,148,247,68,77,113,266,194,111,5,12,1091,846,183,215,321,913,689,384,4,40,3603,73,18,18,34,65,60,29,0,0,293,453,82,137,216,519,433,211,0,26,2072,586,93,136,189,519,383,246,4,18,2186,522,133,130,309,706,587,443,4,31,2870,147,44,61,116,420,407,499,3,18,1715,511,107,157,241,614,536,518,4,32,2726,24,9,10,26,52,33,22,0,0,171,80,12,28,34,64,28,18,0,4,258,112,29,30,40,101,86,55,0,0,457,262,68,82,137,259,265,153,6,3,1232,129,26,41,77,156,142,192,3,4,768,285,46,64,92,169,106,55,0,6,830,441,87,120,151,275,198,114,0,7,1390,621,140,192,305,739,554,339,0,18,2909,45,7,13,18,41,35,21,0,0,170,283,58,88,93,337,310,207,4,19,1398,405,106,133,208,562,463,331,3,85,2290
LGA51400,11,0,3,3,10,3,7,0,0,47,16,3,4,4,12,0,3,0,0,40,4,0,0,6,15,18,10,0,0,61,4,0,0,0,0,0,0,0,0,6,18,4,5,13,11,8,3,0,0,59,3,0,0,0,3,0,3,0,0,12,19,5,0,6,10,12,6,0,0,53,7,0,0,5,11,18,3,0,0,54,6,0,0,0,3,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,8,3,0,0,5,0,0,0,0,0,18,9,0,0,0,11,3,4,0,0,37,3,0,0,0,0,6,0,0,0,19,42,4,13,14,32,18,9,0,4,143,19,7,6,6,16,18,5,0,0,75,9,0,7,4,4,0,3,0,0,20,19,5,5,17,9,10,6,0,0,70,8,0,0,0,10,5,3,0,0,32
LGA51470,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6
LGA51540,85,10,15,11,8,13,50,3,13,214,11,0,3,4,10,4,0,0,0,34,6,0,0,0,0,0,0,0,0,11,0,0,0,0,5,0,0,0,0,5,7,0,3,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,3,18,0,0,0,9,11,13,0,0,58,11,0,3,3,4,15,28,0,4,84,17,0,0,0,0,0,6,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,3,0,0,10,3,0,0,0,0,4,14,0,3,33,16,0,4,0,10,15,3,0,0,47,9,0,3,3,6,6,6,0,0,35,24,0,5,6,16,15,9,0,3,82,3,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,4,0,0,10,11,0,0,3,0,3,13,0,0,25
LGA51610,9,0,0,0,7,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
LGA51680,25,4,5,3,3,6,11,0,0,65,23,3,7,6,20,11,3,0,0,82,11,0,4,0,5,6,0,0,0,17,0,0,0,0,0,0,0,0,0,5,10,0,0,0,8,8,3,0,0,33,9,0,0,3,0,0,0,0,0,12,0,0,0,6,8,6,3,0,0,20,10,0,0,8,6,4,0,0,0,23,10,0,0,0,3,3,0,0,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,6,0,4,4,4,0,0,0,0,16,4,0,4,8,0,0,5,0,0,21,5,0,0,4,0,10,0,0,0,21,13,0,0,0,9,4,0,0,0,33,0,0,0,3,0,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,7,0,0,0,14,6,0,0,4,0,4,8,0,5,27
LGA51710,0,0,0,0,0,0,0,0,0,0,30,0,0,0,4,8,4,0,0,50,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,5,0,0,0,14,14,0,0,0,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,10,10,4,0,0,0,3,5,0,0,22,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,19,4,0,3,7,7,0,0,0,47,66,4,3,15,23,21,3,0,5,142,12,0,0,0,0,0,3,0,0,18,5,0,0,3,0,0,6,0,0,20,6,0,0,0,0,0,0,0,0,5,3,0,0,0,0,4,0,0,0,3,6,0,0,3,0,0,0,0,4,21
