POW_LGA_CODE_2021,AGFF_Bf_91,AGFF_91_95,AGFF_96_00,AGFF_01_05,AGFF_06_10,AGFF_11_15,AGFF_16_20,AGFF_2021,AGFF_NS,AGFF_Tot,Min_Bf_91,Min_91_95,Min_96_00,Min_01_05,Min_06_10,Min_11_15,Min_16_20,Min_2021,Min_NS,Min_Tot,Mnf_Bf_91,Mnf_91_95,Mnf_96_00,Mnf_01_05,Mnf_06_10,Mnf_11_15,Mnf_16_20,Mnf_2021,Mnf_NS,Mnf_Tot,EGWWS_Bf_91,EGWWS_91_95,EGWWS_96_00,EGWWS_01_05,EGWWS_06_10,EGWWS_11_15,EGWWS_16_20,EGWWS_2021,EGWWS_NS,EGWWS_Tot,Const_Bf_91,Const_91_95,Const_96_00,Const_01_05,Const_06_10,Const_11_15,Const_16_20,Const_2021,Const_NS,Const_Tot,WST_Bf_91,WST_91_95,WST_96_00,WST_01_05,WST_06_10,WST_11_15,WST_16_20,WST_2021,WST_NS,WST_Tot,RetT_Bf_91,RetT_91_95,RetT_96_00,RetT_01_05,RetT_06_10,RetT_11_15,RetT_16_20,RetT_2021,RetT_NS,RetT_Tot,AcFd_Bf_91,AcFd_91_95,AcFd_96_00,AcFd_01_05,AcFd_06_10,AcFd_11_15,AcFd_16_20,AcFd_2021,AcFd_NS,AcFd_Tot,TPW_Bf_91,TPW_91_95,TPW_96_00,TPW_01_05,TPW_06_10,TPW_11_15,TPW_16_20,TPW_2021,TPW_NS,TPW_Tot,IMT_Bf_91,IMT_91_95,IMT_96_00,IMT_01_05,IMT_06_10,IMT_11_15,IMT_16_20,IMT_2021,IMT_NS,IMT_Tot,FinIns_Bf_91,FinIns_91_95,FinIns_96_00,FinIns_01_05,FinIns_06_10,FinIns_11_15,FinIns_16_20,FinIns_2021,FinIns_NS,FinIns_Tot,RHRE_Bf_91,RHRE_91_95,RHRE_96_00,RHRE_01_05,RHRE_06_10,RHRE_11_15,RHRE_16_20,RHRE_2021,RHRE_NS,RHRE_Tot,ProSTS_Bf_91,ProSTS_91_95,ProSTS_96_00,ProSTS_01_05,ProSTS_06_10,ProSTS_11_15,ProSTS_16_20,ProSTS_2021,ProSTS_NS,ProSTS_Tot,AdSup_Bf_91,AdSup_91_95,AdSup_96_00,AdSup_01_05,AdSup_06_10,AdSup_11_15,AdSup_16_20,AdSup_2021,AdSup_NS,AdSup_Tot,PubAS_Bf_91,PubAS_91_95,PubAS_96_00,PubAS_01_05,PubAS_06_10,PubAS_11_15,PubAS_16_20,PubAS_2021,PubAS_NS,PubAS_Tot,EducTraining_Bf_91,EducTraining_91_95,EducTraining_96_00,EducTraining_01_05,EducTraining_06_10,EducTraining_11_15,EducTraining_16_20,EducTraining_2021,EducTraining_NS,EducTraining_Tot,HlthCareSocAssist_Bf_91,HlthCareSocAssist_91_95,HlthCareSocAssist_96_00,HlthCareSocAssist_01_05,HlthCareSocAssist_06_10,HlthCareSocAssist_11_15,HlthCareSocAssist_16_20,HlthCareSocAssist_2021,HlthCareSocAssist_NS,HlthCareSocAssist_Tot,ArtsRecreation_Bf_91,ArtsRecreation_91_95,ArtsRecreation_96_00,ArtsRecreation_01_05,ArtsRecreation_06_10,ArtsRecreation_11_15,ArtsRecreation_16_20,ArtsRecreation_2021,ArtsRecreation_NS,ArtsRecreation_Tot,OthServices_Bf_91,OthServices_91_95,OthServices_96_00,OthServices_01_05,OthServices_06_10,OthServices_11_15,OthServices_16_20,OthServices_2021,OthServices_NS,OthServices_Tot,ID_NS_Bf_91,ID_NS_91_95,ID_NS_96_00,ID_NS_01_05,ID_NS_06_10,ID_NS_11_15,ID_NS_16_20,ID_NS_2021,ID_NS_NS,ID_NS_Tot
LGA53780,15,0,5,0,7,0,6,0,4,38,49,13,12,29,53,55,18,0,0,240,169,35,35,44,151,116,76,0,8,627,6,5,5,8,18,8,4,0,0,46,269,57,65,99,256,244,79,3,12,1087,67,6,16,21,63,59,25,0,0,265,276,63,83,135,269,257,178,3,15,1272,72,17,32,56,321,221,161,0,12,897,162,36,52,68,232,169,124,0,9,849,6,0,0,0,13,15,12,0,0,50,40,10,15,6,24,13,8,0,0,111,68,8,6,18,40,29,8,0,0,181,119,37,47,74,140,119,65,0,3,604,89,14,20,29,72,78,75,0,6,382,274,59,73,74,163,117,50,0,8,821,495,86,117,185,285,181,77,0,9,1436,394,104,117,223,577,475,246,0,18,2166,20,6,9,8,15,15,10,0,0,74,169,34,46,58,146,165,84,3,7,710,128,30,36,64,199,162,95,3,33,748
LGA53800,39,6,8,7,11,4,19,6,3,89,18,3,3,11,18,16,8,0,0,77,28,5,6,4,7,11,8,0,0,69,11,0,0,6,9,3,0,0,0,33,44,7,8,18,42,21,18,5,6,168,21,0,4,3,8,13,3,0,0,62,92,7,25,24,60,77,22,0,3,311,36,10,5,21,76,87,61,0,8,305,75,7,12,21,39,54,4,0,4,214,6,0,0,4,0,0,3,0,0,14,16,0,0,0,9,5,0,0,0,32,5,0,0,0,5,4,5,0,0,23,37,10,8,11,29,29,15,0,0,143,21,6,5,7,8,23,5,0,0,84,69,11,17,20,64,45,6,0,3,232,127,17,32,42,96,41,24,0,6,372,173,28,58,74,195,179,123,0,9,847,10,0,0,0,0,3,4,0,0,19,32,8,8,8,32,24,19,0,4,125,29,7,4,9,18,26,14,0,4,103
LGA53920,0,0,0,0,0,0,0,0,0,3,13,8,4,9,11,8,7,0,0,57,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,4,0,0,4,5,0,19,6,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,4,0,0,14,3,0,0,0,5,4,0,0,0,19,13,3,5,0,9,8,4,0,0,36,11,4,4,6,4,7,8,0,0,46,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,4,0,4,8
LGA53990,26,3,0,9,14,25,72,19,40,205,36,6,9,17,46,21,12,0,0,152,52,5,10,31,67,149,186,6,0,500,8,0,3,0,11,4,0,0,0,27,110,16,36,42,60,53,14,0,0,330,0,0,0,0,6,5,7,0,0,17,36,0,6,7,25,24,15,0,0,113,15,3,6,6,29,33,22,0,0,105,12,0,0,3,15,8,3,0,0,43,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,4,26,0,0,5,14,3,7,0,0,61,15,0,7,0,4,4,8,0,0,39,22,0,11,5,13,7,0,0,0,62,105,7,14,24,38,27,14,0,3,235,22,3,11,14,38,45,26,0,3,164,5,0,4,3,4,0,4,0,0,21,14,4,3,0,6,3,0,0,0,43,15,0,8,12,21,15,19,4,11,101
LGA54060,0,0,0,0,3,0,0,0,0,8,0,0,0,0,3,0,0,0,0,5,3,0,0,0,4,3,6,0,0,17,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,11,3,0,0,0,0,0,0,0,0,3,6,0,4,0,0,0,0,0,0,11,9,3,0,4,9,0,4,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,5,0,0,0,3,0,0,0,0,14,6,0,0,0,6,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,10
LGA54130,0,0,0,4,8,0,9,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,3,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,3,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,5,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
LGA54170,10,0,3,3,8,0,4,0,0,34,49,8,9,6,13,12,7,0,4,112,86,21,30,49,66,57,27,0,6,340,12,5,0,5,29,16,10,0,0,77,360,94,96,135,274,187,65,3,11,1225,36,10,16,22,30,16,3,0,0,139,528,130,171,397,757,517,267,4,36,2809,187,63,89,274,631,520,401,0,33,2199,122,17,33,54,120,59,40,0,5,451,23,11,8,15,29,13,9,0,0,111,129,34,32,45,90,58,17,0,0,410,110,27,21,33,48,51,16,0,0,313,296,55,116,152,188,134,82,0,5,1040,162,35,46,76,114,109,138,4,0,682,397,72,96,147,260,163,80,0,6,1222,1038,222,321,454,689,453,225,0,25,3425,1267,330,460,767,1335,1038,498,15,55,5761,63,20,21,43,83,54,24,0,3,308,240,67,90,136,269,241,126,0,5,1179,154,52,66,92,171,125,80,4,29,774
LGA54200,36,4,7,5,9,7,7,0,0,75,45,8,13,11,78,32,5,0,0,195,145,40,38,73,184,122,46,0,0,651,23,6,6,13,14,16,3,0,0,80,140,27,34,38,87,99,40,0,5,471,61,11,17,24,67,50,25,0,0,251,141,23,19,48,103,73,65,0,3,480,49,11,23,33,103,89,50,0,9,363,230,43,66,85,199,167,117,0,12,916,9,0,0,0,8,0,0,0,0,30,27,4,0,5,24,9,6,0,0,77,39,3,7,5,10,13,9,0,0,93,101,11,18,29,47,23,8,0,0,240,56,9,12,20,43,30,27,0,3,201,48,3,7,14,27,13,8,0,0,124,198,30,40,58,90,73,22,0,6,510,182,30,36,62,150,133,122,5,11,724,13,0,0,10,5,3,0,0,0,29,85,9,19,25,48,43,27,0,0,250,78,4,13,33,93,61,50,0,17,354
LGA54280,0,0,0,4,0,5,0,0,0,10,215,50,94,133,319,291,238,3,26,1357,39,6,13,24,53,45,55,0,7,244,11,0,0,5,10,6,11,0,3,49,70,12,18,36,70,60,31,3,3,307,23,8,0,10,30,25,17,3,0,119,44,13,17,21,72,79,40,0,4,289,40,9,18,25,103,118,124,0,4,434,74,15,18,20,72,67,24,0,0,300,0,0,0,0,3,3,4,0,0,18,11,0,0,8,12,11,3,0,0,34,9,0,3,9,21,18,7,0,0,71,29,7,7,17,44,62,74,5,6,243,14,9,8,10,11,19,29,3,3,101,44,6,15,24,56,66,26,0,4,243,57,18,22,39,72,60,35,0,0,305,97,29,42,61,156,167,93,0,5,658,4,3,0,6,10,7,6,0,0,31,33,8,11,19,48,55,17,4,0,197,30,4,10,27,49,39,44,3,15,221
LGA54310,0,3,0,0,0,0,0,0,0,3,286,45,83,112,312,229,89,0,14,1172,24,8,4,13,22,24,26,0,0,126,20,0,0,11,10,14,14,0,3,67,86,19,41,51,139,103,52,4,9,515,11,0,6,0,13,12,9,0,0,55,29,9,7,13,46,65,62,4,5,240,50,17,9,16,80,87,110,0,21,388,62,14,19,23,53,42,25,0,8,250,7,0,0,0,0,8,0,0,0,16,0,0,0,3,9,7,0,0,0,12,16,0,0,0,12,24,12,0,0,75,26,11,7,5,30,30,10,0,0,116,46,6,17,17,42,40,35,0,9,215,56,18,10,30,62,48,16,0,3,233,52,11,19,22,48,39,20,0,3,216,45,16,28,25,89,73,46,0,3,331,0,0,3,4,6,5,0,0,0,18,21,3,0,10,31,38,20,0,0,121,34,8,12,25,47,54,41,0,14,237
LGA54340,0,0,0,0,9,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,3,4,7,35,29,42,19,0,146,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,0,0,0,4,0,5,0,4,0,15,9,0,0,3,5,0,4,0,0,37,8,0,0,0,11,0,5,0,0,33,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,5,0,0,0,3,0,0,0,0,11,5,0,0,0,4,4,0,4,0,18,10,0,4,0,3,5,0,0,0,25,12,5,0,0,11,0,0,0,0,30,25,3,0,6,13,7,11,0,4,75,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,3,0,0,14,8,0,0,0,10,6,4,0,0,27
LGA54410,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,5,0,0,0,9,3,0,0,0,0,0,0,0,0,3,3,0,0,0,4,3,11,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54480,7,0,0,0,3,3,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54550,14,8,3,0,9,5,10,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,3,0,0,0,4,0,4,0,0,11,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,9,0,0,0,0,0,0,0,0,0,3,5,0,0,3,0,3,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,3,0,0,3,3,0,0,0,3,10
LGA54620,5,4,0,0,0,0,4,0,4,21,23,3,6,5,9,12,9,0,3,69,0,0,0,0,0,0,3,0,0,4,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,4,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54690,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54760,6,0,0,0,0,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54830,32,9,15,20,88,66,30,0,3,263,105,28,27,50,107,69,31,0,6,420,483,69,87,131,330,251,88,5,13,1452,64,15,17,24,78,31,9,0,4,241,267,62,81,104,244,170,67,6,15,1008,53,13,13,15,40,51,12,0,0,206,89,11,21,29,104,88,37,0,8,386,26,7,9,24,100,79,54,0,3,296,95,11,19,31,97,54,34,0,4,355,3,0,0,0,4,6,3,0,0,14,12,0,5,0,3,0,3,0,0,28,19,0,5,3,8,14,6,0,0,58,52,11,8,25,40,41,20,0,0,193,44,6,12,14,31,26,26,0,4,175,147,35,31,51,124,80,18,0,6,492,116,26,30,47,84,74,31,0,0,415,100,15,20,38,120,156,40,3,3,498,10,0,5,0,10,5,5,0,0,35,37,5,9,9,34,33,18,0,3,159,101,28,26,30,102,77,41,0,20,423
LGA54900,20,0,0,4,5,10,4,0,4,48,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,8,0,0,0,0,3,0,6,0,0,8,0,0,0,0,0,3,3,0,0,12,0,0,3,0,0,5,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,10,3,0,0,0,6,5,0,0,0,8,4,0,0,0,0,3,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3
LGA54970,0,0,0,0,0,0,0,0,0,0,194,46,72,87,228,141,71,0,7,839,8,0,0,4,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,5,0,4,0,12,0,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,14,3,10,9,16,15,13,0,0,71,3,0,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,9,0,0,0,11,3,5,0,0,31,4,0,0,0,3,0,3,0,0,10,0,0,3,0,3,3,0,0,0,6,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,4,7,6,4,4,25
LGA55040,5,0,0,0,0,0,0,0,0,3,123,32,46,79,163,107,80,4,19,639,25,5,11,10,37,29,17,0,0,139,0,4,0,0,0,0,0,0,0,6,11,0,4,4,11,8,3,0,3,46,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,4,4,0,4,8,4,7,12,0,0,43,6,3,0,0,4,4,0,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,4,0,0,13,0,0,0,0,0,4,0,0,0,0,4,4,0,0,10,6,11,0,0,46,6,0,3,0,5,3,0,0,0,13,0,0,0,0,0,0,3,0,0,10,4,0,0,0,4,3,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,7,7,6,3,0,3,34
LGA55110,0,0,0,0,0,3,0,0,0,6,17,0,3,9,10,12,0,0,0,48,65,12,12,26,79,46,33,0,0,281,8,0,4,3,8,9,3,0,0,37,141,12,23,52,114,104,29,0,10,491,14,0,3,10,11,8,0,0,0,54,264,40,59,126,310,263,87,6,19,1172,83,11,28,87,296,298,172,0,12,981,109,6,10,15,58,36,28,0,0,274,8,0,0,0,11,4,3,0,0,30,28,5,4,8,14,12,7,0,0,74,61,5,9,16,25,27,6,0,3,148,74,13,29,27,66,45,18,0,0,268,74,10,13,32,63,60,54,0,4,303,111,23,20,34,97,61,10,0,7,356,296,44,54,111,231,182,47,0,6,978,469,102,124,248,590,547,185,4,17,2298,27,0,11,17,24,24,10,0,0,108,81,15,17,29,111,102,50,0,4,421,80,7,15,37,93,67,38,0,18,356
LGA55180,69,4,6,16,17,16,55,0,24,212,0,0,0,0,0,0,0,0,0,0,13,3,3,0,5,9,0,0,0,36,0,0,0,0,0,0,0,0,0,5,16,0,0,0,0,0,0,0,0,24,4,0,0,3,4,0,0,0,0,11,36,4,3,7,4,4,3,0,0,61,32,3,3,8,15,14,27,3,0,104,15,0,0,0,7,0,0,0,0,27,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,6,9,0,0,0,3,3,0,0,0,17,10,0,0,0,4,3,16,0,0,38,22,4,0,0,8,5,0,0,6,42,33,0,0,3,9,10,0,0,0,60,48,4,4,0,11,21,4,0,0,102,12,0,0,0,0,0,0,0,0,14,9,0,0,0,0,0,5,0,0,14,12,0,0,0,5,3,4,0,0,38
LGA55250,0,0,0,0,0,0,8,0,0,9,82,21,34,35,88,45,46,4,7,359,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,15,0,0,14,11,4,4,3,5,8,20,0,0,52,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,3,0,0,0,4,3,0,0,3,6,0,0,0,0,3,5,0,0,0,5,3,6,0,0,20,4,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,8,0,3,19
LGA55320,8,4,3,3,7,8,0,0,0,36,115,27,38,69,158,90,39,0,6,548,171,40,31,90,198,156,134,0,5,828,15,0,5,7,6,5,5,0,0,41,275,46,83,74,174,147,53,0,5,853,65,7,25,26,47,45,23,0,3,234,427,81,135,229,380,297,211,3,16,1772,122,41,76,142,310,333,341,4,10,1368,103,21,39,42,126,78,47,0,7,462,9,0,5,9,22,14,6,0,0,74,93,14,23,27,38,26,8,0,0,238,132,9,20,20,29,19,26,0,3,264,326,60,86,135,180,150,87,0,4,1028,85,17,21,23,64,67,104,0,3,389,202,31,45,63,133,109,48,0,10,641,769,172,209,275,428,335,190,4,15,2394,1370,388,520,788,1540,1352,702,37,55,6760,50,9,11,21,21,14,8,0,0,131,188,30,65,81,191,179,114,4,13,867,148,38,44,75,137,135,112,0,34,723
LGA55390,0,0,0,0,0,0,0,0,0,0,73,11,18,33,67,54,35,0,3,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,4,6,0,0,23,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,15,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,6,3,0,0,0,5,0,0,0,0,10
LGA55460,7,0,4,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,4,0,0,5,3,4,0,0,0,10,4,3,3,0,10,3,3,0,0,21,4,0,0,5,0,3,0,0,0,21,3,0,3,0,3,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,8,6,0,0,0,3,4,3,0,0,22,9,0,5,4,4,0,0,0,0,19,12,0,4,10,5,12,11,0,0,53,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,8,9,0,0,0,0,0,0,0,4,13
LGA55530,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55600,9,3,0,5,3,6,9,0,0,35,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,11,5,0,0,0,0,0,3,0,0,8,8,0,0,0,3,3,0,0,0,15,0,0,0,0,0,0,3,0,0,9,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,6,7,0,0,0,0,21,4,0,5,3,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,0,0,0,0,0,0,0,3
