SA3_CODE_2021,C16_OD_H_f_a_s_o_NPUR_5,C16_OD_H_f_a_s_o_NPUR_6mor,C16_OD_H_f_a_s_o_Tot,C16_OD_Tot_NPUR_1,C16_OD_Tot_NPUR_2,C16_OD_Tot_NPUR_3,C16_OD_Tot_NPUR_4,C16_OD_Tot_NPUR_5,C16_OD_Tot_NPUR_6mor,C16_OD_Tot_Tot,C16_DS_ns_NPUR_1,C16_DS_ns_NPUR_2,C16_DS_ns_NPUR_3,C16_DS_ns_NPUR_4,C16_DS_ns_NPUR_5,C16_DS_ns_NPUR_6more,C16_Dwg_st_NS_Tot,C16_Tot_NPUR_1,C16_Tot_NPUR_2,C16_Tot_NPUR_3,C16_Tot_NPUR_4,C16_Tot_NPUR_5,C16_Tot_NPUR_6more,C16_Tot_Tot,C21_Se_h_NPUR_1,C21_Se_h_NPUR_2,C21_Se_h_NPUR_3,C21_Se_h_NPUR_4,C21_Se_h_NPUR_5,C21_Se_h_NPUR_6more,C21_Se_h_Tot,C21_SDRTHT1S_NPUR_1,C21_SDRTHT1S_NPUR_2,C21_SDRTHT1S_NPUR_3,C21_SDRTHT1S_NPUR_4,C21_SDRTHT1S_NPUR_5,C21_SDRTHT1S_NPUR_6mor,C21_SDRTHT1S_Tot,C21_SDRTHT2S_NPUR_1,C21_SDRTHT2S_NPUR_2,C21_SDRTHT2S_NPUR_3,C21_SDRTHT2S_NPUR_4,C21_SDRTHT2S_NPUR_5,C21_SDRTHT2S_NPUR_6mor,C21_SDRTHT2S_Tot,C21_SDRTHT_Tot_NPUR_1,C21_SDRTHT_Tot_NPUR_2,C21_SDRTHT_Tot_NPUR_3,C21_SDRTHT_Tot_NPUR_4,C21_SDRTHT_Tot_NPUR_5,C21_SDRTHT_Tot_NPUR_6mor,C21_SDRTHT_Tot_Tot,C21_F_a_1_2SB_NPUR_1,C21_F_a_1_2SB_NPUR_2,C21_F_a_1_2SB_NPUR_3,C21_F_a_1_2SB_NPUR_4,C21_F_a_1_2SB_NPUR_5,C21_F_a_1_2SB_NPUR_6mor,C21_F_a_1_2SB_Tot,C21_F_a_I_a_3SB_NPUR_1,C21_F_a_I_a_3SB_NPUR_2,C21_F_a_I_a_3SB_NPUR_3,C21_F_a_I_a_3SB_NPUR_4,C21_F_a_I_a_3SB_NPUR_5,C21_F_a_I_a_3SB_NPUR_6mor,C21_F_a_In_a_3_st_b_Tot,C21_F_a_4_8SB_NPUR_1,C21_F_a_4_8SB_NPUR_2,C21_F_a_4_8SB_NPUR_3,C21_F_a_4_8SB_NPUR_4,C21_F_a_4_8SB_NPUR_5,C21_F_a_4_8SB_NPUR_6mor,C21_F_a_4_8SB_Tot,C21_F_a_9mor_s_b_NPUR_1,C21_F_a_9mor_s_b_NPUR_2,C21_F_a_9mor_s_b_NPUR_3,C21_F_a_9mor_s_b_NPUR_4,C21_F_a_9mor_s_b_NPUR_5,C21_F_a_9m_s_b_NPUR_6mor,C21_F_a_9mor_st_bl_Tot,C21_F_a_AH_NPUR_1,C21_F_a_AH_NPUR_2,C21_F_a_AH_NPUR_3,C21_F_a_AH_NPUR_4,C21_F_a_AH_NPUR_5,C21_F_a_AH_NPUR_6mor,C21_F_a_AH_Tot,C21_F_a_Tot_NPUR_1,C21_F_a_Tot_NPUR_2,C21_F_a_Tot_NPUR_3,C21_F_a_Tot_NPUR_4,C21_F_a_Tot_NPUR_5,C21_F_a_Tot_NPUR_6mor,C21_F_a_Tot_Tot,C21_OD_CCH_NPUR_1,C21_OD_CCH_NPUR_2,C21_OD_CCH_NPUR_3,C21_OD_CCH_NPUR_4,C21_OD_CCH_NPUR_5,C21_OD_CCH_NPUR_6mor,C21_OD_CCH_Tot,C21_OD_IHTSO_NPUR_1,C21_OD_IHTSO_NPUR_2,C21_OD_IHTSO_NPUR_3,C21_OD_IHTSO_NPUR_4,C21_OD_IHTSO_NPUR_5,C21_OD_IHTSO_NPUR_6mor,C21_OD_IHTSO_Tot,C21_OD_H_f_a_s_o_NPUR_1,C21_OD_H_f_a_s_o_NPUR_2,C21_OD_H_f_a_s_o_NPUR_3,C21_OD_H_f_a_s_o_NPUR_4,C21_OD_H_f_a_s_o_NPUR_5,C21_OD_H_f_a_s_o_NPUR_6mor,C21_OD_H_f_a_s_o_Tot,C21_OD_Tot_NPUR_1,C21_OD_Tot_NPUR_2,C21_OD_Tot_NPUR_3,C21_OD_Tot_NPUR_4,C21_OD_Tot_NPUR_5,C21_OD_Tot_NPUR_6mor,C21_OD_Tot_Tot,C21_DS_ns_NPUR_1,C21_DS_ns_NPUR_2,C21_DS_ns_NPUR_3,C21_DS_ns_NPUR_4,C21_DS_ns_NPUR_5,C21_DS_ns_NPUR_6more,C21_Dwg_st_NS_Tot,C21_Tot_NPUR_1,C21_Tot_NPUR_2,C21_Tot_NPUR_3,C21_Tot_NPUR_4,C21_Tot_NPUR_5,C21_Tot_NPUR_6more,C21_Tot_Tot
50502,3,0,17,21,21,7,3,3,0,54,60,52,30,29,9,3,174,21204,25157,11580,10753,3903,1695,74294,10182,16271,8578,9433,3354,1410,49230,9508,6936,2777,1723,423,174,21537,1874,2070,978,661,153,31,5771,11381,9007,3759,2379,577,207,27302,2456,1260,298,133,23,3,4182,438,265,55,11,0,4,779,399,324,49,24,4,0,808,60,70,22,4,0,0,159,14,11,9,4,0,0,39,3371,1935,428,175,31,11,5957,20,22,3,0,3,0,52,0,6,0,0,0,0,6,3,5,0,0,0,0,8,22,26,4,0,3,0,58,32,20,6,5,0,0,56,24984,27266,12770,11998,3961,1621,82612
50503,0,0,9,105,36,8,3,4,4,163,24,20,6,9,6,4,67,10353,18652,11619,12741,5244,2771,61389,10879,19550,12617,13790,5724,2883,65445,2102,1464,415,238,94,45,4356,295,239,102,44,7,4,697,2401,1695,513,281,104,52,5051,44,24,9,0,0,0,77,81,48,9,0,0,0,149,3,3,0,0,0,0,3,0,0,0,0,0,0,0,33,23,8,3,4,8,74,164,95,24,6,4,10,302,108,19,4,0,0,0,134,17,10,6,0,0,0,29,0,8,3,0,0,0,15,123,41,10,0,5,0,183,24,9,4,9,0,0,41,13590,21394,13172,14088,5833,2942,71023
50601,0,0,18,54,26,3,0,0,0,87,19,18,10,6,3,0,53,5595,8993,5136,4606,1972,1161,27456,5252,8978,5373,5832,2437,1383,29258,1375,823,310,180,56,26,2760,23,16,5,10,0,0,49,1400,833,311,182,56,26,2807,86,29,13,0,0,0,136,24,17,6,3,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,7,0,6,3,38,132,60,18,7,6,3,219,155,60,0,0,0,0,214,0,0,0,0,0,0,0,3,8,0,0,0,0,13,164,64,0,0,0,0,231,11,12,0,5,3,0,31,6955,9950,5710,6029,2496,1417,32549
50602,0,0,25,14,8,4,3,0,0,35,29,26,18,9,0,3,87,7936,9457,4341,3335,1205,640,26910,4742,6378,3285,2821,974,480,18681,1838,1284,536,334,118,50,4155,966,1002,419,249,62,32,2721,2802,2287,957,578,175,80,6877,622,400,155,66,13,3,1261,661,384,108,46,6,4,1203,757,539,108,36,4,0,1446,535,652,140,47,0,0,1377,8,10,0,0,0,0,18,2578,1985,507,193,30,10,5308,14,4,0,0,0,0,16,0,0,0,0,0,0,0,5,0,0,0,0,0,10,20,10,0,0,0,0,30,26,9,6,3,0,0,44,10168,10669,4755,3599,1181,569,30940
50603,0,0,15,0,5,8,3,0,0,21,26,15,14,9,9,6,77,6990,9479,5538,6088,2547,1288,31928,4932,8032,5068,5692,2304,1134,27167,1887,1352,782,595,222,110,4948,242,241,124,113,41,29,786,2132,1592,904,711,265,133,5735,541,295,141,133,35,5,1140,68,35,15,6,0,0,127,158,114,17,9,0,0,297,47,48,7,0,0,0,108,16,13,8,5,0,4,46,835,499,184,144,39,15,1716,10,3,0,0,0,0,16,0,0,0,0,0,0,0,5,5,7,4,3,0,15,14,8,7,4,7,0,38,30,13,4,10,0,0,61,7950,10143,6170,6556,2610,1280,34710
50604,4,3,82,100,51,21,14,4,7,194,33,19,11,5,4,0,81,7722,11566,7130,7042,3375,2151,38996,7043,10977,6939,7464,3366,2124,37916,1550,958,359,234,101,51,3252,214,142,86,44,9,3,491,1763,1097,449,278,113,53,3746,243,128,54,40,16,7,479,123,97,37,9,0,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,9,0,9,0,5,54,391,238,94,55,19,8,801,80,28,0,0,0,0,110,0,0,0,0,0,0,9,24,26,7,0,4,0,62,108,55,7,0,4,0,176,23,7,6,0,4,0,40,9334,12369,7487,7798,3507,2184,42675
50605,6,3,35,50,29,13,11,6,3,105,13,14,7,8,0,0,49,4055,7107,3269,3472,1507,678,20084,3885,7053,3311,3499,1541,633,19923,572,266,80,35,11,4,975,34,33,10,7,0,0,80,606,298,93,35,11,5,1048,27,14,5,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,5,4,0,0,38,46,28,6,3,0,0,86,73,36,5,0,0,4,120,7,0,4,0,0,0,11,3,15,7,4,3,0,36,88,53,13,6,3,4,165,0,12,6,0,0,0,20,4623,7446,3428,3552,1554,648,21248
50606,0,0,5,4,13,0,4,0,0,19,3,7,5,5,0,4,25,1107,2837,1568,1704,747,452,8419,1422,3128,1786,2048,1008,590,9979,40,17,17,3,5,0,74,0,0,0,0,0,0,0,40,17,17,3,5,0,74,12,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,6,0,0,0,17,24,7,6,0,0,0,36,40,54,3,0,0,0,100,0,0,0,0,0,0,3,8,6,0,0,0,0,15,47,60,4,0,0,0,112,10,3,0,3,0,0,26,1542,3218,1808,2057,1006,597,10232
50607,0,0,4,0,5,0,4,0,0,4,21,19,11,0,4,0,62,4947,5754,2499,2202,693,243,16343,1577,3021,1581,1744,610,177,8709,1292,943,289,143,43,9,2717,1289,1411,435,239,54,16,3450,2581,2355,729,383,89,25,6163,482,272,79,48,12,3,895,464,258,43,21,0,0,781,263,246,52,19,0,0,580,270,199,34,17,5,0,529,3,0,0,0,0,0,9,1477,972,213,104,19,4,2787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,10,9,3,0,0,0,24,5651,6357,2523,2232,719,209,17690
50701,0,0,6,84,49,6,4,0,0,146,74,31,5,5,4,0,117,7468,11627,6397,6763,2493,1009,35760,5911,11203,6794,7196,2545,1006,34655,1930,1301,461,260,73,30,4060,373,312,162,78,16,4,953,2304,1619,623,340,94,33,5012,401,206,29,9,3,0,652,506,259,62,24,5,0,856,481,387,63,24,3,0,958,157,109,21,5,0,0,295,22,29,14,8,0,0,71,1573,997,180,62,10,3,2826,125,69,5,0,0,0,199,0,0,0,0,0,0,0,0,3,0,0,0,0,5,125,72,5,3,0,0,206,22,11,3,0,0,0,39,9937,13900,7604,7605,2648,1040,42742
50702,0,0,30,66,43,8,0,0,0,126,58,30,10,4,3,0,109,4364,5035,2196,1885,628,171,14270,2108,3435,1741,1813,576,171,9837,795,583,173,123,27,12,1705,720,671,236,119,33,0,1786,1517,1258,410,241,62,16,3494,279,109,18,6,0,0,428,415,218,42,23,0,0,700,669,514,104,27,3,0,1314,42,33,8,0,0,0,89,23,18,5,4,3,0,51,1433,896,178,64,8,0,2570,81,54,0,0,0,0,138,0,0,0,0,0,0,0,18,13,3,0,3,0,37,95,69,4,3,3,0,178,29,13,3,0,0,0,43,5179,5667,2331,2117,645,183,16121
50703,8,0,64,13,22,18,13,8,0,72,10,17,7,3,0,6,38,2700,4123,2392,2192,941,541,12892,2938,4397,2706,2653,1192,674,14566,257,140,32,20,8,10,462,48,28,14,5,0,0,87,304,171,39,25,8,9,552,216,75,11,5,0,0,308,113,54,21,7,6,0,201,3,0,0,0,0,0,7,0,0,0,0,0,0,0,7,6,4,5,0,0,15,344,135,41,13,4,0,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,0,0,0,0,0,9,0,4,0,0,0,0,7,3588,4706,2788,2695,1200,681,15666
50704,0,0,8,0,5,0,5,0,0,13,27,36,14,20,3,6,98,8511,12180,6082,6661,2429,851,36717,5122,10225,5326,6291,2386,777,30129,2808,1816,658,474,104,17,5880,394,450,198,208,57,13,1321,3202,2267,854,679,166,30,7200,537,238,64,24,4,0,874,236,139,21,8,0,0,397,262,252,46,16,7,0,581,94,74,9,0,0,0,177,13,20,5,4,0,3,45,1138,726,139,57,15,4,2069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,4,0,0,0,0,4,15,16,9,3,3,0,44,9477,13237,6334,7027,2573,812,39453
50705,5,0,23,109,64,9,11,3,5,196,21,19,5,6,0,0,52,8719,14031,7351,7637,3251,1489,42480,8426,14429,7818,7960,3501,1646,43771,1326,648,124,48,13,3,2168,327,168,49,19,6,0,578,1653,819,181,71,17,10,2745,716,246,57,23,8,0,1046,125,50,16,5,0,0,190,147,104,22,0,0,0,275,11,15,0,0,0,0,27,15,7,3,12,4,0,40,1011,419,93,46,12,0,1582,143,69,8,0,0,0,219,4,0,0,0,0,0,6,27,21,0,0,0,0,44,172,93,8,4,0,0,271,30,13,3,6,6,6,56,11283,15771,8098,8077,3540,1660,48428
50901,3,0,31,155,88,8,11,7,0,271,29,65,22,7,8,3,136,5893,8251,2785,2740,1260,603,21530,5625,8265,2856,2697,1240,662,21343,847,335,94,55,13,8,1352,70,29,10,5,0,0,107,918,363,103,59,15,10,1462,43,16,4,5,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,0,0,0,0,21,52,18,4,4,0,5,83,183,73,4,0,0,0,265,7,6,0,3,0,0,14,8,8,0,0,0,0,17,197,84,4,3,0,0,292,31,21,13,4,5,5,76,6822,8756,2976,2765,1259,676,23262
50902,0,0,44,158,98,11,16,6,3,301,76,67,25,18,15,9,207,5612,7999,2553,2336,1201,644,20349,5285,7763,2402,2176,1136,593,19351,335,128,24,15,7,7,524,7,13,0,3,0,0,31,352,137,31,15,15,9,550,54,17,5,0,3,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,6,4,0,0,0,0,10,61,29,5,0,3,0,94,108,53,3,0,0,0,166,23,19,3,4,0,0,49,23,12,5,0,3,0,34,159,76,14,5,4,0,252,64,47,13,12,0,3,138,5914,8049,2453,2218,1154,608,20393
50903,0,0,72,89,41,3,0,0,0,134,33,19,5,8,0,0,64,2188,2874,907,837,448,201,7456,1952,2717,787,775,434,165,6830,207,49,8,4,0,0,272,4,4,0,0,0,0,5,211,54,8,4,0,0,279,11,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,0,0,0,16,25,3,4,0,0,0,33,0,0,0,0,0,0,0,0,9,3,0,0,0,13,30,19,4,3,0,0,54,9,15,0,0,0,0,35,2212,2800,804,782,439,167,7212
51001,7,0,147,470,324,50,41,15,10,913,84,56,14,9,5,5,172,2570,3003,1506,1410,766,779,10037,1562,2185,1279,1301,713,735,7777,408,236,92,78,33,22,876,119,103,28,14,5,0,273,529,342,122,91,41,27,1147,94,78,33,23,10,5,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,99,79,35,23,10,5,253,249,181,27,17,13,4,492,28,12,11,0,5,0,48,17,34,13,9,7,0,84,298,225,49,26,21,9,627,112,79,17,16,12,5,242,2610,2908,1499,1454,793,780,10043
51002,0,0,13,74,34,4,5,0,3,118,38,16,5,0,0,0,60,1327,1785,903,966,503,337,5815,969,1389,841,900,476,336,4910,279,189,99,66,29,21,683,84,81,44,36,16,12,261,357,269,143,101,45,25,942,184,81,21,7,3,0,300,58,46,6,3,0,0,116,42,26,6,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,153,34,12,4,0,486,36,33,4,5,0,0,75,3,0,0,0,0,0,7,6,4,5,7,0,0,23,43,40,8,8,0,0,103,38,15,0,0,3,0,61,1695,1868,1029,1028,527,368,6508
51003,0,0,8,101,66,11,3,6,0,187,23,11,3,4,0,0,50,1718,2323,1334,1617,735,355,8088,1007,1733,1111,1492,708,270,6325,336,267,105,67,29,10,814,75,51,19,7,4,0,155,415,320,125,70,34,10,972,75,44,7,3,0,0,125,34,23,5,0,0,0,58,19,16,4,9,0,0,40,85,42,8,4,0,0,137,0,0,0,0,0,0,3,216,121,12,11,0,0,362,60,72,6,3,0,0,145,0,0,0,0,0,0,10,0,0,0,0,3,0,0,66,76,9,3,4,4,154,42,14,7,3,0,3,70,1738,2265,1268,1582,750,287,7888
