SA3_CODE_2021,C11_PI_S_R225_274,C11_PI_S_R275_349,C11_PI_S_R350_449,C11_PI_S_R450_549,C11_PI_S_R550_649,C11_PI_S_R650more,C11_PI_S_R_NS,C11_PI_S_R_Tot,C11_AI_NS_R1_74,C11_AI_NS_R75_99,C11_AI_NS_R100_149,C11_AI_NS_R150_199,C11_AI_NS_R200_224,C11_AI_NS_R225_274,C11_AI_NS_R275_349,C11_AI_NS_R350_449,C11_AI_NS_R450_549,C11_AI_NS_R550_649,C11_AI_NS_R650more,C11_AI_NS_R_NS,C11_AI_NS_R_Tot,C11_Tot_R1_74,C11_Tot_R75_99,C11_Tot_R100_149,C11_Tot_R150_199,C11_Tot_R200_224,C11_Tot_R225_274,C11_Tot_R275_349,C11_Tot_R350_449,C11_Tot_R450_549,C11_Tot_R550_649,C11_Tot_R650more,C11_Tot_R_NS,C11_Tot_R_Tot,C16_Neg_Ni_inc_R1_74,C16_Neg_Ni_inc_R75_99,C16_Neg_Ni_inc_R100_149,C16_Neg_Ni_inc_R150_199,C16_Neg_Ni_inc_R200_224,C16_Neg_Ni_inc_R225_274,C16_Neg_Ni_inc_R275_349,C16_Neg_Ni_inc_R350_449,C16_Neg_Ni_inc_R450_549,C16_Neg_Ni_inc_R550_649,C16_Neg_Ni_inc_R650more,C16_Neg_Ni_inc_R_NS,C16_Neg_Ni_inc_R_Tot,C16_1_149_R1_74,C16_1_149_R75_99,C16_1_149_R100_149,C16_1_149_R150_199,C16_1_149_R200_224,C16_1_149_R225_274,C16_1_149_R275_349,C16_1_149_R350_449,C16_1_149_R450_549,C16_1_149_R550_649,C16_1_149_R650more,C16_1_149_R_NS,C16_1_149_R_Tot,C16_150_299_R1_74,C16_150_299_R75_99,C16_150_299_R100_149,C16_150_299_R150_199,C16_150_299_R200_224,C16_150_299_R225_274,C16_150_299_R275_349,C16_150_299_R350_449,C16_150_299_R450_549,C16_150_299_R550_649,C16_150_299_R650more,C16_150_299_R_NS,C16_150_299_R_Tot,C16_300_399_R1_74,C16_300_399_R75_99,C16_300_399_R100_149,C16_300_399_R150_199,C16_300_399_R200_224,C16_300_399_R225_274,C16_300_399_R275_349,C16_300_399_R350_449,C16_300_399_R450_549,C16_300_399_R550_649,C16_300_399_R650more,C16_300_399_R_NS,C16_300_399_R_Tot,C16_400_499_R1_74,C16_400_499_R75_99,C16_400_499_R100_149,C16_400_499_R150_199,C16_400_499_R200_224,C16_400_499_R225_274,C16_400_499_R275_349,C16_400_499_R350_449,C16_400_499_R450_549,C16_400_499_R550_649,C16_400_499_R650more,C16_400_499_R_NS,C16_400_499_R_Tot,C16_500_649_R1_74,C16_500_649_R75_99,C16_500_649_R100_149,C16_500_649_R150_199,C16_500_649_R200_224,C16_500_649_R225_274,C16_500_649_R275_349,C16_500_649_R350_449,C16_500_649_R450_549,C16_500_649_R550_649,C16_500_649_R650more,C16_500_649_R_NS,C16_500_649_R_Tot,C16_650_799_R1_74,C16_650_799_R75_99,C16_650_799_R100_149,C16_650_799_R150_199,C16_650_799_R200_224,C16_650_799_R225_274,C16_650_799_R275_349,C16_650_799_R350_449,C16_650_799_R450_549,C16_650_799_R550_649,C16_650_799_R650more,C16_650_799_R_NS,C16_650_799_R_Tot,C16_800_999_R1_74,C16_800_999_R75_99,C16_800_999_R100_149,C16_800_999_R150_199,C16_800_999_R200_224,C16_800_999_R225_274,C16_800_999_R275_349,C16_800_999_R350_449,C16_800_999_R450_549,C16_800_999_R550_649,C16_800_999_R650more,C16_800_999_R_NS,C16_800_999_R_Tot,C16_1000_1249_R1_74,C16_1000_1249_R75_99,C16_1000_1249_R100_149,C16_1000_1249_R150_199,C16_1000_1249_R200_224,C16_1000_1249_R225_274,C16_1000_1249_R275_349,C16_1000_1249_R350_449,C16_1000_1249_R450_549,C16_1000_1249_R550_649,C16_1000_1249_R650more,C16_1000_1249_R_NS,C16_1000_1249_R_Tot,C16_1250_1499_R1_74,C16_1250_1499_R75_99,C16_1250_1499_R100_149,C16_1250_1499_R150_199,C16_1250_1499_R200_224,C16_1250_1499_R225_274,C16_1250_1499_R275_349,C16_1250_1499_R350_449,C16_1250_1499_R450_549,C16_1250_1499_R550_649,C16_1250_1499_R650more,C16_1250_1499_R_NS,C16_1250_1499_R_Tot,C16_1500_1999_R1_74,C16_1500_1999_R75_99,C16_1500_1999_R100_149,C16_1500_1999_R150_199,C16_1500_1999_R200_224,C16_1500_1999_R225_274,C16_1500_1999_R275_349,C16_1500_1999_R350_449,C16_1500_1999_R450_549,C16_1500_1999_R550_649,C16_1500_1999_R650more,C16_1500_1999_R_NS,C16_1500_1999_R_Tot,C16_2000_2499_R1_74,C16_2000_2499_R75_99,C16_2000_2499_R100_149,C16_2000_2499_R150_199,C16_2000_2499_R200_224,C16_2000_2499_R225_274,C16_2000_2499_R275_349,C16_2000_2499_R350_449,C16_2000_2499_R450_549,C16_2000_2499_R550_649,C16_2000_2499_R650more,C16_2000_2499_R_NS,C16_2000_2499_R_Tot,C16_2500_2999_R1_74,C16_2500_2999_R75_99,C16_2500_2999_R100_149,C16_2500_2999_R150_199,C16_2500_2999_R200_224,C16_2500_2999_R225_274,C16_2500_2999_R275_349,C16_2500_2999_R350_449,C16_2500_2999_R450_549,C16_2500_2999_R550_649
50502,134,419,618,226,117,96,76,1889,28,58,41,39,14,41,92,70,28,6,21,147,576,682,1121,1243,1117,968,2160,5809,5770,1589,626,713,746,22546,3,10,39,23,11,20,82,110,38,10,13,43,402,18,7,27,21,11,15,24,52,13,0,3,15,205,65,55,160,66,29,44,88,79,17,6,5,43,658,42,67,446,119,47,66,133,111,10,3,3,51,1097,24,40,475,189,65,92,259,212,40,9,10,48,1454,15,4,101,132,57,115,328,325,65,12,11,26,1199,21,16,92,141,76,131,378,432,74,21,17,34,1415,11,15,40,57,73,151,512,529,121,16,24,36,1574,8,8,46,68,63,155,603,845,202,39,39,47,2131,5,0,25,38,26,94,465,777,206,56,31,34,1768,9,0,15,40,44,126,584,1227,413,110,82,41,2686,0,0,19,28,25,58,341,1126,515,172,121,45,2458,7,0,9,15,11,27,136,564,326,115
50503,47,209,533,110,40,20,65,1143,16,12,20,16,9,6,29,44,11,7,4,57,211,197,342,560,449,326,632,2515,4247,961,209,186,336,10943,0,0,15,11,7,11,44,71,24,4,7,25,227,4,5,11,9,5,6,5,30,7,0,0,6,91,24,18,80,37,9,13,58,70,18,0,5,14,342,8,17,117,49,22,16,92,100,17,4,0,23,462,15,9,130,86,39,49,150,185,28,8,6,20,723,9,5,42,60,32,45,258,304,45,12,5,16,835,7,4,28,90,50,55,260,395,71,10,4,23,996,0,4,25,27,39,49,287,473,84,18,6,20,1033,0,0,13,31,26,51,262,642,148,14,10,17,1211,5,0,10,20,20,26,212,623,171,24,13,14,1133,4,0,10,22,19,47,266,951,336,59,29,28,1769,0,0,12,5,8,29,171,766,380,95,24,15,1508,0,0,4,4,5,13,50,331,229,50
50601,42,146,81,25,3,4,19,387,11,14,11,12,3,4,26,7,0,0,3,35,134,138,209,329,319,261,716,1886,667,228,35,33,184,5003,0,3,12,3,4,10,13,11,6,0,3,10,73,3,0,8,6,0,8,13,4,0,0,0,7,46,7,8,40,28,6,22,54,21,9,0,4,16,206,3,14,57,34,10,27,78,25,6,0,0,12,260,10,18,90,52,24,54,118,58,0,0,0,13,438,6,6,29,48,28,69,193,104,8,0,0,11,494,5,3,23,47,28,69,214,114,18,0,4,12,535,5,3,7,22,27,77,229,139,24,0,3,6,534,0,0,10,21,15,77,220,230,35,6,0,15,628,0,4,6,18,12,35,193,229,31,11,5,8,553,0,0,9,6,9,30,207,312,76,16,7,14,675,4,0,5,6,7,16,124,224,89,17,3,7,508,0,0,0,0,0,8,40,123,46,11
50602,60,215,325,96,43,25,39,922,13,35,31,16,12,25,50,40,8,4,6,65,299,359,643,597,568,485,1024,2524,2766,829,278,253,349,10666,7,5,15,6,6,19,47,64,36,13,6,14,261,10,7,20,9,0,4,11,16,6,0,0,10,102,30,26,87,39,16,32,35,45,15,0,0,26,350,18,47,215,30,34,38,52,43,10,3,0,29,513,10,27,251,55,42,48,93,96,27,8,6,20,676,4,6,55,49,32,62,111,87,38,4,0,9,456,3,7,42,93,43,89,147,187,52,15,3,13,691,5,7,22,36,40,109,219,273,68,5,0,15,809,6,9,28,49,31,107,272,388,100,19,10,23,1046,0,0,13,21,30,67,205,356,126,22,6,13,871,0,0,26,20,26,86,268,665,262,38,22,25,1449,0,4,10,13,16,30,199,567,294,64,36,23,1261,3,0,6,9,9,13,71,260,201,45
50603,36,143,324,95,21,36,33,797,19,20,25,14,7,11,28,44,12,5,5,52,234,270,475,702,469,317,578,1964,2914,701,148,185,365,9090,4,4,31,30,9,19,38,96,48,14,5,30,329,10,3,12,12,6,3,7,22,13,4,0,8,103,37,15,61,36,13,10,26,51,24,3,3,12,285,6,26,154,31,10,19,32,41,12,6,5,9,346,18,25,182,70,33,27,70,80,33,5,9,21,582,11,3,47,69,14,34,80,141,38,4,9,21,477,4,10,48,68,38,28,113,207,38,7,10,21,583,5,0,33,39,31,44,153,234,77,14,8,20,665,8,3,27,43,29,45,185,405,117,23,16,21,921,3,4,18,30,17,40,153,365,114,17,14,13,783,4,3,27,31,27,36,197,627,204,42,28,29,1243,0,3,12,22,8,12,107,446,229,53,21,15,932,7,0,12,7,8,15,55,232,130,30
50604,51,213,276,72,5,12,46,773,17,14,20,11,11,21,48,19,6,4,0,48,207,160,254,505,465,398,718,2432,2131,520,59,67,304,8026,3,4,8,12,8,13,47,58,20,0,0,18,192,5,5,5,8,0,4,18,11,7,4,4,4,72,13,19,36,31,17,23,29,40,5,0,0,17,235,3,13,72,51,23,21,60,55,8,0,0,9,318,6,16,104,76,38,57,130,115,22,0,0,23,587,0,9,40,69,27,47,162,147,28,6,0,17,548,4,5,40,67,35,70,201,209,43,7,0,21,689,4,0,15,40,30,63,256,282,48,0,4,25,774,4,9,16,29,28,62,263,383,80,12,5,24,911,3,0,8,20,26,46,201,367,95,10,4,19,800,8,4,11,17,15,59,252,506,181,13,6,22,1083,0,6,13,13,6,21,141,430,175,18,8,14,848,3,0,3,6,3,3,51,157,116,11
50605,11,58,108,40,7,6,8,285,0,0,9,0,0,5,6,6,0,0,3,15,48,49,80,187,154,134,231,712,948,231,41,38,110,2923,0,0,3,6,0,0,4,13,10,0,0,8,53,0,0,3,0,0,3,0,9,0,0,0,0,18,3,4,16,11,9,3,7,7,4,0,0,6,62,0,4,19,17,6,5,3,15,4,0,0,5,89,3,8,47,35,9,20,27,35,12,0,0,8,199,0,0,16,17,12,9,32,43,14,0,0,5,149,3,0,12,23,7,17,41,66,12,3,0,8,187,0,0,10,14,8,14,45,112,25,0,4,4,244,0,0,4,13,10,18,62,120,54,5,0,3,293,0,0,7,8,5,14,44,147,51,6,4,3,286,0,0,3,10,10,11,57,230,85,14,9,8,436,0,0,7,5,0,8,37,171,100,13,9,8,354,0,0,6,5,6,0,14,66,56,10
50606,10,6,28,12,3,0,7,87,0,0,0,0,0,0,3,3,0,0,0,4,11,5,13,42,46,44,85,136,261,52,21,9,40,758,0,0,0,0,0,0,6,7,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,6,0,0,0,16,0,0,0,5,0,0,4,6,0,4,0,0,22,0,0,5,11,0,0,5,14,3,0,0,0,42,0,0,3,6,0,10,16,17,5,0,0,0,54,0,0,0,4,5,10,7,38,8,0,0,0,80,0,0,3,0,3,5,22,39,17,0,0,0,87,0,0,0,4,3,3,13,57,11,0,0,0,100,0,0,3,6,0,3,21,58,10,0,0,0,107,0,0,0,3,0,3,18,106,22,3,3,8,171,0,0,0,0,3,3,14,76,19,8,3,4,127,0,0,0,3,0,0,4,29,15,0
50607,19,107,150,105,30,39,21,539,10,14,11,0,3,10,25,31,13,10,26,29,169,181,237,358,284,218,400,1457,1632,708,295,450,193,6416,5,5,20,4,5,4,30,50,22,8,17,17,184,0,4,0,3,0,6,4,6,6,0,3,3,45,23,15,34,12,11,10,22,28,14,0,0,16,187,5,10,75,20,8,11,21,33,4,3,0,8,206,4,15,99,34,11,21,48,38,11,0,0,13,300,0,10,26,33,12,22,63,52,14,0,7,10,249,0,10,15,47,10,22,71,80,27,3,5,7,299,5,0,12,12,21,28,105,122,40,10,13,10,364,0,0,12,27,4,28,131,162,56,18,20,8,466,5,0,3,19,9,25,124,159,59,17,11,3,435,0,0,6,9,7,18,160,296,123,37,28,9,696,3,0,8,7,5,19,104,289,142,62,51,8,695,0,0,0,5,9,6,32,117,76,36
50701,41,146,271,102,19,23,25,717,16,17,23,8,6,13,21,18,6,0,0,54,176,199,363,463,413,285,558,1448,2448,609,102,129,273,7305,4,0,3,13,6,12,10,33,17,0,0,8,124,4,3,5,4,3,0,8,15,7,0,0,5,59,27,14,53,23,8,14,36,45,12,0,6,14,265,10,20,132,50,15,23,35,39,10,0,0,13,358,8,19,166,72,31,38,74,87,17,0,4,17,538,4,8,40,80,27,36,95,134,26,6,3,4,466,0,6,28,49,37,39,89,190,50,6,0,11,527,4,0,21,28,33,45,151,269,69,12,4,15,649,0,4,15,19,23,37,149,348,121,11,9,14,751,6,0,5,16,5,38,121,361,143,15,7,17,735,6,0,12,14,10,43,144,515,255,23,18,16,1049,0,0,0,13,6,27,92,508,284,40,14,15,1006,0,0,6,10,6,14,45,222,210,37
50702,26,74,103,86,32,42,23,451,9,15,13,6,0,3,9,11,3,5,10,36,113,239,413,307,242,173,353,714,915,545,218,279,229,4631,3,3,8,6,0,8,3,10,13,3,10,13,83,6,5,7,4,0,5,0,0,0,5,0,0,35,39,36,64,17,9,14,11,16,5,0,0,18,239,12,24,136,36,6,11,26,15,0,0,5,12,282,0,14,158,57,15,16,16,17,4,0,0,13,325,3,4,30,32,11,18,38,25,13,7,9,11,203,0,3,24,30,10,18,43,45,19,6,5,14,216,0,0,23,23,22,26,53,43,27,10,16,7,251,0,0,17,15,20,27,70,75,42,17,8,3,294,0,0,3,11,8,13,51,93,63,18,22,6,281,0,4,3,9,9,29,79,137,127,48,23,7,474,0,0,4,3,5,16,48,126,99,71,48,14,441,0,4,3,3,0,3,18,51,73,31
