SA3_CODE_2021,Age_74_C21_P,Age_70_74_C11_M,Age_70_74_C11_F,Age_70_74_C11_P,Age_70_74_C16_M,Age_70_74_C16_F,Age_70_74_C16_P,Age_70_74_C21_M,Age_70_74_C21_F,Age_70_74_C21_P,Age_75_C11_M,Age_75_C11_F,Age_75_C11_P,Age_75_C16_M,Age_75_C16_F,Age_75_C16_P,Age_75_C21_M,Age_75_C21_F,Age_75_C21_P,Age_76_C11_M,Age_76_C11_F,Age_76_C11_P,Age_76_C16_M,Age_76_C16_F,Age_76_C16_P,Age_76_C21_M,Age_76_C21_F,Age_76_C21_P,Age_77_C11_M,Age_77_C11_F,Age_77_C11_P,Age_77_C16_M,Age_77_C16_F,Age_77_C16_P,Age_77_C21_M,Age_77_C21_F,Age_77_C21_P,Age_78_C11_M,Age_78_C11_F,Age_78_C11_P,Age_78_C16_M,Age_78_C16_F,Age_78_C16_P,Age_78_C21_M,Age_78_C21_F,Age_78_C21_P,Age_79_C11_M,Age_79_C11_F,Age_79_C11_P,Age_79_C16_M,Age_79_C16_F,Age_79_C16_P,Age_79_C21_M,Age_79_C21_F,Age_79_C21_P,Age_75_79_C11_M,Age_75_79_C11_F,Age_75_79_C11_P,Age_75_79_C16_M,Age_75_79_C16_F,Age_75_79_C16_P,Age_75_79_C21_M,Age_75_79_C21_F,Age_75_79_C21_P,Age_80_84_C11_M,Age_80_84_C11_F,Age_80_84_C11_P,Age_80_84_C16_M,Age_80_84_C16_F,Age_80_84_C16_P,Age_80_84_C21_M,Age_80_84_C21_F,Age_80_84_C21_P,Age_85over_C11_M,Age_85over_C11_F,Age_85over_C11_P,Age_85over_C16_M,Age_85over_C16_F,Age_85over_C16_P,Age_85over_C21_M,Age_85over_C21_F,Age_85over_C21_P,Tot_C11_M,Tot_C11_F,Tot_C11_P,Tot_C16_M,Tot_C16_F,Tot_C16_P,Tot_C21_M,Tot_C21_F,Tot_C21_P
50502,1805,2891,3374,6271,3104,3817,6921,3958,4817,8774,505,636,1142,497,665,1162,636,742,1381,485,597,1081,549,706,1262,615,798,1407,437,555,995,554,615,1167,655,769,1420,414,558,968,539,658,1202,548,678,1226,405,556,959,462,618,1079,566,752,1316,2248,2903,5148,2606,3264,5868,3013,3735,6748,1753,2418,4170,1875,2548,4425,2245,3012,5255,1345,2546,3887,1650,2877,4533,2093,3425,5514,87636,90794,178430,94033,98394,192430,101037,107110,208149
50503,1363,1678,1843,3519,2166,2392,4558,3293,3533,6825,263,295,556,338,408,748,499,559,1064,234,245,478,351,411,768,456,534,987,197,248,443,320,382,706,440,514,955,222,268,493,302,342,649,382,419,796,231,229,461,279,302,578,397,431,831,1146,1289,2432,1594,1858,3447,2172,2464,4634,734,945,1677,970,1225,2196,1398,1751,3147,532,911,1442,728,1164,1890,1024,1592,2616,75234,76870,152102,92886,95072,187959,102522,105984,208506
50601,637,871,856,1730,1084,1122,2203,1559,1663,3224,126,156,284,194,175,369,237,250,483,141,143,281,150,180,330,207,230,439,104,146,248,158,167,319,195,189,386,99,105,207,151,152,301,175,190,365,91,133,226,141,123,262,150,159,310,566,684,1242,790,793,1588,967,1011,1975,383,492,872,431,553,980,617,686,1310,244,419,660,367,548,913,426,581,1006,31041,31254,62293,39596,40002,79596,46604,47583,94184
50602,520,838,946,1783,915,957,1871,1268,1327,2593,131,195,328,156,220,368,209,185,393,140,177,319,136,174,314,169,175,340,127,148,275,160,145,304,141,175,325,121,181,304,140,167,304,131,148,273,106,136,236,130,155,288,153,147,301,622,836,1456,721,856,1583,804,832,1632,519,693,1214,480,685,1164,527,720,1249,375,741,1118,467,811,1277,499,819,1318,32596,31205,63804,36006,34707,70715,38172,37142,75312
50603,758,1127,1352,2477,1431,1511,2943,1872,2053,3926,220,230,446,235,260,501,295,303,596,192,226,419,195,260,452,258,296,550,159,224,383,167,254,422,288,328,615,160,199,361,195,238,440,229,289,515,144,214,358,182,253,431,252,290,537,876,1095,1968,976,1270,2241,1312,1500,2817,694,1094,1792,687,980,1668,869,1165,2029,599,1350,1950,701,1511,2210,809,1385,2191,44143,44619,88769,46690,46907,93598,49396,49742,99139
50604,916,1366,1479,2853,1603,1726,3331,2248,2434,4683,196,237,435,284,287,567,352,364,714,196,204,403,245,308,547,324,327,653,152,207,361,248,269,517,292,352,643,151,201,353,220,245,469,241,308,549,145,188,332,198,219,411,240,277,515,848,1036,1880,1184,1329,2515,1441,1633,3076,623,760,1381,685,915,1603,948,1141,2087,374,675,1053,559,875,1429,717,1156,1869,53754,52835,106587,60005,58066,118073,63485,62887,126376
50605,630,885,1006,1892,1122,1189,2313,1496,1627,3126,148,177,325,178,188,361,214,236,449,116,176,296,176,202,376,219,223,436,144,156,296,150,189,339,187,229,415,129,126,257,141,182,321,199,198,401,135,136,274,155,157,316,210,181,395,673,774,1448,793,925,1718,1023,1070,2099,400,464,863,559,653,1214,657,832,1493,287,483,770,366,559,921,539,750,1292,26531,27028,53563,28458,28990,57451,29108,29654,58762
50606,209,224,211,434,344,285,628,517,450,968,15,22,35,50,59,113,81,65,149,29,28,59,50,40,87,73,72,149,20,30,48,51,49,106,55,58,112,20,23,46,31,33,68,51,43,91,23,20,50,38,27,63,49,35,87,117,123,236,221,212,428,314,267,580,93,85,177,105,111,217,183,186,370,55,76,126,89,99,191,113,138,249,9046,8757,17799,13631,13240,26873,16103,16138,32242
50607,409,515,582,1097,678,790,1466,1073,1118,2194,97,87,179,90,133,222,148,177,324,57,116,177,122,129,247,170,151,319,60,94,162,86,123,205,125,172,296,69,111,182,80,114,194,126,144,273,62,120,180,88,108,193,104,139,248,351,530,876,463,603,1065,680,781,1462,300,545,847,298,462,761,445,596,1045,320,781,1109,361,776,1136,439,794,1233,19946,20868,40815,20575,21464,42044,21275,22177,43448
50701,779,1060,1132,2190,1346,1415,2766,1972,2163,4132,201,199,399,221,227,447,271,327,598,198,198,398,223,223,447,268,311,578,168,198,366,206,222,425,282,242,525,128,189,318,183,243,430,248,281,527,126,148,275,179,196,371,229,241,469,823,935,1753,1012,1108,2122,1300,1399,2694,496,684,1179,704,841,1539,911,1051,1958,304,617,925,487,932,1415,684,1097,1782,43552,43861,87411,50324,51707,102029,57054,58771,115824
50702,369,574,675,1249,680,760,1437,947,1089,2039,102,118,223,117,153,267,158,167,322,101,110,215,99,110,213,155,154,308,91,99,198,120,122,239,132,141,275,99,113,217,101,126,229,91,128,224,79,116,194,95,109,208,125,144,268,479,559,1040,534,628,1157,664,738,1395,367,482,850,404,500,904,458,551,1007,278,484,761,325,581,905,436,668,1107,16424,17206,33629,17688,18921,36600,19324,20592,39910
50703,216,366,357,729,458,445,910,574,586,1165,65,59,124,77,72,147,80,71,154,47,64,108,69,64,134,73,102,177,59,52,113,70,68,133,79,98,179,46,41,85,43,83,127,67,71,136,41,50,87,64,55,117,76,64,139,259,264,520,320,342,660,380,403,788,149,172,325,214,226,434,248,281,523,86,173,253,121,203,325,179,236,416,14875,14354,29227,19971,18943,38921,23482,22379,45867
50704,1127,1487,1771,3257,1961,2025,3987,2670,2978,5656,282,363,640,301,381,680,452,425,881,283,327,606,254,344,598,443,406,850,241,308,555,300,383,678,398,452,843,217,325,541,278,351,632,319,381,703,269,322,589,241,302,541,327,381,707,1291,1645,2936,1372,1753,3130,1938,2047,3980,1048,1555,2608,1075,1532,2615,1192,1605,2797,843,1720,2564,1123,2123,3243,1261,2102,3363,47380,50984,98365,48602,52078,100678,50918,55210,106127
50705,1070,1445,1550,2999,1897,2017,3914,2425,2648,5071,241,289,533,310,363,669,405,444,846,228,247,470,291,323,617,367,428,800,186,249,433,274,304,580,389,408,805,222,209,426,250,240,490,314,349,658,162,218,381,247,286,525,338,306,643,1037,1205,2245,1367,1527,2888,1814,1939,3754,768,970,1735,896,1074,1966,1128,1329,2460,490,734,1226,684,1025,1716,853,1225,2083,51856,52251,104105,62027,63081,125112,67085,68591,135678
50901,760,1140,1135,2278,1388,1505,2894,1913,1894,3802,209,191,397,251,204,455,290,304,599,187,199,384,214,262,477,291,272,564,147,164,316,224,243,470,248,261,507,141,186,329,217,206,424,216,266,477,152,147,298,182,187,366,233,252,487,839,889,1724,1089,1104,2192,1283,1348,2638,599,721,1318,681,785,1469,855,935,1791,395,698,1092,599,865,1468,709,935,1644,27569,27788,55357,29639,29533,59170,30830,31049,61880
50902,730,1205,1047,2255,1523,1363,2882,2020,1720,3742,215,148,367,259,232,487,292,270,562,182,138,318,219,201,417,277,250,532,131,132,264,192,194,384,273,237,506,166,145,313,189,200,394,227,195,422,138,138,272,173,131,308,210,204,419,831,711,1536,1032,960,1992,1281,1158,2437,511,518,1033,630,605,1230,776,736,1511,304,474,775,406,556,964,504,686,1196,27481,25890,53369,29063,26869,55932,28873,27059,55937
50903,216,405,396,796,538,398,930,663,533,1192,88,60,148,89,80,174,110,79,191,56,66,127,80,81,159,86,63,145,50,51,106,65,80,141,83,80,169,43,57,97,58,72,130,69,63,128,30,44,71,61,67,128,81,65,147,276,277,553,352,374,728,427,352,780,185,205,390,216,249,465,265,304,565,144,220,366,179,232,413,203,268,471,10864,9851,20714,10357,9892,20249,9908,9448,19357
51001,121,230,161,391,329,249,584,386,331,720,33,27,64,31,34,68,50,47,102,30,26,50,54,36,87,49,40,88,27,18,42,29,20,55,43,37,85,25,23,47,32,28,60,35,35,67,19,18,35,15,23,42,26,39,63,136,101,238,169,139,308,213,193,406,90,82,173,82,77,155,108,89,198,57,52,107,49,69,120,66,81,139,18504,16283,34791,17159,17208,34363,17306,17780,35092
51002,40,90,67,158,106,71,176,126,103,232,8,10,22,18,18,30,9,17,29,7,0,12,13,14,22,13,9,19,4,5,5,10,3,11,5,10,10,6,0,12,0,6,12,9,8,19,4,9,11,7,0,10,9,9,17,30,32,62,49,36,89,48,45,93,21,29,44,18,23,43,35,33,66,18,16,36,19,22,38,19,23,39,16612,10380,26990,14782,10273,25054,14487,10955,25443
51003,41,94,50,142,99,67,168,139,114,246,11,9,25,10,16,27,18,11,31,7,7,14,15,0,19,17,9,25,3,5,11,9,4,13,16,8,22,8,0,5,12,7,17,9,7,14,6,10,11,3,3,12,13,5,21,32,30,64,42,35,81,70,48,119,11,11,26,13,20,33,33,29,65,10,10,20,12,13,26,12,10,19,20273,12632,32902,21369,13135,34499,16330,13262,29594
51101,185,302,257,558,351,365,719,444,399,840,54,40,94,54,55,105,76,64,136,31,59,83,52,53,107,70,80,147,35,47,81,40,43,87,62,68,127,34,45,76,56,49,99,45,70,123,24,36,60,50,40,91,61,47,108,173,224,396,249,245,498,310,330,643,140,145,279,122,168,296,192,206,399,73,128,203,106,166,276,127,190,315,7916,7687,15607,8110,7863,15973,8093,7881,15970
51102,70,193,122,312,206,149,351,237,191,422,25,16,40,31,28,57,32,23,50,18,18,29,32,19,46,15,30,49,27,16,46,31,6,39,30,25,59,13,12,26,14,9,20,25,25,51,13,8,28,22,20,42,31,21,57,93,76,169,130,81,209,140,124,262,80,48,120,57,45,98,85,61,142,32,34,66,39,49,88,35,55,90,4843,4446,9286,4994,4490,9485,4954,4578,9537
51103,169,317,266,583,394,284,681,560,416,976,43,31,77,53,54,108,67,49,114,34,38,77,42,66,112,74,48,126,36,31,73,42,45,83,65,52,119,26,40,66,40,39,81,42,35,74,25,35,57,29,30,58,62,49,110,171,181,348,213,234,440,308,234,545,90,120,211,120,145,267,154,173,329,64,127,195,70,111,177,82,154,236,22548,19266,41808,20796,18296,39094,20641,17624,38267
51104,547,929,831,1763,1136,1062,2198,1524,1370,2891,150,148,296,182,138,318,206,231,433,143,135,279,156,159,311,220,191,413,121,127,255,165,160,328,211,214,425,126,116,244,148,146,299,174,172,344,95,121,222,136,147,282,199,173,373,642,649,1288,777,754,1529,1001,989,1991,455,436,893,488,531,1020,618,617,1234,241,393,641,399,467,864,484,620,1108,27642,26018,53655,27497,26520,54012,27893,27096,54981
59797,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,34,415,405,27,431,455,58,514
59999,37,126,55,179,105,85,185,176,112,281,18,7,26,19,6,22,25,14,41,8,4,13,10,8,21,27,10,36,12,8,18,10,3,13,20,4,17,3,8,10,5,3,9,10,4,13,9,4,13,9,3,5,6,0,7,52,23,72,44,20,66,88,26,114,15,5,24,7,18,28,29,15,42,6,12,16,9,12,22,14,16,30,4282,3010,7294,3535,2417,5950,4639,3416,8055
