SA3_CODE_2021,C16_Aus_Mo_O_B_OS,C16_Aus_BP_B_Aus,C16_Aus_Bplace_NS,C16_Aus_Tot_resp,C16_Aus_Ab_BP_B_OS,C16_Aus_Ab_Fa_O_B_OS,C16_Aus_Ab_Mo_O_B_OS,C16_Aus_Ab_BP_B_Aus,C16_Aus_Abor_Bplace_NS,C16_Aus_Abor_Tot_resp,C16_Chi_BP_B_OS,C16_Chi_Fa_O_B_OS,C16_Chi_Mo_O_B_OS,C16_Chi_BP_B_Aus,C16_Chi_Bplace_NS,C16_Chi_Tot_resp,C16_Cro_BP_B_OS,C16_Cro_Fa_O_B_OS,C16_Cro_Mo_O_B_OS,C16_Cro_BP_B_Aus,C16_Cro_Bplace_NS,C16_Cro_Tot_resp,C16_Dut_BP_B_OS,C16_Dut_Fa_O_B_OS,C16_Dut_Mo_O_B_OS,C16_Dut_BP_B_Aus,C16_Dut_Bplace_NS,C16_Dut_Tot_resp,C16_Eng_BP_B_OS,C16_Eng_Fa_O_B_OS,C16_Eng_Mo_O_B_OS,C16_Eng_BP_B_Aus,C16_Eng_Bplace_NS,C16_Eng_Tot_resp,C16_Fil_BP_B_OS,C16_Fil_Fa_O_B_OS,C16_Fil_Mo_O_B_OS,C16_Fil_BP_B_Aus,C16_Fil_Bplace_NS,C16_Fil_Tot_resp,C16_Fre_BP_B_OS,C16_Fre_Fa_O_B_OS,C16_Fre_Mo_O_B_OS,C16_Fre_BP_B_Aus,C16_Fre_Bplace_NS,C16_Fre_Tot_resp,C16_Ger_BP_B_OS,C16_Ger_Fa_O_B_OS,C16_Ger_Mo_O_B_OS,C16_Ger_BP_B_Aus,C16_Ger_Bplace_NS,C16_Ger_Tot_resp,C16_Gre_BP_B_OS,C16_Gre_Fa_O_B_OS,C16_Gre_Mo_O_B_OS,C16_Gre_BP_B_Aus,C16_Gre_Bplace_NS,C16_Gre_Tot_resp,C16_Hun_BP_B_OS,C16_Hun_Fa_O_B_OS,C16_Hun_Mo_O_B_OS,C16_Hun_BP_B_Aus,C16_Hun_Bplace_NS,C16_Hun_Tot_resp,C16_Ind_BP_B_OS,C16_Ind_Fa_O_B_OS,C16_Ind_Mo_O_B_OS,C16_Ind_BP_B_Aus,C16_Ind_Bplace_NS,C16_Ind_Tot_resp,C16_Iri_BP_B_OS,C16_Iri_Fa_O_B_OS,C16_Iri_Mo_O_B_OS,C16_Iri_BP_B_Aus,C16_Iri_Bplace_NS,C16_Iri_Tot_resp,C16_Ita_BP_B_OS,C16_Ita_Fa_O_B_OS,C16_Ita_Mo_O_B_OS,C16_Ita_BP_B_Aus,C16_Ita_Bplace_NS,C16_Ita_Tot_resp,C16_Kor_BP_B_OS,C16_Kor_Fa_O_B_OS,C16_Kor_Mo_O_B_OS,C16_Kor_BP_B_Aus,C16_Kor_Bplace_NS,C16_Kor_Tot_resp,C16_Leb_BP_B_OS,C16_Leb_Fa_O_B_OS,C16_Leb_Mo_O_B_OS,C16_Leb_BP_B_Aus,C16_Leb_Bplace_NS,C16_Leb_Tot_resp,C16_Mac_BP_B_OS,C16_Mac_Fa_O_B_OS,C16_Mac_Mo_O_B_OS,C16_Mac_BP_B_Aus,C16_Mac_Bplace_NS,C16_Mac_Tot_resp,C16_Mal_BP_B_OS,C16_Mal_Fa_O_B_OS,C16_Mal_Mo_O_B_OS,C16_Mal_BP_B_Aus,C16_Mal_Bplace_NS,C16_Mal_Tot_resp,C16_Mao_BP_B_OS,C16_Mao_Fa_O_B_OS,C16_Mao_Mo_O_B_OS,C16_Mao_BP_B_Aus,C16_Mao_Bplace_NS,C16_Mao_Tot_resp,C16_NZ_BP_B_OS,C16_NZ_Fa_O_B_OS,C16_NZ_Mo_O_B_OS,C16_NZ_BP_B_Aus,C16_NZ_Bplace_NS,C16_NZ_Tot_resp,C16_Pol_BP_B_OS,C16_Pol_Fa_O_B_OS,C16_Pol_Mo_O_B_OS,C16_Pol_BP_B_Aus,C16_Pol_Bplace_NS,C16_Pol_Tot_resp,C16_Rus_BP_B_OS,C16_Rus_Fa_O_B_OS,C16_Rus_Mo_O_B_OS,C16_Rus_BP_B_Aus,C16_Rus_Birthplac_ns,C16_Rus_Tot_resp,C16_Sam_BP_B_OS,C16_Sam_Fa_O_B_OS,C16_Sam_Mo_O_B_OS,C16_Sam_BP_B_Aus,C16_Sam_Birthplac_ns,C16_Sam_Tot_resp,C16_Sco_BP_B_OS,C16_Sco_Fa_O_B_OS,C16_Sco_Mo_O_B_OS,C16_Sco_BP_B_Aus,C16_Sco_Birthplac_ns,C16_Sco_Tot_resp,C16_Ser_BP_B_OS,C16_Ser_Fa_O_B_OS,C16_Ser_Mo_O_B_OS,C16_Ser_BP_B_Aus,C16_Ser_Bplace_NS,C16_Ser_Tot_resp,C16_SAf_BP_B_OS,C16_SAf_Fa_O_B_OS,C16_SAf_Mo_O_B_OS,C16_SAf_BP_B_Aus,C16_SAf_Bplace_NS,C16_SAf_Tot_resp,C16_Span_BP_B_OS,C16_Span_Fa_O_B_OS,C16_Span_Mo_O_B_OS,C16_Span_BP_B_Aus,C16_Span_Bplace_NS,C16_Span_Tot_resp,C16_SriL_BP_B_OS,C16_SriL_Fa_O_B_OS,C16_SriL_Mo_O_B_OS,C16_SriL_BP_B_Aus,C16_SriL_Bplace_NS,C16_SriL_Tot_resp,C16_Viet_BP_B_OS,C16_Viet_Fa_O_B_OS,C16_Viet_Mo_O_B_OS,C16_Viet_BP_B_Aus,C16_Viet_Bplace_NS,C16_Viet_Tot_resp,C16_Wel_BP_B_OS,C16_Wel_Fa_O_B_OS,C16_Wel_Mo_O_B_OS,C16_Wel_BP_B_Aus,C16_Wel_Bplace_NS,C16_Wel_Tot_resp,C16_Oth_BP_B_OS,C16_Oth_Fa_O_B_OS,C16_Oth_Mo_O_B_OS,C16_Oth_BP_B_Aus,C16_Oth_Bplace_NS,C16_Oth_Tot_resp,C16_Anc_ns_BP_B_OS,C16_Anc_ns_Fa_O_B_OS,C16_Anc_ns_Mo_O_B_OS,C16_Anc_ns_BP_B_Aus,C16_Anc_ns_Bplace_NS,C16_Anc_NS_Tot_resp,C16_Tot_P_BP_B_OS,C16_Tot_P_Fa_O_B_OS,C16_Tot_P_Mo_O_B_OS,C16_Tot_P_BP_B_Aus,C16_Tot_P_Bplace_NS,C16_Tot_P_Tot_resp,C21_Aus_BP_B_OS,C21_Aus_Fa_O_B_OS,C21_Aus_Mo_O_B_OS,C21_Aus_BP_B_Aus
50502,5643,30735,586,46746,12,38,14,298,3,367,9038,182,320,204,71,9809,1310,294,115,665,31,2416,1643,451,249,596,19,2957,21050,6525,4839,25307,671,58388,1816,21,148,16,14,2013,957,93,69,225,18,1361,2195,439,323,2044,43,5045,1643,383,189,898,31,3144,370,46,27,78,5,526,6898,161,120,109,34,7324,6749,1515,1029,8688,156,18148,8936,2153,929,5346,155,17523,515,9,19,10,8,557,186,37,13,26,3,263,2541,297,192,597,31,3659,175,42,35,94,8,353,894,85,65,21,9,1079,1322,381,247,67,21,2039,1485,187,142,307,14,2130,563,35,39,82,9,722,104,24,0,0,4,134,4820,1412,1073,6525,134,13961,835,72,41,48,3,998,2123,150,139,38,13,2466,809,61,67,161,9,1108,589,45,31,18,4,677,4234,57,97,28,20,4433,799,163,99,415,10,1490,24773,1471,1568,1453,274,29540,969,87,72,485,11303,12914,94715,14465,10516,59481,13245,192430,3206,8586,6774,32130
50503,6471,31999,759,49992,16,30,6,314,9,381,3957,88,169,155,27,4407,681,128,65,352,19,1242,1986,365,263,588,28,3226,38824,6851,5766,21710,945,74086,2345,42,166,23,42,2622,796,56,61,181,10,1100,2191,456,324,1723,53,4756,543,181,98,367,12,1202,344,40,27,46,3,460,5403,152,102,117,38,5804,7520,1183,925,5746,173,15544,3137,1203,617,3306,119,8380,214,6,19,9,0,250,181,44,14,41,5,288,1510,224,120,278,24,2160,207,70,38,124,0,446,2744,258,109,78,44,3227,1907,507,318,84,26,2842,1116,123,98,237,13,1588,334,21,36,62,0,453,237,26,14,0,8,286,8309,1255,1121,4814,172,15673,627,41,18,41,4,732,3946,159,125,40,19,4283,740,78,34,121,10,978,289,31,24,10,3,345,4818,66,100,43,51,5076,1561,149,111,280,16,2113,20260,1382,1273,1224,253,24399,1063,104,98,459,9869,11591,98367,13650,10883,52886,12178,187959,3707,9284,7939,33464
50601,2958,16150,371,24367,7,18,19,277,9,328,2538,47,95,86,8,2775,114,44,21,78,0,258,1425,411,250,651,18,2753,12678,3446,2880,12026,411,31445,1393,14,97,8,17,1531,260,35,19,81,0,405,794,184,147,941,26,2101,55,36,16,94,0,204,117,17,3,21,0,157,4143,86,51,42,15,4340,2075,578,427,2874,79,6034,939,407,219,1166,33,2762,169,0,8,0,3,180,72,17,4,9,0,106,14,7,0,23,0,49,61,19,4,35,4,124,1007,83,68,26,8,1190,668,212,118,57,14,1071,289,53,41,108,5,491,108,14,8,33,0,174,170,15,0,4,0,192,2550,681,519,2656,81,6490,68,6,0,9,0,87,880,93,41,24,8,1057,265,14,23,50,0,350,469,8,5,5,0,486,147,8,11,0,0,162,490,75,52,137,3,759,7882,583,513,608,89,9671,343,51,32,284,4428,5140,35573,6422,5005,27236,5365,79596,1668,4521,3473,16886
50602,1975,11196,285,16778,0,15,10,227,12,269,5234,78,139,122,37,5602,176,41,31,112,3,366,546,171,99,255,5,1074,7262,2332,1757,8783,312,20451,1471,9,83,9,5,1576,346,28,24,85,4,481,705,167,111,820,10,1814,163,49,29,103,3,344,99,22,10,14,6,156,2956,55,52,54,23,3136,2454,583,397,3010,77,6524,1653,377,168,1149,42,3391,833,6,23,3,3,868,168,21,16,20,4,228,37,5,8,33,3,85,61,27,17,29,0,132,575,48,28,13,19,685,560,129,86,36,6,822,499,63,43,135,10,743,159,8,13,20,4,204,87,0,3,4,0,100,1927,524,399,2396,55,5304,76,13,5,13,0,110,295,40,35,4,5,381,329,14,8,42,0,399,388,13,10,8,4,421,583,8,32,4,10,646,259,53,22,116,3,463,10229,454,509,466,120,11782,364,23,25,201,6507,7117,34701,4614,3549,20497,7350,70715,1049,2981,2406,11826
50603,2383,12397,258,18945,0,11,7,146,7,164,15388,161,308,184,76,16112,161,43,31,120,0,355,804,200,136,282,13,1440,9825,2756,2009,9909,281,24783,1694,11,59,6,5,1778,356,29,33,83,5,497,757,158,155,816,22,1905,125,43,23,112,7,318,107,10,16,14,0,148,6972,79,55,36,34,7175,2001,566,409,2847,65,5889,1483,397,177,1046,45,3152,1328,5,13,0,6,1358,144,22,16,14,0,192,30,3,7,22,0,66,77,20,12,24,3,133,406,29,16,11,8,469,531,179,97,38,10,852,412,58,45,79,9,604,197,16,16,24,8,253,101,10,0,3,0,111,2098,585,449,2502,60,5695,68,6,6,5,0,85,667,43,50,10,13,791,327,4,9,36,0,384,1108,15,4,9,0,1139,649,17,26,5,6,710,348,66,60,147,8,623,14952,570,668,548,129,16868,563,31,35,198,4766,5599,56103,5263,4271,22308,5654,93598,1361,3024,2501,11569
50604,3534,19051,404,29028,12,29,14,390,3,441,10708,156,264,149,65,11339,192,40,31,118,8,379,1188,278,193,496,20,2173,14484,3871,3210,13904,504,35970,3016,20,131,10,18,3196,405,32,20,97,6,559,1020,239,199,1054,44,2548,114,49,37,85,9,288,123,19,9,24,0,186,7363,126,108,100,40,7744,2629,628,473,3406,89,7223,1511,520,256,1488,45,3819,596,3,12,6,3,621,239,41,31,10,0,318,45,4,11,23,0,81,85,28,7,39,0,165,1389,107,64,34,22,1614,906,222,182,63,13,1385,409,59,55,150,0,679,141,10,7,20,0,177,209,16,0,0,3,231,2995,827,609,3100,88,7619,149,3,7,6,0,172,1091,55,57,20,7,1230,372,25,18,47,0,470,848,19,7,3,8,880,634,19,28,10,0,688,444,61,54,138,3,701,19859,901,846,796,172,22561,803,57,41,353,6355,7616,64668,7455,6109,32216,7617,118073,2433,4375,3588,17612
50605,2177,13576,207,19448,0,12,8,115,8,138,959,32,64,69,6,1128,125,50,26,149,0,345,759,171,138,294,9,1368,9370,2765,2044,10437,294,24911,758,5,48,10,5,823,240,27,26,60,8,365,679,203,148,913,30,1974,79,22,11,79,3,194,108,15,12,18,0,151,1266,54,39,60,16,1430,1881,546,389,2818,68,5702,1220,439,226,1377,41,3308,50,3,12,3,0,74,42,16,10,5,0,73,24,4,3,12,0,40,44,15,12,36,6,107,587,32,30,8,15,670,571,170,93,33,4,871,301,47,29,125,6,503,89,10,19,24,0,144,74,6,3,0,0,81,1994,551,404,2557,67,5576,66,14,9,4,3,94,408,48,30,10,4,496,110,17,7,57,3,196,122,12,11,0,0,145,78,0,6,4,0,91,330,63,33,118,0,547,3926,362,363,505,41,5202,169,31,20,203,2917,3342,21573,5029,3734,23568,3549,57451,721,3079,2377,13507
50606,1185,7024,132,10075,0,0,5,56,0,58,211,3,13,22,0,257,36,12,6,39,0,93,536,145,127,372,6,1182,4333,1343,1252,5007,150,12081,182,11,14,3,0,212,86,10,0,34,0,134,232,88,75,357,14,770,30,13,8,24,0,76,22,7,6,0,0,32,644,17,10,22,5,696,711,179,152,1040,11,2106,275,114,64,435,14,902,15,0,4,0,0,21,14,4,3,8,0,36,3,5,0,10,0,12,14,5,0,16,0,39,231,27,32,7,3,300,243,93,67,29,4,432,62,16,14,40,0,140,11,3,0,8,0,29,25,9,0,0,0,38,797,254,197,995,26,2266,25,3,6,0,0,25,253,31,24,3,3,318,57,4,3,16,0,78,50,10,12,3,0,70,22,0,4,0,0,28,125,19,18,37,3,197,1607,188,129,211,12,2153,86,11,14,115,1769,2003,9009,2384,1981,11438,2062,26873,452,1842,1565,8298
50607,1422,7744,181,11328,0,3,3,90,0,96,3628,79,112,68,43,3924,150,34,33,145,4,362,372,118,57,161,9,716,4769,1525,1297,6749,144,14483,250,4,43,11,0,309,230,9,12,72,0,324,447,93,84,627,14,1260,188,45,22,103,11,362,62,11,5,16,3,98,1204,33,39,23,11,1307,1303,346,280,2364,26,4324,845,240,136,812,18,2052,299,0,8,3,3,316,48,6,0,12,0,69,50,6,12,30,0,98,39,13,8,16,0,71,93,16,9,7,0,128,258,91,66,24,0,440,303,44,23,82,11,463,109,9,13,16,0,144,13,8,0,0,0,19,1234,370,309,1784,33,3731,66,0,5,7,0,75,338,30,37,3,4,409,159,16,4,37,4,215,179,10,13,0,0,204,263,0,10,3,0,283,187,33,38,94,0,353,4649,319,327,367,61,5719,145,19,14,87,2737,2999,18426,3002,2541,14867,3209,42044,419,1918,1612,8006
50701,3523,19773,383,29262,4,8,11,197,0,222,4842,89,113,120,28,5196,1779,310,144,624,22,2883,902,240,202,423,11,1783,12627,3823,3101,14766,425,34747,2411,11,100,6,16,2552,464,52,41,108,3,665,1131,284,192,1103,44,2750,162,58,24,147,6,388,127,18,15,34,0,195,2509,84,64,73,18,2755,2913,773,551,4196,98,8534,3845,1190,588,3417,88,9133,438,3,7,4,0,450,120,15,13,12,0,162,68,20,9,38,0,135,125,43,23,76,0,266,869,84,52,25,3,1041,797,267,157,46,16,1282,539,75,71,146,4,842,225,15,17,28,8,298,117,13,4,0,0,137,3324,896,646,3524,77,8464,722,30,33,17,6,814,1207,117,95,37,12,1465,565,49,31,79,9,735,256,15,9,13,5,294,274,9,20,5,11,314,497,100,51,181,6,843,9703,950,914,1003,115,12693,362,56,46,372,5669,6505,45402,8326,6289,35223,6781,102029,1586,5266,4470,21686
50702,1359,6913,134,10530,0,10,9,63,3,80,358,39,33,79,10,510,346,82,30,193,9,660,382,116,76,116,4,687,5120,1752,1305,6303,163,14641,172,0,13,0,13,199,321,41,43,66,5,471,570,137,88,539,9,1338,85,33,20,104,3,250,67,7,13,7,6,100,266,25,16,20,6,329,1368,494,318,2724,44,4948,1894,372,163,882,41,3351,49,0,5,0,0,63,19,6,0,9,0,36,33,7,4,13,0,53,37,11,3,10,0,69,118,18,10,4,0,152,261,78,53,26,4,428,234,28,28,54,0,346,59,7,13,13,0,92,12,0,0,0,0,13,1311,471,286,1953,34,4052,81,0,4,4,3,91,169,23,26,8,3,222,149,20,14,48,0,224,37,17,4,0,0,58,59,0,4,0,0,63,265,40,34,122,0,461,2358,357,314,411,28,3460,85,14,9,115,3033,3260,13152,3440,2428,14147,3431,36600,385,2167,1664,7269
50703,1399,7883,201,11741,0,16,16,107,0,130,845,23,36,38,7,947,97,24,10,82,0,220,342,92,66,162,0,668,5418,1559,1308,5882,202,14366,1827,23,55,11,11,1922,132,13,8,40,0,189,437,110,69,481,12,1106,41,12,9,37,0,101,16,4,0,9,0,28,1499,26,27,22,3,1580,964,229,195,1304,39,2726,349,192,102,656,12,1310,126,6,6,3,0,142,16,3,0,3,0,23,22,0,5,7,0,35,24,13,10,17,4,69,968,58,61,28,12,1126,423,111,75,23,13,643,139,17,19,42,3,228,75,4,10,5,0,99,62,8,3,0,0,81,1227,298,214,1188,26,2952,145,5,6,14,0,174,378,26,23,4,6,432,266,14,5,36,3,328,122,0,3,4,0,129,103,5,11,0,0,121,199,32,28,53,0,319,3655,307,235,282,49,4532,212,15,25,169,3469,3882,16684,2874,2337,13067,3958,38921,726,2070,1692,8765
50704,3641,19519,354,28672,8,8,3,73,3,92,10158,184,306,134,83,10872,513,138,61,415,11,1147,995,258,191,410,11,1862,12501,4213,3221,16342,460,36738,571,6,78,9,5,663,553,58,47,146,3,804,1176,262,212,1299,31,2987,286,75,38,189,3,600,144,26,26,54,0,250,2586,110,80,61,20,2861,2894,963,664,5457,128,10099,2650,832,380,2462,45,6377,662,7,18,3,0,701,137,22,28,22,0,215,83,16,15,50,0,160,90,33,9,54,3,190,226,23,12,3,4,272,578,202,133,54,8,978,498,77,67,150,3,799,210,19,19,22,0,275,50,6,0,4,0,67,3328,1031,777,4374,97,9616,162,10,19,29,4,220,976,64,78,19,3,1138,352,30,43,100,10,533,489,28,21,18,4,555,353,17,19,4,0,395,559,92,75,279,9,1019,8100,759,763,850,68,10541,247,38,29,277,4428,5015,43829,8185,6400,36781,5489,100678,1051,4887,4073,19990
50705,5098,28445,598,41548,0,29,11,268,4,312,802,50,55,127,14,1053,329,73,58,191,7,666,1440,334,225,675,26,2700,26953,5776,4887,21275,731,59618,1233,30,143,7,15,1430,391,38,33,128,6,599,1450,367,337,1769,40,3962,120,39,36,140,0,342,100,20,16,31,4,174,1043,80,43,53,9,1223,4447,921,764,5346,127,11607,1069,483,242,1738,44,3570,100,4,3,5,0,117,56,9,14,18,0,102,47,9,7,20,3,85,102,44,26,67,6,234,2773,217,136,62,75,3265,1477,338,284,77,23,2191,395,73,54,175,16,712,169,13,17,37,3,234,249,15,6,0,7,279,5840,1246,948,4659,132,12820,360,34,17,14,4,427,1541,93,77,19,10,1745,437,47,39,95,0,623,72,8,4,7,0,99,218,6,16,6,0,241,1106,144,97,231,8,1579,6418,814,741,886,105,8971,400,90,51,441,8428,9411,49198,10178,8314,47418,9999,125112,1640,7207,6059,30861
50901,2103,18089,420,23656,0,14,7,273,7,306,259,23,20,58,4,373,54,28,7,71,0,161,823,234,163,472,16,1704,6914,2612,2145,14670,458,26803,703,4,61,8,12,780,150,21,20,86,4,276,635,165,177,1205,30,2216,37,17,10,61,3,121,41,5,8,5,0,63,239,27,13,37,6,311,975,376,304,3276,80,5003,529,262,74,882,23,1765,7,0,5,7,0,17,3,3,0,4,0,6,9,0,0,11,0,27,22,7,3,16,0,47,290,47,41,35,11,419,321,130,71,48,13,581,254,49,26,124,7,462,54,6,8,23,0,90,7,3,0,0,0,13,1474,505,416,3296,77,5771,17,0,0,3,4,30,294,27,23,9,3,358,72,9,7,36,4,128,25,0,0,5,0,29,59,0,0,0,0,60,272,57,45,147,3,514,1963,318,292,628,49,3256,150,33,31,377,4616,5202,13828,4536,3602,31633,5568,59170,494,2737,2410,18316
50902,1876,19063,459,24029,4,9,5,241,5,258,315,8,14,41,5,384,64,18,14,64,3,162,546,137,111,202,13,1005,5833,2027,1760,13427,410,23460,649,0,35,11,12,714,132,10,17,75,0,233,476,131,122,1093,33,1850,51,12,6,39,0,104,45,9,3,13,0,71,187,11,0,10,5,214,964,322,242,2980,75,4594,396,175,78,812,24,1489,15,0,4,4,0,19,4,3,0,12,0,16,20,0,0,13,0,39,39,10,3,18,0,73,277,30,30,9,7,360,362,131,102,32,6,633,223,34,23,108,4,390,33,3,14,13,0,70,16,0,4,0,0,20,1292,444,374,2963,70,5146,30,3,6,7,0,45,252,29,16,7,0,300,80,4,4,44,0,131,27,3,7,0,0,36,69,3,0,0,0,67,180,38,24,141,8,384,1235,235,182,411,32,2085,154,25,32,391,5172,5770,11652,3675,3076,31448,6089,55932,435,2167,1968,17199
50903,696,7615,153,9283,0,3,5,93,5,110,50,0,8,5,0,78,8,3,5,21,0,44,148,39,27,86,8,304,1554,717,592,5478,160,8496,139,0,19,0,0,161,40,7,6,34,0,86,159,28,47,406,10,649,4,6,0,19,0,28,16,4,0,5,0,21,89,5,8,4,0,107,253,110,88,1137,34,1619,135,54,13,279,8,495,3,0,0,0,0,7,5,0,0,0,0,5,4,0,0,7,0,10,0,3,3,0,0,9,128,22,19,10,11,197,123,44,43,18,4,235,66,11,16,42,4,134,27,0,4,3,0,31,5,0,0,0,0,0,335,177,103,1081,16,1716,4,0,0,0,0,4,82,5,13,4,5,102,8,0,0,22,4,29,0,0,0,0,0,4,13,0,0,0,0,14,50,17,6,53,3,125,416,76,73,135,10,711,37,12,15,156,1866,2085,3243,1256,1080,12464,2209,20249,121,651,665,6461
51001,650,9714,270,11657,4,91,19,8018,139,8270,206,39,27,177,8,452,26,7,0,25,0,65,164,60,39,87,4,351,1795,625,553,4942,168,8078,274,6,28,57,11,372,115,14,13,41,0,180,295,48,34,479,17,865,36,17,5,34,0,92,21,6,5,10,0,41,225,15,8,14,4,266,391,142,114,1498,46,2199,197,58,38,344,8,641,55,5,0,0,0,58,6,0,0,0,0,8,6,11,0,37,0,53,14,8,0,27,0,49,174,19,17,10,4,218,175,54,24,20,7,270,46,7,10,39,0,109,19,0,3,4,0,28,9,0,0,0,0,10,428,158,116,1233,37,1968,13,0,0,9,0,20,86,7,3,8,0,113,65,9,3,17,0,95,53,4,4,5,0,69,40,4,4,0,0,52,54,13,10,41,0,129,938,205,117,566,22,1856,52,9,9,356,4094,4524,4912,1504,1092,22138,4715,34363,174,751,709,6141
51002,683,7080,139,8839,0,8,7,1663,26,1709,199,8,14,31,0,245,56,10,11,32,0,115,127,69,27,94,0,315,1948,592,537,3717,89,6881,535,6,33,20,12,609,75,8,8,26,0,108,183,63,52,429,8,728,27,6,9,45,0,84,24,9,0,10,0,32,264,12,8,4,4,289,511,136,102,1042,22,1813,101,76,22,317,5,519,39,0,3,0,0,43,21,0,0,0,0,26,34,12,3,4,0,50,13,4,3,7,0,30,561,44,30,30,11,673,310,46,50,20,3,423,54,14,10,39,3,118,13,3,4,11,0,38,56,0,3,6,0,68,580,125,105,905,21,1742,26,0,0,4,3,34,166,3,9,13,0,195,50,0,3,11,0,69,53,4,0,0,0,56,38,0,0,0,0,39,66,11,0,33,0,119,1386,146,196,505,23,2258,77,14,15,207,4033,4342,6028,1292,1163,12237,4336,25054,189,740,701,4809
51003,1122,10257,228,12962,3,22,20,992,5,1038,455,9,20,41,0,534,58,16,11,56,4,145,226,90,60,157,6,534,3067,860,867,5662,176,10628,826,10,52,12,9,901,104,11,16,30,6,167,313,75,76,585,12,1059,29,17,8,43,0,97,20,8,4,11,0,46,461,15,27,25,3,527,979,146,168,1523,36,2852,177,124,50,477,15,840,53,5,0,0,0,52,19,0,0,0,0,21,45,7,4,5,0,55,22,22,10,29,0,82,752,39,38,18,18,858,425,96,77,19,9,626,81,23,15,55,0,181,33,0,10,11,0,55,73,0,0,3,0,83,933,219,211,1389,40,2784,28,0,0,3,0,41,278,10,25,8,0,321,113,4,9,21,0,149,54,0,6,8,0,67,49,0,5,0,0,55,89,18,26,72,0,201,1751,145,166,315,34,2413,126,21,22,225,4678,5080,9330,1823,1793,16405,5142,34499,237,983,1164,7241
51101,529,5843,139,7262,0,0,0,89,0,99,56,0,5,17,0,80,7,7,4,15,0,25,101,35,28,38,0,203,1219,596,444,3885,121,6268,68,0,13,5,0,81,34,0,7,14,0,60,142,34,36,420,5,645,7,8,3,8,0,27,4,0,0,0,0,4,34,3,0,12,0,51,237,95,64,928,31,1353,67,46,23,255,14,402,8,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,6,101,17,16,17,6,162,112,39,36,21,3,206,24,13,0,20,0,59,14,0,3,5,0,21,4,0,0,0,0,7,297,132,100,918,22,1469,0,0,0,0,0,0,114,3,16,0,0,131,12,5,0,14,0,25,11,0,0,0,0,10,3,0,0,0,0,3,35,8,15,14,4,71,331,92,69,137,7,636,31,17,4,165,1711,1931,2498,1098,839,9541,1995,15973,97,693,577,5410
51102,273,3096,94,3820,0,9,5,390,4,404,60,6,5,9,0,85,59,10,5,21,0,103,78,18,19,41,0,164,699,268,218,1856,81,3114,99,0,5,0,0,108,49,5,3,11,0,64,113,27,17,167,7,326,17,5,3,16,0,43,6,0,0,4,0,11,45,0,0,3,0,51,106,48,34,441,15,647,100,32,21,162,8,322,11,0,0,0,0,14,3,5,3,0,0,8,11,0,0,0,0,18,0,0,0,4,0,10,33,6,4,8,0,52,47,14,14,12,0,75,24,3,10,9,0,43,6,0,0,3,0,11,12,0,0,0,0,15,140,67,50,403,8,666,0,0,0,0,0,3,28,6,4,0,0,43,9,0,0,4,0,18,3,0,0,0,0,3,183,5,11,0,12,212,32,3,0,21,0,58,342,41,53,82,8,525,31,4,7,72,1119,1235,2033,521,453,5167,1316,9485,92,325,324,2528
51103,1090,10878,214,13763,8,24,5,2365,24,2427,349,5,36,45,9,436,92,28,7,71,0,206,265,72,41,104,5,483,3362,1054,906,7333,222,12885,701,10,72,18,10,803,101,10,0,48,0,159,383,127,98,763,18,1395,30,17,3,51,0,106,33,4,3,13,0,55,487,11,3,12,4,516,893,220,163,2076,37,3397,226,140,59,738,24,1187,30,0,3,0,0,39,12,3,0,4,0,19,6,4,0,9,0,18,10,9,5,18,3,44,1181,70,67,22,45,1380,554,118,87,33,10,811,115,24,11,61,0,216,32,0,5,12,0,55,134,9,0,0,0,141,1050,257,183,1694,39,3216,16,0,0,7,0,19,380,18,25,6,5,439,86,4,8,20,5,126,35,4,4,0,0,44,44,0,0,0,0,47,107,36,11,97,3,253,2135,167,187,330,20,2842,134,31,27,282,4108,4581,10265,2227,1807,20160,4636,39094,319,1269,1184,8993
51104,1591,19052,382,23304,3,26,13,841,6,892,225,5,13,89,12,342,32,25,8,61,0,129,410,115,85,222,0,838,4179,1825,1431,13573,352,21357,563,15,77,16,5,673,103,24,18,80,3,223,437,123,125,1106,33,1826,36,26,6,74,3,146,37,10,7,9,3,69,328,20,13,25,6,392,730,367,246,3639,80,5059,472,211,70,1016,22,1783,4,8,0,0,0,16,3,3,0,3,3,15,43,10,7,29,0,93,35,19,5,14,0,72,301,37,37,41,11,425,255,127,58,44,6,485,117,29,20,95,3,260,37,9,4,16,0,67,12,0,5,5,0,27,1041,439,276,2813,64,4633,13,4,0,5,0,22,347,14,20,13,0,402,79,14,13,66,5,179,47,3,0,0,0,55,118,6,7,4,0,133,165,40,30,161,0,391,1453,245,254,752,35,2739,111,25,13,429,4883,5457,9657,3427,2599,32643,5686,54012,328,2008,1673,16626
