SA3_CODE_2021,C11_Neg_Ni_inc_R1_74,C11_Neg_Ni_inc_R75_99,C11_Neg_Ni_inc_R100_149,C11_Neg_Ni_inc_R150_199,C11_Neg_Ni_inc_R200_224,C11_Neg_Ni_inc_R225_274,C11_Neg_Ni_inc_R275_349,C11_Neg_Ni_inc_R350_449,C11_Neg_Ni_inc_R450_549,C11_Neg_Ni_inc_R550_649,C11_Neg_Ni_inc_R650more,C11_Neg_Ni_inc_R_NS,C11_Neg_Ni_inc_R_Tot,C11_1_149_R1_74,C11_1_149_R75_99,C11_1_149_R100_149,C11_1_149_R150_199,C11_1_149_R200_224,C11_1_149_R225_274,C11_1_149_R275_349,C11_1_149_R350_449,C11_1_149_R450_549,C11_1_149_R550_649,C11_1_149_R650more,C11_1_149_R_NS,C11_1_149_R_Tot,C11_150_299_R1_74,C11_150_299_R75_99,C11_150_299_R100_149,C11_150_299_R150_199,C11_150_299_R200_224,C11_150_299_R225_274,C11_150_299_R275_349,C11_150_299_R350_449,C11_150_299_R450_549,C11_150_299_R550_649,C11_150_299_R650more,C11_150_299_R_NS,C11_150_299_R_Tot,C11_300_399_R1_74,C11_300_399_R75_99,C11_300_399_R100_149,C11_300_399_R150_199,C11_300_399_R200_224,C11_300_399_R225_274,C11_300_399_R275_349,C11_300_399_R350_449,C11_300_399_R450_549,C11_300_399_R550_649,C11_300_399_R650more,C11_300_399_R_NS,C11_300_399_R_Tot,C11_400_499_R1_74,C11_400_499_R75_99,C11_400_499_R100_149,C11_400_499_R150_199,C11_400_499_R200_224,C11_400_499_R225_274,C11_400_499_R275_349,C11_400_499_R350_449,C11_400_499_R450_549,C11_400_499_R550_649,C11_400_499_R650more,C11_400_499_R_NS,C11_400_499_R_Tot,C11_500_649_R1_74,C11_500_649_R75_99,C11_500_649_R100_149,C11_500_649_R150_199,C11_500_649_R200_224,C11_500_649_R225_274,C11_500_649_R275_349,C11_500_649_R350_449,C11_500_649_R450_549,C11_500_649_R550_649,C11_500_649_R650more,C11_500_649_R_NS,C11_500_649_R_Tot,C11_650_799_R1_74,C11_650_799_R75_99,C11_650_799_R100_149,C11_650_799_R150_199,C11_650_799_R200_224,C11_650_799_R225_274,C11_650_799_R275_349,C11_650_799_R350_449,C11_650_799_R450_549,C11_650_799_R550_649,C11_650_799_R650more,C11_650_799_R_NS,C11_650_799_R_Tot,C11_800_999_R1_74,C11_800_999_R75_99,C11_800_999_R100_149,C11_800_999_R150_199,C11_800_999_R200_224,C11_800_999_R225_274,C11_800_999_R275_349,C11_800_999_R350_449,C11_800_999_R450_549,C11_800_999_R550_649,C11_800_999_R650more,C11_800_999_R_NS,C11_800_999_R_Tot,C11_1000_1249_R1_74,C11_1000_1249_R75_99,C11_1000_1249_R100_149,C11_1000_1249_R150_199,C11_1000_1249_R200_224,C11_1000_1249_R225_274,C11_1000_1249_R275_349,C11_1000_1249_R350_449,C11_1000_1249_R450_549,C11_1000_1249_R550_649,C11_1000_1249_R650more,C11_1000_1249_R_NS,C11_1000_1249_R_Tot,C11_1250_1499_R1_74,C11_1250_1499_R75_99,C11_1250_1499_R100_149,C11_1250_1499_R150_199,C11_1250_1499_R200_224,C11_1250_1499_R225_274,C11_1250_1499_R275_349,C11_1250_1499_R350_449,C11_1250_1499_R450_549,C11_1250_1499_R550_649,C11_1250_1499_R650more,C11_1250_1499_R_NS,C11_1250_1499_R_Tot,C11_1500_1999_R1_74,C11_1500_1999_R75_99,C11_1500_1999_R100_149,C11_1500_1999_R150_199,C11_1500_1999_R200_224,C11_1500_1999_R225_274,C11_1500_1999_R275_349,C11_1500_1999_R350_449,C11_1500_1999_R450_549,C11_1500_1999_R550_649,C11_1500_1999_R650more,C11_1500_1999_R_NS,C11_1500_1999_R_Tot,C11_2000_2499_R1_74,C11_2000_2499_R75_99,C11_2000_2499_R100_149,C11_2000_2499_R150_199,C11_2000_2499_R200_224,C11_2000_2499_R225_274,C11_2000_2499_R275_349,C11_2000_2499_R350_449,C11_2000_2499_R450_549,C11_2000_2499_R550_649,C11_2000_2499_R650more,C11_2000_2499_R_NS,C11_2000_2499_R_Tot,C11_2500_2999_R1_74,C11_2500_2999_R75_99,C11_2500_2999_R100_149,C11_2500_2999_R150_199,C11_2500_2999_R200_224,C11_2500_2999_R225_274,C11_2500_2999_R275_349,C11_2500_2999_R350_449,C11_2500_2999_R450_549,C11_2500_2999_R550_649,C11_2500_2999_R650more,C11_2500_2999_R_NS,C11_2500_2999_R_Tot,C11_3000_3999_R1_74,C11_3000_3999_R75_99,C11_3000_3999_R100_149,C11_3000_3999_R150_199,C11_3000_3999_R200_224,C11_3000_3999_R225_274,C11_3000_3999_R275_349,C11_3000_3999_R350_449,C11_3000_3999_R450_549,C11_3000_3999_R550_649,C11_3000_3999_R650more,C11_3000_3999_R_NS,C11_3000_3999_R_Tot,C11_4000more_R1_74,C11_4000more_R75_99,C11_4000more_R100_149,C11_4000more_R150_199,C11_4000more_R200_224,C11_4000more_R225_274,C11_4000more_R275_349,C11_4000more_R350_449,C11_4000more_R450_549,C11_4000more_R550_649,C11_4000more_R650more,C11_4000more_R_NS,C11_4000more_R_Tot,C11_PI_S_R1_74,C11_PI_S_R75_99,C11_PI_S_R100_149,C11_PI_S_R150_199,C11_PI_S_R200_224
50502,8,10,21,15,19,31,84,84,18,11,15,29,349,51,42,23,18,9,9,25,40,8,0,3,18,255,187,277,161,82,65,70,138,86,16,8,14,45,1144,262,504,208,125,70,102,160,86,10,4,13,52,1598,41,101,213,144,131,239,340,181,16,7,12,57,1477,4,24,188,82,47,61,169,96,12,4,8,18,717,23,40,106,150,116,268,564,307,46,22,22,50,1703,19,12,83,123,116,298,694,407,64,20,13,49,1902,8,6,40,91,107,274,714,539,95,16,21,40,1954,4,6,35,68,69,171,674,532,90,41,22,38,1745,7,8,23,50,79,214,796,914,200,60,49,44,2446,0,0,12,31,37,119,483,724,166,56,32,30,1696,0,6,18,21,24,82,243,563,255,109,176,34,1522,0,0,6,13,17,32,175,390,212,96,119,23,1089,0,0,4,4,3,14,36,127,138,53,84,8,480,12,19,58,57,56
50503,0,6,11,7,3,7,37,36,17,6,3,18,156,11,11,18,4,4,9,18,22,0,0,5,9,106,46,77,62,29,19,22,60,40,4,0,3,31,387,67,131,97,61,28,24,73,59,11,4,5,27,587,11,44,78,65,26,61,249,162,21,0,5,17,749,5,8,93,45,27,33,97,56,9,0,4,21,391,11,18,52,63,50,84,310,272,28,4,3,17,915,10,9,43,38,38,83,288,321,42,4,3,21,886,4,10,24,27,25,71,291,467,42,7,5,9,988,0,0,10,21,19,58,258,412,78,9,13,15,895,3,3,8,18,28,62,301,699,139,16,12,14,1305,4,0,5,8,15,34,160,490,123,14,9,14,878,0,0,4,3,8,24,72,357,168,48,41,5,737,0,0,4,3,10,9,48,214,109,31,35,6,466,0,0,3,0,0,5,20,59,43,10,12,5,158,5,12,41,40,25
50601,0,5,4,4,0,11,16,0,0,0,0,10,48,5,14,6,10,0,6,20,4,0,0,0,3,61,33,46,35,35,15,24,40,6,4,0,0,17,253,38,86,61,41,26,53,90,11,7,0,0,17,431,17,13,50,45,24,95,150,34,7,0,0,9,450,6,3,43,25,22,32,42,8,0,0,3,11,189,3,13,27,43,39,102,209,49,7,0,0,16,514,5,9,27,35,27,85,233,54,8,0,9,15,505,6,0,13,23,30,85,237,74,17,0,0,11,497,0,5,9,19,22,67,192,47,17,0,0,12,385,4,0,11,11,22,64,228,128,29,5,0,7,498,0,0,7,7,15,29,136,60,23,5,0,3,281,4,0,6,0,0,18,65,53,30,7,3,3,198,0,0,3,0,8,10,34,36,23,5,0,4,118,0,0,0,0,0,0,9,5,11,0,5,0,47,6,5,18,22,16
50602,6,15,14,15,8,26,53,54,19,5,12,19,247,28,19,13,14,6,13,25,16,3,3,3,11,145,87,165,54,36,12,37,44,29,5,6,5,16,496,153,276,81,49,32,33,63,26,14,0,10,25,752,18,46,80,59,45,83,119,79,19,0,5,20,572,9,17,108,40,21,21,68,42,10,3,3,12,346,15,34,55,92,73,126,218,144,21,3,9,17,811,3,4,32,62,59,131,267,169,35,9,6,22,793,5,6,27,50,58,140,315,206,64,10,10,18,904,5,5,22,29,39,106,281,258,52,12,11,17,835,3,5,14,36,31,108,365,440,103,23,20,21,1184,3,0,7,17,20,52,177,352,81,24,14,10,758,0,8,7,6,16,49,163,313,137,58,57,19,839,0,4,13,5,7,19,94,219,112,41,35,10,543,0,0,3,4,0,6,21,71,59,24,22,7,214,3,15,30,41,31
50603,9,6,24,19,4,12,42,81,44,13,14,25,298,27,17,18,11,3,4,16,27,8,3,0,14,142,64,122,63,23,12,23,52,49,15,0,14,27,461,97,188,103,32,23,25,53,58,16,3,7,30,637,13,44,118,65,30,51,121,76,9,5,4,29,559,6,11,82,29,18,27,50,49,10,0,3,15,291,8,27,78,68,36,64,182,166,32,5,3,26,696,4,4,55,41,37,73,222,238,31,6,8,16,735,6,5,31,50,37,70,257,290,43,7,9,17,819,0,9,21,17,20,46,207,302,49,5,10,16,700,8,5,20,23,28,51,260,441,82,8,10,27,959,0,0,14,17,14,55,157,321,76,12,12,14,683,3,0,16,11,12,24,111,258,81,21,28,8,568,5,0,8,7,4,10,53,148,77,20,14,8,357,0,0,5,5,0,3,23,56,35,11,17,8,152,3,11,33,28,28
50604,3,4,3,11,9,11,35,32,14,3,0,9,137,6,3,13,7,0,4,21,11,3,0,0,5,81,28,58,50,24,16,28,61,26,3,0,0,13,308,42,94,79,41,30,38,80,19,4,0,3,31,471,9,32,87,60,39,67,175,66,11,0,4,16,571,4,5,61,51,20,35,80,32,6,0,0,8,298,21,17,52,67,54,89,230,129,15,4,3,17,695,14,13,33,48,45,83,295,173,14,11,3,22,762,0,4,22,42,40,79,288,195,25,3,7,25,739,4,0,19,24,26,61,245,240,38,3,6,9,681,0,3,13,32,41,75,300,328,64,4,8,8,878,0,3,13,8,20,34,188,257,54,0,3,14,607,0,0,3,5,11,10,102,165,94,11,3,7,425,0,0,8,4,8,16,52,122,70,6,3,8,294,0,0,3,3,0,5,15,35,27,0,0,3,102,7,16,22,33,26
50605,0,3,4,3,0,0,5,6,5,0,0,6,32,0,3,3,0,0,5,9,3,4,0,0,0,29,14,11,20,4,3,10,11,12,4,0,0,3,93,13,32,42,23,3,5,17,12,0,0,4,5,151,3,4,32,17,10,24,51,35,3,0,0,7,207,0,5,18,15,3,13,17,16,0,0,0,5,94,5,5,18,20,15,20,72,63,13,3,0,9,233,0,6,16,16,15,26,76,83,10,0,0,8,259,4,6,7,16,15,35,86,97,14,3,0,7,278,0,0,6,7,4,14,80,85,17,3,0,6,228,0,0,4,3,16,22,93,157,32,9,3,10,346,3,0,0,0,16,12,67,110,25,8,0,6,246,0,0,0,3,10,10,35,81,44,6,8,0,211,0,0,6,0,3,3,19,60,24,3,8,6,124,0,0,4,0,5,0,5,26,12,3,3,0,57,4,8,6,14,14
50606,0,0,0,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,3,0,0,3,0,0,0,0,0,3,19,0,9,3,4,3,3,3,10,0,0,0,0,26,0,0,0,11,5,13,18,6,0,0,0,3,55,0,0,0,0,3,3,10,3,0,0,0,0,25,0,0,3,4,6,9,10,20,0,0,0,9,61,0,0,6,3,4,11,20,22,7,0,0,4,76,0,0,9,6,3,12,11,25,3,0,0,3,77,0,0,0,4,3,11,11,29,3,3,0,7,72,0,0,0,5,3,4,16,45,8,0,0,3,85,0,0,0,0,6,4,13,23,9,0,0,0,63,0,0,4,0,0,4,12,21,9,0,0,0,45,0,0,0,3,3,0,3,14,5,0,0,0,26,0,0,0,0,0,0,0,4,8,0,0,0,11,0,0,7,4,3
50607,4,3,10,9,4,7,34,44,15,10,9,20,170,5,8,8,7,5,6,18,10,7,4,8,3,94,45,49,45,17,0,11,25,25,5,6,0,15,247,48,93,58,23,9,13,43,34,9,3,0,12,346,23,29,48,42,17,32,73,40,9,3,4,14,338,5,3,53,23,9,7,33,25,5,0,3,6,176,10,18,22,36,19,46,118,71,11,8,3,9,368,9,8,20,17,28,48,151,107,31,12,9,10,442,0,6,18,23,24,55,168,139,33,9,15,11,504,0,6,16,18,26,27,153,157,40,4,14,13,468,4,3,10,19,29,50,180,251,82,28,31,10,685,3,0,3,13,17,26,130,179,67,27,17,4,486,4,0,7,16,7,16,133,194,137,65,151,11,742,0,0,0,3,11,11,44,131,93,46,49,7,410,0,0,0,0,3,6,27,42,46,39,71,9,231,7,6,13,17,20
50701,0,4,4,11,7,6,14,22,6,0,0,10,95,10,20,15,0,3,6,5,11,3,0,0,3,87,52,74,57,24,11,17,25,30,3,3,4,24,325,90,163,64,34,25,27,39,24,0,0,3,23,499,5,36,85,65,30,56,108,105,13,0,7,4,505,4,11,67,37,19,18,29,32,14,0,0,16,240,8,13,45,49,35,65,137,144,17,0,7,20,549,9,9,32,43,37,66,153,152,23,6,3,14,545,0,8,9,29,22,74,205,221,26,0,8,9,612,0,0,12,25,20,38,136,244,36,0,6,9,534,0,0,11,19,26,62,198,394,82,11,6,17,827,0,0,4,10,23,37,116,313,57,7,12,15,599,0,0,5,9,8,26,59,241,113,20,27,13,523,6,0,5,5,9,9,34,154,76,17,15,3,328,0,0,6,4,3,4,11,60,28,13,12,10,141,0,11,26,38,14
50702,5,4,6,6,0,7,10,5,9,7,3,9,66,20,21,9,6,0,4,0,8,0,0,0,8,78,81,90,49,16,4,6,12,10,0,3,3,17,302,81,200,54,20,9,20,26,13,3,0,4,21,459,9,40,50,38,23,30,50,28,16,3,6,14,300,0,12,42,15,6,9,10,8,3,0,0,3,120,14,20,36,38,25,43,60,45,19,0,0,22,327,3,6,13,29,16,42,75,73,30,4,4,5,299,4,0,6,24,24,33,96,77,30,12,4,16,326,0,4,5,14,9,22,67,79,31,11,9,11,261,5,0,9,17,17,52,108,138,55,24,22,6,448,0,0,3,9,15,19,40,110,61,18,17,4,293,0,3,4,0,4,17,44,105,86,47,76,14,404,0,0,0,0,6,12,31,68,63,35,47,3,263,3,0,0,0,4,0,8,27,31,20,26,4,126,3,7,15,16,19
