SA3_CODE_2021,C21_P_NatPhy_sci_15_19,C21_P_NatPhy_sci_20_24,C21_P_NatPhy_sci_25_34,C21_P_NatPhy_sci_35_44,C21_P_NatPhy_sci_45_54,C21_P_NatPhy_sci_55_64,C21_P_NatPhy_sci_65_74,C21_P_NatPhy_sci_75_84,C21_P_NatPhy_sci_85over,C21_P_NatPhy_sci_Tot,C21_P_InfTec_15_19,C21_P_InfTec_20_24,C21_P_InfTec_25_34,C21_P_InfTec_35_44,C21_P_InfTec_45_54,C21_P_InfTec_55_64,C21_P_InfTec_65_74,C21_P_InfTec_75_84,C21_P_InfTec_85over,C21_P_InfTec_Tot,C21_P_EngRT_15_19,C21_P_EngRT_20_24,C21_P_EngRT_25_34,C21_P_EngRT_35_44,C21_P_EngRT_45_54,C21_P_EngRT_55_64,C21_P_EngRT_65_74,C21_P_EngRT_75_84,C21_P_EngRT_85over,C21_P_EngRT_Tot,C21_P_ArchBuild_15_19,C21_P_ArchBuild_20_24,C21_P_ArchBuild_25_34,C21_P_ArchBuild_35_44,C21_P_ArchBuild_45_54,C21_P_ArchBuild_55_64,C21_P_ArchBuild_65_74,C21_P_ArchBuild_75_84,C21_P_ArchBuild_85over,C21_P_ArchBuild_Tot,C21_P_AgEnv_RS_15_19,C21_P_AgEnv_RS_20_24,C21_P_AgEnv_RS_25_34,C21_P_AgEnv_RS_35_44,C21_P_AgEnv_RS_45_54,C21_P_AgEnv_RS_55_64,C21_P_AgEnv_RS_65_74,C21_P_AgEnv_RS_75_84,C21_P_AgEnv_RS_85over,C21_P_AgEnv_RS_Tot,C21_P_Health_15_19,C21_P_Health_20_24,C21_P_Health_25_34,C21_P_Health_35_44,C21_P_Health_45_54,C21_P_Health_55_64,C21_P_Health_65_74,C21_P_Health_75_84,C21_P_Health_85over,C21_P_Health_Tot,C21_P_Educ_15_19,C21_P_Educ_20_24,C21_P_Educ_25_34,C21_P_Educ_35_44,C21_P_Educ_45_54,C21_P_Educ_55_64,C21_P_Educ_65_74,C21_P_Educ_75_84,C21_P_Educ_85over,C21_P_Educ_Tot,C21_P_MngtCom_15_19,C21_P_MngtCom_20_24,C21_P_MngtCom_25_34,C21_P_MngtCom_35_44,C21_P_MngtCom_45_54,C21_P_MngtCom_55_64,C21_P_MngtCom_65_74,C21_P_MngtCom_75_84,C21_P_MngtCom_85over,C21_P_MngtCom_Tot,C21_P_Soc_cult_15_19,C21_P_Soc_cult_20_24,C21_P_Soc_cult_25_34,C21_P_Soc_cult_35_44,C21_P_Soc_cult_45_54,C21_P_Soc_cult_55_64,C21_P_Soc_cult_65_74,C21_P_Soc_cult_75_84,C21_P_Soc_cult_85over,C21_P_Soc_cult_Tot,C21_P_Creative_art_15_19,C21_P_Creative_art_20_24,C21_P_Creative_art_25_34,C21_P_Creative_art_35_44,C21_P_Creative_art_45_54,C21_P_Creative_art_55_64,C21_P_Creative_art_65_74,C21_P_Creative_art_75_84,C21_P_Creative_art_85over,C21_P_Creative_art_Tot,C21_P_FoodHos_PS_15_19,C21_P_FoodHos_PS_20_24,C21_P_FoodHos_PS_25_34,C21_P_FoodHos_PS_35_44,C21_P_FoodHos_PS_45_54,C21_P_FoodHos_PS_55_64,C21_P_FoodHos_PS_65_74,C21_P_FoodHos_PS_75_84,C21_P_FoodHos_PS_85over,C21_P_FoodHos_PS_Tot,C21_P_MixFld_pr_15_19,C21_P_MixFld_pr_20_24,C21_P_MixFld_pr_25_34,C21_P_MixFld_pr_35_44,C21_P_MixFld_pr_45_54,C21_P_MixFld_pr_55_64,C21_P_MixFld_pr_65_74,C21_P_MixFld_pr_75_84,C21_P_MixFld_pr_85over,C21_P_MixFld_pr_Tot,C21_P_FldStu_ID_15_19,C21_P_FldStu_ID_20_24,C21_P_FldStu_ID_25_34,C21_P_FldStu_ID_35_44,C21_P_FldStu_ID_45_54,C21_P_FldStu_ID_55_64,C21_P_FldStu_ID_65_74,C21_P_FldStu_ID_75_84,C21_P_FldStu_ID_85over,C21_P_FldStu_ID_Tot,C21_P_FldStu_NS_15_19,C21_P_FldStu_NS_20_24,C21_P_FldStu_NS_25_34,C21_P_FldStu_NS_35_44,C21_P_FldStu_NS_45_54,C21_P_FldStu_NS_55_64,C21_P_FldStu_NS_65_74,C21_P_FldStu_NS_75_84,C21_P_FldStu_NS_85over,C21_P_FldStu_NS_Tot,C21_P_Tot_15_19,C21_P_Tot_20_24,C21_P_Tot_25_34,C21_P_Tot_35_44,C21_P_Tot_45_54,C21_P_Tot_55_64,C21_P_Tot_65_74,C21_P_Tot_75_84,C21_P_Tot_85over,C21_P_Tot_Tot
50502,10,406,1202,1133,883,612,387,165,35,4833,25,199,930,1156,696,338,140,31,0,3508,98,666,3911,3532,2508,2281,1866,1038,409,16315,59,303,1576,1296,947,771,540,323,111,5931,12,80,338,384,251,204,110,58,13,1456,57,815,3801,2861,2030,1603,1130,654,225,13176,59,297,1714,1675,1704,1654,1354,699,193,9343,217,1249,5634,6349,4714,3034,1957,986,318,24454,149,833,3000,2981,2326,1714,1219,459,116,12810,111,560,1397,1183,619,366,238,114,37,4620,112,480,1566,1172,888,583,370,193,50,5416,23,32,35,18,17,20,22,13,4,180,16,82,390,359,268,223,123,77,31,1566,457,781,2634,2270,1578,1238,1094,1104,772,11928,1412,6788,28118,26362,19432,14647,10557,5912,2311,115535
50503,8,257,538,616,457,279,144,62,12,2374,37,241,552,949,586,225,83,14,0,2683,183,838,3257,3422,3384,2751,1785,785,184,16603,125,382,1527,1428,1251,942,531,247,73,6498,17,77,294,372,243,178,92,28,5,1303,104,820,2370,2288,1956,1364,685,272,73,9932,89,374,1553,1770,1594,1072,592,238,56,7337,382,936,3535,4694,3746,2157,1133,464,98,17154,349,1006,2581,2627,2209,1475,721,208,38,11207,140,434,759,693,413,218,116,51,19,2844,223,655,1632,1542,1249,742,347,144,31,6566,65,32,28,29,11,17,7,8,8,204,41,76,262,326,288,193,99,38,20,1346,649,807,2036,2022,1845,1278,899,848,554,10924,2407,6912,20916,22770,19245,12890,7241,3410,1173,96973
50601,3,87,299,354,239,156,90,32,5,1268,25,86,374,642,172,90,35,0,0,1431,92,374,1723,2269,1488,1204,850,358,72,8433,40,132,520,423,306,263,224,92,31,2024,13,61,168,189,120,103,59,24,7,739,40,279,1179,1271,720,552,369,148,33,4598,37,158,686,751,581,523,327,123,22,3212,193,447,1844,2491,1357,882,461,193,20,7878,124,360,1095,1329,899,669,369,101,19,4955,62,172,380,333,155,80,77,30,4,1289,80,274,735,705,386,232,143,55,7,2613,14,20,17,9,6,5,4,3,0,83,15,38,147,185,112,77,56,21,4,655,352,389,1071,1081,806,631,472,374,192,5381,1087,2871,10249,12028,7348,5457,3545,1547,423,44561
50602,0,164,654,502,298,177,92,42,10,1950,18,120,518,550,207,119,44,8,0,1575,45,347,1982,1573,1102,895,637,277,80,6933,18,101,537,382,260,236,157,72,29,1795,8,44,144,152,102,75,43,17,8,594,24,372,1435,884,538,444,302,108,29,4141,19,105,537,479,444,425,307,119,39,2484,129,666,2610,2294,1486,1000,501,171,50,8905,70,400,1420,1099,764,555,360,86,16,4775,34,241,645,386,182,114,73,18,8,1690,69,292,783,580,298,209,136,33,8,2417,11,14,21,7,7,9,7,0,0,75,8,42,182,147,95,70,43,23,11,614,207,495,1384,1049,780,649,477,345,240,5623,677,3407,12843,10082,6554,4981,3177,1322,525,43564
50603,4,299,562,597,488,350,213,78,14,2605,30,209,789,818,396,189,61,16,4,2509,58,562,2096,1929,1682,1323,1043,477,163,9333,20,164,445,396,285,274,223,125,46,1986,7,59,147,145,126,89,65,30,8,683,47,546,1586,1298,979,683,548,249,83,6022,60,156,546,634,676,721,561,294,55,3702,153,839,2802,2921,2101,1394,859,337,93,11504,125,442,1103,1194,1003,739,526,226,33,5394,76,278,465,373,225,125,56,41,14,1652,68,346,763,622,357,249,149,75,18,2640,15,18,21,11,4,8,3,3,7,91,13,47,175,188,133,99,76,32,13,765,210,543,1203,868,659,523,394,534,528,5463,885,4511,12684,11997,9129,6779,4776,2519,1062,54336
50604,5,178,445,511,321,197,125,51,9,1830,51,174,580,908,334,144,37,12,4,2238,130,533,1962,2649,2132,1661,1220,550,112,10951,47,201,589,506,341,313,267,152,40,2461,16,46,137,168,148,106,54,21,3,704,59,495,1381,1295,858,657,422,188,45,5401,59,210,640,841,778,575,418,158,42,3733,177,677,2255,3229,2154,1283,737,267,64,10841,162,514,1320,1595,1213,844,486,157,21,6310,107,262,406,352,206,84,58,35,11,1518,109,410,963,865,547,340,211,81,14,3551,24,16,25,12,6,13,14,7,0,127,22,50,217,233,182,112,69,40,10,940,429,540,1410,1400,1148,785,667,541,386,7308,1394,4300,12342,14565,10374,7137,4788,2252,768,57919
50605,5,77,142,230,229,139,134,56,15,1036,12,49,132,233,147,81,35,5,0,695,71,268,968,1159,1111,1029,860,445,115,6024,26,82,283,295,243,218,216,116,31,1506,8,31,88,132,114,82,54,23,11,556,31,175,520,568,495,483,354,189,55,2878,32,81,358,506,537,464,459,223,53,2717,120,205,708,1194,1043,707,547,219,61,4802,97,197,475,584,587,521,335,151,38,2980,33,116,197,215,139,93,64,39,16,914,53,152,327,342,282,175,120,58,8,1510,16,8,4,0,4,5,0,4,0,43,5,21,62,85,92,53,44,27,12,408,163,180,482,523,472,441,334,320,226,3127,670,1637,4747,6052,5497,4507,3549,1883,633,29184
50606,0,16,64,87,70,36,19,9,0,304,5,20,80,104,26,11,7,0,0,248,42,203,751,719,585,501,280,106,21,3199,16,58,254,156,122,107,71,22,8,802,0,21,71,77,77,51,26,19,6,356,30,90,391,299,243,207,120,43,11,1440,25,51,266,275,204,160,96,35,4,1125,55,128,504,599,474,345,131,44,8,2285,49,132,364,405,267,179,94,25,0,1523,29,55,81,64,42,20,18,6,0,320,32,81,305,235,151,92,42,14,0,966,6,6,0,5,0,0,0,0,0,26,5,10,43,54,28,26,16,0,0,184,97,114,329,339,305,227,134,101,35,1677,402,985,3501,3423,2606,1967,1062,411,89,14449
50607,4,144,358,292,251,224,165,64,15,1508,9,60,174,209,164,100,43,3,0,759,21,168,816,770,564,590,494,216,83,3719,5,60,259,206,146,133,136,50,16,1012,4,25,91,83,62,48,34,28,3,385,17,271,910,653,494,485,350,202,50,3432,16,92,301,281,333,421,384,182,57,2076,74,386,1178,1254,1225,940,703,250,71,6078,45,256,682,611,527,483,366,129,35,3133,19,148,303,224,130,84,67,32,10,1027,13,82,186,160,124,112,93,30,13,805,0,8,5,7,0,8,3,0,6,37,0,21,63,57,73,58,33,25,10,341,87,182,446,312,292,288,309,345,389,2657,328,1904,5776,5125,4378,3971,3188,1544,750,26962
50701,7,169,527,572,382,257,129,47,6,2097,26,123,385,630,296,112,40,10,0,1625,123,538,2463,2680,2192,1792,1123,463,109,11476,37,182,766,678,508,407,275,137,29,3007,6,62,214,257,200,136,84,37,0,1002,55,490,1951,1596,1132,753,422,131,47,6578,69,241,998,1064,1006,733,418,155,32,4716,152,631,2346,2984,2167,1399,735,203,52,10666,151,495,1556,1540,1161,902,451,107,25,6390,76,256,586,521,304,171,107,28,11,2064,85,300,848,778,638,369,231,66,19,3329,21,17,17,13,10,10,16,3,0,97,14,54,168,198,173,88,65,17,0,777,250,424,1162,1154,895,680,605,538,398,6106,1064,3986,13970,14670,11066,7806,4704,1933,727,59925
50702,0,92,245,258,253,236,143,59,10,1298,3,22,46,88,85,77,25,6,0,361,23,83,531,613,524,555,425,205,62,3027,5,48,224,264,219,211,129,59,20,1174,4,28,101,130,100,116,55,16,3,552,5,117,705,620,583,596,364,159,20,3171,16,50,278,322,403,492,444,156,32,2213,29,148,611,751,791,676,400,172,43,3618,30,174,636,641,698,629,537,205,32,3583,38,136,381,376,259,212,150,44,7,1613,24,55,175,160,167,111,88,26,6,808,5,5,5,5,3,3,0,0,0,27,4,19,78,89,81,66,47,18,5,409,95,156,477,410,411,326,314,254,289,2736,278,1139,4498,4738,4575,4302,3134,1375,527,24564
50703,0,38,157,157,107,53,23,5,0,535,12,51,249,309,101,40,14,3,0,775,63,258,850,1025,751,487,290,113,43,3896,20,78,258,203,148,116,82,35,9,952,3,20,93,98,70,42,25,9,3,374,28,168,598,513,322,222,118,55,5,2032,24,78,340,339,222,184,104,27,7,1317,60,216,855,1113,626,308,143,52,7,3387,51,211,620,637,488,280,138,40,0,2466,32,74,159,141,72,38,23,4,0,546,46,155,442,365,201,113,53,26,0,1398,8,9,13,5,4,5,0,0,0,41,6,21,90,97,61,50,26,4,0,361,172,207,647,592,425,302,235,118,43,2743,539,1586,5376,5592,3594,2230,1278,492,145,20817
50704,5,256,467,576,584,489,427,170,47,3021,18,103,273,513,384,261,91,22,0,1676,70,341,1421,1797,1713,1677,1589,747,256,9607,17,123,453,459,406,383,299,164,74,2387,13,72,148,217,198,130,90,53,20,931,60,432,1612,1652,1354,1248,907,488,204,7954,62,146,692,837,1092,1171,1082,505,169,5746,166,650,1837,3091,3062,2275,1669,664,217,13631,109,414,1084,1226,1315,1076,815,371,88,6489,107,293,506,475,351,220,154,62,28,2201,43,146,324,408,409,278,182,112,27,1931,11,9,12,0,0,6,13,8,5,71,15,41,98,160,155,123,109,64,26,789,224,261,609,675,631,635,566,477,479,4554,910,3300,9541,12086,11654,9968,7979,3917,1642,60988
50705,6,116,252,262,255,193,109,41,11,1247,40,139,289,371,238,118,49,12,0,1258,212,692,2573,2595,2551,2300,1373,719,147,13172,85,238,761,646,649,512,345,218,66,3513,7,61,189,236,207,132,77,33,9,958,89,409,1215,1296,1220,996,545,221,53,6046,99,257,931,1229,1142,851,469,198,38,5213,201,523,1898,2221,2030,1456,742,292,75,9434,223,568,1499,1611,1527,1092,514,156,21,7204,114,255,367,321,189,121,78,42,10,1491,187,420,1113,943,742,449,242,126,26,4255,28,19,24,13,13,13,4,5,3,118,25,50,178,206,224,151,68,31,15,942,517,748,1667,1574,1350,1032,768,746,448,8855,1834,4497,12955,13512,12339,9423,5397,2844,920,63713
50901,0,33,85,155,153,135,128,53,7,752,15,35,86,72,59,59,38,9,0,373,70,187,664,603,692,779,651,304,78,4030,25,90,312,292,261,250,209,118,37,1585,70,136,295,399,396,398,251,105,32,2079,34,143,534,548,593,726,503,269,86,3439,14,90,317,479,601,646,609,225,46,3024,133,199,509,705,705,711,501,193,39,3707,82,159,437,539,619,661,489,135,33,3141,23,53,124,134,144,115,107,55,9,774,48,109,319,275,294,199,133,66,16,1458,13,8,9,5,0,10,0,0,0,48,9,13,41,50,68,71,58,28,8,341,324,228,599,625,704,778,738,548,337,4882,867,1479,4330,4898,5284,5525,4417,2112,729,29637
50902,0,27,68,91,71,67,46,18,0,387,10,24,37,43,47,35,17,8,0,218,42,183,714,725,820,943,827,308,55,4625,17,54,196,155,182,231,195,79,14,1135,44,83,197,287,300,264,182,50,8,1410,39,90,288,300,341,486,384,170,44,2149,18,48,267,383,410,440,379,153,30,2133,55,163,501,561,585,589,383,136,30,3004,32,79,265,342,343,393,302,65,4,1829,21,27,88,71,81,77,66,39,7,483,36,84,222,194,230,190,127,54,9,1145,11,7,8,7,0,3,6,0,0,41,5,20,27,50,61,64,54,17,6,292,363,336,858,891,1122,1157,1050,680,247,6715,690,1223,3750,4100,4599,4948,4027,1780,466,25579
50903,0,8,23,29,27,18,14,3,0,115,0,6,8,11,9,13,5,0,0,52,16,81,268,228,215,256,180,64,14,1330,7,18,53,45,54,55,59,11,5,308,20,57,122,169,134,98,74,34,6,718,6,39,148,121,122,168,128,53,20,802,6,30,116,132,161,178,137,45,13,812,18,51,182,232,193,155,84,46,8,967,8,25,112,129,119,144,98,20,0,645,4,6,32,30,17,22,28,10,7,158,3,22,83,76,61,55,32,10,0,344,0,5,0,0,0,0,0,0,0,13,0,0,3,15,11,21,11,9,0,77,128,120,236,286,331,356,308,215,95,2074,217,473,1384,1497,1461,1534,1160,518,168,8411
51001,0,28,85,74,51,23,3,4,0,272,4,16,35,40,14,5,3,0,0,112,21,134,455,389,383,280,159,33,4,1848,11,32,185,201,158,114,57,21,5,772,19,32,130,152,109,81,27,6,0,549,12,85,449,333,252,247,114,27,0,1512,3,67,332,335,277,233,105,21,0,1370,29,105,459,478,341,268,102,19,0,1804,25,59,375,346,276,232,95,18,3,1432,8,20,115,99,59,31,24,9,0,358,20,61,205,170,142,66,17,5,0,693,5,8,5,3,0,0,0,0,0,20,4,8,40,58,44,35,19,7,0,212,430,438,1154,923,915,719,387,143,47,5147,588,1079,4012,3590,3028,2329,1118,296,60,16112
