SA3_CODE_2021,C11_F_55_59_Em_FT,C11_F_55_59_Em_PT,C11_F_55_59_Em_AFW,C11_F_55_59_Em_Hrs_NS,C11_F_55_59_Em_Tot,C11_F_55_59_Unem_Look_FT,C11_F_55_59_Unem_Look_PT,C11_F_55_59_Unem_Tot,C11_F_55_59_Tot_LF,C11_F_55_59_Not_LF,C11_F_55_59_LF_NS,C11_F_55_59_Tot,C11_F_60_64_Em_FT,C11_F_60_64_Em_PT,C11_F_60_64_Em_AFW,C11_F_60_64_Em_Hrs_NS,C11_F_60_64_Em_Tot,C11_F_60_64_Unem_Look_FT,C11_F_60_64_Unem_Look_PT,C11_F_60_64_Unem_Tot,C11_F_60_64_Tot_LF,C11_F_60_64_Not_LF,C11_F_60_64_LF_NS,C11_F_60_64_Tot,C11_F_65_69_Em_FT,C11_F_65_69_Em_PT,C11_F_65_69_Em_AFW,C11_F_65_69_Em_Hrs_NS,C11_F_65_69_Em_Tot,C11_F_65_69_Unem_Look_FT,C11_F_65_69_Unem_Look_PT,C11_F_65_69_Unem_Tot,C11_F_65_69_Tot_LF,C11_F_65_69_Not_LF,C11_F_65_69_LF_NS,C11_F_65_69_Tot,C11_F_70_74_Em_FT,C11_F_70_74_Em_PT,C11_F_70_74_Em_AFW,C11_F_70_74_Em_Hrs_NS,C11_F_70_74_Em_Tot,C11_F_70_74_Unem_Look_FT,C11_F_70_74_Unem_Look_PT,C11_F_70_74_Unem_Tot,C11_F_70_74_Tot_LF,C11_F_70_74_Not_LF,C11_F_70_74_LF_NS,C11_F_70_74_Tot,C11_F_75over_Em_FT,C11_F_75over_Em_PT,C11_F_75over_Em_AFW,C11_F_75over_Em_Hrs_NS,C11_F_75over_Em_Tot,C11_F_75over_Unem_Lo_ft_wo,C11_F_75over_Unem_Lo_pt_wor,C11_F_75over_Unemp_Tot,C11_F_75over_Tot_lab_for,C11_F_75over_N_lab_forc,C11_F_75over_LF_NS,C11_F_75over_Tot,C11_F_Tot_Em_FT,C11_F_Tot_Em_PT,C11_F_Tot_Em_AFW,C11_F_Tot_Em_Hrs_NS,C11_F_Tot_Em_Tot,C11_F_Tot_Unem_Look_FT,C11_F_Tot_Unem_Look_PT,C11_F_Tot_Unem_Tot,C11_F_Tot_Tot_labo_for,C11_F_Tot_Not_LF,C11_F_Tot_LF_NS,C11_F_Tot_Tot,C16_F_15_19_Em_FT,C16_F_15_19_Em_PT,C16_F_15_19_Em_AFW,C16_F_15_19_Em_Hrs_NS,C16_F_15_19_Em_Tot,C16_F_15_19_Unem_Look_FT,C16_F_15_19_Unem_Look_PT,C16_F_15_19_Unem_Tot,C16_F_15_19_Tot_LF,C16_F_15_19_Not_LF,C16_F_15_19_LF_NS,C16_F_15_19_Tot,C16_F_20_24_Em_FT,C16_F_20_24_Em_PT,C16_F_20_24_Em_AFW,C16_F_20_24_Em_Hrs_NS,C16_F_20_24_Em_Tot,C16_F_20_24_Unem_Look_FT,C16_F_20_24_Unem_Look_PT,C16_F_20_24_Unem_Tot,C16_F_20_24_Tot_LF,C16_F_20_24_Not_LF,C16_F_20_24_LF_NS,C16_F_20_24_Tot,C16_F_25_29_Em_FT,C16_F_25_29_Em_PT,C16_F_25_29_Em_AFW,C16_F_25_29_Em_Hrs_NS,C16_F_25_29_Em_Tot,C16_F_25_29_Unem_Look_FT,C16_F_25_29_Unem_Look_PT,C16_F_25_29_Unem_Tot,C16_F_25_29_Tot_LF,C16_F_25_29_Not_LF,C16_F_25_29_LF_NS,C16_F_25_29_Tot,C16_F_30_34_Em_FT,C16_F_30_34_Em_PT,C16_F_30_34_Em_AFW,C16_F_30_34_Em_Hrs_NS,C16_F_30_34_Em_Tot,C16_F_30_34_Unem_Look_FT,C16_F_30_34_Unem_Look_PT,C16_F_30_34_Unem_Tot,C16_F_30_34_Tot_LF,C16_F_30_34_Not_LF,C16_F_30_34_LF_NS,C16_F_30_34_Tot,C16_F_35_39_Em_FT,C16_F_35_39_Em_PT,C16_F_35_39_Em_AFW,C16_F_35_39_Em_Hrs_NS,C16_F_35_39_Em_Tot,C16_F_35_39_Unem_Look_FT,C16_F_35_39_Unem_Look_PT,C16_F_35_39_Unem_Tot,C16_F_35_39_Tot_LF,C16_F_35_39_Not_LF,C16_F_35_39_LF_NS,C16_F_35_39_Tot,C16_F_40_44_Em_FT,C16_F_40_44_Em_PT,C16_F_40_44_Em_AFW,C16_F_40_44_Em_Hrs_NS,C16_F_40_44_Em_Tot,C16_F_40_44_Unem_Look_FT,C16_F_40_44_Unem_Look_PT,C16_F_40_44_Unem_Tot,C16_F_40_44_Tot_LF,C16_F_40_44_Not_LF,C16_F_40_44_LF_NS,C16_F_40_44_Tot,C16_F_45_49_Em_FT,C16_F_45_49_Em_PT,C16_F_45_49_Em_AFW,C16_F_45_49_Em_Hrs_NS,C16_F_45_49_Em_Tot,C16_F_45_49_Unem_Look_FT,C16_F_45_49_Unem_Look_PT,C16_F_45_49_Unem_Tot,C16_F_45_49_Tot_LF,C16_F_45_49_Not_LF,C16_F_45_49_LF_NS,C16_F_45_49_Tot,C16_F_50_54_Em_FT,C16_F_50_54_Em_PT,C16_F_50_54_Em_AFW,C16_F_50_54_Em_Hrs_NS,C16_F_50_54_Em_Tot,C16_F_50_54_Unem_Look_FT,C16_F_50_54_Unem_Look_PT,C16_F_50_54_Unem_Tot,C16_F_50_54_Tot_LF,C16_F_50_54_Not_LF,C16_F_50_54_LF_NS,C16_F_50_54_Tot,C16_F_55_59_Em_FT,C16_F_55_59_Em_PT,C16_F_55_59_Em_AFW,C16_F_55_59_Em_Hrs_NS,C16_F_55_59_Em_Tot,C16_F_55_59_Unem_Look_FT,C16_F_55_59_Unem_Look_PT,C16_F_55_59_Unem_Tot,C16_F_55_59_Tot_LF,C16_F_55_59_Not_LF,C16_F_55_59_LF_NS,C16_F_55_59_Tot,C16_F_60_64_Em_FT,C16_F_60_64_Em_PT,C16_F_60_64_Em_AFW,C16_F_60_64_Em_Hrs_NS,C16_F_60_64_Em_Tot,C16_F_60_64_Unem_Look_FT,C16_F_60_64_Unem_Look_PT,C16_F_60_64_Unem_Tot,C16_F_60_64_Tot_LF,C16_F_60_64_Not_LF,C16_F_60_64_LF_NS,C16_F_60_64_Tot,C16_F_65_69_Em_FT,C16_F_65_69_Em_PT,C16_F_65_69_Em_AFW,C16_F_65_69_Em_Hrs_NS,C16_F_65_69_Em_Tot,C16_F_65_69_Unem_Look_FT,C16_F_65_69_Unem_Look_PT,C16_F_65_69_Unem_Tot
50502,1755,1520,170,63,3509,35,48,80,3589,1467,251,5313,886,1218,153,28,2285,15,34,51,2334,2304,227,4866,249,498,55,14,815,4,8,10,818,2890,242,3946,41,161,9,3,216,0,0,0,218,2965,187,3374,3,69,15,9,94,0,5,5,98,6853,912,7871,20917,17963,2082,691,41658,861,1030,1888,43546,27816,4459,75822,165,1624,79,37,1907,68,376,438,2344,2375,178,4901,1810,2166,98,67,4148,194,259,456,4597,1009,345,5948,4379,1884,225,92,6577,241,187,427,7003,1232,605,8836,3543,2157,447,81,6226,203,205,407,6628,1687,581,8901,2264,2202,281,55,4806,179,190,371,5178,1585,428,7183,2163,2387,147,57,4759,142,181,318,5074,1278,375,6729,2199,2237,110,55,4601,147,104,253,4851,1095,343,6288,2158,1828,110,53,4145,130,119,248,4398,1117,279,5782,1745,1671,137,53,3602,84,107,191,3797,1409,309,5504,1064,1356,124,34,2578,68,74,137,2714,2131,296,5140,338,680,47,15,1083,3,22,29
50503,1068,947,95,36,2151,22,37,58,2204,1162,128,3496,516,732,87,24,1354,10,28,35,1390,1687,137,3215,103,227,34,11,373,3,8,14,385,1746,103,2231,8,60,6,7,77,0,0,0,81,1663,104,1843,3,17,7,0,25,0,3,3,25,2702,415,3145,15857,15422,1689,636,33597,828,1091,1918,35520,20341,2908,58764,340,2308,77,66,2794,225,611,833,3623,2615,296,6534,1966,2096,140,103,4310,266,231,497,4811,1125,365,6298,2864,1686,320,67,4934,205,185,390,5322,1587,427,7329,2286,2321,375,85,5073,172,194,367,5440,2018,435,7890,2053,2359,221,72,4704,177,221,399,5105,1678,343,7122,2240,2535,157,68,5002,194,218,411,5410,1450,370,7237,2630,2340,136,72,5182,211,178,391,5575,1130,372,7068,2172,1791,141,61,4165,166,114,282,4441,1145,281,5866,1468,1370,120,47,3003,121,72,192,3200,1333,280,4818,769,860,95,19,1743,59,47,114,1854,1759,198,3810,195,413,41,22,667,3,10,16
50601,561,542,76,18,1191,14,17,29,1223,602,98,1919,294,416,48,17,777,5,13,23,794,868,91,1757,47,113,15,7,178,0,0,3,185,887,58,1136,3,33,0,0,43,0,0,0,45,746,67,856,6,3,0,0,13,0,0,0,13,1381,196,1587,6457,5957,684,255,13350,409,388,796,14147,9182,1413,24742,143,782,26,22,976,74,196,269,1245,967,120,2329,837,733,58,44,1666,134,105,246,1915,569,125,2606,1211,709,129,35,2082,123,93,220,2303,866,164,3328,1102,967,180,27,2282,125,91,219,2499,1010,190,3698,805,957,71,28,1864,98,98,194,2063,795,150,3005,804,803,45,26,1687,90,81,168,1856,556,140,2549,908,728,61,27,1721,67,57,129,1845,488,124,2455,900,636,62,20,1623,68,53,117,1744,534,141,2418,630,637,58,12,1341,56,36,90,1427,650,123,2205,369,494,52,10,932,35,25,60,990,944,128,2058,108,210,21,6,344,0,9,7
50602,589,405,61,15,1074,22,14,37,1110,489,106,1703,302,296,40,15,662,10,17,23,686,651,84,1425,77,106,14,5,193,0,8,6,203,747,75,1027,9,40,0,0,54,0,0,0,53,807,82,946,0,11,3,0,15,0,0,0,15,2001,255,2274,8266,5504,741,239,14759,392,433,829,15589,9030,1839,26451,90,497,14,7,608,19,105,127,732,640,114,1495,822,917,53,38,1827,100,126,228,2054,551,295,2899,1745,818,96,48,2710,139,121,256,2965,683,417,4068,1549,795,164,32,2542,84,85,166,2710,737,349,3798,908,760,108,20,1800,96,58,154,1952,616,232,2802,812,649,46,15,1523,66,65,130,1650,446,182,2280,800,533,29,20,1382,63,49,114,1498,340,177,2005,764,454,48,23,1287,75,29,105,1390,383,150,1922,652,425,37,15,1133,50,39,86,1219,459,150,1828,368,352,34,9,765,22,31,48,818,690,156,1664,113,188,28,9,334,3,7,14
50603,886,794,81,22,1781,20,26,38,1821,765,81,2664,423,572,54,16,1071,4,14,19,1088,1103,103,2294,95,201,23,8,324,0,4,4,332,1241,70,1639,10,64,0,3,79,0,0,0,79,1179,83,1352,5,24,0,6,40,0,0,0,43,3043,447,3536,9570,9107,851,332,19864,485,750,1236,21097,14437,1831,37363,98,934,42,23,1090,50,314,360,1457,1523,84,3059,786,1402,73,54,2318,134,280,414,2733,1070,208,4009,1419,906,95,38,2459,132,156,288,2745,839,216,3800,1187,910,141,35,2268,110,124,240,2506,914,192,3615,911,897,95,27,1930,89,117,208,2137,863,148,3150,985,990,44,28,2044,94,129,222,2266,709,112,3083,1048,955,57,32,2091,95,72,169,2261,620,111,2991,1026,870,56,26,1980,67,59,129,2100,594,106,2807,839,795,64,22,1723,42,66,110,1832,755,99,2687,474,641,61,5,1185,18,31,48,1226,1139,97,2468,139,270,26,4,446,0,9,10
50604,938,810,113,36,1892,31,24,54,1952,931,164,3041,481,612,58,21,1168,13,23,36,1209,1360,127,2699,85,213,24,8,323,0,11,11,339,1410,99,1837,15,38,4,4,63,0,4,9,70,1317,95,1479,5,16,0,4,18,0,0,0,20,2104,346,2473,11392,9915,1102,459,22860,678,762,1435,24301,15284,2410,41994,187,1123,47,38,1396,100,311,411,1804,1744,127,3671,1083,1151,71,53,2359,182,201,378,2743,901,184,3830,1453,989,140,50,2632,183,153,341,2970,1188,232,4388,1421,1261,186,58,2925,163,163,332,3257,1512,207,4974,1270,1287,117,48,2715,140,127,267,2985,1279,211,4475,1319,1272,70,51,2706,130,100,233,2940,959,179,4077,1427,1134,66,37,2671,131,96,222,2896,822,150,3867,1240,966,68,41,2317,97,52,146,2462,817,152,3430,967,874,63,31,1933,56,48,102,2030,1042,147,3222,547,683,63,8,1300,31,38,68,1367,1346,166,2881,165,281,35,3,475,6,13,15
50605,562,565,69,15,1215,8,13,21,1239,495,56,1786,342,455,49,14,863,0,3,6,872,829,70,1769,61,191,9,9,268,0,0,0,267,927,50,1245,18,50,6,4,77,0,0,0,77,870,57,1006,6,15,0,4,22,0,0,0,26,1539,156,1723,5853,5785,602,238,12474,216,262,484,12954,7946,975,21874,128,671,13,21,830,56,132,188,1021,794,76,1895,530,552,32,27,1142,50,54,102,1245,249,83,1575,716,356,68,25,1161,47,37,83,1246,336,95,1675,602,542,85,20,1245,40,47,85,1334,462,105,1898,542,632,66,19,1252,36,54,97,1350,465,83,1899,654,713,32,17,1426,46,50,97,1519,382,79,1985,792,720,42,17,1576,50,39,85,1661,285,90,2035,734,604,59,17,1416,46,37,86,1500,364,96,1961,626,536,52,20,1230,40,26,61,1292,436,101,1831,336,488,47,15,874,22,21,42,924,724,101,1746,108,241,23,3,376,3,7,8
50606,150,155,19,9,336,3,0,8,343,159,20,518,65,115,10,3,199,0,4,3,202,245,20,468,13,30,4,0,44,0,0,0,50,226,8,276,5,12,0,0,21,0,0,0,21,185,4,211,3,4,0,0,8,0,0,0,11,245,25,280,1806,1916,193,78,3999,72,106,178,4179,2323,244,6745,77,297,8,8,385,33,64,100,487,338,27,849,348,256,38,3,642,57,30,82,719,157,53,935,433,290,49,15,777,31,20,48,828,240,48,1113,318,325,46,11,705,35,26,66,763,290,69,1117,280,301,17,5,602,32,24,56,657,228,47,933,293,331,23,11,657,21,20,43,697,177,60,933,344,327,21,6,691,11,18,33,725,166,44,934,308,253,26,8,597,21,17,40,633,182,48,859,225,221,17,4,464,15,9,21,488,224,35,746,104,159,13,0,278,7,10,12,292,239,32,566,24,66,8,0,105,0,0,5
50607,507,390,44,4,944,6,14,23,961,350,68,1382,239,294,40,8,578,0,8,8,588,525,60,1172,74,129,15,0,218,0,4,5,219,527,55,803,6,43,5,0,59,0,3,4,62,484,43,582,9,18,7,0,29,0,0,0,29,1617,210,1853,5246,4196,525,126,10088,165,347,510,10597,6299,1097,17988,30,399,12,14,459,17,98,110,568,605,70,1241,446,683,31,26,1186,36,103,140,1320,397,119,1833,907,359,37,28,1325,38,42,80,1410,252,130,1785,730,355,76,12,1170,45,41,83,1256,325,124,1704,468,412,58,6,944,36,27,61,1012,318,91,1418,460,421,17,7,914,30,27,62,973,246,81,1306,555,437,29,6,1029,33,20,55,1087,252,86,1419,519,412,30,5,961,23,13,36,1002,263,80,1341,470,383,32,10,900,20,38,64,959,377,83,1422,296,344,36,3,682,8,16,20,705,580,84,1377,95,184,12,6,296,3,5,6
50701,706,668,75,21,1475,11,23,36,1510,778,86,2373,325,470,49,20,868,9,12,20,892,1061,80,2031,65,184,13,8,269,3,0,4,274,1125,73,1468,16,37,0,3,61,0,0,0,61,999,68,1132,5,7,4,8,24,0,0,0,24,1963,244,2227,9810,9300,1109,374,20598,468,506,973,21573,11813,1545,34937,168,1095,59,31,1355,79,269,345,1700,1235,127,3053,1102,1125,78,48,2350,102,125,225,2572,516,178,3262,1817,856,154,42,2866,128,94,221,3090,657,260,4002,1477,1293,224,45,3028,120,105,228,3258,951,263,4469,1211,1418,148,50,2828,74,121,187,3018,936,202,4154,1259,1389,83,26,2756,80,107,189,2949,730,197,3867,1397,1274,77,35,2782,91,84,177,2964,606,185,3750,1195,1071,68,35,2367,73,50,128,2494,576,172,3237,946,874,89,21,1936,38,45,86,2022,780,170,2969,488,617,53,7,1165,17,48,62,1223,1110,137,2468,114,285,30,8,442,3,0,6
50702,408,366,44,12,830,8,16,22,855,324,49,1220,204,288,38,8,535,4,7,9,547,491,53,1100,47,110,7,7,170,0,0,7,172,524,50,745,5,36,0,0,52,0,0,0,52,590,43,675,0,16,4,3,21,0,0,0,23,1365,142,1525,3912,3815,404,124,8249,146,230,368,8620,5189,801,14611,30,343,10,5,391,20,78,101,490,372,51,916,273,428,25,15,745,28,33,57,810,150,101,1060,600,311,33,18,965,36,30,60,1027,184,130,1341,584,341,83,13,1026,29,31,61,1085,221,125,1433,391,413,74,3,878,16,30,44,928,237,100,1267,398,458,24,12,896,33,19,54,942,240,95,1278,509,475,31,7,1022,27,26,58,1075,225,98,1396,512,468,32,10,1022,27,21,50,1073,212,98,1386,429,423,37,11,892,15,19,36,931,334,103,1362,248,347,26,3,624,4,18,20,646,447,77,1172,82,203,16,6,307,0,0,3
50703,198,156,26,4,392,6,7,9,400,265,43,701,87,95,14,4,200,5,4,10,206,376,37,622,22,26,3,0,51,3,5,5,58,348,30,437,0,12,3,0,11,0,0,0,11,316,24,357,0,0,0,0,0,0,0,0,0,524,86,611,2890,2402,303,111,5707,237,220,456,6157,4110,780,11056,72,370,5,16,462,36,82,121,582,434,76,1103,394,387,36,29,847,79,67,142,991,317,84,1398,647,382,69,21,1116,62,70,132,1249,415,121,1781,605,477,103,21,1200,75,60,130,1331,513,135,1984,418,409,37,17,876,57,43,103,982,373,88,1445,431,378,23,11,847,58,50,107,954,302,85,1344,438,322,20,18,801,44,32,78,875,246,83,1208,344,274,18,11,641,35,20,53,699,248,58,1002,236,217,30,8,489,30,17,43,534,279,55,870,138,137,13,12,299,12,17,25,333,389,65,786,25,52,4,3,90,0,0,0
50704,1158,1155,126,31,2467,25,32,59,2524,1010,120,3658,587,850,71,18,1529,9,14,22,1554,1414,101,3063,115,338,39,7,495,0,5,5,501,1553,91,2150,22,95,15,10,140,0,0,0,140,1545,88,1771,12,42,8,9,65,0,0,0,65,4414,445,4920,10634,11712,1161,349,23855,354,663,1017,24872,16425,1649,42948,89,1201,42,22,1353,40,275,312,1670,1549,99,3312,872,1377,73,42,2356,90,139,230,2589,603,110,3307,1404,661,69,32,2168,60,49,114,2281,398,145,2825,1093,784,147,21,2043,69,70,136,2178,636,119,2937,844,1160,133,25,2161,51,88,141,2299,742,131,3177,1053,1369,68,14,2510,62,89,151,2658,697,119,3475,1285,1410,60,28,2780,71,71,145,2922,676,125,3721,1439,1255,69,19,2782,56,70,128,2907,659,137,3697,1118,1205,82,16,2424,32,49,77,2505,909,132,3547,665,933,80,20,1700,28,39,68,1776,1509,123,3398,210,464,47,14,731,4,15,14
50705,696,740,83,25,1544,26,41,68,1603,975,106,2689,294,455,46,10,802,18,3,23,823,1455,107,2383,61,166,17,6,249,0,4,6,253,1593,94,1939,15,29,7,0,54,0,0,3,54,1390,104,1550,3,16,3,3,28,0,0,0,28,2559,325,2912,9971,9958,1087,401,21417,711,806,1520,22938,15693,2023,40653,246,1480,48,34,1807,170,393,566,2371,1432,215,4023,1308,1274,105,59,2747,203,141,341,3086,719,344,4152,1519,999,173,54,2747,166,139,303,3050,1163,349,4569,1199,1316,201,35,2745,135,154,290,3038,1361,307,4712,1085,1367,127,29,2605,119,160,274,2881,1135,215,4241,1439,1445,105,31,3023,136,148,282,3302,965,274,4544,1627,1360,110,33,3134,155,99,255,3390,832,255,4473,1497,1197,116,40,2848,112,87,204,3050,858,280,4185,947,889,116,27,1979,89,62,149,2124,1050,194,3373,476,619,57,16,1171,41,57,89,1260,1477,191,2930,91,221,17,9,340,8,12,24
50901,571,570,88,15,1246,19,13,32,1279,581,59,1926,279,423,53,14,774,7,17,19,790,937,71,1794,82,183,26,12,300,0,3,3,301,1052,46,1403,21,57,10,5,93,0,0,0,97,989,48,1135,22,25,6,6,58,0,0,0,58,2035,215,2305,4870,5709,756,226,11565,257,262,526,12086,9242,877,22207,170,571,27,21,780,55,39,93,868,712,92,1672,428,337,24,13,802,40,16,63,861,251,77,1188,478,363,61,25,923,22,18,34,957,395,100,1459,399,506,75,16,988,19,33,52,1040,439,116,1596,397,649,53,16,1110,34,34,66,1172,386,108,1666,546,721,44,22,1327,33,32,60,1398,332,132,1863,696,770,56,14,1535,17,22,43,1576,355,127,2062,718,707,78,21,1527,36,17,55,1580,405,163,2154,600,727,101,15,1450,24,32,58,1505,557,157,2216,353,588,78,11,1033,7,17,27,1053,891,167,2109,123,278,35,9,444,0,9,9
50902,589,536,82,8,1222,16,20,32,1253,635,87,1981,335,421,66,21,836,11,17,24,859,935,99,1903,114,190,36,11,344,3,0,0,350,954,59,1365,44,88,14,8,153,0,0,0,153,822,74,1047,21,43,0,4,75,0,0,0,75,1439,194,1706,4829,4998,587,215,10633,274,223,498,11132,8244,1222,20595,108,318,13,14,460,34,52,86,542,605,93,1242,373,235,26,10,641,42,28,68,708,263,108,1086,430,279,50,13,786,29,28,59,839,369,130,1340,396,490,68,16,974,15,27,45,1015,416,117,1544,374,470,33,23,896,32,33,62,958,366,123,1448,518,574,33,12,1133,47,25,70,1208,338,145,1689,668,576,41,23,1309,50,30,78,1386,373,158,1921,716,566,74,26,1378,50,24,79,1446,449,184,2081,637,605,76,27,1336,39,34,67,1408,596,180,2188,383,495,72,13,968,9,15,26,995,891,178,2062,154,276,15,10,456,0,0,0
50903,234,195,30,9,470,3,4,10,479,185,27,690,125,165,27,12,326,3,0,7,330,271,27,631,60,78,13,4,154,0,0,0,159,256,25,433,27,47,12,5,84,0,0,0,84,294,14,396,20,19,6,4,44,0,0,0,41,599,62,700,1971,1963,250,92,4281,93,77,173,4449,2899,348,7702,33,84,3,5,123,16,11,24,153,259,48,455,144,87,7,3,236,12,6,18,252,78,43,379,132,103,22,6,268,14,8,24,287,151,58,499,132,194,38,9,368,12,11,26,396,158,43,594,141,207,25,4,375,11,8,18,399,131,45,575,175,232,11,5,422,12,8,14,440,106,52,606,250,230,17,8,506,11,7,17,527,130,72,722,262,214,22,8,506,13,3,14,525,129,62,714,269,207,39,18,529,13,8,19,551,194,82,814,158,183,22,12,379,5,8,10,387,252,71,714,68,90,17,5,185,0,0,0
51001,360,132,28,13,534,7,12,9,544,242,81,870,163,72,23,13,263,4,5,7,270,237,44,554,43,41,3,6,89,0,0,0,96,194,30,316,6,7,0,3,22,0,0,0,22,128,20,161,9,4,0,0,14,0,0,0,14,195,34,235,4174,1939,364,187,6666,217,129,345,7010,3881,1207,12100,80,130,3,21,235,32,20,54,287,541,117,947,335,137,22,31,528,45,25,71,598,402,145,1145,581,179,38,16,814,55,35,87,903,442,237,1587,601,260,63,16,949,36,24,58,1006,421,208,1636,468,299,41,12,823,43,17,63,879,350,185,1417,441,271,30,14,760,35,17,60,815,271,158,1247,467,195,25,19,706,35,5,45,749,261,161,1172,453,154,39,28,670,26,15,35,706,268,152,1131,429,161,47,9,641,10,12,17,657,277,125,1064,266,115,17,9,399,4,7,6,410,258,98,768,69,50,12,0,129,4,5,8
51002,178,54,25,9,259,3,0,3,266,93,57,420,72,27,6,4,107,0,0,0,112,94,39,245,17,10,0,0,24,0,0,0,24,54,13,92,3,7,0,4,8,0,0,0,8,44,13,67,0,0,0,0,3,0,0,0,3,64,8,74,3210,1040,279,96,4627,123,82,203,4828,1682,1433,7937,57,116,8,4,186,18,17,32,220,229,65,518,305,103,26,8,441,33,11,45,481,137,120,743,541,164,55,11,771,23,16,41,812,248,190,1252,425,229,56,16,728,28,31,56,786,275,188,1246,332,188,34,17,564,20,16,36,599,195,139,934,278,143,31,9,458,26,10,33,490,106,101,692,314,102,24,17,455,25,6,26,483,106,122,713,260,101,30,11,396,15,5,25,423,133,117,673,195,63,17,8,280,6,5,13,291,96,84,470,97,41,8,10,152,9,5,13,162,83,45,294,32,9,3,3,43,0,0,0
51003,244,92,19,4,356,3,5,11,361,88,84,538,82,39,9,0,133,0,0,0,135,83,47,270,18,9,3,0,27,0,0,0,27,71,18,107,3,3,4,0,12,0,0,0,12,21,12,50,0,0,0,0,0,0,0,0,0,38,8,51,3875,1655,392,105,6024,112,83,196,6221,1921,1433,9576,72,149,6,7,233,25,27,47,285,258,41,588,372,119,26,7,524,31,16,47,572,158,101,828,585,204,61,16,874,35,16,49,921,289,166,1371,525,328,98,10,963,24,32,56,1023,427,175,1623,456,291,46,17,814,33,26,52,868,256,124,1249,445,286,34,8,778,32,15,48,829,182,107,1117,428,192,31,13,664,33,11,46,708,125,121,950,380,142,29,8,555,22,12,32,585,110,101,802,281,91,23,9,408,18,7,23,434,113,71,623,127,50,13,5,197,5,8,17,210,103,49,362,26,18,4,0,43,0,0,0
51101,116,156,19,8,299,3,0,5,303,125,23,449,55,94,20,0,170,0,0,0,172,205,22,406,21,59,8,7,90,0,0,0,90,247,27,364,10,19,4,3,25,0,0,0,25,206,22,257,0,6,0,4,12,0,0,0,12,414,67,492,1377,1607,238,64,3287,78,67,152,3438,2182,368,5985,45,136,15,4,204,7,12,25,227,211,56,496,119,102,10,5,236,9,0,11,246,74,37,355,155,114,18,4,289,10,6,19,309,104,56,459,106,158,23,9,292,4,10,13,303,116,57,483,114,163,13,3,297,10,6,16,313,104,49,460,168,192,12,12,383,4,3,15,398,78,56,536,183,187,13,3,384,4,6,10,396,77,66,534,197,180,23,5,405,8,5,14,418,104,60,580,145,156,26,3,333,3,4,8,340,141,57,543,80,118,21,6,226,3,6,6,232,189,52,469,29,55,12,0,96,0,0,0
51102,116,57,15,7,195,0,0,0,195,62,30,287,67,40,9,6,121,0,5,4,122,133,34,296,18,17,0,0,39,0,0,0,39,141,20,192,4,15,0,0,13,0,0,0,13,94,15,122,5,8,0,0,9,0,0,0,9,123,23,156,1095,707,113,46,1957,44,36,77,2036,1084,352,3470,33,52,3,3,91,5,3,14,105,87,19,208,98,48,12,7,163,11,0,15,175,47,29,251,124,71,19,9,221,4,4,10,230,80,49,353,114,87,19,0,213,4,6,15,229,63,50,341,108,98,16,4,225,4,4,3,232,77,52,358,118,90,6,9,213,7,3,8,227,52,35,314,130,69,8,4,209,3,5,8,215,42,33,294,151,70,17,3,244,14,0,14,261,58,45,366,103,66,14,5,189,0,4,0,193,58,33,279,77,47,5,5,130,0,5,5,133,88,34,261,30,28,7,0,64,0,6,6
51103,344,214,40,9,600,0,9,11,617,238,89,946,152,120,24,8,294,3,4,10,304,274,58,639,51,52,5,8,107,0,0,0,106,221,43,368,7,12,0,4,23,0,0,0,23,208,32,266,3,11,0,0,16,0,0,0,11,353,65,429,4837,2797,412,198,8245,270,198,463,8706,4288,1551,14549,133,336,6,14,490,41,52,89,580,453,99,1133,451,183,37,14,675,59,29,83,769,296,148,1208,576,267,69,13,927,52,31,87,1015,439,196,1642,502,355,70,16,950,37,35,70,1023,500,190,1708,441,352,44,16,856,30,25,53,905,325,134,1366,538,332,17,16,907,34,29,65,970,232,133,1339,529,317,29,20,894,34,22,55,952,200,128,1283,496,265,33,21,815,31,14,43,858,245,107,1207,393,258,24,13,682,22,9,35,721,241,130,1089,202,152,14,9,376,7,16,21,394,285,93,774,51,57,11,0,121,0,3,0
51104,512,475,53,23,1065,7,14,22,1085,557,72,1719,232,322,46,11,618,5,7,20,634,750,72,1455,76,116,13,6,208,3,0,9,216,800,78,1093,19,63,3,0,92,0,0,0,89,682,58,831,8,18,10,3,34,0,0,0,34,1269,174,1481,5235,4918,589,213,10954,363,256,621,11570,7648,1158,20378,152,533,16,16,720,37,92,125,848,657,133,1638,459,297,36,13,805,62,36,96,899,315,116,1337,522,314,62,12,910,39,30,68,979,406,127,1513,411,452,83,8,961,48,24,70,1023,446,170,1644,433,530,53,19,1037,37,38,75,1109,375,134,1614,588,586,41,25,1236,49,31,80,1321,323,142,1783,711,624,48,17,1404,48,45,89,1489,344,139,1972,697,569,50,29,1345,45,27,75,1414,347,176,1942,573,493,58,19,1148,40,35,73,1217,512,154,1888,346,388,46,20,800,25,26,47,845,719,143,1707,104,173,25,14,315,0,5,3
