SA3_CODE_2021,C21_F_Tot_Em_Tot,C21_F_Tot_Unem_Look_FT,C21_F_Tot_Unem_Look_PT,C21_F_Tot_Unem_Tot,C21_F_Tot_Tot_labo_for,C21_F_Tot_Not_LF,C21_F_Tot_LF_NS,C21_F_Tot_Tot,C11_P_15_19_Em_FT,C11_P_15_19_Em_PT,C11_P_15_19_Em_AFW,C11_P_15_19_Em_Hrs_NS,C11_P_15_19_Em_Tot,C11_P_15_19_Unem_Look_FT,C11_P_15_19_Unem_Look_PT,C11_P_15_19_Unem_Tot,C11_P_15_19_Tot_LF,C11_P_15_19_Not_LF,C11_P_15_19_LF_NS,C11_P_15_19_Tot,C11_P_20_24_Em_FT,C11_P_20_24_Em_PT,C11_P_20_24_Em_AFW,C11_P_20_24_Em_Hrs_NS,C11_P_20_24_Em_Tot,C11_P_20_24_Unem_Look_FT,C11_P_20_24_Unem_Look_PT,C11_P_20_24_Unem_Tot,C11_P_20_24_Tot_LF,C11_P_20_24_Not_LF,C11_P_20_24_LF_NS,C11_P_20_24_Tot,C11_P_25_29_Em_FT,C11_P_25_29_Em_PT,C11_P_25_29_Em_AFW,C11_P_25_29_Em_Hrs_NS,C11_P_25_29_Em_Tot,C11_P_25_29_Unem_Look_FT,C11_P_25_29_Unem_Look_PT,C11_P_25_29_Unem_Tot,C11_P_25_29_Tot_LF,C11_P_25_29_Not_LF,C11_P_25_29_LF_NS,C11_P_25_29_Tot,C11_P_30_34_Em_FT,C11_P_30_34_Em_PT,C11_P_30_34_Em_AFW,C11_P_30_34_Em_Hrs_NS,C11_P_30_34_Em_Tot,C11_P_30_34_Unem_Look_FT,C11_P_30_34_Unem_Look_PT,C11_P_30_34_Unem_Tot,C11_P_30_34_Tot_LF,C11_P_30_34_Not_LF,C11_P_30_34_LF_NS,C11_P_30_34_Tot,C11_P_35_39_Em_FT,C11_P_35_39_Em_PT,C11_P_35_39_Em_AFW,C11_P_35_39_Em_Hrs_NS,C11_P_35_39_Em_Tot,C11_P_35_39_Unem_Look_FT,C11_P_35_39_Unem_Look_PT,C11_P_35_39_Unem_Tot,C11_P_35_39_Tot_LF,C11_P_35_39_Not_LF,C11_P_35_39_LF_NS,C11_P_35_39_Tot,C11_P_40_44_Em_FT,C11_P_40_44_Em_PT,C11_P_40_44_Em_AFW,C11_P_40_44_Em_Hrs_NS,C11_P_40_44_Em_Tot,C11_P_40_44_Unem_Look_FT,C11_P_40_44_Unem_Look_PT,C11_P_40_44_Unem_Tot,C11_P_40_44_Tot_LF,C11_P_40_44_Not_LF,C11_P_40_44_LF_NS,C11_P_40_44_Tot,C11_P_45_49_Em_FT,C11_P_45_49_Em_PT,C11_P_45_49_Em_AFW,C11_P_45_49_Em_Hrs_NS,C11_P_45_49_Em_Tot,C11_P_45_49_Unem_Look_FT,C11_P_45_49_Unem_Look_PT,C11_P_45_49_Unem_Tot,C11_P_45_49_Tot_LF,C11_P_45_49_Not_LF,C11_P_45_49_LF_NS,C11_P_45_49_Tot,C11_P_50_54_Em_FT,C11_P_50_54_Em_PT,C11_P_50_54_Em_AFW,C11_P_50_54_Em_Hrs_NS,C11_P_50_54_Em_Tot,C11_P_50_54_Unem_Look_FT,C11_P_50_54_Unem_Look_PT,C11_P_50_54_Unem_Tot,C11_P_50_54_Tot_LF,C11_P_50_54_Not_LF,C11_P_50_54_LF_NS,C11_P_50_54_Tot,C11_P_55_59_Em_FT,C11_P_55_59_Em_PT,C11_P_55_59_Em_AFW,C11_P_55_59_Em_Hrs_NS,C11_P_55_59_Em_Tot,C11_P_55_59_Unem_Look_FT,C11_P_55_59_Unem_Look_PT,C11_P_55_59_Unem_Tot,C11_P_55_59_Tot_LF,C11_P_55_59_Not_LF,C11_P_55_59_LF_NS,C11_P_55_59_Tot,C11_P_60_64_Em_FT,C11_P_60_64_Em_PT,C11_P_60_64_Em_AFW,C11_P_60_64_Em_Hrs_NS,C11_P_60_64_Em_Tot,C11_P_60_64_Unem_Look_FT,C11_P_60_64_Unem_Look_PT,C11_P_60_64_Unem_Tot,C11_P_60_64_Tot_LF,C11_P_60_64_Not_LF,C11_P_60_64_LF_NS,C11_P_60_64_Tot,C11_P_65_69_Em_FT,C11_P_65_69_Em_PT,C11_P_65_69_Em_AFW,C11_P_65_69_Em_Hrs_NS,C11_P_65_69_Em_Tot,C11_P_65_69_Unem_Look_FT,C11_P_65_69_Unem_Look_PT,C11_P_65_69_Unem_Tot,C11_P_65_69_Tot_LF,C11_P_65_69_Not_LF,C11_P_65_69_LF_NS,C11_P_65_69_Tot,C11_P_70_74_Em_FT,C11_P_70_74_Em_PT,C11_P_70_74_Em_AFW,C11_P_70_74_Em_Hrs_NS,C11_P_70_74_Em_Tot,C11_P_70_74_Unem_Look_FT,C11_P_70_74_Unem_Look_PT,C11_P_70_74_Unem_Tot,C11_P_70_74_Tot_LF,C11_P_70_74_Not_LF,C11_P_70_74_LF_NS,C11_P_70_74_Tot,C11_P_75over_Em_FT,C11_P_75over_Em_PT,C11_P_75over_Em_Aw_fr_w,C11_P_75over_Emp_H_wor_ns,C11_P_75over_Em_Tot,C11_P_75over_Unem_Lo_ft_wor,C11_P_75over_Unem_Lo_pt_wor,C11_P_75over_Unemp_Tot,C11_P_75over_Tot_lab_for,C11_P_75over_N_lab_forc,C11_P_75over_LF_NS,C11_P_75over_Tot,C11_P_Tot_Em_FT,C11_P_Tot_Em_PT,C11_P_Tot_Em_AFW,C11_P_Tot_Em_Hrs_NS,C11_P_Tot_Em_Tot,C11_P_Tot_Unem_Look_FT,C11_P_Tot_Unem_Look_PT,C11_P_Tot_Unem_Tot,C11_P_Tot_Tot_labo_for,C11_P_Tot_Not_LF,C11_P_Tot_LF_NS,C11_P_Tot_Tot,C16_P_15_19_Em_FT,C16_P_15_19_Em_PT,C16_P_15_19_Em_AFW,C16_P_15_19_Em_Hrs_NS,C16_P_15_19_Em_Tot,C16_P_15_19_Unem_Look_FT,C16_P_15_19_Unem_Look_PT,C16_P_15_19_Unem_Tot,C16_P_15_19_Tot_LF,C16_P_15_19_Not_LF,C16_P_15_19_LF_NS,C16_P_15_19_Tot,C16_P_20_24_Em_FT,C16_P_20_24_Em_PT,C16_P_20_24_Em_AFW,C16_P_20_24_Em_Hrs_NS,C16_P_20_24_Em_Tot,C16_P_20_24_Unem_Look_FT,C16_P_20_24_Unem_Look_PT,C16_P_20_24_Unem_Tot,C16_P_20_24_Tot_LF,C16_P_20_24_Not_LF,C16_P_20_24_LF_NS,C16_P_20_24_Tot
50502,52801,973,1526,2504,55303,30323,4164,89795,934,2875,174,143,4129,189,414,605,4737,4658,541,9939,5509,3343,376,245,9469,377,300,683,10150,2083,959,13185,9340,2585,494,211,12629,385,198,587,13218,1856,1280,16357,7661,2275,573,178,10691,295,141,437,11128,1970,977,14074,6769,2632,492,198,10091,269,152,421,10514,2076,775,13364,6325,2847,335,158,9670,255,138,383,10056,1857,684,12589,6036,2574,298,144,9045,197,117,313,9362,1574,610,11551,5575,2278,300,121,8274,190,102,289,8564,1657,546,10761,4558,2074,326,119,7073,143,72,219,7284,2219,532,10030,2658,1925,283,77,4940,82,71,151,5094,3604,470,9171,882,1009,115,44,2052,7,25,34,2080,4780,457,7320,191,440,36,21,679,3,4,16,695,5197,379,6271,57,222,21,18,313,0,7,10,325,11443,1444,13211,56488,27084,3816,1677,89059,2402,1745,4147,93206,44972,9650,147827,457,2843,128,86,3512,192,735,926,4437,4961,403,9808,3747,4120,197,153,8208,530,534,1064,9281,1969,688,11942
50503,50335,1214,1937,3155,53489,26684,3430,83602,1664,3085,199,190,5127,409,474,884,6017,4754,591,11359,4686,2204,275,255,7418,374,202,577,7996,1534,530,10054,6293,1784,427,200,8705,279,105,381,9087,1776,614,11481,5743,2013,494,153,8400,200,127,327,8731,1986,558,11275,6065,2638,432,180,9318,200,172,378,9690,2066,683,12434,6538,2686,361,208,9794,198,161,363,10150,1731,611,12490,5864,2249,357,190,8662,216,92,311,8976,1342,526,10843,4543,1637,318,121,6619,173,65,239,6858,1289,412,8557,3088,1331,205,88,4713,89,59,147,4857,1680,303,6840,1797,1174,168,67,3212,47,55,103,3313,2603,294,6208,463,514,72,30,1077,14,20,29,1113,3048,210,4363,64,152,9,5,236,0,6,3,242,3063,220,3519,11,67,6,7,93,0,7,7,100,4762,688,5550,46820,21543,3326,1688,73375,2211,1544,3756,77132,31621,6226,114982,1055,3942,160,136,5281,541,1202,1742,7021,5797,597,13414,4724,3620,277,258,8878,769,469,1237,10117,1920,752,12783
50601,20859,677,853,1535,22395,12647,1779,36821,842,1134,67,91,2133,185,158,342,2472,1712,268,4452,2175,889,133,120,3315,236,83,319,3637,738,252,4625,2649,700,146,78,3576,154,53,208,3779,821,270,4873,2215,729,169,79,3192,113,60,173,3361,827,255,4444,1947,774,142,73,2940,90,61,150,3089,771,267,4132,2153,837,120,59,3171,105,38,145,3318,651,229,4193,2233,815,149,57,3250,78,32,113,3358,604,257,4223,2053,795,138,58,3042,76,34,105,3147,699,224,4064,1580,705,154,57,2497,51,24,75,2574,858,187,3623,1046,654,106,43,1846,34,22,59,1903,1408,183,3490,252,266,44,17,577,7,8,9,593,1595,125,2312,58,93,5,5,155,4,0,6,164,1438,125,1730,18,36,6,0,62,0,0,0,62,2357,362,2776,19226,8425,1366,728,29746,1125,579,1706,31452,14468,3005,48926,422,1312,46,54,1833,186,379,560,2396,2077,223,4697,2028,1256,108,90,3477,371,188,564,4039,921,274,5237
50602,19211,464,597,1059,20274,9262,1915,31450,432,859,71,53,1419,83,152,238,1650,1355,233,3241,2285,1381,141,89,3898,189,178,363,4259,1083,558,5900,3887,1139,179,95,5306,169,92,261,5568,987,581,7142,3438,978,217,60,4687,132,84,219,4911,914,482,6300,2729,951,186,77,3940,108,59,168,4103,798,407,5312,2414,777,133,54,3375,86,31,120,3494,623,316,4434,2207,671,112,53,3053,70,37,107,3158,549,284,3996,2005,626,127,39,2795,83,29,114,2903,614,291,3811,1531,568,115,35,2249,66,17,83,2336,805,242,3383,961,512,87,40,1595,42,23,69,1663,1068,190,2926,260,250,30,11,550,9,13,16,568,1334,159,2060,48,92,10,7,154,5,0,0,161,1462,161,1783,14,37,3,5,55,0,3,6,63,3304,421,3788,22211,8850,1407,609,33074,1044,714,1759,34838,14900,4333,54070,228,872,30,22,1157,81,219,300,1453,1390,255,3098,1853,1777,110,73,3821,257,287,540,4361,1163,613,6136
50603,22904,563,905,1467,24371,14935,1911,41222,652,1853,87,101,2698,112,374,489,3188,3177,267,6628,2877,2515,210,147,5756,279,437,714,6469,2485,613,9566,3894,1354,198,102,5542,206,133,337,5880,1218,475,7576,3072,992,206,70,4337,124,62,188,4529,1084,352,5962,2656,1090,174,78,3991,106,72,179,4172,1056,244,5470,3033,1347,154,104,4640,109,91,200,4839,877,269,5983,3255,1270,137,83,4747,124,63,184,4937,784,233,5954,3073,1148,162,59,4444,97,53,152,4590,826,195,5613,2439,1075,173,62,3752,80,30,114,3858,1068,188,5117,1430,947,132,43,2556,43,34,73,2627,1741,186,4555,412,431,50,22,916,7,9,12,929,2145,136,3208,59,170,10,11,253,0,4,3,257,2063,162,2477,24,66,4,17,108,0,6,6,112,4914,675,5709,26880,14269,1691,902,43739,1278,1366,2648,46391,23438,3980,73809,299,1693,64,53,2111,129,644,774,2885,3347,199,6438,1813,2906,154,120,4993,364,632,1000,5992,2272,446,8708
50604,26460,852,1218,2067,28530,19108,2414,50054,1179,1928,139,109,3351,288,322,612,3958,3319,444,7722,3316,1626,194,187,5323,348,168,513,5839,1616,478,7934,4519,1245,271,135,6173,258,102,363,6535,1521,537,8589,4091,1348,303,133,5873,166,103,271,6137,1528,518,8187,3973,1468,225,144,5809,179,109,287,6093,1459,493,8042,3952,1499,205,148,5801,151,102,251,6052,1232,405,7687,3783,1351,217,110,5462,136,67,197,5658,982,413,7049,3352,1239,228,78,4900,114,51,166,5071,1071,318,6455,2793,1091,223,91,4199,107,49,156,4352,1361,334,6053,1722,991,143,56,2912,49,41,100,3008,2100,288,5390,444,442,57,20,965,4,19,19,992,2525,197,3706,82,122,12,12,230,4,6,12,242,2428,180,2853,16,47,0,16,76,5,0,6,80,3665,566,4315,33227,14404,2216,1224,51071,1801,1144,2940,54017,24807,5165,83991,561,2031,87,74,2746,273,678,945,3697,3738,280,7709,2663,2192,133,141,5130,495,358,858,5985,1822,400,8216
50605,13769,253,396,652,14420,8751,998,24174,753,1174,64,55,2053,102,137,241,2295,1545,164,4002,1712,720,99,81,2610,99,50,149,2758,452,170,3381,1741,442,133,57,2374,77,23,96,2470,428,172,3069,1666,610,114,55,2444,64,38,97,2541,491,147,3181,1815,747,102,41,2711,49,42,86,2798,564,165,3527,2087,874,119,54,3130,66,43,107,3237,477,220,3939,2192,783,121,56,3151,54,24,83,3231,407,151,3793,2093,750,124,61,3021,42,21,64,3086,447,168,3702,1647,733,142,40,2562,43,13,57,2620,670,151,3441,1213,693,115,30,2049,28,10,39,2088,1253,147,3496,303,360,33,8,712,3,9,13,722,1656,109,2482,67,138,14,4,222,0,4,4,230,1573,94,1892,27,64,12,5,104,0,0,0,106,2696,282,3086,17316,8087,1195,544,27142,627,417,1035,28174,12662,2140,42980,369,1176,32,39,1620,115,250,367,1983,1759,169,3905,1418,902,59,48,2435,188,96,282,2722,421,175,3314
50606,7699,141,219,358,8053,3679,504,12239,292,367,27,28,714,40,46,89,803,447,41,1290,588,210,28,24,858,44,20,59,914,163,54,1132,546,143,43,15,754,19,13,29,782,195,42,1018,497,188,43,23,753,16,12,29,783,236,24,1041,607,280,51,33,972,19,11,32,1001,256,48,1310,756,361,34,31,1187,19,15,31,1219,237,75,1531,783,304,49,12,1149,20,14,34,1183,193,66,1443,631,259,39,18,946,11,8,20,970,185,37,1192,482,207,48,16,746,12,0,14,762,235,47,1045,286,190,42,10,525,12,4,14,544,416,39,1004,76,75,13,0,165,0,0,3,170,449,22,638,12,37,0,4,48,0,0,0,53,363,19,434,10,16,0,0,26,0,0,0,27,470,43,541,5571,2636,409,219,8837,213,145,365,9201,3849,566,13618,233,479,24,18,756,59,107,171,919,703,77,1701,846,386,56,12,1298,113,39,152,1449,249,95,1789
50607,11304,194,313,503,11808,6441,1005,19254,192,785,38,21,1039,36,139,181,1216,1402,123,2742,1394,1194,112,52,2753,94,183,279,3025,945,284,4260,2279,591,103,38,3010,83,49,140,3150,381,281,3805,1729,428,134,34,2322,43,43,85,2407,417,218,3042,1396,454,88,20,1961,32,40,74,2034,459,165,2659,1368,524,76,34,1999,47,24,74,2075,409,160,2639,1407,529,75,36,2045,32,21,56,2101,335,144,2578,1467,534,92,26,2115,45,23,68,2183,380,139,2699,1338,509,82,14,1948,18,18,42,1992,527,164,2677,785,489,65,19,1361,21,16,38,1393,823,128,2343,245,275,24,3,549,4,0,7,554,910,103,1566,44,102,13,3,160,0,4,5,169,849,83,1097,13,41,16,0,74,0,0,0,74,2427,323,2832,13667,6454,912,298,21329,462,570,1035,22369,10257,2321,34945,94,701,29,22,857,36,196,230,1087,1489,116,2692,905,1242,63,55,2268,95,223,317,2587,865,219,3669
50701,29973,543,957,1500,31467,14405,1904,47774,925,1594,116,123,2756,190,239,429,3178,2161,251,5585,2839,1326,167,122,4455,236,125,355,4810,948,280,6034,3939,985,292,102,5326,136,74,216,5541,840,351,6734,3841,1290,298,92,5524,140,68,213,5735,1119,320,7174,3780,1549,278,121,5718,106,70,174,5890,1116,335,7343,3655,1614,225,95,5588,115,65,182,5770,915,283,6970,3323,1315,231,98,4974,106,54,159,5134,734,257,6123,2891,1103,190,67,4262,88,41,125,4381,846,243,5473,2078,879,157,54,3171,57,28,87,3259,1110,203,4570,1206,750,125,47,2129,42,16,62,2188,1696,166,4050,335,377,26,20,763,9,9,20,779,2029,130,2943,53,102,14,3,174,3,0,6,182,1868,140,2190,16,34,11,8,67,0,0,4,68,3385,407,3855,28878,12936,2125,964,44906,1229,799,2025,46930,18767,3354,69047,537,1865,103,56,2561,184,514,695,3257,2658,294,6213,2433,1898,138,121,4587,324,218,547,5139,1007,375,6514
50702,10478,157,280,434,10912,5778,950,17638,163,494,22,27,706,27,89,125,835,709,97,1639,718,677,72,33,1499,66,61,123,1621,325,125,2072,1266,377,81,31,1755,46,37,79,1839,322,181,2338,1246,373,122,21,1754,57,27,89,1846,309,134,2293,1140,511,108,29,1788,46,23,75,1857,362,129,2344,1261,622,75,29,1987,52,32,81,2064,378,138,2579,1281,610,71,28,1996,54,22,80,2073,352,142,2565,1259,592,65,31,1948,35,17,53,2005,403,136,2549,1074,528,97,18,1718,46,26,78,1794,542,123,2456,603,471,75,19,1169,15,14,35,1201,828,125,2153,162,246,24,11,448,3,8,11,458,933,90,1474,39,85,10,3,135,0,3,3,141,1030,82,1249,14,39,10,4,57,0,5,4,62,2334,253,2652,10224,5641,823,280,16965,456,367,829,17795,8818,1756,28371,72,613,24,10,720,49,144,192,910,773,91,1772,556,734,48,26,1366,74,70,148,1516,302,179,1998
50703,10044,329,445,776,10821,5719,820,17364,332,430,26,39,824,116,86,197,1023,779,173,1977,957,329,45,45,1374,116,42,158,1531,437,173,2141,1318,392,105,34,1853,94,35,129,1977,537,182,2703,1138,383,103,38,1658,55,35,97,1754,527,187,2468,995,386,58,35,1486,55,28,77,1565,479,159,2204,1053,375,61,33,1523,59,29,87,1610,414,181,2208,909,318,66,36,1330,47,22,65,1392,332,128,1856,781,265,61,20,1128,32,9,42,1173,334,103,1603,548,228,54,16,850,17,11,24,879,418,97,1399,312,146,24,11,493,12,14,25,520,629,84,1228,97,58,13,4,177,0,4,5,183,668,68,923,3,26,3,0,36,0,0,0,32,634,62,729,3,3,0,0,11,0,0,0,11,943,144,1098,8450,3349,614,321,12730,610,312,916,13650,7134,1745,22529,195,615,24,33,866,130,159,284,1150,995,152,2300,951,638,57,66,1715,229,113,335,2049,643,182,2876
50704,26234,374,820,1196,27433,17226,1551,46216,639,2413,155,110,3321,74,364,435,3760,3387,214,7357,2717,2329,229,126,5397,164,250,418,5808,1430,282,7520,3374,917,170,67,4538,148,80,227,4766,707,262,5737,2752,929,236,58,3968,85,47,131,4102,772,215,5088,3001,1356,191,68,4618,95,78,177,4796,989,244,6025,3525,1636,174,78,5411,99,96,200,5607,934,262,6804,3937,1726,210,85,5946,92,68,160,6115,883,228,7223,4089,1670,245,80,6090,88,61,147,6236,953,219,7418,3359,1505,235,63,5162,78,45,122,5283,1394,252,6931,1971,1332,163,44,3509,46,34,81,3594,2207,201,6003,538,723,92,20,1379,8,14,28,1408,2672,175,4253,104,267,30,16,412,0,7,7,420,2658,176,3257,39,143,19,13,216,0,0,0,219,7196,688,8104,30060,16957,2142,824,49974,992,1145,2138,52116,26185,3410,81712,272,2216,79,46,2608,92,557,651,3261,3271,191,6722,1961,2484,151,81,4682,265,333,593,5278,1361,231,6869
50705,30071,823,1279,2102,32178,19356,2777,54306,1330,2225,158,157,3873,416,371,783,4658,2781,404,7843,3535,1302,205,139,5179,337,116,456,5630,1022,455,7112,3568,970,300,111,4954,200,128,326,5276,1246,378,6902,3308,1121,233,85,4749,168,104,270,5015,1319,391,6725,3716,1462,271,130,5581,156,110,264,5852,1310,428,7588,4210,1632,288,111,6236,159,126,280,6521,1169,472,8163,4170,1522,306,116,6115,155,61,220,6335,980,400,7713,3400,1158,261,80,4900,116,50,166,5066,1024,334,6427,2230,966,176,57,3433,82,55,136,3571,1359,246,5177,1208,762,128,35,2135,53,23,81,2212,2295,245,4755,305,343,52,8,716,13,12,24,744,2870,195,3810,52,106,13,9,175,0,3,0,180,2624,199,2999,9,38,7,10,58,0,0,3,62,4603,539,5203,31043,13598,2396,1059,48100,1867,1157,3022,51115,24616,4692,80421,753,2498,102,60,3405,413,688,1105,4507,3219,486,8213,3372,2013,187,137,5710,611,245,859,6570,1159,778,8510
50901,13402,187,294,484,13887,10026,1747,25658,604,877,83,58,1617,114,92,206,1820,1509,129,3459,1155,440,121,48,1769,140,49,189,1959,587,128,2673,1199,472,104,41,1813,65,32,94,1907,617,109,2638,1219,648,147,52,2064,64,41,111,2175,689,107,2974,1424,785,164,50,2429,78,37,117,2549,658,113,3322,1778,986,186,62,3012,86,44,127,3137,609,184,3925,1956,963,190,55,3162,65,44,104,3271,629,151,4046,1922,990,185,68,3171,98,25,124,3291,680,161,4133,1636,834,180,37,2687,62,35,98,2777,929,145,3851,966,727,131,39,1861,36,32,65,1932,1544,156,3633,316,370,66,28,781,8,12,18,790,1899,115,2802,117,161,36,11,328,0,3,0,332,1850,97,2278,74,96,19,12,196,0,0,3,203,3568,368,4135,14361,8349,1609,565,24883,816,449,1270,26151,15760,1972,43880,494,981,45,37,1557,118,116,236,1793,1559,212,3562,1194,542,59,35,1829,123,44,165,1991,477,170,2637
50902,11330,230,258,491,11823,8436,2253,22507,550,548,37,48,1180,124,80,201,1385,1274,219,2879,1129,342,56,44,1558,89,30,122,1683,470,192,2348,1262,409,108,46,1826,73,37,112,1940,497,157,2596,1195,480,95,28,1794,74,31,108,1907,584,167,2657,1499,722,80,52,2355,94,26,120,2480,557,248,3281,1851,794,131,73,2846,69,39,108,2958,551,230,3738,2089,837,129,63,3122,82,21,104,3221,552,236,4018,2081,810,162,70,3126,66,29,97,3213,723,284,4218,1790,733,167,37,2729,60,30,89,2815,1018,216,4050,1208,695,158,49,2106,41,27,67,2178,1633,221,4028,446,360,81,24,917,9,7,15,929,1873,150,2957,192,200,27,14,435,6,5,8,440,1651,159,2255,108,130,13,12,273,0,0,0,277,2718,357,3347,15417,7053,1243,558,24270,790,363,1151,25423,14098,2847,42358,373,532,33,51,985,89,91,181,1165,1409,218,2792,1018,419,65,46,1547,144,44,188,1742,541,217,2497
50903,4110,75,78,146,4257,2660,809,7726,206,173,10,15,399,39,15,53,450,552,44,1054,418,116,19,17,576,41,14,57,632,152,69,853,632,146,45,20,846,28,19,46,887,201,116,1199,545,210,45,18,815,15,6,25,842,233,83,1153,650,312,53,22,1034,35,23,54,1089,224,102,1409,798,327,54,25,1206,48,14,60,1271,171,103,1543,863,278,55,21,1214,29,15,45,1251,165,89,1508,891,311,65,31,1297,23,9,34,1331,227,93,1652,760,273,60,17,1114,13,5,19,1135,294,77,1509,487,274,59,17,833,16,3,23,855,479,54,1385,232,162,34,12,438,0,9,14,451,514,53,1016,90,100,26,4,220,0,0,0,219,538,38,796,61,58,19,11,142,0,0,0,145,1053,111,1310,6625,2731,543,233,10127,285,140,428,10553,4803,1033,16388,134,129,11,10,281,44,25,67,345,482,110,938,385,128,26,17,560,37,10,50,608,125,86,815
51001,7131,201,188,384,7516,4184,2080,13786,301,242,22,47,603,92,46,141,742,1077,226,2048,923,319,53,68,1365,106,39,148,1511,929,316,2751,1419,373,101,65,1950,91,32,122,2069,956,378,3405,1235,389,102,54,1779,53,23,78,1858,917,292,3063,1170,435,101,41,1744,71,19,86,1827,747,291,2866,1159,382,87,49,1683,54,23,81,1762,641,282,2682,1122,296,66,44,1526,42,19,54,1587,506,266,2362,1144,266,76,47,1530,42,10,49,1583,465,207,2253,867,239,64,24,1192,19,13,34,1224,471,176,1877,464,140,46,23,677,15,8,17,693,459,127,1276,140,88,13,8,253,6,6,4,261,420,89,761,24,29,4,4,62,0,0,3,67,286,44,391,18,17,0,0,35,0,0,0,41,405,75,519,9981,3212,737,482,14405,581,241,820,15224,8258,2758,26251,203,267,10,30,512,96,47,147,659,1110,270,2038,702,253,35,68,1056,149,55,205,1260,720,292,2268
51002,5019,120,105,220,5238,1689,1344,8268,330,145,23,23,510,43,19,62,578,442,267,1287,1292,186,77,39,1598,65,19,81,1672,233,553,2460,1948,208,149,47,2352,38,18,56,2406,311,736,3452,1545,244,127,49,1963,38,14,54,2015,231,606,2857,1491,235,103,36,1861,33,15,46,1909,247,566,2719,1380,195,80,16,1668,30,16,45,1713,185,518,2413,1219,153,82,30,1485,26,15,42,1522,147,439,2109,1135,120,103,27,1387,27,0,29,1415,123,445,1981,752,91,75,24,938,9,0,14,951,131,273,1350,367,61,21,18,470,7,0,10,476,138,136,755,88,16,10,4,119,0,0,0,119,114,44,284,23,5,0,4,35,0,0,0,38,89,34,158,7,3,0,0,13,0,0,0,12,110,20,138,11574,1666,844,310,14401,313,112,427,14826,2499,4632,21958,136,200,16,11,363,33,29,61,420,461,125,1005,747,160,47,27,975,78,16,97,1073,217,282,1568
51003,6287,104,102,209,6493,1743,1490,9732,399,250,37,31,709,38,23,64,770,465,244,1472,1367,134,72,32,1607,43,9,55,1662,241,517,2422,2213,250,168,50,2681,43,11,60,2742,344,784,3871,1841,341,170,43,2392,37,18,50,2444,373,631,3452,1914,348,163,42,2465,38,18,55,2521,353,676,3544,1789,350,137,51,2332,31,9,41,2372,241,652,3267,1666,218,103,37,2023,35,4,36,2059,153,575,2783,1473,186,106,32,1797,20,5,30,1825,144,461,2436,962,118,65,18,1165,12,4,17,1184,130,333,1648,478,67,33,9,592,10,0,10,597,136,198,932,117,26,14,6,156,0,0,0,156,122,66,340,21,15,7,4,44,0,0,0,44,62,32,142,0,0,0,3,13,0,0,0,8,76,21,102,14241,2293,1080,355,17973,297,113,409,18382,2841,5191,26413,184,282,20,18,503,62,46,107,610,621,107,1338,942,196,57,30,1225,96,24,119,1351,265,264,1883
51101,3439,32,58,88,3529,2217,592,6340,206,263,27,13,511,33,32,62,578,419,70,1061,369,121,28,19,537,34,11,42,586,119,54,756,417,137,33,7,597,26,8,37,628,145,72,846,423,184,45,8,660,26,6,34,694,180,56,928,528,273,33,22,854,16,10,27,881,154,69,1106,595,242,55,14,907,15,10,28,939,125,66,1129,638,242,63,12,958,20,8,34,993,132,61,1190,615,228,56,15,908,17,11,26,937,141,76,1155,381,204,63,19,665,13,3,14,678,197,53,926,241,158,46,6,457,8,3,10,470,346,51,868,100,120,22,10,248,3,0,7,251,423,58,734,29,35,8,8,82,0,0,0,83,420,55,558,20,24,6,5,51,0,0,0,55,715,111,872,4569,2237,481,151,7443,214,104,321,7767,3531,845,12136,144,244,20,17,416,29,33,55,471,459,119,1051,372,154,16,10,553,36,6,41,593,102,85,782
51102,2217,29,37,61,2281,970,514,3763,84,79,8,10,179,15,5,26,204,166,41,409,198,55,10,8,276,15,4,22,296,73,58,427,281,76,29,10,393,16,11,25,419,102,62,580,310,118,38,9,476,18,3,22,497,117,60,676,319,149,39,12,517,21,6,28,548,106,73,725,389,123,25,16,556,18,8,24,577,94,72,744,344,108,23,12,488,10,5,22,502,75,78,656,376,117,25,11,526,13,5,12,540,88,56,688,311,92,29,10,443,6,0,6,449,121,68,644,198,79,16,8,303,3,4,3,308,248,76,630,62,40,3,0,113,0,0,0,113,286,45,445,19,24,7,0,46,0,0,0,46,229,37,312,3,17,5,0,28,0,0,0,30,274,52,355,2898,1076,257,112,4340,143,55,197,4533,1977,781,7292,73,89,11,7,180,16,7,26,205,182,50,432,206,72,19,13,314,35,5,35,347,76,66,493
