SA3_CODE_2021,C11_Neg_Ni_inc_CF_1C,C11_Neg_Ni_inc_CF_2C,C11_Neg_Ni_inc_CF_3C,C11_Neg_Ni_inc_Cou_fa_4mor_c,C11_Neg_Ni_inc_Tot,C11_1_149_CF_1C,C11_1_149_CF_2C,C11_1_149_CF_3C,C11_1_149_CF_4mC,C11_1_149_Tot,C11_150_299_CF_1C,C11_150_299_CF_2C,C11_150_299_CF_3C,C11_150_299_CF_4mC,C11_150_299_Tot,C11_300_399_CF_1C,C11_300_399_CF_2C,C11_300_399_CF_3C,C11_300_399_CF_4mC,C11_300_399_Tot,C11_400_499_CF_1C,C11_400_499_CF_2C,C11_400_499_CF_3C,C11_400_499_CF_4mC,C11_400_499_Tot,C11_500_649_CF_1C,C11_500_649_CF_2C,C11_500_649_CF_3C,C11_500_649_CF_4mC,C11_500_649_Tot,C11_650_799_CF_1C,C11_650_799_CF_2C,C11_650_799_CF_3C,C11_650_799_CF_4mC,C11_650_799_Tot,C11_800_999_CF_1C,C11_800_999_CF_2C,C11_800_999_CF_3C,C11_800_999_CF_4mC,C11_800_999_Tot,C11_1000_1499_CF_1C,C11_1000_1499_CF_2C,C11_1000_1499_CF_3C,C11_1000_1499_CF_4mC,C11_1000_1499_Tot,C11_1500_1999_CF_1C,C11_1500_1999_CF_2C,C11_1500_1999_CF_3C,C11_1500_1999_CF_4mC,C11_1500_1999_Tot,C11_2000_2499_CF_1C,C11_2000_2499_CF_2C,C11_2000_2499_CF_3C,C11_2000_2499_CF_4mC,C11_2000_2499_Tot,C11_2500_2999_CF_1C,C11_2500_2999_CF_2C,C11_2500_2999_CF_3C,C11_2500_2999_CF_4mC,C11_2500_2999_Tot,C11_3000_3999_CF_1C,C11_3000_3999_CF_2C,C11_3000_3999_CF_3C,C11_3000_3999_CF_4mC,C11_3000_3999_Tot,C11_4000more_CF_1C,C11_4000more_CF_2C,C11_4000more_CF_3C,C11_4000more_Cou_fa_4mo_ch,C11_4000more_Tot,C11_Par_inc_st_CF_1C,C11_Par_inc_st_CF_2C,C11_Par_inc_st_CF_3C,C11_Par_inc_st_CF_4mC,C11_Par_inc_st_Tot,C11_All_inc_ns_CF_1Ch,C11_All_inc_ns_CF_2C,C11_All_inc_ns_CF_3C,C11_All_inc_ns_CF_4mC,C11_All_inc_ns_Tot,C11_Tot_CF_1C,C11_Tot_CF_2C,C11_Tot_CF_3C,C11_Tot_CF_4mC,C11_Tot_Tot,C16_Neg_Ni_inc_CF_1C,C16_Neg_Ni_inc_CF_2C,C16_Neg_Ni_inc_CF_3C,C16_Neg_Ni_inc_Cou_fa_4mor_c,C16_Neg_Ni_inc_Tot,C16_1_149_CF_1C,C16_1_149_CF_2C,C16_1_149_CF_3C,C16_1_149_CF_4mC,C16_1_149_Tot,C16_150_299_CF_1C,C16_150_299_CF_2C,C16_150_299_CF_3C,C16_150_299_CF_4mC,C16_150_299_Tot,C16_300_399_CF_1C,C16_300_399_CF_2C,C16_300_399_CF_3C,C16_300_399_CF_4mC,C16_300_399_Tot,C16_400_499_CF_1C,C16_400_499_CF_2C,C16_400_499_CF_3C,C16_400_499_CF_4mC,C16_400_499_Tot,C16_500_649_CF_1C,C16_500_649_CF_2C,C16_500_649_CF_3C,C16_500_649_CF_4mC,C16_500_649_Tot,C16_650_799_CF_1C,C16_650_799_CF_2C,C16_650_799_CF_3C,C16_650_799_CF_4mC,C16_650_799_Tot,C16_800_999_CF_1C,C16_800_999_CF_2C,C16_800_999_CF_3C,C16_800_999_CF_4mC,C16_800_999_Tot,C16_1000_1499_CF_1C,C16_1000_1499_CF_2C,C16_1000_1499_CF_3C,C16_1000_1499_CF_4mC,C16_1000_1499_Tot,C16_1500_1999_CF_1C,C16_1500_1999_CF_2C,C16_1500_1999_CF_3C,C16_1500_1999_CF_4mC,C16_1500_1999_Tot,C16_2000_2499_CF_1C,C16_2000_2499_CF_2C,C16_2000_2499_CF_3C,C16_2000_2499_CF_4mC,C16_2000_2499_Tot,C16_2500_2999_CF_1C,C16_2500_2999_CF_2C,C16_2500_2999_CF_3C,C16_2500_2999_CF_4mC,C16_2500_2999_Tot,C16_3000_3999_CF_1C,C16_3000_3999_CF_2C,C16_3000_3999_CF_3C,C16_3000_3999_CF_4mC,C16_3000_3999_Tot,C16_4000more_CF_1C,C16_4000more_CF_2C,C16_4000more_CF_3C,C16_4000more_Cou_fa_4mo_ch,C16_4000more_Tot,C16_Par_inc_st_CF_1C,C16_Par_inc_st_CF_2C,C16_Par_inc_st_CF_3C,C16_Par_inc_st_CF_4mC,C16_Par_inc_st_Tot,C16_All_inc_ns_CF_1Ch,C16_All_inc_ns_CF_2C,C16_All_inc_ns_CF_3C,C16_All_inc_ns_CF_4mC,C16_All_inc_ns_Tot,C16_Tot_CF_1C,C16_Tot_CF_2C,C16_Tot_CF_3C,C16_Tot_CF_4mC,C16_Tot_Tot,C21_Neg_Ni_inc_CF_1C,C21_Neg_Ni_inc_CF_2C,C21_Neg_Ni_inc_CF_3C,C21_Neg_Ni_inc_Cou_fa_4mor_c,C21_Neg_Ni_inc_Tot,C21_1_149_CF_1C,C21_1_149_CF_2C,C21_1_149_CF_3C,C21_1_149_CF_4mC,C21_1_149_Tot,C21_150_299_CF_1C,C21_150_299_CF_2C,C21_150_299_CF_3C,C21_150_299_CF_4mC,C21_150_299_Tot,C21_300_399_CF_1C,C21_300_399_CF_2C,C21_300_399_CF_3C,C21_300_399_CF_4mC,C21_300_399_Tot,C21_400_499_CF_1C,C21_400_499_CF_2C,C21_400_499_CF_3C,C21_400_499_CF_4mC,C21_400_499_Tot,C21_500_649_CF_1C,C21_500_649_CF_2C,C21_500_649_CF_3C,C21_500_649_CF_4mC,C21_500_649_Tot
50502,45,30,16,8,102,20,10,12,3,44,45,41,18,18,124,28,41,11,6,85,49,32,14,14,112,134,105,60,51,344,182,163,71,35,453,327,283,90,61,755,1010,909,286,121,2328,1002,968,342,82,2399,894,863,248,67,2077,931,1503,456,89,2979,1069,1421,488,91,3072,582,834,289,59,1768,934,1108,413,162,2619,89,95,44,25,252,7353,8402,2858,907,19515,70,56,22,12,158,14,23,6,8,54,37,28,5,12,81,23,26,4,3,54,91,48,33,25,194,111,100,37,31,284,201,150,84,28,457,291,212,88,47,642,1106,760,267,90,2215,1047,964,271,89,2364,1062,1200,343,76,2684,840,957,271,61,2132,1101,1532,462,68,3168,1304,2158,718,127,4304,1002,1124,397,134,2659,70,69,28,8,181,8367,9402,3031,817,21622,49,36,14,5,103,13,0,0,3,20,25,16,3,0,51,25,11,0,4,42,39,46,16,7,108,69,47,24,24,155
50503,41,59,18,9,127,15,18,8,4,53,25,46,17,13,99,20,28,11,20,73,39,47,10,10,102,103,105,63,43,308,194,185,76,43,500,294,361,141,70,863,1022,1307,526,209,3065,1122,1625,597,230,3579,1081,1276,425,134,2922,844,1400,532,157,2933,788,1179,389,103,2455,280,399,158,58,893,989,1365,562,272,3184,82,97,55,31,263,6933,9496,3598,1405,21427,45,49,20,16,137,17,18,9,0,44,49,36,19,10,111,20,8,13,6,53,49,65,38,16,175,107,88,45,36,274,189,156,61,62,474,286,256,110,64,718,1143,1220,467,228,3060,1336,1664,609,222,3832,1494,1986,674,204,4356,1057,1477,469,120,3128,1187,1632,538,126,3486,650,1191,408,132,2385,1219,1658,644,273,3793,74,90,45,15,222,8927,11592,4161,1549,26231,40,40,7,15,101,11,9,0,0,22,25,7,8,4,44,19,5,5,9,37,34,26,17,13,89,65,33,26,19,140
50601,9,18,0,3,27,3,7,8,0,15,9,13,10,3,33,8,6,4,0,21,14,10,0,4,34,41,32,13,15,96,96,65,33,18,213,131,114,34,35,319,469,464,187,81,1201,463,476,199,117,1258,391,349,135,58,934,299,398,148,68,909,305,360,116,51,836,112,116,81,24,334,382,448,227,102,1162,39,27,15,4,88,2767,2898,1215,586,7472,17,17,11,0,48,13,3,0,0,20,8,14,3,0,26,13,7,0,0,17,40,23,14,10,77,67,44,19,15,135,94,80,27,16,208,162,106,53,24,349,629,543,196,94,1463,639,632,223,117,1612,632,722,266,101,1715,445,463,134,53,1091,450,538,169,61,1219,287,392,125,61,857,469,506,224,103,1300,45,26,21,9,107,4005,4109,1481,664,10254,15,20,3,8,49,0,3,3,0,9,4,10,5,0,14,3,0,0,0,4,21,16,8,7,43,30,22,7,4,67
50602,17,13,8,4,46,8,3,0,4,16,19,16,7,8,48,13,11,3,5,27,25,12,9,3,50,58,29,12,9,118,79,49,26,17,166,157,79,28,13,275,388,307,90,26,809,396,327,85,37,837,324,275,100,16,717,356,379,115,26,880,331,296,81,23,736,138,146,35,16,342,328,256,118,40,740,28,31,6,14,75,2675,2232,728,243,5879,22,16,0,3,46,8,3,0,0,10,14,8,11,5,31,7,5,0,0,17,50,29,7,8,95,42,36,14,10,97,77,50,19,5,148,114,99,22,16,250,374,255,93,34,757,391,351,118,38,903,400,386,108,28,923,265,287,73,23,645,385,409,117,24,927,315,358,106,20,798,357,294,92,55,798,18,21,6,5,45,2841,2601,776,273,6498,19,10,0,5,38,3,0,0,0,4,3,3,3,3,17,11,7,0,0,15,17,6,4,7,32,30,9,10,3,55
50603,26,25,15,3,69,17,6,6,4,35,24,30,13,4,71,23,8,14,0,47,28,23,12,6,66,69,49,17,18,157,115,85,32,21,250,173,148,61,18,400,544,543,170,59,1321,551,635,236,69,1497,475,541,192,57,1266,474,760,289,65,1585,505,734,236,59,1536,233,367,132,42,774,509,635,290,90,1520,47,43,24,11,128,3812,4636,1734,539,10720,36,47,19,8,109,14,9,4,0,26,34,11,12,0,56,26,18,9,8,52,31,36,11,9,87,81,63,14,19,177,108,98,40,15,263,170,144,64,26,400,611,566,178,64,1416,599,660,209,64,1532,614,736,235,44,1624,391,595,168,32,1193,552,758,252,52,1610,453,732,283,63,1532,456,684,258,87,1479,35,35,16,0,84,4209,5194,1767,492,11663,28,20,5,0,55,14,5,0,0,19,17,16,3,0,34,16,15,3,3,37,22,26,7,11,62,38,33,13,12,93
50604,28,20,16,0,69,23,11,4,5,40,37,18,9,16,77,21,18,5,7,50,25,32,20,17,93,76,69,38,41,224,157,120,53,44,369,248,238,90,57,630,788,836,377,142,2148,805,944,372,129,2249,783,785,243,101,1907,541,744,271,103,1652,486,632,221,57,1406,144,224,106,34,503,688,780,353,181,2002,66,71,27,15,182,4911,5545,2192,963,13605,46,36,17,12,114,11,8,5,9,30,26,19,13,9,69,22,19,4,3,54,84,49,33,27,195,88,76,33,25,219,165,113,52,35,366,231,213,90,63,601,930,884,323,157,2294,879,992,403,158,2431,939,1069,376,149,2529,612,757,226,72,1675,635,789,252,86,1758,347,525,191,63,1126,650,761,359,195,1966,56,49,18,18,135,5733,6366,2392,1079,15565,27,20,9,10,65,12,9,3,0,20,18,9,6,0,34,10,7,7,0,28,32,36,19,10,96,49,42,30,15,142
50605,10,6,0,0,19,8,3,6,3,17,6,3,4,0,12,3,3,0,0,14,6,6,0,0,15,19,18,4,0,39,43,34,13,4,93,75,61,34,14,188,300,322,138,49,812,327,427,179,64,991,344,418,131,35,920,308,477,179,64,1025,344,414,151,43,955,151,193,93,25,466,399,483,202,81,1164,29,32,6,3,72,2359,2919,1133,395,6810,9,10,5,0,30,0,6,0,0,7,3,5,0,0,12,4,3,0,0,9,18,13,6,0,34,21,22,6,0,41,26,26,13,5,71,60,70,19,10,161,290,283,111,46,719,344,445,162,58,1012,396,487,187,67,1135,325,402,159,26,915,375,511,165,50,1090,284,418,171,44,919,357,462,195,68,1086,25,18,12,6,54,2532,3181,1200,377,7291,10,7,0,0,14,4,4,0,0,7,7,0,0,0,9,9,7,3,0,8,0,9,6,0,12,10,4,3,0,20
50606,6,0,0,0,10,0,0,0,0,0,0,6,3,0,8,0,0,0,0,0,3,0,0,6,9,14,4,5,0,25,19,9,5,5,39,21,35,10,5,66,111,129,62,15,318,134,176,80,47,437,101,134,58,32,320,96,155,54,26,335,98,112,57,24,297,37,51,25,7,118,161,206,81,51,499,13,16,3,5,36,814,1029,455,218,2515,4,4,4,6,17,5,4,0,0,4,6,3,3,0,13,3,0,0,0,5,7,6,4,4,12,10,13,4,0,26,19,17,6,0,37,46,34,17,7,100,177,163,64,29,431,206,235,113,51,598,220,273,96,41,635,148,177,72,33,429,163,188,74,39,468,101,167,62,25,364,175,258,98,47,569,16,18,9,0,37,1301,1548,619,278,3755,3,4,0,3,11,5,0,0,0,6,0,0,0,0,4,0,0,0,0,0,9,6,0,0,11,4,8,3,3,20
50607,5,12,0,0,22,4,4,3,0,5,3,10,0,0,17,7,6,0,0,6,3,9,3,0,14,16,3,3,0,32,34,16,11,3,63,31,31,8,0,80,144,94,23,10,269,112,111,41,13,281,141,120,39,9,316,275,365,107,21,770,314,372,95,15,800,205,279,106,18,607,194,249,115,23,586,4,11,0,4,23,1504,1693,573,114,3885,16,16,6,5,41,0,4,0,0,6,8,9,0,0,18,0,4,0,0,8,13,15,3,4,36,15,12,4,0,30,24,9,6,8,48,44,24,4,6,81,118,70,21,12,213,152,124,37,9,318,181,183,45,8,419,140,153,35,3,339,294,328,95,17,733,483,700,206,25,1414,210,218,69,19,510,13,14,9,0,33,1716,1879,534,121,4245,5,7,0,0,12,0,0,0,0,0,10,4,0,0,11,3,0,0,0,5,10,8,0,0,17,9,9,0,0,22
50701,19,20,8,4,47,5,5,5,0,13,14,9,5,3,32,8,5,6,0,24,19,9,10,0,37,66,33,14,8,118,102,71,27,9,214,147,127,47,17,349,583,612,217,58,1466,610,854,295,72,1835,590,718,211,54,1582,581,783,299,74,1741,540,736,217,54,1548,218,278,113,34,643,611,795,307,105,1822,58,59,17,8,142,4170,5125,1797,514,11610,17,18,7,0,41,12,10,4,0,23,17,18,4,0,35,8,0,5,0,17,36,21,10,0,68,54,35,9,7,103,97,57,22,5,189,137,100,48,19,308,568,562,166,41,1338,639,759,242,74,1714,711,1000,318,82,2119,610,800,226,63,1698,721,1040,310,82,2154,540,806,280,62,1692,678,824,312,77,1894,38,33,11,0,85,4902,6097,1953,524,13485,18,13,3,7,41,7,3,0,0,15,7,9,0,0,13,15,4,0,0,18,23,10,3,0,31,28,13,9,5,44
50702,0,8,4,0,11,4,6,0,0,9,4,4,0,0,12,0,3,0,0,7,9,0,0,0,14,17,20,4,3,46,29,19,3,9,57,45,25,4,0,71,151,104,42,6,306,121,127,45,16,309,143,148,55,13,362,195,290,88,11,586,238,284,100,14,640,127,175,52,12,366,192,218,90,34,533,13,16,9,0,31,1306,1438,499,114,3357,11,5,4,0,20,0,3,0,0,6,6,5,0,0,14,9,5,0,0,6,7,3,0,0,15,6,7,3,0,24,24,12,8,0,52,34,12,4,6,43,136,74,15,3,230,160,134,45,9,349,167,174,55,16,409,140,170,42,3,359,248,304,73,19,638,332,461,173,21,977,205,237,70,25,534,7,12,8,5,29,1479,1622,497,100,3691,5,0,0,0,7,0,0,0,0,0,0,0,0,0,4,8,0,0,0,7,6,6,0,0,7,10,11,0,3,19
50703,8,4,3,0,19,0,0,0,0,4,0,10,0,0,19,4,4,0,0,7,8,0,4,4,16,28,19,5,7,53,49,33,13,10,99,75,43,21,10,158,226,248,106,52,637,218,232,99,49,594,181,167,62,27,436,131,149,63,26,372,96,111,49,8,270,27,36,13,4,80,196,205,128,54,593,18,13,11,6,46,1271,1285,573,267,3395,4,5,5,6,16,4,0,0,0,10,3,4,4,4,12,0,0,0,0,3,10,15,5,5,38,19,27,9,9,58,47,23,10,10,87,89,60,16,23,182,309,265,114,47,738,313,329,116,61,812,307,333,103,40,785,212,214,71,21,520,199,184,74,21,475,79,112,39,21,250,204,266,113,47,631,26,17,7,4,50,1832,1856,681,300,4668,4,7,0,0,15,3,0,0,0,3,4,4,0,0,8,4,0,0,0,9,4,8,0,0,10,11,12,3,3,26
50704,21,26,6,4,54,11,6,4,0,18,22,10,8,0,31,8,6,3,0,25,18,13,0,0,38,38,32,8,3,85,68,61,14,3,154,128,94,32,13,263,417,386,122,26,943,483,560,180,39,1268,471,597,171,42,1277,683,1139,413,90,2322,789,1225,413,102,2524,507,768,306,63,1638,665,905,404,112,2087,38,33,15,5,88,4358,5851,2108,502,12818,24,27,6,0,61,13,8,0,0,24,22,9,8,0,41,13,5,3,3,23,25,20,3,0,55,58,29,8,6,104,67,37,16,5,125,102,78,27,10,218,376,298,94,15,788,440,432,132,42,1043,508,711,218,45,1486,499,670,196,31,1404,734,1133,352,72,2296,1015,1715,615,136,3491,669,854,315,90,1924,20,37,10,3,79,4586,6079,2010,470,13149,19,15,3,0,41,5,5,4,0,11,10,3,0,0,15,7,13,0,0,22,22,15,4,0,42,24,13,0,0,39
50705,16,21,7,0,41,7,4,3,0,21,13,10,5,0,30,14,9,10,0,30,16,15,12,3,43,56,41,16,11,118,85,54,27,16,183,161,148,53,29,395,612,659,303,114,1702,681,962,367,133,2144,556,771,251,105,1686,568,923,356,127,1972,590,772,274,73,1718,208,277,110,37,630,813,1059,429,181,2478,54,48,20,11,137,4453,5784,2241,848,13318,27,27,8,6,68,14,4,4,3,18,16,15,4,0,42,11,6,0,5,20,45,29,6,4,83,60,38,19,11,129,107,60,28,12,198,149,139,53,26,367,621,635,275,105,1639,795,936,358,173,2260,854,1161,425,165,2607,609,788,290,83,1766,700,900,306,89,1994,477,740,285,80,1590,1019,1198,530,194,2939,43,50,15,3,111,5547,6714,2608,961,15829,4,13,7,3,35,4,4,0,0,6,8,5,0,0,20,10,0,0,0,14,24,11,9,3,47,31,17,9,5,67
50901,20,18,5,0,47,6,4,3,0,11,21,15,9,0,46,16,19,5,6,41,18,15,4,7,42,75,64,28,14,189,103,88,43,11,249,158,161,75,31,414,446,473,228,103,1251,292,402,190,70,960,251,287,107,39,680,138,175,71,25,413,140,169,65,22,391,48,65,27,12,154,312,396,169,91,964,36,31,16,5,88,2071,2381,1047,451,5950,7,11,0,0,15,4,5,5,0,16,12,4,0,0,20,3,0,3,0,11,23,17,14,5,58,23,26,10,9,72,62,50,24,14,145,99,108,48,24,273,356,384,147,68,957,312,382,195,74,964,300,340,123,50,812,187,258,114,44,600,167,248,108,23,543,145,173,68,27,417,288,369,169,75,889,23,23,11,3,61,2007,2389,1041,412,5853,9,8,4,3,27,0,5,3,0,9,3,5,0,0,9,6,0,0,0,8,9,6,0,3,21,20,5,8,5,38
50902,24,9,6,0,37,9,0,0,0,15,17,19,13,5,50,10,19,7,0,39,21,17,11,0,54,54,50,20,16,137,92,84,38,24,234,116,129,72,29,339,321,349,215,77,955,261,361,161,61,844,211,219,79,54,561,170,219,89,21,499,133,154,65,27,383,54,48,26,11,138,409,440,229,114,1189,36,31,11,9,99,1943,2149,1037,455,5582,13,5,0,0,17,6,12,4,0,27,3,4,0,0,13,6,0,0,0,10,26,19,7,4,59,36,24,12,8,74,53,40,23,8,135,80,77,36,16,205,271,279,133,54,737,272,301,164,57,789,262,309,130,53,756,176,217,90,28,511,170,205,100,30,511,150,156,70,33,413,381,390,208,92,1069,31,25,6,13,81,1955,2065,999,400,5411,10,10,0,0,17,0,3,0,0,7,11,4,0,0,17,6,0,0,0,12,16,10,0,0,26,10,13,6,4,30
50903,10,12,5,4,24,3,0,0,0,8,9,10,3,6,31,4,10,4,0,15,8,11,0,0,28,44,37,17,15,113,43,36,25,9,125,59,75,38,9,187,141,151,74,31,397,96,133,55,15,305,70,70,33,7,190,56,68,27,11,161,46,44,25,5,123,29,18,13,0,61,122,141,87,31,389,8,13,11,0,35,751,835,429,161,2175,3,3,0,0,10,0,3,0,0,3,3,0,0,0,4,0,0,0,0,6,5,9,0,0,18,10,14,8,0,32,23,19,12,5,52,44,31,18,5,98,93,96,63,27,273,94,106,50,30,283,93,102,73,6,276,45,75,32,15,175,60,81,32,6,180,60,56,25,7,151,131,137,75,23,362,20,9,4,3,38,692,750,391,128,1968,4,3,4,0,9,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,3,4,0,8,6,8,3,0,11
51001,3,0,4,4,11,8,5,0,0,10,26,8,8,3,52,9,16,5,3,39,10,8,10,3,34,71,66,35,40,217,33,44,25,28,134,53,44,23,33,154,119,132,60,54,351,121,138,64,38,366,97,129,52,28,311,88,109,70,22,280,96,140,30,13,282,36,52,22,9,113,155,187,88,67,497,12,30,13,12,66,938,1113,514,358,2920,4,5,0,0,6,3,3,0,0,11,12,8,3,0,28,7,4,6,0,10,44,46,22,8,121,29,34,16,10,88,58,30,20,16,126,56,45,30,24,156,106,97,61,46,300,105,104,44,33,284,134,161,75,34,400,116,130,65,18,330,151,166,54,13,381,86,107,40,17,262,139,169,83,81,482,26,21,15,7,70,1067,1125,539,311,3049,3,6,3,0,6,3,3,10,0,16,7,6,0,0,14,6,3,0,0,10,52,32,19,10,116,32,27,14,11,79
51002,4,4,5,0,11,0,3,0,0,3,7,0,3,0,15,7,4,5,0,10,0,4,5,0,5,11,8,9,8,34,7,8,10,5,28,9,13,0,5,29,30,22,9,14,72,56,40,29,15,144,65,46,19,12,132,141,228,112,42,523,172,182,90,24,467,146,132,60,21,358,99,115,58,26,298,30,18,10,14,67,777,819,407,183,2194,0,4,0,0,0,0,0,0,0,4,7,0,0,0,7,0,0,0,0,0,5,9,6,4,25,0,5,0,0,16,7,15,0,3,32,9,5,6,8,23,38,40,21,9,108,66,57,28,12,168,104,122,65,31,324,65,91,53,12,220,156,181,87,33,445,183,265,100,25,569,98,84,56,32,270,3,18,8,6,41,744,895,431,179,2248,0,0,0,0,0,0,0,5,0,5,5,4,0,0,3,0,0,0,0,0,10,8,3,0,26,13,3,0,5,17
51003,0,0,0,0,8,5,0,0,0,10,4,9,3,0,9,5,0,0,0,8,0,0,0,3,5,6,3,5,0,12,10,3,0,5,16,6,4,4,7,21,40,30,20,10,99,65,96,34,8,208,44,89,35,17,186,225,393,173,44,840,239,338,111,23,721,182,219,66,23,485,138,176,58,34,411,8,18,8,3,40,971,1394,536,186,3087,0,3,0,4,11,3,0,0,0,0,4,3,0,0,9,3,0,0,0,6,5,6,0,4,13,15,3,5,5,22,13,8,3,3,27,15,19,3,3,41,38,31,20,5,102,78,84,41,16,216,178,253,104,18,556,107,150,64,30,354,215,292,149,47,705,283,426,155,42,905,126,163,91,42,417,12,13,13,6,47,1100,1467,659,213,3432,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,10,5,3,0,0,13
51101,8,6,0,0,16,0,0,0,0,0,3,3,5,3,18,4,4,0,0,9,6,4,0,0,16,11,19,11,0,40,18,21,9,7,56,22,47,16,9,94,100,122,62,20,305,86,117,63,23,290,66,88,37,8,198,63,83,32,16,186,54,67,19,3,145,12,26,6,3,46,82,123,59,22,280,18,16,7,3,40,554,736,333,117,1741,3,0,0,0,4,0,7,0,0,4,0,3,0,0,5,0,0,0,0,0,0,5,0,0,10,3,10,3,5,23,9,3,5,0,22,14,23,13,0,53,81,85,30,20,218,71,85,55,19,229,66,112,55,11,240,64,81,38,13,199,65,69,27,8,174,56,62,17,11,139,98,108,61,22,285,11,11,0,3,20,554,660,304,114,1631,3,0,3,0,8,0,0,0,0,3,4,0,0,0,4,0,3,0,0,3,0,0,0,0,7,5,3,3,0,10
51102,8,0,5,0,9,0,0,0,0,3,0,6,0,0,7,0,0,0,0,0,6,0,0,0,10,21,7,6,5,29,10,5,7,0,26,14,18,7,4,37,46,53,16,11,120,53,57,15,7,132,43,43,16,3,103,27,44,20,5,103,29,35,14,4,75,13,9,0,0,20,54,66,28,19,173,5,10,4,0,19,319,360,133,64,879,7,0,0,0,7,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,10,0,0,0,11,7,8,0,0,16,13,11,0,0,22,15,11,6,4,29,39,43,23,11,115,56,46,15,11,132,35,52,29,10,116,33,52,9,4,98,45,34,16,4,89,24,29,11,9,67,49,53,24,14,143,14,13,4,0,25,331,357,127,60,865,0,3,0,0,3,5,0,0,0,5,3,0,0,0,3,0,0,0,0,0,6,3,0,0,7,3,0,0,0,6
51103,0,7,0,0,9,3,4,0,0,10,15,7,0,0,24,13,6,3,5,22,3,10,3,0,25,35,23,15,13,84,27,24,16,7,72,26,28,18,3,74,143,128,58,23,352,194,249,109,55,614,166,176,75,35,457,274,386,166,62,886,297,290,138,41,766,93,123,75,15,306,218,238,133,69,662,35,28,19,7,90,1532,1739,843,343,4448,0,3,0,0,10,9,0,0,0,9,3,3,0,0,8,0,5,0,0,0,20,11,11,4,44,15,16,4,3,42,32,16,15,7,70,30,24,11,13,78,117,96,56,25,296,168,204,65,34,473,222,286,140,49,693,191,213,104,27,533,280,300,141,54,774,212,263,120,35,629,216,237,101,55,612,34,30,18,13,86,1556,1696,788,315,4351,3,3,0,0,9,0,5,0,0,3,3,0,0,0,4,0,0,0,0,0,9,6,3,0,19,7,3,7,4,22
51104,11,15,7,0,34,6,8,5,0,12,18,7,5,0,28,11,6,7,6,26,12,13,3,7,30,51,27,14,18,110,60,66,32,11,171,91,115,41,25,269,288,354,163,72,884,303,345,146,46,848,232,272,104,46,657,199,247,106,38,586,180,199,86,19,488,66,100,46,14,227,384,455,224,102,1166,33,37,27,19,114,1957,2265,1010,424,5647,16,9,7,3,31,4,0,5,0,13,11,10,6,0,24,0,3,3,0,9,26,15,5,6,49,30,26,13,8,74,54,28,26,12,114,58,48,27,10,140,241,240,112,51,640,233,317,126,45,726,249,321,148,47,772,184,240,102,29,559,219,261,101,22,605,140,214,81,16,449,353,437,189,86,1065,25,22,12,3,56,1842,2180,958,335,5318,6,7,0,0,13,0,0,0,0,5,3,0,0,3,11,0,3,0,0,6,14,9,0,0,21,15,6,0,3,26
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
