SA3_CODE_2021,C21_CF_1P1NW_Tot,C21_CF_1A1NW_Neg_ni_inc,C21_CF_1A1NW_1_149,C21_CF_1A1NW_150_399,C21_CF_1A1NW_400_649,C21_CF_1A1NW_650_799,C21_CF_1A1NW_800_1249,C21_CF_1A1NW_1250_1999,C21_CF_1A1NW_2000_2499,C21_CF_1A1NW_2500_2999,C21_CF_1A1NW_3000_3999,C21_CF_1A1NW_4000more,C21_CF_1A1NW_Ns,C21_CF_1A1NW_Tot,C21_CF_BA_Neg_ni_inc,C21_CF_BA_1_149,C21_CF_BA_150_399,C21_CF_BA_400_649,C21_CF_BA_650_799,C21_CF_BA_800_1249,C21_CF_BA_1250_1999,C21_CF_BA_2000_2499,C21_CF_BA_2500_2999,C21_CF_BA_3000_3999,C21_CF_BA_4000more,C21_CF_BA_Ns,C21_CF_BA_Tot,C21_CF_BNW_Neg_ni_inc,C21_CF_BNW_1_149,C21_CF_BNW_150_399,C21_CF_BNW_400_649,C21_CF_BNW_650_799,C21_CF_BNW_800_1249,C21_CF_BNW_1250_1999,C21_CF_BNW_2000_2499,C21_CF_BNW_2500_2999,C21_CF_BNW_3000_3999,C21_CF_BNW_4000more,C21_CF_BNW_Ns,C21_CF_BNW_Tot,C21_CF_LFns_Neg_ni_inc,C21_CF_LFns_1_149,C21_CF_LFns_150_399,C21_CF_LFns_400_649,C21_CF_LFns_650_799,C21_CF_LFns_800_1249,C21_CF_LFns_1250_1999,C21_CF_LFns_2000_2499,C21_CF_LFns_2500_2999,C21_CF_LFns_3000_3999,C21_CF_LFns_4000more,C21_CF_LFns_Ns,C21_CF_LFns_Tot,C21_C_f_c_Tot_Fi_Neg_ni_inc,C21_C_f_c_Tot_Fi_1_149,C21_C_f_c_Tot_Fi_150_399,C21_C_f_c_Tot_Fi_400_649,C21_CF_c_Tot_Fi_650_799,C21_CF_c_Tot_Fi_800_1249,C21_CF_c_Tot_Fi_1250_1999,C21_CF_c_Tot_Fi_2000_2499,C21_CF_c_Tot_Fi_2500_2999,C21_CF_c_Tot_Fi_3000_3999,C21_CF_c_Tot_Fi_4000more,C21_C_f_with_c_TotFI_Ns,C21_C_f_with_c_Tot_Tot,C21_1PF_F_Neg_ni_inc,C21_1PF_F_1_149,C21_1PF_F_150_399,C21_1PF_F_400_649,C21_1PF_F_650_799,C21_1PF_F_800_1249,C21_1PF_F_1250_1999,C21_1PF_F_2000_2499,C21_1PF_F_2500_2999,C21_1PF_F_3000_3999,C21_1PF_F_4000more,C21_1PF_F_Ns,C21_1PF_F_Tot,C21_1PF_P_Neg_ni_inc,C21_1PF_P_1_149,C21_1PF_P_150_399,C21_1PF_P_400_649,C21_1PF_P_650_799,C21_1PF_P_800_1249,C21_1PF_P_1250_1999,C21_1PF_P_2000_2499,C21_1PF_P_2500_2999,C21_1PF_P_3000_3999,C21_1PF_P_4000more,C21_1PF_P_Ns,C21_1PF_P_Tot,C21_1PF_A_Neg_ni_inc,C21_1PF_A_1_149,C21_1PF_A_150_399,C21_1PF_A_400_649,C21_1PF_A_650_799,C21_1PF_A_800_1249,C21_1PF_A_1250_1999,C21_1PF_A_2000_2499,C21_1PF_A_2500_2999,C21_1PF_A_3000_3999,C21_1PF_A_4000_more,C21_1PF_A_Ns,C21_1PF_A_Tot,C21_1PF_U_Neg_ni_inc,C21_1PF_U_1_149,C21_1PF_U_150_399,C21_1PF_U_400_649,C21_1PF_U_650_799,C21_1PF_U_800_1249,C21_1PF_U_1250_1999,C21_1PF_U_2000_2499,C21_1PF_U_2500_2999,C21_1PF_U_3000_3999,C21_1PF_U_4000_more,C21_1PF_U_Ns,C21_1PF_U_Tot,C21_1PF_N_lf_Fi_Neg_ni_inc,C21_1PF_N_lf_Fi_1_149,C21_1PF_N_lf_Fi_150_399,C21_1PF_N_lf_Fi_400_649,C21_1PF_N_lf_Fi_650_799,C21_1PF_N_lf_Fi_800_1249,C21_1PF_N_lf_Fi_1250_1999,C21_1PF_N_lf_Fi_2000_2499,C21_1PF_N_lf_Fi_2500_2999,C21_1PF_N_lf_Fi_3000_3999,C21_1PF_N_lf_Fi_4000_more,C21_1PF_N_lf_Fi_Ns,C21_1PF_N_the_lf_Tot,C21_1PF_LFns_Neg_ni_inc,C21_1PF_LFns_1_149,C21_1PF_LFns_150_399,C21_1PF_LFns_400_649,C21_1PF_LFns_Fi_650_799,C21_1PF_LFns_Fi_800_1249,C21_1PF_LFns_Fi_1250_1999,C21_1PF_LFns_Fi_2000_2499,C21_1PF_LFns_Fi_2500_2999,C21_1PF_LFns_Fi_3000_3999,C21_1PF_LFns_4000more,C21_1PF_LFns_Ns,C21_1PF_LFns_Tot,C21_1PF_TotFI_Neg_ni_inc,C21_1PF_TotFI_1_149,C21_1PF_TotFI_150_399,C21_1PF_TotFI_400_649,C21_1PF_TotFI_650_799,C21_1PF_TotFI_800_1249,C21_1PF_TotFI_1250_1999,C21_1PF_TotFI_2000_2499,C21_1PF_TotFI_2500_2999,C21_1PF_TotFI_3000_3999,C21_1PF_TotFI_4000more,C21_One_par_f_TotFI_Ns,C21_One_parent_f_Tot_Tot,C21_TotFI_Neg_ni_inc,C21_TotFI_1_149,C21_TotFI_150_399,C21_TotFI_400_649,C21_TotFI_650_799,C21_TotFI_800_1249,C21_TotFI_1250_1999,C21_TotFI_2000_2499,C21_TotFI_2500_2999,C21_TotFI_3000_3999,C21_TotFI_4000_more,C21_TotFI_Ns,C21_Tot_Tot
50705,653,5,0,0,6,9,28,74,70,34,44,60,40,368,0,0,0,0,0,3,16,30,20,39,31,18,157,24,3,20,65,58,197,239,103,54,54,29,84,927,0,0,0,0,0,0,21,3,0,3,3,2173,2205,35,6,31,119,144,658,2466,2382,2032,3063,2742,2966,16640,0,0,3,25,46,339,708,317,145,152,88,193,2031,7,11,43,214,248,462,310,86,37,24,23,91,1559,9,0,3,22,20,44,55,24,12,15,9,40,254,8,8,40,106,49,57,33,10,11,0,0,23,358,101,17,157,495,240,525,337,94,64,29,16,188,2272,4,0,4,4,0,7,0,0,0,0,0,54,75,125,39,257,873,608,1437,1442,541,269,226,138,596,6551,383,127,419,1532,2139,4005,6308,4504,3411,4724,3833,4975,36362
50901,300,0,0,0,4,3,12,26,13,9,11,6,8,79,0,0,0,0,0,3,11,18,6,12,9,13,68,12,0,6,28,27,84,83,30,10,11,10,51,345,0,0,0,0,3,0,3,0,0,0,0,518,542,27,9,18,67,90,404,1248,902,745,851,695,955,5994,3,0,6,8,22,130,203,78,35,37,17,67,593,0,9,22,121,102,162,143,33,11,7,9,53,672,0,0,0,15,8,15,13,3,0,0,0,5,59,0,0,13,32,13,11,6,0,0,0,0,0,86,16,6,54,195,96,204,125,32,15,4,8,81,835,0,0,0,0,0,8,0,0,0,0,0,24,39,26,12,94,375,240,531,492,152,58,55,26,239,2293,166,96,194,808,1320,2269,3304,1935,1400,1481,1176,1841,15987
50902,192,0,0,0,0,3,13,24,18,8,10,7,12,90,0,0,0,0,0,0,12,11,9,11,8,4,61,5,0,7,26,28,66,93,26,19,13,9,40,335,0,0,0,4,0,0,5,0,0,0,0,560,570,17,7,19,57,74,299,900,673,573,742,612,1116,5091,0,0,5,10,19,100,151,63,29,29,21,66,487,0,3,10,59,46,118,77,28,12,4,5,45,400,0,0,0,12,0,21,13,3,0,0,5,12,69,5,0,17,34,9,14,13,0,0,0,0,7,98,18,5,42,159,76,172,110,23,15,8,6,83,720,0,0,0,0,0,4,0,0,0,0,3,30,47,23,8,68,274,163,416,370,119,56,43,39,238,1833,181,83,200,709,1208,1821,2568,1569,1183,1381,1138,2121,14153
50903,54,0,0,0,0,0,5,9,4,4,0,6,3,22,0,0,0,0,0,0,9,4,3,8,0,8,28,3,0,0,0,8,20,21,7,4,6,5,12,83,0,0,0,0,0,0,3,0,0,0,0,131,136,9,5,4,20,32,106,334,239,197,248,209,378,1786,0,0,3,3,7,28,40,31,6,16,3,16,156,0,0,0,13,24,30,27,0,3,0,0,18,125,0,0,0,3,5,4,11,7,0,0,0,5,36,0,0,6,7,0,4,0,0,0,0,0,3,35,5,3,17,42,27,61,31,6,7,0,8,25,227,0,0,0,0,4,0,0,0,0,0,0,8,12,9,8,29,72,66,131,94,44,18,18,12,74,586,61,33,58,203,349,621,901,595,388,495,427,712,4841
51001,128,0,0,3,3,6,5,9,10,0,9,3,11,55,0,0,0,0,0,0,5,6,0,6,4,8,37,6,8,17,166,118,133,60,15,6,8,3,76,628,0,0,0,4,0,3,8,0,0,6,4,286,317,6,16,23,202,151,252,324,311,286,507,453,551,3070,0,0,4,13,11,59,141,89,23,23,10,53,427,0,0,19,34,31,55,49,14,3,3,4,29,247,0,0,3,5,3,5,9,3,0,5,3,12,59,0,0,19,15,11,18,3,0,0,0,0,3,70,20,12,207,211,100,144,84,23,6,0,8,128,944,0,0,4,0,4,3,0,0,0,0,0,62,73,18,16,253,278,156,293,285,129,40,37,25,286,1827,64,47,299,624,443,727,877,734,623,967,766,1194,7361
51002,69,0,0,0,0,4,0,6,5,7,10,16,3,50,0,0,0,0,0,0,0,4,6,8,15,4,38,3,5,4,32,23,27,18,3,5,4,0,6,132,0,0,0,0,0,3,0,5,0,0,3,207,222,0,5,3,46,33,72,140,209,237,492,822,318,2389,0,0,0,0,0,22,102,58,19,33,30,26,297,0,0,6,10,5,14,7,11,3,3,4,0,76,0,0,0,0,0,0,11,3,0,3,0,5,33,0,0,12,7,5,3,6,0,0,0,0,0,41,18,5,41,54,26,43,21,7,0,4,3,21,239,0,0,0,0,0,0,6,0,0,0,0,16,20,20,9,57,70,40,79,150,79,28,51,37,71,693,37,7,67,161,118,214,397,410,441,941,1315,583,4693
51003,53,0,0,0,0,0,4,10,11,0,19,31,0,76,0,0,0,0,0,0,0,5,5,11,27,10,62,6,0,3,12,9,17,14,4,4,0,3,13,72,0,0,0,0,0,0,0,3,0,0,5,281,287,6,0,7,19,9,44,190,307,305,697,1309,434,3316,0,0,0,0,5,31,92,55,12,54,34,18,307,0,0,0,14,12,23,20,12,4,5,0,11,104,0,0,0,0,0,0,10,6,0,0,0,7,31,5,0,7,4,0,3,0,0,0,0,0,0,19,9,0,22,31,13,24,22,0,6,0,6,6,140,0,0,0,0,0,0,0,0,0,0,0,4,7,12,4,31,49,27,76,143,80,23,60,45,48,603,28,5,39,99,62,173,457,604,520,1224,2017,712,5933
51101,47,0,0,0,0,0,0,3,9,0,0,0,10,30,0,0,0,0,0,0,0,5,3,3,4,8,26,4,0,4,4,9,15,13,8,5,0,0,10,61,0,0,0,0,0,0,0,3,0,0,0,139,147,8,3,8,16,12,69,267,234,170,253,204,306,1546,0,0,0,4,7,35,48,23,11,8,11,19,171,0,0,11,23,15,31,24,6,3,0,0,12,114,0,0,0,4,0,3,4,0,0,0,0,3,20,0,3,4,7,3,0,3,0,0,0,0,0,19,4,6,26,50,10,42,21,12,3,4,0,28,201,0,0,0,0,0,0,0,0,0,0,0,7,15,12,5,37,84,36,112,97,48,20,16,11,76,547,46,21,45,153,232,426,699,523,341,435,382,591,3899
51102,23,0,0,0,0,0,3,4,3,3,0,0,0,14,0,0,0,0,0,0,0,3,6,4,0,0,13,0,5,3,8,9,14,18,7,0,0,0,5,63,0,0,0,0,0,0,0,0,0,0,0,93,93,3,5,3,7,13,50,128,108,108,120,94,162,805,0,0,0,0,0,27,26,14,14,4,7,14,93,0,0,5,17,11,19,0,4,0,0,0,8,61,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,7,7,3,6,0,0,0,0,0,0,18,3,0,7,24,15,23,18,3,3,3,0,16,121,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,17,52,26,69,54,23,16,5,4,43,311,22,9,30,87,132,226,378,256,223,247,183,337,2132
51103,106,0,0,0,0,0,0,16,12,4,13,9,3,71,0,0,0,0,0,0,4,6,0,9,14,13,45,8,0,6,29,31,54,34,18,11,4,3,35,233,0,0,0,0,0,7,0,4,0,5,3,349,364,9,3,7,42,41,139,337,463,423,812,1036,566,3878,0,0,5,5,15,74,159,96,26,64,56,52,543,0,0,9,32,37,47,39,14,9,11,3,11,220,0,0,4,6,5,6,11,10,4,0,5,10,47,3,0,13,11,0,10,8,0,0,0,0,0,58,15,8,48,102,50,89,42,24,14,7,8,51,466,0,0,0,0,0,0,0,0,0,0,0,41,46,17,10,75,165,107,221,266,147,62,82,67,171,1385,67,28,99,318,324,562,978,999,834,1465,1681,1079,8447
51104,219,0,0,0,4,0,5,15,17,5,11,13,6,83,0,0,0,0,0,3,6,3,7,11,12,10,49,4,3,6,25,32,69,82,27,10,9,8,43,326,0,0,0,0,3,0,3,0,0,0,5,630,644,13,5,12,49,67,216,794,730,616,851,719,965,5032,0,0,5,9,19,114,210,104,47,57,26,68,651,0,0,23,81,83,147,102,17,16,10,3,39,516,0,0,0,7,3,16,21,11,6,6,0,11,78,3,0,28,42,11,10,18,5,0,6,0,8,129,31,13,82,173,89,202,98,34,22,10,5,87,859,0,0,3,0,0,0,0,0,0,0,0,27,40,37,22,144,315,208,492,440,170,87,79,34,246,2277,172,70,220,669,980,1559,2350,1595,1211,1542,1220,1896,13475
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
